battle_catchment_override_group_battles_tables
2
unknown0	unknown1	unknown2	unknown3
terrain/battles/ult_lakes_infield_a/	wh2_ulthuan_plains_ambush	catchment_03	
terrain/battles/ult_plains_infield_a/	wh2_ulthuan_plains_ambush	catchment_02	
terrain/battles/ult_plains_infield_a/	wh2_ulthuan_plains	*	
terrain/battles/ult_river_infield_a/	wh2_ulthuan_plains	*	
terrain/battles/city_a_brt_sally/	wh_dlc05_brt_settlement_standard_relief		climate:brt
terrain/battles/city_b_brt_sally/	wh_dlc05_brt_settlement_standard_relief		climate:brt
terrain/battles/city_c_brt_sally/	wh_dlc05_brt_settlement_standard_relief		climate:brt
terrain/battles/city_d_brt_sally/	wh_dlc05_brt_settlement_standard_relief		climate:brt
terrain/battles/city_e_brt_sally/	wh_dlc05_brt_settlement_standard_relief		climate:brt
terrain/battles/city_f_brt_sally/	wh_dlc05_brt_settlement_standard_relief		climate:brt
terrain/battles/city_g_brt_sally/	wh_dlc05_brt_settlement_standard_relief		climate:brt
terrain/battles/city_a_brt_sally/	wh_dlc05_brt_settlement_standard_sally		climate:brt
terrain/battles/city_b_brt_sally/	wh_dlc05_brt_settlement_standard_sally		climate:brt
terrain/battles/city_c_brt_sally/	wh_dlc05_brt_settlement_standard_sally		climate:brt
terrain/battles/city_d_brt_sally/	wh_dlc05_brt_settlement_standard_sally		climate:brt
terrain/battles/city_e_brt_sally/	wh_dlc05_brt_settlement_standard_sally		climate:brt
terrain/battles/city_f_brt_sally/	wh_dlc05_brt_settlement_standard_sally		climate:brt
terrain/battles/city_g_brt_sally/	wh_dlc05_brt_settlement_standard_sally		climate:brt
terrain/battles/city_a_brt/	wh_dlc05_brt_settlement_standard		climate:brt
terrain/battles/city_b_brt/	wh_dlc05_brt_settlement_standard		climate:brt
terrain/battles/city_c_brt/	wh_dlc05_brt_settlement_standard		climate:brt
terrain/battles/city_d_brt/	wh_dlc05_brt_settlement_standard		climate:brt
terrain/battles/city_e_brt/	wh_dlc05_brt_settlement_standard		climate:brt
terrain/battles/city_f_brt/	wh_dlc05_brt_settlement_standard		climate:brt
terrain/battles/city_g_brt/	wh_dlc05_brt_settlement_standard		climate:brt
terrain/battles/unfortified_brt_a_1/	wh_dlc05_brt_settlement_unfortified		climate:brt
terrain/battles/unfortified_brt_c_1/	wh_dlc05_brt_settlement_unfortified		climate:brt
terrain/battles/unfortified_brt_e_1/	wh_dlc05_brt_settlement_unfortified		climate:brt
terrain/battles/dwf_outfield_city_battle_01/	wh_dlc05_dwf_settlement_standard_relief		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_02/	wh_dlc05_dwf_settlement_standard_relief		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_03/	wh_dlc05_dwf_settlement_standard_relief		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_04/	wh_dlc05_dwf_settlement_standard_relief		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_05/	wh_dlc05_dwf_settlement_standard_relief		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_01/	wh_dlc05_dwf_settlement_standard_sally		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_02/	wh_dlc05_dwf_settlement_standard_sally		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_03/	wh_dlc05_dwf_settlement_standard_sally		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_04/	wh_dlc05_dwf_settlement_standard_sally		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_05/	wh_dlc05_dwf_settlement_standard_sally		climate:mtn_pass
terrain/battles/city_a_dwf/	wh_dlc05_dwf_settlement_standard		
terrain/battles/city_b_dwf/	wh_dlc05_dwf_settlement_standard		
terrain/battles/city_c_dwf/	wh_dlc05_dwf_settlement_standard		
terrain/battles/city_d_dwf/	wh_dlc05_dwf_settlement_standard		
terrain/battles/city_e_dwf/	wh_dlc05_dwf_settlement_standard		
terrain/battles/city_f_dwf/	wh_dlc05_dwf_settlement_standard		
terrain/battles/city_g_dwf/	wh_dlc05_dwf_settlement_standard		
terrain/battles/dwf_outfield_city_battle_01/	wh_dlc05_dwf_settlement_unfortified		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_02/	wh_dlc05_dwf_settlement_unfortified		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_03/	wh_dlc05_dwf_settlement_unfortified		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_04/	wh_dlc05_dwf_settlement_unfortified		climate:mtn_pass
terrain/battles/dwf_outfield_city_battle_05/	wh_dlc05_dwf_settlement_unfortified		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_01/	wh_dlc05_grn_settlement_standard_relief		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_02/	wh_dlc05_grn_settlement_standard_relief		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_03/	wh_dlc05_grn_settlement_standard_relief		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_04/	wh_dlc05_grn_settlement_standard_relief		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_05/	wh_dlc05_grn_settlement_standard_relief		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_01/	wh_dlc05_grn_settlement_standard_sally		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_02/	wh_dlc05_grn_settlement_standard_sally		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_03/	wh_dlc05_grn_settlement_standard_sally		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_04/	wh_dlc05_grn_settlement_standard_sally		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_05/	wh_dlc05_grn_settlement_standard_sally		climate:mtn_pass
terrain/battles/city_a_grn/	wh_dlc05_grn_settlement_standard		
terrain/battles/city_b_grn/	wh_dlc05_grn_settlement_standard		
terrain/battles/city_c_grn/	wh_dlc05_grn_settlement_standard		
terrain/battles/city_d_grn/	wh_dlc05_grn_settlement_standard		
terrain/battles/city_e_grn/	wh_dlc05_grn_settlement_standard		
terrain/battles/city_f_grn/	wh_dlc05_grn_settlement_standard		
terrain/battles/city_g_grn/	wh_dlc05_grn_settlement_standard		
terrain/battles/grn_outfield_city_battle_01/	wh_dlc05_grn_settlement_unfortified		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_02/	wh_dlc05_grn_settlement_unfortified		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_03/	wh_dlc05_grn_settlement_unfortified		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_04/	wh_dlc05_grn_settlement_unfortified		climate:mtn_pass
terrain/battles/grn_outfield_city_battle_05/	wh_dlc05_grn_settlement_unfortified		climate:mtn_pass
terrain/battles/wef_hills_infield_d/	wh_dlc05_main_wef_forest_areas_settlements		
terrain/battles/wef_hills_infield_f/	wh_dlc05_main_wef_forest_areas_settlements		
terrain/battles/wef_hills_infield_g/	wh_dlc05_main_wef_forest_areas_settlements		
terrain/battles/wef_forest_infield_a/	wh_dlc05_main_wef_forest_areas	*	
terrain/battles/wef_forest_infield_b/	wh_dlc05_main_wef_forest_areas	*	
terrain/battles/qb_dlc05_spear_of_kurnous/	wh_dlc05_main_wef_oak_of_ages_area_settlements		
terrain/battles/qb_dlc05_spear_of_kurnous/	wh_dlc05_main_wef_oak_of_ages_area		
terrain/battles/wef_hills_infield_d/	wh_dlc05_main_wef_river_areas_settlements		
terrain/battles/wef_hills_infield_f/	wh_dlc05_main_wef_river_areas_settlements		
terrain/battles/wef_hills_infield_g/	wh_dlc05_main_wef_river_areas_settlements		
terrain/battles/wef_river_infield_a/	wh_dlc05_main_wef_river_areas	*	
terrain/battles/wef_river_infield_b/	wh_dlc05_main_wef_river_areas	*	
terrain/battles/wef_river_infield_c/	wh_dlc05_main_wef_river_areas	*	
terrain/battles/mtn_pass_battle_01/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_02/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_03/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_04/	wh_dlc05_mtn_pass_tiles		
terrain/battles/mtn_pass_battle_05/	wh_dlc05_mtn_pass_tiles		
terrain/battles/city_a_vmp_sally/	wh_dlc05_vmp_settlement_standard_relief		
terrain/battles/city_b_vmp_sally/	wh_dlc05_vmp_settlement_standard_relief		
terrain/battles/city_c_vmp_sally/	wh_dlc05_vmp_settlement_standard_relief		
terrain/battles/city_d_vmp_sally/	wh_dlc05_vmp_settlement_standard_relief		
terrain/battles/city_e_vmp_sally/	wh_dlc05_vmp_settlement_standard_relief		
terrain/battles/city_f_vmp_sally/	wh_dlc05_vmp_settlement_standard_relief		
terrain/battles/city_g_vmp_sally/	wh_dlc05_vmp_settlement_standard_relief		
terrain/battles/city_a_vmp_sally/	wh_dlc05_vmp_settlement_standard_sally		
terrain/battles/city_b_vmp_sally/	wh_dlc05_vmp_settlement_standard_sally		
terrain/battles/city_c_vmp_sally/	wh_dlc05_vmp_settlement_standard_sally		
terrain/battles/city_d_vmp_sally/	wh_dlc05_vmp_settlement_standard_sally		
terrain/battles/city_e_vmp_sally/	wh_dlc05_vmp_settlement_standard_sally		
terrain/battles/city_f_vmp_sally/	wh_dlc05_vmp_settlement_standard_sally		
terrain/battles/city_g_vmp_sally/	wh_dlc05_vmp_settlement_standard_sally		
terrain/battles/city_a_vmp/	wh_dlc05_vmp_settlement_standard		
terrain/battles/city_b_vmp/	wh_dlc05_vmp_settlement_standard		
terrain/battles/city_c_vmp/	wh_dlc05_vmp_settlement_standard		
terrain/battles/city_d_vmp/	wh_dlc05_vmp_settlement_standard		
terrain/battles/city_e_vmp/	wh_dlc05_vmp_settlement_standard		
terrain/battles/city_f_vmp/	wh_dlc05_vmp_settlement_standard		
terrain/battles/city_g_vmp/	wh_dlc05_vmp_settlement_standard		
terrain/battles/unfortified_vmp_a_1/	wh_dlc05_vmp_settlement_unfortified		
terrain/battles/unfortified_vmp_c_1/	wh_dlc05_vmp_settlement_unfortified		
terrain/battles/unfortified_vmp_e_1/	wh_dlc05_vmp_settlement_unfortified		
terrain/battles/wef_hills_infield_a/	wh_dlc05_wef_ambush_tiles	*	climate:wef
terrain/battles/wef_hills_infield_b/	wh_dlc05_wef_ambush_tiles	*	climate:wef
terrain/battles/wef_hills_infield_c/	wh_dlc05_wef_ambush_tiles	*	climate:wef
terrain/battles/wef_coast_infield_a/	wh_dlc05_wef_coastal_tiles_ash	*	climate:wef_ash
terrain/battles/wef_coast_infield_a/	wh_dlc05_wef_coastal_tiles_night	*	climate:wef_nit
terrain/battles/wef_coast_infield_a/	wh_dlc05_wef_coastal_tiles_wint	*	climate:wef_win
terrain/battles/wef_coast_infield_a/	wh_dlc05_wef_coastal_tiles_wither	*	climate:wef_chs
terrain/battles/wef_coast_infield_a/	wh_dlc05_wef_coastal_tiles	*	
terrain/battles/wef_forest_infield_a/	wh_dlc05_wef_forest_tiles_ash	*	climate:wef_ash
terrain/battles/wef_forest_infield_b/	wh_dlc05_wef_forest_tiles_ash	*	climate:wef_ash
terrain/battles/wef_forest_infield_a/	wh_dlc05_wef_forest_tiles_night	*	climate:wef_nit
terrain/battles/wef_forest_infield_b/	wh_dlc05_wef_forest_tiles_night	*	climate:wef_nit
terrain/battles/wef_forest_infield_a/	wh_dlc05_wef_forest_tiles_wint	*	climate:wef_win
terrain/battles/wef_forest_infield_b/	wh_dlc05_wef_forest_tiles_wint	*	climate:wef_win
terrain/battles/wef_forest_infield_a/	wh_dlc05_wef_forest_tiles_wither	*	climate:wef_chs
terrain/battles/wef_forest_infield_b/	wh_dlc05_wef_forest_tiles_wither	*	climate:wef_chs
terrain/battles/wef_forest_infield_a/	wh_dlc05_wef_forest_tiles	*	
terrain/battles/wef_forest_infield_b/	wh_dlc05_wef_forest_tiles	*	
terrain/battles/wef_hills_infield_a/	wh_dlc05_wef_hills_tiles_ash	*	climate:wef_ash
terrain/battles/wef_hills_infield_b/	wh_dlc05_wef_hills_tiles_ash	*	climate:wef_ash
terrain/battles/wef_hills_infield_c/	wh_dlc05_wef_hills_tiles_ash	*	climate:wef_ash
terrain/battles/wef_hills_infield_d/	wh_dlc05_wef_hills_tiles_ash		climate:wef_ash
terrain/battles/wef_hills_infield_f/	wh_dlc05_wef_hills_tiles_ash		climate:wef_ash
terrain/battles/wef_hills_infield_g/	wh_dlc05_wef_hills_tiles_ash		climate:wef_ash
terrain/battles/wef_hills_infield_a/	wh_dlc05_wef_hills_tiles_night	*	climate:wef_nit
terrain/battles/wef_hills_infield_b/	wh_dlc05_wef_hills_tiles_night	*	climate:wef_nit
terrain/battles/wef_hills_infield_c/	wh_dlc05_wef_hills_tiles_night	*	climate:wef_nit
terrain/battles/wef_hills_infield_d/	wh_dlc05_wef_hills_tiles_night		climate:wef_nit
terrain/battles/wef_hills_infield_f/	wh_dlc05_wef_hills_tiles_night		climate:wef_nit
terrain/battles/wef_hills_infield_g/	wh_dlc05_wef_hills_tiles_night		climate:wef_nit
terrain/battles/wef_hills_infield_a/	wh_dlc05_wef_hills_tiles_wint	*	climate:wef_win
terrain/battles/wef_hills_infield_b/	wh_dlc05_wef_hills_tiles_wint	*	climate:wef_win
terrain/battles/wef_hills_infield_c/	wh_dlc05_wef_hills_tiles_wint	*	climate:wef_win
terrain/battles/wef_hills_infield_d/	wh_dlc05_wef_hills_tiles_wint		climate:wef_win
terrain/battles/wef_hills_infield_f/	wh_dlc05_wef_hills_tiles_wint		climate:wef_win
terrain/battles/wef_hills_infield_g/	wh_dlc05_wef_hills_tiles_wint		climate:wef_win
terrain/battles/wef_hills_infield_a/	wh_dlc05_wef_hills_tiles_wither	*	climate:wef_chs
terrain/battles/wef_hills_infield_b/	wh_dlc05_wef_hills_tiles_wither	*	climate:wef_chs
terrain/battles/wef_hills_infield_c/	wh_dlc05_wef_hills_tiles_wither	*	climate:wef_chs
terrain/battles/wef_hills_infield_d/	wh_dlc05_wef_hills_tiles_wither		climate:wef_chs
terrain/battles/wef_hills_infield_f/	wh_dlc05_wef_hills_tiles_wither		climate:wef_chs
terrain/battles/wef_hills_infield_g/	wh_dlc05_wef_hills_tiles_wither		climate:wef_chs
terrain/battles/wef_hills_infield_a/	wh_dlc05_wef_hills_tiles	*	
terrain/battles/wef_hills_infield_b/	wh_dlc05_wef_hills_tiles	*	
terrain/battles/wef_hills_infield_c/	wh_dlc05_wef_hills_tiles	*	
