unit_attributes_to_groups_junctions_tables
2
attribute	attribute_group
encourages	wh_encourage_hideForest_immuneToPsych_strider
encourages	wh_encourage_hideForest_mountedFireMove
encourages	wh_encourage_hideForest_mountedFireMove_unbreakable
encourages	wh_encourage_hideForest_strider
encourages	wh_encourage_hideForest_unbreakable
encourages	wh_encourage_immuneToPsych
encourages	wh_encourage_strider_fear_terror_mountedFireMove
encourages	wh_encourage_unbreakable
encourages	wh_fear_guerrilla_hideForest_terror_undead_encourge
encourages	wh_fear_hideForest_immPsy_guerrilla_encourage
encourages	wh_fear_terror_hideForest_unbreakable_encourage
encourages	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
fatigue_immune	wh_fatigue_fear_terror
fatigue_immune	wh_fatigue_immuneToPsych_guerrilla
fatigue_immune	wh_fatigue_immune_guerrilla_immuneToPsych
fatigue_immune	wh_fatigue_immune_hideForest_immuneToPsych
fatigue_res	missile_cavalry
fatigue_res	missile_cavalry_cold
fatigue_res	missile_cavalry_parthian
fatigue_res	missile_cavalry_parthian_cold
fatigue_res	missile_cavalry_parthian_warm
fatigue_res	missile_cavalry_warm
guerrilla_deploy	melee_infantry_stealth
guerrilla_deploy	melee_infantry_stealth_cold
guerrilla_deploy	missile_infantry_stealth
guerrilla_deploy	wh_chargeRefelectorVsL_guerrilla_hideForest
guerrilla_deploy	wh_chargeReflectorVsL_guerrilla_hideForest
guerrilla_deploy	wh_chargeReflector_hideForest_immPsy_guerrilla
guerrilla_deploy	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
guerrilla_deploy	wh_encourage_guerrilla_hideForest
guerrilla_deploy	wh_fatigue_immuneToPsych_guerrilla
guerrilla_deploy	wh_fatigue_immune_guerrilla_immuneToPsych
guerrilla_deploy	wh_fear_guerilla_hideForest_undead_stalk
guerrilla_deploy	wh_fear_guerrilla_hideForest_terror_undead
guerrilla_deploy	wh_fear_guerrilla_hideForest_terror_undead_encourge
guerrilla_deploy	wh_fear_guerrilla_hideForest_undead
guerrilla_deploy	wh_fear_guerrilla_hideForest_undead_immPsy
guerrilla_deploy	wh_fear_guerrilla_terror
guerrilla_deploy	wh_fear_guerrilla_terror_undead
guerrilla_deploy	wh_fear_guerrilla_undead
guerrilla_deploy	wh_fear_guerrilla_undead_terror
guerrilla_deploy	wh_fear_hideForest_immPsy_guerrilla
guerrilla_deploy	wh_fear_hideForest_immPsy_guerrilla_encourage
guerrilla_deploy	wh_guerrilla
guerrilla_deploy	wh_guerrilla_hideForest
guerrilla_deploy	wh_guerrilla_hideForest_fear
guerrilla_deploy	wh_guerrilla_hideForest_footFireMove
guerrilla_deploy	wh_guerrilla_hideForest_footFireMove_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_immPsy_stalk
guerrilla_deploy	wh_guerrilla_hideForest_immPsy_stalk_chargeReflectorVsL
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_immPsy
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_strider
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
guerrilla_deploy	wh_guerrilla_hideForest_mountedFireMove_unbreakable
guerrilla_deploy	wh_guerrilla_hideForest_stalk
guerrilla_deploy	wh_guerrilla_hideForest_strider
guerrilla_deploy	wh_guerrilla_mountedFireMove
guerrilla_deploy	wh_guerrilla_mountedFireMove_strider
guerrilla_deploy	wh_guerrilla_stalk
guerrilla_deploy	wh_guerrilla_stalk_fear_terror
guerrilla_deploy	wh_guerrilla_stalk_immPsy
guerrilla_deploy	wh_guerrilla_stalk_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_snipe_mountedFireMove
guerrilla_deploy	wh_guerrilla_stalk_unbreakable
hide_forest	berserker_infantry_cold
hide_forest	camel
hide_forest	camel_missile
hide_forest	cavalry
hide_forest	formed_infantry
hide_forest	formed_infantry_elite
hide_forest	formed_infantry_elite_charge_reflector
hide_forest	formed_infantry_elite_charge_reflector_warm
hide_forest	formed_infantry_elite_warm
hide_forest	formed_infantry_warm
hide_forest	heavy_cavalry
hide_forest	heavy_cavalry_elite_warm
hide_forest	heavy_cavalry_warm
hide_forest	heavy_infantry
hide_forest	heavy_infantry_elite
hide_forest	heavy_infantry_elite_charge_reflector
hide_forest	heavy_infantry_elite_charge_reflector_warm
hide_forest	heavy_infantry_warm
hide_forest	hide_wood
hide_forest	melee_cavalry_charge_reflector
hide_forest	melee_cavalry_charge_reflector_warm
hide_forest	melee_cavalry_cold
hide_forest	melee_cavalry_elite
hide_forest	melee_cavalry_elite_charge_reflector
hide_forest	melee_cavalry_elite_charge_reflector_cold
hide_forest	melee_cavalry_warm
hide_forest	melee_infantry_cold
hide_forest	melee_infantry_elite_charge_reflector_cold
hide_forest	melee_infantry_elite_cold
hide_forest	melee_infantry_elite_warm
hide_forest	melee_infantry_warm
hide_forest	missile_cavalry
hide_forest	missile_cavalry_cold
hide_forest	missile_cavalry_parthian
hide_forest	missile_cavalry_parthian_cold
hide_forest	missile_cavalry_parthian_warm
hide_forest	missile_cavalry_warm
hide_forest	missile_infantry
hide_forest	missile_infantry_cold
hide_forest	wh_berserker_infantry
hide_forest	wh_chargeRefelectorVsL_guerrilla_hideForest
hide_forest	wh_chargeReflectorVsL_encourage_hideForest
hide_forest	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
hide_forest	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
hide_forest	wh_chargeReflectorVsL_fear_hideForest_undead
hide_forest	wh_chargeReflectorVsL_guerrilla_hideForest
hide_forest	wh_chargeReflectorVsL_hideForest
hide_forest	wh_chargeReflector_encourage_hideForest
hide_forest	wh_chargeReflector_encourage_hideForest_immuneToPsych
hide_forest	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
hide_forest	wh_chargeReflector_encourage_hideForest_unbreakable
hide_forest	wh_chargeReflector_hideForest
hide_forest	wh_chargeReflector_hideForest_immPsy_guerrilla
hide_forest	wh_chargeReflector_hideForest_unbreakable
hide_forest	wh_encourage_fear_hideForest
hide_forest	wh_encourage_fear_hideForest_immuneToPsych
hide_forest	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
hide_forest	wh_encourage_fear_hideForest_terror_undead
hide_forest	wh_encourage_fear_hideForest_unbreakable_terror
hide_forest	wh_encourage_fear_hideForest_unbreakable_terror_undead
hide_forest	wh_encourage_fear_hideForest_undead
hide_forest	wh_encourage_guerrilla_hideForest
hide_forest	wh_encourage_hideForest
hide_forest	wh_encourage_hideForest_fear
hide_forest	wh_encourage_hideForest_fear_terror_chargeReflectorVsL
hide_forest	wh_encourage_hideForest_immuneToPsych
hide_forest	wh_encourage_hideForest_immuneToPsych_strider
hide_forest	wh_encourage_hideForest_mountedFireMove
hide_forest	wh_encourage_hideForest_mountedFireMove_unbreakable
hide_forest	wh_encourage_hideForest_strider
hide_forest	wh_encourage_hideForest_unbreakable
hide_forest	wh_fatigue_immune_hideForest_immuneToPsych
hide_forest	wh_fear_guerilla_hideForest_undead_stalk
hide_forest	wh_fear_guerrilla_hideForest_terror_undead
hide_forest	wh_fear_guerrilla_hideForest_terror_undead_encourge
hide_forest	wh_fear_guerrilla_hideForest_undead
hide_forest	wh_fear_guerrilla_hideForest_undead_immPsy
hide_forest	wh_fear_hideForest
hide_forest	wh_fear_hideForest_immPsy_chargeReflectorVsL
hide_forest	wh_fear_hideForest_immPsy_guerrilla
hide_forest	wh_fear_hideForest_immPsy_guerrilla_encourage
hide_forest	wh_fear_hideForest_terror
hide_forest	wh_fear_hideForest_terror_undead
hide_forest	wh_fear_hideForest_undead
hide_forest	wh_fear_hideForest_undead_chargeDeflector
hide_forest	wh_fear_hideForest_undead_stalk
hide_forest	wh_fear_hideForest_undead_unbreakable
hide_forest	wh_fear_terror_hideForest_unbreakable_encourage
hide_forest	wh_guerrilla_hideForest
hide_forest	wh_guerrilla_hideForest_fear
hide_forest	wh_guerrilla_hideForest_footFireMove
hide_forest	wh_guerrilla_hideForest_footFireMove_immPsy
hide_forest	wh_guerrilla_hideForest_immPsy
hide_forest	wh_guerrilla_hideForest_immPsy_stalk
hide_forest	wh_guerrilla_hideForest_immPsy_stalk_chargeReflectorVsL
hide_forest	wh_guerrilla_hideForest_mountedFireMove
hide_forest	wh_guerrilla_hideForest_mountedFireMove_immPsy
hide_forest	wh_guerrilla_hideForest_mountedFireMove_strider
hide_forest	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
hide_forest	wh_guerrilla_hideForest_mountedFireMove_unbreakable
hide_forest	wh_guerrilla_hideForest_stalk
hide_forest	wh_guerrilla_hideForest_strider
hide_forest	wh_hideForest
hide_forest	wh_hideForest_chargeReflectorVsL
hide_forest	wh_hideForest_fear_terror_chargeReflectorVsL
hide_forest	wh_hideForest_immPsy
hide_forest	wh_hideForest_immPsy_chargeReflectorVsL
hide_forest	wh_hideForest_immuneToPsych
hide_forest	wh_hideForest_mountedFireMove
hide_forest	wh_hideForest_mountedFireMove_strider
hide_forest	wh_hideForest_stalk
hide_forest	wh_hideForest_strider
hide_forest	wh_hideForest_unbreakable
hide_forest	wh_hideForest_unbreakable_chargeReflectorVsL
hide_forest	wh_hideForest_unbreakable_fear
hide_scrub_and_forest	light_cavalry
hide_scrub_and_forest	missile_infantry_warm
hide_scrub_and_forest	wh_chargeReflectorVsL_hideForestScrub
hide_scrub_and_forest	wh_encourage_hideForestScrub
hide_scrub_and_forest	wh_hideForestScrub
ignore_forest_penalties	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
ignore_forest_penalties	wh_encourage_fear_hideForest_immuneToPsych
ignore_forest_penalties	wh_encourage_fear_immuneToPsych_strider
ignore_forest_penalties	wh_encourage_hideForest_immuneToPsych_strider
ignore_forest_penalties	wh_encourage_hideForest_strider
ignore_forest_penalties	wh_encourage_strider_fear_terror_mountedFireMove
ignore_forest_penalties	wh_fear_strider_terror
ignore_forest_penalties	wh_fear_terror_strider
ignore_forest_penalties	wh_guerrilla_hideForest_mountedFireMove_strider
ignore_forest_penalties	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
ignore_forest_penalties	wh_guerrilla_hideForest_strider
ignore_forest_penalties	wh_guerrilla_mountedFireMove_strider
ignore_forest_penalties	wh_hideForest_mountedFireMove_strider
ignore_forest_penalties	wh_hideForest_strider
ignore_forest_penalties	wh_mountedFireMove_strider
immune_to_psychology	wh_amok_cantRun_fear_immuneToPsych
immune_to_psychology	wh_amok_fear_immuneToPsych
immune_to_psychology	wh_cantRun_immuneToPsych
immune_to_psychology	wh_chargeReflectorVsL_encourage_hideForest_immuneToPsych
immune_to_psychology	wh_chargeReflector_encourage_hideForest_immuneToPsych
immune_to_psychology	wh_chargeReflector_encourage_hideForest_immuneToPsych_strider
immune_to_psychology	wh_chargeReflector_hideForest_immPsy_guerrilla
immune_to_psychology	wh_encourage_fear_hideForest_immuneToPsych
immune_to_psychology	wh_encourage_fear_immuneToPsych_strider
immune_to_psychology	wh_encourage_hideForest_immuneToPsych
immune_to_psychology	wh_encourage_hideForest_immuneToPsych_strider
immune_to_psychology	wh_encourage_immuneToPsych
immune_to_psychology	wh_fatigue_immuneToPsych_guerrilla
immune_to_psychology	wh_fatigue_immune_guerrilla_immuneToPsych
immune_to_psychology	wh_fatigue_immune_hideForest_immuneToPsych
immune_to_psychology	wh_fear_guerrilla_hideForest_undead_immPsy
immune_to_psychology	wh_fear_hideForest_immPsy_chargeReflectorVsL
immune_to_psychology	wh_fear_hideForest_immPsy_guerrilla
immune_to_psychology	wh_guerrilla_hideForest_footFireMove_immPsy
immune_to_psychology	wh_guerrilla_hideForest_immPsy
immune_to_psychology	wh_guerrilla_hideForest_immPsy_stalk
immune_to_psychology	wh_guerrilla_hideForest_immPsy_stalk_chargeReflectorVsL
immune_to_psychology	wh_guerrilla_hideForest_mountedFireMove_immPsy
immune_to_psychology	wh_guerrilla_stalk_immPsy
immune_to_psychology	wh_hideForest_immPsy
immune_to_psychology	wh_hideForest_immPsy_chargeReflectorVsL
immune_to_psychology	wh_hideForest_immuneToPsych
mighty_knockback	elephant_indian
mighty_knockback	elephants
mounted_fire_move	camel_missile
mounted_fire_move	light_cavalry
mounted_fire_move	missile_cavalry
mounted_fire_move	missile_cavalry_cold
mounted_fire_move	missile_cavalry_parthian
mounted_fire_move	missile_cavalry_parthian_cold
mounted_fire_move	missile_cavalry_parthian_warm
mounted_fire_move	missile_cavalry_warm
mounted_fire_move	wh_encourage_fear_mountedFireMove
mounted_fire_move	wh_encourage_fear_terror_mountedFireMove
mounted_fire_move	wh_encourage_fear_terror_mountedFireMove_strider
mounted_fire_move	wh_encourage_hideForest_mountedFireMove
mounted_fire_move	wh_encourage_hideForest_mountedFireMove_unbreakable
mounted_fire_move	wh_encourage_strider_fear_terror_mountedFireMove
mounted_fire_move	wh_guerrilla_hideForest_footFireMove
mounted_fire_move	wh_guerrilla_hideForest_footFireMove_immPsy
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_immPsy
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_strider
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
mounted_fire_move	wh_guerrilla_hideForest_mountedFireMove_unbreakable
mounted_fire_move	wh_guerrilla_mountedFireMove
mounted_fire_move	wh_guerrilla_mountedFireMove_strider
mounted_fire_move	wh_guerrilla_stalk_mountedFireMove
mounted_fire_move	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
mounted_fire_move	wh_guerrilla_stalk_snipe_mountedFireMove
mounted_fire_move	wh_hideForest_mountedFireMove
mounted_fire_move	wh_hideForest_mountedFireMove_strider
mounted_fire_move	wh_mountedFireMove
mounted_fire_move	wh_mountedFireMove_strider
mounted_fire_parthian	missile_cavalry_parthian
mounted_fire_parthian	missile_cavalry_parthian_cold
mounted_fire_parthian	missile_cavalry_parthian_warm
resist_cold	artillery_cold
resist_cold	berserker_infantry_cold
resist_cold	melee_cavalry_cold
resist_cold	melee_cavalry_elite_charge_reflector_cold
resist_cold	melee_infantry_cold
resist_cold	melee_infantry_elite_charge_reflector_cold
resist_cold	melee_infantry_elite_cold
resist_cold	melee_infantry_stealth_cold
resist_cold	missile_cavalry_cold
resist_cold	missile_cavalry_parthian_cold
resist_cold	missile_infantry_cold
resist_heat	camel
resist_heat	camel_missile
resist_heat	elephant_indian
resist_heat	elephants
resist_heat	formed_infantry_elite_charge_reflector_warm
resist_heat	formed_infantry_elite_warm
resist_heat	formed_infantry_warm
resist_heat	heavy_cavalry_elite_warm
resist_heat	heavy_cavalry_warm
resist_heat	heavy_infantry_elite_charge_reflector_warm
resist_heat	heavy_infantry_warm
resist_heat	melee_cavalry_charge_reflector_warm
resist_heat	melee_cavalry_warm
resist_heat	melee_infantry_elite_warm
resist_heat	melee_infantry_warm
resist_heat	missile_cavalry_parthian_warm
resist_heat	missile_cavalry_warm
resist_heat	missile_infantry_warm
resist_heat	wh_cantRun_encourage_heatResist
resist_heat	wh_cantRun_heatResist
run_amok	elephant_indian
run_amok	elephants
run_amok	wh_amok_cantRun_fear_immuneToPsych
run_amok	wh_amok_fear_immuneToPsych
scare_horse	camel
scare_horse	camel_missile
scare_horse	guard_dogs
scare_immune	elephant_indian
scare_immune	elephants
snipe	missile_infantry_stealth
snipe	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
snipe	wh_guerrilla_stalk_snipe_mountedFireMove
stalk	melee_infantry_stealth
stalk	melee_infantry_stealth_cold
stalk	missile_infantry_stealth
stalk	wh_fear_guerilla_hideForest_undead_stalk
stalk	wh_fear_hideForest_undead_stalk
stalk	wh_guerrilla_hideForest_immPsy_stalk
stalk	wh_guerrilla_hideForest_immPsy_stalk_chargeReflectorVsL
stalk	wh_guerrilla_hideForest_mountedFireMove_strider_stalk
stalk	wh_guerrilla_hideForest_stalk
stalk	wh_guerrilla_stalk
stalk	wh_guerrilla_stalk_fear_terror
stalk	wh_guerrilla_stalk_immPsy
stalk	wh_guerrilla_stalk_mountedFireMove
stalk	wh_guerrilla_stalk_snipe_encourage_mountedFireMove
stalk	wh_guerrilla_stalk_snipe_mountedFireMove
stalk	wh_guerrilla_stalk_unbreakable
stalk	wh_hideForest_stalk
stalk	wh_stalk
unbreakable	artillery
unbreakable	wh_cantRun_unbreakable
unbreakable	wh_chargeReflectorVsL_encourage_hideForest_unbreakable
unbreakable	wh_chargeReflector_encourage_hideForest_unbreakable
unbreakable	wh_chargeReflector_hideForest_unbreakable
unbreakable	wh_encourage_fear_hideForest_terror_guerrilla_deploy_unbreakable
unbreakable	wh_encourage_fear_hideForest_unbreakable_terror
unbreakable	wh_encourage_fear_hideForest_unbreakable_terror_undead
unbreakable	wh_encourage_fear_terror_unbreakable
unbreakable	wh_encourage_hideForest_mountedFireMove_unbreakable
unbreakable	wh_encourage_hideForest_unbreakable
unbreakable	wh_encourage_unbreakable
unbreakable	wh_fear_hideForest_undead_unbreakable
unbreakable	wh_fear_terror_hideForest_unbreakable_encourage
unbreakable	wh_fear_terror_unbreakable
unbreakable	wh_fear_terror_undead_unbreakable
unbreakable	wh_fear_unbreakable
unbreakable	wh_guerrilla_hideForest_mountedFireMove_unbreakable
unbreakable	wh_guerrilla_stalk_unbreakable
unbreakable	wh_hideForest_unbreakable
unbreakable	wh_hideForest_unbreakable_chargeReflectorVsL
unbreakable	wh_hideForest_unbreakable_fear
undead	wh_berserk_fear_terror_undead
undead	wh_chargeReflectorVsL_fear_hideForest_undead
undead	wh_encourage_fear_hideForest_terror_undead
undead	wh_encourage_fear_hideForest_unbreakable_terror_undead
undead	wh_encourage_fear_hideForest_undead
undead	wh_encourage_fear_terror_undead
undead	wh_encourage_fear_undead
undead	wh_fear_guerilla_hideForest_undead_stalk
undead	wh_fear_guerrilla_hideForest_terror_undead
undead	wh_fear_guerrilla_hideForest_terror_undead_encourge
undead	wh_fear_guerrilla_hideForest_undead
undead	wh_fear_guerrilla_hideForest_undead_immPsy
undead	wh_fear_guerrilla_terror_undead
undead	wh_fear_guerrilla_undead
undead	wh_fear_guerrilla_undead_terror
undead	wh_fear_hideForest_terror_undead
undead	wh_fear_hideForest_undead
undead	wh_fear_hideForest_undead_chargeDeflector
undead	wh_fear_hideForest_undead_stalk
undead	wh_fear_hideForest_undead_unbreakable
undead	wh_fear_terror_undead
undead	wh_fear_terror_undead_unbreakable
undead	wh_fear_undead
rampage	wh_berserk_fear_hideForest_immuneToPsych
rampage	wh_berserk_fear_terror_unbreakable
causes_fear	wh_berserk_fear_hideForest_immuneToPsych
causes_fear	wh_chargeReflectorVsL_fear_hideForest
causes_fear	wh_chargeReflector_fear_hideForest
causes_fear	wh_chargeReflector_fear_hideForest_terror
causes_fear	wh_encourage_fear_hideForest_terror_immuneToPsych
causes_fear	wh_encourage_fear_hideForest_undead_strider
causes_fear	wh_encourage_fear_terror_undead_fatigue_res
causes_fear	wh_fear_guerrilla_hideForest_undead_fatigue_res
