subtitle_timings_tables
1
end	language	script_id	start	subtitle_field	text_section	foreign_key	text_id	unknown8
4840	br	20	4750	1686093551	12	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
4240	br	55	3865	1686093551	12	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
3000	br	49	2800	1686093551	12	skv_intro	vo_fmv_texts_text_skv_intro	False
3820	br	50	3690	1686093551	12	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	False
4795	br	30	4500	1686093551	13	def_horned_rat	vo_fmv_texts_text_def_horned_rat	False
3050	br	25	2760	1686093551	13	def_intro	vo_fmv_texts_text_def_intro	False
4150	br	38	3965	1686093551	13	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
3660	br	33	3460	1686093551	13	hef_intro	vo_fmv_texts_text_hef_intro	False
4960	br	46	4695	1686093551	13	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	False
4050	br	41	3925	1686093551	13	lzd_intro	vo_fmv_texts_text_lzd_intro	False
4995	br	20	4841	1686093551	13	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
4520	br	55	4325	1686093551	13	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
3200	br	49	3060	1686093551	13	skv_intro	vo_fmv_texts_text_skv_intro	False
4045	br	50	3845	1686093551	13	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	False
5310	br	30	5035	1686093551	14	def_horned_rat	vo_fmv_texts_text_def_horned_rat	False
3230	br	25	3130	1686093551	14	def_intro	vo_fmv_texts_text_def_intro	False
4515	br	38	4215	1686093551	14	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
3730	br	33	3670	1686093551	14	hef_intro	vo_fmv_texts_text_hef_intro	False
4345	br	41	4190	1686093551	14	lzd_intro	vo_fmv_texts_text_lzd_intro	False
5178	br	20	5010	1686093551	14	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
4620	br	55	4560	1686093551	14	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
3390	br	49	3300	1686093551	14	skv_intro	vo_fmv_texts_text_skv_intro	False
5545	br	30	5415	1686093551	15	def_horned_rat	vo_fmv_texts_text_def_horned_rat	False
3470	br	25	3245	1686093551	15	def_intro	vo_fmv_texts_text_def_intro	False
4780	br	38	4705	1686093551	15	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
3915	br	33	3750	1686093551	15	hef_intro	vo_fmv_texts_text_hef_intro	False
4550	br	41	4410	1686093551	15	lzd_intro	vo_fmv_texts_text_lzd_intro	False
5518	br	20	5400	1686093551	15	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
4740	br	55	4630	1686093551	15	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
3590	br	49	3400	1686093551	15	skv_intro	vo_fmv_texts_text_skv_intro	False
3625	br	25	3510	1686093551	16	def_intro	vo_fmv_texts_text_def_intro	False
4945	br	38	4800	1686093551	16	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
4065	br	33	3925	1686093551	16	hef_intro	vo_fmv_texts_text_hef_intro	False
4700	br	41	4600	1686093551	16	lzd_intro	vo_fmv_texts_text_lzd_intro	False
5640	br	20	5530	1686093551	16	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
4890	br	55	4755	1686093551	16	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
3750	br	49	3620	1686093551	16	skv_intro	vo_fmv_texts_text_skv_intro	False
4220	br	25	4165	1686093551	17	def_intro	vo_fmv_texts_text_def_intro	False
5435	br	38	5310	1686093551	17	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
4275	br	33	4075	1686093551	17	hef_intro	vo_fmv_texts_text_hef_intro	False
5195	br	41	4785	1686093551	17	lzd_intro	vo_fmv_texts_text_lzd_intro	False
5295	br	55	5090	1686093551	17	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
3920	br	49	3765	1686093551	17	skv_intro	vo_fmv_texts_text_skv_intro	False
4280	br	25	4240	1686093551	18	def_intro	vo_fmv_texts_text_def_intro	False
5830	br	38	5695	1686093551	18	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
4380	br	33	4315	1686093551	18	hef_intro	vo_fmv_texts_text_hef_intro	False
5700	br	41	5350	1686093551	18	lzd_intro	vo_fmv_texts_text_lzd_intro	True
5390	br	55	5330	1686093551	18	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
4325	br	49	4020	1686093551	18	skv_intro	vo_fmv_texts_text_skv_intro	False
4350	br	25	4315	1686093551	19	def_intro	vo_fmv_texts_text_def_intro	False
4405	br	33	4385	1686093551	19	hef_intro	vo_fmv_texts_text_hef_intro	False
6285	br	41	5805	1686093551	19	lzd_intro	vo_fmv_texts_text_lzd_intro	True
5520	br	55	5405	1686093551	19	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
4410	br	49	4335	1686093551	19	skv_intro	vo_fmv_texts_text_skv_intro	False
379	br	19	279	1686093551	1	chs_invasion	vo_fmv_texts_text_chs_invasion	False
233	br	18	177	1686093551	1	chs_rises	vo_fmv_texts_text_chs_rises	False
570	br	30	405	1686093551	1	def_horned_rat	vo_fmv_texts_text_def_horned_rat	False
475	br	25	245	1686093551	1	def_intro	vo_fmv_texts_text_def_intro	False
625	br	26	440	1686093551	1	def_ritual_1	vo_fmv_texts_text_def_ritual_1	False
630	br	27	500	1686093551	1	def_ritual_2	vo_fmv_texts_text_def_ritual_2	False
570	br	28	360	1686093551	1	def_ritual_3	vo_fmv_texts_text_def_ritual_3	False
390	br	29	300	1686093551	1	def_ritual_4	vo_fmv_texts_text_def_ritual_4	False
900	br	31	640	1686093551	1	def_ritual_5	vo_fmv_texts_text_def_ritual_5	False
555	br	32	415	1686093551	1	def_win	vo_fmv_texts_text_def_win	False
550	br	38	290	1686093551	1	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
450	br	33	270	1686093551	1	hef_intro	vo_fmv_texts_text_hef_intro	False
350	br	34	250	1686093551	1	hef_ritual_1	vo_fmv_texts_text_hef_ritual_1	False
635	br	35	465	1686093551	1	hef_ritual_2	vo_fmv_texts_text_hef_ritual_2	False
360	br	36	275	1686093551	1	hef_ritual_3	vo_fmv_texts_text_hef_ritual_3	False
465	br	37	250	1686093551	1	hef_ritual_4	vo_fmv_texts_text_hef_ritual_4	False
565	br	39	480	1686093551	1	hef_ritual_5	vo_fmv_texts_text_hef_ritual_5	False
340	br	40	245	1686093551	1	hef_win	vo_fmv_texts_text_hef_win	False
920	br	12	810	1686093551	1	intro	vo_fmv_texts_text_intro	False
890	br	46	620	1686093551	1	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	False
775	br	41	660	1686093551	1	lzd_intro	vo_fmv_texts_text_lzd_intro	False
730	br	42	600	1686093551	1	lzd_ritual_1	vo_fmv_texts_text_lzd_ritual_1	False
495	br	43	360	1686093551	1	lzd_ritual_2	vo_fmv_texts_text_lzd_ritual_2	False
640	br	44	500	1686093551	1	lzd_ritual_3	vo_fmv_texts_text_lzd_ritual_3	False
410	br	45	265	1686093551	1	lzd_ritual_4	vo_fmv_texts_text_lzd_ritual_4	False
890	br	47	780	1686093551	1	lzd_ritual_5	vo_fmv_texts_text_lzd_ritual_5	False
480	br	48	330	1686093551	1	lzd_win	vo_fmv_texts_text_lzd_win	False
364	br	24	262	1686093551	1	race_intro_brt	vo_fmv_texts_text_race_intro_brt	False
450	br	20	340	1686093551	1	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
590	br	21	315	1686093551	1	race_intro_bst_mini	vo_fmv_texts_text_race_intro_bst_mini	False
456	br	13	282	1686093551	1	race_intro_chs	vo_fmv_texts_text_race_intro_chs	False
732	br	14	679	1686093551	1	race_intro_dwf	vo_fmv_texts_text_race_intro_dwf	False
678	br	15	571	1686093551	1	race_intro_emp	vo_fmv_texts_text_race_intro_emp	False
542	br	16	466	1686093551	1	race_intro_grn	vo_fmv_texts_text_race_intro_grn	False
695	br	17	620	1686093551	1	race_intro_vmp	vo_fmv_texts_text_race_intro_vmp	False
392	br	22	280	1686093551	1	race_intro_wef	vo_fmv_texts_text_race_intro_wef	False
918	br	23	759	1686093551	1	race_intro_wef_mini	vo_fmv_texts_text_race_intro_wef_mini	False
420	br	54	320	1686093551	1	skv_comet	vo_fmv_texts_text_skv_comet	False
550	br	55	260	1686093551	1	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
285	br	49	255	1686093551	1	skv_intro	vo_fmv_texts_text_skv_intro	False
905	br	50	690	1686093551	1	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	False
430	br	51	335	1686093551	1	skv_ritual_2	vo_fmv_texts_text_skv_ritual_2	False
560	br	52	410	1686093551	1	skv_ritual_3	vo_fmv_texts_text_skv_ritual_3	False
585	br	53	375	1686093551	1	skv_ritual_4	vo_fmv_texts_text_skv_ritual_4	False
740	br	56	390	1686093551	1	skv_ritual_5	vo_fmv_texts_text_skv_ritual_5	False
1140	br	57	870	1686093551	1	skv_win	vo_fmv_texts_text_skv_win	False
4405	br	25	4370	1686093551	20	def_intro	vo_fmv_texts_text_def_intro	False
4490	br	33	4415	1686093551	20	hef_intro	vo_fmv_texts_text_hef_intro	False
5700	br	55	5555	1686093551	20	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
4570	br	49	4430	1686093551	20	skv_intro	vo_fmv_texts_text_skv_intro	False
4565	br	25	4475	1686093551	21	def_intro	vo_fmv_texts_text_def_intro	False
4580	br	33	4495	1686093551	21	hef_intro	vo_fmv_texts_text_hef_intro	False
5920	br	55	5730	1686093551	21	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
4820	br	49	4615	1686093551	21	skv_intro	vo_fmv_texts_text_skv_intro	False
4920	br	25	4665	1686093551	22	def_intro	vo_fmv_texts_text_def_intro	False
4625	br	33	4585	1686093551	22	hef_intro	vo_fmv_texts_text_hef_intro	False
6075	br	55	5960	1686093551	22	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
5075	br	49	4830	1686093551	22	skv_intro	vo_fmv_texts_text_skv_intro	False
5085	br	25	5005	1686093551	23	def_intro	vo_fmv_texts_text_def_intro	False
4790	br	33	4640	1686093551	23	hef_intro	vo_fmv_texts_text_hef_intro	False
6145	br	55	6095	1686093551	23	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
5320	br	49	5195	1686093551	23	skv_intro	vo_fmv_texts_text_skv_intro	False
5170	br	25	5105	1686093551	24	def_intro	vo_fmv_texts_text_def_intro	False
5040	br	33	4850	1686093551	24	hef_intro	vo_fmv_texts_text_hef_intro	False
6265	br	55	6155	1686093551	24	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
5425	br	49	5330	1686093551	24	skv_intro	vo_fmv_texts_text_skv_intro	False
5285	br	25	5180	1686093551	25	def_intro	vo_fmv_texts_text_def_intro	False
6715	br	55	6495	1686093551	25	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
5525	br	49	5435	1686093551	25	skv_intro	vo_fmv_texts_text_skv_intro	False
5415	br	25	5295	1686093551	26	def_intro	vo_fmv_texts_text_def_intro	False
7080	br	55	6820	1686093551	26	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
5630	br	49	5535	1686093551	26	skv_intro	vo_fmv_texts_text_skv_intro	False
5545	br	25	5420	1686093551	27	def_intro	vo_fmv_texts_text_def_intro	False
5820	br	25	5710	1686093551	28	def_intro	vo_fmv_texts_text_def_intro	False
6045	br	25	5855	1686093551	29	def_intro	vo_fmv_texts_text_def_intro	False
608	br	19	533	1686093551	2	chs_invasion	vo_fmv_texts_text_chs_invasion	False
479	br	18	324	1686093551	2	chs_rises	vo_fmv_texts_text_chs_rises	False
780	br	30	640	1686093551	2	def_horned_rat	vo_fmv_texts_text_def_horned_rat	False
806	br	25	538	1686093551	2	def_intro	vo_fmv_texts_text_def_intro	False
900	br	26	760	1686093551	2	def_ritual_1	vo_fmv_texts_text_def_ritual_1	False
1180	br	27	1120	1686093551	2	def_ritual_2	vo_fmv_texts_text_def_ritual_2	False
1235	br	28	1110	1686093551	2	def_ritual_3	vo_fmv_texts_text_def_ritual_3	False
525	br	29	420	1686093551	2	def_ritual_4	vo_fmv_texts_text_def_ritual_4	False
1100	br	31	1000	1686093551	2	def_ritual_5	vo_fmv_texts_text_def_ritual_5	False
655	br	32	575	1686093551	2	def_win	vo_fmv_texts_text_def_win	False
730	br	38	640	1686093551	2	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
845	br	33	590	1686093551	2	hef_intro	vo_fmv_texts_text_hef_intro	False
810	br	34	575	1686093551	2	hef_ritual_1	vo_fmv_texts_text_hef_ritual_1	False
1000	br	35	795	1686093551	2	hef_ritual_2	vo_fmv_texts_text_hef_ritual_2	False
500	br	36	420	1686093551	2	hef_ritual_3	vo_fmv_texts_text_hef_ritual_3	False
580	br	37	515	1686093551	2	hef_ritual_4	vo_fmv_texts_text_hef_ritual_4	False
785	br	39	575	1686093551	2	hef_ritual_5	vo_fmv_texts_text_hef_ritual_5	False
460	br	40	360	1686093551	2	hef_win	vo_fmv_texts_text_hef_win	False
1158	br	12	956	1686093551	2	intro	vo_fmv_texts_text_intro	False
1530	br	46	1110	1686093551	2	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	False
1065	br	41	915	1686093551	2	lzd_intro	vo_fmv_texts_text_lzd_intro	False
940	br	42	770	1686093551	2	lzd_ritual_1	vo_fmv_texts_text_lzd_ritual_1	False
610	br	43	520	1686093551	2	lzd_ritual_2	vo_fmv_texts_text_lzd_ritual_2	False
1190	br	44	845	1686093551	2	lzd_ritual_3	vo_fmv_texts_text_lzd_ritual_3	False
710	br	45	455	1686093551	2	lzd_ritual_4	vo_fmv_texts_text_lzd_ritual_4	False
1150	br	47	1080	1686093551	2	lzd_ritual_5	vo_fmv_texts_text_lzd_ritual_5	False
880	br	48	560	1686093551	2	lzd_win	vo_fmv_texts_text_lzd_win	False
724	br	24	426	1686093551	2	race_intro_brt	vo_fmv_texts_text_race_intro_brt	False
655	br	20	570	1686093551	2	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
740	br	21	654	1686093551	2	race_intro_bst_mini	vo_fmv_texts_text_race_intro_bst_mini	False
745	br	13	653	1686093551	2	race_intro_chs	vo_fmv_texts_text_race_intro_chs	False
936	br	14	774	1686093551	2	race_intro_dwf	vo_fmv_texts_text_race_intro_dwf	False
1708	br	15	1453	1686093551	2	race_intro_emp	vo_fmv_texts_text_race_intro_emp	False
1138	br	16	1050	1686093551	2	race_intro_grn	vo_fmv_texts_text_race_intro_grn	False
1001	br	17	887	1686093551	2	race_intro_vmp	vo_fmv_texts_text_race_intro_vmp	False
700	br	22	582	1686093551	2	race_intro_wef	vo_fmv_texts_text_race_intro_wef	False
1061	br	23	960	1686093551	2	race_intro_wef_mini	vo_fmv_texts_text_race_intro_wef_mini	False
600	br	54	460	1686093551	2	skv_comet	vo_fmv_texts_text_skv_comet	False
725	br	55	575	1686093551	2	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
335	br	49	305	1686093551	2	skv_intro	vo_fmv_texts_text_skv_intro	False
1035	br	50	935	1686093551	2	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	False
570	br	51	470	1686093551	2	skv_ritual_2	vo_fmv_texts_text_skv_ritual_2	False
1000	br	52	735	1686093551	2	skv_ritual_3	vo_fmv_texts_text_skv_ritual_3	False
935	br	53	775	1686093551	2	skv_ritual_4	vo_fmv_texts_text_skv_ritual_4	False
1375	br	56	985	1686093551	2	skv_ritual_5	vo_fmv_texts_text_skv_ritual_5	False
1430	br	57	1205	1686093551	2	skv_win	vo_fmv_texts_text_skv_win	False
6180	br	25	6060	1686093551	30	def_intro	vo_fmv_texts_text_def_intro	False
6345	br	25	6200	1686093551	31	def_intro	vo_fmv_texts_text_def_intro	False
6485	br	25	6355	1686093551	32	def_intro	vo_fmv_texts_text_def_intro	False
6625	br	25	6500	1686093551	33	def_intro	vo_fmv_texts_text_def_intro	False
726	br	19	622	1686093551	3	chs_invasion	vo_fmv_texts_text_chs_invasion	False
670	br	18	554	1686093551	3	chs_rises	vo_fmv_texts_text_chs_rises	False
1270	br	30	1110	1686093551	3	def_horned_rat	vo_fmv_texts_text_def_horned_rat	False
1035	br	25	860	1686093551	3	def_intro	vo_fmv_texts_text_def_intro	False
1025	br	26	930	1686093551	3	def_ritual_1	vo_fmv_texts_text_def_ritual_1	False
1375	br	27	1225	1686093551	3	def_ritual_2	vo_fmv_texts_text_def_ritual_2	False
1470	br	28	1275	1686093551	3	def_ritual_3	vo_fmv_texts_text_def_ritual_3	False
590	br	29	560	1686093551	3	def_ritual_4	vo_fmv_texts_text_def_ritual_4	False
1400	br	31	1190	1686093551	3	def_ritual_5	vo_fmv_texts_text_def_ritual_5	False
975	br	32	715	1686093551	3	def_win	vo_fmv_texts_text_def_win	False
850	br	38	750	1686093551	3	hef_horned_rat	vo_fmv_texts_text_hef_horned_rat	False
1075	br	33	910	1686093551	3	hef_intro	vo_fmv_texts_text_hef_intro	False
1065	br	34	875	1686093551	3	hef_ritual_1	vo_fmv_texts_text_hef_ritual_1	False
630	br	36	545	1686093551	3	hef_ritual_3	vo_fmv_texts_text_hef_ritual_3	False
720	br	37	600	1686093551	3	hef_ritual_4	vo_fmv_texts_text_hef_ritual_4	False
1040	br	39	955	1686093551	3	hef_ritual_5	vo_fmv_texts_text_hef_ritual_5	False
680	br	40	650	1686093551	3	hef_win	vo_fmv_texts_text_hef_win	False
1400	br	12	1202	1686093551	3	intro	vo_fmv_texts_text_intro	False
1895	br	46	1620	1686093551	3	lzd_horned_rat	vo_fmv_texts_text_lzd_horned_rat	False
1410	br	41	1280	1686093551	3	lzd_intro	vo_fmv_texts_text_lzd_intro	False
1290	br	42	1115	1686093551	3	lzd_ritual_1	vo_fmv_texts_text_lzd_ritual_1	False
1060	br	43	820	1686093551	3	lzd_ritual_2	vo_fmv_texts_text_lzd_ritual_2	False
955	br	45	895	1686093551	3	lzd_ritual_4	vo_fmv_texts_text_lzd_ritual_4	False
1400	br	47	1250	1686093551	3	lzd_ritual_5	vo_fmv_texts_text_lzd_ritual_5	False
1010	br	48	935	1686093551	3	lzd_win	vo_fmv_texts_text_lzd_win	False
1312	br	24	1084	1686093551	3	race_intro_brt	vo_fmv_texts_text_race_intro_brt	False
820	br	20	660	1686093551	3	race_intro_bst	vo_fmv_texts_text_race_intro_bst	False
888	br	21	775	1686093551	3	race_intro_bst_mini	vo_fmv_texts_text_race_intro_bst_mini	False
1133	br	13	1003	1686093551	3	race_intro_chs	vo_fmv_texts_text_race_intro_chs	False
2248	br	14	1930	1686093551	3	race_intro_dwf	vo_fmv_texts_text_race_intro_dwf	False
2842	br	15	2447	1686093551	3	race_intro_emp	vo_fmv_texts_text_race_intro_emp	False
1272	br	16	1165	1686093551	3	race_intro_grn	vo_fmv_texts_text_race_intro_grn	False
1134	br	17	1062	1686093551	3	race_intro_vmp	vo_fmv_texts_text_race_intro_vmp	False
940	br	22	752	1686093551	3	race_intro_wef	vo_fmv_texts_text_race_intro_wef	False
1350	br	23	1296	1686093551	3	race_intro_wef_mini	vo_fmv_texts_text_race_intro_wef_mini	False
1000	br	55	735	1686093551	3	skv_horned_rat	vo_fmv_texts_text_skv_horned_rat	False
665	br	49	555	1686093551	3	skv_intro	vo_fmv_texts_text_skv_intro	False
1355	br	50	1155	1686093551	3	skv_ritual_1	vo_fmv_texts_text_skv_ritual_1	False
900	br	51	665	1686093551	3	skv_ritual_2	vo_fmv_texts_text_skv_ritual_2	False
1325	br	52	1125	1686093551	3	skv_ritual_3	vo_fmv_texts_text_skv_ritual_3	False
1075	br	53	960	1686093551	3	skv_ritual_4	vo_fmv_texts_text_skv_ritual_4	False
1630	br	56	1450	1686093551	3	skv_ritual_5	vo_fmv_texts_text_skv_ritual_5	False
1655	br	57	1525	1686093551	3	skv_win	vo_fmv_texts_text_skv_win	False
988	br	19	854	1686093551	4	chs_invasion	vo_fmv_texts_text_chs_invasion	False
850	br	18	706	1686093551	4	chs_rises	vo_fmv_texts_text_chs_rises	False
1955	br	30	1530	1686093551	4	def_horned_rat	vo_fmv_texts_text_def_horned_rat	False
1235	br	25	1065	1686093551	4	def_intro	vo_fmv_texts_text_def_intro	False
