projectiles_tables
44
key	category	shot_type	explosion_type	spin_type	projectile_number	trajectory_sight	effective_range	minimum_range	max_elevation	muzzle_velocity	marksmanship_bonus	spread	damage	ap_damage	can_bounce	high_air_resistence	collision_radius	base_reload_time	calibration_distance	calibration_area	bonus_vs_infantry	bonus_vs_cavalry	bonus_vs_large	projectile_display	overhead_stat_effect	projectile_audio	shockwave_radius	can_damage_buildings	contact_stat_effect	is_grapple	gravity	burst_size	burst_shot_delay	mass	homing_param	first_person_params	ignition_amount	is_magical	can_target_airborne	fixed_elevation	projectile_penetration	expiry_range	is_beam_launch_burst	expire_on_impact	can_roll	trail_always_on	shots_per_volley	fired_by_mount	lock_on_multiple_fire_pos	prefer_central_target	can_damage_vehicles
wh2_main_army_abilities_soul_torrent	arrow	small_arm_flaming	wh2_main_army_abilities_soul_torrent	shell_spin	1	low	40	0	88	30	0	5	52	26	False	False	0.5	1	250	10	0	0	0	wh2_main_army_abilities_soul_torrent		wh2_main_ability_soul_torrent	1	False		False	10	1	0	25			1	True	True	45	very_low_magic	-1	False	False	False	True	1	False	False	True	False
wh2_main_army_abilities_vauls_hammer	artillery	artillery_explosive	wh2_main_army_abilities_vauls_hammer	none	1	low	10	10	5	-1	5	0	70	70	False	True	0.3	27	2	6	0	0	0	wh2_main_army_abilities_vauls_hammer		wh_copter_bomb	1.2	True		False	-1	1	0	10			0	False	False	45		-1	False	False	False	False	1	False	False	False	True
wh2_main_army_abilities_vortic_blast_shrapnel	artillery	artillery_default	wh2_main_army_abilities_vortic_blast_shrapnel	shell_spin	1	low	50	20	88	23	100	40	1	1	False	False	0.5	23	100	100	0	0	0	wh2_main_army_abilities_vortic_blast_shrapnel		wh2_main_ability_vortic_blast_shrapnel	0.5	True		False	-1	1	0	20			1	False	False	50	high	-1	False	False	False	True	1	False	False	True	True
wh2_main_army_abilities_vortic_enrichment	artillery	artillery_explosive	wh2_main_army_abilities_vortic_enrichment	none	1	low	50	10	5	-1	5	1	0	0	False	False	0.5	27	1	1	0	0	0	wh2_main_no_visual			0.5	False		False	-1	1	0	10			0	False	False	45	very_low_magic	-1	False	False	False	False	1	False	False	False	False
wh2_main_army_abilities_vortic_enrichment_shrapnel	artillery	artillery_default	wh2_main_army_abilities_vortic_enrichment_shrapnel	shell_spin	1	low	50	20	60	23	100	40	0	0	False	False	0.5	23	100	100	0	0	0	wh2_main_army_abilities_vortic_enrichment_shrapnel		wh2_main_ability_vortic_enrichment_shrapnel	0.5	False		False	-1	1	0	20			0	False	False	50	high	-1	False	False	False	True	1	False	False	False	False
wh2_main_army_abilities_warpbomb	artillery	artillery_explosive	wh2_main_army_abilities_warpbomb	none	1	low	10	10	5	-1	5	0	0	0	False	True	1	27	2	6	0	0	0			wh_copter_bomb	1	True		False	-1	1	0	10			0	False	False	45		-1	False	False	False	False	1	False	False	True	False
wh2_main_bound_doombolt	artillery	artillery_explosive	wh2_main_spell_dark_magic_doombolt	shell_spin	1	low	300	25	50	85	30	0	0	800	False	False	1	1	75	0.1	0	0	0	wh2_main_spell_dark_magic_doombolt		wh_magic_dark_magic_doombolt	1	True		False	0.85	1	0	250	wh2_main_army_abilities_bolt_of_spite		1	True	True	45	very_low_magic	-1	False	False	False	True	1	False	False	True	True
wh2_main_bound_shems_burning_gaze	musket	small_arm_flaming	wh2_main_bound_shems_burning_gaze	shell_spin	15	low	250	10	88	60	30	5	100	100	False	False	0.25	1	100	0.1	0	0	35	wh_main_spell_light_shems_burning_gaze		wh_magic_burning_gaze	0.25	False		False	0.9	1	1	1	wh_main_magic_missile		1	True	True	25	medium_magic	-1	False	False	False	True	1	False	False	False	False
wh2_main_bound_urannons_thunderbolt	artillery	artillery_explosive	wh2_main_bound_urannons_thunderbolt	shell_spin	1	low	200	25	50	120	30	0	0	672	False	False	2	1	75	0.1	0	0	0	wh_main_spell_heavens_urannons_thunderbolt		wh_magic_urannons_thunderbolt	2	True		False	0.85	1	0	100			0	True	True	45	high_magic	-1	False	False	False	True	1	False	False	True	True
wh2_main_character_abilities_volley_of_dark_arrows	arrow	small_arm_default	wh2_main_character_abilities_volley_of_dark_arrows	none	3	fixed	200	5	65	100	10	15	0	175	False	False	1	20	150	0.1	0	0	0	wh2_main_character_abilities_volley_of_dark_arrows		wh2_main_ability_volley_of_dark_arrows	0.5	False		False	20	1	0	300	wh_dlc05_spell_arrow_of_kurnous		0	False	True	25	very_high_magic	500	False	False	False	False	1	False	False	False	False
wh2_main_character_abilities_volley_of_high_arrows	arrow	small_arm_default	wh2_main_character_abilities_volley_of_high_arrows	none	3	fixed	200	5	65	100	10	15	0	175	False	False	1	20	150	0.1	0	0	0	wh2_main_character_abilities_volley_of_high_arrows		wh2_main_ability_volley_of_high_arrows	0.5	False		False	20	1	0	300	wh_dlc05_spell_arrow_of_kurnous		0	False	True	25	very_high_magic	500	False	False	False	False	1	False	False	False	False
wh2_main_chs_chaos_dragon_breath	artillery	artillery_explosive	wh2_main_chs_chaos_dragon_explosion	none	1	low	90	0	88	50	100	0	90	90	False	False	1	6	80	10	0	0	0	wh2_chs_chaos_dragon_breath		wh2_dragon_breath_dark	1.8	True		False	3	1	0	45			1	False	True	45	high_magic	140	False	True	False	True	8	True	True	True	True
wh2_main_def_black_dragon_breath	artillery	artillery_explosive	wh2_main_def_black_dragon_explosion	none	1	low	90	0	88	42	100	0	100	50	False	False	1	6	80	33	0	0	0	wh2_def_black_dragon_breath		wh2_dragon_breath_poison	1.8	True		False	3	1	0	45			0	False	True	45	high_magic	140	False	True	False	True	8	True	True	True	True
wh2_main_def_crossbow_bolt	arrow	small_arm_default		none	2	dual_low_fixed	140	0	88	45	10	1.65	5	7	False	False	0.1	7	85	3.5	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	False		False	-1	1	0	5			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_def_crossbow_bolt_chariot	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	45	30	1.7	10	30	False	False	0.1	7	85	2.6	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	True		False	-1	1	0	5			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_def_crossbow_bolt_dreadlord	arrow	small_arm_default		none	2	dual_low_fixed	125	0	88	52	70	1.65	100	200	False	False	0.1	8	85	0.5	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	0.1	False		False	-1	1	0	5			0	False	True	45	medium	300	False	False	False	False	1	False	False	False	False
wh2_main_def_crossbow_bolt_horse	arrow	small_arm_default		none	2	dual_low_fixed	115	0	88	45	10	1.75	8	12	False	False	0.1	8	85	4	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	False		False	-1	1	0	5			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_def_crossbow_bolt_shades	arrow	small_arm_default		none	2	dual_low_fixed	120	0	88	48	20	1.65	3	12	False	False	0.1	8	95	3.4	0	0	0	wh2_main_def_crossbow_bolt		wh_crossbow_bolt_normal	-1	False		False	-1	1	0	5			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_def_handbow_bolt	arrow	small_arm_default		none	2	low	70	0	88	40	10	2.8	9	3	False	False	0.1	8	40	3.8	0	0	0	wh2_main_def_handbow_bolt		wh_crossbow_bolt_normal	-1	False		False	-1	1	0	5			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_def_handbow_bolt_khainite_assassin	arrow	small_arm_default		none	2	low	70	0	88	55	70	2	180	60	False	False	0.1	5	50	2	0	0	0	wh2_main_def_handbow_bolt		wh_crossbow_bolt_normal	-1	False		False	-1	1	0	5			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_def_reaper_bolt_thrower_bolt	artillery	artillery_default		none	1	low	350	8	45	80	40	0	50	170	False	False	0.1	6	275	4	0	0	50	wh2_main_def_reaper_bolt		wh2_bolt_thrower_eagle_claw	-1	True		False	-1	1	0	50			0	False	True	45	large_2	700	False	False	False	False	1	False	False	False	True
wh2_main_def_reaper_bolt_thrower_bolt_spread	artillery	artillery_canister		none	16	low	350	8	45	68	10	3.5	5	12	False	False	0.1	6	275	15	8	0	0	wh2_main_def_reaper_bolt_spread		wh2_bolt_thrower_eagle_claw_spread	0.3	True		False	-1	1	0	13			0	False	True	45	medium	700	False	False	False	False	1	False	False	False	True
wh2_main_def_war_hydra_breath	artillery	artillery_default	wh2_main_def_war_hydra_explosion	none	1	low	90	15	88	50	40	0	60	60	False	False	1	6	80	22	0	0	0	wh2_def_hydra_dragon_breath		wh2_dragon_breath_flame_multi	1	False		False	6	1	0	45			1	False	True	45	high_magic	100	False	True	False	False	4	False	False	False	False
wh2_main_hef_bow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	165	0	88	45	10	0	18	4	False	False	0.1	10	120	4.7	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	3			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_hef_bow_arrow_mounted	arrow	small_arm_default		none	1	dual_low_fixed	160	0	88	45	10	0	20	8	False	False	0.1	7	85	3.4	0	0	8	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	3			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_hef_eagle_claw_bolt	artillery	artillery_default		none	1	low	400	8	45	80	40	0	50	170	False	False	0.1	9	275	4	0	0	50	wh2_main_eagleclaw_bolt		wh2_bolt_thrower_eagle_claw	-1	True		False	-1	1	0	50			0	False	True	45	large_2	700	False	False	False	False	1	False	False	False	True
wh2_main_hef_eagle_claw_bolt_spread	artillery	artillery_canister		none	16	low	400	8	45	68	10	3.5	5	12	False	False	0.1	9	275	15	8	0	0	wh2_main_eagleclaw_bolt_spread		wh2_bolt_thrower_eagle_claw_spread	0.3	True		False	-1	1	0	13			0	False	True	45	medium	700	False	False	False	False	1	False	False	False	True
wh2_main_hef_longbow_arrow	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	45	10	0	18	4	False	False	0.1	10	150	5.6	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	3			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_hef_longbow_arrow_princess	arrow	small_arm_default		none	1	dual_low_fixed	180	0	88	60	100	0	250	150	False	False	0.1	8	150	4	0	0	0	wh2_main_hef_bow_arrow		wh_crossbow_bolt_normal	0.1	False		False	-1	1	0	5			0	False	True	45	medium	300	False	False	False	False	1	False	False	False	False
wh2_main_hef_moon_dragon_breath	artillery	artillery_explosive	wh2_main_hef_moon_dragon_explosion	none	1	low	90	0	88	52	100	0	30	100	False	False	1	6	80	22	0	0	0	wh2_hef_moon_dragon_breath		wh_dragon_breath_flame	1.5	True		False	3	1	0	60			1	False	True	45	high_magic	140	False	True	False	True	8	True	True	True	True
wh2_main_hef_reaver_bow_arrow_tiranoc_chariot	arrow	small_arm_default		none	1	dual_low_fixed	165	0	88	50	20	0	22	10	False	False	0.1	7	120	4	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	3			0	True	True	45	very_low	300	False	False	False	False	3	False	False	False	False
wh2_main_hef_sea_guard_arrow	arrow	small_arm_default		none	1	dual_low_fixed	165	0	88	45	10	0	22	2	False	False	0.1	10	120	5.3	0	0	0	wh2_main_hef_bow_arrow		wh_bow_arrow_normal	-1	False		False	-1	1	0	3			0	False	True	45	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_hef_star_dragon_breath	artillery	artillery_explosive	wh2_main_hef_star_dragon_explosion	none	1	low	90	0	88	58	100	0	100	100	False	False	1	6	80	5	0	0	0	wh2_hef_star_dragon_breath		wh2_dragon_breath_dark	2	True		False	3	1	0	60			1	False	True	45	high_magic	140	False	True	False	True	8	True	True	True	True
wh2_main_hef_sun_dragon_breath	artillery	artillery_explosive	wh2_main_hef_sun_dragon_explosion	none	1	low	90	0	88	50	100	0	100	30	False	False	1	6	80	35	0	0	0	wh2_hef_sun_dragon_breath		wh_dragon_breath_flame	1.5	True		False	3	1	0	60			1	False	True	45	high_magic	140	False	True	False	True	8	True	True	True	True
wh2_main_hero_abilities_doomrocket	artillery	artillery_default	wh2_main_hero_abilities_doomrocket	shell_spin	1	fixed	200	20	65	72	100	0	52	26	False	False	1	23	100	10	0	0	0	wh2_main_hero_abilities_doomrocket		wh2_main_ability_doomrocket	1	True		False	-1	1	0	350			1	True	True	30	medium_magic	-1	False	False	False	True	1	False	False	True	True
wh2_main_hero_abilities_doomrocket_shrapnel	artillery	artillery_default	wh2_main_hero_abilities_doomrocket_shrapnel	shell_spin	1	fixed	200	20	88	20	100	3	0	264	False	False	0.5	23	100	30	0	0	0	wh2_main_hero_abilities_doomrocket_shrapnel			0.5	True		False	-1	1	0	20			1	True	True	30	medium_magic	-1	False	False	False	True	1	False	False	True	True
wh2_main_lzd_bastiladon_solar_engine	artillery	artillery_default	wh2_main_lzd_bastiladon_solar_engine	none	1	low	250	10	45	110	30	0	300	200	False	False	0.5	16	200	3	0	0	0	wh2_main_lzd_bastiladon_solar_engine		wh2_solar_engine	0.7	True	wh_dlc06_unit_contact_blinded	False	2	1	0	100			1	True	True	45	large_2	-1	False	False	False	True	1	True	False	True	True
wh2_main_lzd_blowpipe	arrow	small_arm_default		none	1	low	70	0	75	54	10	0	8	3	False	False	0.1	6	45	3.6	0	0	0	wh2_lzd_blowpipe_dart		wh2_dart_normal	-1	False	wh_main_unit_contact_poison	False	-1	1	0	1			0	False	True	50	low	140	False	False	False	False	1	False	False	False	False
wh2_main_lzd_blowpipe_chamelon_skinks	arrow	small_arm_default		none	1	low	80	0	75	56	20	0	10	5	False	False	0.1	6	45	3	0	0	0	wh2_lzd_blowpipe_dart		wh2_dart_normal	-1	False	wh_main_unit_contact_poison	False	-1	1	0	1			0	False	True	50	low	140	False	False	False	False	1	False	False	False	False
wh2_main_lzd_blowpipe_skink_chief	arrow	small_arm_default		none	1	low	100	0	75	60	100	0	140	60	False	False	0.1	4	75	1	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	False	wh_main_unit_contact_poison	False	-1	1	0	1			0	False	True	50	low	140	False	False	False	False	1	False	False	False	False
wh2_main_lzd_fireleech_bolas_terradon	javelin	small_arm_default	wh2_main_unit_lzd_terradon_fireleech_bola_explosion	chain_shot_spin	1	low	70	0	75	22	10	0	16	6	False	False	0.1	8	40	6	0	0	0	wh2_lzd_terradon_fire_leech_bola		wh2_bolas	-1	False		False	5	1	0	10			1	False	True	50	low	140	False	False	False	False	1	False	False	True	False
wh2_main_lzd_javelin	javelin	small_arm_default		none	1	low	80	0	75	40	10	0	14	6	False	False	0.1	10	50	2.9	0	0	0	wh2_lzd_javelin		wh_javelin	-1	False	wh_main_unit_contact_poison	False	-1	1	0	5			0	False	True	50	low	140	False	False	False	False	1	False	False	False	False
wh2_main_lzd_javelin_mounted	javelin	small_arm_default		none	1	dual_low_fixed	90	0	75	40	10	0	18	8	False	False	0.1	6	50	2.9	0	0	0	wh2_lzd_javelin		wh_javelin	-1	False	wh_main_unit_contact_poison	False	-1	1	0	5			0	False	True	50	low	140	False	False	False	False	1	False	False	False	False
wh2_main_lzd_javelin_terradon	javelin	small_arm_default		none	1	low	90	0	75	45	10	0	32	16	False	False	0.1	6	50	2.9	0	0	0	wh2_lzd_javelin		wh_javelin	-1	False	wh_main_unit_contact_poison	False	-1	1	0	5			0	False	True	50	low	140	False	False	False	False	1	False	False	False	False
wh2_main_lzd_mon_stegadon_crossbow	artillery	artillery_default		none	1	low	200	10	45	95	20	0	150	300	True	False	0.1	12	275	9	0	0	0	wh2_main_lzd_stegadon_bolt		wh2_bolt_thrower_eagle_claw	0.3	True	wh_main_unit_contact_poison	False	-1	1	0	50			0	False	True	45	very_high	600	False	False	False	False	1	True	False	False	True
wh2_main_lzd_mon_stegadon_crossbow_skink_chief	artillery	artillery_default		none	1	low	200	10	45	95	20	0	150	300	True	False	0.1	12	275	9	0	0	0	wh2_main_lzd_stegadon_bolt		wh_bolt_thrower	0.3	True	wh_main_unit_contact_poison	False	-1	1	0	50			0	False	True	45	very_high	600	False	False	False	False	1	True	False	False	True
wh2_main_lzd_mon_stegadon_crossbow_skink_priest	artillery	artillery_default		none	1	low	200	10	45	95	20	0	150	300	True	False	0.1	12	275	9	0	0	0	wh2_main_lzd_stegadon_bolt		wh_bolt_thrower	0.3	True	wh_main_unit_contact_poison	False	-1	1	0	50			0	False	True	45	very_high	600	False	False	False	False	1	True	False	False	True
wh2_main_lzd_mon_stegadon_giant_blowpipe	artillery	artillery_default		none	1	low	115	12	45	65	25	0	41	14	False	False	0.1	7	90	15	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	False	wh_main_unit_contact_poison	False	-1	1	0	10			0	False	True	45	low	230	False	False	False	False	8	False	False	True	False
wh2_main_lzd_mon_stegadon_giant_blowpipe_skink_chief	artillery	artillery_default		none	1	low	115	12	45	65	25	0	41	14	False	False	0.1	7	90	15	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	False	wh_main_unit_contact_poison	False	-1	1	0	10			0	False	True	45	low	230	False	False	False	False	8	False	False	True	False
wh2_main_lzd_mon_stegadon_giant_blowpipe_skink_priest	artillery	artillery_default		none	1	low	115	12	45	65	25	0	41	14	False	False	0.1	7	90	15	0	0	0	wh2_lzd_blowpipe_dart_hero		wh2_dart_normal	-1	False	wh_main_unit_contact_poison	False	-1	1	0	10			0	False	True	45	low	230	False	False	False	False	8	False	False	True	False
wh2_main_skv_death_globe	artillery	artillery_explosive	wh2_main_skv_death_globe	grenade_spin	1	dual_low_fixed	85	0	88	28	10	0	10	20	False	False	0.1	10	60	8	0	0	0	wh2_main_skv_death_globe		wh2_main_skv_death_globe	-1	False		False	6.5	1	0	10			0	True	True	30	very_low	120	False	True	False	False	1	False	False	False	False
wh2_main_skv_doomwheel_warp_lightning	artillery	artillery_explosive	wh2_main_skv_doomwheel_warp_lightning	none	1	low	60	0	80	100	10	0	25	55	False	False	0.1	8	50	5	0	0	0	wh2_main_skv_warp_lightning_doomwheel		wh2_main_skv_doomwheel_warp_lightning	0.2	True		False	6	1	0	200			0	True	True	45	medium	100	False	False	False	False	1	False	False	False	True
wh2_main_skv_plagueclaw	artillery	artillery_default	wh2_main_skv_plagueclaw	axe_spin	1	low	400	35	60	67	10	0	60	120	False	False	0.2	18	600	160	0	0	0	wh2_main_skv_plagueclaw		wh2_catapult_plagueclaw	0.6	True	wh2_main_unit_contact_plague_monk_censer_morale	False	-1	1	0	50			0	True	True	45	high	700	False	False	False	False	1	False	False	True	True
wh2_main_skv_poison_wind_globe	artillery	artillery_default		grenade_spin	1	dual_low_fixed	100	0	88	28	10	0	25	65	False	False	0.1	12	60	8	0	0	60	wh2_main_skv_poison_wind_globe		wh2_main_skv_poison_wind_globe	-1	False	wh_main_unit_contact_poison_lethal	False	6.5	1	0	10			0	True	True	30	very_low	120	False	True	False	False	1	False	False	False	False
wh2_main_skv_sling	sling	small_arm_default		grenade_spin	1	dual_low_fixed	120	0	88	50	10	0	7	1	False	False	0.1	9	85	4.8	0	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1	False		False	-1	1	0	1			0	False	True	50	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_skv_sling_gutter_runners	sling	small_arm_default		grenade_spin	1	dual_low_fixed	155	0	88	50	15	0	10	3	False	False	0.1	8	85	3.8	0	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1	False		False	-1	1	0	1			0	False	True	50	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_skv_sling_gutter_runners_poison	sling	small_arm_default		grenade_spin	1	dual_low_fixed	140	0	88	50	15	0	9	2	False	False	0.1	8	85	3.8	0	0	0	wh2_main_skv_sling_bullet_poison		wh2_slingshot_rock_small	-1	False	wh_main_unit_contact_poison	False	-1	1	0	1			0	False	True	50	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_skv_sling_night_runners	sling	small_arm_default		grenade_spin	1	dual_low_fixed	140	0	88	50	15	0	8	1	False	False	0.1	8	85	4	0	0	0	wh2_main_skv_sling_bullet		wh2_slingshot_rock_small	-1	False		False	-1	1	0	1			0	False	True	50	very_low	300	False	False	False	False	1	False	False	False	False
wh2_main_skv_throwing_star	misc	small_arm_default		chain_shot_spin	1	low	70	0	88	48	10	0	10	2	False	False	0.1	7	40	1.2	0	0	0	wh2_main_skv_throwing_star		wh_throwing_axe	-1	False		False	-1	1	0	1			0	False	True	45	very_low	200	False	False	False	False	1	False	False	False	False
wh2_main_skv_throwing_star_gutter_runners	misc	small_arm_default		chain_shot_spin	1	low	80	0	88	48	10	0	12	4	False	False	0.1	7	50	1.2	0	0	0	wh2_main_skv_throwing_star		wh_throwing_axe	-1	False		False	-1	1	0	1			0	False	True	45	very_low	200	False	False	False	False	1	False	False	False	False
wh2_main_skv_throwing_star_gutter_runners_poison	misc	small_arm_default		chain_shot_spin	1	low	70	0	88	48	10	0	11	3	False	False	0.1	7	50	1.2	0	0	0	wh2_main_skv_throwing_star_poison		wh_throwing_axe	-1	False	wh_main_unit_contact_poison	False	-1	1	0	1			0	False	True	45	very_low	200	False	False	False	False	1	False	False	False	False
wh2_main_skv_warlock_doomrocket	artillery	artillery_explosive	wh2_main_skv_warlock_doomrocket	none	1	low	200	20	65	72	10	0	70	30	False	False	0.25	17	200	10	0	0	0	wh2_main_hero_abilities_doomrocket		wh_helstorm_rocket	1	True		False	-1	1	0	1			0	False	True	45	low	800	False	True	False	False	1	False	False	True	True
wh2_main_skv_warp_lightning	artillery	artillery_default	wh2_main_skv_warp_lightning	none	1	low	475	10	50	110	30	0	125	350	False	False	0.1	21	275	8	0	0	70	wh2_main_skv_warp_lightning		wh2_main_skv_warp_lightning_cannon	0.4	True		False	6	1	0	300			0	True	True	45	very_high_low_entity	600	False	False	False	False	1	False	False	True	True
wh2_main_skv_warpfire	musket	artillery_flammable	wh2_main_skv_warpfire	none	1	low	80	0	55	30	10	0	20	10	False	False	1	14	40	1.7	0	0	0	wh2_main_skv_warpfire		wh2_warpfiregun_flame	-1	False	wh_main_unit_contact_morale	False	3	4	0.35	40			1	True	True	45	low	85	True	True	False	False	1	False	False	False	False
wh2_main_spell_dark_magic_doombolt	artillery	artillery_explosive	wh2_main_spell_dark_magic_doombolt	shell_spin	1	low	300	25	50	85	30	0	0	800	False	False	1	1	75	0.1	0	0	0	wh2_main_spell_dark_magic_doombolt		wh_magic_dark_magic_doombolt	1	True		False	0.85	1	0	250	wh2_main_army_abilities_bolt_of_spite		1	True	True	45	very_low_magic	-1	False	False	False	True	1	False	False	True	True
wh2_main_spell_dark_magic_doombolt_upgraded	artillery	artillery_explosive	wh2_main_spell_dark_magic_doombolt	shell_spin	1	low	300	25	50	85	30	0	0	1100	False	False	2	1	75	0.1	0	0	0	wh2_main_spell_dark_magic_doombolt		wh_magic_dark_magic_doombolt	2	True		False	0.85	1	0	250	wh2_main_army_abilities_bolt_of_spite		1	True	True	45	very_low_magic	-1	False	False	False	True	1	False	False	True	True
