cai_construction_system_synergies_tables
1
existing_building_chain_key	unknown1	unknown2	potential_buiding_chain_key	unknown4	unknown5	synergy_level_key	synergy_policy_key	unknown8	existing_building_super_chain	unknown10	potential_building_super_chain	unknown12
wh2_main_lzd_beasts	wh2_main_lzd_beasts_3	wh2_main_lzd_beasts_1	wh2_main_lzd_worship_sotek	wh2_main_lzd_worship_sotek_3	wh2_main_lzd_worship_sotek_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_military4_monsters		wh2_main_sch_infrastructure5_tradingspying	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure6_other		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	wh2_main_lzd_energy_minor	wh2_main_lzd_energy_2	wh2_main_lzd_energy_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure7_minor	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	wh2_main_lzd_energy	wh2_main_lzd_energy_5	wh2_main_lzd_energy_3	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_infrastructure2_industry		wh2_main_sch_infrastructure6_other	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_saurus	wh2_main_lzd_saurus_3	wh2_main_lzd_saurus_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_settlement_major_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh_main_sch_human_industry_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_settlement_major_1_coast	wh2_main_lzd_terradons	wh2_main_lzd_terradons_1	wh2_main_lzd_terradons_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_settlement_major_5_coast	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_coldones	wh2_main_lzd_coldones_1	wh2_main_lzd_coldones_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_support1_smith	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_industry	wh2_main_lzd_industry_3	wh2_main_lzd_industry_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_industry_basic	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	cai_cs_negative_level_low	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military1_barracks	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_1	wh2_main_lzd_terradons	wh2_main_lzd_terradons_1	wh2_main_lzd_terradons_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_major	wh2_main_lzd_settlement_major_5	wh2_main_lzd_settlement_major_5	wh2_main_lzd_farm	wh2_main_lzd_farm_3	wh2_main_lzd_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh_main_sch_human_farm_basic	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_settlement_minor_coast	wh2_main_lzd_settlement_minor_3_coast	wh2_main_lzd_settlement_minor_1_coast	wh2_main_lzd_beasts	wh2_main_lzd_beasts_3	wh2_main_lzd_beasts_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor_coast		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_minor_coast	wh2_main_lzd_settlement_minor_3_coast	wh2_main_lzd_settlement_minor_1_coast	wh2_main_lzd_worship_oldones	wh2_main_lzd_worship_oldones_3	wh2_main_lzd_worship_oldones_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor_coast		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_minor_coast	wh2_main_lzd_settlement_minor_3_coast	wh2_main_lzd_settlement_minor_1_coast	wh2_main_lzd_worship_sotek	wh2_main_lzd_worship_sotek_3	wh2_main_lzd_worship_sotek_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor_coast		wh2_main_sch_support4_other	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_beasts	wh2_main_lzd_beasts_3	wh2_main_lzd_beasts_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_military4_monsters	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_worship_oldones	wh2_main_lzd_worship_oldones_3	wh2_main_lzd_worship_oldones_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_settlement_minor	wh2_main_lzd_settlement_minor_3	wh2_main_lzd_settlement_minor_1	wh2_main_lzd_worship_sotek	wh2_main_lzd_worship_sotek_3	wh2_main_lzd_worship_sotek_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support4_other	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_lzd_skinks	wh2_main_lzd_skinks_3	wh2_main_lzd_skinks_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_lzd_terradons	wh2_main_lzd_terradons_1	wh2_main_lzd_terradons_1	wh2_main_lzd_smith	wh2_main_lzd_smith_1	wh2_main_lzd_smith_1	cai_cs_synergy_level_medium	cai_cs_synergy_policy_default		wh2_main_sch_military3_warmachines		wh2_main_sch_military5	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_skv_assassins	wh2_main_skv_assassins_2	wh2_main_skv_assassins_1	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_military2_stables		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_skv_clanrats	wh2_main_skv_clanrats_3	wh2_main_skv_clanrats_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_military1_barracks		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_skv_settlement_major_coast	wh2_main_skv_settlement_major_5_coast	wh2_main_skv_settlement_major_1_coast	wh2_main_skv_assassins	wh2_main_skv_assassins_2	wh2_main_skv_assassins_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_major_coast	wh2_main_skv_settlement_major_5_coast	wh2_main_skv_settlement_major_1_coast	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_major_coast	wh2_main_skv_settlement_major_5_coast	wh2_main_skv_settlement_major_1_coast	wh2_main_skv_industry	wh2_main_skv_salvage_3	wh2_main_skv_salvage_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_major_coast	wh2_main_skv_settlement_major_5_coast	wh2_main_skv_settlement_major_5_coast	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major_coast		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_skv_settlement_major	wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_1	wh2_main_skv_assassins	wh2_main_skv_assassins_2	wh2_main_skv_assassins_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_military2_stables	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_major	wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_1	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_major	wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_1	wh2_main_skv_industry	wh2_main_skv_salvage_3	wh2_main_skv_salvage_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure2_industry	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_major	wh2_main_skv_settlement_major_5	wh2_main_skv_settlement_major_5	wh2_main_skv_farm	wh2_main_skv_farm_3	wh2_main_skv_farm_1	cai_cs_negative_level_high	cai_cs_synergy_policy_default		wh_main_sch_settlement_major		wh2_main_sch_infrastructure1_farm	CAI_SYNERGY_SCOPE_PROVINCEWIDE
wh2_main_skv_settlement_minor_coast	wh2_main_skv_settlement_minor_3_coast	wh2_main_skv_settlement_minor_1_coast	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor_coast		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_minor_coast	wh2_main_skv_settlement_minor_3_coast	wh2_main_skv_settlement_minor_1_coast	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor_coast		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_settlement_minor	wh2_main_skv_settlement_minor_3	wh2_main_skv_settlement_minor_1	wh2_main_skv_plagues	wh2_main_skv_plagues_3	wh2_main_skv_plagues_1	cai_cs_negative_level_medium	cai_cs_synergy_policy_default		wh_main_sch_settlement_minor		wh2_main_sch_support2_worship	CAI_SYNERGY_SCOPE_REGIONWIDE
wh2_main_skv_weaponteams	wh2_main_skv_weaponteams_1	wh2_main_skv_weaponteams_1	wh2_main_skv_engineers	wh2_main_skv_engineers_3	wh2_main_skv_engineers_1	cai_cs_synergy_level_high	cai_cs_synergy_policy_default		wh2_main_sch_support1_smith		wh2_main_sch_military3_warmachines	CAI_SYNERGY_SCOPE_PROVINCEWIDE
