building_chain_availability_sets_tables
0
building_chain	set_key
wh2_main_special_hall_of_dragons	wh2_main_bas_hef
wh2_main_special_har_ganeth_temple_of_khaine_hef	wh2_main_bas_hef
wh2_main_special_hexoatl_stellar_pyramids_other	wh2_main_bas_hef
wh2_main_special_itza_emerald_pools	wh2_main_bas_hef
wh2_main_special_lothern_port	wh2_main_bas_hef
wh2_main_special_naggarond_witch_king_hef	wh2_main_bas_hef
wh2_main_special_phoenix_king_court	wh2_main_bas_hef
wh2_main_special_pyramid_of_nagash_other	wh2_main_bas_hef
wh2_main_special_quintex	wh2_main_bas_hef
wh2_main_special_settlement_altdorf_hef	wh2_main_bas_hef
wh2_main_special_settlement_athel_loren_hef	wh2_main_bas_hef
wh2_main_special_settlement_black_crag_hef	wh2_main_bas_hef
wh2_main_special_settlement_castle_drakenhof_hef	wh2_main_bas_hef
wh2_main_special_settlement_colony_major_hef	wh2_main_bas_hef
wh2_main_special_settlement_colony_minor_hef	wh2_main_bas_hef
wh2_main_special_settlement_couronne_hef	wh2_main_bas_hef
wh2_main_special_settlement_eight_peaks_hef	wh2_main_bas_hef
wh2_main_special_settlement_hellpit_other	wh2_main_bas_hef
wh2_main_special_settlement_hexoatl_hef	wh2_main_bas_hef
wh2_main_special_settlement_itza_hef	wh2_main_bas_hef
wh2_main_special_settlement_karaz_a_karak_hef	wh2_main_bas_hef
wh2_main_special_settlement_khemri_hef	wh2_main_bas_hef
wh2_main_special_settlement_kislev_hef	wh2_main_bas_hef
wh2_main_special_settlement_lahmia_hef	wh2_main_bas_hef
wh2_main_special_settlement_lothern	wh2_main_bas_hef
wh2_main_special_settlement_miragliano_hef	wh2_main_bas_hef
wh2_main_special_settlement_naggarond_hef	wh2_main_bas_hef
wh2_main_special_settlement_skavenblight_other	wh2_main_bas_hef
wh2_main_special_shrine_of_asuryan_hef	wh2_main_bas_hef
wh2_main_special_shrine_of_khaine_hef	wh2_main_bas_hef
wh2_main_special_tiranoc_palace	wh2_main_bas_hef
wh2_main_special_tor_achare_lions	wh2_main_bas_hef
wh2_main_special_tower_of_hoeth	wh2_main_bas_hef
wh2_main_special_yvresse_amphitheatre	wh2_main_bas_hef
wh2_main_special_ziggurat_of_dawn_beacon	wh2_main_bas_hef
wh2_main_wef_oak_of_ages_occupied	wh2_main_bas_hef
wh_main_bretonnia_legendary_bordeleaux	wh2_main_bas_hef
wh_main_special_bordeleaux_vineyards	wh2_main_bas_hef
wh_main_special_erengrad_port	wh2_main_bas_hef
wh_main_special_marienburg_port	wh2_main_bas_hef
wh2_main_lzd_beasts	wh2_main_bas_lzd
wh2_main_lzd_coldones	wh2_main_bas_lzd
wh2_main_lzd_defence_major	wh2_main_bas_lzd
wh2_main_lzd_defence_minor	wh2_main_bas_lzd
wh2_main_lzd_defence_norsca	wh2_main_bas_lzd
wh2_main_lzd_energy	wh2_main_bas_lzd
wh2_main_lzd_energy_minor	wh2_main_bas_lzd
wh2_main_lzd_farm	wh2_main_bas_lzd
wh2_main_lzd_industry	wh2_main_bas_lzd
wh2_main_lzd_order	wh2_main_bas_lzd
wh2_main_lzd_outpostnorsca_major	wh2_main_bas_lzd
wh2_main_lzd_outpostnorsca_major_coast	wh2_main_bas_lzd
wh2_main_lzd_outpostnorsca_minor	wh2_main_bas_lzd
wh2_main_lzd_outpostnorsca_minor_coast	wh2_main_bas_lzd
wh2_main_lzd_port	wh2_main_bas_lzd
wh2_main_lzd_resource_animals	wh2_main_bas_lzd
wh2_main_lzd_resource_dyes	wh2_main_bas_lzd
wh2_main_lzd_resource_furs	wh2_main_bas_lzd
wh2_main_lzd_resource_gems	wh2_main_bas_lzd
wh2_main_lzd_resource_gold	wh2_main_bas_lzd
wh2_main_lzd_resource_iron	wh2_main_bas_lzd
wh2_main_lzd_resource_marble	wh2_main_bas_lzd
wh2_main_lzd_resource_medicine	wh2_main_bas_lzd
wh2_main_lzd_resource_obsidian	wh2_main_bas_lzd
wh2_main_lzd_resource_pasture	wh2_main_bas_lzd
wh2_main_lzd_resource_pottery	wh2_main_bas_lzd
wh2_main_lzd_resource_salt	wh2_main_bas_lzd
wh2_main_lzd_resource_spices	wh2_main_bas_lzd
wh2_main_lzd_resource_wine	wh2_main_bas_lzd
wh2_main_lzd_resource_wood	wh2_main_bas_lzd
wh2_main_lzd_saurus	wh2_main_bas_lzd
wh2_main_lzd_scrying	wh2_main_bas_lzd
wh2_main_lzd_settlement_major	wh2_main_bas_lzd
wh2_main_lzd_settlement_major_coast	wh2_main_bas_lzd
wh2_main_lzd_settlement_minor	wh2_main_bas_lzd
wh2_main_lzd_settlement_minor_coast	wh2_main_bas_lzd
wh2_main_lzd_skinks	wh2_main_bas_lzd
wh2_main_lzd_slann	wh2_main_bas_lzd
wh2_main_lzd_smith	wh2_main_bas_lzd
wh2_main_lzd_terradons	wh2_main_bas_lzd
wh2_main_lzd_worship_oldones	wh2_main_bas_lzd
wh2_main_lzd_worship_sotek	wh2_main_bas_lzd
wh2_main_ritual_lzd	wh2_main_bas_lzd
wh2_main_special_axlotl_chameleon_shrine	wh2_main_bas_lzd
wh2_main_special_chamber_of_visions	wh2_main_bas_lzd
wh2_main_special_clar_karond_lairs_other	wh2_main_bas_lzd
wh2_main_special_fallen_gates	wh2_main_bas_lzd
wh2_main_special_fortress_gate_eagle_untainted	wh2_main_bas_lzd
wh2_main_special_fortress_gate_griffon_untainted	wh2_main_bas_lzd
wh2_main_special_fortress_gate_phoenix_untainted	wh2_main_bas_lzd
wh2_main_special_fortress_gate_unicorn_untainted	wh2_main_bas_lzd
wh2_main_special_ghrond_convent_of_sorcery_other	wh2_main_bas_lzd
wh2_main_special_golden_tower_of_the_gods_lzd	wh2_main_bas_lzd
wh2_main_special_hag_graef_mines	wh2_main_bas_lzd
wh2_main_special_hexoatl_incubator	wh2_main_bas_lzd
wh2_main_special_hexoatl_stellar_pyramids	wh2_main_bas_lzd
wh2_main_special_itza_emerald_pools	wh2_main_bas_lzd
wh2_main_special_itza_vaults_of_the_old_ones	wh2_main_bas_lzd
wh2_main_special_lothern_port_other	wh2_main_bas_lzd
wh2_main_special_oyxl_shrine_of_birds	wh2_main_bas_lzd
wh2_main_special_pyramid_of_nagash_other	wh2_main_bas_lzd
wh2_main_special_quetza_serpent_lairs	wh2_main_bas_lzd
wh2_main_special_quintex	wh2_main_bas_lzd
wh2_main_special_settlement_altdorf_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_athel_loren_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_black_crag_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_castle_drakenhof_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_colony_major_other	wh2_main_bas_lzd
wh2_main_special_settlement_colony_minor_other	wh2_main_bas_lzd
wh2_main_special_settlement_couronne_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_eight_peaks_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_hellpit_other	wh2_main_bas_lzd
wh2_main_special_settlement_hexoatl_hexoatl	wh2_main_bas_lzd
wh2_main_special_settlement_hexoatl_other_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_itza_itza	wh2_main_bas_lzd
wh2_main_special_settlement_itza_other_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_karaz_a_karak_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_khemri_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_kislev_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_lahmia_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_lothern_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_miragliano_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_naggarond_lzd	wh2_main_bas_lzd
wh2_main_special_settlement_skavenblight_other	wh2_main_bas_lzd
wh2_main_special_shrine_of_asuryan_other	wh2_main_bas_lzd
wh2_main_special_shrine_of_khaine_other	wh2_main_bas_lzd
wh2_main_special_tlaxtlan_temple_of_the_eclipse	wh2_main_bas_lzd
wh2_main_special_tower_of_hoeth_other	wh2_main_bas_lzd
wh2_main_special_xlanhuapec_temple_of_mists	wh2_main_bas_lzd
wh2_main_special_ziggurat_of_dawn_beacon	wh2_main_bas_lzd
wh2_main_wef_oak_of_ages_occupied	wh2_main_bas_lzd
wh_main_bretonnia_legendary_bordeleaux	wh2_main_bas_lzd
wh_main_special_bordeleaux_vineyards	wh2_main_bas_lzd
wh_main_special_erengrad_port	wh2_main_bas_lzd
wh_main_special_marienburg_port	wh2_main_bas_lzd
wh2_main_HUMAN_resource_gemstones	wh2_main_bas_rogue
wh2_main_emp_resource_animals	wh2_main_bas_rogue
wh2_main_emp_resource_medicine	wh2_main_bas_rogue
wh2_main_emp_resource_obsidian	wh2_main_bas_rogue
wh2_main_emp_resource_spices	wh2_main_bas_rogue
wh2_main_horde_rogue_settlement	wh2_main_bas_rogue
wh2_main_rogue_outpostnorsca_major	wh2_main_bas_rogue
wh2_main_rogue_outpostnorsca_major_coast	wh2_main_bas_rogue
wh2_main_rogue_outpostnorsca_minor	wh2_main_bas_rogue
wh2_main_rogue_outpostnorsca_minor_coast	wh2_main_bas_rogue
wh2_main_rogue_settlement_major	wh2_main_bas_rogue
wh2_main_rogue_settlement_major_coast	wh2_main_bas_rogue
wh2_main_rogue_settlement_minor	wh2_main_bas_rogue
wh2_main_rogue_settlement_minor_coast	wh2_main_bas_rogue
wh2_main_special_pyramid_of_nagash_other	wh2_main_bas_rogue
wh2_main_special_settlement_altdorf_other	wh2_main_bas_rogue
wh2_main_special_settlement_athel_loren_rogue	wh2_main_bas_rogue
wh2_main_special_settlement_black_crag_other	wh2_main_bas_rogue
wh2_main_special_settlement_castle_drakenhof_other	wh2_main_bas_rogue
wh2_main_special_settlement_colony_major_other	wh2_main_bas_rogue
wh2_main_special_settlement_colony_minor_other	wh2_main_bas_rogue
wh2_main_special_settlement_couronne_other	wh2_main_bas_rogue
wh2_main_special_settlement_eight_peaks_other	wh2_main_bas_rogue
wh2_main_special_settlement_hellpit_other	wh2_main_bas_rogue
wh2_main_special_settlement_hexoatl_other	wh2_main_bas_rogue
wh2_main_special_settlement_itza_other	wh2_main_bas_rogue
wh2_main_special_settlement_karaz_a_karak_other	wh2_main_bas_rogue
wh2_main_special_settlement_khemri_other	wh2_main_bas_rogue
wh2_main_special_settlement_kislev_other	wh2_main_bas_rogue
wh2_main_special_settlement_lahmia_other	wh2_main_bas_rogue
wh2_main_special_settlement_lothern_other	wh2_main_bas_rogue
wh2_main_special_settlement_miragliano_other	wh2_main_bas_rogue
wh2_main_special_settlement_naggarond_other	wh2_main_bas_rogue
wh2_main_special_settlement_skavenblight_other	wh2_main_bas_rogue
wh2_main_wef_oak_of_ages_occupied	wh2_main_bas_rogue
wh_main_HUMAN_resource_dyes	wh2_main_bas_rogue
wh_main_HUMAN_resource_furs	wh2_main_bas_rogue
wh_main_HUMAN_resource_gold	wh2_main_bas_rogue
wh_main_HUMAN_resource_iron	wh2_main_bas_rogue
wh_main_HUMAN_resource_marble	wh2_main_bas_rogue
wh_main_HUMAN_resource_pastures	wh2_main_bas_rogue
wh_main_HUMAN_resource_pottery	wh2_main_bas_rogue
wh_main_HUMAN_resource_salt	wh2_main_bas_rogue
wh_main_HUMAN_resource_timber	wh2_main_bas_rogue
wh_main_HUMAN_resource_wine	wh2_main_bas_rogue
wh2_main_horde_skaven_assassins	wh2_main_bas_skv
wh2_main_horde_skaven_leadership	wh2_main_bas_skv
wh2_main_horde_skaven_monsters	wh2_main_bas_skv
wh2_main_horde_skaven_plagues	wh2_main_bas_skv
wh2_main_horde_skaven_settlement	wh2_main_bas_skv
wh2_main_horde_skaven_slaves	wh2_main_bas_skv
wh2_main_horde_skaven_stormvermin	wh2_main_bas_skv
wh2_main_horde_skaven_supplies	wh2_main_bas_skv
wh2_main_horde_skaven_warmachines	wh2_main_bas_skv
wh2_main_horde_skaven_weaponteams	wh2_main_bas_skv
wh2_main_ritual_skv	wh2_main_bas_skv
wh2_main_skv_assassins	wh2_main_bas_skv
wh2_main_skv_clanrats	wh2_main_bas_skv
wh2_main_skv_defence_major	wh2_main_bas_skv
wh2_main_skv_defence_minor	wh2_main_bas_skv
wh2_main_skv_defence_norsca	wh2_main_bas_skv
wh2_main_skv_energy	wh2_main_bas_skv
wh2_main_skv_engineers	wh2_main_bas_skv
wh2_main_skv_farm	wh2_main_bas_skv
wh2_main_skv_industry	wh2_main_bas_skv
wh2_main_skv_monsters	wh2_main_bas_skv
wh2_main_skv_order	wh2_main_bas_skv
wh2_main_skv_outpostnorsca_major	wh2_main_bas_skv
wh2_main_skv_outpostnorsca_major_coast	wh2_main_bas_skv
wh2_main_skv_outpostnorsca_minor	wh2_main_bas_skv
wh2_main_skv_outpostnorsca_minor_coast	wh2_main_bas_skv
wh2_main_skv_plagues	wh2_main_bas_skv
wh2_main_skv_port	wh2_main_bas_skv
wh2_main_skv_resource_animals	wh2_main_bas_skv
wh2_main_skv_resource_dyes	wh2_main_bas_skv
wh2_main_skv_resource_furs	wh2_main_bas_skv
wh2_main_skv_resource_gems	wh2_main_bas_skv
wh2_main_skv_resource_gold	wh2_main_bas_skv
wh2_main_skv_resource_iron	wh2_main_bas_skv
wh2_main_skv_resource_marble	wh2_main_bas_skv
wh2_main_skv_resource_medicine	wh2_main_bas_skv
wh2_main_skv_resource_obsidian	wh2_main_bas_skv
wh2_main_skv_resource_pasture	wh2_main_bas_skv
wh2_main_skv_resource_pottery	wh2_main_bas_skv
wh2_main_skv_resource_salt	wh2_main_bas_skv
wh2_main_skv_resource_spices	wh2_main_bas_skv
wh2_main_skv_resource_wine	wh2_main_bas_skv
wh2_main_skv_resource_wood	wh2_main_bas_skv
wh2_main_skv_settlement_major	wh2_main_bas_skv
wh2_main_skv_settlement_major_coast	wh2_main_bas_skv
wh2_main_skv_settlement_minor	wh2_main_bas_skv
wh2_main_skv_settlement_minor_coast	wh2_main_bas_skv
wh2_main_skv_weaponteams	wh2_main_bas_skv
wh2_main_special_chamber_of_visions	wh2_main_bas_skv
wh2_main_special_clar_karond_lairs_skv	wh2_main_bas_skv
wh2_main_special_corrupted_spawning_pool	wh2_main_bas_skv
wh2_main_special_eight_peaks_skv	wh2_main_bas_skv
wh2_main_special_fortress_gate_eagle_skaven	wh2_main_bas_skv
wh2_main_special_fortress_gate_griffon_skaven	wh2_main_bas_skv
wh2_main_special_fortress_gate_phoenix_skaven	wh2_main_bas_skv
wh2_main_special_fortress_gate_unicorn_skaven	wh2_main_bas_skv
wh2_main_special_ghrond_convent_of_sorcery_other	wh2_main_bas_skv
wh2_main_special_golden_tower_of_the_gods_other	wh2_main_bas_skv
wh2_main_special_hag_graef_mines	wh2_main_bas_skv
wh2_main_special_hellpit_pits	wh2_main_bas_skv
wh2_main_special_hexoatl_stellar_pyramids_other	wh2_main_bas_skv
wh2_main_special_itza_emerald_pools	wh2_main_bas_skv
wh2_main_special_lothern_port_other	wh2_main_bas_skv
wh2_main_special_mors_hq	wh2_main_bas_skv
wh2_main_special_pyramid_of_nagash_other	wh2_main_bas_skv
wh2_main_special_quintex	wh2_main_bas_skv
wh2_main_special_settlement_altdorf_skv	wh2_main_bas_skv
wh2_main_special_settlement_athel_loren_skv	wh2_main_bas_skv
wh2_main_special_settlement_black_crag_skv	wh2_main_bas_skv
wh2_main_special_settlement_castle_drakenhof_skv	wh2_main_bas_skv
wh2_main_special_settlement_colony_major_other	wh2_main_bas_skv
wh2_main_special_settlement_colony_minor_other	wh2_main_bas_skv
wh2_main_special_settlement_couronne_skv	wh2_main_bas_skv
wh2_main_special_settlement_eight_peaks_skv	wh2_main_bas_skv
wh2_main_special_settlement_hellpit	wh2_main_bas_skv
wh2_main_special_settlement_hexoatl_skv	wh2_main_bas_skv
wh2_main_special_settlement_itza_skv	wh2_main_bas_skv
wh2_main_special_settlement_karaz_a_karak_skv	wh2_main_bas_skv
wh2_main_special_settlement_khemri_skv	wh2_main_bas_skv
wh2_main_special_settlement_kislev_skv	wh2_main_bas_skv
wh2_main_special_settlement_lahmia_skv	wh2_main_bas_skv
wh2_main_special_settlement_lothern_skv	wh2_main_bas_skv
wh2_main_special_settlement_miragliano_skv	wh2_main_bas_skv
wh2_main_special_settlement_naggarond_skv	wh2_main_bas_skv
wh2_main_special_settlement_skavenblight	wh2_main_bas_skv
wh2_main_special_shrine_of_asuryan_other	wh2_main_bas_skv
wh2_main_special_shrine_of_khaine_other	wh2_main_bas_skv
wh2_main_special_skavenblight_council13	wh2_main_bas_skv
wh2_main_special_skavenblight_shattered_tower	wh2_main_bas_skv
wh2_main_special_tower_of_hoeth_other	wh2_main_bas_skv
wh2_main_special_underway_hub_skv	wh2_main_bas_skv
wh2_main_special_ziggurat_of_dawn_beacon_skv	wh2_main_bas_skv
wh2_main_wef_oak_of_ages_occupied	wh2_main_bas_skv
wh_main_bretonnia_legendary_bordeleaux	wh2_main_bas_skv
wh_main_special_bordeleaux_vineyards	wh2_main_bas_skv
wh_main_special_erengrad_port	wh2_main_bas_skv
wh_main_special_marienburg_port	wh2_main_bas_skv
wh_dlc03_BEASTMEN_port	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_arcane	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_centigors	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_creatures	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_giants	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_gors	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_herd	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_minotaurs	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_razorgors	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_ruination	wh_dlc03_bas_bst
wh_dlc03_horde_beastmen_weapons	wh_dlc03_bas_bst
wh2_main_special_everqueen_court_wef	wh_dlc05_bas_wef
wh2_main_special_fortress_gate_eagle_wef	wh_dlc05_bas_wef
wh2_main_special_fortress_gate_griffon_wef	wh_dlc05_bas_wef
wh2_main_special_fortress_gate_phoenix_wef	wh_dlc05_bas_wef
wh2_main_special_fortress_gate_unicorn_wef	wh_dlc05_bas_wef
wh2_main_special_hag_graef_mines	wh_dlc05_bas_wef
wh2_main_special_lothern_port_other	wh_dlc05_bas_wef
