campaign_cultural_relations_tables
0
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
-30		1	1	wh_main_sc_chs_chaos	wh_main_sc_vmp_vampire_counts
-40		1	1	wh_main_sc_dwf_dwarfs	wh2_main_sc_def_dark_elves
-10		1	1	wh_main_sc_dwf_dwarfs	wh2_main_sc_hef_high_elves
0		1	1	wh_main_sc_dwf_dwarfs	wh2_main_sc_lzd_lizardmen
-40		1	1	wh_main_sc_dwf_dwarfs	wh2_main_sc_skv_skaven
-60		1	1	wh_main_sc_dwf_dwarfs	wh_dlc03_sc_bst_beastmen
-10		1	1	wh_main_sc_dwf_dwarfs	wh_dlc05_sc_wef_wood_elves
0		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_brt_bretonnia
-60		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_chs_chaos
0		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_dwf_dwarfs
0		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_emp_empire
-60		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_grn_greenskins
-60		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_grn_savage_orcs
0		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_ksl_kislev
-40		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_nor_norsca
0		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_teb_teb
-40		1	1	wh_main_sc_dwf_dwarfs	wh_main_sc_vmp_vampire_counts
-40		1	1	wh_main_sc_emp_empire	wh2_main_sc_def_dark_elves
10		1	1	wh_main_sc_emp_empire	wh2_main_sc_hef_high_elves
0		1	1	wh_main_sc_emp_empire	wh2_main_sc_lzd_lizardmen
-40		1	1	wh_main_sc_emp_empire	wh2_main_sc_skv_skaven
-60		1	1	wh_main_sc_emp_empire	wh_dlc03_sc_bst_beastmen
-10		1	1	wh_main_sc_emp_empire	wh_dlc05_sc_wef_wood_elves
0		1	1	wh_main_sc_emp_empire	wh_main_sc_brt_bretonnia
-60		1	1	wh_main_sc_emp_empire	wh_main_sc_chs_chaos
0		1	1	wh_main_sc_emp_empire	wh_main_sc_dwf_dwarfs
0		1	1	wh_main_sc_emp_empire	wh_main_sc_emp_empire
-40		1	1	wh_main_sc_emp_empire	wh_main_sc_grn_greenskins
-40		1	1	wh_main_sc_emp_empire	wh_main_sc_grn_savage_orcs
0		1	1	wh_main_sc_emp_empire	wh_main_sc_ksl_kislev
-40		1	1	wh_main_sc_emp_empire	wh_main_sc_nor_norsca
0		1	1	wh_main_sc_emp_empire	wh_main_sc_teb_teb
-15		1	1	wh_main_sc_emp_empire	wh_main_sc_vmp_vampire_counts
-10		1	1	wh_main_sc_grn_greenskins	wh2_main_sc_def_dark_elves
-60		1	1	wh_main_sc_grn_greenskins	wh2_main_sc_hef_high_elves
-40		1	1	wh_main_sc_grn_greenskins	wh2_main_sc_lzd_lizardmen
-30		1	1	wh_main_sc_grn_greenskins	wh2_main_sc_skv_skaven
-40		1	1	wh_main_sc_grn_greenskins	wh_dlc03_sc_bst_beastmen
-40		1	1	wh_main_sc_grn_greenskins	wh_dlc05_sc_wef_wood_elves
-40		1	1	wh_main_sc_grn_greenskins	wh_main_sc_brt_bretonnia
-40		1	1	wh_main_sc_grn_greenskins	wh_main_sc_chs_chaos
-60		1	1	wh_main_sc_grn_greenskins	wh_main_sc_dwf_dwarfs
-40		1	1	wh_main_sc_grn_greenskins	wh_main_sc_emp_empire
0		1	1	wh_main_sc_grn_greenskins	wh_main_sc_grn_greenskins
0		1	1	wh_main_sc_grn_greenskins	wh_main_sc_grn_savage_orcs
-40		1	1	wh_main_sc_grn_greenskins	wh_main_sc_ksl_kislev
-30		1	1	wh_main_sc_grn_greenskins	wh_main_sc_nor_norsca
-40		1	1	wh_main_sc_grn_greenskins	wh_main_sc_teb_teb
-30		1	1	wh_main_sc_grn_greenskins	wh_main_sc_vmp_vampire_counts
-10		1	1	wh_main_sc_grn_savage_orcs	wh2_main_sc_def_dark_elves
-60		1	1	wh_main_sc_grn_savage_orcs	wh2_main_sc_hef_high_elves
-40		1	1	wh_main_sc_grn_savage_orcs	wh2_main_sc_lzd_lizardmen
-30		1	1	wh_main_sc_grn_savage_orcs	wh2_main_sc_skv_skaven
-40		1	1	wh_main_sc_grn_savage_orcs	wh_dlc03_sc_bst_beastmen
-40		1	1	wh_main_sc_grn_savage_orcs	wh_dlc05_sc_wef_wood_elves
-40		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_brt_bretonnia
-40		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_chs_chaos
-60		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_dwf_dwarfs
-40		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_emp_empire
0		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_grn_greenskins
0		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_grn_savage_orcs
-40		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_ksl_kislev
-30		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_nor_norsca
-40		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_teb_teb
-30		1	1	wh_main_sc_grn_savage_orcs	wh_main_sc_vmp_vampire_counts
-40		1	1	wh_main_sc_ksl_kislev	wh2_main_sc_def_dark_elves
0		1	1	wh_main_sc_ksl_kislev	wh2_main_sc_hef_high_elves
0		1	1	wh_main_sc_ksl_kislev	wh2_main_sc_lzd_lizardmen
-40		1	1	wh_main_sc_ksl_kislev	wh2_main_sc_skv_skaven
-60		1	1	wh_main_sc_ksl_kislev	wh_dlc03_sc_bst_beastmen
-10		1	1	wh_main_sc_ksl_kislev	wh_dlc05_sc_wef_wood_elves
0		1	1	wh_main_sc_ksl_kislev	wh_main_sc_brt_bretonnia
-60		1	1	wh_main_sc_ksl_kislev	wh_main_sc_chs_chaos
0		1	1	wh_main_sc_ksl_kislev	wh_main_sc_dwf_dwarfs
0		1	1	wh_main_sc_ksl_kislev	wh_main_sc_emp_empire
-40		1	1	wh_main_sc_ksl_kislev	wh_main_sc_grn_greenskins
-40		1	1	wh_main_sc_ksl_kislev	wh_main_sc_grn_savage_orcs
0		1	1	wh_main_sc_ksl_kislev	wh_main_sc_ksl_kislev
-40		1	1	wh_main_sc_ksl_kislev	wh_main_sc_nor_norsca
0		1	1	wh_main_sc_ksl_kislev	wh_main_sc_teb_teb
-40		1	1	wh_main_sc_ksl_kislev	wh_main_sc_vmp_vampire_counts
-30		1	1	wh_main_sc_nor_norsca	wh2_main_sc_def_dark_elves
-40		1	1	wh_main_sc_nor_norsca	wh2_main_sc_hef_high_elves
-30		1	1	wh_main_sc_nor_norsca	wh2_main_sc_lzd_lizardmen
-10		1	1	wh_main_sc_nor_norsca	wh2_main_sc_skv_skaven
0		1	1	wh_main_sc_nor_norsca	wh_dlc03_sc_bst_beastmen
-60		1	1	wh_main_sc_nor_norsca	wh_dlc05_sc_wef_wood_elves
-40		1	1	wh_main_sc_nor_norsca	wh_main_sc_brt_bretonnia
-100	main_warhammer	1	1	wh_main_sc_nor_norsca	wh_main_sc_brt_bretonnia
0		1	1	wh_main_sc_nor_norsca	wh_main_sc_chs_chaos
-40		1	1	wh_main_sc_nor_norsca	wh_main_sc_dwf_dwarfs
-40		1	1	wh_main_sc_nor_norsca	wh_main_sc_emp_empire
-30		1	1	wh_main_sc_nor_norsca	wh_main_sc_grn_greenskins
-30		1	1	wh_main_sc_nor_norsca	wh_main_sc_grn_savage_orcs
-40		1	1	wh_main_sc_nor_norsca	wh_main_sc_ksl_kislev
0		1	1	wh_main_sc_nor_norsca	wh_main_sc_nor_norsca
-40		1	1	wh_main_sc_nor_norsca	wh_main_sc_teb_teb
-30		1	1	wh_main_sc_nor_norsca	wh_main_sc_vmp_vampire_counts
-40		1	1	wh_main_sc_teb_teb	wh2_main_sc_def_dark_elves
0		1	1	wh_main_sc_teb_teb	wh2_main_sc_hef_high_elves
0		1	1	wh_main_sc_teb_teb	wh2_main_sc_lzd_lizardmen
-40		1	1	wh_main_sc_teb_teb	wh2_main_sc_skv_skaven
-40		1	1	wh_main_sc_teb_teb	wh_dlc03_sc_bst_beastmen
-10		1	1	wh_main_sc_teb_teb	wh_dlc05_sc_wef_wood_elves
0		1	1	wh_main_sc_teb_teb	wh_main_sc_brt_bretonnia
-40		1	1	wh_main_sc_teb_teb	wh_main_sc_chs_chaos
0		1	1	wh_main_sc_teb_teb	wh_main_sc_dwf_dwarfs
0		1	1	wh_main_sc_teb_teb	wh_main_sc_emp_empire
-40		1	1	wh_main_sc_teb_teb	wh_main_sc_grn_greenskins
-40		1	1	wh_main_sc_teb_teb	wh_main_sc_grn_savage_orcs
0		1	1	wh_main_sc_teb_teb	wh_main_sc_ksl_kislev
-40		1	1	wh_main_sc_teb_teb	wh_main_sc_nor_norsca
0		1	1	wh_main_sc_teb_teb	wh_main_sc_teb_teb
-30		1	1	wh_main_sc_teb_teb	wh_main_sc_vmp_vampire_counts
-30		1	1	wh_main_sc_vmp_vampire_counts	wh2_main_sc_def_dark_elves
-30		1	1	wh_main_sc_vmp_vampire_counts	wh2_main_sc_hef_high_elves
-40		1	1	wh_main_sc_vmp_vampire_counts	wh2_main_sc_lzd_lizardmen
-30		1	1	wh_main_sc_vmp_vampire_counts	wh2_main_sc_skv_skaven
-30		1	1	wh_main_sc_vmp_vampire_counts	wh_dlc03_sc_bst_beastmen
-30		1	1	wh_main_sc_vmp_vampire_counts	wh_dlc05_sc_wef_wood_elves
-15		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_brt_bretonnia
-30		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_chs_chaos
-40		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_dwf_dwarfs
-15		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_emp_empire
-30		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_grn_greenskins
-30		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_grn_savage_orcs
-40		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_ksl_kislev
-40		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_nor_norsca
-30		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_teb_teb
0		1	1	wh_main_sc_vmp_vampire_counts	wh_main_sc_vmp_vampire_counts
