cdir_events_mission_option_junctions_tables
2
id	unknown2	mission_key	option_key	value
1007777496	0	wh2_main_mis_hef_engage_force_army_wef	VAR_OBJECTIVE_ARMIES_ONLY	
1008081139	0	wh2_main_mis_skv_raid_region_wef	VAR_MISSION_LENGTH_MOD_EASY	2.0
10081	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	CND_FACTION	wh_main_chs_chaos
1008162234	0	wh2_main_mis_def_raze_sack_settlement_hef	CND_ROUNDS_UNTIL_NEXT	40
1008486613	0	wh2_main_mis_skv_engage_force_army_bst	CND_FACTION	wh2_main_skv_clan_pestilens
10087	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1008742283	0	wh2_main_mis_lzd_raze_sack_settlement_hef	GEN_CND_DIPLOMACY_AVAILABLE	
1008892002	0	wh2_main_mis_hef_make_alliance_0	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1009037595	0	wh2_main_vortex_narrative_hef_the_fate_of_the_spirit	CND_FACTION	wh2_main_hef_order_of_loremasters
1009179710	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_brt	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1009321097	0	wh2_main_mis_hef_recruit_agent_runesmith	CND_FACTION	wh2_main_hef_order_of_loremasters
1009464787	0	wh2_main_mis_lzd_engage_force_army_grn	CND_FIRST_ROUND	4
10095	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	CND_ROUNDS_UNTIL_NEXT	16
1009633411	0	wh2_main_mis_hef_raze_sack_settlement_emp	GEN_CND_DIPLOMACY_AVAILABLE	
1009667430	0	wh2_main_mis_lzd_engage_force_army_invading_grn	GEN_CND_VISIBLE	
1009741037	0	wh2_main_mis_hef_raze_sack_settlement_dwf	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	15
1009927929	0	wh2_main_mis_skv_engage_force_army_grn	GEN_TARGET_MILITARY_FORCE	
1010031044	0	wh2_main_mis_skv_raid_region_skv	GEN_CND_MAX_REGION_DISTANCE	2
101029234	0	wh2_main_vortex_narrative_def_cities_without_end	VAR_MISSION_LENGTH_MIN	12
10103	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_MAX_REGION_DISTANCE	3
1010390717	0	wh2_main_mis_skv_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1010405665	0	wh2_main_vortex_narrative_skv_arise_under_emperor	VAR_OBJECTIVE_ADDITIVE	
1010570976	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_hef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1010708318	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_dwf	GEN_TARGET_CHARACTER	
101093350	0	wh2_main_mis_skv_declare_war_dwf	CND_FACTION	wh2_main_skv_clan_mors
1011056901	0	wh2_main_mis_skv_engage_force_army_emp	CND_FACTION	wh2_main_skv_clan_mors
10111	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_VISIBLE	
1011247392	0	wh2_main_vortex_narrative_def_pest_infestation	GEN_CND_VISIBLE	
101126914	0	wh2_main_mis_skv_declare_war_dwf	VAR_MISSION_LENGTH_MIN	4
1011310894	0	wh2_main_mis_lzd_capture_regions_vmp	VAR_MISSION_LENGTH_MIN	4
1011338793	0	wh2_main_mis_lzd_engage_force_army_invading_bst	VAR_OBJECTIVE_ARMIES_ONLY	
1011434560	0	wh2_main_mis_def_assassinate_character_agent_dwf	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1011502798	0	wh2_main_vortex_narrative_def_this_one_is_mine	VAR_MISSION_LENGTH_MIN	8
1011506736	0	wh2_main_spawning_capture_x_battle_captives	VAR_MISSION_LENGTH_MIN	20
101157292	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_hef	GEN_CND_WAR	
10117	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_WAR	
1011769085	0	wh2_main_vortex_narrative_skv_an_age_of_ruin	VAR_MISSION_LENGTH_MAX	12
1011782349	0	wh_main_mis_grn_assassinate_character_agent_generic	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
1011966869	0	wh2_main_mis_hef_declare_war_bst	GEN_CND_SUBCULTURE	wh_dlc03_sc_bst_beastmen
1012055586	0	wh2_main_mis_lzd_declare_war_hef	GEN_CND_DIPLOMACY_AVAILABLE	
1012142480	0	wh2_main_mis_lzd_capture_regions_def	VAR_MISSION_LENGTH_MIN	4
10122	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_SUBCULTURE	wh_main_sc_grn_greenskins
1012420618	0	wh2_main_mis_hef_raze_sack_settlement_skv	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1012447806	0	wh2_main_vortex_narrative_lzd_the_slaughter	CND_RITUAL_CHAIN_STAGE_COMPLETED	wh2_main_ritual_vortex_lzd1
1012646055	0	wh2_main_mis_skv_engage_force_army_lzd	GEN_CND_VISIBLE	
101266530	0	wh2_main_mis_def_raid_region_dwf	VAR_MISSION_LENGTH_MIN	4
10127	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_CHARACTER_TYPE	general
1012876066	0	wh2_main_mis_lzd_assassinate_character_agent_wef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
101294991	0	wh2_main_mis_def_capture_regions_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1012983633	0	wh2_main_mis_def_declare_war_bst	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1013284735	0	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_vmp	CND_CAMPAIGN	main_warhammer
10133	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_grn	GEN_CND_MIN_CHARACTER_LEVEL	10
1013307999	0	wh2_main_mis_hef_recruit_unit_land_cavalry	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1013468202	0	wh2_main_mis_hef_assassinate_character_agent_grn	CND_FIRST_ROUND	4
10135	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	CND_CAMPAIGN	main_warhammer
1013617309	0	wh2_main_mis_def_engage_force_army_invading_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	4
1013688524	0	wh2_main_mis_def_engage_force_army_invading_emp	CND_CAMPAIGN	main_warhammer
1013712757	0	wh2_main_mis_lzd_engage_force_army_invading_dwf	VAR_OBJECTIVE_REQUIRES_VICTORY	
1013730291	0	wh2_main_mis_def_capture_regions_grn	CND_FACTION	wh2_main_def_cult_of_pleasure
1013982099	0	wh2_main_mis_lzd_engage_force_army_invading_lzd	GEN_TARGET_MILITARY_FORCE	
10140	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_CHANCE	25
1014141484	0	wh2_main_mis_def_assassinate_character_agent_emp	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_master_engineer_ghost
1014291119	0	wh2_main_vortex_narrative_skv_tool_of_death	CND_NOT_HAS_AGENT	spy
10146	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	CND_FIRST_ROUND	4
1014729343	0	wh2_main_vortex_narrative_def_reptile_nuisance	VAR_MISSION_LENGTH_MIN	8
1014791950	0	wh2_main_vortex_narrative_skv_the_great_ascendancy	CND_UNIQUE	
1014808395	0	wh2_main_mis_lzd_engage_force_army_grn	GEN_TARGET_MILITARY_FORCE	
1014863326	0	wh2_main_mis_skv_engage_force_army_bst	CND_FIRST_ROUND	4
101494270	0	wh2_main_mis_lzd_declare_war_lzd	VAR_MISSION_LENGTH_MOD_EASY	2.0
1015083765	0	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_hef	VAR_MISSION_LENGTH_MAX	8
1015131776	0	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_bst	GEN_CND_VISIBLE	
1015223464	0	wh2_main_vortex_narrative_def_hekartis_texts	CND_MISSION_NOT_ACTIVE	wh2_main_def_morathi_early_game_capture_ritual_settlement
1015270019	0	wh2_main_mis_hef_engage_force_army_invading_dwf	GEN_CND_SUBCULTURE	wh_main_sc_dwf_dwarfs
1015290438	0	wh2_main_mis_hef_assassinate_character_agent_hef	GEN_CND_NOT_AGENT_SUBTYPE	dlc06_dwf_runesmith_ghost
10153	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MIN	4
1015316483	0	wh2_main_mis_hef_assassinate_character_agent_grn	VAR_MISSION_LENGTH_MOD_HARD	1.2
1015428514	0	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_skv	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1015449429	0	wh2_main_mis_lzd_assassinate_character_agent_bst	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
10157	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MAX	8
1015913588	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_hef	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1015928061	0	wh2_main_spawning_search_ruins	VAR_OBJECTIVE_AMOUNT_INT	1
1015932146	0	wh2_main_vortex_narrative_def_beyond_the_watchtowers	VAR_CHANCE	30
10160	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1016056686	0	wh2_main_mis_def_engage_force_army_hef	GEN_TARGET_MILITARY_FORCE	
10165	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1016699478	0	wh2_main_mis_lzd_declare_war_def	GEN_CND_NOT_MILITARY_ALLIED	
10167	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MOD_EASY	2.0
1016716431	0	wh2_main_mis_lzd_capture_regions_hef	GEN_TARGET_REGION	
1016867747	0	wh2_main_mis_lzd_capture_regions_vmp	CND_ROUNDS_UNTIL_NEXT	16
1016879043	0	wh2_main_spawning_raze_or_sack_n_different_settlements_including	CND_FACTION	wh2_main_lzd_last_defenders
1016901523	0	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_emp	CND_FIRST_ROUND	4
101706832	0	wh2_main_mis_hef_raze_sack_settlement_skv	CND_ROUNDS_UNTIL_NEXT	40
1017108771	0	wh2_main_mis_def_raze_sack_settlement_hef	VAR_MISSION_LENGTH_MAX	12
10172	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1017234817	0	wh2_main_spawning_ambush_army	CND_FACTION	wh2_main_lzd_hexoatl
1017278441	0	wh2_main_mis_lzd_eliminate_character_in_battle_faction_leader_lzd	GEN_CND_MAX_REGION_DISTANCE	3
1017312451	0	wh2_main_mis_skv_capture_regions_grn	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
101734458	0	wh2_main_mis_hef_declare_war_bst	CND_CAMPAIGN	main_warhammer
1017762334	0	wh2_main_vortex_narrative_hef_lord_of_the_deeps	VAR_MISSION_LENGTH_MAX	12
101779621	0	wh2_main_mis_def_declare_war_dwf	VAR_MISSION_LENGTH_MOD_HARD	1.2
10179	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MOD_HARD	1.2
1018019628	0	wh2_main_mis_hef_engage_force_army_lzd	GEN_CND_NOT_OWNS	
1018196052	0	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_lzd	CND_FIRST_ROUND	4
1018279587	0	wh2_main_spawning_capture_x_battle_captives	CND_FACTION	wh2_main_lzd_hexoatl
1018282843	0	wh2_main_mis_lzd_engage_force_army_invading_vmp	VAR_MISSION_LENGTH_MAX	8
1018298981	0	wh2_main_mis_skv_engage_force_army_invading_wef	VAR_MISSION_LENGTH_MOD_HARD	1.2
1018422904	0	wh2_main_mis_def_engage_force_army_invading_hef	CND_CAMPAIGN	main_warhammer
10185	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1018576145	0	wh2_main_mis_def_eliminate_character_in_battle_high_rank_def	VAR_MISSION_LENGTH_MAX	8
1018756824	0	wh2_main_mis_skv_eliminate_character_in_battle_high_rank_lzd	VAR_MISSION_LENGTH_MIN	4
1018762170	0	wh2_main_vortex_narrative_hef_scroll_taker	CND_CAMPAIGN	wh2_main_great_vortex
1018926923	0	wh2_main_mis_lzd_recruit_agent_wizard	VAR_MISSION_LENGTH_MOD_EASY	2.0
1019262765	0	wh2_main_mis_hef_capture_regions_hef	CND_ROUNDS_UNTIL_NEXT	16
1019320054	0	wh2_main_mis_def_raid_region_hef	VAR_MISSION_LENGTH_MOD_HARD	1.2
101934034	0	wh2_main_mis_skv_declare_war_emp	GEN_CND_FACTION_NEIGHBOURS	
10194	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	GEN_TARGET_CHARACTER	
10196	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	CND_FACTION	wh_main_chs_chaos
101970451	0	wh2_main_mis_def_capture_regions_emp	VAR_MISSION_LENGTH_MOD_EASY	2.0
1019817245	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_bst	GEN_CND_VISIBLE	
10199	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1019979633	0	wh2_main_mis_def_eliminate_character_in_battle_faction_leader_skv	VAR_MISSION_LENGTH_MOD_HARD	1.2
10201	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	CND_ROUNDS_UNTIL_NEXT	16
102012073	0	wh2_main_mis_skv_eliminate_character_in_battle_faction_leader_chs	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1020269664	0	wh2_main_mis_hef_declare_war_def	CND_FIRST_ROUND	4
10204	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	GEN_CND_MAX_REGION_DISTANCE	3
1020461820	0	wh2_main_mis_skv_recruit_unit_land_infantry_melee	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1020469872	0	wh2_main_mis_def_engage_force_army_invading_skv	VAR_OBJECTIVE_REQUIRES_VICTORY	
1020653055	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_wef	CND_FACTION	wh2_main_hef_eataine
1020851848	0	wh2_main_mis_skv_assassinate_character_agent_emp	GEN_CND_SUBCULTURE	wh_main_sc_emp_empire
1020914655	0	wh2_main_mis_hef_recruit_agent_runesmith	CND_NOT_HAS_AGENT	runesmith
1020970073	0	wh2_main_mis_skv_engage_force_army_lzd	CND_FACTION	wh2_main_skv_clan_mors
10211	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	GEN_CND_VISIBLE	
1021210858	0	wh2_main_mis_skv_engage_force_army_chs	GEN_CND_NOT_OWNS	
10215	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	GEN_CND_WAR	
1021651077	0	wh2_main_mis_def_capture_regions_def	VAR_MISSION_LENGTH_MIN	4
1021903697	0	wh2_main_mis_hef_engage_force_army_def	VAR_MISSION_LENGTH_MOD_HARD	1.2
1022056522	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_chs	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1022117759	0	wh2_main_vortex_narrative_lzd_construction	GEN_TARGET_NONE	
10222	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	GEN_CND_SUBCULTURE	wh_main_sc_vmp_vampire_counts
10223	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	GEN_CND_CHARACTER_TYPE	general
1022371631	0	wh2_main_mis_hef_assassinate_character_agent_hef	CND_FACTION	wh2_main_hef_eataine
10224	0	wh_main_mis_chs_eliminate_character_in_battle_high_rank_vmp	GEN_CND_MIN_CHARACTER_LEVEL	10
1022517239	0	wh2_main_mis_def_engage_force_army_lzd	VAR_MISSION_LENGTH_MOD_EASY	2.0
1022556031	0	wh2_main_mis_lzd_recruit_agent_champion	CND_FACTION	wh2_main_lzd_hexoatl
1022630370	0	wh2_main_mis_lzd_engage_force_army_invading_dwf	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	4
102270000	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_vmp	VAR_MISSION_LENGTH_MIN	4
1022802016	0	wh2_main_mis_hef_assassinate_character_agent_hef	CND_CAMPAIGN	main_warhammer
1022895761	0	wh2_main_mis_skv_declare_war_chs	VAR_MISSION_LENGTH_MAX	8
1022970548	0	wh2_main_mis_skv_recruit_unit_land_infantry_ranged	CND_FACTION	wh2_main_skv_clan_pestilens
1023054534	0	wh2_main_mis_lzd_capture_regions_skv	GEN_CND_NOT_OWNS	
1023107634	0	wh2_main_vortex_narrative_hef_alliance_of_order	GEN_CND_DIPLOMACY_AVAILABLE	
1023134781	0	wh2_main_mis_hef_engage_force_army_lzd	CND_FACTION	wh2_main_hef_eataine
1023153072	0	wh2_main_mis_def_capture_regions_hef	VAR_MISSION_LENGTH_MIN	4
1023178396	0	wh2_main_mis_skv_assassinate_character_agent_brt	CND_CAMPAIGN	main_warhammer
1023211242	0	wh2_main_mis_def_assassinate_character_agent_brt	VAR_MISSION_LENGTH_ADDITIONAL_MAX	2
1023775925	0	wh2_main_mis_def_engage_force_army_skv	GEN_CND_WAR	
1023791381	0	wh_main_mis_chs_assassinate_character_agent_dwf	GEN_CND_NOT_AGENT_SUBTYPE	dlc07_brt_green_knight
1024049884	0	wh2_main_mis_lzd_engage_force_army_grn	CND_FACTION	wh2_main_lzd_hexoatl
1024226988	0	wh2_main_vortex_narrative_lzd_the_next_spawning	GEN_TARGET_NONE	
10243594	0	wh2_main_vortex_narrative_hef_alliance_of_order	VAR_MISSION_LENGTH_MAX	12
1024440072	0	wh2_main_mis_skv_raid_region_hef	GEN_CND_MAX_REGION_DISTANCE	2
1024646215	0	wh2_main_mis_lzd_engage_force_army_grn	VAR_MISSION_LENGTH_MOD_VERY_HARD	1.0
1024721281	0	wh2_main_mis_hef_assassinate_character_agent_lzd	CND_CAMPAIGN	main_warhammer
1024898990	0	wh2_main_mis_def_declare_war_chs	GEN_CND_SUBCULTURE	wh_main_sc_nor_norsca
1025100748	0	wh2_main_mis_hef_engage_force_army_invading_vmp	CND_CAMPAIGN	main_warhammer
1025182389	0	wh2_main_mis_def_assassinate_character_agent_skv	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1025450827	0	wh2_main_mis_lzd_recruit_agent_champion	CND_NOT_HAS_AGENT	champion
1025846216	0	wh2_main_mis_def_raze_sack_settlement_lzd	VAR_MISSION_LENGTH_ADDITIONAL_MAX	4
1026217280	0	wh2_main_mis_def_raze_sack_settlement_def	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1026364815	0	wh2_main_mis_hef_engage_force_army_invading_dwf	VAR_MISSION_LENGTH_MIN	4
1026854577	0	wh2_main_mis_lzd_engage_force_army_invading_bst	GEN_CND_SUBCULTURE	wh_dlc03_sc_bst_beastmen
1026886344	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_dwf	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1026926141	0	wh2_main_mis_lzd_capture_regions_vmp	GEN_CND_REGION_NEIGHBOURS	
1026996447	0	wh2_main_vortex_narrative_hef_scroll_taker	CND_FACTION	wh2_main_hef_eataine
1027336977	0	wh2_main_mis_def_raid_region_wef	CND_MISSION_TYPE_ROUNDS_UNTIL_NEXT	8
1027373214	0	wh2_main_mis_lzd_raze_sack_settlement_grn	CND_FIRST_ROUND	4
102752300	0	wh2_main_mis_def_engage_force_army_chs	VAR_CHANCE	25
1027546845	0	wh2_main_mis_hef_engage_force_army_invading_lzd	GEN_CND_OWNS	
1027685077	0	wh2_main_mis_lzd_eliminate_character_in_battle_high_rank_chs	VAR_MISSION_LENGTH_MOD_HARD	1.2
1027739842	0	wh2_main_mis_hef_recruit_agent_runesmith	CND_FIRST_ROUND	4
1028066217	0	wh2_main_mis_lzd_declare_war_dwf	VAR_MISSION_LENGTH_MOD_NORMAL	1.5
1028077134	0	wh2_main_mis_skv_declare_war_grn	VAR_MISSION_LENGTH_ADDITIONAL_MIN	0
1028121589	0	wh2_main_mis_hef_eliminate_character_in_battle_faction_leader_skv	VAR_MISSION_LENGTH_MOD_HARD	1.2
