audio_battle_environment_loops_tables
2
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11
False	Battle_Environment_Element_Wind_Dark_Elves_Beach_Play	Battle_Environment_Element_Wind_Dark_Elves_Beach_Stop	Battle_Wind_Intensity		dark_elves_beach_wind	100	True	166	False	False	True
True	Battle_Environment_Dark_Elves_Cold_Forest_Play	Battle_Environment_Dark_Elves_Cold_Forest_Stop	Generic_Forest_Percentage		dark_elves_cold_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Dark_Elves_Cold_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Cold_Stop	Generic_Water_Percentage		dark_elves_cold_lake	100	False	1	False	False	False
True	Battle_Environment_Dark_Elves_Cold_Primary_Play	Battle_Environment_Dark_Elves_Cold_Primary_Stop			dark_elves_cold_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Dark_Elves_Cold_Play	Battle_Environment_Element_Wind_Dark_Elves_Cold_Stop	Battle_Wind_Intensity		dark_elves_cold_wind	100	True	166	False	False	True
True	Battle_Environment_Dark_Elves_Desert_Forest_Play	Battle_Environment_Dark_Elves_Desert_Forest_Stop	Generic_Forest_Percentage		dark_elves_desert_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Dark_Elves_Desert_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Desert_Stop	Generic_Water_Percentage		dark_elves_desert_lake	100	False	1	False	False	False
True	Battle_Environment_Dark_Elves_Desert_Primary_Play	Battle_Environment_Dark_Elves_Desert_Primary_Stop			dark_elves_desert_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Dark_Elves_Desert_Play	Battle_Environment_Element_Wind_Dark_Elves_Desert_Stop	Battle_Wind_Intensity		dark_elves_desert_wind	100	True	166	False	False	True
True	Battle_Environment_Dark_Elves_Hills_Forest_Play	Battle_Environment_Dark_Elves_Hills_Forest_Stop	Generic_Forest_Percentage		dark_elves_hills_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Dark_Elves_Hills_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Hills_Stop	Generic_Water_Percentage		dark_elves_hills_lake	100	False	1	False	False	False
True	Battle_Environment_Dark_Elves_Hills_Primary_Play	Battle_Environment_Dark_Elves_Hills_Primary_Stop			dark_elves_hills_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Dark_Elves_Hills_Play	Battle_Environment_Element_Wind_Dark_Elves_Hills_Stop	Battle_Wind_Intensity		dark_elves_hills_wind	100	True	166	False	False	True
True	Battle_Environment_Dark_Elves_Marsh_Forest_Play	Battle_Environment_Dark_Elves_Marsh_Forest_Stop	Generic_Forest_Percentage		dark_elves_marsh_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Dark_Elves_Marsh_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Marsh_Stop	Generic_Water_Percentage		dark_elves_marsh_lake	100	False	1	False	False	False
True	Battle_Environment_Dark_Elves_Marsh_Primary_Play	Battle_Environment_Dark_Elves_Marsh_Primary_Stop			dark_elves_marsh_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Dark_Elves_Marsh_Play	Battle_Environment_Element_Wind_Dark_Elves_Marsh_Stop	Battle_Wind_Intensity		dark_elves_marsh_wind	100	True	166	False	False	True
True	Battle_Environment_Dark_Elves_Volcanic_Forest_Play	Battle_Environment_Dark_Elves_Volcanic_Forest_Stop	Generic_Forest_Percentage		dark_elves_volcanic_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Dark_Elves_Volcanic_Play	Battle_Environment_Element_Water_Lake_Dark_Elves_Volcanic_Stop	Generic_Water_Percentage		dark_elves_volcanic_lake	100	False	1	False	False	False
True	Battle_Environment_Dark_Elves_Volcanic_Primary_Play	Battle_Environment_Dark_Elves_Volcanic_Primary_Stop			dark_elves_volcanic_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Dark_Elves_Volcanic_Play	Battle_Environment_Element_Wind_Dark_Elves_Volcanic_Stop	Battle_Wind_Intensity		dark_elves_volcanic_wind	100	True	166	False	False	True
True	Battle_Environment_Dwarf_Ambience_Play	Battle_Environment_Dwarf_Ambience_Stop			dwarf_ambience	100	False	1	False	False	False
True	Battle_Environment_Dwarf_Forest_Play	Battle_Environment_Dwarf_Forest_Stop	Generic_Forest_Percentage		dwarf_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Dwarf_Play	Battle_Environment_Element_Water_Lake_Dwarf_Stop	Generic_Water_Percentage		dwarf_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Dwarf_Play	Battle_Environment_Element_Wind_Dwarf_Stop	Battle_Wind_Intensity		dwarf_wind	100	True	166	False	False	True
True	Battle_Environment_Empire_Ambience_Play	Battle_Environment_Empire_Ambience_Stop			empire_ambience	100	False	1	False	False	False
False	Battle_Environment_Empire_Forest_Play	Battle_Environment_Empire_Forest_Stop	Generic_Forest_Percentage		empire_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Empire_Play	Battle_Environment_Element_Water_Lake_Empire_Stop	Generic_Water_Percentage		empire_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Water_River_Play	Battle_Environment_Element_Water_River_Stop	Generic_Water_Percentage		generic_river	100	False	1	False	False	False
False	Battle_Environment_Element_Water_Sea_Play	Battle_Environment_Element_Water_Sea_Stop	Generic_Water_Percentage		generic_sea	180	False	1	False	False	False
False	Battle_Environment_Element_Wind_Generic_Play	Battle_Environment_Element_Wind_Generic_Stop	Battle_Wind_Intensity		generic_wind	100	True	166	False	False	True
True	Battle_Environment_Greenskin_Ambience_Play	Battle_Environment_Greenskin_Ambience_Stop			greenskin_ambience	100	False	1	False	False	False
True	Battle_Environment_Greenskin_Forest_Play	Battle_Environment_Greenskin_Forest_Stop	Generic_Forest_Percentage		greenskin_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Greenskins_Play	Battle_Environment_Element_Water_Lake_Greenskins_Stop	Generic_Water_Percentage		greenskin_lake	100	False	1	False	False	False
True	Battle_Environment_High_Elves_Beach_Forest_Play	Battle_Environment_High_Elves_Beach_Forest_Stop	Generic_Forest_Percentage		high_elves_beach_forest	150	False	1	False	False	False
True	Battle_Environment_High_Elves_Beach_Primary_Play	Battle_Environment_High_Elves_Beach_Primary_Stop			high_elves_beach_primary	100	False	1	False	False	False
True	Battle_Environment_High_Elves_Beach_Secondary_Play	Battle_Environment_High_Elves_Beach_Secondary_Stop			high_elves_beach_secondary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_High_Elves_Beach_Play	Battle_Environment_Element_Wind_High_Elves_Beach_Stop	Battle_Wind_Intensity		high_elves_beach_wind	100	True	166	False	False	True
True	Battle_Environment_High_Elves_Hills_Forest_Play	Battle_Environment_High_Elves_Hills_Forest_Stop	Generic_Forest_Percentage		high_elves_hills_forest	150	False	1	False	False	False
True	Battle_Environment_High_Elves_Hills_Primary_Play	Battle_Environment_High_Elves_Hills_Primary_Stop			high_elves_hills_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_High_Elves_Hills_Play	Battle_Environment_Element_Wind_High_Elves_Hills_Stop	Battle_Wind_Intensity		high_elves_hills_wind	100	True	166	False	False	True
False	Battle_Environment_Element_Water_Lake_High_Elves_Play	Battle_Environment_Element_Water_Lake_High_Elves_Stop	Generic_Water_Percentage		high_elves_lake	100	False	1	False	False	False
True	Battle_Environment_Lizardmen_Jungle_Forest_Play	Battle_Environment_Lizardmen_Jungle_Forest_Stop	Generic_Forest_Percentage		lizardmen_jungle_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Lizardmen_Jungle_Play	Battle_Environment_Element_Water_Lake_Lizardmen_Jungle_Stop	Generic_Water_Percentage		lizardmen_jungle_lake	100	False	1	False	False	False
True	Battle_Environment_Lizardmen_Jungle_Primary_Play	Battle_Environment_Lizardmen_Jungle_Primary_Stop			lizardmen_jungle_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Lizardmen_Jungle_Play	Battle_Environment_Element_Wind_Lizardmen_Jungle_Stop	Battle_Wind_Intensity		lizardmen_jungle_wind	100	True	166	False	False	True
True	Battle_Environment_Lizardmen_Mountain_Forest_Play	Battle_Environment_Lizardmen_Mountain_Forest_Stop	Generic_Forest_Percentage		lizardmen_mountain_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Lizardmen_Mountain_Play	Battle_Environment_Element_Water_Lake_Lizardmen_Mountain_Stop	Generic_Water_Percentage		lizardmen_mountain_lake	100	False	1	False	False	False
True	Battle_Environment_Lizardmen_Mountain_Primary_Play	Battle_Environment_Lizardmen_Mountain_Primary_Stop			lizardmen_mountain_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Lizardmen_Mountain_Play	Battle_Environment_Element_Wind_Lizardmen_Mountain_Stop	Battle_Wind_Intensity		lizardmen_mountain_wind	100	True	166	False	False	True
True	Battle_Environment_Lizardmen_QB_Fallen_Gates_Primary_Play	Battle_Environment_Lizardmen_QB_Fallen_Gates_Primary_Stop			lizardmen_qb_fallen_gates_primary	100	False	1	False	False	False
True	Battle_Environment_Lizardmen_Swamp_Forest_Play	Battle_Environment_Lizardmen_Swamp_Forest_Stop	Generic_Forest_Percentage		lizardmen_swamp_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Lizardmen_Swamp_Play	Battle_Environment_Element_Water_Lake_Lizardmen_Swamp_Stop	Generic_Water_Percentage		lizardmen_swamp_lake	100	False	1	False	False	False
True	Battle_Environment_Lizardmen_Swamp_Primary_Play	Battle_Environment_Lizardmen_Swamp_Primary_Stop			lizardmen_swamp_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Lizardmen_Swamp_Play	Battle_Environment_Element_Wind_Lizardmen_Swamp_Stop	Battle_Wind_Intensity		lizardmen_swamp_wind	100	True	166	False	False	True
True	Battle_Environment_Nordic_Ambience_Play	Battle_Environment_Nordic_Ambience_Stop			nordic_ambience	100	False	1	False	False	False
True	Battle_Environment_Nordic_Forest_Play	Battle_Environment_Nordic_Forest_Stop	Generic_Forest_Percentage		nordic_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Nordic_Play	Battle_Environment_Element_Water_Lake_Nordic_Stop	Generic_Water_Percentage		nordic_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Nordic_Play	Battle_Environment_Element_Wind_Nordic_Stop	Battle_Wind_Intensity		nordic_wind	100	True	166	False	False	True
True	Battle_Environment_Skaven_Cavern_Forest_Play	Battle_Environment_Skaven_Cavern_Forest_Stop	Generic_Forest_Percentage		skaven_cavern_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Skaven_Cavern_Play	Battle_Environment_Element_Water_Lake_Skaven_Cavern_Stop	Generic_Water_Percentage		skaven_cavern_lake	100	False	1	False	False	False
True	Battle_Environment_Skaven_Cavern_Primary_Play	Battle_Environment_Skaven_Cavern_Primary_Stop			skaven_cavern_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Skaven_Cavern_Play	Battle_Environment_Element_Wind_Skaven_Cavern_Stop	Battle_Wind_Intensity		skaven_cavern_wind	100	True	166	False	False	True
True	Battle_Environment_Skaven_Desert_Forest_Play	Battle_Environment_Skaven_Desert_Forest_Stop	Generic_Forest_Percentage		skaven_desert_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Skaven_Desert_Play	Battle_Environment_Element_Water_Lake_Skaven_Desert_Stop	Generic_Water_Percentage		skaven_desert_lake	100	False	1	False	False	False
True	Battle_Environment_Skaven_Desert_Primary_Play	Battle_Environment_Skaven_Desert_Primary_Stop			skaven_desert_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Skaven_Desert_Play	Battle_Environment_Element_Wind_Skaven_Desert_Stop	Battle_Wind_Intensity		skaven_desert_wind	100	True	166	False	False	True
True	Battle_Environment_Skaven_Marsh_Forest_Play	Battle_Environment_Skaven_Marsh_Forest_Stop	Generic_Forest_Percentage		skaven_marsh_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Skaven_Marsh_Play	Battle_Environment_Element_Water_Lake_Skaven_Marsh_Stop	Generic_Water_Percentage		skaven_marsh_lake	100	False	1	False	False	False
True	Battle_Environment_Skaven_Marsh_Primary_Play	Battle_Environment_Skaven_Marsh_Primary_Stop			skaven_marsh_primary	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Skaven_Marsh_Play	Battle_Environment_Element_Wind_Skaven_Marsh_Stop	Battle_Wind_Intensity		skaven_marsh_wind	100	True	166	False	False	True
True	Battle_Environment_Vampire_Ambience_Play	Battle_Environment_Vampire_Ambience_Stop			vampire_ambience	100	False	1	False	False	False
True	Battle_Environment_Vampire_Forest_Play	Battle_Environment_Vampire_Forest_Stop	Generic_Forest_Percentage		vampire_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Vampire_Play	Battle_Environment_Element_Water_Lake_Vampire_Stop	Generic_Water_Percentage		vampire_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Vampire_Play	Battle_Environment_Element_Wind_Vampire_Stop	Battle_Wind_Intensity		vampire_wind	100	True	166	False	False	True
False	Battle_Environment_Element_Rain_Heavy_Play	Battle_Environment_Element_Rain_Heavy_Stop	Battle_Rain_Intensity		weather_rain_heavy	100	False	1	False	False	False
False	Battle_Environment_Element_Rain_Heavy_On_Tree_Tops_Play	Battle_Environment_Element_Rain_Heavy_On_Tree_Tops_Stop	Generic_Forest_Percentage		weather_rain_heavy_on_trees	150	False	1	False	False	False
False	Battle_Environment_Element_Rain_Light_Play	Battle_Environment_Element_Rain_Light_Stop	Battle_Rain_Intensity		weather_rain_light	100	False	1	False	False	False
False	Battle_Environment_Element_Rain_Light_On_Tree_Tops_Play	Battle_Environment_Element_Rain_Light_On_Tree_Tops_Stop	Generic_Forest_Percentage		weather_rain_light_on_trees	150	False	1	False	False	False
False	Battle_Environment_Element_Rain_Medium_Play	Battle_Environment_Element_Rain_Medium_Stop	Battle_Rain_Intensity		weather_rain_medium	100	False	1	False	False	False
False	Battle_Environment_Element_Rain_Medium_On_Tree_Tops_Play	Battle_Environment_Element_Rain_Medium_On_Tree_Tops_Stop	Generic_Forest_Percentage		weather_rain_medium_on_trees	150	False	1	False	False	False
True	Battle_Environment_Woodelves_Autumn_Ambience_Play	Battle_Environment_Woodelves_Autumn_Ambience_Stop			wood_elves_autumn_ambience	100	False	1	False	False	False
True	Battle_Environment_Woodelves_Autumn_Forest_Play	Battle_Environment_Woodelves_Autumn_Forest_Stop	Generic_Forest_Percentage		wood_elves_autumn_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Wood_Elves_Autumn_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Autumn_Stop	Generic_Water_Percentage		wood_elves_autumn_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Wood_Elves_Autumn_Play	Battle_Environment_Element_Wind_Wood_Elves_Autumn_Stop	Battle_Wind_Intensity		wood_elves_autumn_wind	100	True	166	False	False	True
True	Battle_Environment_Woodelves_Generic_Ambience_Play	Battle_Environment_Woodelves_Generic_Ambience_Stop			wood_elves_generic_ambience	100	False	1	False	False	False
True	Battle_Environment_Woodelves_Generic_Forest_Play	Battle_Environment_Woodelves_Generic_Forest_Stop	Generic_Forest_Percentage		wood_elves_generic_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Wood_Elves_Generic_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Generic_Stop	Generic_Water_Percentage		wood_elves_generic_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Wood_Elves_Generic_Play	Battle_Environment_Element_Wind_Wood_Elves_Generic_Stop	Battle_Wind_Intensity		wood_elves_generic_wind	100	True	166	False	False	True
True	Battle_Environment_Woodelves_Night_Ambience_Play	Battle_Environment_Woodelves_Night_Ambience_Stop			wood_elves_night_ambience	100	False	1	False	False	False
True	Battle_Environment_Woodelves_Night_Forest_Play	Battle_Environment_Woodelves_Night_Forest_Stop	Generic_Forest_Percentage		wood_elves_night_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Wood_Elves_Night_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Night_Stop	Generic_Water_Percentage		wood_elves_night_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Wood_Elves_Night_Play	Battle_Environment_Element_Wind_Wood_Elves_Night_Stop	Battle_Wind_Intensity		wood_elves_night_wind	100	True	166	False	False	True
True	Battle_Environment_Woodelves_Winter_Ambience_Play	Battle_Environment_Woodelves_Winter_Ambience_Stop			wood_elves_winter_ambience	100	False	1	False	False	False
True	Battle_Environment_Woodelves_Winter_Forest_Play	Battle_Environment_Woodelves_Winter_Forest_Stop	Generic_Forest_Percentage		wood_elves_winter_forest	150	False	1	False	False	False
False	Battle_Environment_Element_Water_Lake_Wood_Elves_Winter_Play	Battle_Environment_Element_Water_Lake_Wood_Elves_Winter_Stop	Generic_Water_Percentage		wood_elves_winter_lake	100	False	1	False	False	False
False	Battle_Environment_Element_Wind_Wood_Elves_Winter_Play	Battle_Environment_Element_Wind_Wood_Elves_Winter_Stop	Battle_Wind_Intensity		wood_elves_winter_wind	100	True	166	False	False	True
