cdir_military_generator_unit_qualities_tables
1
group_key	quality	unit_key
Default_land_cavalry_melee	5	wh_dlc03_bst_inf_chaos_warhounds_1
Default_land_cavalry_melee	5	wh_dlc03_bst_inf_razorgor_herd_0
Default_land_cavalry_melee	10	wh_dlc04_emp_cav_knights_blazing_sun_0
Default_land_cavalry_melee	10	wh_dlc04_emp_cav_royal_altdorf_gryphites_0
Default_land_cavalry_melee	10	wh_dlc04_emp_cav_zintlers_reiksguard_0
Default_land_cavalry_melee	10	wh_dlc04_vmp_cav_chillgheists_0
Default_land_cavalry_melee	10	wh_dlc04_vmp_cav_vereks_reavers_0
Default_land_cavalry_melee	10	wh_dlc04_vmp_mon_direpack_0
Default_land_cavalry_melee	1	wh_dlc05_wef_cav_sisters_thorn_0
Default_land_cavalry_melee	5	wh_dlc05_wef_cav_wild_riders_0
Default_land_cavalry_melee	5	wh_dlc05_wef_cav_wild_riders_1
Default_land_cavalry_melee	10	wh_dlc06_grn_cav_broken_tusks_mob_0
Default_land_cavalry_melee	10	wh_dlc06_grn_cav_durkits_squigs_0
Default_land_cavalry_melee	10	wh_dlc06_grn_cav_moon_howlers_0
Default_land_cavalry_melee	1	wh_dlc06_grn_cav_squig_hoppers_0
Default_land_cavalry_melee	1	wh_dlc06_grn_inf_squig_herd_0
elite	20	wh_dlc07_brt_cav_grail_guardians_0
Default_land_cavalry_melee	1	wh_dlc07_brt_cav_knights_errant_0
Default_land_cavalry_melee	10	wh_dlc07_brt_cav_questing_knights_0
elite	10	wh_main_brt_cav_grail_knights
Default_land_cavalry_melee	1	wh_main_brt_cav_knights_of_the_realm
Default_land_cavalry_melee	1	wh_main_brt_cav_mounted_yeomen_0
Default_land_cavalry_melee	5	wh_main_chs_cav_chaos_knights_0
Default_land_cavalry_melee	5	wh_main_chs_cav_chaos_knights_1
Default_land_cavalry_melee	1	wh_main_chs_cav_marauder_horsemen_0
elite	5	wh_main_emp_cav_demigryph_knights_0
elite	5	wh_main_emp_cav_demigryph_knights_1
Default_land_cavalry_melee	5	wh_main_emp_cav_empire_knights
Default_land_cavalry_melee	10	wh_main_emp_cav_reiksguard
Default_land_cavalry_melee	1	wh_main_grn_cav_forest_goblin_spider_riders_0
Default_land_cavalry_melee	1	wh_main_grn_cav_goblin_wolf_riders_0
Default_land_cavalry_melee	5	wh_main_grn_cav_orc_boar_boy_big_uns
Default_land_cavalry_melee	2	wh_main_grn_cav_orc_boar_boyz
Default_land_cavalry_melee	5	wh_main_grn_cav_savage_orc_boar_boy_big_uns
Default_land_cavalry_melee	2	wh_main_grn_cav_savage_orc_boar_boyz
Default_land_cavalry_melee	1	wh_main_nor_cav_chaos_chariot
Default_land_cavalry_melee	5	wh_main_vmp_cav_black_knights_0
Default_land_cavalry_melee	5	wh_main_vmp_cav_black_knights_3
Default_land_cavalry_melee	5	wh_main_vmp_cav_hexwraiths
Default_land_cavalry_melee	1	wh_main_vmp_mon_dire_wolves
Default_land_cavalry_missile	1	wh2_main_hef_cav_ellyrian_reavers_1
Default_land_cavalry_missile	1	wh2_main_hef_cav_tiranoc_chariot
Default_land_cavalry_missile	1	wh_dlc05_wef_cav_glade_riders_0
Default_land_cavalry_missile	1	wh_dlc05_wef_cav_glade_riders_1
Default_land_cavalry_missile	5	wh_dlc05_wef_cav_hawk_riders_0
Default_land_cavalry_missile	1	wh_dlc06_chs_cav_marauder_horsemasters_0
Default_land_cavalry_missile	10	wh_dlc06_grn_cav_deff_creepers_0
Default_land_cavalry_missile	10	wh_dlc06_grn_cav_mogrubbs_marauders_0
Default_land_cavalry_missile	1	wh_dlc06_grn_cav_teef_robbers_0
Default_land_cavalry_missile	1	wh_main_chs_cav_marauder_horsemen_0
Default_land_cavalry_missile	1	wh_main_chs_cav_marauder_horsemen_1
Default_land_cavalry_missile	1	wh_main_grn_cav_forest_goblin_spider_riders_1
Default_land_cavalry_missile	1	wh_main_grn_cav_goblin_wolf_riders_1
Default_land_cavalry_shock	5	wh_dlc02_vmp_cav_blood_knights_0
Default_land_cavalry_shock	1	wh_dlc03_bst_inf_centigors_0
Default_land_cavalry_shock	5	wh_dlc03_bst_inf_centigors_1
Default_land_cavalry_shock	10	wh_dlc03_bst_inf_centigors_2
Default_land_command	5	wh2_main_def_cha_dreadlord_0
Default_land_command	5	wh2_main_def_cha_dreadlord_1
Default_land_command	5	wh2_main_def_cha_dreadlord_2
Default_land_command	5	wh2_main_def_cha_dreadlord_4
Default_land_command	5	wh2_main_def_cha_dreadlord_5
Default_land_command	5	wh2_main_def_cha_dreadlord_female_0
Default_land_command	5	wh2_main_def_cha_dreadlord_female_1
Default_land_command	5	wh2_main_def_cha_dreadlord_female_2
Default_land_command	5	wh2_main_def_cha_dreadlord_female_4
Default_land_command	5	wh2_main_def_cha_dreadlord_female_5
Default_land_command	5	wh2_main_def_cha_malekith_0
Default_land_command	5	wh2_main_def_cha_malekith_1
Default_land_command	5	wh2_main_def_cha_malekith_2
Default_land_command	5	wh2_main_def_cha_malekith_3
Default_land_command	5	wh2_main_def_cha_morathi_0
Default_land_command	5	wh2_main_def_cha_morathi_1
Default_land_command	5	wh2_main_hef_cha_prince_0
Default_land_command	5	wh2_main_hef_cha_prince_2
Default_land_command	5	wh2_main_hef_cha_prince_3
Default_land_command	5	wh2_main_hef_cha_prince_4
Default_land_command	5	wh2_main_hef_cha_prince_5
Default_land_command	5	wh2_main_hef_cha_princess_0
Default_land_command	5	wh2_main_hef_cha_princess_1
Default_land_command	5	wh2_main_hef_cha_princess_3
Default_land_command	5	wh2_main_hef_cha_princess_4
Default_land_command	5	wh2_main_hef_cha_princess_5
Default_land_command	5	wh2_main_hef_cha_teclis_0
Default_land_command	5	wh2_main_hef_cha_teclis_1
Default_land_command	5	wh2_main_hef_cha_tyrion_0
Default_land_command	5	wh2_main_hef_cha_tyrion_1
Default_land_command	5	wh2_main_lzd_cha_kroq_gar_0
Default_land_command	5	wh2_main_lzd_cha_kroq_gar_1
Default_land_command	5	wh2_main_lzd_cha_kroq_gar_2
Default_land_command	5	wh2_main_lzd_cha_kroq_gar_3
Default_land_command	5	wh2_main_lzd_cha_lord_mazdamundi_0
Default_land_command	5	wh2_main_lzd_cha_lord_mazdamundi_1
Default_land_command	5	wh2_main_lzd_cha_saurus_old_blood_0
Default_land_command	5	wh2_main_lzd_cha_saurus_old_blood_1
Default_land_command	5	wh2_main_lzd_cha_saurus_old_blood_2
Default_land_command	5	wh2_main_lzd_cha_slann_mage_priest_campaign_0
Default_land_command	5	wh2_main_lzd_cha_slann_mage_priest_heavens_0
Default_land_command	5	wh2_main_lzd_cha_slann_mage_priest_high_0
Default_land_command	5	wh2_main_lzd_cha_slann_mage_priest_light_0
Default_land_command	5	wh2_main_skv_cha_grey_seer_plague_0
Default_land_command	5	wh2_main_skv_cha_grey_seer_plague_1
Default_land_command	5	wh2_main_skv_cha_grey_seer_ruin_0
Default_land_command	5	wh2_main_skv_cha_grey_seer_ruin_1
Default_land_command	5	wh2_main_skv_cha_lord_skrolk
Default_land_command	5	wh2_main_skv_cha_queek_headtaker
Default_land_command	5	wh2_main_skv_cha_warlord_0
Default_land_command	5	wh2_main_skv_cha_warlord_1
Default_land_command	5	wh_dlc01_chs_cha_chaos_lord_10
Default_land_command	5	wh_dlc01_chs_cha_chaos_lord_2
Default_land_command	5	wh_dlc01_chs_cha_exalted_hero_10
Default_land_command	5	wh_dlc01_chs_cha_kholek
Default_land_command	5	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
Default_land_command	5	wh_dlc03_bst_cha_beastlord_0
Default_land_command	5	wh_dlc03_bst_cha_beastlord_1
Default_land_command	5	wh_dlc03_bst_cha_gorebull_0
Default_land_command	5	wh_dlc03_bst_cha_khazrak_one_eye_0
Default_land_command	5	wh_dlc03_bst_cha_khazrak_one_eye_1
Default_land_command	5	wh_dlc03_bst_cha_malagor_the_dark_omen_0
Default_land_command	5	wh_dlc03_emp_cha_boris_todbringer_0
Default_land_command	5	wh_dlc03_emp_cha_boris_todbringer_1
Default_land_command	5	wh_dlc03_emp_cha_boris_todbringer_2
Default_land_command	5	wh_dlc03_emp_cha_boris_todbringer_3
Default_land_command	5	wh_dlc04_emp_cha_arch_lector_0
Default_land_command	5	wh_dlc04_emp_cha_arch_lector_1
Default_land_command	5	wh_dlc04_emp_cha_arch_lector_2
Default_land_command	5	wh_dlc04_emp_cha_volkmar_the_grim_0
Default_land_command	5	wh_dlc04_emp_cha_volkmar_the_grim_1
Default_land_command	5	wh_dlc04_emp_cha_volkmar_the_grim_2
Default_land_command	5	wh_dlc04_emp_cha_volkmar_the_grim_3
Default_land_command	5	wh_dlc04_vmp_cha_helman_ghorst_0
Default_land_command	5	wh_dlc04_vmp_cha_helman_ghorst_1
Default_land_command	5	wh_dlc04_vmp_cha_master_necromancer_1
Default_land_command	5	wh_dlc04_vmp_cha_master_necromancer_2
Default_land_command	5	wh_dlc04_vmp_cha_master_necromancer_3
Default_land_command	5	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
Default_land_command	5	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
Default_land_command	5	wh_dlc04_vmp_cha_vlad_von_carstein_0
Default_land_command	5	wh_dlc05_brt_cha_armand_aquitaine_0
Default_land_command	5	wh_dlc05_brt_cha_armand_aquitaine_1
Default_land_command	5	wh_dlc05_brt_cha_armand_aquitaine_2
Default_land_command	5	wh_dlc05_brt_cha_armand_aquitaine_3
Default_land_command	5	wh_dlc05_bst_cha_morghur_0
Default_land_command	5	wh_dlc05_dwf_cha_darthon_ironbeard_0
Default_land_command	5	wh_dlc05_grn_cha_snorko_one_finger_0
Default_land_command	5	wh_dlc05_grn_cha_snorko_one_finger_1
Default_land_command	5	wh_dlc05_grn_cha_snorko_one_finger_2
Default_land_command	5	wh_dlc05_vmp_cha_red_duke_0
Default_land_command	5	wh_dlc05_vmp_cha_red_duke_1
Default_land_command	5	wh_dlc05_vmp_cha_red_duke_2
Default_land_command	5	wh_dlc05_vmp_cha_red_duke_3
Default_land_command	5	wh_dlc05_wef_cha_ancient_treeman_0
Default_land_command	5	wh_dlc05_wef_cha_durthu_0
Default_land_command	5	wh_dlc05_wef_cha_female_glade_lord_0
Default_land_command	5	wh_dlc05_wef_cha_female_glade_lord_1
Default_land_command	5	wh_dlc05_wef_cha_female_glade_lord_2
Default_land_command	5	wh_dlc05_wef_cha_female_glade_lord_3
Default_land_command	5	wh_dlc05_wef_cha_glade_lord_0
Default_land_command	5	wh_dlc05_wef_cha_glade_lord_1
Default_land_command	5	wh_dlc05_wef_cha_glade_lord_2
Default_land_command	5	wh_dlc05_wef_cha_glade_lord_3
Default_land_command	5	wh_dlc05_wef_cha_orion_0
Default_land_command	5	wh_dlc06_dwf_cha_belegar_ironhammer_0
Default_land_command	5	wh_dlc06_dwf_cha_master_engineer_ghost_0
Default_land_command	5	wh_dlc06_dwf_cha_runelord_0
Default_land_command	5	wh_dlc06_dwf_cha_runelord_1
Default_land_command	5	wh_dlc06_dwf_cha_runesmith_ghost_0
Default_land_command	5	wh_dlc06_dwf_cha_thane_ghost_0
Default_land_command	5	wh_dlc06_dwf_cha_thane_ghost_1
Default_land_command	5	wh_dlc06_grn_cha_night_goblin_warboss_0
Default_land_command	5	wh_dlc06_grn_cha_night_goblin_warboss_1
Default_land_command	5	wh_dlc06_grn_cha_skarsnik_0
Default_land_command	5	wh_dlc06_grn_cha_wurrzag_0
Default_land_command	5	wh_dlc06_grn_cha_wurrzag_1
Default_land_command	5	wh_dlc07_brt_cha_alberic_bordeleaux_0
Default_land_command	5	wh_dlc07_brt_cha_alberic_bordeleaux_1
Default_land_command	5	wh_dlc07_brt_cha_alberic_bordeleaux_2
Default_land_command	5	wh_dlc07_brt_cha_alberic_bordeleaux_3
Default_land_command	5	wh_dlc07_brt_cha_fay_enchantress_0
Default_land_command	5	wh_dlc07_brt_cha_fay_enchantress_1
Default_land_command	5	wh_dlc07_brt_cha_prophetess_0
Default_land_command	5	wh_dlc07_brt_cha_prophetess_1
Default_land_command	5	wh_dlc07_brt_cha_prophetess_2
Default_land_command	5	wh_dlc07_brt_cha_prophetess_3
Default_land_command	5	wh_main_brt_cha_king_louen_leoncoeur_0
Default_land_command	5	wh_main_brt_cha_king_louen_leoncoeur_1
Default_land_command	5	wh_main_brt_cha_king_louen_leoncoeur_2
Default_land_command	5	wh_main_brt_cha_king_louen_leoncoeur_3
Default_land_command	5	wh_main_brt_cha_king_louen_leoncoeur_4
Default_land_command	5	wh_main_brt_cha_lord_0
Default_land_command	5	wh_main_brt_cha_lord_2
Default_land_command	5	wh_main_brt_cha_lord_3
Default_land_command	5	wh_main_brt_cha_lord_4
Default_land_command	5	wh_main_chs_cha_chaos_lord_0
Default_land_command	5	wh_main_chs_cha_chaos_lord_11
Default_land_command	5	wh_main_chs_cha_chaos_lord_12
Default_land_command	5	wh_main_chs_cha_exalted_hero_0
Default_land_command	5	wh_main_chs_cha_exalted_hero_12
Default_land_command	5	wh_main_chs_cha_exalted_hero_13
Default_land_command	5	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
Default_land_command	5	wh_main_dwf_cha_lord_0
Default_land_command	5	wh_main_dwf_cha_master_engineer_0
Default_land_command	5	wh_main_dwf_cha_rune_smith_0
Default_land_command	5	wh_main_dwf_cha_thane
Default_land_command	5	wh_main_dwf_cha_ungrim_ironfist
Default_land_command	5	wh_main_emp_cha_general_0
Default_land_command	5	wh_main_emp_cha_general_1
Default_land_command	5	wh_main_emp_cha_general_2
Default_land_command	5	wh_main_emp_cha_general_3
Default_land_command	5	wh_main_emp_cha_general_4
Default_land_command	5	wh_main_emp_cha_karl_franz_0
Default_land_command	5	wh_main_emp_cha_karl_franz_1
Default_land_command	5	wh_main_emp_cha_karl_franz_2
Default_land_command	5	wh_main_emp_cha_karl_franz_3
Default_land_command	5	wh_main_emp_cha_karl_franz_4
Default_land_command	5	wh_main_grn_cha_goblin_big_boss_0
Default_land_command	5	wh_main_grn_cha_goblin_big_boss_1
Default_land_command	5	wh_main_grn_cha_goblin_big_boss_2
Default_land_command	5	wh_main_grn_cha_grimgor_ironhide
Default_land_command	5	wh_main_grn_cha_orc_warboss_1
Default_land_command	5	wh_main_grn_cha_orc_warboss_2
Default_land_command	5	wh_main_ksl_cha_captain_0
Default_land_command	5	wh_main_ksl_cha_captain_1
Default_land_command	5	wh_main_ksl_cha_captain_2
Default_land_command	5	wh_main_ksl_cha_general_0
Default_land_command	5	wh_main_ksl_cha_general_1
Default_land_command	5	wh_main_ksl_cha_general_2
Default_land_command	5	wh_main_nor_cha_marauder_chieftan_0
Default_land_command	5	wh_main_nor_cha_marauder_chieftan_1
Default_land_command	5	wh_main_teb_cha_captain_0
Default_land_command	5	wh_main_teb_cha_captain_1
Default_land_command	5	wh_main_teb_cha_captain_2
Default_land_command	5	wh_main_teb_cha_general_0
Default_land_command	5	wh_main_teb_cha_general_1
Default_land_command	5	wh_main_teb_cha_general_2
Default_land_command	5	wh_main_vmp_cha_banshee
Default_land_command	5	wh_main_vmp_cha_wight_king_0
Default_land_command	5	wh_main_vmp_cha_wight_king_1
Default_land_command	5	wh_main_vmp_cha_wight_king_2
Default_land_command	5	wh_pro01_dwf_cha_grombrindal_0
Default_land_flying_heavy	5	wh2_main_hef_mon_moon_dragon
Default_land_flying_heavy	10	wh2_main_hef_mon_star_dragon
Default_land_flying_heavy	5	wh2_main_hef_mon_sun_dragon
Default_land_flying	5	wh2_main_hef_mon_great_eagle
Default_land_flying	5	wh2_main_hef_mon_great_eagle_summoned
Default_land_flying	5	wh2_main_hef_mon_phoenix_flamespyre
Default_land_flying	5	wh2_main_hef_mon_phoenix_frostheart
Default_land_giant	5	wh_main_chs_mon_giant
Default_land_giant	5	wh_main_grn_mon_giant
Default_land_harasser	5	wh2_main_lzd_cav_terradon_riders_0
Default_land_harasser	5	wh2_main_lzd_cav_terradon_riders_1
Default_land_harasser	10	wh2_main_lzd_cav_terradon_riders_blessed_1
Default_land_harasser	5	wh2_main_lzd_inf_chameleon_skinks_0
Default_land_harasser	5	wh2_main_lzd_inf_chameleon_skinks_blessed_0
Default_land_harasser	1	wh2_main_lzd_inf_skink_skirmishers_0
Default_land_harasser	1	wh2_main_lzd_inf_skink_skirmishers_blessed_0
Default_land_harasser	1	wh_main_nor_cav_marauder_horsemen_0
Default_land_harasser	1	wh_main_nor_cav_marauder_horsemen_1
Default_land_infantry_melee_low_quality	5	wh_main_vmp_inf_skeleton_warriors_0
Default_land_infantry_melee_low_quality	5	wh_main_vmp_inf_skeleton_warriors_1
Default_land_infantry_melee_low_quality	1	wh_main_vmp_inf_zombie
Default_land_infantry_melee	5	wh2_main_def_inf_black_ark_corsairs_0
elite	10	wh2_main_def_inf_black_guard_0
Default_land_infantry_melee	5	wh2_main_def_inf_bleakswords_0
Default_land_infantry_melee	5	wh2_main_def_inf_dreadspears_0
elite	10	wh2_main_def_inf_har_ganeth_executioners_0
elite	10	wh2_main_hef_inf_phoenix_guard
Default_land_infantry_melee	5	wh2_main_hef_inf_spearmen_0
elite	10	wh2_main_hef_inf_swordmasters_of_hoeth_0
Default_land_infantry_melee	5	wh2_main_hef_inf_white_lions_of_chrace_0
Default_land_infantry_melee	5	wh2_main_lzd_inf_saurus_warriors_0
Default_land_infantry_melee	5	wh2_main_lzd_inf_saurus_warriors_1
Default_land_infantry_melee	5	wh2_main_lzd_inf_saurus_warriors_blessed_1
Default_land_infantry_melee	1	wh2_main_lzd_inf_skink_cohort_0
Default_land_infantry_melee	1	wh2_main_lzd_inf_skink_cohort_1
elite	10	wh2_main_lzd_inf_temple_guards
