units_custom_battle_permissions_tables
7
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_dreadlord_5	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_campaign_02_0.png	wh2_main_uniform_def_dreadlord_02	wh2_main_def_cha_dreadlord_0
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_dreadlord_female_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_dreadlord_female_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_dreadlord_female_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_dreadlord_female_4	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_dreadlord_female_5	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_khainite_assassin_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_assassin_campaign_01_0.png	wh2_main_uniform_def_khainite_assassin_01	wh2_main_def_cha_khainite_assassin_0
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_morathi_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_morathi_0.png		wh2_main_def_cha_morathi_0
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_morathi_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_morathi_0.png		wh2_main_def_cha_morathi_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_black_ark_corsairs_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_black_ark_corsairs_1	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_black_guard_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_bleakswords_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_darkshards_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_darkshards_1	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_dreadspears_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_har_ganeth_executioners_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_harpies	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_shades_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_shades_1	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_shades_2	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_inf_witch_elves_0	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_mon_black_dragon	True	True			
wh2_main_def_cult_of_pleasure	False	wh2_main_def_mon_war_hydra	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_art_eagle_claw_bolt_thrower	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cav_dragon_princes	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cav_ellyrian_reavers_0	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cav_ellyrian_reavers_1	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cav_ithilmar_chariot	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cav_silver_helms_0	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cav_silver_helms_1	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cav_tiranoc_chariot	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_loremaster_of_hoeth_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_loremaster_campaign_01_0.png	wh2_main_uniform_hef_loremaster_of_hoeth_01	wh2_main_hef_cha_loremaster_of_hoeth_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_high_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_high_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_high_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_life_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_life_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_life_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_light_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_03_0.png	wh2_main_uniform_hef_mage_03	wh2_main_hef_cha_mage_light_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_light_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_03_0.png	wh2_main_uniform_hef_mage_03	wh2_main_hef_cha_mage_light_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_light_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_03_0.png	wh2_main_uniform_hef_mage_03	wh2_main_hef_cha_mage_light_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_noble_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_noble_campaign_03_0.png	wh2_main_uniform_hef_noble_03	wh2_main_hef_cha_noble_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_noble_2	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_noble_campaign_03_0.png	wh2_main_uniform_hef_noble_03	wh2_main_hef_cha_noble_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_noble_3	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_noble_campaign_03_0.png	wh2_main_uniform_hef_noble_03	wh2_main_hef_cha_noble_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_noble_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_noble_campaign_03_0.png	wh2_main_uniform_hef_noble_03	wh2_main_hef_cha_noble_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_prince_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_prince_campaign_02_0.png	wh2_main_uniform_hef_prince_02	wh2_main_hef_cha_prince_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_prince_2	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_prince_campaign_02_0.png	wh2_main_uniform_hef_prince_02	wh2_main_hef_cha_prince_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_prince_3	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_prince_campaign_02_0.png	wh2_main_uniform_hef_prince_02	wh2_main_hef_cha_prince_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_prince_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_prince_campaign_02_0.png	wh2_main_uniform_hef_prince_02	wh2_main_hef_cha_prince_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_prince_5	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_prince_campaign_02_0.png	wh2_main_uniform_hef_prince_02	wh2_main_hef_cha_prince_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_princess_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_princess_campaign_01_0.png	wh2_main_uniform_hef_princess_01	wh2_main_hef_cha_princess_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_princess_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_princess_campaign_01_0.png	wh2_main_uniform_hef_princess_01	wh2_main_hef_cha_princess_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_princess_3	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_princess_campaign_01_0.png	wh2_main_uniform_hef_princess_01	wh2_main_hef_cha_princess_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_princess_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_princess_campaign_01_0.png	wh2_main_uniform_hef_princess_01	wh2_main_hef_cha_princess_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_princess_5	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_princess_campaign_01_0.png	wh2_main_uniform_hef_princess_01	wh2_main_hef_cha_princess_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_teclis_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_teclis_0.png		wh2_main_hef_cha_teclis_0
wh2_main_hef_order_of_loremasters	True	wh2_main_hef_cha_teclis_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_teclis_0.png		wh2_main_hef_cha_teclis_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_archers_0	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_archers_1	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_lothern_sea_guard_0	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_lothern_sea_guard_1	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_phoenix_guard	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_spearmen_0	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_swordmasters_of_hoeth_0	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_inf_white_lions_of_chrace_0	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_mon_great_eagle	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_mon_moon_dragon	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_mon_phoenix_flamespyre	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_mon_phoenix_frostheart	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_mon_star_dragon	True	True			
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_mon_sun_dragon	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cav_cold_one_spearmen_1	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cav_cold_ones_1	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cav_cold_ones_feral_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cav_horned_ones_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cav_terradon_riders_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cav_terradon_riders_1	True	True			
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_kroq_gar_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_kroq_gar_0.png		wh2_main_lzd_cha_kroq_gar_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_kroq_gar_1	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_kroq_gar_0.png		wh2_main_lzd_cha_kroq_gar_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_kroq_gar_2	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_kroq_gar_0.png		wh2_main_lzd_cha_kroq_gar_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_kroq_gar_3	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_kroq_gar_0.png		wh2_main_lzd_cha_kroq_gar_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_saurus_old_blood_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_saurus_old_blood_campaign_01_0.png	wh2_main_uniform_lzd_saurus_old_blood_01	wh2_main_lzd_cha_saurus_old_blood_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_saurus_old_blood_1	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_saurus_old_blood_campaign_01_0.png	wh2_main_uniform_lzd_saurus_old_blood_01	wh2_main_lzd_cha_saurus_old_blood_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_saurus_old_blood_2	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_lord_saurus_old_blood_campaign_01_0.png	wh2_main_uniform_lzd_saurus_old_blood_01	wh2_main_lzd_cha_saurus_old_blood_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_saurus_scar_veteran_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_hero_saurus_scar_veteran_campaign_01_0.png	wh2_main_uniform_lzd_saurus_scar_veteran_01	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_saurus_scar_veteran_1	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_hero_saurus_scar_veteran_campaign_01_0.png	wh2_main_uniform_lzd_saurus_scar_veteran_01	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_saurus_scar_veteran_2	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_hero_saurus_scar_veteran_campaign_01_0.png	wh2_main_uniform_lzd_saurus_scar_veteran_01	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_chief_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_chief_campaign_01_0.png	wh2_main_uniform_lzd_skink_chief_01	wh2_main_lzd_cha_skink_chief_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_chief_1	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_chief_campaign_01_0.png	wh2_main_uniform_lzd_skink_chief_01	wh2_main_lzd_cha_skink_chief_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_chief_2	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_chief_campaign_01_0.png	wh2_main_uniform_lzd_skink_chief_01	wh2_main_lzd_cha_skink_chief_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_chief_3	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_chief_campaign_01_0.png	wh2_main_uniform_lzd_skink_chief_01	wh2_main_lzd_cha_skink_chief_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_beasts_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_01_0.png	wh2_main_uniform_lzd_skink_priest_01	wh2_main_lzd_cha_skink_priest_beasts_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_beasts_1	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_01_0.png	wh2_main_uniform_lzd_skink_priest_01	wh2_main_lzd_cha_skink_priest_beasts_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_beasts_2	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_01_0.png	wh2_main_uniform_lzd_skink_priest_01	wh2_main_lzd_cha_skink_priest_beasts_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_beasts_3	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_01_0.png	wh2_main_uniform_lzd_skink_priest_01	wh2_main_lzd_cha_skink_priest_beasts_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_heavens_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_02_0.png	wh2_main_uniform_lzd_skink_priest_02	wh2_main_lzd_cha_skink_priest_heavens_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_heavens_1	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_02_0.png	wh2_main_uniform_lzd_skink_priest_02	wh2_main_lzd_cha_skink_priest_heavens_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_heavens_2	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_02_0.png	wh2_main_uniform_lzd_skink_priest_02	wh2_main_lzd_cha_skink_priest_heavens_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_cha_skink_priest_heavens_3	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_skink_priest_campaign_02_0.png	wh2_main_uniform_lzd_skink_priest_02	wh2_main_lzd_cha_skink_priest_heavens_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_slann_mage_priest_heavens_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_01_0.png	wh2_main_uniform_lzd_slann_mage_priest_01	wh2_main_lzd_cha_slann_mage_priest_heavens_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_slann_mage_priest_high_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_02_0.png	wh2_main_uniform_lzd_slann_mage_priest_02	wh2_main_lzd_cha_slann_mage_priest_high_0
wh2_main_lzd_last_defenders	True	wh2_main_lzd_cha_slann_mage_priest_light_0	True	True	ui/portraits/portholes/wh2_main_lzd_lizardmen/lzd_slann_campaign_03_0.png	wh2_main_uniform_lzd_slann_mage_priest_03	wh2_main_lzd_cha_slann_mage_priest_shadow_0
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_chameleon_skinks_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_saurus_spearmen_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_saurus_spearmen_1	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_saurus_warriors_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_saurus_warriors_1	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_skink_cohort_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_skink_cohort_1	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_skink_skirmishers_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_inf_temple_guards	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_ancient_stegadon	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_bastiladon_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_bastiladon_1	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_bastiladon_2	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_carnosaur_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_kroxigors	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_stegadon_0	True	True			
wh2_main_lzd_last_defenders	False	wh2_main_lzd_mon_stegadon_1	True	True			
wh2_main_skv_clan_pestilens	False	wh2_main_skv_art_plagueclaw_catapult	True	True			
wh2_main_skv_clan_pestilens	False	wh2_main_skv_art_warp_lightning_cannon	True	True			
wh2_main_skv_clan_pestilens	False	wh2_main_skv_cha_assassin	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_assassin_campaign_01_0.png	wh2_main_uniform_skv_assassin_01	wh2_main_skv_cha_assassin
wh2_main_skv_clan_pestilens	True	wh2_main_skv_cha_grey_seer_plague_0	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_grey_seer_campaign_01_0.png	wh2_main_uniform_skv_grey_seer_01	wh2_main_skv_cha_grey_seer_plague_0
wh2_main_skv_clan_pestilens	True	wh2_main_skv_cha_grey_seer_plague_1	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_grey_seer_campaign_01_0.png	wh2_main_uniform_skv_grey_seer_01	wh2_main_skv_cha_grey_seer_plague_0
wh2_main_skv_clan_pestilens	True	wh2_main_skv_cha_grey_seer_ruin_0	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_grey_seer_campaign_04_0.png	wh2_main_uniform_skv_grey_seer_04	wh2_main_skv_cha_grey_seer_ruin_0
wh2_main_skv_clan_pestilens	True	wh2_main_skv_cha_grey_seer_ruin_1	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_grey_seer_campaign_04_0.png	wh2_main_uniform_skv_grey_seer_04	wh2_main_skv_cha_grey_seer_ruin_0
wh2_main_skv_clan_pestilens	True	wh2_main_skv_cha_lord_skrolk	True	True	ui/portraits/portholes/wh2_main_skv_skaven/skv_lord_skrolk_0.png		wh2_main_skv_cha_lord_skrolk
