cai_personality_group_junctions_tables
0
unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11
wh2_group_darkelf_default_hard	wh2_darkelf_subordinate_hard	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_default	wh2_darkelf	0	20	100	150	200	3	3	3	3
wh2_group_darkelf_default	wh2_darkelf_early	3	20	100	150	200	0	0	0	0
wh2_group_darkelf_default	wh2_darkelf_early_internally_hostile_aggressive	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_default	wh2_darkelf_early_subordinate	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_default	wh2_darkelf_internally_hostile_aggressive	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_default	wh2_darkelf_noruins_early	0	50	100	150	200	0	0	0	0
wh2_group_darkelf_default	wh2_darkelf_subordinate	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_major_easy	wh2_darkelf_early_major_easy	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_major_easy	wh2_darkelf_major_easy	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_major_hard	wh2_darkelf_early_major_hard	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_major_hard	wh2_darkelf_major_hard	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_major_secondary_easy	wh2_darkelf_early_major_secondary_easy	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_major_secondary_easy	wh2_darkelf_major_secondary_easy	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_major_secondary_hard	wh2_darkelf_early_major_secondary_hard	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_major_secondary_hard	wh2_darkelf_major_secondary_hard	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_major_secondary	wh2_darkelf_early_major_secondary	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_major_secondary	wh2_darkelf_major_secondary	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_major	wh2_darkelf_early_major	1	20	100	150	200	0	0	0	0
wh2_group_darkelf_major	wh2_darkelf_major	0	20	100	150	200	1	1	1	1
wh2_group_darkelf_passive_easy	wh2_passive_easy	1	20	100	150	200	1	1	1	1
wh2_group_darkelf_passive_easy	wh2_passive_noruins_easy	0	50	100	150	200	0	0	0	0
wh2_group_darkelf_passive_hard	wh2_passive_hard	1	20	100	150	200	1	1	1	1
wh2_group_darkelf_passive_hard	wh2_passive_noruins_hard	0	50	100	150	200	0	0	0	0
wh2_group_darkelf_passive	wh2_passive	1	20	100	150	200	1	1	1	1
wh2_group_darkelf_passive	wh2_passive_noruins	0	50	100	150	200	0	0	0	0
wh2_group_dwarfs_default_easy	wh2_survivor_easy	1	20	100	150	200	1	1	1	1
wh2_group_dwarfs_default_easy	wh2_survivor_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_dwarfs_default_hard	wh2_survivor_hard	1	20	100	150	200	1	1	1	1
wh2_group_dwarfs_default_hard	wh2_survivor_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_dwarfs_default	wh2_survivor	1	20	100	150	200	1	1	1	1
wh2_group_dwarfs_default	wh2_survivor_allied	0	2	95	105	200	0	0	0	0
wh2_group_empire_default_easy	wh2_survivor_easy	1	20	100	150	200	1	1	1	1
wh2_group_empire_default_hard	wh2_survivor_hard	1	20	100	150	200	1	1	1	1
wh2_group_empire_default	wh2_survivor	1	20	100	150	200	1	1	1	1
wh2_group_empire_pirates_easy	wh2_pirate_easy	1	20	100	150	200	1	1	1	1
wh2_group_empire_pirates_hard	wh2_pirate_hard	1	20	100	150	200	1	1	1	1
wh2_group_empire_pirates	wh2_pirate	1	20	100	150	200	1	1	1	1
wh2_group_empire_survivor_easy	wh2_survivor_easy	1	20	100	150	200	1	1	1	1
wh2_group_empire_survivor_easy	wh2_survivor_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_empire_survivor_hard	wh2_survivor_hard	1	20	100	150	200	1	1	1	1
wh2_group_empire_survivor_hard	wh2_survivor_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_empire_survivor	wh2_survivor	1	20	100	150	200	1	1	1	1
wh2_group_empire_survivor	wh2_survivor_allied	0	2	95	105	200	0	0	0	0
wh2_group_greenskins_survivor_easy	wh2_greenskin_noruins_survivor_easy	0	50	100	150	200	0	0	0	0
wh2_group_greenskins_survivor_easy	wh2_greenskin_survivor_easy	1	20	100	150	200	1	1	1	1
wh2_group_greenskins_survivor_hard	wh2_greenskin_noruins_survivor_hard	0	50	100	150	200	0	0	0	0
wh2_group_greenskins_survivor_hard	wh2_greenskin_survivor_hard	1	20	100	150	200	1	1	1	1
wh2_group_greenskins_survivor	wh2_greenskin_noruins_survivor	0	50	100	150	200	0	0	0	0
wh2_group_greenskins_survivor	wh2_greenskin_survivor	1	20	100	150	200	1	1	1	1
wh2_group_greenskins_waaagh	wh2_greenskin_waaagh	1	20	100	150	200	1	1	1	1
wh2_group_highelves_default_easy	wh2_highelf_defensive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_easy	wh2_highelf_early_defensive_easy	2	20	100	150	200	0	0	0	0
wh2_group_highelves_default_easy	wh2_highelf_early_easy	5	20	100	150	200	0	0	0	0
wh2_group_highelves_default_easy	wh2_highelf_early_internally_friendly_defensive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_easy	wh2_highelf_early_internally_friendly_easy	2	20	100	150	200	0	0	0	0
wh2_group_highelves_default_easy	wh2_highelf_early_internally_hostile_aggressive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_easy	wh2_highelf_early_internally_hostile_defensive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_easy	wh2_highelf_easy	0	20	100	150	200	5	5	5	5
wh2_group_highelves_default_easy	wh2_highelf_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_default_easy	wh2_highelf_internally_friendly_defensive_easy	0	20	100	150	200	2	2	2	2
wh2_group_highelves_default_easy	wh2_highelf_internally_friendly_easy	0	20	100	150	200	2	2	2	2
wh2_group_highelves_default_easy	wh2_highelf_internally_hostile_aggressive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_easy	wh2_highelf_internally_hostile_defensive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_early_internally_friendly_defensive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_early_internally_friendly_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_early_internally_hostile_aggressive_less_diplomatic_hard	12	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_early_internally_hostile_defensive_less_diplomatic_hard	3	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_early_less_diplomatic_defensive_hard	3	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_early_less_diplomatic_hard	3	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_internally_friendly_defensive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_internally_friendly_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_internally_hostile_aggressive_less_diplomatic_hard	0	20	100	150	200	12	12	12	12
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_internally_hostile_defensive_less_diplomatic_hard	0	20	100	150	200	3	3	3	3
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_internally_hostile_defensive_less_diplomatic_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_less_diplomatic_defensive_hard	0	20	100	150	200	3	3	3	3
wh2_group_highelves_default_hard_against_highelves	wh2_highelf_less_diplomatic_hard	0	20	100	150	200	3	3	3	3
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_defensive_hard	0	20	100	150	200	2	1	1	1
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_early_defensive_hard	3	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_early_hard	3	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_early_internally_friendly_defensive_hard	6	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_early_internally_friendly_hard	6	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_early_internally_hostile_aggressive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_early_internally_hostile_defensive_less_diplomatic_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_hard	0	20	100	150	200	4	4	4	4
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_internally_friendly_defensive_hard	0	20	100	150	200	6	6	6	6
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_internally_friendly_defensive_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_internally_friendly_hard	0	20	100	150	200	6	6	6	6
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_internally_hostile_aggressive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard_easier_for_highelves	wh2_highelf_internally_hostile_defensive_less_diplomatic_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard	wh2_highelf_defensive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard	wh2_highelf_early_defensive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard	wh2_highelf_early_hard	5	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard	wh2_highelf_early_internally_friendly_defensive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard	wh2_highelf_early_internally_friendly_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard	wh2_highelf_early_internally_hostile_aggressive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard	wh2_highelf_early_internally_hostile_defensive_less_diplomatic_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default_hard	wh2_highelf_hard	0	20	100	150	200	5	5	5	5
wh2_group_highelves_default_hard	wh2_highelf_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_default_hard	wh2_highelf_internally_friendly_defensive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard	wh2_highelf_internally_friendly_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard	wh2_highelf_internally_hostile_aggressive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default_hard	wh2_highelf_internally_hostile_defensive_less_diplomatic_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default	wh2_highelf	0	20	100	150	200	5	5	5	5
wh2_group_highelves_default	wh2_highelf_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_default	wh2_highelf_defensive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default	wh2_highelf_early	5	20	100	150	200	0	0	0	0
wh2_group_highelves_default	wh2_highelf_early_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default	wh2_highelf_early_internally_friendly	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default	wh2_highelf_early_internally_friendly_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default	wh2_highelf_early_internally_hostile_aggressive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default	wh2_highelf_early_internally_hostile_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_default	wh2_highelf_internally_friendly	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default	wh2_highelf_internally_friendly_defensive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default	wh2_highelf_internally_hostile_aggressive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_default	wh2_highelf_internally_hostile_defensive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_defensive_easy	wh2_highelf_defensive_easy	0	20	100	150	200	3	1	1	1
wh2_group_highelves_defensive_easy	wh2_highelf_defensive_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_defensive_easy	wh2_highelf_early_defensive_easy	3	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive_easy	wh2_highelf_early_internally_friendly_defensive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive_easy	wh2_highelf_early_internally_hostile_defensive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive_easy	wh2_highelf_early_noruins_defensive_easy	0	50	100	150	200	0	0	0	0
wh2_group_highelves_defensive_easy	wh2_highelf_internally_friendly_defensive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_defensive_easy	wh2_highelf_internally_hostile_defensive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_defensive_hard	wh2_highelf_defensive_hard	0	20	100	150	200	3	1	1	1
wh2_group_highelves_defensive_hard	wh2_highelf_defensive_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_defensive_hard	wh2_highelf_early_defensive_hard	3	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive_hard	wh2_highelf_early_internally_friendly_defensive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive_hard	wh2_highelf_early_internally_hostile_defensive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive_hard	wh2_highelf_early_noruins_defensive_hard	0	50	100	150	200	0	0	0	0
wh2_group_highelves_defensive_hard	wh2_highelf_internally_friendly_defensive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_defensive_hard	wh2_highelf_internally_hostile_defensive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_defensive	wh2_highelf_defensive	0	20	100	150	200	3	1	1	1
wh2_group_highelves_defensive	wh2_highelf_defensive_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_defensive	wh2_highelf_early_defensive	3	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive	wh2_highelf_early_internally_friendly_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive	wh2_highelf_early_internally_hostile_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_defensive	wh2_highelf_early_noruins_defensive	0	50	100	150	200	0	0	0	0
wh2_group_highelves_defensive	wh2_highelf_internally_friendly_defensive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_defensive	wh2_highelf_internally_hostile_defensive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_hostile_internally_easy	wh2_highelf_early_internally_hostile_aggressive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally_easy	wh2_highelf_early_internally_hostile_defensive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally_easy	wh2_highelf_early_noruins_internally_hostile_aggressive_easy	0	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally_easy	wh2_highelf_internally_hostile_aggressive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_hostile_internally_easy	wh2_highelf_internally_hostile_defensive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_hostile_internally_easy	wh2_highelf_internally_hostile_defensive_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_hostile_internally_hard	wh2_highelf_early_internally_hostile_aggressive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally_hard	wh2_highelf_early_internally_hostile_defensive_less_diplomatic_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally_hard	wh2_highelf_early_noruins_internally_hostile_aggressive_less_diplomatic_hard	0	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally_hard	wh2_highelf_internally_hostile_aggressive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_hostile_internally_hard	wh2_highelf_internally_hostile_defensive_less_diplomatic_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_hostile_internally_hard	wh2_highelf_internally_hostile_defensive_less_diplomatic_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_hostile_internally	wh2_highelf_early_internally_hostile_aggressive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally	wh2_highelf_early_internally_hostile_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally	wh2_highelf_early_noruins_internally_hostile_aggressive	0	20	100	150	200	0	0	0	0
wh2_group_highelves_hostile_internally	wh2_highelf_internally_hostile_aggressive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_hostile_internally	wh2_highelf_internally_hostile_defensive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_hostile_internally	wh2_highelf_internally_hostile_defensive_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_major_easy	wh2_highelf_early_major_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_major_easy	wh2_highelf_major_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_major_easy	wh2_highelf_major_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_major_hard	wh2_highelf_early_major_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_major_hard	wh2_highelf_major_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_major_hard	wh2_highelf_major_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_major_secondary_easy	wh2_highelf_early_major_secondary_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_major_secondary_easy	wh2_highelf_major_secondary_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_major_secondary_easy	wh2_highelf_major_secondary_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_major_secondary_hard	wh2_highelf_early_major_secondary_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_major_secondary_hard	wh2_highelf_major_secondary_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_major_secondary_hard	wh2_highelf_major_secondary_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_major_secondary	wh2_highelf_early_major_secondary	1	20	100	150	200	0	0	0	0
wh2_group_highelves_major_secondary	wh2_highelf_major_secondary	0	20	100	150	200	1	1	1	1
wh2_group_highelves_major_secondary	wh2_highelf_major_secondary_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_major	wh2_highelf_early_major	1	20	100	150	200	0	0	0	0
wh2_group_highelves_major	wh2_highelf_major	0	20	100	150	200	1	1	1	1
wh2_group_highelves_major	wh2_highelf_major_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_nonhostile_easy	wh2_highelf_defensive_easy	0	20	100	150	200	1	1	1	1
wh2_group_highelves_nonhostile_easy	wh2_highelf_defensive_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_nonhostile_easy	wh2_highelf_early_defensive_easy	2	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_easy	wh2_highelf_early_easy	5	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_easy	wh2_highelf_early_internally_friendly_defensive_easy	1	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_easy	wh2_highelf_early_internally_friendly_easy	2	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_easy	wh2_highelf_easy	0	20	100	150	200	5	5	5	5
wh2_group_highelves_nonhostile_easy	wh2_highelf_internally_friendly_defensive_easy	0	20	100	150	200	2	2	2	2
wh2_group_highelves_nonhostile_easy	wh2_highelf_internally_friendly_easy	0	20	100	150	200	2	2	2	2
wh2_group_highelves_nonhostile_hard	wh2_highelf_defensive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_nonhostile_hard	wh2_highelf_defensive_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_nonhostile_hard	wh2_highelf_early_defensive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_hard	wh2_highelf_early_hard	5	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_hard	wh2_highelf_early_internally_friendly_defensive_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_hard	wh2_highelf_early_internally_friendly_hard	1	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile_hard	wh2_highelf_hard	0	20	100	150	200	5	5	5	5
wh2_group_highelves_nonhostile_hard	wh2_highelf_internally_friendly_defensive_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_nonhostile_hard	wh2_highelf_internally_friendly_hard	0	20	100	150	200	1	1	1	1
wh2_group_highelves_nonhostile	wh2_highelf	0	20	100	150	200	5	5	5	5
wh2_group_highelves_nonhostile	wh2_highelf_defensive	0	20	100	150	200	1	1	1	1
wh2_group_highelves_nonhostile	wh2_highelf_defensive_allied	0	2	95	105	200	0	0	0	0
wh2_group_highelves_nonhostile	wh2_highelf_early	5	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile	wh2_highelf_early_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile	wh2_highelf_early_internally_friendly	1	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile	wh2_highelf_early_internally_friendly_defensive	1	20	100	150	200	0	0	0	0
wh2_group_highelves_nonhostile	wh2_highelf_internally_friendly	0	20	100	150	200	1	1	1	1
wh2_group_highelves_nonhostile	wh2_highelf_internally_friendly_defensive	0	20	100	150	200	1	1	1	1
wh2_group_interventionarmy_default	wh2_intervnetionarmy	1	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default_easy	wh2_lizardmen_early_easy	3	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_easy	wh2_lizardmen_early_internally_friendly_easy	2	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_easy	wh2_lizardmen_early_internally_hostile_aggressive_easy	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_easy	wh2_lizardmen_early_noruins_easy	0	50	100	150	200	0	0	0	0
wh2_group_lizardmen_default_easy	wh2_lizardmen_easy	0	20	100	150	200	3	3	3	3
wh2_group_lizardmen_default_easy	wh2_lizardmen_easy_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_default_easy	wh2_lizardmen_internally_friendly_easy	0	20	100	150	200	2	2	2	2
wh2_group_lizardmen_default_easy	wh2_lizardmen_internally_hostile_aggressive_easy	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_early_internally_friendly_hard	1	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_early_internally_hostile_aggressive_less_diplomatic_hard	8	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_early_less_diplomatic_hard	3	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_early_noruins_hard	0	50	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_internally_friendly_hard	0	20	100	150	200	1	1	1	1
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_internally_hostile_aggressive_less_diplomatic_hard	0	20	100	150	200	8	8	8	8
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_internally_hostile_aggressive_less_diplomatic_hard_allied	0	2	95	105	200	0	0	0	0
wh2_group_lizardmen_default_hard_against_lizardmen	wh2_lizardmen_less_diplomatic_hard	0	20	100	150	200	3	3	3	3
wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_lizardmen_early_hard	3	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_lizardmen_early_internally_friendly_hard	6	20	100	150	200	0	0	0	0
wh2_group_lizardmen_default_hard_easier_for_lizardmen	wh2_lizardmen_early_internally_hostile_aggressive_hard	1	20	100	150	200	0	0	0	0
