character_skill_nodes_skill_locks_tables
0
character_skill	character_skill_node	level
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_princess_dedication_8	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_1	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_2	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_3	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_4	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_5	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_6	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_hukon	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_7	1
wh2_main_skill_hef_dedication_addaioth	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_asuryan	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_hoeth	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_isha	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_kurnous	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_mathlann	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_dedication_vaul	wh2_main_skill_node_hef_tyrion_dedication_8	1
wh2_main_skill_hef_tyrion_unique_2	wh2_main_skill_node_hef_tyrion_unique_0	1
wh2_main_skill_hef_tyrion_unique_0	wh2_main_skill_node_hef_tyrion_unique_2	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_1	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_2	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_3	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_4	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_5	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_kroq_gar_dedication_6	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_1	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_2	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_3	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_4	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_itzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_5	1
wh2_main_skill_lzd_blessing_chotec	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_huanchi	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_quetzl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_tepok	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_blessing_tlazcotl	wh2_main_skill_node_lzd_saurus_old_blood_dedication_6	1
wh2_main_skill_lzd_skink_chief_stalk	wh2_main_skill_node_lzd_skink_chief_mount_1	1
wh2_main_skill_lzd_skink_chief_vanguard	wh2_main_skill_node_lzd_skink_chief_mount_1	1
wh2_main_skill_lzd_skink_chief_stegadon	wh2_main_skill_node_lzd_skink_chief_unique_1	1
wh2_main_skill_lzd_skink_chief_terradon	wh2_main_skill_node_lzd_skink_chief_unique_1	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_grey_seer_plague_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_grey_seer_plague_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_grey_seer_ruin_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_grey_seer_ruin_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_lord_skrolk_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_lord_skrolk_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_queek_headtaker_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_queek_headtaker_campaign_1_5	1
wh2_main_skill_skv_campaign_corruptive	wh2_main_skill_node_skv_warlord_campaign_1_4	1
wh2_main_skill_skv_campaign_dictatorial	wh2_main_skill_node_skv_warlord_campaign_1_5	1
wh2_main_skill_skv_unique_deviousness	wh2_main_skill_node_skv_warlord_unique_1	1
wh2_main_skill_skv_unique_expansion	wh2_main_skill_node_skv_warlord_unique_1	1
wh2_main_skill_skv_unique_expansion	wh2_main_skill_node_skv_warlord_unique_2	1
wh2_main_skill_skv_unique_life_is_cheap	wh2_main_skill_node_skv_warlord_unique_2	1
wh2_main_skill_skv_unique_deviousness	wh2_main_skill_node_skv_warlord_unique_3	1
wh2_main_skill_skv_unique_life_is_cheap	wh2_main_skill_node_skv_warlord_unique_3	1
wh_dlc03_skill_bst_champion_offensive_1	wh_dlc03_skill_bst_champion_defensive_1	1
wh_dlc03_skill_bst_champion_defensive_1	wh_dlc03_skill_bst_champion_offensive_1	1
wh_dlc03_skill_bst_champion_quantity_1	wh_dlc03_skill_bst_champion_quality_1	1
wh_dlc03_skill_bst_champion_quality_1	wh_dlc03_skill_bst_champion_quantity_1	1
wh_dlc03_skill_bst_morghur_unique_upgraded_spawn_2	wh_dlc03_skill_node_bst_morghur_unique_03	1
wh_dlc03_skill_bst_morghur_unique_upgraded_spawn_1	wh_dlc03_skill_node_bst_morghur_unique_04	1
