cdir_events_dilemma_option_junctions_tables
2
dilemma_key	id	unknown3	option_key	value
wh_twh_emp_kislev	60111	0	VAR_CHANCE	100
wh_twh_emp_kislev	60112	0	GEN_TARGET_FACTION	
wh_twh_emp_kislev	60114	0	CND_FACTION	wh_main_emp_empire
wh_twh_emp_kislev	60115	0	CND_FIRST_ROUND	8
wh_twh_emp_kislev	60117	0	GEN_CND_FACTION	wh_main_ksl_kislev
wh_twh_emp_kislev	60118	0	GEN_CND_DIPLOMACY_AVAILABLE	
wh_twh_emp_kislev	60120	0	CND_UNIQUE	
wh_twh_emp_kislev	60121	0	CND_MIN_TREASURY	2000
wh_twh_emp_pax_imperia	60201	0	VAR_CHANCE	100
wh_twh_emp_pax_imperia	60202	0	GEN_TARGET_FACTION	
wh_twh_emp_pax_imperia	60203	0	CND_FACTION	wh_main_emp_empire
wh_twh_emp_pax_imperia	60204	0	CND_FIRST_ROUND	2
wh_twh_emp_pax_imperia	60205	0	CND_ROUNDS_UNTIL_NEXT	30
wh_twh_emp_pax_imperia	60207	0	GEN_CND_SUBCULTURE	wh_main_sc_emp_empire
wh_twh_emp_pax_imperia_AI	60211	0	VAR_CHANCE	100
wh_twh_emp_pax_imperia_AI	60212	0	GEN_TARGET_FACTION	
wh_twh_emp_pax_imperia_AI	60213	0	GEN_CND_FACTION	wh_main_emp_empire
wh_twh_emp_pax_imperia_AI	60214	0	CND_FIRST_ROUND	2
wh_twh_emp_pax_imperia_AI	60215	0	CND_UNIQUE	
wh_twh_emp_kislev	60116	0	CND_ROUNDS_UNTIL_NEXT	30
wh_twh_emp_manoeuvres	60221	0	VAR_CHANCE	10
wh_twh_emp_manoeuvres	60222	0	GEN_TARGET_NONE	
wh_twh_emp_manoeuvres	60223	0	CND_FACTION	wh_main_emp_empire
wh_twh_emp_manoeuvres	60224	0	CND_FIRST_ROUND	20
wh_twh_emp_manoeuvres	60225	0	CND_HAS_ARMY	
wh_twh_emp_manoeuvres	60226	0	CND_FACTION	wh_main_brt_bretonnia
wh_twh_emp_manoeuvres	60227	0	CND_FACTION	wh_main_brt_bordeleaux
wh_twh_emp_manoeuvres	60228	0	CND_FACTION	wh_main_brt_carcassonne
wh_twh_emp_manoeuvres	60229	0	CND_FACTION	wh_main_dwf_dwarfs
wh_twh_emp_manoeuvres	60230	0	CND_FACTION	wh_main_dwf_karak_izor
wh_twh_emp_manoeuvres	60231	0	CND_ROUNDS_UNTIL_NEXT	40
wh_twh_emp_skaven	60241	0	VAR_CHANCE	50
wh_twh_emp_skaven	60242	0	GEN_TARGET_NONE	
wh_twh_emp_skaven	60243	0	CND_FACTION	wh_main_emp_empire
wh_twh_emp_skaven	60244	0	CND_FIRST_ROUND	40
wh_twh_emp_skaven	60251	0	CND_UNIQUE	
