special_ability_phases_tables
31
duration	effect_type	id	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_change_mod	ability_recharge_change	hp_change_frequency	heal_amount	damage_chance	damage_amount	max_damaged_entites	heal_amount_duplicate	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	recharge_time	is_hidden_in_ui	affects_allies	affects_enemies
35	positive	wh_main_weapon_abilities_filth_mace		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0	wh_main_unit_contact_poison	wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
-1	positive	we_spell_passive_shadow_dancers_mana_regen		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.3	10	False	0				-1	False	True	True
-1	negative	wh_main_item_passive_the_other_tricksters_shard		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence_passive		-1	False	True	True
-1	positive	wh_main_unit_passive_war_paint		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_magic_passive		-1	False	True	True
27	negative	wh2_main_army_abilities_dark_conduit		False	False	False	1	0	90	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
25	negative	wh_main_spell_light_net_of_amyntok_upgraded		False	True	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_light_net_of_amyntok	wh_main_spell_light_net_of_amyntok	-1	False	True	True
15	negative	wh2_main_army_abilities_lure_of_the_pale_queen		False	True	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_main_abilities_lure_of_the_pale_queen	wh_ability_negative	-1	False	True	True
-1	positive	wh_main_banner_passive_banner_of_eternal_flame		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	50				-1	False	True	True
36	negative	wh_dlc06_rune_abilities_master_rune_of_wrath_and_ruin		False	False	False	0	0	0	2	0	0.5	6	18	0	False	0	0	False	0		wh_main_hero_abilities_accusation	wh_ability_negative	-1	False	True	True
-1	positive	wh2_main_item_passive_ruby_guardian_phoenix		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_missile_passive		-1	False	True	True
40	negative	wh_dlc05_spell_shadow_the_withering		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_dlc05_spell_shadow_the_withering	wh_dlc05_spell_shadow_the_withering	-1	False	True	True
-1	positive	wh2_main_item_passive_war_drum_of_xahutec		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_attack_passive		-1	False	True	True
32	negative	wh_dlc05_weapon_abilities_el_syf		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence_passive	wh_ability_negative	-1	False	True	True
-1	positive	wh_dlc03_item_passive_shard_of_the_herdstone		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.09	0	False	0				-1	False	True	True
44	positive	wh_dlc03_item_abilities_skull_of_rarkos		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	30	False	0		wh2_main_generic_buff_wom_banner	wh_ability_negative_one_shot	-1	False	True	True
89	negative	wh_dlc03_item_abilities_chalice_of_dark_rain		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack	wh_ability_negative	-1	False	True	True
-1	positive	wh2_main_unit_passive_attuned_to_magic		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	True	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
10	positive	wh2_main_spell_high_magic_apotheosis		False	False	False	0	0	0	0.5	24	0	0	0	24	False	0	0	False	0		wh2_main_spell_high_magic_apothesis	wh2_main_spell_high_magic_apotheosis	-1	False	True	True
39	positive	wh_main_weapon_abilities_the_mace_of_helsturm		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	10		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
5	positive	wh_lzd_solar		False	False	False	-0.1	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_hp_regen_passive		-1	False	True	True
21	positive	wh_main_spell_vampires_invocation_of_nehek_upgraded		False	False	False	0	0	0	0.5	24	0	0	0	24	True	0	0	False	0		wh_main_spell_vampires_invocation_of_nehek	wh_main_spell_invocation_of_nehek	-1	False	True	True
-1	negative	wh_main_banner_passive_griffon_banner		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_debuff_morale_passive		-1	False	True	True
-1	positive	wh_main_lord_passive_deathblow		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
24	positive	wh_main_item_abilities_cloak_of_mists_and_shadows		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	True	0		wh_main_generic_ward_save_all	wh_ability_positive	-1	False	True	True
27	positive	wh_dlc04_item_abilities_the_liber_noctus		False	False	False	0	0	-60	1	0	1	24	1	0	False	0.45	30	False	0		wh2_main_generic_buff_wom_banner		-1	False	True	True
-1	positive	wh2_main_unit_passive_strength_in_numbers		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
36	positive	wh2_main_item_abilities_blade_of_bel_korhadris		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
14	positive	wh2_main_mount_abilities_unholy_clamour		False	False	False	-0.18	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh_ability_positive_one_shot	-1	False	True	True
35	positive	wh2_main_character_abilities_swiftness_of_itzl		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh_ability_positive_one_shot	-1	False	True	True
36	positive	wh_main_rune_abilities_ancestor_rune		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
-1	negative	wh2_main_unit_passive_unbinding_skink_priest		True	False	False	0	0	0	1.03	0	1	18	-1	0	False	0	0	False	0		wh_main_bound_entity_energy_small		-1	False	True	True
57	positive	wh2_main_unit_abilities_fury_of_khaine		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
-1	positive	dwf_main1		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh_dlc03_item_passive_icon_of_vilification		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
33	negative	wh2_main_item_abilities_rival_hide_talisman		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack	wh_ability_negative	-1	False	True	True
-1	negative	wh_dlc05_character_passive_corruptor_of_the_shadowgave_2		False	False	False	0	0	0	1	0	0.75	16	3	0	False	0	0	False	0		wh_main_generic_hp_damage_passive		-1	False	True	True
240	negative	wh_dlc05_character_passive_corruptor_of_the_shadowgave_0		False	False	False	0	0	0	1	0	0.15	8	1	0	False	0	0	False	0		wh_main_generic_hp_damage_passive		-1	False	True	True
330	negative	wh_dlc05_character_passive_corruptor_of_the_shadowgave_1		False	False	False	0	0	0	1	0	0.5	12	2	0	False	0	0	False	0		wh_main_generic_hp_damage_passive		-1	False	True	True
38	negative	wh2_main_army_abilities_temple_of_mists		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh2_main_ability_temple_of_mists	-1	False	True	True
20	negative	wh_main_hero_abilities_accusation		False	False	False	0	0	0	2	0	0.6	144	1	0	False	0	0	False	0		wh_main_generic_debuff_attack	wh_ability_negative	-1	False	True	True
29	positive	wh_dlc03_lore_passive_wild_heart		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.07500001	10	False	0				-1	False	True	True
-1	negative	wh_dlc03_unit_passive_soul_eater		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
114	positive	wh2_main_spell_ruin_skitterleap_upgraded		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_spell_ruin_skitterleap	wh_main_spell_ruin_skitterleap	-1	False	True	True
14	positive	wh2_main_item_abilities_scrying_stone		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_all	wh2_main_ability_scrying_stone	-1	False	True	True
-1	positive	wh_main_lord_passive_the_blessing_of_the_lady		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_all_passive		-1	False	True	True
-1	negative	wh_dlc06_unit_passive_unbinding_spider_hatchling		True	False	False	0	0	0	2.1	0	1	1	-1	0	False	0	0	False	0		wh_main_bound_entity_energy_small		-1	False	True	True
-1	positive	unit_ability_dwf_shieldbearer_aura		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_buff_morale_passive		-1	False	True	True
10	negative	wh_dlc06_unit_contact_sundered_armour		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
29	positive	wh_main_character_abilities_deadly_onslaught		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
-1	negative	wh2_main_item_passive_curse_charm_of_tepok		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
30	positive	grn_main1_2		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_buff_attack		-1	False	True	True
10	positive	wh_dlc03_character_abilities_call_of_violence		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
30	positive	grn_main1_1		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_buff_attack		-1	False	True	True
-1	positive	wh_main_unit_passive_bloodknight_regeneration		False	False	False	0	0	0	0.45	2	0	0	0	2	False	0	0	False	0				-1	False	True	True
50	negative	wh_main_spell_heavens_curse_of_the_midnight_wind_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh_main_spell_heavens_curse_of_the_midnight_wind	-1	False	True	True
32	positive	wh_pro01_weapon_abilities_rune_axe_of_grombrindal		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0	wh_dlc06_unit_contact_discouraged	wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
22	positive	wh_main_item_abilities_silver_horn_of_vengeance		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive	-1	False	True	True
-1	negative	wh_main_unit_passive_unstable_mark_ii		False	False	False	0	0	0	0.2	0	1	72	5	0	False	0	0	False	0		wh_main_generic_crumble_II		-1	False	True	True
-1	negative	wh_main_unit_passive_unbinding_zombie		True	False	False	0	0	0	3.45	0	1	1	-1	0	False	0	0	False	0		wh_main_bound_entity_energy_small		-1	False	True	True
-1	positive	vmp_main1		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_passive		-1	False	True	True
-1	positive	wh_main_unit_abilities_black_scythes		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack		-1	False	True	True
-1	positive	wh_dlc03_hero_passive_strength_of_the_land_ii		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
42	positive	wh2_main_character_abilities_witchbrew		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh_ability_positive_one_shot	-1	False	True	True
10	positive	wh2_main_spell_bound_radiant_gem_of_hoeth		False	False	False	0	0	0	0.5	24	0	0	0	24	False	0	0	False	0		wh2_main_spell_high_magic_apothesis	wh2_main_spell_high_magic_apotheosis	-1	False	True	True
-1	positive	wef_main2		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh2_main_unit_abilities_hidden_blade		False	False	False	0	0	0	1	0	0	0	0	0	False	0	0	False	0				-1	True	True	True
29	positive	wh_dlc03_item_abilities_hagtree_fetish		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack	wh_ability_positive_one_shot	-1	False	True	True
-1	positive	wh_dlc04_unit_passive_vigour_mortis		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
25	positive	wh_main_lore_passive_power_of_da_waaagh		False	False	False	0	0	0	0	0	0	0	-1	0	False	0.15	0	False	0				-1	False	True	True
-1	positive	wh_dlc03_hero_passive_strength_of_the_land_iv		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
36	negative	wh_main_mount_abilities_locus_of_hysh		False	False	False	0	0	0	0	0	0	0	-1	0	False	-0.07500001	0	False	0		wh2_main_generic_debuff_wom_banner	wh_ability_negative	-1	False	True	True
36	positive	wh2_main_item_abilities_skalm		False	False	False	0	0	0	0.5	24	0	0	-1	24	False	0	0	False	0		wh_main_generic_hp_regen	wh_ability_positive	-1	False	True	True
22	positive	wh_main_hero_abilities_faiths_bastion		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all	wh_ability_positive	-1	False	True	True
-1	positive	wh_dlc06_rune_passive_rune_of_hearth_and_home		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence_morale_passive		-1	False	True	True
36	negative	wh_main_spell_death_doom_and_darkness		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_death_doom_and_darkness	wh_main_spell_death_doom_and_darkness	-1	False	True	True
-1	negative	wh_dlc04_unit_passive_chilling_aura		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_debuff_defence_passive		-1	False	True	True
24	positive	wh_dlc05_lore_passive_smoke_and_mirrors		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
25	negative	wh_main_spell_heavens_curse_of_the_midnight_wind		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_heavens_curse_of_the_midnight_wind	wh_main_spell_heavens_curse_of_the_midnight_wind	-1	False	True	True
14	positive	wh_main_spell_death_aspect_of_the_dreadknight		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_death_aspect_of_the_dreadknight	wh_main_spell_death_aspect_of_the_dreadknight	-1	False	True	True
20	negative	wh2_main_item_abilities_plaque_of_dominion		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_morale	wh2_main_ability_plaque_of_dominion	-1	False	True	True
36	negative	wh_main_spell_death_doom_and_darkness_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_death_doom_and_darkness	wh_main_spell_death_doom_and_darkness	-1	False	True	True
75	positive	wh2_main_army_abilities_pestilens_clanstone		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0	wh_main_unit_contact_poison		wh2_main_ability_pestilens_clanstone	-1	False	True	True
-1	positive	wh_main_unit_abilities_black_nimbus		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all		-1	False	True	True
30	positive	wh_dlc05_unit_abilities_the_shadows_coil		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence	wh_dlc05_ability_shadows_coil	-1	False	True	True
-1	positive	wh_dlc07_hero_passive_sacred_guardian		False	False	False	0	0	0	0.5	2	0	0	0	2	False	0	0	False	0		wh_main_generic_hp_regen_passive		-1	False	True	True
-1	positive	wh_main_hero_passive_extra_powder		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
24	positive	wh2_main_army_abilities_mors_clanstone		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0			wh2_main_ability_mors_clanstone	-1	False	True	True
-1	negative	wh2_main_unit_passive_primal_instincts		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh_main_rune_passive_master_rune_of_grungni		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_missile_passive		-1	False	True	True
7	positive	wh_main_spell_bound_soulfire		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence	wh_ability_positive	-1	False	True	True
24	negative	wh2_main_spell_dark_magic_soul_stealer		False	False	False	0	0	0	2	0	0.6	144	1	0	False	0	0	False	0		wh2_main_spell_dark_magic_soul_stealer	wh_main_spell_dark_magic_soul_stealer	-1	False	True	True
-1	positive	wh_main_unit_passive_stormrage		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
-1	positive	wh2_main_item_passive_blessed_tome		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_passive		-1	False	True	True
-1	positive	wh_dlc03_weapon_passive_everbleed		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0	wh_main_unit_contact_poison			-1	False	True	True
25	positive	wh_main_item_abilities_crown_of_command		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale	wh_ability_positive	-1	False	True	True
-1	positive	wh_dlc05_hero_passive_hawkish_precision		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
-1	positive	wh_dlc05_lord_passive_sight_beyond_sight		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_passive		-1	False	True	True
-1	positive	wh_main_banner_passive_gleaming_pennant		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
52	positive	wh_main_spell_lil_waaagh_night_shroud		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_lil_waaagh_night_shroud	wh_main_spell_lil_waaagh_night_shroud	-1	False	True	True
-1	positive	bst_main2		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0				-1	False	True	True
57	positive	wh2_main_spell_ruin_skitterleap		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh2_main_spell_ruin_skitterleap	wh_main_spell_ruin_skitterleap	-1	False	True	True
0.5	negative	wh2_main_rebirth_miscast		False	False	False	0	0	0	0.1	0	1	1248	1	0	False	0	0	False	0		wh2_main_rebirth_miscast		-1	False	True	True
44	negative	wh_dlc04_lord_abilities_beguile		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_banner	wh_ability_negative_one_shot	-1	False	True	True
33	positive	wh_dlc05_spell_life_regrowth_upgraded		False	False	False	0	0	0	0.5	48	0	0	0	48	False	0	0	False	0		wh_dlc05_spell_life_regrowth	wh_dlc05_spell_life_regrowth	-1	False	True	True
3	negative	wh_main_unit_contact_souls		False	False	False	0	0	0	0.5	0	0.18	7	18	0	False	0	0	False	0		wh_main_unit_contact_souls	wh2_main_spell_high_magic_soul_quench_tail	-1	True	True	True
60	positive	wh_dlc06_quest_abilities_grand_faiths_bastion		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_ward_save_all	wh_ability_positive	-1	False	True	True
48	negative	wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_dlc05_spell_shadow_the_enfeebling_foe	wh_dlc05_spell_shadow_the_enfeebling_foe	-1	False	True	True
30	positive	wh_dlc04_item_abilities_the_carstein_ring		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_generic_ward_save_all	wh_main_item_abilities_potion_of_healing	-1	False	True	True
30	positive	wh_main_weapon_abilities_runefang		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_attack_banner	wh_ability_positive_one_shot	-1	False	True	True
33	negative	wh2_main_item_abilities_the_vortex_shard		False	False	False	0	0	0	0	0	0	0	-1	0	False	-0.3	0	False	0		wh2_main_generic_debuff_wom_banner	wh_ability_negative_banner	-1	False	True	True
-1	positive	wh_dlc07_unit_formation_diamond		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
36	negative	wh_main_item_abilities_skull_of_katam		False	False	False	0	0	0	0	0	0	0	-1	0	False	-0.07500001	0	False	0		wh2_main_generic_debuff_wom_banner	wh_ability_negative_one_shot	-1	False	True	True
-1	positive	wh_main_lord_passive_the_hunger		False	False	False	0	0	0	0.5	2	0	0	0	2	False	0	0	False	0				-1	False	True	True
3	positive	wh_dlc07_unit_formation_lance_1		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
26	negative	wh_main_weapon_abilities_helm_of_discord		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_defence_attack	wh_ability_negative	-1	False	True	True
48	negative	wh_main_spell_death_soulblight_upgraded		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_death_soulblight	wh_main_spell_death_soulblight	-1	False	True	True
24	positive	wh2_main_spell_dark_magic_soul_stealer_miscast		False	False	False	0	0	0	0.5	24	0	0	0	24	False	0	0	False	0			wh_main_spell_dark_magic_soul_stealer	-1	False	True	True
22	positive	wh2_main_spell_high_magic_hand_of_glory		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh2_main_spell_high_magic_hand_of_glory	wh2_main_spell_high_magic_hand_of_glory	-1	False	True	True
-1	negative	wh_dlc04_unit_passive_unbinding_grave_guard		True	False	False	0	0	0	2.8	0	1	1	-1	0	False	0	0	False	0		wh_main_bound_entity_energy_small		-1	False	True	True
-1	negative	wh_main_item_passive_pidgeon_plucker_pendant		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_debuff_attack_passive		-1	False	True	True
-1	positive	wh_dlc07_unit_formation_lance_2		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
13	positive	wh_main_lore_passive_metalshifting		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0				-1	False	True	True
21	positive	wh_dlc06_character_abilities_spite_of_da_bad_moon		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence	wh_ability_positive	-1	False	True	True
21	positive	wh_dlc03_spell_beasts_wyssans_wildform		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_dlc03_spell_beasts_wyssans_wildform	wh_dlc03_spell_beasts_wyssans_wildform	-1	False	True	True
10	positive	wh_main_character_abilities_get_back_ere		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_morale_banner	wh_ability_positive_one_shot	-1	False	True	True
28	negative	wh_main_spell_vampires_curse_of_years		False	False	False	0	0	15	0	0	0	0	0	0	False	0	0	False	0		wh_main_spell_vampires_curse_of_years	wh_main_spell_vampires_curse_of_years	-1	False	True	True
-1	positive	wh2_main_item_passive_shadow_magnet_trinket		False	False	False	0	0	0	0	0	0	0	-1	0	False	0	0	False	0		wh_main_generic_buff_defence_passive		-1	False	True	True
50	positive	wh_dlc03_spell_beasts_panns_impenetrable_pelt		False	False	False	0	0	0	0	0	0	0	0	0	False	0	0	False	0		wh_dlc03_spell_beasts_panns_impenetrable_pelt	wh_dlc03_spell_beasts_panns_impenetrable_pelt	-1	False	True	True
