melee_weapons_tables
21
bonus_v_cavalry	bonus_v_large	bonus_v_infantry	key	damage	ap_damage	first_strike	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval
0	0	0	wh2_main_lzd_cha_terradon_hero	220	80	0	1	spear	claw	medium	5	1	150	0	False		0	10	4
0	0	0	wh2_main_lzd_cold_one_club	14	32	0	1	axe	claw		1	1	10	0	False		0	10	4.4
0	8	0	wh2_main_lzd_cold_one_feral	10	30	0	1	sword	claw		1	1	10	0	False		0	10	4.5
0	14	0	wh2_main_lzd_cold_one_spear	12	28	0	2	spear	spear		1	1	10	0	False		0	10	4.2
0	40	0	wh2_main_lzd_feral_carnosaur	140	375	0	4	axe	claw	large	5	1	500	0	False		0	10	3.4
0	0	0	wh2_main_lzd_horned_one_club	30	50	0	2	axe	claw		2	1	14	0	False		0	10	4.5
0	0	15	wh2_main_lzd_kroxigor	35	75	0	2	axe	club_medium	medium	9	1	100	0	False		0	10	3.8
0	0	0	wh2_main_lzd_saurus_club	36	20	0	2	axe	club		1	1	10	0	False		0	10	3.7
0	15	0	wh2_main_lzd_saurus_spear	32	14	0	2	spear	spear		1	1	10	0	False		0	10	4.1
0	0	0	wh2_main_lzd_skink_chief_hero	230	80	0	1	spear	staff	medium	5	1	150	0	False		0	10	4
0	0	0	wh2_main_lzd_skink_chief_terradon	230	80	0	1	spear	claw	medium	5	1	150	0	False		0	10	4
0	0	0	wh2_main_lzd_skink_club	20	5	0	1	axe	club		1	1	10	0	False		0	10	4.3
0	0	0	wh2_main_lzd_skink_club_poison	20	5	0	1	axe	club		1	1	10	0	False	wh_main_unit_contact_poison	0	10	4.3
0	0	15	wh2_main_lzd_stegadon	120	300	0	3	axe	claw	medium	7	1.5	600	0	False		0	10	3.5
0	16	0	wh2_main_lzd_temple_guard_halberd	20	32	0	2	spear	halberd		1	1	14	0	False		0	10	4
0	0	0	wh2_main_lzd_terradon	52	13	0	2	axe	claw	small	2	1	10	0	False		0	10	4
0	0	0	wh2_main_skv_censer	13	31	0	1	axe	flail		5	1	10	0	True	wh2_main_unit_contact_plague_monk_censer_morale	0	10	4.4
0	0	0	wh2_main_skv_cha_assassin	250	225	0	1	sword	sword	medium	3	1	100	0	False		0	10	3.8
0	0	0	wh2_main_skv_cha_censer_hero	84	196	0	1	axe	flail	medium	5	1	100	0	True	wh2_main_unit_contact_plague_monk_censer_morale	0	10	4
0	0	20	wh2_main_skv_cha_plague_furnace	60	140	0	4	axe	unarmed	medium	5	1	500	0	True	wh2_main_unit_contact_plague_monk_censer_morale	4	4	5.2
0	0	24	wh2_main_skv_cha_queek_headtaker	80	340	0	1	sword	sword	medium	5	1	100	0	False		0	10	4
0	0	20	wh2_main_skv_cha_screaming_bell	60	140	0	3	axe	unarmed	medium	5	1	500	0	False		4	4	5.2
0	0	0	wh2_main_skv_cha_skrolk	150	250	0	1	axe	staff	medium	5	1	100	0	True	wh2_main_unit_contact_plague_monk_censer_morale	0	10	4
0	0	0	wh2_main_skv_cha_staff_lord	217	93	0	1	axe	staff	medium	5	1	100	0	True		0	10	4
0	0	0	wh2_main_skv_cha_warlock_engineer	84	196	0	1	spear	halberd	medium	3	1	100	0	False		0	10	4
0	0	0	wh2_main_skv_cha_warlord	280	120	0	1	sword	sword	medium	5	1	100	0	False		0	10	4
0	0	0	wh2_main_skv_cha_warlord_bonebreaker	138	322	0	1	sword	sword	medium	8	1	400	0	False	wh_dlc06_unit_contact_sundered_armour	0	10	4
0	0	0	wh2_main_skv_claw_blade	21	7	0	1	sword	sword		4	1	10	0	False		0	10	4.3
0	0	0	wh2_main_skv_claw_blade_poison	21	7	0	1	sword	sword		4	1	10	0	False	wh_main_unit_contact_poison	0	10	4.3
0	0	30	wh2_main_skv_doomwheel	84	196	0	3	axe	claw	very_large	7	1	150	0	False		3	2	5
0	0	7	wh2_main_skv_dual_swords	24	8	0	1	sword	sword		4	1	10	0	False	wh_main_unit_contact_poison	0	10	4.5
0	20	0	wh2_main_skv_halberd	15	25	0	1	spear	halberd		4	1	10	0	False		0	10	4.6
0	50	0	wh2_main_skv_hell_pit_abomination	225	425	0	3	axe	claw	large	10	1.2	500	0	False		0	10	3.2
0	0	0	wh2_main_skv_rat_ogre	28	72	0	2	axe	club_medium	medium	4	0.8999999	100	0	False		0	10	3.8
0	12	0	wh2_main_skv_spear	18	5	0	1	spear	spear		4	1	10	0	False		0	10	4.3
0	8	0	wh2_main_skv_spear_skavenslaves	12	4	0	1	spear	spear		4	1	10	0	False		0	10	4.6
0	0	0	wh2_main_skv_sword	20	6	0	1	sword	sword		4	1	10	0	False		0	10	4.3
0	0	0	wh2_main_skv_sword_skavenslaves	14	4	0	1	sword	sword		4	1	10	0	False		0	10	4.3
0	0	0	wh2_main_skv_sword_stormvermin	32	12	0	1	sword	sword		4	1	10	0	False		0	10	4.6
0	0	0	wh2_main_skv_weeping_blade	8	22	0	1	sword	sword		4	1	10	0	False	wh2_main_unit_contact_weeping_blade	0	10	4.3
0	0	0	wh2_main_skv_sword_lethal_poison	20	6	0	1	sword	sword		4	1	10	0	False	wh_main_unit_contact_poison_lethal	0	10	4.3
