melee_weapons_tables
21
bonus_v_cavalry	bonus_v_large	bonus_v_infantry	key	damage	ap_damage	first_strike	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval
0	15	0	wh_pro04_bst_ungor_spear_0	24	5	0	2	spear	spear		1	1	10	0	False	wh_main_unit_contact_poison	0	10	4.5
0	0	0	wh_pro04_chs_claws_chaos_spawn_ror	225	50	0	2	sword	claw	large	10	1.58	50	0	False	wh_dlc06_unit_contact_sundered_armour	0	5	4
0	30	0	wh_pro04_chs_dragon_ogre_ror	85	115	0	2	axe	axe	large	12	1.6	120	0	True		0	5	4.4
0	0	0	wh_pro04_chs_sword	35	30	0	1	sword	sword	small	3	1.08	10	0	False		0	8	4
0	0	0	wh_pro04_chs_sword_chaos_knight_ror	70	40	0	1	sword	sword_medium	medium	6	1.2	20	10	False	wh_main_unit_contact_searing_fire	0	6	4.2
0	40	0	wh_pro04_nor_skinwolves_claws_ror	150	70	0	2	axe	axe	medium	5	1.24	40	0	False	wh_dlc08_unit_contact_frostbite	0	5	3.9
0	8	0	wh_pro04_wef_asrai_spear	17	18	0	2	spear	spear		1	1	10	0	False	wh_dlc08_unit_contact_frostbite	0	10	4
0	0	0	wh_dlc01_chs_manticore_lord	300	225	0	3	axe	claw	large	10	1.5	350	0	False	wh_main_unit_contact_poison	0	3	4
0	0	0	wh_dlc03_bst_bestigor_great_axe	16	30	0	2	axe	axe	small	2	0.4	5	0	False		0	10	4.5
0	0	0	wh_dlc03_bst_centigor_great_axe	20	25	0	2	axe	axe	medium	5	1	20	0	False		0	10	4.5
0	0	0	wh_dlc03_bst_centigor_spear	28	14	0	2	spear	spear	small	5	1	10	0	False		0	10	4.5
0	0	26	wh_dlc03_bst_chariot_general_hero	130	240	0	3	axe	claw	very_large	12	1.2	100	0	False		3	2	4.2
0	0	20	wh_dlc03_bst_chariot_hero	125	200	0	3	axe	claw	very_large	12	1.2	150	0	False		3	2	4.2
0	0	26	wh_dlc03_bst_chariot_khazrak	125	250	0	3	axe	claw	very_large	12	1.2	100	0	False	wh_main_unit_contact_poison_lethal	3	2	4.2
0	0	0	wh_dlc03_bst_claws_chaos_spawn	130	45	0	2	sword	claw	medium	5	1.2	50	0	False	wh_main_unit_contact_poison	0	10	4.2
0	0	0	wh_dlc03_bst_cygor	175	300	0	3	axe	club_huge	large	10	1.5	650	0	True		0	10	4.2
0	0	0	wh_dlc03_bst_gor_axe	28	7	0	1	sword	sword		1	1	5	0	False		0	10	4.4
0	0	0	wh_dlc03_bst_gor_axe_dual	29	8	0	1	sword	sword		1	1	5	0	False		0	10	4.2
0	38	0	wh_dlc03_bst_gor_axe_gorebull	160	270	0	2	sword	sword	large	10	1.25	175	0	False		0	10	4
0	0	0	wh_dlc03_bst_gor_axe_hero	275	175	0	1	sword	axe	medium	6	1	60	0	False		0	10	3.8
0	0	0	wh_dlc03_bst_gor_axe_hero_khazrak	250	200	0	1	sword	sword	medium	8	1.1	65	0	False	wh_main_unit_contact_poison_lethal	0	10	3.8
0	0	0	wh_dlc03_bst_manticore	300	200	0	3	axe	claw	large	10	1.5	350	5	False	wh_main_unit_contact_poison	0	3	3.8
0	0	0	wh_dlc03_bst_minotaur_axe	50	66	0	1	axe	axe	medium	5	1.16	50	0	False		0	7	4.3
0	0	12	wh_dlc03_bst_minotaur_axe_dual	52	66	0	1	axe	axe	large	6	1.24	55	0	False		0	7	4.2
0	30	0	wh_dlc03_bst_minotaur_great_axe	64	80	0	1	axe	axe	large	6	1.16	60	0	False		0	7	4.2
0	0	0	wh_dlc03_bst_razorgor_tusk	28	32	0	1	sword	claw	medium	5	1.06	40	0	False		0	10	4.2
0	0	0	wh_dlc03_bst_staff_bray_shaman	240	75	0	1	sword	staff	large	8	1.1	50	0	True		0	6	4
0	0	0	wh_dlc03_bst_staff_bray_shaman_beasts	250	100	0	1	sword	staff	medium	5	1.1	40	0	True		0	6	3.8
0	0	0	wh_dlc03_bst_staff_hero	200	90	0	1	sword	staff	large	5	1.1	40	0	True		0	5	4
0	0	0	wh_dlc03_bst_staff_hero_malagor	285	145	0	1	sword	staff	very_large	10	1.2	150	0	True	wh_dlc06_unit_contact_discouraged	0	5	4
0	0	0	wh_dlc03_bst_ungor_axe	25	6	0	1	axe	axe		1	1	5	0	False		0	10	4.5
0	0	0	wh_dlc03_bst_ungor_axe_raiders	25	6	0	1	axe	axe		1	1	5	0	False		0	10	4.4
0	15	0	wh_dlc03_bst_ungor_spear	23	5	0	2	spear	spear		1	1	5	0	False		0	10	4.6
0	15	0	wh_dlc03_bst_ungor_spear_0	24	5	0	2	spear	spear		1	1	5	0	False		0	10	4.6
0	0	18	wh_dlc03_chs_chariot_razorgor	32	34	0	3	axe	claw	very_large	6	1.1	40	0	False		2	2	4
0	0	0	wh_dlc04_emp_free_company_sword	27	4	0	1	sword	sword		1	1	5	0	False		0	10	4.5
0	0	0	wh_dlc04_emp_hammer_arch_lector	215	225	0	1	axe	hammer	medium	8	1	100	0	True		0	8	4
0	0	0	wh_dlc04_emp_hammer_volkmar	210	240	0	1	axe	hammer	large	10	1.1	150	15	False		0	6	4
0	0	0	wh_dlc04_emp_hammer_volkmar_altar	250	180	0	2	axe	claw	very_large	14	1.4	200	15	True		3	2	4.4
0	0	0	wh_dlc04_emp_lance_blazing_sun	26	20	0	2	lance	spear		1	1	5	5	False		0	10	4.6
0	0	0	wh_dlc04_emp_mace	25	14	0	1	axe	hammer	very_small	1	0.4	5	0	False		0	10	4.5
0	0	0	wh_dlc04_emp_mace_tattersouls	19	20	0	1	axe	hammer	very_small	2	0.5	5	6	False		0	10	4.4
0	0	0	wh_dlc04_emp_sigmars_sons_sword	26	14	0	1	sword	sword		1	1	5	0	True		0	10	4.5
0	0	5	wh_dlc04_emp_stirlands_revenge_sword	30	5	0	1	sword	sword		1	1	5	0	False		0	10	4.4
0	0	0	wh_dlc04_emp_sword_silver_bullets	25	7	0	0	sword	sword		1	1	5	0	True		0	10	4.6
0	0	0	wh_dlc04_vmp_corpse_cart	62	42	0	1	axe	unarmed	large	5	1.2	75	0	True		3	2	4.2
0	0	0	wh_dlc04_vmp_mortis_engine	115	135	0	3	axe	unarmed	very_large	10	1.2	200	0	True		3	2	4.4
0	0	0	wh_dlc04_vmp_mortis_nagash	125	155	0	3	axe	unarmed	very_large	12	1.25	200	0	True	wh_dlc06_unit_contact_sundered_armour	3	2	4.4
0	0	0	wh_dlc04_vmp_strigoi	290	160	0	2	axe	claw	large	10	1.2	125	0	False	wh_main_unit_contact_poison	0	8	3.8
0	30	0	wh_dlc04_vmp_strigoi_terrogheist	180	275	0	3	axe	claw	large	12	1.35	500	0	False	wh_main_unit_contact_poison	0	3	4
0	0	0	wh_dlc04_vmp_sword_stalkers_poison	25	7	0	1	sword	sword		1	1	5	0	False	wh_main_unit_contact_poison	0	10	4.6
0	20	0	wh_dlc04_vmp_wolf_fangs_direpack	50	4	0	1	knife	claw		1	1	5	0	False		0	10	4
0	0	0	wh_dlc05_bst_harpy_claws	38	4	0	1	axe	claw		1	1	5	0	False		0	0	4
0	0	0	wh_dlc05_bst_morghur_claws	200	275	0	1	axe	claw	large	12	1	150	0	False		0	8	4.2
0	0	0	wh_dlc05_bst_morghur_claws_boss	225	275	0	1	axe	claw	large	16	2	150	0	False	wh_main_unit_contact_poison	0	6	4.2
0	0	0	wh_dlc05_vmp_red_duke_sword	200	250	0	1	sword	sword	medium	6	1	150	0	False		0	10	3.8
0	0	0	wh_dlc05_vmp_red_duke_zombie_dragon	215	325	0	3	axe	claw	very_large	15	1.45	550	0	True	wh_main_unit_contact_poison_lethal	0	3	4
0	10	0	wh_dlc05_wef_asrai_2hspear	23	17	0	2	spear	spear		1	1	5	0	False		0	10	4.5
0	8	0	wh_dlc05_wef_asrai_spear	21	16	0	2	spear	spear		1	1	5	0	False		0	10	4.5
0	0	0	wh_dlc05_wef_branchwraith_claws	300	120	0	1	axe	claw	medium	6	1	150	0	True		0	6	4
0	0	0	wh_dlc05_wef_dragon	275	325	0	3	axe	claw	very_large	16	1.6	500	0	False	wh_main_unit_contact_poison	0	3	4
0	0	0	wh_dlc05_wef_dryads_claw	29	5	0	1	axe	claw		1	1	5	0	True		0	10	4.2
0	0	0	wh_dlc05_wef_durthu_sword	150	350	0	3	sword	sword_huge	very_large	17	1.86	800	0	True		0	10	4.2
0	0	0	wh_dlc05_wef_glade_rider_sword	36	12	0	1	sword	sword		1	1	5	0	False		0	10	4.2
0	0	0	wh_dlc05_wef_great_eagle_caster	160	255	0	3	axe	claw	large	6	1.1	150	0	False		0	3	3.8
0	0	0	wh_dlc05_wef_great_eagle_claws	200	250	0	3	axe	claw	large	8	1.4	125	0	False		0	3	3.8
0	30	0	wh_dlc05_wef_greatsword	24	25	0	1	sword	sword		1	1	6	0	False		0	10	4
0	0	0	wh_dlc05_wef_hawk_talons	30	40	0	2	axe	claw	medium	4	1.1	5	0	False		0	10	3.8
0	0	0	wh_dlc05_wef_orion_spear	180	300	0	3	spear	spear_medium	medium	8	1	150	0	True		0	10	3.8
0	0	0	wh_dlc05_wef_spear_wardancer	28	50	0	2	spear	spear		1	1.15	5	0	False	wh_dlc06_unit_contact_sundered_armour	0	10	4
0	0	0	wh_dlc05_wef_sword_archer	26	7	0	1	sword	sword		1	1	5	0	False		0	10	4.1
0	0	0	wh_dlc05_wef_sword_archer_scout	26	8	0	1	sword	sword		1	1	5	0	False		0	10	4.1
0	0	20	wh_dlc05_wef_sword_dual	44	25	0	1	sword	sword		1	1.15	5	0	False		0	10	4.1
0	0	0	wh_dlc05_wef_sword_hero	265	200	0	1	sword	sword	small	5	1.1	150	0	False		0	10	3.6
0	0	0	wh_dlc05_wef_sword_hero_eagle	172	265	0	2	axe	claw	medium	6	1.2	150	0	False		0	10	3.8
0	0	0	wh_dlc05_wef_sword_hero_eagle_female	160	245	0	2	axe	claw	medium	6	1.1	150	0	False		0	10	3.8
0	0	0	wh_dlc05_wef_sword_hero_female	285	155	0	1	sword	sword	small	4	1	150	0	False		0	10	3.8
0	0	0	wh_dlc05_wef_sword_hero_waystalker	260	150	0	1	sword	sword	small	3	1	150	0	False	wh_main_unit_contact_poison	0	10	3.6
0	0	0	wh_dlc05_wef_sword_waywatcher	32	22	0	1	sword	sword		1	1	5	0	False	wh_main_unit_contact_poison	0	10	4
0	0	0	wh_dlc05_wef_sword_wizard	225	60	0	2	sword	sword	large	11	1.2	150	0	True		0	10	4
0	0	0	wh_dlc05_wef_sword_wizard_shadow	210	70	0	2	sword	sword	large	11	1.3	150	0	True		0	5	4
0	0	0	wh_dlc05_wef_sword_wizard_unicorn	215	130	0	2	sword	sword	very_large	13	1.24	165	0	True		0	4	4
0	0	0	wh_dlc05_wef_sword_wizard_unicorn_shadow	225	130	0	2	sword	sword	very_large	14	1.34	165	0	True		0	4	4
0	0	0	wh_dlc05_wef_thorn_sister_sword	42	22	0	1	sword	sword		1	1	5	0	False	wh_main_unit_contact_poison	0	10	3.9
0	0	0	wh_dlc05_wef_treekin_claws	52	56	0	2	axe	club_medium	large	12	1.4	150	0	True		0	6	4.5
0	0	0	wh_dlc05_wef_treeman_ancient_claws	245	255	0	3	axe	claw	very_large	17	1.9	750	0	True		0	4	4.2
0	0	0	wh_dlc05_wef_treeman_claws	200	275	0	3	axe	claw	very_large	16	1.86	700	0	True		0	4	4
0	20	0	wh_dlc05_wef_wildrider_spear	28	35	0	1	spear	spear	small	3	1.15	5	0	False		0	8	4
0	0	20	wh_dlc05_wef_wildrider_sword	38	31	0	1	sword	sword	small	5	1.2	5	0	False		0	8	3.9
0	0	0	wh_dlc06_chs_aspiring_champions_sword	80	40	0	1	sword	sword	medium	4	1.18	40	0	False	wh_dlc06_unit_contact_sundered_armour	0	6	4.5
0	0	0	wh_dlc06_dwarf_axe_bugmans_rangers	27	15	0	1	axe	axe		1	1	5	0	False		0	10	4.4
0	0	0	wh_dlc06_dwarf_axe_rangers	24	10	0	1	axe	axe		1	1	5	0	False		0	10	4.4
0	0	6	wh_dlc06_dwf_axe_dragonfire	22	10	0	1	axe	axe		1	1	5	5	False		0	10	4.8
0	8	0	wh_dlc06_dwf_axe_great_rangers	12	23	0	2	axe	axe		1	1	5	0	False		0	10	4.4
0	10	0	wh_dlc06_dwf_axe_great_ulthars_rangers	12	28	0	2	axe	axe		1	1	5	0	False		0	10	4.4
0	0	0	wh_dlc06_dwf_axe_hero_magical	250	150	0	1	axe	axe	medium	8	1	150	0	True		0	10	4.2
0	50	0	wh_dlc06_dwf_dragonslayer_axe_dual	85	65	0	1	axe	axe	medium	5	1.16	15	5	False		0	10	4.2
0	0	0	wh_dlc06_dwf_drakegun_norgrimlings	24	8	0	1	sword	drakegun	small	4	0.4	5	0	False		0	10	4.7
0	0	0	wh_dlc06_dwf_grombindal_axe_great	220	290	0	2	axe	axe	large	10	1	250	0	False		0	8	4
0	10	0	wh_dlc06_dwf_grumblers_axe_great	22	27	0	1	axe	axe		1	1	15	0	False		0	10	4.8
0	0	0	wh_dlc06_dwf_hammer_caster_hero	210	220	0	1	axe	hammer	medium	6	1.2	150	0	True		0	10	4.2
0	0	0	wh_dlc06_dwf_hammer_hero_belegar	180	250	0	1	axe	hammer	medium	6	1	500	0	False	wh_dlc06_unit_contact_sundered_armour	0	10	4
0	0	0	wh_dlc06_dwf_hammer_runesmith_magical	125	225	0	1	axe	hammer	very_large	5	1	150	0	True		0	5	4.2
0	0	0	wh_dlc06_dwf_hammerers_peak	20	50	0	2	axe	hammer	small	3	0.8	10	0	True	wh_dlc06_unit_contact_sundered_armour	0	7	4.8
0	0	0	wh_dlc06_dwf_master_engineer_hammer_magical	60	220	0	1	axe	hammer	medium	5	1	150	0	True		0	10	4.2
0	0	0	wh_dlc06_dwf_skyhammer	70	50	0	1	axe	unarmed	large	8	1.4	5	0	False		0	8	4.2
0	75	0	wh_dlc06_grn_arachnarok_queen	125	345	0	3	axe	claw	large	14	1.64	700	0	False	wh_main_unit_contact_poison_lethal	0	5	4.2
0	0	20	wh_dlc06_grn_axe_krimson	30	35	0	2	axe	axe	small	3	1	25	0	False		0	8	4.4
0	0	0	wh_dlc06_grn_goblin_dual_sword	10	17	0	1	sword	sword		1	1	5	0	False		0	10	4.4
0	0	0	wh_dlc06_grn_goblin_hammer_gork	26	5	0	1	sword	sword		1	1	5	0	False		0	10	4.5
0	0	0	wh_dlc06_grn_goblin_loonies_poison	24	5	0	1	sword	sword		1	1	5	0	False	wh_main_unit_contact_poison	0	10	4.4
0	0	0	wh_dlc06_grn_goblin_spear_hero_general_poison	270	170	0	1	spear	spear	small	5	1	150	0	False	wh_main_unit_contact_poison	0	10	4
5	0	0	wh_dlc06_grn_goblin_spear_moonhowlers	28	5	0	1	spear	sword		3	1	5	0	False		0	10	4.4
0	10	0	wh_dlc06_grn_goblin_spear_poison_spider_creepers	16	21	0	1	spear	spear	small	4	0.6	0	0	False	wh_main_unit_contact_poison_lethal	0	10	4.4
0	0	6	wh_dlc06_grn_goblin_sword_durkits_squigs	14	20	0	0	sword	sword		1	1	5	0	False	wh_main_unit_contact_poison	0	10	4.5
0	0	0	wh_dlc06_grn_goblin_sword_rustblight	23	6	0	0	sword	sword		1	1	5	0	False	wh_dlc06_unit_contact_sundered_armour	0	10	4.4
0	0	4	wh_dlc06_grn_goblin_sword_squig_hopper	13	19	0	0	sword	sword		1	1	5	0	False	wh_main_unit_contact_poison	0	10	4.4
0	0	0	wh_dlc06_grn_orc_boar_brokentusk	23	25	0	2	spear	spear	medium	5	1.05	15	0	False		0	10	4.5
0	0	0	wh_dlc06_grn_skarsnik_halberd	140	300	0	1	spear	halberd	large	8	1	150	0	False	wh_main_unit_contact_poison	0	10	4
0	0	40	wh_dlc06_grn_spear_squig_hero	140	275	0	2	spear	spear	large	8	1	75	0	False	wh_main_unit_contact_poison	0	10	4
0	0	0	wh_dlc06_grn_spider_fangs_0	10	16	0	1	knife	claw		1	1	5	0	False	wh_main_unit_contact_poison	0	10	4.4
0	0	20	wh_dlc06_grn_squig_hero	160	270	0	1	spear	spear	medium	8	1	100	0	False	wh_main_unit_contact_poison	0	10	4
0	0	6	wh_dlc06_grn_squig_maw	8	19	0	1	sword	claw	medium	3	1	30	0	False		0	10	4.2
0	0	0	wh_dlc06_grn_wurrzag	290	145	0	1	sword	sword	large	8	1	150	0	True		0	10	4
0	0	10	wh_dlc06_grn_wurrzag_boar	160	250	0	1	sword	sword	large	10	1.1	5	0	True		0	10	4
0	0	0	wh_dlc06_sword_goblin_raiders	27	4	0	0	sword	sword		1	1	5	0	False		0	10	4.4
0	38	0	wh_dlc07_brt_alberic_sword	300	150	0	1	sword	sword	small	6	1	150	0	False		0	10	4
0	38	0	wh_dlc07_brt_alberic_sword_hippogryph	140	290	0	3	sword	sword	large	10	1.4	250	0	False		0	10	4
0	38	0	wh_dlc07_brt_alberic_sword_pegasus	310	140	0	1	sword	sword	medium	8	1.2	150	0	False		0	10	4
0	0	0	wh_dlc07_brt_caster_fay	375	100	0	1	sword	sword	very_large	12	1.2	150	0	True		0	5	4
0	0	0	wh_dlc07_brt_caster_fay_silvaron	180	250	0	1	sword	sword	very_large	14	1.3	150	0	True		0	3	4.2
0	0	0	wh_dlc07_brt_caster_prophetess	310	100	0	1	sword	sword	large	10	1.1	150	0	True		0	6	4.2
0	0	0	wh_dlc07_brt_caster_prophetess_beasts	250	125	0	1	sword	sword	large	10	1.1	150	0	True		0	6	4
0	0	0	wh_dlc07_brt_caster_prophetess_heavens	200	100	0	1	sword	sword	large	10	1.1	150	0	True	wh_dlc06_unit_contact_blinded	0	6	4.2
0	0	0	wh_dlc07_brt_grail_reliquae	76	28	0	1	sword	unarmed	medium	10	1.2	60	0	True		0	5	4
0	0	0	wh_dlc07_brt_hippogryph_knight	115	145	0	3	axe	claw	large	8	1.56	45	0	False		0	4	4.2
0	20	0	wh_dlc07_brt_lance__royal_pegasus_knights	80	40	0	1	lance	spear	small	4	1.02	10	0	True		0	8	4.4
0	0	0	wh_dlc07_brt_lance_errant	27	13	0	1	lance	spear		1	1	10	0	False		0	10	4.6
0	0	0	wh_dlc07_brt_peasant_tool	23	3	0	1	sword	sword		10	1	10	0	False		0	10	4.7
0	0	8	wh_dlc07_brt_squire_sword_great	15	21	0	1	sword	sword	small	3	0.4	10	0	False		0	10	4.5
0	0	0	wh_dlc07_brt_sword	25	6	0	1	sword	sword		1	1	10	0	False		0	10	4.5
0	0	0	wh_dlc07_brt_sword_caster_hero	275	35	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	4.2
0	0	0	wh_dlc07_brt_sword_caster_hero_beasts	250	50	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	4
0	0	0	wh_dlc07_brt_sword_caster_life	270	35	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	4.2
0	0	0	wh_dlc07_brt_sword_caster_unicorn	140	175	0	1	sword	sword	very_large	12	1.25	50	0	True		0	4	4
0	0	0	wh_dlc07_brt_sword_grail_guardian	120	80	0	1	sword	sword	medium	4	1.45	10	0	True		0	5	4.2
0	0	10	wh_dlc07_brt_sword_great_questing	20	40	0	1	sword	sword	small	3	1.3	10	0	False		0	10	4.4
0	0	0	wh_dlc07_brt_sword_green_knight	240	260	0	1	sword	sword	very_large	15	1.5	250	0	True		0	6	3.8
0	0	0	wh_dlc07_brt_sword_louen	300	150	0	1	sword	sword	medium	8	1	150	0	False		0	10	4
0	0	0	wh_dlc07_brt_sword_pilgrim	31	9	0	1	sword	sword		1	1	10	0	False		0	10	4.5
0	0	0	wh_dlc07_brt_sword_single_handed	26	6	0	1	sword	sword		1	1	10	0	False		0	10	4.5
0	0	0	wh_main_brt_cavalry_spear	26	5	0	2	lance	spear		1	1	5	0	False		0	10	4.5
0	8	0	wh_main_brt_halberd	14	22	0	2	spear	halberd		1	1	5	0	False		0	10	4.8
0	0	0	wh_main_brt_hammer	22	8	0	1	axe	hammer		1	1	5	0	False		0	10	4.2
0	30	0	wh_main_brt_hippogryph	240	250	0	3	axe	claw	large	11	1.35	500	0	False		0	3	4
0	38	0	wh_main_brt_hippogryph_beaquis	225	275	0	3	axe	claw	large	12	1.45	550	0	False		0	3	4
