character_skill_level_details_tables
0
unknown	unknown2	image_path	level	skill_key	unknown6	unlocked_at_rank
		x	1	wh2_main_skill_def_generic_eternal_hatred		5
		x	1	wh2_main_skill_def_generic_hekartis_blessing		3
		x	1	wh2_main_skill_def_generic_hekartis_blessing_morathi		5
		x	1	wh2_main_skill_def_generic_sadistic		3
		x	1	wh2_main_skill_def_generic_ward_of_hekarti		7
		x	1	wh2_main_skill_def_generic_ward_of_khaine		7
		x	1	wh2_main_skill_def_malekith_absolute_power		9
		x	1	wh2_main_skill_def_malekith_mount_cold_one		7
		x	1	wh2_main_skill_def_malekith_mount_cold_one_chariot		11
		x	1	wh2_main_skill_def_malekith_mount_seraphon		17
		x	1	wh2_main_skill_def_malekith_tyrant_0		11
		x	1	wh2_main_skill_def_malekith_warleader_1		11
		x	1	wh2_main_skill_def_morathi_mount_sulephet		8
		x	1	wh2_main_skill_def_morathi_unique_0		11
		x	1	wh2_main_skill_def_morathi_unique_2		11
		x	1	wh2_main_skill_def_names_of_power_1		9
		x	1	wh2_main_skill_def_names_of_power_2		9
		x	1	wh2_main_skill_def_names_of_power_3		9
		x	1	wh2_main_skill_def_sorceress_dark_mount_cold_one		12
		x	1	wh2_main_skill_def_sorceress_dark_mount_dark_pegasus		16
		x	1	wh2_main_skill_def_sorceress_dark_mount_dark_steed		8
		x	1	wh2_main_skill_def_sorceress_fire_mount_cold_one		12
		x	1	wh2_main_skill_def_sorceress_fire_mount_dark_pegasus		16
		x	1	wh2_main_skill_def_sorceress_fire_mount_dark_steed		8
		x	1	wh2_main_skill_def_sorceress_shadow_mount_cold_one		12
		x	1	wh2_main_skill_def_sorceress_shadow_mount_dark_pegasus		16
		x	1	wh2_main_skill_def_sorceress_shadow_mount_dark_steed		8
		x	1	wh2_main_skill_def_spy_poison_1		5
		x	1	wh2_main_skill_def_spy_poison_2		5
		x	1	wh2_main_skill_def_spy_poison_3		5
		x	1	wh2_main_skill_def_spy_unbreakable		9
		x	1	wh2_main_skill_def_witchbrew		7
		x	1	wh2_main_skill_hef_alastar_unique_1		5
		x	1	wh2_main_skill_hef_dedication_addaioth		9
		x	1	wh2_main_skill_hef_dedication_asuryan		9
		x	1	wh2_main_skill_hef_dedication_hoeth		9
		x	1	wh2_main_skill_hef_dedication_hukon		9
		x	1	wh2_main_skill_hef_dedication_isha		9
		x	1	wh2_main_skill_hef_dedication_kurnous		9
		x	1	wh2_main_skill_hef_dedication_mathlann		9
		x	1	wh2_main_skill_hef_dedication_vaul		9
		x	1	wh2_main_skill_hef_generic_lileaths_blessing		3
		x	1	wh2_main_skill_hef_generic_speed_of_asuryan		3
		x	1	wh2_main_skill_hef_generic_warding_of_hoeth		7
		x	1	wh2_main_skill_hef_generic_warding_of_loec		7
		x	1	wh2_main_skill_hef_mage_high_mount_elven_steed		7
		x	1	wh2_main_skill_hef_mage_high_mount_ithilmar_chariot		15
		x	1	wh2_main_skill_hef_mage_life_mount_elven_steed		7
		x	1	wh2_main_skill_hef_mage_life_mount_ithilmar_chariot		15
		x	1	wh2_main_skill_hef_mage_light_mount_elven_steed		7
		x	1	wh2_main_skill_hef_mage_light_mount_ithilmar_chariot		15
		x	1	wh2_main_skill_hef_noble_barded_ithilmar_steed		4
		x	1	wh2_main_skill_hef_noble_great_eagle		12
		x	1	wh2_main_skill_hef_noble_ithilmar_chariot		15
		x	1	wh2_main_skill_hef_noble_unique_1		9
		x	1	wh2_main_skill_hef_noble_unique_2		9
		x	1	wh2_main_skill_hef_noble_unique_3		9
		x	1	wh2_main_skill_hef_prince_alastar_mount_great_eagle		12
		x	1	wh2_main_skill_hef_prince_alastar_mount_star_dragon		19
		x	1	wh2_main_skill_hef_prince_alastar_mount_sun_dragon		15
		x	1	wh2_main_skill_hef_prince_mount_barded_ithilmar_steed		4
		x	1	wh2_main_skill_hef_prince_mount_great_eagle		12
		x	1	wh2_main_skill_hef_prince_mount_star_dragon		19
		x	1	wh2_main_skill_hef_prince_mount_sun_dragon		15
		x	1	wh2_main_skill_hef_princess_mount_elven_steed		4
		x	1	wh2_main_skill_hef_princess_mount_great_eagle		12
		x	1	wh2_main_skill_hef_princess_mount_moon_dragon		15
		x	1	wh2_main_skill_hef_princess_mount_star_dragon		19
		x	1	wh2_main_skill_hef_teclis_charoi		7
		x	1	wh2_main_skill_hef_teclis_mount_barded_ithilmar_steed		12
		x	1	wh2_main_skill_hef_teclis_sublime_focus		6
		x	1	wh2_main_skill_hef_tyrion_mount_malhandhir		8
		x	1	wh2_main_skill_hef_tyrion_unique_0		11
		x	1	wh2_main_skill_hef_tyrion_unique_2		11
		x	1	wh2_main_skill_lzd_blessing_chotec		9
		x	1	wh2_main_skill_lzd_blessing_huanchi		9
		x	1	wh2_main_skill_lzd_blessing_itzl		9
		x	1	wh2_main_skill_lzd_blessing_quetzl		9
		x	1	wh2_main_skill_lzd_blessing_tepok		9
		x	1	wh2_main_skill_lzd_blessing_tlazcotl		9
		x	1	wh2_main_skill_lzd_disciplines_arcane_convergence		11
		x	1	wh2_main_skill_lzd_disciplines_becalming_cogitation		7
		x	1	wh2_main_skill_lzd_disciplines_focus_of_mysteries		15
		x	1	wh2_main_skill_lzd_disciplines_harrowing_scruteny		11
		x	1	wh2_main_skill_lzd_disciplines_higher_state_of_consciousness		19
		x	1	wh2_main_skill_lzd_disciplines_reservoir		3
		x	1	wh2_main_skill_lzd_disciplines_soul_of_stone		7
		x	1	wh2_main_skill_lzd_disciplines_transcendent_healing		15
		x	1	wh2_main_skill_lzd_disciplines_unfathomable_presence		3
		x	1	wh2_main_skill_lzd_generic_honoured_elder_hero		19
		x	1	wh2_main_skill_lzd_generic_honoured_elder_lord		19
		x	1	wh2_main_skill_lzd_generic_obey		3
		x	1	wh2_main_skill_lzd_kroq_gar_annihilate		9
		x	1	wh2_main_skill_lzd_kroq_gar_destroy		9
		x	1	wh2_main_skill_lzd_kroq_gar_exterminate		9
		x	1	wh2_main_skill_lzd_kroq_gar_extinguish		9
		x	1	wh2_main_skill_lzd_kroq_gar_kill		9
		x	1	wh2_main_skill_lzd_kroq_gar_mount_1		6
		x	1	wh2_main_skill_lzd_kroq_gar_mount_2		14
		x	1	wh2_main_skill_lzd_kroq_gar_neutralize		9
		x	1	wh2_main_skill_lzd_kroq_gar_obliterate		9
		x	1	wh2_main_skill_lzd_kroq_gar_purge		9
		x	1	wh2_main_skill_lzd_lizardmen_agility		7
		x	1	wh2_main_skill_lzd_mazdamundi_ruination_of_cities		19
		x	1	wh2_main_skill_lzd_mazdamundi_zlaaq		16
		x	1	wh2_main_skill_lzd_protection_of_the_old_ones		7
		x	1	wh2_main_skill_lzd_saurus_old_blood_carnosaur		14
		x	1	wh2_main_skill_lzd_saurus_old_blood_cold_one		6
		x	1	wh2_main_skill_lzd_saurus_scar_veteran_carnosaur		14
		x	1	wh2_main_skill_lzd_saurus_scar_veteran_cold_one		6
		x	1	wh2_main_skill_lzd_skink_chief_stalk		14
		x	1	wh2_main_skill_lzd_skink_chief_stegadon		14
		x	1	wh2_main_skill_lzd_skink_chief_terradon		6
		x	1	wh2_main_skill_lzd_skink_chief_vanguard		6
		x	1	wh2_main_skill_lzd_skink_priest_arcane_vassal		17
		x	1	wh2_main_skill_lzd_skink_priest_beasts_stegadon		14
		x	1	wh2_main_skill_lzd_skink_priest_beasts_terradon		9
		x	1	wh2_main_skill_lzd_skink_priest_heavens_stegadon		14
		x	1	wh2_main_skill_lzd_skink_priest_heavens_terradon		9
		x	1	wh2_main_skill_lzd_telekinesis		7
		x	1	wh2_main_skill_skv_assassin_poison		6
		x	1	wh2_main_skill_skv_assassin_smoke_bomb		8
		x	1	wh2_main_skill_skv_aura_of_pestilence		12
		x	1	wh2_main_skill_skv_combat_warpstone_weapon		12
		x	1	wh2_main_skill_skv_generic_magic_ward		7
		x	1	wh2_main_skill_skv_generic_missile_ward		7
		x	1	wh2_main_skill_skv_generic_verminous_valour		3
		x	1	wh2_main_skill_skv_grey_seer_plague_mount_screaming_bell		12
		x	1	wh2_main_skill_skv_grey_seer_ruin_mount_screaming_bell		12
		x	1	wh2_main_skill_skv_plague_priest_mount_plague_furnace		12
		x	1	wh2_main_skill_skv_queek_unique_melee_1		5
		x	1	wh2_main_skill_skv_skrolk_unique_campaign_3		5
		x	1	wh2_main_skill_skv_skrolk_unique_loathsome		5
		x	1	wh2_main_skill_skv_skrolk_unique_plague_lord		5
		x	1	wh2_main_skill_skv_unique_deviousness		12
		x	1	wh2_main_skill_skv_unique_envoy_of_the_council		12
		x	1	wh2_main_skill_skv_unique_expansion		12
		x	1	wh2_main_skill_skv_unique_life_is_cheap		12
		x	1	wh2_main_skill_skv_unique_voice_of_the_horned_rat		12
		x	1	wh2_main_skill_skv_unique_warptokens		3
		x	1	wh2_main_skill_skv_warlord_mount_1		8
		x	1	wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_chaos_steed		8
		x	1	wh_dlc01_skill_chs_wizard_unique_chaos_sorcerer_shadow_manticore		19
		x	1	wh_dlc03_skill_all_all_self_call_to_morrslieb		6
		x	1	wh_dlc03_skill_bst_all_unique_shadow_hide		7
		x	1	wh_dlc03_skill_bst_beastlord_unique_razorgor		14
		x	1	wh_dlc03_skill_bst_bray_shaman_beasts_unique_razorgor		14
		x	1	wh_dlc03_skill_bst_bray_shaman_death_unique_razorgor		14
		x	1	wh_dlc03_skill_bst_bray_shaman_unique_many_limbed_friend		9
		x	1	wh_dlc03_skill_bst_bray_shaman_unique_uncanny_senses		9
		x	1	wh_dlc03_skill_bst_bray_shaman_wild_unique_razorgor		14
		x	1	wh_dlc03_skill_bst_gorebull_bloodgreed		24
		x	1	wh_dlc03_skill_bst_gorebull_gnarled_hide		14
		x	1	wh_dlc03_skill_bst_gorebull_gouge_tusks		9
		x	1	wh_dlc03_skill_bst_gorebull_slaughteres_call		17
		x	1	wh_dlc03_skill_bst_khazrak_one_eye_unique_razorgor		14
		x	1	wh_dlc03_skill_bst_lord_bestial_cunning		4
		x	1	wh_dlc03_skill_bst_lord_crown_of_horns		6
		x	1	wh_dlc03_skill_bst_lord_man_bane		4
		x	1	wh_dlc03_skill_bst_lord_rune_of_the_true_beast		11
		x	1	wh_dlc03_skill_bst_lord_slug_skin		9
		x	1	wh_dlc03_skill_bst_morghur_unique_primal_fury		5
		x	1	wh_dlc03_skill_bst_morghur_unique_upgraded_spawn_1		8
		x	1	wh_dlc03_skill_bst_morghur_unique_upgraded_spawn_2		8
		x	1	wh_dlc03_skill_emp_lord_unique_boris_todbringer_barded_warhorse		1
		x	1	wh_dlc03_skill_emp_wizard_unique_amber_wizard_imperial_griffon		24
		x	1	wh_dlc03_skill_emp_wizard_unique_amber_wizard_imperial_pegasus		16
		x	1	wh_dlc03_skill_emp_wizard_unique_amber_wizard_warhorse		8
		x	1	wh_dlc03_skill_malagor_crowfather		24
		x	1	wh_dlc03_skill_malagor_something_wicked_this_way_comes		14
		x	1	wh_dlc03_skill_malagor_unholy_power		14
		x	1	wh_dlc04_skill_emp_lord_unique_arch_lector_warhorse		4
		x	1	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_cooldown		19
		x	1	wh_dlc04_skill_emp_lord_unique_volkmar_the_grim_warhorse		1
		x	1	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_corpse_cart		14
		x	1	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_corpse_cart_boost		9
		x	1	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_forbidden_scripture		2
		x	1	wh_dlc04_skill_vmp_lord_unique_helman_ghorst_morbid_reunion		3
		x	1	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart		19
		x	1	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_balefire		22
		x	1	wh_dlc04_skill_vmp_lord_unique_necromancer_corpse_cart_lodestone		25
		x	1	wh_dlc04_skill_vmp_lord_unique_strigoi_ghoul_king_terrorgheist		19
		x	1	wh_dlc04_skill_vmp_lord_unique_vlad_von_carstein_cloud_of_horror		4
		x	1	wh_dlc04_skill_vmp_lord_unique_vlad_von_carstein_coven_of_undeath		3
		x	1	wh_dlc04_skill_vmp_lord_unique_vlad_von_carstein_mesmerising_aura		6
		x	1	wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart		13
		x	1	wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart_balefire		17
		x	1	wh_dlc04_skill_vmp_wizard_unique_necromancer_corpse_cart_lodestone		21
		x	1	wh_dlc05_skill_emp_wizard_unique_grey_wizard_barded_warhorse		8
		x	1	wh_dlc05_skill_emp_wizard_unique_grey_wizard_pegasus		16
		x	1	wh_dlc05_skill_emp_wizard_unique_grey_wizard_warhorse		4
		x	1	wh_dlc05_skill_emp_wizard_unique_jade_wizard_barded_warhorse		8
		x	1	wh_dlc05_skill_emp_wizard_unique_jade_wizard_pegasus		16
		x	1	wh_dlc05_skill_emp_wizard_unique_jade_wizard_warhorse		4
		x	1	wh_dlc05_skill_vmp_dignitary_shadow_unique_vampire_barded_nightmare		8
		x	1	wh_dlc05_skill_vmp_dignitary_shadow_unique_vampire_hellsteed		16
		x	1	wh_dlc05_skill_wef_ancient_treeman_unique_ap_damage_treekin		4
		x	1	wh_dlc05_skill_wef_ancient_treeman_unique_damage_resistance_treekin		7
		x	1	wh_dlc05_skill_wef_army_buff_branchwraith_melee_melee_ability_2		5
		x	1	wh_dlc05_skill_wef_army_buff_waystalker_unique_ranged_ranged_ability_2		5
		x	1	wh_dlc05_skill_wef_branchwraith_unique_damage_reduction_bonus_in_forest		7
		x	1	wh_dlc05_skill_wef_branchwraith_unique_leadership_bonus_in_forest		4
		x	1	wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide		4
		x	1	wh_dlc05_skill_wef_glade_lord_unique_battle_speed_elven_units		4
		x	1	wh_dlc05_skill_wef_glade_lord_unique_elven_steed		1
		x	1	wh_dlc05_skill_wef_glade_lord_unique_elven_steed_fem		1
		x	1	wh_dlc05_skill_wef_glade_lord_unique_forest_dragon		17
		x	1	wh_dlc05_skill_wef_glade_lord_unique_forest_dragon_fem		17
		x	1	wh_dlc05_skill_wef_glade_lord_unique_great_eagle		9
		x	1	wh_dlc05_skill_wef_glade_lord_unique_great_eagle_fem		9
		x	1	wh_dlc05_skill_wef_orion_unique_battle_ranged_damage_factionwide		0
		x	1	wh_dlc05_skill_wef_spellsinger_beasts_unique_elven_steed		4
		x	1	wh_dlc05_skill_wef_spellsinger_beasts_unique_great_eagle		12
		x	1	wh_dlc05_skill_wef_spellsinger_beasts_unique_unicorn		8
		x	1	wh_dlc05_skill_wef_spellsinger_life_unique_elven_steed		4
		x	1	wh_dlc05_skill_wef_spellsinger_life_unique_great_eagle		12
		x	1	wh_dlc05_skill_wef_spellsinger_life_unique_unicorn		8
		x	1	wh_dlc05_skill_wef_spellsinger_shadow_unique_elven_steed		4
		x	1	wh_dlc05_skill_wef_spellsinger_shadow_unique_great_eagle		12
		x	1	wh_dlc05_skill_wef_spellsinger_shadow_unique_unicorn		8
		x	1	wh_dlc05_skill_wef_waystalked_unique_reload_when_in_forest		3
		x	1	wh_dlc06_skill_dwf_lord_unique_belegar_greenskin_slayer		6
		x	1	wh_dlc06_skill_dwf_lord_unique_belegar_oathstone		2
		x	1	wh_dlc06_skill_dwf_runelord_anvil_of_doom		9
		x	1	wh_dlc06_skill_dwf_runelord_self_ancestral_grudge		9
		x	1	wh_dlc06_skill_grn_night_goblin_warboss_great_cave_squig		11
		x	1	wh_dlc06_skill_grn_poison_for_armies		3
		x	1	wh_dlc07_skill_brt_alberic_unique_general_barded_warhorse		5
		x	1	wh_dlc07_skill_brt_alberic_unique_general_hippogryph		14
		x	1	wh_dlc07_skill_brt_alberic_unique_general_royal_pegasus		8
		x	1	wh_dlc07_skill_brt_damsel_beasts_unique_unicorn		8
		x	1	wh_dlc07_skill_brt_damsel_heavens_unique_unicorn		8
		x	1	wh_dlc07_skill_brt_damsel_life_unique_unicorn		8
		x	1	wh_dlc07_skill_brt_fay_enchantress_unique_girdle_of_gold		14
		x	1	wh_dlc07_skill_brt_fay_enchantress_unique_power_familiar		11
		x	1	wh_dlc07_skill_brt_fay_enchantress_unique_silvaron		6
		x	1	wh_dlc07_skill_brt_grail_vow		9
		x	1	wh_dlc07_skill_brt_knight_vow		1
		x	1	wh_dlc07_skill_brt_lord_unique_fay_enchantress_loremaster_lore_of_life		9
		x	1	wh_dlc07_skill_brt_louen_unique_crown_of_brettonia		4
		x	1	wh_dlc07_skill_brt_louen_unique_lions_shield		14
		x	1	wh_dlc07_skill_brt_prophetess_unique_brettonian_royal_pegasus		8
		x	1	wh_dlc07_skill_brt_prophetess_unique_brettonian_warhorse		5
		x	1	wh_dlc07_skill_brt_questing_vow		4
		x	1	wh_main_qb_skill_scripted_all_rising_champion		0
		x	1	wh_main_skill_brt_all_unique_ladys_mantle		7
		x	1	wh_main_skill_brt_champion_unique_paladin_barded_warhorse		5
		x	1	wh_main_skill_brt_champion_unique_paladin_pegasus		8
		x	1	wh_main_skill_brt_lord_unique_general_barded_warhorse		5
		x	1	wh_main_skill_brt_lord_unique_general_hippogryph		14
		x	1	wh_main_skill_brt_lord_unique_general_lance_formation		5
		x	1	wh_main_skill_brt_lord_unique_general_royal_pegasus		8
		x	1	wh_main_skill_brt_lord_unique_louen_beaquis		14
		x	1	wh_main_skill_brt_lord_unique_louen_beloved_son_of_bretonnia		11
		x	1	wh_main_skill_brt_lord_unique_louen_royal_pegasus		8
		x	1	wh_main_skill_brt_lord_unique_louen_the_army_of_the_king		9
		x	1	wh_main_skill_brt_lord_unique_louen_the_ladys_champion		5
		x	1	wh_main_skill_brt_lord_unique_the_blessing_of_the_lady		11
		x	1	wh_main_skill_brt_wizard_unique_damsel_aura_of_the_lady		11
		x	1	wh_main_skill_brt_wizard_unique_damsel_warhorse		5
		x	1	wh_main_skill_chs_all_unique_aura_of_chaos		7
		x	1	wh_main_skill_chs_all_unique_eye_of_the_gods		14
		x	1	wh_main_skill_chs_champion_unique_exalted_hero_chaos_steed		1
		x	1	wh_main_skill_chs_champion_unique_exalted_hero_manticore		17
		x	1	wh_main_skill_chs_lord_unique_archaon_chosen_of_the_gods		17
		x	1	wh_main_skill_chs_lord_unique_archaon_dorghar		8
		x	1	wh_main_skill_chs_lord_unique_archaon_lord_of_the_end_times		11
		x	1	wh_main_skill_chs_lord_unique_archaon_the_swords_of_chaos		5
		x	1	wh_main_skill_chs_lord_unique_chaos_lord_chaos_dragon		24
		x	1	wh_main_skill_chs_lord_unique_chaos_lord_chaos_steed		1
		x	1	wh_main_skill_chs_lord_unique_chaos_lord_manticore		17
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_chaos_dragon		24
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_chaos_steed		8
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_death_manticore		19
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_chaos_dragon		24
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_chaos_steed		8
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_fire_manticore		19
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_chaos_dragon		24
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_chaos_steed		8
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_metal_manticore		19
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_chaos_dragon		24
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_chaos_steed		8
		x	1	wh_main_skill_chs_lord_unique_chaos_sorcerer_lord_shadow_manticore		19
		x	1	wh_main_skill_chs_lord_unique_kholek_lord_of_the_storm		8
		x	1	wh_main_skill_chs_lord_unique_kholek_storm_rage		13
		x	1	wh_main_skill_chs_lord_unique_lord_of_change_daemon_of_tzeentch		4
		x	1	wh_main_skill_chs_lord_unique_sigvald_favoured_son		7
		x	1	wh_main_skill_chs_lord_unique_sigvald_marked_by_slaanesh		11
		x	1	wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_chaos_steed		8
		x	1	wh_main_skill_chs_wizard_unique_chaos_sorcerer_death_manticore		19
		x	1	wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_chaos_steed		8
		x	1	wh_main_skill_chs_wizard_unique_chaos_sorcerer_fire_manticore		19
		x	1	wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_chaos_steed		8
		x	1	wh_main_skill_chs_wizard_unique_chaos_sorcerer_metal_manticore		19
		x	1	wh_main_skill_dwf_all_unique_ancestral_grudge		3
		x	1	wh_main_skill_dwf_all_unique_relentless		10
		x	1	wh_main_skill_dwf_all_unique_resolute		6
		x	1	wh_main_skill_dwf_all_unique_rune_of_grimnir		7
		x	1	wh_main_skill_dwf_lord_unique_lord_obdurate		5
		x	1	wh_main_skill_dwf_lord_unique_thorgrim_high_king		7
		x	1	wh_main_skill_dwf_lord_unique_ungrim_daemon_slayer		8
		x	1	wh_main_skill_dwf_lord_unique_ungrim_deathblow		4
		x	1	wh_main_skill_dwf_lord_unique_ungrim_dragon_slayer		7
		x	1	wh_main_skill_dwf_lord_unique_ungrim_slayer		3
		x	1	wh_main_skill_dwf_lord_unique_ungrim_slayer_king		5
		x	1	wh_main_skill_emp_all_unique_sigmars_ward		7
		x	1	wh_main_skill_emp_champion_unique_captain_imperial_pegasus		8
		x	1	wh_main_skill_emp_champion_unique_captain_warhorse		1
		x	1	wh_main_skill_emp_champion_unique_hold_the_line		5
		x	1	wh_main_skill_emp_dignitary_unique_volkmar_hammer_of_sigmar		4
		x	1	wh_main_skill_emp_dignitary_unique_volkmar_priest_shield_of_faith		10
		x	1	wh_main_skill_emp_dignitary_unique_volkmar_soulfire		14
		x	1	wh_main_skill_emp_dignitary_unique_warrior_priest_hammer_of_sigmar		4
		x	1	wh_main_skill_emp_dignitary_unique_warrior_priest_righteous_fury		17
		x	1	wh_main_skill_emp_dignitary_unique_warrior_priest_shield_of_faith		10
		x	1	wh_main_skill_emp_dignitary_unique_warrior_priest_soulfire		14
		x	1	wh_main_skill_emp_dignitary_unique_warrior_priest_warhorse		4
		x	1	wh_main_skill_emp_lord_unique_balthasar_imperial_pegasus		11
		x	1	wh_main_skill_emp_lord_unique_balthasar_loremaster_lore_of_metal		8
		x	1	wh_main_skill_emp_lord_unique_general_imperial_griffon		16
		x	1	wh_main_skill_emp_lord_unique_general_imperial_pegasus		8
		x	1	wh_main_skill_emp_lord_unique_general_warhorse		1
		x	1	wh_main_skill_emp_lord_unique_karl_franz_deathclaw		14
		x	1	wh_main_skill_emp_lord_unique_karl_franz_imperial_pegasus		8
		x	1	wh_main_skill_emp_lord_unique_karl_franz_leader_of_men		7
		x	1	wh_main_skill_emp_lord_unique_karl_franz_warhorse		1
		x	1	wh_main_skill_emp_spy_unique_witch_hunter_accusation		2
		x	1	wh_main_skill_emp_spy_unique_witch_hunter_grim_resolve		6
		x	1	wh_main_skill_emp_spy_unique_witch_hunter_magic_resistance		9
		x	1	wh_main_skill_emp_spy_unique_witch_hunter_tools_of_judgement		14
		x	1	wh_main_skill_emp_wizard_unique_bright_wizard_imperial_pegasus		20
		x	1	wh_main_skill_emp_wizard_unique_bright_wizard_warhorse		8
		x	1	wh_main_skill_emp_wizard_unique_celestial_wizard_imperial_pegasus		20
		x	1	wh_main_skill_emp_wizard_unique_celestial_wizard_warhorse		8
		x	1	wh_main_skill_emp_wizard_unique_light_wizard_imperial_pegasus		20
		x	1	wh_main_skill_emp_wizard_unique_light_wizard_warhorse		8
		x	1	wh_main_skill_grn_all_unique_dodgy_geezer		7
		x	1	wh_main_skill_grn_lord_unique_azhag_get_on_wiv_it		10
		x	1	wh_main_skill_grn_lord_unique_azhag_skullmuncha		20
		x	1	wh_main_skill_grn_lord_unique_goblin_great_shaman_giant_wolf		8
		x	1	wh_main_skill_grn_lord_unique_grimgor_hatred		5
		x	1	wh_main_skill_grn_lord_unique_orc_warboss_war_boar		1
		x	1	wh_main_skill_grn_lord_unique_orc_warboss_wyvern		14
		x	1	wh_main_skill_grn_spy_unique_goblin_big_boss_ambusher		6
		x	1	wh_main_skill_grn_spy_unique_goblin_big_boss_giant_spider		4
		x	1	wh_main_skill_grn_spy_unique_goblin_big_boss_giant_wolf		1
		x	1	wh_main_skill_grn_spy_unique_goblin_big_boss_nasty_skulker		13
		x	1	wh_main_skill_grn_wizard_unique_night_goblin_shaman_magic_mushrooms		2
		x	1	wh_main_skill_grn_wizard_unique_orc_shaman_war_boar		8
		x	1	wh_main_skill_ksl_champion_unique_captain_warhorse		1
		x	1	wh_main_skill_ksl_lord_unique_general_warhorse		1
		x	1	wh_main_skill_ksl_wizard_unique_celestial_wizard_warhorse		8
		x	1	wh_main_skill_nor_lord_unique_chaos_sorcerer_lord_warhorse		2
		x	1	wh_main_skill_nor_lord_unique_marauder_chieftain_warhorse		2
		x	1	wh_main_skill_nor_wizard_unique_chaos_sorcerer_metal_warhorse		8
		x	1	wh_main_skill_teb_champion_unique_captain_warhorse		1
		x	1	wh_main_skill_teb_lord_unique_general_warhorse		1
		x	1	wh_main_skill_teb_wizard_unique_bright_wizard_warhorse		8
		x	1	wh_main_skill_vmp_all_unique_grave_ward		7
		x	1	wh_main_skill_vmp_all_unique_master_of_the_dead		3
		x	1	wh_main_skill_vmp_all_unique_master_of_the_dead_helman		3
