audio_abilities_tables
5
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15
wh2_main_spell_high_magic_soul_quench_upgraded	UI_BAT_SABL_Spell_High_Magic_Soul_Quench_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic		False	100	False	False		False	100	False	False
wh2_main_spell_high_magic_tempest	UI_BAT_SABL_Spell_High_Magic_Tempest_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic		False	100	False	False		False	100	False	False
wh2_main_spell_high_magic_tempest_upgraded	UI_BAT_SABL_Spell_High_Magic_Tempest_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_High_Magic		False	100	False	False		False	100	False	False
wh2_main_spell_plague_bless_with_filth	UI_BAT_SABL_Spell_Plague_Bless_With_Filth		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague		False	100	False	False		False	100	False	False
wh2_main_spell_plague_dreaded_thirteenth_spell	UI_BAT_SABL_Spell_Plague_Dreaded_13th		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague	IND_magic_plague_dreaded_13th_post_sfx	False	900	True	False	IND_magic_plague_dreaded_13th_pre_sfx	False	900	True	False
wh2_main_spell_plague_pestilent_birth	UI_BAT_SABL_Spell_Plague_Pestilent_Birth		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague		False	700	True	False	IND_magic_plague_Pestilent_Birth_pre_sfx	False	900	True	False
wh2_main_spell_plague_pestilent_breath	UI_BAT_SABL_Spell_Plague_Pestilent_Breath		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague		False	700	True	False		False	100	False	False
wh2_main_spell_plague_plague	UI_BAT_SABL_Spell_Plague_Plague		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague		False	700	True	False	IND_Magic_Plague_Plague_pre_sfx	False	900	True	False
wh2_main_spell_plague_vermintide	UI_BAT_SABL_Spell_Plague_Vermintide		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague		False	700	True	False	IND_magic_plague_Vermintide_pre_sfx	False	900	True	False
wh2_main_spell_plague_wither	UI_BAT_SABL_Spell_Plague_Wither		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Plague		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_cracks_call	UI_BAT_SABL_Spell_Ruin_Cracks_Call_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False	Battle_IND_Magic_Ruin_Cracks_Call_Incoming	False	100	True	False
wh2_main_spell_ruin_cracks_call_upgraded	UI_BAT_SABL_Spell_Ruin_Cracks_Call_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False	Battle_IND_Magic_Ruin_Cracks_Call_Incoming	False	100	True	False
wh2_main_spell_ruin_death_frenzy	UI_BAT_SABL_Spell_Ruin_Death_Frenzy_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_death_frenzy_upgraded	UI_BAT_SABL_Spell_Ruin_Death_Frenzy_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_howling_warpgale	UI_BAT_SABL_Spell_Ruin_Howling_Warpgale_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_howling_warpgale_upgraded	UI_BAT_SABL_Spell_Ruin_Howling_Warpgale_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_scorch	UI_BAT_SABL_Spell_Ruin_Scorch_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_scorch_upgraded	UI_BAT_SABL_Spell_Ruin_Scorch_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_skitterleap	UI_BAT_SABL_Spell_Ruin_Skitterleap_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_skitterleap_upgraded	UI_BAT_SABL_Spell_Ruin_Skitterleap_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_warp_lightning	UI_BAT_SABL_Spell_Ruin_Warp_Lightning_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_ruin_warp_lightning_upgraded	UI_BAT_SABL_Spell_Ruin_Warp_Lightning_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_spell_skitterleap	UI_BAT_SABL_Spell_Ruin_Scorch_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Ruin		False	100	False	False		False	100	False	False
wh2_main_unit_abilities_drop_rocks	UI_BAT_SABL_Generic_Enable						False	100	False	False		False	100	False	False
wh_dlc03_item_abilities_bound_viletide	UI_BAT_SABL_Spell_Wild_Viletide_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild		False	100	False	False		False	100	False	False
wh_dlc03_lore_passive_wild_heart							False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_flock_of_doom	UI_BAT_SABL_Spell_Beasts_Flock_Of_Doom_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_flock_of_doom_upgraded	UI_BAT_SABL_Spell_Beasts_Flock_Of_Doom_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_panns_impenetrable_pelt	UI_BAT_SABL_Spell_Beasts_Panns_Impenetrable_Pelt_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	UI_BAT_SABL_Spell_Beasts_Panns_Impenetrable_Pelt_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_the_amber_spear	UI_BAT_SABL_Spell_Beasts_The_Amber_Spear_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_the_amber_spear_upgraded	UI_BAT_SABL_Spell_Beasts_The_Amber_Spear_Enable_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_the_curse_of_anraheir	UI_BAT_SABL_Spell_Beasts_The_Curse_Of_Anraheir_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded	UI_BAT_SABL_Spell_Beasts_The_Curse_Of_Anraheir_Enable_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_transformation_of_kadon	UI_BAT_SABL_Spell_Beasts_Transformation_Of_Kadon_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts	Battle_IND_Magic_Beasts_Tranformation_Of_Kadon_OneShot	False	500	True	False		False	100	False	False
wh_dlc03_spell_beasts_transformation_of_kadon_emp	UI_BAT_SABL_Spell_Beasts_Transformation_Of_Kadon_Enable_Upgraded_Enable				Play_WH_UI_Ability_Click_Generic_Beasts	Battle_IND_Magic_Beasts_Tranformation_Of_Kadon_OneShot	False	500	True	False		False	100	False	False
wh_dlc03_spell_beasts_wyssans_wildform	UI_BAT_SABL_Spell_Beasts_Wyssans_Wildform_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_beasts_wyssans_wildform_upgraded	UI_BAT_SABL_Spell_Beasts_Wyssans_Wildform_Enable_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Beasts		False	100	False	False		False	100	False	False
wh_dlc03_spell_wild_bray_scream	UI_BAT_SABL_Spell_Wild_Bray_Scream_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild		False	100	False	False		False	100	False	False
wh_dlc03_spell_wild_devolve	UI_BAT_SABL_Spell_Wild_Devolve_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild		False	100	False	False		False	100	False	False
wh_dlc03_spell_wild_mantle_of_ghorok	UI_BAT_SABL_Spell_Wild_Mantle_Of_Ghorok_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild		False	100	False	False		False	100	False	False
wh_dlc03_spell_wild_savage_dominion	UI_BAT_SABL_Spell_Wild_Savage_Dominion_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild	Battle_IND_Magic_Wild_Savage_Dominion_OneShot	False	500	True	False		False	100	False	False
wh_dlc03_spell_wild_traitor_kin	UI_BAT_SABL_Spell_Wild_Traitor_Kin_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild		False	100	False	False		False	100	False	False
wh_dlc03_spell_wild_viletide	UI_BAT_SABL_Spell_Wild_Viletide_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Wild		False	100	False	False		False	100	False	False
wh_dlc03_weapon_abilities_hunting_spear	Battle_IND_Magic_Beasts_The_Amber_Spear_Launch				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc04_lord_abilities_beguile	UI_BAT_SABL_Hero				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_character_abilities_pray_of_anath_raema	UI_BAT_SABL_Magic_Wand				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_hero_abilities_arrow_of_kurnous	UI_BAT_SABL_Spell_Lil_Waaagh_Sneaky_Stabbin_Enable				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_item_abilities_hail_of_doom_arrow	UI_BAT_SABL_Magic_Wand				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_item_abilities_horn_of_the_wild_hunt							False	100	False	False		False	100	False	False
wh_dlc05_item_abilities_horn_of_the_wild_hunt_UI	UI_BAT_SABL_Spell_Beasts_The_Amber_Spear_Enable				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_lord_abilities_lamentation_of_despair	UI_BAT_SABL_Spell_Fire_Fireball_Enable				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_lord_abilities_spirit_essence_of_chaos	UI_BAT_SABL_Spell_Beasts_Wyssans_Wildform_Enable				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_lord_ablities_grey_wolves	UI_BAT_SABL_Spell_Metal_Gehennas_Golden_Hounds_Enable				UI_BAT_SABL_Select		False	100	False	False		False	100	False	False
wh_dlc05_spell_bound_shield_of_thorns	UI_BAT_SABL_Spell_Life_Shield_Of_Thorns_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_awakening_of_the_wood	UI_BAT_SABL_Spell_Life_Awakening_Of_The_Wood_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_earth_blood	UI_BAT_SABL_Spell_Life_Earth_Blood_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_earth_blood_upgraded	UI_BAT_SABL_Spell_Life_Earth_Blood_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_flesh_to_stone	UI_BAT_SABL_Spell_Life_Flesh_To_Stone_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_flesh_to_stone_upgraded	UI_BAT_SABL_Spell_Life_Flesh_To_Stone_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_regrowth	UI_BAT_SABL_Spell_Life_Regrowth_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_regrowth_upgraded	UI_BAT_SABL_Spell_Life_Regrowth_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_shield_of_thorns	UI_BAT_SABL_Spell_Life_Shield_Of_Thorns_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_shield_of_thorns_upgraded	UI_BAT_SABL_Spell_Life_Shield_Of_Thorns_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_the_dwellers_below	UI_BAT_SABL_Spell_Life_Dwellers_Below_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_life_the_dwellers_below_upgraded	UI_BAT_SABL_Spell_Life_Dwellers_Below_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Life		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_melkoths_mystifying_miasma	UI_BAT_SABL_Spell_Shadow_Melkoths_Mystifying_Miasma_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_melkoths_mystifying_miasma_upgraded	UI_BAT_SABL_Spell_Shadow_Melkoths_Mystifying_Miasma_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_okkams_mindrazor	UI_BAT_SABL_Spell_Shadow_Okkams_Mindrazor_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_okkams_mindrazor_upgraded	UI_BAT_SABL_Spell_Shadow_Okkams_Mindrazor_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_pit_of_shades	UI_BAT_SABL_Spell_Shadow_Pit_Of_Shades_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_pit_of_shades_upgraded	UI_BAT_SABL_Spell_Shadow_Pit_Of_Shades_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_the_enfeebling_foe	UI_BAT_SABL_Spell_Shadow_The_Enfeebling_Foe_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_the_enfeebling_foe_upgraded	UI_BAT_SABL_Spell_Shadow_The_Enfeebling_Foe_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_the_penumbral_pendulum	UI_BAT_SABL_Spell_Shadow_The_Penumbral_Pendulum_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
wh_dlc05_spell_shadow_the_penumbral_pendulum_upgraded	UI_BAT_SABL_Spell_Shadow_The_Penumbral_Pendulum_Upgraded_Enable		UI_BAT_SABL_Generic_Targetting_Start	UI_BAT_SABL_Generic_Targetting_Stop	Play_WH_UI_Ability_Click_Generic_Shadow		False	100	False	False		False	100	False	False
