ui_tooltips_tables
0
key	layout_name
tooltip_battle_tactical_map_link	tooltip_text_only
tooltip_battle_terrain	tooltip_title_and_text
tooltip_battle_the_general	tooltip_title_and_text
tooltip_battle_time_controls	tooltip_text_only
tooltip_battle_time_limit	tooltip_text_only
tooltip_battle_unit_abilities	tooltip_title_and_text
tooltip_battle_unit_abilities_link	tooltip_text_only
tooltip_battle_unit_cards	tooltip_title_and_text
tooltip_battle_unit_cards_link	tooltip_text_only
tooltip_battle_unit_details_button	tooltip_text_only
tooltip_battle_unit_details_panel	tooltip_title_and_text
tooltip_battle_unit_details_panel_link	tooltip_text_only
tooltip_battle_unit_movement	tooltip_title_and_text
tooltip_battle_unit_portrait_panel	tooltip_text_only
tooltip_battle_unit_selection	tooltip_title_and_text
tooltip_battle_unit_types	tooltip_title_and_text
tooltip_battle_units	tooltip_title_and_text
tooltip_battle_units_link	tooltip_text_only
tooltip_battle_victory_points	tooltip_title_and_text
tooltip_battle_vigour	tooltip_title_and_text
tooltip_battle_visibility	tooltip_title_and_text
tooltip_battle_weapon_types	tooltip_title_and_text
tooltip_battle_winds_of_magic	tooltip_title_and_text
tooltip_battle_winds_of_magic_link	tooltip_text_only
tooltip_battle_winds_of_magic_panel	tooltip_text_only
tooltip_battle_wizards	tooltip_title_and_text
tooltip_campaign_advice_history_buttons	tooltip_text_only
tooltip_campaign_advisor	tooltip_title_and_text
tooltip_campaign_advisor_button	tooltip_text_only
tooltip_campaign_advisor_link	tooltip_text_only
tooltip_campaign_alliances	tooltip_title_and_text
tooltip_campaign_amber	tooltip_title_and_text
tooltip_campaign_ambushes	tooltip_title_and_text
tooltip_campaign_armies	tooltip_title_and_text
tooltip_campaign_armies_at_sea	tooltip_title_and_text
tooltip_campaign_armies_at_sea_link	tooltip_text_only
tooltip_campaign_armies_link	tooltip_text_only
tooltip_campaign_army_movement	tooltip_title_and_text
tooltip_campaign_army_panel	tooltip_title_and_text
tooltip_campaign_army_panel_link	tooltip_text_only
tooltip_campaign_asrai_lookouts	tooltip_title_and_text
tooltip_campaign_astromancy	tooltip_title_and_text
tooltip_campaign_attrition	tooltip_title_and_text
tooltip_campaign_autoresolve_button	tooltip_text_only
tooltip_campaign_autoresolving	tooltip_title_and_text
tooltip_campaign_balance_of_power_bar	tooltip_text_only
tooltip_campaign_bankruptcy	tooltip_title_and_text
tooltip_campaign_banners_and_marks	tooltip_title_and_text
tooltip_campaign_banners_and_marks_link	tooltip_text_only
tooltip_campaign_battles	tooltip_title_and_text
tooltip_campaign_beast_paths	tooltip_title_and_text
tooltip_campaign_beastmen	tooltip_title_and_text
tooltip_campaign_bestial_rage	tooltip_title_and_text
tooltip_campaign_bestial_rage_link	tooltip_text_only
tooltip_campaign_black_arks	tooltip_title_and_text
tooltip_campaign_blessed_spawnings	tooltip_title_and_text
tooltip_campaign_blessed_spawnings_button	tooltip_text_only
tooltip_campaign_blessing_lady	tooltip_title_and_text
tooltip_campaign_blockades	tooltip_title_and_text
tooltip_campaign_brayherds	tooltip_title_and_text
tooltip_campaign_bretonnia	tooltip_title_and_text
tooltip_campaign_building_browser	tooltip_text_only
tooltip_campaign_building_panel	tooltip_title_and_text
tooltip_campaign_building_panel_link	tooltip_text_only
tooltip_campaign_building_panel_tab	tooltip_text_only
tooltip_campaign_building_slots	tooltip_title_and_text
tooltip_campaign_building_slots_link	tooltip_text_only
tooltip_campaign_building_tab	tooltip_text_only
tooltip_campaign_building_types	tooltip_title_and_text
tooltip_campaign_buildings	tooltip_title_and_text
tooltip_campaign_buildings_link	tooltip_text_only
tooltip_campaign_campaign_controls	tooltip_title_and_text
tooltip_campaign_campaign_game	tooltip_title_and_text
tooltip_campaign_campaign_map	tooltip_title_and_text
tooltip_campaign_chaos	tooltip_title_and_text
tooltip_campaign_chaos_artefacts	tooltip_title_and_text
tooltip_campaign_chaos_corruption	tooltip_title_and_text
tooltip_campaign_chapter_objectives	tooltip_text_only
tooltip_campaign_character_available_skill_points	tooltip_text_only
tooltip_campaign_character_details	tooltip_title_and_text
tooltip_campaign_character_details_button	tooltip_text_only
tooltip_campaign_character_details_link	tooltip_text_only
tooltip_campaign_character_details_panel	tooltip_title_and_text
tooltip_campaign_character_details_panel_details_button	tooltip_text_only
tooltip_campaign_character_details_panel_link	tooltip_text_only
tooltip_campaign_character_details_panel_skills_button	tooltip_text_only
tooltip_campaign_character_info_panel	tooltip_title_and_text
tooltip_campaign_character_info_panel_link	tooltip_text_only
tooltip_campaign_character_magic_items	tooltip_text_only
tooltip_campaign_character_skills	tooltip_title_and_text
tooltip_campaign_character_skills_link	tooltip_text_only
tooltip_campaign_character_traits	tooltip_text_only
tooltip_campaign_characters	tooltip_title_and_text
tooltip_campaign_chivalry	tooltip_title_and_text
tooltip_campaign_chivalry_link	tooltip_text_only
tooltip_campaign_commandments	tooltip_title_and_text
tooltip_campaign_commandments_link	tooltip_text_only
tooltip_campaign_confederation	tooltip_title_and_text
tooltip_campaign_corruption	tooltip_title_and_text
tooltip_campaign_corruption_link	tooltip_text_only
tooltip_campaign_dark_elves	tooltip_title_and_text
tooltip_campaign_diplomacy	tooltip_title_and_text
tooltip_campaign_diplomacy_attitude_icons	tooltip_text_only
tooltip_campaign_diplomacy_button	tooltip_text_only
tooltip_campaign_diplomacy_centre_panel	tooltip_text_only
tooltip_campaign_diplomacy_screen	tooltip_title_and_text
tooltip_campaign_diplomacy_screen_link	tooltip_text_only
tooltip_campaign_drop_down_lists	tooltip_title_and_text
tooltip_campaign_drop_down_lists_link	tooltip_text_only
tooltip_campaign_dwarfs	tooltip_title_and_text
tooltip_campaign_elven_council	tooltip_title_and_text
tooltip_campaign_elven_halls	tooltip_title_and_text
tooltip_campaign_empire	tooltip_title_and_text
tooltip_campaign_encounters_at_sea	tooltip_title_and_text
tooltip_campaign_end_turn_button	tooltip_text_only
tooltip_campaign_espionage	tooltip_title_and_text
tooltip_campaign_events_list	tooltip_text_only
tooltip_campaign_faction_interfaces	tooltip_title_and_text
tooltip_campaign_faction_management	tooltip_title_and_text
tooltip_campaign_faction_summary_button	tooltip_text_only
tooltip_campaign_faction_summary_records_tab	tooltip_text_only
tooltip_campaign_faction_summary_screen	tooltip_title_and_text
tooltip_campaign_faction_summary_screen_link	tooltip_text_only
tooltip_campaign_faction_summary_statistics_tab	tooltip_text_only
tooltip_campaign_faction_summary_summary_tab	tooltip_text_only
tooltip_campaign_factions	tooltip_title_and_text
tooltip_campaign_factions_list	tooltip_text_only
tooltip_campaign_fightiness	tooltip_title_and_text
tooltip_campaign_fightiness_bar	tooltip_text_only
tooltip_campaign_fightiness_link	tooltip_text_only
tooltip_campaign_fog_of_war	tooltip_title_and_text
tooltip_campaign_food	tooltip_title_and_text
tooltip_campaign_food_bar	tooltip_text_only
tooltip_campaign_food_link	tooltip_text_only
tooltip_campaign_forces_list	tooltip_text_only
tooltip_campaign_fortifications	tooltip_title_and_text
tooltip_campaign_fortifications_link	tooltip_text_only
tooltip_campaign_game_guide	tooltip_title_and_text
tooltip_campaign_garrison_armies	tooltip_title_and_text
tooltip_campaign_garrison_armies_link	tooltip_text_only
tooltip_campaign_garrison_details_button	tooltip_text_only
tooltip_campaign_gathering_of_the_ancients	tooltip_title_and_text
tooltip_campaign_gathering_of_the_ancients_link	tooltip_text_only
tooltip_campaign_gathering_of_the_ancients_panel	tooltip_text_only
tooltip_campaign_geomantic_web	tooltip_title_and_text
tooltip_campaign_geomantic_web_button	tooltip_text_only
tooltip_campaign_geomantic_web_link	tooltip_text_only
tooltip_campaign_global_recruitment_pool	tooltip_text_only
tooltip_campaign_great_vortex	tooltip_title_and_text
tooltip_campaign_green_knight	tooltip_title_and_text
tooltip_campaign_green_knight_link	tooltip_text_only
tooltip_campaign_greenskins	tooltip_title_and_text
tooltip_campaign_growth	tooltip_title_and_text
tooltip_campaign_growth_link	tooltip_text_only
tooltip_campaign_grudges	tooltip_title_and_text
tooltip_campaign_grudges_bar	tooltip_text_only
tooltip_campaign_grudges_button	tooltip_text_only
tooltip_campaign_grudges_link	tooltip_text_only
tooltip_campaign_help_pages_button	tooltip_text_only
tooltip_campaign_hero_actions	tooltip_title_and_text
tooltip_campaign_hero_deployment_button	tooltip_text_only
tooltip_campaign_hero_recruitment_button	tooltip_text_only
tooltip_campaign_hero_recruitment_panel_tab_buttons	tooltip_text_only
tooltip_campaign_heroes	tooltip_title_and_text
tooltip_campaign_heroes_link	tooltip_text_only
tooltip_campaign_high_elves	tooltip_title_and_text
tooltip_campaign_horde_growth	tooltip_title_and_text
tooltip_campaign_horde_growth_link	tooltip_text_only
tooltip_campaign_hordes	tooltip_title_and_text
tooltip_campaign_income	tooltip_title_and_text
tooltip_campaign_income_link	tooltip_text_only
tooltip_campaign_income_per_turn	tooltip_text_only
tooltip_campaign_influence	tooltip_title_and_text
tooltip_campaign_influence_link	tooltip_text_only
tooltip_campaign_intervention_armies	tooltip_title_and_text
tooltip_campaign_interventions_button	tooltip_text_only
tooltip_campaign_intrigue_at_the_court	tooltip_title_and_text
tooltip_campaign_intrigue_at_the_court_button	tooltip_text_only
tooltip_campaign_intrigue_at_the_court_panel	tooltip_text_only
tooltip_campaign_legendary_knight_button	tooltip_text_only
tooltip_campaign_lizardmen	tooltip_title_and_text
tooltip_campaign_local_recruitment_pool	tooltip_text_only
tooltip_campaign_lords	tooltip_title_and_text
tooltip_campaign_loyalty	tooltip_title_and_text
tooltip_campaign_missions	tooltip_title_and_text
tooltip_campaign_missions_list	tooltip_title_and_text
tooltip_campaign_missions_list_link	tooltip_text_only
tooltip_campaign_money	tooltip_title_and_text
tooltip_campaign_movement_range	tooltip_text_only
tooltip_campaign_navies	tooltip_title_and_text
tooltip_campaign_non_aggression_pacts	tooltip_title_and_text
tooltip_campaign_oak_of_ages	tooltip_title_and_text
tooltip_campaign_objectives_button	tooltip_text_only
tooltip_campaign_objectives_chapter_missions_tab	tooltip_text_only
tooltip_campaign_objectives_panel	tooltip_title_and_text
tooltip_campaign_objectives_panel_link	tooltip_text_only
tooltip_campaign_objectives_victory_conditions_tab	tooltip_text_only
tooltip_campaign_offices	tooltip_title_and_text
tooltip_campaign_offices_button	tooltip_text_only
tooltip_campaign_offices_link	tooltip_text_only
tooltip_campaign_peasants	tooltip_title_and_text
tooltip_campaign_peasants_link	tooltip_text_only
tooltip_campaign_plagues	tooltip_title_and_text
tooltip_campaign_ports	tooltip_title_and_text
tooltip_campaign_ports_link	tooltip_text_only
tooltip_campaign_post_battle_options	tooltip_title_and_text
tooltip_campaign_post_battle_options_link	tooltip_text_only
tooltip_campaign_post_battle_panel	tooltip_title_and_text
tooltip_campaign_post_battle_panel_link	tooltip_text_only
tooltip_campaign_pre_battle_options	tooltip_title_and_text
tooltip_campaign_pre_battle_options_link	tooltip_text_only
tooltip_campaign_pre_battle_panel	tooltip_title_and_text
tooltip_campaign_pre_battle_panel_link	tooltip_text_only
tooltip_campaign_province_info_panel	tooltip_title_and_text
tooltip_campaign_province_info_panel_link	tooltip_text_only
tooltip_campaign_province_management	tooltip_title_and_text
tooltip_campaign_province_overview_panel	tooltip_title_and_text
tooltip_campaign_province_overview_panel_link	tooltip_text_only
tooltip_campaign_provinces	tooltip_title_and_text
tooltip_campaign_provinces_list	tooltip_text_only
tooltip_campaign_public_order	tooltip_title_and_text
tooltip_campaign_public_order_link	tooltip_text_only
tooltip_campaign_quests	tooltip_title_and_text
tooltip_campaign_races	tooltip_title_and_text
tooltip_campaign_raiding	tooltip_title_and_text
tooltip_campaign_raise_dead_button	tooltip_text_only
tooltip_campaign_raise_forces_button	tooltip_text_only
tooltip_campaign_raise_forces_panel	tooltip_text_only
tooltip_campaign_raising_dead	tooltip_title_and_text
tooltip_campaign_raising_dead_link	tooltip_text_only
tooltip_campaign_raising_forces	tooltip_title_and_text
tooltip_campaign_raising_forces_link	tooltip_text_only
tooltip_campaign_razing	tooltip_title_and_text
tooltip_campaign_recruit_black_ark_button	tooltip_text_only
tooltip_campaign_recruit_hero_panel	tooltip_title_and_text
tooltip_campaign_recruit_hero_panel_link	tooltip_text_only
tooltip_campaign_recruitment_capacity	tooltip_text_only
tooltip_campaign_regiments_of_renown	tooltip_title_and_text
tooltip_campaign_regiments_of_renown_link	tooltip_text_only
tooltip_campaign_regiments_of_renown_panel	tooltip_text_only
tooltip_campaign_reinforcements	tooltip_title_and_text
tooltip_campaign_reinforcements_link	tooltip_text_only
tooltip_campaign_resources	tooltip_title_and_text
tooltip_campaign_revolts	tooltip_title_and_text
tooltip_campaign_rites	tooltip_title_and_text
tooltip_campaign_rites_button	tooltip_text_only
tooltip_campaign_rites_panel	tooltip_text_only
tooltip_campaign_ritual_buttons	tooltip_text_only
tooltip_campaign_ritual_currency	tooltip_title_and_text
tooltip_campaign_ritual_resource_sites	tooltip_title_and_text
tooltip_campaign_ritual_rival_icons	tooltip_text_only
tooltip_campaign_rituals	tooltip_title_and_text
tooltip_campaign_rituals_bar	tooltip_title_and_text
tooltip_campaign_rituals_bar_link	tooltip_text_only
tooltip_campaign_rogue_armies	tooltip_title_and_text
tooltip_campaign_saving_and_loading	tooltip_title_and_text
tooltip_campaign_sea	tooltip_title_and_text
tooltip_campaign_settlement_abandonment	tooltip_title_and_text
tooltip_campaign_settlement_bars	tooltip_text_only
tooltip_campaign_settlement_climates	tooltip_title_and_text
tooltip_campaign_settlement_types	tooltip_title_and_text
tooltip_campaign_settlement_types_link	tooltip_text_only
tooltip_campaign_settlements	tooltip_title_and_text
tooltip_campaign_settlements_link	tooltip_text_only
tooltip_campaign_siege_panel	tooltip_title_and_text
tooltip_campaign_siege_panel_link	tooltip_text_only
tooltip_campaign_siege_warfare	tooltip_title_and_text
tooltip_campaign_siege_weapons	tooltip_title_and_text
tooltip_campaign_skaven	tooltip_title_and_text
tooltip_campaign_skaven_corruption	tooltip_title_and_text
tooltip_campaign_skaven_underworld	tooltip_title_and_text
tooltip_campaign_slaves	tooltip_title_and_text
tooltip_campaign_slaves_button	tooltip_text_only
tooltip_campaign_slaves_buttons	tooltip_text_only
tooltip_campaign_slaves_link	tooltip_text_only
tooltip_campaign_stances	tooltip_title_and_text
tooltip_campaign_stances_link	tooltip_text_only
tooltip_campaign_strategic_map	tooltip_title_and_text
tooltip_campaign_strategic_map_button	tooltip_text_only
tooltip_campaign_strategic_map_layer_buttons	tooltip_text_only
tooltip_campaign_strategic_map_link	tooltip_text_only
tooltip_campaign_tax	tooltip_title_and_text
tooltip_campaign_tax_link	tooltip_text_only
tooltip_campaign_technology	tooltip_title_and_text
tooltip_campaign_technology_button	tooltip_text_only
tooltip_campaign_technology_link	tooltip_text_only
tooltip_campaign_technology_panel	tooltip_title_and_text
tooltip_campaign_technology_panel_link	tooltip_text_only
tooltip_campaign_terrain_types	tooltip_title_and_text
tooltip_campaign_the_menace_below	tooltip_title_and_text
tooltip_campaign_trade	tooltip_title_and_text
tooltip_campaign_trade_link	tooltip_text_only
tooltip_campaign_treasure_hunting	tooltip_title_and_text
tooltip_campaign_treasury	tooltip_text_only
tooltip_campaign_treasury_button	tooltip_text_only
tooltip_campaign_treasury_panel	tooltip_title_and_text
tooltip_campaign_treasury_panel_details_tab	tooltip_text_only
tooltip_campaign_treasury_panel_link	tooltip_text_only
tooltip_campaign_treasury_panel_summary_tab	tooltip_text_only
tooltip_campaign_treasury_panel_trade_tab	tooltip_text_only
tooltip_campaign_turns	tooltip_title_and_text
tooltip_campaign_underway	tooltip_title_and_text
tooltip_campaign_unit_cards	tooltip_title_and_text
tooltip_campaign_unit_cards_link	tooltip_text_only
tooltip_campaign_unit_exchange	tooltip_title_and_text
tooltip_campaign_unit_exchange_panel	tooltip_text_only
tooltip_campaign_unit_experience	tooltip_title_and_text
tooltip_campaign_unit_experience_link	tooltip_text_only
tooltip_campaign_unit_info_panel	tooltip_title_and_text
tooltip_campaign_unit_info_panel_link	tooltip_text_only
tooltip_campaign_unit_merging_and_disbanding	tooltip_title_and_text
tooltip_campaign_unit_recruitment	tooltip_title_and_text
tooltip_campaign_unit_recruitment_button	tooltip_text_only
tooltip_campaign_unit_recruitment_link	tooltip_text_only
tooltip_campaign_unit_recruitment_panel	tooltip_title_and_text
tooltip_campaign_unit_recruitment_panel_link	tooltip_text_only
tooltip_campaign_unit_types	tooltip_title_and_text
tooltip_campaign_unit_types_link	tooltip_text_only
tooltip_campaign_units	tooltip_title_and_text
tooltip_campaign_vampires	tooltip_title_and_text
tooltip_campaign_vampiric_corruption	tooltip_title_and_text
tooltip_campaign_vassalage	tooltip_title_and_text
tooltip_campaign_victory_conditions	tooltip_title_and_text
tooltip_campaign_victory_conditions_link	tooltip_text_only
tooltip_campaign_waaagh	tooltip_title_and_text
tooltip_campaign_war	tooltip_title_and_text
tooltip_campaign_warriors_of_chaos	tooltip_title_and_text
tooltip_campaign_winds_of_magic	tooltip_title_and_text
tooltip_campaign_winds_of_magic_link	tooltip_text_only
tooltip_campaign_wood_elves	tooltip_title_and_text
tooltip_campaign_worldroots	tooltip_title_and_text
tooltip_campaign_zones_of_control	tooltip_title_and_text
tooltip_how_to_play_title	tooltip_text_only
