building_units_allowed_tables
4
building	unit	unknown2	unknown3	unknown4	faction	unknown6
wh2_main_rogue_outpostnorsca_major_3	wh_main_grn_art_doom_diver_catapult	0	2066911961	0		False
wh_main_horde_chaos_forge_2	wh_main_chs_cav_chaos_chariot	0	60853	0		False
wh2_main_lzd_worship_sotek_3	wh2_main_lzd_inf_temple_guards	0	1012	0		False
wh2_main_rogue_outpostnorsca_major_2	wh_main_grn_cav_goblin_wolf_riders_0	0	1641047796	0		False
wh_dlc05_wef_outpost_recruitment_1	wh_dlc05_wef_inf_eternal_guard_0	0	1013	0		False
wh2_main_rogue_settlement_minor_coast_3	wh2_main_def_art_reaper_bolt_thrower	0	66119	0		False
wh2_main_rogue_settlement_major_1	wh_main_grn_art_goblin_rock_lobber	0	1411718396	0		False
wh2_main_rogue_outpostnorsca_minor_1	wh_main_brt_inf_peasant_bowmen	0	536024841	0		False
wh2_main_special_fortress_gate_phoenix_hef_4	wh2_main_hef_inf_gate_guard	0	1020	0		False
wh2_main_rogue_settlement_major_2	wh_dlc05_wef_mon_treekin_0	0	1140281601	0		False
wh2_main_horde_rogue_settlement_1	wh_main_dwf_art_flame_cannon	0	1231581223	0		False
wh2_main_rogue_settlement_minor_2	wh_main_chs_art_hellcannon	0	1387487920	0		False
wh2_main_rogue_settlement_major_coast_1	wh_dlc06_grn_inf_nasty_skulkers_0	0	1212362340	0		False
wh2_main_horde_rogue_settlement_2	wh_main_grn_art_doom_diver_catapult	0	826706124	0		False
wh2_main_rogue_outpostnorsca_major_coast_2	wh_dlc01_chs_mon_trolls_1	0	1088611080	0		False
wh2_main_skv_outpostnorsca_major_4	wh2_main_skv_inf_skavenslave_slingers_0	0	843433392	0		False
wh2_main_skv_monsters_2	wh2_main_skv_mon_hell_pit_abomination	0	63665	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_main_grn_cav_goblin_wolf_riders_0	0	1448103878	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh_dlc06_grn_inf_nasty_skulkers_0	0	1740684985	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh_main_emp_cav_outriders_0	0	145790799	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh_dlc04_emp_inf_free_company_militia_0	0	12917535	0		False
wh_main_brt_stables_3	wh_main_brt_cav_knights_of_the_realm	0	60353	0		False
wh2_main_rogue_outpostnorsca_major_1	wh_dlc05_wef_mon_treekin_0	0	521789326	0		False
wh2_main_special_clar_karond_lairs_vmp	wh_main_vmp_mon_terrorgheist	0	700905949	0		False
wh2_main_rogue_outpostnorsca_minor_2	wh2_main_def_cav_cold_one_knights_1	0	148411394	0		False
wh2_main_rogue_settlement_major_coast_1	wh_dlc05_wef_forest_dragon_0	0	785267405	0		False
wh2_main_rogue_outpostnorsca_major_1	wh_main_vmp_mon_dire_wolves	0	1032831749	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh2_main_hef_art_eagle_claw_bolt_thrower	0	734600633	0		False
wh2_main_rogue_settlement_major_3	wh2_main_hef_inf_lothern_sea_guard_1	0	65254	0		False
wh2_main_rogue_outpostnorsca_major_2	wh_main_dwf_inf_slayers	0	1561371180	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh_dlc05_wef_inf_glade_guard_2	0	1099894037	0		False
wh2_main_rogue_settlement_minor_1	wh_main_grn_inf_black_orcs	0	1163845901	0		False
wh2_main_rogue_settlement_minor_coast_3	wh2_main_lzd_inf_saurus_spearmen_1	0	1241817501	0		False
wh2_main_rogue_outpostnorsca_major_2	wh_main_emp_inf_swordsmen	0	34363917	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh_main_grn_inf_night_goblin_fanatics_1	0	1629175491	0		False
wh2_main_rogue_outpostnorsca_minor_1	wh_dlc05_wef_forest_dragon_0	0	2125909095	0		False
wh2_main_rogue_settlement_minor_3	wh2_main_lzd_mon_bastiladon_0	0	1174119040	0		False
wh_main_dwf_barracks_2	wh_main_dwf_inf_quarrellers_0	0	59967	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh2_main_lzd_inf_saurus_spearmen_1	0	130593624	0		False
wh2_main_special_fortress_gate_griffon_hef_4	wh2_main_hef_inf_gate_guard	0	1018	0		False
wh2_main_rogue_settlement_major_2	wh_main_brt_cav_grail_knights	0	1238857132	0		False
wh2_main_rogue_settlement_major_1	wh_main_grn_mon_arachnarok_spider_0	0	1015568616	0		False
wh2_main_rogue_settlement_major_1	wh_main_emp_inf_crossbowmen	0	1145213791	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh2_main_skv_inf_gutter_runner_slingers_1	0	955552197	0		False
wh2_main_rogue_outpostnorsca_minor_2	wh_main_grn_inf_goblin_spearmen	0	568581195	0		False
wh2_main_rogue_settlement_minor_3	wh2_main_lzd_mon_kroxigors	0	1995665681	0		False
wh2_main_rogue_outpostnorsca_major_2	wh2_main_lzd_mon_carnosaur_0	0	20364321	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh_dlc05_wef_inf_glade_guard_1	0	556981334	0		False
wh2_main_rogue_settlement_major_coast_2	wh2_main_skv_veh_doomwheel	0	1967326705	0		False
wh2_main_rogue_settlement_major_3	wh2_main_def_inf_shades_2	0	65209	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_dlc05_wef_forest_dragon_0	0	1457589744	0		False
wh2_main_rogue_outpostnorsca_minor_2	wh2_main_lzd_cav_cold_one_spearmen_1	0	817131498	0		False
wh2_main_rogue_settlement_minor_3	wh_dlc07_brt_inf_grail_reliquae_0	0	416332819	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh2_main_lzd_mon_kroxigors	0	440168400	0		False
wh2_main_rogue_outpostnorsca_minor_2	wh_dlc03_bst_inf_razorgor_herd_0	0	607266115	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh_main_chs_inf_chaos_warriors_1	0	1976917975	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh2_main_skv_inf_poison_wind_globadiers	0	592571214	0		False
wh2_main_rogue_outpostnorsca_major_1	wh_main_vmp_mon_fell_bats	0	1751809421	0		False
wh2_main_rogue_settlement_major_coast_3	wh_main_grn_inf_night_goblin_fanatics	0	277750002	0		False
wh2_main_rogue_outpostnorsca_minor_1	wh_main_chs_cav_chaos_knights_1	0	1422959460	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh2_main_def_mon_war_hydra	0	414479525	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh2_main_skv_inf_death_runners_0	0	1810545928	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh2_main_skv_inf_plague_monk_censer_bearer	0	1676815347	0		False
wh2_main_rogue_outpostnorsca_minor_coast_1	wh_dlc05_wef_inf_wardancers_1	0	913938476	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh_main_emp_art_great_cannon	0	841028898	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_main_vmp_inf_crypt_ghouls	0	65802	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_main_vmp_mon_crypt_horrors	0	65803	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_dlc05_wef_inf_wildwood_rangers_0	0	65800	0		False
wh2_main_skv_outpostnorsca_minor_2	wh2_main_skv_inf_skavenslaves_0	0	506553648	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_main_vmp_mon_dire_wolves	0	65805	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_dlc05_wef_mon_great_eagle_0	0	799448792	0		False
wh2_main_rogue_settlement_major_coast_1	wh_main_chs_art_hellcannon	0	1463236265	0		False
wh2_main_rogue_outpostnorsca_major_3	wh2_main_def_cav_cold_one_knights_1	0	81457695	0		False
wh2_main_rogue_settlement_minor_1	wh_main_emp_inf_spearmen_1	0	724352035	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh_main_emp_art_helstorm_rocket_battery	0	169788653	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh_main_chs_cav_chaos_knights_1	0	413002802	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh2_main_lzd_mon_carnosaur_0	0	1492025943	0		False
wh2_main_horde_rogue_settlement_2	wh2_main_def_mon_war_hydra	0	553881735	0		False
wh2_main_rogue_settlement_major_3	wh_main_grn_inf_night_goblin_fanatics_1	0	1303749150	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh_main_vmp_mon_fell_bats	0	1266846565	0		False
wh2_main_horde_rogue_settlement_1	wh_dlc02_vmp_cav_blood_knights_0	0	1605347289	0		False
wh2_main_rogue_settlement_major_coast_2	wh2_main_skv_inf_plague_monk_censer_bearer	0	30912222	0		False
wh_dlc06_grn_eight_peaks_3	wh_main_grn_inf_orc_boyz	0	62888	0		False
wh2_main_rogue_settlement_major_1	wh_dlc07_brt_inf_grail_reliquae_0	0	1667942211	0		False
wh2_main_horde_rogue_settlement_2	wh_dlc07_brt_inf_grail_reliquae_0	0	7012768	0		False
wh2_main_skv_assassins_3	wh2_main_skv_inf_death_runners_0	0	784281463	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_main_chs_inf_chosen_0	0	405273166	0		False
wh2_main_horde_rogue_settlement_1	wh_main_chs_art_hellcannon	0	1468781556	0		False
wh2_main_special_settlement_colony_major_other_5	wh2_main_skv_inf_skavenslave_slingers_0	0	1527058493	0		False
wh2_main_rogue_settlement_major_1	wh2_main_lzd_cav_cold_one_spearmen_1	0	900242404	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh_dlc05_bst_mon_harpies_0	0	296508552	0		False
wh2_main_rogue_settlement_minor_3	wh2_main_skv_inf_poison_wind_globadiers	0	1114543836	0		False
wh2_main_rogue_outpostnorsca_major_3	wh_main_brt_cav_mounted_yeomen_1	0	1065353348	0		False
wh2_main_rogue_outpostnorsca_major_coast_2	wh2_main_lzd_mon_carnosaur_0	0	301471623	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_main_emp_inf_halberdiers	0	354005928	0		False
wh2_main_rogue_settlement_major_2	wh_main_grn_art_goblin_rock_lobber	0	897305463	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_main_emp_cav_outriders_0	0	874860963	0		False
wh2_main_rogue_outpostnorsca_minor_1	wh_dlc05_wef_mon_great_eagle_0	0	125763795	0		False
wh2_main_skv_assassins_3	wh2_main_skv_inf_gutter_runners_1	0	22244689	0		False
wh2_main_rogue_outpostnorsca_major_1	wh_dlc05_wef_forest_dragon_0	0	1410770353	0		False
wh2_main_rogue_settlement_minor_1	wh_main_grn_cav_forest_goblin_spider_riders_1	0	1676007768	0		False
wh2_main_rogue_outpostnorsca_minor_coast_2	wh_main_chs_cav_chaos_knights_1	0	2103749940	0		False
wh2_main_rogue_settlement_minor_3	wh_main_dwf_inf_slayers	0	1498095688	0		False
wh2_main_rogue_settlement_major_coast_1	wh2_main_skv_inf_gutter_runners_1	0	1101054439	0		False
wh2_main_rogue_settlement_major_1	wh_main_chs_cav_chaos_knights_1	0	550803565	0		False
wh2_main_rogue_settlement_major_3	wh_dlc05_wef_inf_wardancers_1	0	65160	0		False
wh2_main_rogue_settlement_major_3	wh2_main_def_mon_black_dragon	0	1618522481	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh_dlc05_wef_cav_glade_riders_1	0	1831622351	0		False
wh2_main_rogue_outpostnorsca_minor_2	wh_main_chs_cav_chaos_knights_0	0	1732482262	0		False
wh2_main_rogue_settlement_minor_1	wh_main_brt_art_field_trebuchet	0	1937560861	0		False
wh2_main_rogue_settlement_major_coast_2	wh_dlc03_bst_feral_manticore	0	1590168913	0		False
wh2_main_rogue_outpostnorsca_major_2	wh2_main_hef_cav_dragon_princes	0	1243034779	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh_dlc06_grn_inf_squig_explosive_0	0	1730730299	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_main_chs_cav_chaos_knights_1	0	1111081833	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_main_vmp_mon_crypt_horrors	0	65934	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_main_vmp_inf_crypt_ghouls	0	65932	0		False
wh_main_brt_garrison_1	wh_main_brt_inf_spearmen_at_arms	0	10117	0		False
wh2_main_horde_rogue_settlement_1	wh_main_grn_inf_night_goblin_fanatics	0	538073402	0		False
wh2_main_rogue_settlement_minor_2	wh_dlc01_chs_inf_chaos_warriors_2	0	1308525762	0		False
wh2_main_rogue_outpostnorsca_minor_coast_1	wh_main_chs_cav_chaos_knights_1	0	351696788	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_main_grn_cav_orc_boar_boyz	0	1657801291	0		False
wh2_main_rogue_outpostnorsca_major_coast_2	wh2_main_def_mon_black_dragon	0	15579617	0		False
wh2_main_rogue_outpostnorsca_major_3	wh_main_brt_cav_knights_of_the_realm	0	614522957	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_main_chs_cav_marauder_horsemen_0	0	1943955603	0		False
wh2_main_skv_weaponteams_1	wh2_main_skv_inf_warpfire_thrower	0	64294	0		False
wh2_main_special_settlement_lothern_skv_1	wh2_main_skv_inf_skavenslaves_0	0	1721265542	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_main_brt_cav_pegasus_knights	0	40680794	0		False
wh2_main_rogue_outpostnorsca_major_3	wh_dlc04_emp_cav_knights_blazing_sun_0	0	1642053500	0		False
wh2_main_rogue_outpostnorsca_major_3	wh_main_grn_cav_forest_goblin_spider_riders_0	0	1204286577	0		False
wh2_main_rogue_settlement_major_1	wh2_main_def_cav_cold_one_chariot	0	387776961	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_dlc05_bst_mon_harpies_0	0	1900689766	0		False
wh2_main_special_settlement_naggarond_skv_2	wh2_main_skv_inf_skavenslave_spearmen_0	0	620769690	0		False
wh2_main_horde_rogue_settlement_2	wh2_main_def_cav_cold_one_chariot	0	1913653	0		False
wh2_main_horde_rogue_settlement_2	wh_main_grn_cav_orc_boar_boy_big_uns	0	1027096821	0		False
wh2_main_rogue_outpostnorsca_major_3	wh2_main_hef_inf_archers_0	0	14272599	0		False
wh2_main_rogue_settlement_minor_coast_1	wh2_main_skv_mon_rat_ogres	0	1586905303	0		False
wh2_main_rogue_outpostnorsca_major_1	wh_dlc05_wef_cav_glade_riders_1	0	2130095006	0		False
wh2_main_rogue_outpostnorsca_minor_1	wh_dlc01_chs_inf_chosen_2	0	813459290	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh_main_dwf_veh_gyrobomber	0	1745474887	0		False
wh2_main_rogue_settlement_major_1	wh_dlc03_bst_inf_ungor_herd_1	0	1868549741	0		False
wh2_main_rogue_settlement_minor_3	wh2_main_skv_inf_gutter_runner_slingers_1	0	454780390	0		False
wh2_main_rogue_settlement_minor_1	wh_main_grn_inf_orc_arrer_boyz	0	1420701061	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_main_emp_cav_outriders_1	0	1960658380	0		False
wh2_main_horde_rogue_settlement_1	wh_main_emp_cav_outriders_0	0	1983872160	0		False
wh2_main_rogue_outpostnorsca_major_2	wh_main_emp_cav_outriders_1	0	585531811	0		False
wh_dlc05_wef_ranged_1	wh_dlc05_wef_inf_glade_guard_1	0	63095	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh_dlc01_chs_inf_chosen_2	0	1990107270	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_dlc05_wef_cav_wild_riders_1	0	1551872476	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_dlc01_chs_inf_chosen_2	0	1720979742	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh_main_grn_cav_orc_boar_boyz	0	430586878	0		False
wh2_main_rogue_settlement_major_2	wh_dlc05_wef_inf_wardancers_1	0	64999	0		False
wh2_main_rogue_settlement_major_2	wh_dlc05_wef_inf_glade_guard_2	0	64998	0		False
wh2_main_rogue_outpostnorsca_minor_2	wh_main_chs_cav_marauder_horsemen_0	0	1172834909	0		False
wh2_main_rogue_settlement_minor_coast_2	wh2_main_hef_cav_ellyrian_reavers_0	0	65988	0		False
wh2_main_skv_engineers_3	wh2_main_skv_art_plagueclaw_catapult	0	63701	0		False
wh_dlc05_wef_cavalry_2	wh_dlc05_wef_cav_wild_riders_1	0	63252	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh2_main_skv_mon_rat_ogres	0	1505962398	0		False
wh2_main_horde_skv_stormvermin_1	wh2_main_skv_inf_stormvermin_0	0	63254	0		False
wh2_main_rogue_settlement_major_2	wh_main_chs_cav_chaos_chariot	0	1453192089	0		False
wh2_main_rogue_settlement_major_1	wh_main_grn_cav_orc_boar_boy_big_uns	0	661543642	0		False
wh2_main_rogue_outpostnorsca_minor_coast_2	wh_main_vmp_mon_dire_wolves	0	890264043	0		False
wh2_main_hef_worship_3	wh2_main_hef_mon_phoenix_flamespyre	0	828734927	0		False
wh_dlc05_wef_melee_3	wh_dlc05_wef_inf_eternal_guard_1	0	63079	0		False
wh_dlc03_horde_beastmen_centigors_1	wh_dlc03_bst_inf_centigors_0	0	62073	0		False
wh2_main_rogue_outpostnorsca_major_coast_2	wh2_main_def_art_reaper_bolt_thrower	0	1319306795	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh_main_grn_mon_arachnarok_spider_0	0	1088050887	0		False
wh2_main_rogue_outpostnorsca_major_coast_1	wh2_main_hef_cav_ellyrian_reavers_1	0	2052538466	0		False
wh_dlc05_wef_melee_3	wh_dlc05_wef_inf_eternal_guard_0	0	63070	0		False
wh2_main_rogue_settlement_minor_2	wh_main_vmp_mon_crypt_horrors	0	65496	0		False
wh2_main_rogue_settlement_major_coast_3	wh_main_brt_cav_mounted_yeomen_1	0	798053567	0		False
wh2_main_rogue_settlement_minor_2	wh_main_emp_inf_spearmen_1	0	1734698925	0		False
wh2_main_special_settlement_eight_peaks_skv_4	wh2_main_skv_inf_skavenslaves_0	0	1887299236	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh_main_grn_inf_night_goblin_fanatics	0	218163130	0		False
wh2_main_rogue_outpostnorsca_minor_1	wh2_main_hef_inf_lothern_sea_guard_0	0	1036998489	0		False
wh2_main_rogue_outpostnorsca_major_3	wh2_main_hef_cav_ellyrian_reavers_1	0	1698180471	0		False
wh2_main_rogue_settlement_minor_3	wh_main_emp_inf_swordsmen	0	1017095689	0		False
wh2_main_rogue_settlement_major_2	wh2_main_skv_inf_gutter_runners_1	0	1975845041	0		False
wh2_main_rogue_settlement_minor_coast_1	wh2_main_lzd_mon_bastiladon_0	0	2026812980	0		False
wh2_main_hef_dragons_1	wh2_main_hef_cav_dragon_princes	0	63890	0		False
wh2_main_rogue_outpostnorsca_major_3	wh2_main_def_inf_shades_1	0	465333546	0		False
wh2_main_rogue_outpostnorsca_minor_coast_1	wh_dlc01_chs_inf_chosen_2	0	954730997	0		False
wh2_main_hef_dragons_1	wh2_main_hef_mon_sun_dragon	0	63894	0		False
wh2_main_rogue_settlement_major_1	wh2_main_def_inf_black_ark_corsairs_0	0	64869	0		False
wh2_main_rogue_settlement_major_2	wh_main_emp_inf_halberdiers	0	549132154	0		False
wh2_main_rogue_settlement_minor_coast_1	wh2_main_def_inf_shades_2	0	65834	0		False
wh2_main_rogue_settlement_minor_coast_2	wh_main_vmp_mon_crypt_horrors	0	1391483218	0		False
wh_main_dwf_workshop_3	wh_main_dwf_veh_gyrocopter_1	0	62476	0		False
wh2_main_rogue_outpostnorsca_minor_coast_1	wh2_main_hef_cav_dragon_princes	0	1088750921	0		False
wh_main_vmp_forest_2	wh_main_vmp_mon_dire_wolves	0	59837	0		False
wh_main_grn_military_4	wh_main_grn_inf_night_goblin_fanatics_1	0	62473	0		False
wh2_main_rogue_settlement_minor_3	wh_main_grn_inf_orc_arrer_boyz	0	1087097276	0		False
wh_main_vmp_vampires_2	wh_dlc02_vmp_cav_blood_knights_0	0	62471	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_dlc01_chs_inf_chaos_warriors_2	0	1995836957	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh_main_chs_mon_chaos_spawn	0	1556478707	0		False
wh2_main_rogue_settlement_minor_2	wh_dlc04_emp_inf_flagellants_0	0	1276640546	0		False
wh2_main_special_settlement_miragliano_skv_5	wh2_main_skv_inf_skavenslaves_0	0	1461368120	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_dlc05_wef_inf_dryads_0	0	938540003	0		False
wh2_main_rogue_settlement_major_coast_2	wh2_main_hef_inf_spearmen_0	0	66507	0		False
wh2_main_horde_rogue_settlement_2	wh2_main_lzd_inf_saurus_warriors_1	0	988111646	0		False
wh2_main_rogue_outpostnorsca_minor_coast_1	wh_dlc06_chs_cav_marauder_horsemasters_0	0	1298841859	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_main_vmp_inf_crypt_ghouls	0	345871293	0		False
wh2_main_def_barracks_2	wh2_main_def_inf_darkshards_0	0	62617	0		False
wh_main_special_blazing_sun_chapterhouse	wh_dlc04_emp_cav_knights_blazing_sun_0	0	62614	0		False
wh_main_emp_barracks_1	wh_main_emp_inf_halberdiers	0	62615	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh2_main_hef_inf_archers_1	0	771976561	0		False
wh2_main_rogue_outpostnorsca_minor_coast_2	wh_dlc05_wef_inf_glade_guard_1	0	1984666860	0		False
wh2_main_rogue_settlement_major_3	wh_dlc05_wef_inf_glade_guard_2	0	65150	0		False
wh2_main_rogue_settlement_minor_coast_1	wh_main_dwf_inf_hammerers	0	1742348577	0		False
wh2_main_rogue_outpostnorsca_major_3	wh_main_grn_cav_goblin_wolf_riders_0	0	152239601	0		False
wh2_main_rogue_outpostnorsca_minor_3	wh_main_brt_cav_grail_knights	0	986103410	0		False
wh2_main_rogue_settlement_major_coast_3	wh2_main_def_cav_cold_one_knights_1	0	13213599	0		False
wh2_main_rogue_settlement_major_1	wh2_main_def_inf_darkshards_1	0	846559992	0		False
wh2_main_rogue_settlement_major_coast_3	wh_main_dwf_inf_irondrakes_2	0	2110857509	0		False
wh2_main_rogue_settlement_major_1	wh_main_vmp_mon_crypt_horrors	0	64848	0		False
wh2_main_rogue_settlement_major_coast_3	wh2_main_def_inf_shades_2	0	66605	0		False
wh2_main_rogue_settlement_minor_3	wh_main_brt_inf_men_at_arms	0	387139349	0		False
wh2_main_rogue_outpostnorsca_major_coast_3	wh_main_grn_mon_arachnarok_spider_0	0	531330061	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh_dlc03_bst_inf_razorgor_herd_0	0	1226808380	0		False
wh2_main_rogue_settlement_major_coast_1	wh2_main_hef_inf_lothern_sea_guard_0	0	66354	0		False
wh_main_nor_military_2	wh_main_nor_mon_chaos_warhounds_1	0	58723	0		False
wh2_main_horde_rogue_settlement_1	wh_main_grn_inf_orc_arrer_boyz	0	222944843	0		False
wh2_main_rogue_outpostnorsca_minor_coast_1	wh2_main_lzd_inf_saurus_spearmen_1	0	1232988285	0		False
wh2_main_rogue_outpostnorsca_major_coast_2	wh2_main_def_cav_cold_one_knights_1	0	1000677215	0		False
wh2_main_rogue_settlement_major_coast_1	wh_main_chs_inf_chosen_0	0	986700034	0		False
wh2_main_horde_rogue_settlement_1	wh_main_grn_inf_orc_boyz	0	352326015	0		False
wh2_main_rogue_outpostnorsca_minor_coast_2	wh2_main_def_inf_shades_1	0	825989375	0		False
wh2_main_rogue_settlement_minor_2	wh2_main_lzd_cav_cold_one_spearmen_1	0	1857295463	0		False
wh2_main_rogue_settlement_minor_coast_3	wh2_main_skv_inf_death_runners_0	0	1668610976	0		False
wh2_main_special_settlement_athel_loren_rogue_1	wh_main_grn_inf_goblin_spearmen	0	1874231684	0		False
wh2_main_horde_rogue_settlement_1	wh_main_emp_inf_crossbowmen	0	2136627756	0		False
wh2_main_special_settlement_skavenblight_5	wh2_main_skv_inf_skavenslaves_0	0	1536130942	0		False
wh2_main_rogue_outpostnorsca_minor_coast_3	wh_main_chs_cav_chaos_knights_1	0	1242644333	0		False
wh2_main_special_settlement_karaz_a_karak_skv_3	wh2_main_skv_inf_skavenslave_slingers_0	0	148108651	0		False
wh2_main_skv_clanrats_2	wh2_main_skv_inf_clanrat_spearmen_1	0	64210	0		False
wh2_main_rogue_settlement_minor_coast_3	wh_main_emp_art_mortar	0	1042023649	0		False
wh_main_dwf_slayer_2	dwf_giant_slayer	0	25	0		False
wh2_main_rogue_outpostnorsca_major_3	wh2_main_def_inf_shades_2	0	1283465111	0		False
