mp_force_gen_template_junctions_tables
7
budget_key	unknown1	unknown2	unknown3	unknown4
wh_mp_force_gen_greenskins	WH_mp_Greenskins_siege_defence	True	settlement_standard	default
wh_mp_force_gen_greenskins	WH_mp_Greenskins_land	True	settlement_unfortified	default
wh_mp_force_gen_greenskins	WH_mp_Greenskins_land	True	underground_intercept	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	False	land_ambush	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	False	land_bridge	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	False	land_normal	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_siege_attack	False	settlement_standard	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	False	settlement_unfortified	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	False	underground_intercept	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	True	land_ambush	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	True	land_bridge	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	True	land_normal	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_siege_defence	True	settlement_standard	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	True	settlement_unfortified	default
wh_mp_force_gen_high_elves	WH_mp_High_Elves_land	True	underground_intercept	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	False	land_ambush	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	False	land_bridge	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	False	land_normal	default
wh_mp_force_gen_kislev	WH_mp_Kislev_siege_attack	False	settlement_standard	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	False	settlement_unfortified	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	False	underground_intercept	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	True	land_ambush	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	True	land_bridge	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	True	land_normal	default
wh_mp_force_gen_kislev	WH_mp_Kislev_siege_defence	True	settlement_standard	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	True	settlement_unfortified	default
wh_mp_force_gen_kislev	WH_mp_Kislev_land	True	underground_intercept	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	False	land_ambush	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	False	land_bridge	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	False	land_normal	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_siege_attack	False	settlement_standard	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	False	settlement_unfortified	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	False	underground_intercept	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	True	land_ambush	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	True	land_bridge	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	True	land_normal	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_siege_defence	True	settlement_standard	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	True	settlement_unfortified	default
wh_mp_force_gen_lizardmen	WH_mp_Lizardmen_land	True	underground_intercept	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	False	land_ambush	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	False	land_bridge	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	False	land_normal	default
wh_mp_force_gen_skaven	WH_mp_Skaven_siege_attack	False	settlement_standard	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	False	settlement_unfortified	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	False	underground_intercept	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	True	land_ambush	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	True	land_bridge	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	True	land_normal	default
wh_mp_force_gen_skaven	WH_mp_Skaven_siege_defence	True	settlement_standard	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	True	settlement_unfortified	default
wh_mp_force_gen_skaven	WH_mp_Skaven_land	True	underground_intercept	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	False	land_ambush	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	False	land_bridge	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	False	land_normal	default
wh_mp_force_gen_tilea	WH_mp_TEB_siege_attack	False	settlement_standard	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	False	settlement_unfortified	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	False	underground_intercept	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	True	land_ambush	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	True	land_bridge	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	True	land_normal	default
wh_mp_force_gen_tilea	WH_mp_TEB_siege_defence	True	settlement_standard	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	True	settlement_unfortified	default
wh_mp_force_gen_tilea	WH_mp_TEB_land	True	underground_intercept	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	False	land_ambush	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	False	land_bridge	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	False	land_normal	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_siege_attack	False	settlement_standard	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	False	settlement_unfortified	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	False	underground_intercept	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	True	land_ambush	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	True	land_bridge	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	True	land_normal	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_siege_defence	True	settlement_standard	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	True	settlement_unfortified	default
wh_mp_force_gen_vampire_counts	WH_mp_Vampire_Counts_land	True	underground_intercept	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	False	land_ambush	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	False	land_bridge	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	False	land_normal	default
wh_mp_force_gen_varg	WH_mp_Norsca_siege_attack	False	settlement_standard	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	False	settlement_unfortified	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	False	underground_intercept	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	True	land_ambush	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	True	land_bridge	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	True	land_normal	default
wh_mp_force_gen_varg	WH_mp_Norsca_siege_defence	True	settlement_standard	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	True	settlement_unfortified	default
wh_mp_force_gen_varg	WH_mp_Norsca_land	True	underground_intercept	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	False	land_ambush	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	False	land_bridge	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	False	land_normal	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_siege_attack	False	settlement_standard	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	False	settlement_unfortified	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	False	underground_intercept	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	True	land_ambush	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	True	land_bridge	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	True	land_normal	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_siege_defence	True	settlement_standard	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	True	settlement_unfortified	default
wh_mp_force_gen_wood_elves	WH_mp_Wood_Elves_land	True	underground_intercept	default
