character_skill_level_to_effects_junctions_tables
1
character_skill_key	effect_key	effect_scope	level	value
wh_dlc03_skill_bst_lord_bestial_cunning	wh_main_effect_character_campaign_spotting_chance	character_to_character_own	1	10
wh_dlc03_skill_bst_lord_bestial_cunning	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	1	10
wh_dlc03_skill_bst_lord_bestial_cunning	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	1	10
wh_main_skill_chs_lord_unique_sigvald_marked_by_slaanesh	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	1	4
wh_main_skill_chs_lord_unique_sigvald_marked_by_slaanesh	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	2	8
wh_main_skill_chs_lord_unique_sigvald_marked_by_slaanesh	wh_main_effect_character_stat_mod_battle_movement_speed	character_to_character_own	3	12
wh_main_skill_chs_lord_unique_archaon_lord_of_the_end_times	wh_dlc03_effect_force_army_campaign_attrition_chaos_territory	character_to_force_enemy_provincewide	1	10
wh_main_skill_chs_lord_unique_archaon_the_swords_of_chaos	wh_main_effect_tech_melee_attack_increase_chaos_knights	general_to_force_own	1	2
wh_main_skill_chs_lord_unique_archaon_the_swords_of_chaos	wh_main_effect_tech_melee_attack_increase_chaos_knights	general_to_force_own	2	4
wh_main_skill_chs_lord_unique_archaon_the_swords_of_chaos	wh_main_effect_tech_melee_attack_increase_chaos_knights	general_to_force_own	3	6
wh_main_skill_chs_lord_unique_kholek_storm_rage	wh_main_effect_character_stat_mod_charge_bonus	character_to_character_own	1	25
wh_main_skill_chs_lord_unique_sigvald_favoured_son	wh_main_effect_character_stat_mod_charge_bonus	character_to_character_own	1	3
wh_main_skill_chs_lord_unique_sigvald_favoured_son	wh_main_effect_character_stat_mod_charge_bonus	character_to_character_own	2	7
wh_main_skill_chs_lord_unique_sigvald_favoured_son	wh_main_effect_character_stat_mod_charge_bonus	character_to_character_own	3	12
wh_main_skill_dwf_lord_unique_ungrim_daemon_slayer	wh_dlc06_effect_bonus_damage_fighting_against_chaos	character_to_character_own	1	2
wh_main_skill_dwf_lord_unique_ungrim_daemon_slayer	wh_dlc06_effect_bonus_damage_fighting_against_chaos	character_to_character_own	2	4
wh_main_skill_dwf_lord_unique_ungrim_daemon_slayer	wh_dlc06_effect_bonus_damage_fighting_against_chaos	character_to_character_own	3	8
wh_main_skill_dwf_lord_unique_ungrim_dragon_slayer	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	1	2
wh_main_skill_dwf_lord_unique_ungrim_dragon_slayer	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	2	4
wh_main_skill_dwf_lord_unique_ungrim_dragon_slayer	wh_main_effect_character_stat_mod_ward_save_fire	character_to_character_own	3	8
wh_main_skill_emp_lord_unique_karl_franz_leader_of_men	wh_main_effect_force_army_campaign_recruitment_cost_infantry	general_to_force_own	1	-10
wh_main_skill_chs_lord_unique_archaon_lord_of_the_end_times	wh_main_effect_hordebuilding_growth_characters	general_to_force_own	1	2
wh_main_skill_dwf_lord_unique_ungrim_slayer	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	1	2
wh_main_skill_dwf_lord_unique_ungrim_slayer	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	2	4
wh_main_skill_dwf_lord_unique_ungrim_slayer	wh_main_effect_character_stat_mod_melee_damage	character_to_character_own	3	8
wh_main_skill_dwf_lord_unique_ungrim_slayer_king	wh_main_effect_tech_melee_defence_increase_slayers	general_to_force_own	1	1
wh_main_skill_dwf_lord_unique_ungrim_slayer_king	wh_main_effect_tech_melee_defence_increase_slayers	general_to_force_own	2	2
wh_main_skill_dwf_lord_unique_ungrim_slayer_king	wh_main_effect_tech_melee_defence_increase_slayers	general_to_force_own	3	4
wh2_main_skill_def_campaign_infamous_raider	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	1	7
wh2_main_skill_def_campaign_infamous_raider	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	2	15
wh2_main_skill_def_campaign_infamous_raider	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	3	30
wh_dlc03_skill_bst_lord_feasting_upon_man	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	1	7
wh_dlc03_skill_bst_lord_feasting_upon_man	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	2	15
wh_dlc03_skill_bst_lord_feasting_upon_man	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	3	30
wh_main_skill_chs_lord_campaign_despoilers	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	1	7
wh_main_skill_chs_lord_campaign_despoilers	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	2	15
wh_main_skill_chs_lord_campaign_despoilers	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	3	30
wh_main_skill_grn_lord_campaign_raider	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	1	7
wh_main_skill_grn_lord_campaign_raider	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	2	15
wh_main_skill_grn_lord_campaign_raider	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	3	30
wh_dlc03_skill_bst_lord_feasting_upon_man	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	2	4
wh_dlc03_skill_bst_lord_feasting_upon_man	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	3	8
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	2	4
wh_main_skill_chs_lord_campaign_tribes_of_chaos	wh_main_effect_force_all_campaign_razing_income	character_to_character_own	3	8
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_dlc05_effect_melee_damage_factionwide	character_to_force_own_factionwide	1	5
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	1	-1
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	1	1
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_dlc05_effect_melee_damage_factionwide	character_to_force_own_factionwide	2	5
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	2	-1
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	2	1
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_dlc05_effect_treeking_ap_damage	character_to_force_own_factionwide	2	10
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_dlc05_effect_melee_damage_factionwide	character_to_force_own_factionwide	3	5
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_main_effect_agent_action_success_chance_enemy_skill	character_to_character_own	3	-1
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_main_effect_agent_action_success_chance_skill	character_to_character_own	3	1
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_dlc05_effect_treeking_ap_damage	character_to_force_own_factionwide	3	10
wh_dlc05_skill_wef_durthu_unique_battle_melee_damage_factionwide	wh_dlc05_effect_treeking_damage_reduction	character_to_force_own_factionwide	3	10
