character_skill_level_to_effects_junctions_tables
1
character_skill_key	effect_key	effect_scope	level	value
wh_main_skill_innate_grn_grimgor_ironhide	wh_main_effect_tech_battle_morale_increase_black_orcs	general_to_force_own	1	5
wh_main_skill_innate_grn_grimgor_ironhide	wh_main_effect_tech_hitpoints_increase_big_uns	general_to_force_own	1	10
wh_dlc06_skill_innate_grn_skarsnik	wh_main_effect_agent_action_success_chance	faction_to_character_own_factionwide	1	5
wh_dlc07_skill_brt_innate_fay_enchantress	wh_main_effect_religion_conversion_untainted	character_to_province_own	1	3
wh_main_skill_innate_brt_louen_leoncouer	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	1	-10
wh_dlc05_skill_innate_wef_durthu	wh_main_effect_public_order_tech	faction_to_province_own	1	1
wh_dlc05_skill_innate_wef_orion	wh_main_effect_force_all_campaign_experience_base_all	faction_to_force_own	1	1
wh2_main_skill_innate_hef_tyrion_great_warrior	wh_main_effect_force_unit_stat_melee_defence	general_to_force_own	1	4
wh2_main_skill_innate_lzd_mazdamundi_venerated	wh2_main_effect_tech_armour_increase_lzd_temple_guard	general_to_force_own	1	10
wh2_main_skill_innate_def_malekith	wh_main_effect_force_army_battle_enemy_unit_morale	general_to_force_enemy_regionwide	1	-5
wh2_main_skill_innate_def_morathi	wh2_main_effect_tech_melee_attack_increase_def_witchelves	general_to_force_own	1	6
wh_pro02_skill_innate_vmp_isabella	wh_main_effect_tech_melee_defence_increase_fell_bats	general_to_force_own	1	6
wh_main_skill_innate_chs_kholek_suneater	wh_main_effect_tech_melee_attack_increase_dragon_ogres	general_to_force_own	1	7
wh_dlc03_skill_innate_bst_khazrak_the_one_eye	wh_dlc03_effect_skill_melee_attack_increase_bst_tier_2	general_to_force_own	1	6
wh_dlc03_skill_innate_bst_malagor	wh_main_effect_agent_movement_range_mod	character_to_character_own	1	10
wh_main_skill_innate_grn_grimgor_ironhide	wh_main_effect_force_unit_stat_melee_attack	general_to_force_own	1	4
wh_pro01_skill_innate_dwf_grombrindal	wh_main_effect_province_growth_characters	character_to_province_own	1	15
wh_dlc06_skill_innate_grn_skarsnik	wh_dlc06_effect_attack_increase_night_goblins	general_to_force_own	1	4
wh2_main_skill_innate_skv_queek_gnawdwells_right_claw	wh2_main_effect_tech_unit_xp_levels_skv_clanrats	general_to_force_own	1	1
wh2_main_skill_innate_skv_skrolk_plaguelord	wh_main_effect_public_order_characters	character_to_province_own	1	1
wh_dlc04_skill_innate_emp_volkmar_the_grim	wh_dlc04_effect_cost_reduction_sigmar_shrine	faction_to_region_own	1	-10
