models_building_tables
8
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
brt/infield/houses			brt_house_domestic_02	rigidmodels\buildings\brt_house_domestic_02\brt_house_domestic_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_domestic_02\brt_house_domestic_02_tech.cs2.collision
brt/infield/houses			brt_house_domestic_03	rigidmodels\buildings\brt_house_domestic_03\brt_house_domestic_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_domestic_03\brt_house_domestic_03_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_chm_01	rigidmodels\buildings\brt_house_pc_chm_01\brt_house_pc_chm_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_chm_01\brt_house_pc_chm_01_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_chm_02	rigidmodels\buildings\brt_house_pc_chm_02\brt_house_pc_chm_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_chm_02\brt_house_pc_chm_02_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_chm_03	rigidmodels\buildings\brt_house_pc_chm_03\brt_house_pc_chm_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_chm_03\brt_house_pc_chm_03_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_chm_04	rigidmodels\buildings\brt_house_pc_chm_04\brt_house_pc_chm_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_chm_04\brt_house_pc_chm_04_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_chm_05	rigidmodels\buildings\brt_house_pc_chm_05\brt_house_pc_chm_05_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_chm_05\brt_house_pc_chm_05_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_lrg_01	rigidmodels\buildings\brt_house_pc_lrg_01\brt_house_pc_lrg_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_lrg_01\brt_house_pc_lrg_01_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_lrg_02	rigidmodels\buildings\brt_house_pc_lrg_02\brt_house_pc_lrg_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_lrg_02\brt_house_pc_lrg_02_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_lrg_03	rigidmodels\buildings\brt_house_pc_lrg_03\brt_house_pc_lrg_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_lrg_03\brt_house_pc_lrg_03_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_lrg_04	rigidmodels\buildings\brt_house_pc_lrg_04\brt_house_pc_lrg_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_lrg_04\brt_house_pc_lrg_04_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_med_03	rigidmodels\buildings\brt_house_pc_med_03\brt_house_pc_med_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_med_03\brt_house_pc_med_03_tech.cs2.collision
brt/infield/house_pieces			brt_house_pc_med_04	rigidmodels\buildings\brt_house_pc_med_04\brt_house_pc_med_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_pc_med_04\brt_house_pc_med_04_tech.cs2.collision
brt/slum_buildings			brt_house_slum_01	rigidmodels\buildings\brt_house_slum_01\brt_house_slum_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_slum_01\brt_house_slum_01_tech.cs2.collision
brt/slum_buildings			brt_house_slum_02	rigidmodels\buildings\brt_house_slum_02\brt_house_slum_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_slum_02\brt_house_slum_02_tech.cs2.collision
brt/slum_buildings			brt_house_slum_03	rigidmodels\buildings\brt_house_slum_03\brt_house_slum_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_slum_03\brt_house_slum_03_tech.cs2.collision
brt/infield/houses			brt_house_stkd_01	rigidmodels\buildings\brt_house_stkd_01\brt_house_stkd_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_01\brt_house_stkd_01_tech.cs2.collision
brt/infield/houses			brt_house_stkd_02	rigidmodels\buildings\brt_house_stkd_02\brt_house_stkd_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_02\brt_house_stkd_02_tech.cs2.collision
brt/infield/houses			brt_house_stkd_03	rigidmodels\buildings\brt_house_stkd_03\brt_house_stkd_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_03\brt_house_stkd_03_tech.cs2.collision
brt/infield/houses			brt_house_stkd_04	rigidmodels\buildings\brt_house_stkd_04\brt_house_stkd_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_stkd_04\brt_house_stkd_04_tech.cs2.collision
brt/infield/houses			brt_house_ter_01	rigidmodels\buildings\brt_house_ter_01\brt_house_ter_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_01\brt_house_ter_01_tech.cs2.collision
brt/infield/houses			brt_house_ter_02	rigidmodels\buildings\brt_house_ter_02\brt_house_ter_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_02\brt_house_ter_02_tech.cs2.collision
brt/infield/houses			brt_house_ter_03	rigidmodels\buildings\brt_house_ter_03\brt_house_ter_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_03\brt_house_ter_03_tech.cs2.collision
brt/infield/houses			brt_house_ter_04	rigidmodels\buildings\brt_house_ter_04\brt_house_ter_04_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_04\brt_house_ter_04_tech.cs2.collision
brt/infield/houses			brt_house_ter_05	rigidmodels\buildings\brt_house_ter_05\brt_house_ter_05_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_05\brt_house_ter_05_tech.cs2.collision
brt/infield/houses			brt_house_ter_06	rigidmodels\buildings\brt_house_ter_06\brt_house_ter_06_tech.cs2.parsed	rigidmodels\buildings\brt_house_ter_06\brt_house_ter_06_tech.cs2.collision
brt/infield/houses			brt_house_wooden_01	rigidmodels\buildings\brt_house_wooden_01\brt_house_wooden_01_tech.cs2.parsed	rigidmodels\buildings\brt_house_wooden_01\brt_house_wooden_01_tech.cs2.collision
brt/infield/houses			brt_house_wooden_02	rigidmodels\buildings\brt_house_wooden_02\brt_house_wooden_02_tech.cs2.parsed	rigidmodels\buildings\brt_house_wooden_02\brt_house_wooden_02_tech.cs2.collision
brt/infield/houses			brt_house_wooden_03	rigidmodels\buildings\brt_house_wooden_03\brt_house_wooden_03_tech.cs2.parsed	rigidmodels\buildings\brt_house_wooden_03\brt_house_wooden_03_tech.cs2.collision
brt/landscape			brt_landscape_01	rigidmodels\buildings\brt_landscape_01\brt_landscape_01_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_01\brt_landscape_01_tech.cs2.collision
brt/landscape			brt_landscape_01_a	rigidmodels\buildings\brt_landscape_01_a\brt_landscape_01_a_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_01_a\brt_landscape_01_a_tech.cs2.collision
brt/landscape			brt_landscape_02	rigidmodels\buildings\brt_landscape_02\brt_landscape_02_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_02\brt_landscape_02_tech.cs2.collision
brt/landscape			brt_landscape_03	rigidmodels\buildings\brt_landscape_03\brt_landscape_03_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_03\brt_landscape_03_tech.cs2.collision
brt/landscape			brt_landscape_03_a	rigidmodels\buildings\brt_landscape_03_a\brt_landscape_03_a_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_03_a\brt_landscape_03_a_tech.cs2.collision
brt/landscape			brt_landscape_bridge_01	rigidmodels\buildings\brt_landscape_bridge_01\brt_landscape_bridge_01_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_bridge_01\brt_landscape_bridge_01_tech.cs2.collision
brt/landscape			brt_landscape_walling_01	rigidmodels\buildings\brt_landscape_walling_01\brt_landscape_walling_01_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_01\brt_landscape_walling_01_tech.cs2.collision
brt/landscape			brt_landscape_walling_02	rigidmodels\buildings\brt_landscape_walling_02\brt_landscape_walling_02_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_02\brt_landscape_walling_02_tech.cs2.collision
brt/landscape			brt_landscape_walling_45	rigidmodels\buildings\brt_landscape_walling_45\brt_landscape_walling_45_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_45\brt_landscape_walling_45_tech.cs2.collision
brt/landscape			brt_landscape_walling_45_f	rigidmodels\buildings\brt_landscape_walling_45_f\brt_landscape_walling_45_f_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_45_f\brt_landscape_walling_45_f_tech.cs2.collision
brt/landscape			brt_landscape_walling_end	rigidmodels\buildings\brt_landscape_walling_end\brt_landscape_walling_end_tech.cs2.parsed	rigidmodels\buildings\brt_landscape_walling_end\brt_landscape_walling_end_tech.cs2.collision
buildings/brt/statues			brt_lotl_01	rigidmodels\buildings\brt_lotl_01\brt_lotl_01_tech.cs2.parsed	rigidmodels\buildings\brt_lotl_01\brt_lotl_01_tech.cs2.collision
brt/statues			brt_lotl_02	rigidmodels\buildings\brt_lotl_02\brt_lotl_02_tech.cs2.parsed	rigidmodels\buildings\brt_lotl_02\brt_lotl_02_tech.cs2.collision
brt/statues			brt_lotl_vines_01	rigidmodels\buildings\brt_lotl_vines_01\brt_lotl_vines_01_tech.cs2.parsed	rigidmodels\buildings\brt_lotl_vines_01\brt_lotl_vines_01_tech.cs2.collision
brt/props			brt_marketdecotarp_06	rigidmodels\buildings\brt_marketdecotarp_06\brt_marketdecotarp_06_tech.cs2.parsed	rigidmodels\buildings\brt_marketdecotarp_06\brt_marketdecotarp_06_tech.cs2.collision
terrain_props/wh_rocks			brt_menhir_01	rigidmodels\buildings\brt_menhir_01\brt_menhir_01_tech.cs2.parsed	rigidmodels\buildings\brt_menhir_01\brt_menhir_01_tech.cs2.collision
terrain_props/wh_rocks			brt_menhir_02	rigidmodels\buildings\brt_menhir_02\brt_menhir_02_tech.cs2.parsed	rigidmodels\buildings\brt_menhir_02\brt_menhir_02_tech.cs2.collision
terrain_props/wh_rocks			brt_menhir_03	rigidmodels\buildings\brt_menhir_03\brt_menhir_03_tech.cs2.parsed	rigidmodels\buildings\brt_menhir_03\brt_menhir_03_tech.cs2.collision
brt/outfield			brt_outfield_circled_01	rigidmodels\buildings\brt_outfield_circled_01\brt_outfield_circled_01_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_circled_01\brt_outfield_circled_01_tech.cs2.collision
brt/outfield			brt_outfield_skybridge_01	rigidmodels\buildings\brt_outfield_skybridge_01\brt_outfield_skybridge_01_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_skybridge_01\brt_outfield_skybridge_01_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_01	rigidmodels\buildings\brt_outfield_struc_wall_01\brt_outfield_struc_wall_01_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_01\brt_outfield_struc_wall_01_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_01_arched	rigidmodels\buildings\brt_outfield_struc_wall_01_arched\brt_outfield_struc_wall_01_arched_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_01_arched\brt_outfield_struc_wall_01_arched_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_02	rigidmodels\buildings\brt_outfield_struc_wall_02\brt_outfield_struc_wall_02_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_02\brt_outfield_struc_wall_02_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_03	rigidmodels\buildings\brt_outfield_struc_wall_03\brt_outfield_struc_wall_03_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_03\brt_outfield_struc_wall_03_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_04	rigidmodels\buildings\brt_outfield_struc_wall_04\brt_outfield_struc_wall_04_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_04\brt_outfield_struc_wall_04_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_long_ascend	rigidmodels\buildings\brt_outfield_struc_wall_long_ascend\brt_outfield_struc_wall_long_ascend_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_long_ascend\brt_outfield_struc_wall_long_ascend_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_long_ascend_mirror	rigidmodels\buildings\brt_outfield_struc_wall_long_ascend_mirror\brt_outfield_struc_wall_long_ascend_mirror_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_long_ascend_mirror\brt_outfield_struc_wall_long_ascend_mirror_tech.cs2.collision
brt/outfield			brt_outfield_struc_wall_long_curved	rigidmodels\buildings\brt_outfield_struc_wall_long_curved\brt_outfield_struc_wall_long_curved_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_struc_wall_long_curved\brt_outfield_struc_wall_long_curved_tech.cs2.collision
brt/outfield			brt_outfield_tower_base	rigidmodels\buildings\brt_outfield_tower_base\brt_outfield_tower_base_tech.cs2.parsed	rigidmodels\buildings\brt_outfield_tower_base\brt_outfield_tower_base_tech.cs2.collision
terrain_props/wh_rocks			brt_rocklrg_01	rigidmodels\buildings\brt_rocklrg_01\brt_rocklrg_01_tech.cs2.parsed	rigidmodels\buildings\brt_rocklrg_01\brt_rocklrg_01_tech.cs2.collision
terrain_props/wh_rocks			brt_rockmed_01	rigidmodels\buildings\brt_rockmed_01\brt_rockmed_01_tech.cs2.parsed	rigidmodels\buildings\brt_rockmed_01\brt_rockmed_01_tech.cs2.collision
terrain_props/wh_rocks			brt_rockmed_02	rigidmodels\buildings\brt_rockmed_02\brt_rockmed_02_tech.cs2.parsed	rigidmodels\buildings\brt_rockmed_02\brt_rockmed_02_tech.cs2.collision
terrain_props/wh_rocks			brt_rocksml_01	rigidmodels\buildings\brt_rocksml_01\brt_rocksml_01_tech.cs2.parsed	rigidmodels\buildings\brt_rocksml_01\brt_rocksml_01_tech.cs2.collision
terrain_props/wh_rocks			brt_rocksml_02	rigidmodels\buildings\brt_rocksml_02\brt_rocksml_02_tech.cs2.parsed	rigidmodels\buildings\brt_rocksml_02\brt_rocksml_02_tech.cs2.collision
terrain_props/wh_cliffs			brt_seacliff_a	rigidmodels\buildings\brt_seacliff_a\brt_seacliff_a_tech.cs2.parsed	rigidmodels\buildings\brt_seacliff_a\brt_seacliff_a_tech.cs2.collision
