unit_variants_colours_tables
2
faction	primary_colour_b	primary_colour_g	primary_colour_r	secondary_colour_b	secondary_colour_g	secondary_colour_r	soldier_type	tertiary_colour_b	tertiary_colour_g	tertiary_colour_r	unknown11	unknown12	unknown13
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	10054	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	10058	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	10063	0	wh_main_brt_cha_lord_0
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1007	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	10070	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	10079	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	10087	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	10091	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	10098	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	10103	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	10107	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	10109	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	10115	0	wh_main_brt_cha_lord_0
wh_main_brt_parravon	18	16	137	136	43	38	soldier	0	0	0	10120	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	136	64	29	243	243	243	soldier	0	0	0	10130	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	83	201	238	19	19	19	soldier	0	0	0	10131	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	95	35	35	77	171	214	soldier	0	0	0	10137	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	10140	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	10141	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	10148	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	10149	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	136	64	29	243	243	243	soldier	0	0	0	1015	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	10153	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	10160	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	10162	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	83	201	238	19	19	19	soldier	0	0	0	1017	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	10172	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	10178	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	10182	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	10186	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	10195	0	wh_main_brt_cha_lord_2
wh_main_brt_parravon	18	16	137	136	43	38	soldier	0	0	0	10202	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	136	64	29	243	243	243	soldier	0	0	0	10212	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	83	201	238	19	19	19	soldier	0	0	0	10219	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	95	35	35	77	171	214	soldier	0	0	0	10221	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	10229	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	10231	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	10235	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	10240	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	10249	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	95	35	35	77	171	214	soldier	0	0	0	1025	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	10254	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	10257	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	10265	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	10275	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	10280	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	10285	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	10292	0	wh_main_brt_cha_lord_3
wh_main_brt_parravon	18	16	137	136	43	38	soldier	0	0	0	10295	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	136	64	29	243	243	243	soldier	0	0	0	10300	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	83	201	238	19	19	19	soldier	0	0	0	10306	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	95	35	35	77	171	214	soldier	0	0	0	10309	0	wh_main_brt_cha_lord_4
wh_main_brt_artois	23	29	34	18	20	145	soldier	0	0	0	1031	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	10317	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	10319	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	10324	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	10329	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	10336	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	10342	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	10345	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	10353	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	10361	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	10363	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	10372	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	10375	0	wh_main_brt_cha_lord_4
wh_main_brt_parravon	18	16	137	136	43	38	soldier	0	0	0	10377	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	136	64	29	243	243	243	soldier	0	0	0	10381	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	83	201	238	19	19	19	soldier	0	0	0	10388	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	95	35	35	77	171	214	soldier	0	0	0	10389	0	wh_main_brt_cha_paladin_0
wh_main_brt_artois	132	41	36	15	15	145	soldier	0	0	0	1039	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	10397	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	10407	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	10412	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	10420	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	10429	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	10430	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	10437	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	10439	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	10448	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	10456	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	10460	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	10464	0	wh_main_brt_cha_paladin_0
wh_main_brt_parravon	18	16	137	136	43	38	soldier	0	0	0	10472	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	136	64	29	243	243	243	soldier	0	0	0	10477	0	wh_main_brt_cha_paladin_3
wh_main_brt_artois	250	250	250	205	101	42	soldier	0	0	0	1048	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	83	201	238	19	19	19	soldier	0	0	0	10481	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	95	35	35	77	171	214	soldier	0	0	0	10487	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	10488	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	10498	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	10501	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	10507	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	10517	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	10526	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	10532	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	10538	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	10542	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	10552	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	10560	0	wh_main_brt_cha_paladin_3
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	10564	0	wh_main_brt_cha_paladin_3
wh_main_brt_artois	30	30	30	241	241	241	soldier	0	0	0	1057	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	18	16	137	136	43	38	soldier	0	0	0	10573	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	136	64	29	243	243	243	soldier	0	0	0	10577	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	83	201	238	19	19	19	soldier	0	0	0	10585	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	95	35	35	77	171	214	soldier	0	0	0	10591	0	wh_main_brt_cha_paladin_4
wh_main_brt_bretonnia	83	201	238	19	19	19	soldier	0	0	0	106	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	23	29	34	18	20	145	soldier	0	0	0	10601	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	132	41	36	15	15	145	soldier	0	0	0	10604	0	wh_main_brt_cha_paladin_4
wh_main_brt_artois	236	236	245	11	11	139	soldier	0	0	0	1061	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_parravon	250	250	250	205	101	42	soldier	0	0	0	10612	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	30	30	30	241	241	241	soldier	0	0	0	10614	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	236	236	245	11	11	139	soldier	0	0	0	10619	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	25	25	180	14	14	25	soldier	0	0	0	10628	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	18	18	37	64	178	214	soldier	0	0	0	10630	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	16	16	132	135	42	37	soldier	0	0	0	10640	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	239	239	241	75	126	220	soldier	0	0	0	10643	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	45	193	244	22	26	142	soldier	0	0	0	10646	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	12	14	134	238	238	246	soldier	0	0	0	10647	0	wh_main_brt_cha_paladin_4
wh_main_brt_parravon	239	239	239	36	36	36	soldier	0	0	0	10657	0	wh_main_brt_cha_paladin_4
wh_dlc05_brt_mini_aquitaine	18	16	137	136	43	38	soldier	0	0	0	10665	0	wh_main_brt_cav_grail_knights
wh_main_brt_artois	25	25	180	14	14	25	soldier	0	0	0	1067	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	136	64	29	243	243	243	soldier	0	0	0	10672	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	83	201	238	19	19	19	soldier	0	0	0	10679	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	95	35	35	77	171	214	soldier	0	0	0	10680	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	23	29	34	18	20	145	soldier	0	0	0	10683	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	132	41	36	15	15	145	soldier	0	0	0	10691	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	250	250	250	205	101	42	soldier	0	0	0	10698	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	30	30	30	241	241	241	soldier	0	0	0	10700	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	236	236	245	11	11	139	soldier	0	0	0	10706	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	25	25	180	14	14	25	soldier	0	0	0	10716	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	18	18	37	64	178	214	soldier	0	0	0	10719	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	16	16	132	135	42	37	soldier	0	0	0	10721	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	239	239	241	75	126	220	soldier	0	0	0	10725	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	45	193	244	22	26	142	soldier	0	0	0	10727	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	12	14	134	238	238	246	soldier	0	0	0	10731	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	239	239	239	36	36	36	soldier	0	0	0	10737	0	wh_main_brt_cav_grail_knights
wh_dlc05_brt_mini_aquitaine	18	16	137	136	43	38	soldier	0	0	0	10745	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	136	64	29	243	243	243	soldier	0	0	0	10747	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_artois	18	18	37	64	178	214	soldier	0	0	0	1075	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	83	201	238	19	19	19	soldier	0	0	0	10752	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	95	35	35	77	171	214	soldier	0	0	0	10757	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	23	29	34	18	20	145	soldier	0	0	0	10763	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	132	41	36	15	15	145	soldier	0	0	0	10768	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	250	250	250	205	101	42	soldier	0	0	0	10775	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	30	30	30	241	241	241	soldier	0	0	0	10777	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	236	236	245	11	11	139	soldier	0	0	0	10784	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	25	25	180	14	14	25	soldier	0	0	0	10787	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	18	18	37	64	178	214	soldier	0	0	0	10792	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	16	16	132	135	42	37	soldier	0	0	0	10799	0	wh_main_brt_cav_knights_of_the_realm
wh_main_brt_bretonnia	95	35	35	77	171	214	soldier	0	0	0	108	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	239	239	241	75	126	220	soldier	0	0	0	10801	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	45	193	244	22	26	142	soldier	0	0	0	10809	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	12	14	134	238	238	246	soldier	0	0	0	10819	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	239	239	239	36	36	36	soldier	0	0	0	10823	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	18	16	137	136	43	38	soldier	0	0	0	10830	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	136	64	29	243	243	243	soldier	0	0	0	10839	0	wh_main_brt_cav_pegasus_knights
wh_main_brt_artois	16	16	132	135	42	37	soldier	0	0	0	1084	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	83	201	238	19	19	19	soldier	0	0	0	10840	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	95	35	35	77	171	214	soldier	0	0	0	10842	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	23	29	34	18	20	145	soldier	0	0	0	10843	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	132	41	36	15	15	145	soldier	0	0	0	10853	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	250	250	250	205	101	42	soldier	0	0	0	10859	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	30	30	30	241	241	241	soldier	0	0	0	10862	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	236	236	245	11	11	139	soldier	0	0	0	10864	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	25	25	180	14	14	25	soldier	0	0	0	10867	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	18	18	37	64	178	214	soldier	0	0	0	10869	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	16	16	132	135	42	37	soldier	0	0	0	10877	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	239	239	241	75	126	220	soldier	0	0	0	10882	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	45	193	244	22	26	142	soldier	0	0	0	10888	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	12	14	134	238	238	246	soldier	0	0	0	10898	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	239	239	239	36	36	36	soldier	0	0	0	10905	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	18	16	137	136	43	38	soldier	0	0	0	10908	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	136	64	29	243	243	243	soldier	0	0	0	10911	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	83	201	238	19	19	19	soldier	0	0	0	10920	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	95	35	35	77	171	214	soldier	0	0	0	10923	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	23	29	34	18	20	145	soldier	0	0	0	10930	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	132	41	36	15	15	145	soldier	0	0	0	10936	0	wh_main_brt_cha_lord_0
wh_main_brt_artois	239	239	241	75	126	220	soldier	0	0	0	1094	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	250	250	250	205	101	42	soldier	0	0	0	10941	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	30	30	30	241	241	241	soldier	0	0	0	10951	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	236	236	245	11	11	139	soldier	0	0	0	10959	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	25	25	180	14	14	25	soldier	0	0	0	10968	0	wh_main_brt_cha_lord_0
wh_main_brt_artois	45	193	244	22	26	142	soldier	0	0	0	1097	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	18	18	37	64	178	214	soldier	0	0	0	10971	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	16	16	132	135	42	37	soldier	0	0	0	10972	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	239	239	241	75	126	220	soldier	0	0	0	10973	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	45	193	244	22	26	142	soldier	0	0	0	10976	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	12	14	134	238	238	246	soldier	0	0	0	10982	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	239	239	239	36	36	36	soldier	0	0	0	10988	0	wh_main_brt_cha_lord_0
wh_dlc05_brt_mini_aquitaine	18	16	137	136	43	38	soldier	0	0	0	10994	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	136	64	29	243	243	243	soldier	0	0	0	10997	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	83	201	238	19	19	19	soldier	0	0	0	11006	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	12	14	134	238	238	246	soldier	0	0	0	1101	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	95	35	35	77	171	214	soldier	0	0	0	11010	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	23	29	34	18	20	145	soldier	0	0	0	11018	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	132	41	36	15	15	145	soldier	0	0	0	11021	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	250	250	250	205	101	42	soldier	0	0	0	11029	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	30	30	30	241	241	241	soldier	0	0	0	11035	0	wh_main_brt_cha_lord_2
wh_main_brt_artois	239	239	239	36	36	36	soldier	0	0	0	1104	0	wh_main_brt_cav_knights_of_the_realm
wh_dlc05_brt_mini_aquitaine	236	236	245	11	11	139	soldier	0	0	0	11040	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	25	25	180	14	14	25	soldier	0	0	0	11046	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	18	18	37	64	178	214	soldier	0	0	0	11050	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	16	16	132	135	42	37	soldier	0	0	0	11060	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	239	239	241	75	126	220	soldier	0	0	0	11063	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	45	193	244	22	26	142	soldier	0	0	0	11072	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	12	14	134	238	238	246	soldier	0	0	0	11073	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	239	239	239	36	36	36	soldier	0	0	0	11080	0	wh_main_brt_cha_lord_2
wh_dlc05_brt_mini_aquitaine	18	16	137	136	43	38	soldier	0	0	0	11088	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_aquitaine	136	64	29	243	243	243	soldier	0	0	0	11092	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_aquitaine	83	201	238	19	19	19	soldier	0	0	0	11095	0	wh_main_brt_cha_lord_3
wh_main_brt_artois	18	16	137	136	43	38	soldier	0	0	0	1110	0	wh_main_brt_cav_pegasus_knights
wh_dlc05_brt_mini_aquitaine	95	35	35	77	171	214	soldier	0	0	0	11102	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_aquitaine	23	29	34	18	20	145	soldier	0	0	0	11105	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_aquitaine	132	41	36	15	15	145	soldier	0	0	0	11106	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_aquitaine	250	250	250	205	101	42	soldier	0	0	0	11111	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_aquitaine	30	30	30	241	241	241	soldier	0	0	0	11121	0	wh_main_brt_cha_lord_3
wh_dlc05_brt_mini_aquitaine	236	236	245	11	11	139	soldier	0	0	0	11123	0	wh_main_brt_cha_lord_3
