incidents_tables
5
unknown0	key	unknown2	unknown3	unknown4
False	wh2_main_dilemma_treasure_hunt_lone_wanderer_4_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_mechanical_automaton_1_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_mechanical_automaton_2_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_mechanical_automaton_2_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_mechanical_automaton_3_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_mechanical_automaton_3_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_mechanical_automaton_4_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_mechanical_automaton_4_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_picked_clean_1_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_picked_clean_2_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_picked_clean_2_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_picked_clean_3_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_picked_clean_3_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_picked_clean_4_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_picked_clean_4_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_rebel_army_1_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_rebel_army_2_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_rebel_army_2_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_rebel_army_3_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_rebel_army_3_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_rebel_army_4_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_rebel_army_4_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_scavengers_1_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_scavengers_2_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_scavengers_2_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_scavengers_3_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_scavengers_3_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_scavengers_4_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_scavengers_4_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_she_daemon_lair_1_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_she_daemon_lair_2_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_she_daemon_lair_3_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_she_daemon_lair_3_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_she_daemon_lair_4_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_she_daemon_lair_4_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_1_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_2_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_3_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_4_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_shrine_to_nagash_4_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_ambush_1_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_ambush_2_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_ambush_2_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_ambush_3_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_ambush_3_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_ambush_4_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_ambush_4_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_burrow_1_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_burrow_2_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_burrow_2_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_burrow_3_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_burrow_3_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_burrow_4_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_skaven_burrow_4_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_1_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_2_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_3_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_3_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_4_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_slaanesh_fungi_4_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_spider_nest_1_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_spider_nest_2_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_spider_nest_2_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_spider_nest_3_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_spider_nest_3_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_spider_nest_4_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_spider_nest_4_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_cursed_sword_1_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_cursed_sword_2_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_cursed_sword_2_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_cursed_sword_3_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_cursed_sword_4_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_cursed_sword_4_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_tattered_library_1_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_tattered_library_2_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_tattered_library_2_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_tattered_library_3_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_tattered_library_3_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_tattered_library_4_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_tattered_library_4_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_underworld_sea_1_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_underworld_sea_2_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_underworld_sea_2_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_underworld_sea_3_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_underworld_sea_3_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_underworld_sea_4_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_the_underworld_sea_4_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_1_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_2_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_2_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_3_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_4_a	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_tomb_of_the_mummy_4_b	wh2_treasure_hunt	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_1_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_a_spy	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_2_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_3_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_3_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_4_a	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_survivor_4_b	wh2_treasure_hunt_2	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_vault_1_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_vault_2_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_vault_2_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_vault_3_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_vault_3_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_vault_4_a	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_trapped_vault_4_b	wh2_treasure_hunt_3	True	Quest
False	wh2_main_dilemma_treasure_hunt_undead_1_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_undead_2_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_undead_2_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_undead_3_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_undead_3_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_undead_4_a	wh2_treasure_hunt_4	True	Quest
False	wh2_main_dilemma_treasure_hunt_undead_4_b	wh2_treasure_hunt_4	True	Quest
False	wh2_main_encounter_at_sea_campaign_1	wh2_sea_encounters_1	False	Event
False	wh2_main_encounter_at_sea_campaign_2	wh2_sea_encounters_2	False	Event
False	wh2_main_encounter_at_sea_campaign_3	wh2_sea_encounters_1	False	Event
False	wh2_main_encounter_at_sea_campaign_4	wh2_sea_encounters_2	False	Event
False	wh2_main_encounter_at_sea_combat_1	wh2_sea_encounters_1	False	Event
False	wh2_main_encounter_at_sea_combat_2	wh2_sea_encounters_2	False	Event
False	wh2_main_encounter_at_sea_combat_3	wh2_sea_encounters_1	False	Event
False	wh2_main_encounter_at_sea_combat_4	wh2_sea_encounters_2	False	Event
False	wh2_main_encounter_at_sea_combat_5	wh2_sea_encounters_1	False	Event
True	wh2_main_incident_all_agent_action_chance_up	army_morale_up	False	Event
True	wh2_main_incident_all_agent_action_cost_down	faction	False	Event
True	wh2_main_incident_all_campaign_movement_down_replenish_up	army_morale_up	False	Event
True	wh2_main_incident_all_campaign_movement_up	army_morale_up	False	Event
True	wh2_main_incident_all_character_exp_greatly_up_character_wound	generic	False	Event
True	wh2_main_incident_all_character_exp_up	army_morale_up	False	Event
True	wh2_main_incident_all_construction_cost_down	civilisation_up	False	Event
True	wh2_main_incident_all_construction_cost_up	civilisation_down	False	Setback
True	wh2_main_incident_all_damage_building	settlement_lost	False	Setback
True	wh2_main_incident_all_gdp_down	settlement_lost	False	Event
True	wh2_main_incident_all_gdp_up	funeral	False	Event
True	wh2_main_incident_all_growth_down	civilisation_down	False	Event
True	wh2_main_incident_all_growth_up	civilisation_up	False	Event
True	wh2_main_incident_all_growth_up_greatly_gdp_down	civilisation_up	False	Event
True	wh2_main_incident_all_melee_attack_up	land_victory	False	Event
True	wh2_main_incident_all_melee_defense_up	army_morale_up	False	Event
True	wh2_main_incident_all_morale_down	army_morale_down	False	Event
True	wh2_main_incident_all_morale_up	land_victory	False	Event
True	wh2_main_incident_all_public_order_down	civilisation_down	False	Setback
True	wh2_main_incident_all_public_order_down_greatly_recruitment_cost_down_greatly	civilisation_down	False	Setback
True	wh2_main_incident_all_public_order_up	celebration	False	Event
True	wh2_main_incident_all_ranged_weapon_damage_up	army_morale_up	False	Event
True	wh2_main_incident_all_recruitment_cost_up_unit_exp_up	army_morale_up	False	Event
True	wh2_main_incident_all_replenish_rate_down_recruitment_cost_down	civilisation_up	False	Event
True	wh2_main_incident_all_wom_down	army_morale_down	False	Event
True	wh2_main_incident_all_wom_up	army_morale_up	False	Event
True	wh2_main_incident_all_wom_up_greatly_miscast_rate_up	army_morale_up	False	Event
True	wh2_main_incident_def_agent_spy	celebration	False	Event
True	wh2_main_incident_def_agent_wizard	diplomacy	False	Event
True	wh2_main_incident_def_army_morale_down_recruitment_cost_up	army_morale_down	False	Event
True	wh2_main_incident_def_army_morale_up_public_oder_increses	army_morale_up	False	Event
True	wh2_main_incident_def_building_cost_down	celebration	False	Event
True	wh2_main_incident_def_chaos_corruption_up	diplomacy	False	Event
True	wh2_main_incident_def_cold_one_melee_attack_up	civilisation_up	False	Event
True	wh2_main_incident_def_damage_building_slave_down	settlement_lost	False	Event
True	wh2_main_incident_def_death_hag_witch_elves_recruitment_cost_down_exp_up	faction	False	Event
True	wh2_main_incident_def_growth_down	funeral	False	Event
True	wh2_main_incident_def_morale_up_melee_attack_up_against_hef	politics	False	Event
True	wh2_main_incident_def_public_order_down	politics	False	Event
True	wh2_main_incident_def_raid_sack_income_up	army_morale_up	False	Event
True	wh2_main_incident_def_replenish_rate_up_campaign_movement_up	generic	False	Event
True	wh2_main_incident_def_research_rate_up	messenger	False	Event
False	wh2_main_incident_encounter_at_sea_1_a	wh2_sea_encounters_2	False	Event
False	wh2_main_incident_encounter_at_sea_1_b	wh2_sea_encounters_1	False	Event
False	wh2_main_incident_encounter_at_sea_1_c	wh2_sea_encounters_2	False	Event
False	wh2_main_incident_encounter_at_sea_2_a	wh2_sea_encounters_1	False	Event
False	wh2_main_incident_encounter_at_sea_2_b	wh2_sea_encounters_2	False	Event
False	wh2_main_incident_encounter_at_sea_2_c	wh2_sea_encounters_1	False	Event
False	wh2_main_incident_encounter_at_sea_3_a	wh2_sea_encounters_2	False	Event
False	wh2_main_incident_encounter_at_sea_3_b	wh2_sea_encounters_1	False	Event
False	wh2_main_incident_encounter_at_sea_3_c	wh2_sea_encounters_2	False	Event
False	wh2_main_incident_encounter_at_sea_4_a	wh2_sea_encounters_1	False	Event
True	wh2_main_incident_hef_agent_champion	celebration	False	Event
True	wh2_main_incident_hef_agent_wizard	generic	False	Event
True	wh2_main_incident_hef_building_cost_down	messenger	False	Event
True	wh2_main_incident_hef_campign_movement_up	army_morale_up	False	Event
True	wh2_main_incident_hef_chaos_corruption_up	civilisation_down	False	Event
True	wh2_main_incident_hef_damage_building	settlement_lost	False	Event
True	wh2_main_incident_hef_growth_down	blockaded	False	Event
True	wh2_main_incident_hef_morale_down_recruitment_cost_increase	politics	False	Event
True	wh2_main_incident_hef_morale_up_melee_defense_up_against_def	generic	False	Event
True	wh2_main_incident_hef_morale_up_public_order_up	land_victory	False	Event
True	wh2_main_incident_hef_phoenix_recruitment_cost_down	civilisation_up	False	Event
True	wh2_main_incident_hef_public_order_down	civilisation_down	False	Event
True	wh2_main_incident_hef_ranged_unit_exp_up	generic	False	Event
True	wh2_main_incident_hef_replenish_rate_up	messenger	False	Event
True	wh2_main_incident_hef_research_rate_up	generic	False	Event
True	wh2_main_incident_hef_trade_income_up	diplomacy	False	Event
False	wh2_main_incident_intercontinental_diplomacy	diplomacy	True	Event
False	wh2_main_incident_intrigue_any_negative_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_negative_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_negative_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_negative_1d	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_negative_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_any_negative_2b	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_any_negative_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_any_negative_3b	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_1d	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_2b	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_3a	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_any_positive_3b	court_intrigue_3	False	Diplomatic
False	wh2_main_incident_intrigue_def_negative_1a	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_def_negative_1b	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_def_negative_1c	court_intrigue_1	False	Diplomatic
False	wh2_main_incident_intrigue_def_negative_2a	court_intrigue_2	False	Diplomatic
False	wh2_main_incident_intrigue_def_negative_3a	court_intrigue_3	False	Diplomatic
