unit_special_abilities_tables
45
key	active_time	recharge_time	num_uses	effect_range	affect_self	num_effected_friendly_units	num_effected_enemy_units	update_targets_every_frame	initial_recharge	activated_projectile	target_friends	target_enemies	target_ground	target_intercept_range	assume_specific_behaviour	clear_current_order	wind_up_time	passive	unique_id	-	bombardment	spawned_unit	wind_up_stance	mana_cost	min_range	targetting_aoe	passive_aoe	active_aoe	activation_effect	vortex	miscast_chance	miscast_explosion	ai_usage	audio	special_ability_display	voiceover_state	additional_melee_cp	additional_missile_cp	parent_ability	spawn_type	spawn_proxy_vfx	target_ground_1	target_ground_2	miscast_global_	target_self
wh2_main_army_abilities_khaines_flail	4	90	3	0	False	0	0	False	90		False	True	True	-1		False	0	False	3978	0	wh2_main_army_abilities_khaines_flail			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	160				False	False	True	False
wh2_main_army_abilities_khaines_lash	4	45	3	0	False	0	0	False	45		False	True	True	-1		False	0	False	3977	0	wh2_main_army_abilities_khaines_lash			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	80				False	False	True	False
wh2_main_army_abilities_khaines_scourge	4	135	3	0	False	0	0	False	135		False	True	True	-1		False	0	False	3987	0	wh2_main_army_abilities_khaines_scourge			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	240				False	False	True	False
wh2_main_army_abilities_lure_of_the_pale_queen	15	90	3	40	False	0	-1	False	60		False	False	True	-1		False	0	False	887348281	0				0	0	wh_army_abilities_generic_hex					0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	161	0				False	True	True	False
wh2_main_army_abilities_mors_clanstone	24	135	3	40	False	-1	0	True	90		False	False	True	-1		False	0	False	533682966	0				0	0	wh_army_abilities_generic_augment	wh_army_abilities_generic_augment	wh2_main_army_abilities_mors_clanstone			0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	0	235				True	False	True	False
wh2_main_army_abilities_moulder_clanstone	22	135	3	30	False	-1	0	True	90		False	False	True	-1		False	0	False	1158788666	0				0	0	wh_army_abilities_generic_regeneration	wh_army_abilities_generic_regeneration	wh2_main_army_abilities_moulder_clanstone			0		healing	wh_group_unit		vo_battle_special_ability_generic_response	0	241				True	False	True	False
wh2_main_army_abilities_pestilens_clanstone	75	135	3	40	False	-1	0	True	90		False	False	True	-1		False	0	False	1294921264	0				0	0	wh_army_abilities_generic_augment	wh_army_abilities_generic_augment	wh2_main_army_abilities_pestilens_clanstone			0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	119	119				True	False	True	False
wh2_main_army_abilities_shadows_of_anlec	8	45	3	0	False	0	0	False	30		False	True	True	-1		False	0	False	880966636	0				0	0	wh_army_abilities_generic_breath	wh_army_abilities_generic_breath			wh2_main_army_abilities_shadows_of_anlec	0		aoe	wh_group_unit		vo_battle_special_ability_spell_cast_negative	25	51				False	False	True	False
wh2_main_army_abilities_sky_cauldron	7	45	3	0	False	0	0	False	45		False	True	True	-1		False	0	False	3988	0	wh2_main_army_abilities_sky_cauldron			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	80				False	False	True	False
wh2_main_army_abilities_skyre_clanstone	52	135	3	55	False	0	-1	True	90		False	False	True	-1		False	0	False	763879573	0				0	0	wh_army_abilities_generic_hex	wh_army_abilities_generic_hex	wh2_main_army_abilities_skyre_clanstone			0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	122	122				False	True	True	False
wh2_main_army_abilities_soul_rain	9	45	3	0	False	0	0	False	45		False	True	True	-1		False	0	False	4001	0	wh2_main_army_abilities_soul_rain			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	80				False	False	True	False
wh2_main_army_abilities_soul_storm	9	135	3	0	False	0	0	False	135		False	True	True	-1		False	0	False	4017	0	wh2_main_army_abilities_soul_storm			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	240				False	False	True	False
wh2_main_army_abilities_soul_torrent	9	90	3	0	False	0	0	False	90		False	True	True	-1		False	0	False	4007	0	wh2_main_army_abilities_soul_torrent			0	0	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment	wh_army_abilities_generic_bombardment_active			0		aoe_bombardment	wh_group_unit		vo_battle_special_ability_black_ark	0	160				False	False	True	False
wh2_main_army_abilities_temple_of_mists	38	135	3	40	False	0	-1	True	90		False	False	True	-1		False	0	False	1051518243	0				0	0	wh_army_abilities_generic_hex		wh2_main_army_abilities_temple_of_mists			0		hex_ranged	wh_group_unit		vo_battle_special_ability_generic_response	81	165				False	True	True	False
wh2_main_army_abilities_the_menace_below	1	45	1	0	False	0	0	False	30		False	True	True	-1		False	1	False	1666061018	0	wh2_main_spell_plague_vermintide	wh2_main_skv_inf_clanrats_0_summoned_small		0	0	wh_army_abilities_generic_spawn	wh_army_abilities_generic_spawn	wh2_vermintide_decal			0		hex_ranged	wh_group_rune		vo_battle_special_ability_generic_response	40	40		unit_position_offset	wh_main_targeting_pre_spawn_group_ui_central	False	False	True	False
wh2_main_army_abilities_vauls_hammer	1	135	2	0	False	0	0	False	0		False	True	False	-1		False	0	False	1396171807	0	wh2_main_army_abilities_vauls_hammer			0	0	wh_army_abilities_generic_explosion					0		aoe	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0	275				False	False	True	False
wh2_main_army_abilities_vortic_blast	5	30	-1	0	False	0	0	False	0		False	True	True	-1		False	0	False	2085025702	0	wh2_main_army_abilities_skaven_bomb			0	0	wh_army_abilities_generic_explosion_no_ring					0		aoe	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0	79				False	False	True	False
wh2_main_army_abilities_vortic_enrichment	5	30	-1	0	False	0	0	False	0		False	False	True	-1		False	0	False	288097083	0	wh2_main_army_abilities_heal_splosion			0	0	wh_army_abilities_generic_explosion_no_ring					0		healing	wh_group_unit		vo_battle_special_ability_generic_response	0	79				False	False	True	False
wh2_main_army_abilities_warpbomb	16	45	3	0	False	0	0	False	30		True	False	False	-1		False	0	False	211562102	0	wh2_main_army_abilities_warpbomb			0	0	wh_army_abilities_generic_explosion				wh2_main_army_abilities_warpbomb	0		augment_melee	wh_group_unit		vo_battle_special_ability_generic_response	0	79				False	False	True	False
wh2_main_banner_passive_battle_banner	-1	-1	-1	55	False	0	-1	True	-1		False	False	False	0		False	0	True	4376	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	37	37				False	False	True	False
wh2_main_banner_passive_sacred_banner_of_the_horned_rat	-1	-1	-1	55	False	0	-1	True	-1		False	False	False	0		False	0	True	4378	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	37	37				False	False	True	False
wh2_main_banner_passive_storm_banner	-1	-1	-1	55	False	0	-1	True	-1		False	False	False	0		False	0	True	4385	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	37	37				False	False	True	False
wh2_main_character_abilities_arcane_vassal	1	135	-1	0	True	0	0	False	0		True	False	False	200		False	0	False	4395	0				0	0	wh_abilities_generic_explosion	wh_abilities_generic_explosion			wh2_main_character_abilities_arcane_vassal	0		aoe	wh_group_character		vo_battle_special_ability_spell_cast_negative	0	236				False	False	True	True
wh2_main_character_abilities_assassins_trophy	40	45	-1	0	False	0	0	False	30		False	True	False	150		False	0	False	884072960	0				0	0	wh_abilities_generic_debuff_no_ring					0		hex_melee	wh_group_lord_ability		vo_battle_special_ability_spell_cast_negative	78	0				False	False	True	False
wh2_main_character_abilities_black_lotus	50	45	1	0	True	0	0	False	30		False	False	False	0		False	0	False	1148690019	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	79	0				False	False	True	False
wh2_main_character_abilities_cold_blooded	23	0	1	0	True	0	0	False	60		True	False	False	200		False	0	False	4392	0				0	0	wh_abilities_generic_regeneration_no_ring					0		healing	wh_group_character_targeting		vo_battle_special_ability_generic_response	0	0				False	False	True	True
wh2_main_character_abilities_dark_venom	36	45	1	0	True	0	0	False	30		False	False	False	0		False	0	False	1431309745	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	81	0				False	False	True	False
wh2_main_character_abilities_shield_of_the_old_ones	15	90	-1	40	True	-1	0	True	60		False	False	True	150		False	0	False	710943816	0				0	0	wh_abilities_generic_buff	wh_abilities_generic_buff	wh2_main_character_abilities_slann_forcefield			0		augment_morale_area	wh_group_character		vo_battle_special_ability_generic_response	78	78				True	False	True	True
wh2_main_character_abilities_swiftness_of_itzl	35	90	-1	0	True	0	0	False	60		False	False	False	0		False	0	False	1628800509	0				0	0	wh_abilities_generic_explosion				wh2_main_character_abilities_swiftness_of_itzl	0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	76	76				False	False	True	False
wh2_main_character_abilities_verminous_valour	14	45	-1	0	True	0	0	False	30		False	False	False	0		False	0	False	1845629677	0				0	0	wh_abilities_generic_explosion				wh2_main_character_abilities_verminous_valour	0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	30	45				False	False	True	False
wh2_main_character_abilities_volley_of_dark_arrows	-1	90	3	0	False	0	0	False	60	wh2_main_character_abilities_volley_of_dark_arrows	False	True	False	200		False	1	False	743824972	0			cast_forward_short	0	0	wh_spell_generic_missiles					0		projectile	wh_group_character_targeting		vo_battle_special_ability_spell_cast_negative	40	119				False	False	True	False
wh2_main_character_abilities_volley_of_high_arrows	-1	90	3	0	False	0	0	False	60	wh2_main_character_abilities_volley_of_high_arrows	False	True	False	200		False	1	False	1247185280	0			cast_forward_short	0	0	wh_spell_generic_missiles					0		projectile	wh_group_item		vo_battle_special_ability_spell_cast_negative	40	119				False	False	True	False
wh2_main_character_abilities_witchbrew	42	90	3	0	True	0	0	False	60		False	False	False	0		False	0	False	1073096641	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_character		vo_battle_special_ability_generic_response	107	53				False	False	True	False
wh2_main_character_passive_aura_of_pestilence	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	98025761	0				0	0	wh_abilities_generic_debuff		wh2_main_character_passive_aura_of_pestilence			0					vo_battle_special_ability_generic_response	81	0				False	False	True	False
wh2_main_character_passive_darken_the_skies	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	1455800820	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	51	104				False	False	True	False
wh2_main_character_passive_fallen_mages	-1	-1	1	0	True	0	0	False	-1		False	False	False	0		False	0	True	628119075	0				0	0						1	wh2_main_character_passive_fallen_mages				vo_battle_special_ability_generic_response	38	38				False	False	False	False
wh2_main_character_passive_grand_arcane_conduit	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	3694	0				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	121	121				False	False	True	False
wh2_main_character_passive_horn_of_isha	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	4367	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	41	41				False	False	True	False
wh2_main_character_passive_loose	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	1035897985	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	26	52				False	False	True	False
wh2_main_faction_abilities_murderous_mastery	120	-1	1	0	True	0	0	False	-1		False	False	False	0		False	0	True	4310	0				0	0						0			wh_group_unit		vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_faction_abilities_murderous_prowess	90	-1	1	0	True	0	0	False	-1		False	False	False	0		False	0	True	4300	0				0	0						0			wh_group_unit		vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_faction_abilities_murderous_prowess_indicator	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	955919049	0				0	0						0					vo_battle_special_ability_generic_response	0	0				False	False	True	False
wh2_main_hero_abilities_doomrocket	-1	90	1	0	False	0	0	False	0	wh2_main_hero_abilities_doomrocket	False	True	False	200		True	1	False	4396	0			cast_forward_short	0	0	wh_spell_generic_missile	wh_spell_generic_missile				0		projectile	wh_group_unit		vo_battle_special_ability_spell_cast_negative	0	161				False	False	True	False
wh2_main_item_abilities_amulet_of_itzl	21	0	1	0	True	0	0	False	30		False	False	False	0		False	0	False	4044	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_defense	wh_group_dark_magic		vo_battle_special_ability_generic_response	41	41				False	False	True	False
wh2_main_item_abilities_armour_of_the_stars	38	90	-1	0	True	0	0	False	60		False	False	False	0		False	0	False	4053	0				0	0	wh_abilities_generic_full_hide					0		flanking_opportunity	wh_group_item		vo_battle_special_ability_generic_response	79	79				False	False	True	False
wh2_main_item_abilities_aura_of_quetzl	47	90	-1	0	True	0	0	False	60		False	False	False	0		False	0	False	4103	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_defense	wh_group_item		vo_battle_special_ability_generic_response	107	53				False	False	True	False
wh2_main_item_abilities_black_dragon_egg	16	90	3	0	False	0	0	False	60		False	True	True	100		True	3	False	4028	0			cast_up_medium	0	20	wh_abilities_generic_breath_long	wh_abilities_generic_breath_long			wh2_main_item_abilities_black_dragon_egg	0		vortex_breath	wh_group_item		vo_battle_special_ability_spell_cast_negative	0	163				False	False	True	False
wh2_main_item_abilities_blade_of_bel_korhadris	36	90	-1	0	True	0	0	False	60		False	False	False	0		False	0	False	4070	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_item		vo_battle_special_ability_generic_response	0	161				False	False	True	False
wh2_main_item_abilities_blood_statuette_of_spite	14	45	4	0	False	0	1	False	30		False	True	False	100		False	0	False	4220	0				0	0	wh_abilities_generic_direct_damage_no_ring					0		hex_melee	wh_group_item		vo_battle_special_ability_generic_response	0	78				False	False	True	False
wh2_main_item_abilities_book_of_hoeth	36	90	-1	0	True	0	0	False	60		False	False	False	0		False	0	False	4059	0				0	0	wh_abilities_generic_buff_wom_no_ring					0		augment_spellcasting	wh_group_character		vo_battle_special_ability_generic_response	0	158				False	False	True	False
wh2_main_item_abilities_cube_of_darkness	18	45	-1	0	False	0	1	False	30		False	True	False	100		False	0	False	4227	0				0	0	wh_abilities_generic_debuff_wom_no_ring					0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_item_abilities_dragonhorn	29	0	1	40	True	-1	0	False	30		False	False	False	0		False	0	False	4080	0				0	0	wh_abilities_generic_buff					0		augment_ranged_area	wh_group_item		vo_battle_special_ability_generic_response	0	79				False	False	True	False
wh2_main_item_abilities_pearl_of_infinite_bleakness	28	45	-1	40	True	-1	0	False	30		False	False	False	0		False	0	False	4087	0				0	0	wh_abilities_generic_buff					0		augment_morale_area	wh_group_item		vo_battle_special_ability_generic_response	121	121				False	False	True	False
wh2_main_item_abilities_plaque_of_dominion	20	45	-1	30	False	0	-1	True	30		False	False	False	0		False	0	False	4211	0				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		hex_morale_area	wh_group_item		vo_battle_special_ability_generic_response	40	39				False	False	True	False
wh2_main_item_abilities_rival_hide_talisman	33	0	1	40	False	0	-1	True	30		False	False	False	0		False	0	False	4232	0				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		augment_melee_area	wh_group_item		vo_battle_special_ability_generic_response	77	0				False	False	True	False
wh2_main_item_abilities_rod_of_corruption	11	135	-1	30	False	0	-1	True	90		False	False	False	0		False	0	False	4167	0				0	0	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage	wh_abilities_generic_direct_damage_active			0		augment_melee	wh_group_weapon_blunt		vo_battle_special_ability_generic_response	0	239				False	False	True	False
wh2_main_item_abilities_scroll_of_hoeth	32	135	-1	0	False	0	1	False	90		False	True	False	100		False	0	False	4135	0				0	0	wh_abilities_generic_debuff_wom_no_ring					0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	121	121				False	False	True	False
wh2_main_item_abilities_scrying_stone	14	45	-1	0	True	0	0	False	30		False	False	False	0		False	0	False	4126	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_defense	wh_group_item		vo_battle_special_ability_generic_response	41	41				False	False	True	False
wh2_main_item_abilities_skalm	36	0	1	0	True	0	0	False	30		False	False	False	0		False	0	False	4128	0				0	0	wh_abilities_generic_regeneration_no_ring					0		healing	wh_group_item		vo_battle_special_ability_generic_response	0	78				False	False	True	False
wh2_main_item_abilities_skavenbrew	53	0	1	0	True	1	0	False	60		True	False	False	100		False	0	False	4127	0				0	0	wh_abilities_generic_buff_no_ring	wh_abilities_generic_buff_no_ring				0		augment_melee	wh_group_item		vo_battle_special_ability_generic_response	158	0				False	False	True	True
wh2_main_item_abilities_starwood_staff	44	90	-1	0	True	0	0	False	60		False	False	False	0		False	0	False	4064	0				0	0	wh_abilities_generic_buff_wom_no_ring					0		augment_spellcasting	wh_group_item		vo_battle_special_ability_generic_response	79	79				False	False	True	False
wh2_main_item_abilities_talisman_of_loec	57	0	1	0	True	0	0	False	30		False	False	False	0		False	0	False	4055	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_melee	wh_group_item		vo_battle_special_ability_generic_response	79	0				False	False	True	False
wh2_main_item_abilities_the_bane_shield	50	0	1	40	True	-1	0	True	30		False	False	False	0		False	0	False	4084	0				0	0	wh_abilities_generic_buff	wh_abilities_generic_buff	wh_abilities_generic_buff			0		augment_defense	wh_group_item		vo_battle_special_ability_generic_response	39	39				False	False	True	False
wh2_main_item_abilities_the_guiding_eye	18	45	-1	40	True	-1	0	False	30		False	False	False	0		False	0	False	4088	0				0	0	wh_abilities_generic_buff					0		augment_ranged_area	wh_group_item		vo_battle_special_ability_generic_response	39	39				False	False	True	False
wh2_main_item_abilities_the_horn_of_kygor	18	90	-1	40	True	-1	0	False	60		False	False	False	0		False	0	False	4109	0				0	0	wh_abilities_generic_buff					0		augment_self_area	wh_group_item		vo_battle_special_ability_generic_response	82	82				False	False	True	False
wh2_main_item_abilities_the_liber_bubonicus	20	135	2	0	False	0	1	False	90		False	True	False	100		False	0	False	4172	0				0	0	wh_abilities_generic_direct_damage_no_ring					0		hex_melee	wh_group_item		vo_battle_special_ability_generic_response	0	239				False	False	True	False
wh2_main_item_abilities_the_tricksters_pendant	16	45	-1	40	False	0	-1	True	30		False	True	True	100		False	0	False	4184	0				0	0	wh_abilities_generic_debuff	wh_abilities_generic_debuff	wh_abilities_generic_debuff			0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	0	81				False	False	True	False
wh2_main_item_abilities_the_vortex_shard	33	0	1	0	False	0	1	False	30		False	True	False	100		False	0	False	4189	0				0	0	wh_abilities_generic_debuff_wom_no_ring					0		hex_spellcaster	wh_group_item		vo_battle_special_ability_generic_response	39	39				False	False	True	False
wh2_main_item_abilities_warpstorm_scroll	33	0	1	55	False	0	-1	False	30		False	True	True	100		False	0	False	4235	0				0	0	wh_abilities_generic_direct_damage					0		hex_melee_area	wh_group_item		vo_battle_special_ability_generic_response	0	78				False	False	True	False
wh2_main_item_abilities_worlds_edge_armour	67	0	1	0	True	0	0	False	30		False	False	False	0		False	0	False	4116	0				0	0	wh_abilities_generic_buff_no_ring					0		augment_defense	wh_group_weapon_armour		vo_battle_special_ability_generic_response	87	0				False	False	True	False
wh2_main_item_bound_gilded_horn_of_galon_konook	13	45	2	0	False	0	0	False	30		False	True	True	150		False	0	False	4589	0				0	20	wh_abilities_generic_vortex	wh_abilities_generic_vortex			wh2_main_item_bound_gilded_horn_of_galon_konook	0		vortex	wh_group_magic_wand		vo_battle_special_ability_spell_cast_negative	0	163				False	False	True	False
wh2_main_item_passive_blessed_tome	-1	-1	-1	30	True	-1	0	True	-1		False	False	False	0		False	0	True	4571	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	79	79				False	False	True	False
wh2_main_item_passive_circlet_of_iron	-1	-1	-1	-1	False	0	-1	False	-1		False	False	False	0		False	0	True	4147	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	122	122				False	False	True	False
wh2_main_item_passive_curse_charm_of_tepok	-1	-1	-1	55	False	0	-1	True	-1		False	False	False	0		False	0	True	4230	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_item_passive_darkstar_cloak	-1	-1	-1	0	True	0	0	False	-1		False	False	False	0		False	0	True	4094	0				0	0	wh_abilities_generic_buff_wom_no_ring					0					vo_battle_special_ability_generic_response	0	79				False	False	True	False
wh2_main_item_passive_diamond_guardian_phoenix	-1	-1	-1	-1	False	-1	0	True	-1		False	False	False	0		False	0	True	4594	0				0	0	wh_abilities_generic_buff_no_ring					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_item_passive_enchanted_spyglass	-1	-1	-1	-1	False	-1	0	True	-1		False	False	False	0		False	0	True	4562	0				0	0	wh_abilities_generic_buff_no_ring					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_item_passive_heart_of_averlorn	-1	-1	1	0	True	0	0	False	-1		False	False	False	0		True	0	True	4045	0				0	0	wh_abilities_generic_regeneration_no_ring					0					vo_battle_special_ability_generic_response	0	259				False	False	False	False
wh2_main_item_passive_loremasters_cloak	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	4032	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	82	82				False	False	True	False
wh2_main_item_passive_pipes_of_piebald	-1	-1	-1	55	False	0	-1	True	-1		False	False	False	0		False	0	True	4244	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	82	0				False	False	True	False
wh2_main_item_passive_portents_of_verminous_doom	-1	-1	-1	40	False	0	-1	True	-1		False	False	False	0		False	0	True	4252	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	39	39				False	False	True	False
wh2_main_item_passive_ring_of_hotek	-1	-1	-1	-1	False	0	-1	True	-1		False	False	False	0		False	0	True	4203	0				0	0	wh_abilities_generic_debuff					0					vo_battle_special_ability_generic_response	80	80				False	False	True	False
wh2_main_item_passive_ruby_guardian_phoenix	-1	-1	-1	-1	False	-1	0	True	-1		False	False	False	0		False	0	True	4568	0				0	0	wh_abilities_generic_buff_no_ring					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_item_passive_sacred_incense	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	0		False	0	True	4042	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	41	41				False	False	True	False
wh2_main_item_passive_sapphire_guardian_phoenix	-1	-1	-1	-1	False	-1	0	True	-1		False	False	False	0		False	0	True	4580	0				0	0	wh_abilities_generic_buff_no_ring					0					vo_battle_special_ability_generic_response	40	40				False	False	True	False
wh2_main_item_passive_shadow_magnet_trinket	-1	-1	-1	40	True	-1	0	True	-1		False	False	False	100		False	0	True	4130	0				0	0	wh_abilities_generic_buff					0					vo_battle_special_ability_generic_response	0	81				False	False	True	False
