agent_uniforms_tables
9
filename	uniform_name	battle_filename	campaign_porthole_filename	unknown4
wh2_main_hef_princess_campaign_03	wh2_main_uniform_hef_princess_03	wh2_main_hef_princess_campaign_03	wh2_main_hef_princess_campaign_03	False
wh2_main_hef_teclis	wh2_main_uniform_hef_teclis	wh2_main_hef_teclis	wh2_main_hef_teclis	False
wh2_main_hef_tyrion	wh2_main_uniform_hef_tyrion	wh2_main_hef_tyrion	wh2_main_hef_tyrion	False
wh2_main_lzd_lord_kroq_gar	wh2_main_uniform_lzd_kroq_gar	wh2_main_lzd_lord_kroq_gar	wh2_main_lzd_lord_kroq_gar	False
wh2_main_lzd_lord_mazdamundi	wh2_main_uniform_lzd_lord_mazdamundi	wh2_main_lzd_lord_mazdamundi	wh2_main_lzd_lord_mazdamundi	False
wh2_main_lzd_lord_saurus_old_blood_campaign_01	wh2_main_uniform_lzd_saurus_old_blood_01	wh2_main_lzd_lord_saurus_old_blood_campaign_01	wh2_main_lzd_lord_saurus_old_blood_campaign_01	False
wh2_main_lzd_lord_saurus_old_blood_campaign_02	wh2_main_uniform_lzd_saurus_old_blood_02	wh2_main_lzd_lord_saurus_old_blood_campaign_02	wh2_main_lzd_lord_saurus_old_blood_campaign_02	False
wh2_main_lzd_lord_saurus_old_blood_campaign_03	wh2_main_uniform_lzd_saurus_old_blood_03	wh2_main_lzd_lord_saurus_old_blood_campaign_03	wh2_main_lzd_lord_saurus_old_blood_campaign_03	False
wh2_main_lzd_hero_saurus_scar_veteran_campaign_01	wh2_main_uniform_lzd_saurus_scar_veteran_01	wh2_main_lzd_hero_saurus_scar_veteran_campaign_01	wh2_main_lzd_hero_saurus_scar_veteran_campaign_01	False
wh2_main_lzd_hero_saurus_scar_veteran_campaign_02	wh2_main_uniform_lzd_saurus_scar_veteran_02	wh2_main_lzd_hero_saurus_scar_veteran_campaign_02	wh2_main_lzd_hero_saurus_scar_veteran_campaign_02	False
wh2_main_lzd_hero_saurus_scar_veteran_campaign_03	wh2_main_uniform_lzd_saurus_scar_veteran_03	wh2_main_lzd_hero_saurus_scar_veteran_campaign_03	wh2_main_lzd_hero_saurus_scar_veteran_campaign_03	False
wh2_main_lzd_skink_chief_campaign_01	wh2_main_uniform_lzd_skink_chief_01	wh2_main_lzd_skink_chief_campaign_01	wh2_main_lzd_skink_chief_campaign_01	False
wh2_main_lzd_skink_chief_campaign_02	wh2_main_uniform_lzd_skink_chief_02	wh2_main_lzd_skink_chief_campaign_02	wh2_main_lzd_skink_chief_campaign_02	False
wh2_main_lzd_skink_chief_campaign_03	wh2_main_uniform_lzd_skink_chief_03	wh2_main_lzd_skink_chief_campaign_03	wh2_main_lzd_skink_chief_campaign_03	False
wh2_main_lzd_skink_priest_campaign_01	wh2_main_uniform_lzd_skink_priest_01	wh2_main_lzd_skink_priest_campaign_01	wh2_main_lzd_skink_priest_campaign_01	False
wh2_main_lzd_skink_priest_campaign_02	wh2_main_uniform_lzd_skink_priest_02	wh2_main_lzd_skink_priest_campaign_02	wh2_main_lzd_skink_priest_campaign_02	False
wh2_main_lzd_skink_priest_campaign_03	wh2_main_uniform_lzd_skink_priest_03	wh2_main_lzd_skink_priest_campaign_03	wh2_main_lzd_skink_priest_campaign_03	False
wh2_main_lzd_slann_campaign_01	wh2_main_uniform_lzd_slann_mage_priest_01	wh2_main_lzd_slann_campaign_01	wh2_main_lzd_slann_campaign_01	False
wh2_main_lzd_slann_campaign_02	wh2_main_uniform_lzd_slann_mage_priest_02	wh2_main_lzd_slann_campaign_02	wh2_main_lzd_slann_campaign_02	False
wh2_main_lzd_slann_campaign_03	wh2_main_uniform_lzd_slann_mage_priest_03	wh2_main_lzd_slann_campaign_03	wh2_main_lzd_slann_campaign_03	False
wh2_main_lzd_slann_campaign_04	wh2_main_uniform_lzd_slann_mage_priest_04	wh2_main_lzd_slann_campaign_04	wh2_main_lzd_slann_campaign_04	False
wh2_main_lzd_slann_campaign_05	wh2_main_uniform_lzd_slann_mage_priest_05	wh2_main_lzd_slann_campaign_05	wh2_main_lzd_slann_campaign_05	False
wh2_main_skv_assassin_campaign_01	wh2_main_uniform_skv_assassin_01	wh2_main_skv_assassin_campaign_01	wh2_main_skv_assassin_campaign_01	False
wh2_main_skv_assassin_campaign_02	wh2_main_uniform_skv_assassin_02	wh2_main_skv_assassin_campaign_02	wh2_main_skv_assassin_campaign_02	False
wh2_main_skv_assassin_campaign_03	wh2_main_uniform_skv_assassin_03	wh2_main_skv_assassin_campaign_03	wh2_main_skv_assassin_campaign_03	False
wh2_main_skv_grey_seer_campaign_01	wh2_main_uniform_skv_grey_seer_01	wh2_main_skv_grey_seer_campaign_01	wh2_main_skv_grey_seer_campaign_01	False
wh2_main_skv_grey_seer_campaign_02	wh2_main_uniform_skv_grey_seer_02	wh2_main_skv_grey_seer_campaign_02	wh2_main_skv_grey_seer_campaign_02	False
wh2_main_skv_grey_seer_campaign_03	wh2_main_uniform_skv_grey_seer_03	wh2_main_skv_grey_seer_campaign_03	wh2_main_skv_grey_seer_campaign_03	False
wh2_main_skv_grey_seer_campaign_04	wh2_main_uniform_skv_grey_seer_04	wh2_main_skv_grey_seer_campaign_04	wh2_main_skv_grey_seer_campaign_04	False
wh2_main_skv_lord_skrolk	wh2_main_uniform_skv_lord_skrolk	wh2_main_skv_lord_skrolk	wh2_main_skv_lord_skrolk	False
wh2_main_skv_plague_priest_campaign_01	wh2_main_uniform_skv_plague_priest_01	wh2_main_skv_plague_priest_campaign_01	wh2_main_skv_plague_priest_campaign_01	False
wh2_main_skv_plague_priest_campaign_02	wh2_main_uniform_skv_plague_priest_02	wh2_main_skv_plague_priest_campaign_02	wh2_main_skv_plague_priest_campaign_02	False
wh2_main_skv_plague_priest_campaign_03	wh2_main_uniform_skv_plague_priest_03	wh2_main_skv_plague_priest_campaign_03	wh2_main_skv_plague_priest_campaign_03	False
wh2_main_skv_queek	wh2_main_uniform_skv_queek_headtaker	wh2_main_skv_queek	wh2_main_skv_queek	False
wh2_main_skv_warlock_engineer_campaign_01	wh2_main_uniform_skv_warlock_engineer_01	wh2_main_skv_warlock_engineer_campaign_01	wh2_main_skv_warlock_engineer_campaign_01	False
wh2_main_skv_warlock_engineer_campaign_02	wh2_main_uniform_skv_warlock_engineer_02	wh2_main_skv_warlock_engineer_campaign_02	wh2_main_skv_warlock_engineer_campaign_02	False
wh2_main_skv_warlock_engineer_campaign_03	wh2_main_uniform_skv_warlock_engineer_03	wh2_main_skv_warlock_engineer_campaign_03	wh2_main_skv_warlock_engineer_campaign_03	False
wh2_main_skv_warlord_campaign_01	wh2_main_uniform_skv_warlord_01	wh2_main_skv_warlord_campaign_01	wh2_main_skv_warlord_campaign_01	False
wh2_main_skv_warlord_campaign_02	wh2_main_uniform_skv_warlord_02	wh2_main_skv_warlord_campaign_02	wh2_main_skv_warlord_campaign_02	False
wh2_main_skv_warlord_campaign_03	wh2_main_uniform_skv_warlord_03	wh2_main_skv_warlord_campaign_03	wh2_main_skv_warlord_campaign_03	False
campaign_bst_ship_agent	wh_dlc03_campaign_bst_ship_agent		campaign_bst_ship_agent	False
campaign_bst_ship_heavy	wh_dlc03_campaign_bst_ship_heavy		campaign_bst_ship_heavy	False
campaign_bst_ship_light	wh_dlc03_campaign_bst_ship_light		campaign_bst_ship_light	False
campaign_bst_ship_transport	wh_dlc03_campaign_bst_ship_transport		campaign_bst_ship_transport	False
wh_dlc03_bst_ch_beastlords_campaign_01	wh_dlc03_uniform_bst_beastlord_01	wh_dlc03_bst_ch_beastlords_campaign_01	wh_dlc03_bst_ch_beastlords_campaign_01	False
wh_dlc03_bst_ch_beastlords_campaign_02	wh_dlc03_uniform_bst_beastlord_02	wh_dlc03_bst_ch_beastlords_campaign_02	wh_dlc03_bst_ch_beastlords_campaign_02	False
wh_dlc03_bst_ch_beastlords_campaign_03	wh_dlc03_uniform_bst_beastlord_03	wh_dlc03_bst_ch_beastlords_campaign_03	wh_dlc03_bst_ch_beastlords_campaign_03	False
wh_dlc03_bst_ch_beastlords_campaign_04	wh_dlc03_uniform_bst_beastlord_04	wh_dlc03_bst_ch_beastlords_campaign_04	wh_dlc03_bst_ch_beastlords_campaign_04	False
wh_dlc03_bst_ch_bray_shaman_campaign_01	wh_dlc03_uniform_bst_bray_shaman_01	wh_dlc03_bst_ch_bray_shaman_campaign_01	wh_dlc03_bst_ch_bray_shaman_campaign_01	False
wh_dlc03_bst_ch_bray_shaman_campaign_02	wh_dlc03_uniform_bst_bray_shaman_02	wh_dlc03_bst_ch_bray_shaman_campaign_02	wh_dlc03_bst_ch_bray_shaman_campaign_02	False
wh_dlc03_bst_ch_bray_shaman_campaign_03	wh_dlc03_uniform_bst_bray_shaman_03	wh_dlc03_bst_ch_bray_shaman_campaign_03	wh_dlc03_bst_ch_bray_shaman_campaign_03	False
wh_dlc03_bst_ch_bray_shaman_campaign_04	wh_dlc03_uniform_bst_bray_shaman_04	wh_dlc03_bst_ch_bray_shaman_campaign_04	wh_dlc03_bst_ch_bray_shaman_campaign_04	False
wh_dlc03_bst_ch_gorebull_campaign_01	wh_dlc03_uniform_bst_gorebull_01	wh_dlc03_bst_ch_gorebull_campaign_01	wh_dlc03_bst_ch_gorebull_campaign_01	False
wh_dlc03_bst_ch_gorebull_campaign_02	wh_dlc03_uniform_bst_gorebull_02	wh_dlc03_bst_ch_gorebull_campaign_02	wh_dlc03_bst_ch_gorebull_campaign_02	False
wh_dlc03_bst_ch_gorebull_campaign_03	wh_dlc03_uniform_bst_gorebull_03	wh_dlc03_bst_ch_gorebull_campaign_03	wh_dlc03_bst_ch_gorebull_campaign_03	False
wh_dlc03_bst_ch_khazrak	wh_dlc03_uniform_bst_khazrak	wh_dlc03_bst_ch_khazrak	wh_dlc03_bst_ch_khazrak	False
wh_dlc03_bst_malagor	wh_dlc03_uniform_bst_malagor	wh_dlc03_bst_malagor	wh_dlc03_bst_malagor	False
wh_dlc03_emp_ch_wizard_beasts_campaign_01	wh_dlc03_uniform_emp_amber_wizard_campaign_01	wh_dlc03_emp_ch_wizard_beasts_campaign_01	wh_dlc03_emp_ch_wizard_beasts_campaign_01	False
wh_dlc03_emp_ch_wizard_beasts_campaign_02	wh_dlc03_uniform_emp_amber_wizard_campaign_02	wh_dlc03_emp_ch_wizard_beasts_campaign_02	wh_dlc03_emp_ch_wizard_beasts_campaign_02	False
wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_uniform_emp_boris_todbringer	wh_dlc03_emp_ch_boris_todbringer	wh_dlc03_emp_ch_boris_todbringer	False
wh_dlc03_emp_ch_boris_todbringer_visor	wh_dlc03_uniform_emp_boris_todbringer_visor	wh_dlc03_emp_ch_boris_todbringer_visor	wh_dlc03_emp_ch_boris_todbringer_visor	False
wh_dlc04_emp_arch_lector_campaign_01	wh_dlc04_uniform_emp_arch_lector_01	wh_dlc04_emp_arch_lector_campaign_01	wh_dlc04_emp_arch_lector_campaign_01	False
wh_dlc04_emp_arch_lector_campaign_02	wh_dlc04_uniform_emp_arch_lector_02	wh_dlc04_emp_arch_lector_campaign_02	wh_dlc04_emp_arch_lector_campaign_02	False
wh_dlc04_emp_arch_lector_campaign_03	wh_dlc04_uniform_emp_arch_lector_03	wh_dlc04_emp_arch_lector_campaign_03	wh_dlc04_emp_arch_lector_campaign_03	False
wh_dlc04_emp_arch_lector_campaign_04	wh_dlc04_uniform_emp_arch_lector_04	wh_dlc04_emp_arch_lector_campaign_04	wh_dlc04_emp_arch_lector_campaign_04	False
wh_dlc04_emp_ch_volkmar	wh_dlc04_uniform_emp_volkmar_the_grim	wh_dlc04_emp_ch_volkmar	wh_dlc04_emp_ch_volkmar	False
wh_dlc04_vmp_ch_master_necromancer_helman	wh_dlc04_uniform_vmp_helman_ghorst	wh_dlc04_vmp_ch_master_necromancer_helman	wh_dlc04_vmp_ch_master_necromancer_helman	False
wh_dlc04_vmp_strigoi_campaign_01	wh_dlc04_uniform_vmp_strigoi_ghoul_king_01	wh_dlc04_vmp_strigoi_campaign_01	wh_dlc04_vmp_strigoi_campaign_01	False
wh_dlc04_vmp_strigoi_campaign_02	wh_dlc04_uniform_vmp_strigoi_ghoul_king_02	wh_dlc04_vmp_strigoi_campaign_02	wh_dlc04_vmp_strigoi_campaign_02	False
wh_dlc04_vmp_strigoi_campaign_03	wh_dlc04_uniform_vmp_strigoi_ghoul_king_03	wh_dlc04_vmp_strigoi_campaign_03	wh_dlc04_vmp_strigoi_campaign_03	False
wh_dlc04_vmp_ch_vlad	wh_dlc04_uniform_vmp_vlad_von_carstein	wh_dlc04_vmp_ch_vlad	wh_dlc04_vmp_ch_vlad	False
campaign_wef_ship_agent	wh_dlc05_campaign_wef_ship_agent		campaign_wef_ship_agent	False
campaign_wef_ship_transport	wh_dlc05_campaign_wef_ship_transport		campaign_wef_ship_transport	False
wh_dlc05_bst_ch_morghur	wh_dlc05_uniform_bst_morghur	wh_dlc05_bst_ch_morghur	wh_dlc05_bst_ch_morghur	False
wh_dlc05_emp_ch_wizard_shadows_campaign_01	wh_dlc05_uniform_emp_grey_wizard_01	wh_dlc05_emp_ch_wizard_shadows_campaign_01	wh_dlc05_emp_ch_wizard_shadows_campaign_01	False
wh_dlc05_emp_ch_wizard_shadows_campaign_02	wh_dlc05_uniform_emp_grey_wizard_02	wh_dlc05_emp_ch_wizard_shadows_campaign_02	wh_dlc05_emp_ch_wizard_shadows_campaign_02	False
wh_dlc05_emp_ch_wizard_life_campaign_01	wh_dlc05_uniform_emp_jade_wizard_01	wh_dlc05_emp_ch_wizard_life_campaign_01	wh_dlc05_emp_ch_wizard_life_campaign_01	False
wh_dlc05_emp_ch_wizard_life_campaign_02	wh_dlc05_uniform_emp_jade_wizard_02	wh_dlc05_emp_ch_wizard_life_campaign_02	wh_dlc05_emp_ch_wizard_life_campaign_02	False
wh_dlc05_vmp_the_red_duke	wh_dlc05_uniform_vmp_red_duke	wh_dlc05_vmp_the_red_duke	wh_dlc05_vmp_the_red_duke	False
wh_dlc05_wef_ancient_treeman	wh_dlc05_uniform_wef_ancient_treeman	wh_dlc05_wef_ancient_treeman	wh_dlc05_wef_ancient_treeman	False
wh_dlc05_wef_branchwraith	wh_dlc05_uniform_wef_branchwraith_01	wh_dlc05_wef_branchwraith	wh_dlc05_wef_branchwraith	False
wh_dlc05_wef_durthu	wh_dlc05_uniform_wef_durthu	wh_dlc05_wef_durthu	wh_dlc05_wef_durthu	False
wh_dlc05_wef_glade_lord_01	wh_dlc05_uniform_wef_glade_lord_01	wh_dlc05_wef_glade_lord_01	wh_dlc05_wef_glade_lord_01	False
wh_dlc05_wef_glade_lord_02	wh_dlc05_uniform_wef_glade_lord_02	wh_dlc05_wef_glade_lord_02	wh_dlc05_wef_glade_lord_02	False
wh_dlc05_wef_glade_lord_03	wh_dlc05_uniform_wef_glade_lord_03	wh_dlc05_wef_glade_lord_03	wh_dlc05_wef_glade_lord_03	False
wh_dlc05_wef_glade_lord_04	wh_dlc05_uniform_wef_glade_lord_04	wh_dlc05_wef_glade_lord_04	wh_dlc05_wef_glade_lord_04	False
wh_dlc05_wef_glade_lord_05	wh_dlc05_uniform_wef_glade_lord_05	wh_dlc05_wef_glade_lord_05	wh_dlc05_wef_glade_lord_05	False
wh_dlc05_wef_female_glade_lord_01	wh_dlc05_uniform_wef_glade_lord_fem_01	wh_dlc05_wef_female_glade_lord_01	wh_dlc05_wef_female_glade_lord_01	False
wh_dlc05_wef_female_glade_lord_02	wh_dlc05_uniform_wef_glade_lord_fem_02	wh_dlc05_wef_female_glade_lord_02	wh_dlc05_wef_female_glade_lord_02	False
wh_dlc05_wef_female_glade_lord_03	wh_dlc05_uniform_wef_glade_lord_fem_03	wh_dlc05_wef_female_glade_lord_03	wh_dlc05_wef_female_glade_lord_03	False
wh_dlc05_wef_female_glade_lord_04	wh_dlc05_uniform_wef_glade_lord_fem_04	wh_dlc05_wef_female_glade_lord_04	wh_dlc05_wef_female_glade_lord_04	False
wh_dlc05_wef_female_glade_lord_05	wh_dlc05_uniform_wef_glade_lord_fem_05	wh_dlc05_wef_female_glade_lord_05	wh_dlc05_wef_female_glade_lord_05	False
wh_dlc05_wef_orion	wh_dlc05_uniform_wef_orion	wh_dlc05_wef_orion	wh_dlc05_wef_orion	False
wh_dlc05_wef_spellsinger_campaign_01	wh_dlc05_uniform_wef_spellsinger_01	wh_dlc05_wef_spellsinger_campaign_01	wh_dlc05_wef_spellsinger_campaign_01	False
wh_dlc05_wef_spellsinger_campaign_02	wh_dlc05_uniform_wef_spellsinger_02	wh_dlc05_wef_spellsinger_campaign_02	wh_dlc05_wef_spellsinger_campaign_02	False
wh_dlc05_wef_spellsinger_campaign_03	wh_dlc05_uniform_wef_spellsinger_03	wh_dlc05_wef_spellsinger_campaign_03	wh_dlc05_wef_spellsinger_campaign_03	False
wh_dlc05_wef_spellsinger_campaign_04	wh_dlc05_uniform_wef_spellsinger_04	wh_dlc05_wef_spellsinger_campaign_04	wh_dlc05_wef_spellsinger_campaign_04	False
wh_dlc05_wef_spellsinger_campaign_05	wh_dlc05_uniform_wef_spellsinger_05	wh_dlc05_wef_spellsinger_campaign_05	wh_dlc05_wef_spellsinger_campaign_05	False
wh_dlc05_wef_spellsinger_mp_mounted_01	wh_dlc05_uniform_wef_spellsinger_mp_mounted_01	wh_dlc05_wef_spellsinger_mp_mounted_01	wh_dlc05_wef_spellsinger_mp_mounted_01	False
wh_dlc05_wef_spellsinger_mp_mounted_02	wh_dlc05_uniform_wef_spellsinger_mp_mounted_02	wh_dlc05_wef_spellsinger_mp_mounted_02	wh_dlc05_wef_spellsinger_mp_mounted_02	False
wh_dlc05_wef_spellsinger_mp_mounted_03	wh_dlc05_uniform_wef_spellsinger_mp_mounted_03	wh_dlc05_wef_spellsinger_mp_mounted_03	wh_dlc05_wef_spellsinger_mp_mounted_03	False
wh_dlc05_wef_waystalkers_campaign_01	wh_dlc05_uniform_wef_waystalker_01	wh_dlc05_wef_waystalkers_campaign_01	wh_dlc05_wef_waystalkers_campaign_01	False
wh_dlc05_wef_waystalkers_campaign_02	wh_dlc05_uniform_wef_waystalker_02	wh_dlc05_wef_waystalkers_campaign_02	wh_dlc05_wef_waystalkers_campaign_02	False
wh_dlc05_wef_waystalkers_campaign_03	wh_dlc05_uniform_wef_waystalker_03	wh_dlc05_wef_waystalkers_campaign_03	wh_dlc05_wef_waystalkers_campaign_03	False
wh_dlc05_wef_waystalkers_campaign_04	wh_dlc05_uniform_wef_waystalker_04	wh_dlc05_wef_waystalkers_campaign_04	wh_dlc05_wef_waystalkers_campaign_04	False
wh_dlc05_wef_waystalkers_campaign_05	wh_dlc05_uniform_wef_waystalker_05	wh_dlc05_wef_waystalkers_campaign_05	wh_dlc05_wef_waystalkers_campaign_05	False
wh_dlc06_dwf_ch_belegar_ironhammer	wh_dlc06_uniform_dwf_belegar_ironhammer	wh_dlc06_dwf_ch_belegar_ironhammer	wh_dlc06_dwf_ch_belegar_ironhammer	False
wh_dlc06_dwf_runelord_campaign_01	wh_dlc06_uniform_dwf_runelord_01	wh_dlc06_dwf_runelord_campaign_01	wh_dlc06_dwf_runelord_campaign_01	False
wh_dlc06_dwf_runelord_campaign_02	wh_dlc06_uniform_dwf_runelord_02	wh_dlc06_dwf_runelord_campaign_02	wh_dlc06_dwf_runelord_campaign_02	False
wh_dlc06_dwf_runelord_campaign_03	wh_dlc06_uniform_dwf_runelord_03	wh_dlc06_dwf_runelord_campaign_03	wh_dlc06_dwf_runelord_campaign_03	False
wh_dlc06_dwf_runelord_campaign_04	wh_dlc06_uniform_dwf_runelord_04	wh_dlc06_dwf_runelord_campaign_04	wh_dlc06_dwf_runelord_campaign_04	False
wh_dlc06_dwf_runelord_anvil_campaign	wh_dlc06_uniform_dwf_runelord_anvil	wh_dlc06_dwf_runelord_anvil	wh_dlc06_dwf_runelord_anvil	False
wh_dlc06_grn_night_goblin_warboss_campaign_01	wh_dlc06_uniform_grn_night_goblin_warboss_01	wh_dlc06_grn_night_goblin_warboss_campaign_01	wh_dlc06_grn_night_goblin_warboss_campaign_01	False
wh_dlc06_grn_night_goblin_warboss_campaign_02	wh_dlc06_uniform_grn_night_goblin_warboss_02	wh_dlc06_grn_night_goblin_warboss_campaign_02	wh_dlc06_grn_night_goblin_warboss_campaign_02	False
wh_dlc06_grn_night_goblin_warboss_campaign_03	wh_dlc06_uniform_grn_night_goblin_warboss_03	wh_dlc06_grn_night_goblin_warboss_campaign_03	wh_dlc06_grn_night_goblin_warboss_campaign_03	False
wh_dlc06_grn_night_goblin_warboss_campaign_04	wh_dlc06_uniform_grn_night_goblin_warboss_04	wh_dlc06_grn_night_goblin_warboss_campaign_04	wh_dlc06_grn_night_goblin_warboss_campaign_04	False
