audio_battle_environment_one_shots_tables
1
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10
True	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Birds	40	50	2	20	1	1	dark_elves_hills_forest_wildlife_birds	0.4	1
True	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Distant	40	50	4	20	1	2	dark_elves_hills_forest_wildlife_distant	0.4	1
True	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Insects	40	30	3	20	1	1	dark_elves_hills_forest_wildlife_insects	0.4	1
True	Battle_Environment_Dark_Elves_Hills_Forest_Wildlife_One_Shot_Mammals	40	40	2	20	1	1	dark_elves_hills_forest_wildlife_mammals	0.4	1
True	Battle_Environment_Dark_Elves_Hills_Primary_Wildlife_One_Shot_Birds	60	40	6	20	10	3	dark_elves_hills_primary_wildlife_birds	0.2	1
True	Battle_Environment_Dark_Elves_Marsh_Forest_Nature_One_Shot	40	40	15	20	1	10	dark_elves_marsh_forest_nature_one_shots	0.4	1
True	Battle_Environment_Dark_Elves_Marsh_Forest_Wildlife_One_Shot_Birds	40	50	15	20	1	10	dark_elves_marsh_forest_wildlife_birds	0.4	1
True	Battle_Environment_Dark_Elves_Marsh_Forest_Wildlife_One_Shot_Insects	40	30	15	20	1	10	dark_elves_marsh_forest_wildlife_insects	0.4	1
True	Battle_Environment_Dark_Elves_Marsh_Forest_Wildlife_One_Shot_Mammals	40	40	15	20	1	10	dark_elves_marsh_forest_wildlife_mammals	0.4	1
True	Battle_Environment_Dark_Elves_Marsh_Primary_Nature_One_Shot	40	40	15	20	1	10	dark_elves_marsh_primary_nature_one_shots	0.4	1
True	Battle_Environment_Dark_Elves_Marsh_Primary_Wildlife_One_Shot_Birds	40	40	15	20	10	10	dark_elves_marsh_primary_wildlife_birds	0.2	1
True	Battle_Environment_Dark_Elves_Marsh_Primary_Wildlife_One_Shot_Insects	40	30	15	20	1	10	dark_elves_marsh_primary_wildlife_insects	0.2	1
True	Battle_Environment_Dark_Elves_Marsh_Primary_Wildlife_One_Shot_Mammals	40	40	15	20	10	10	dark_elves_marsh_primary_wildlife_mammals	0.2	1
True	Battle_Environment_Dark_Elves_Desert_Forest_Nature_One_Shot	40	40	15	20	1	10	dark_elves_volcanic_forest_nature_one_shots	0.4	1
True	Battle_Environment_Dark_Elves_Volcanic_Forest_Wildlife_One_Shot_Birds	40	50	15	20	1	10	dark_elves_volcanic_forest_wildlife_birds	0.4	1
True	Battle_Environment_Dark_Elves_Volcanic_Forest_Wildlife_One_Shot_Mammals	40	40	15	20	1	10	dark_elves_volcanic_forest_wildlife_mammals	0.4	1
True	Battle_Environment_Dark_Elves_Volcanic_Primary_Nature_One_Shot_01	40	30	15	20	1	10	dark_elves_volcanic_primary_nature_one_shots_01	0.4	1
True	Battle_Environment_Dark_Elves_Volcanic_Primary_Nature_One_Shot_02	40	30	15	20	1	10	dark_elves_volcanic_primary_nature_one_shots_02	0.4	1
True	Battle_Environment_Dark_Elves_Volcanic_Primary_Wildlife_One_Shot_Birds	40	40	15	20	10	10	dark_elves_volcanic_primary_wildlife_birds	0.2	1
True	Battle_Environment_Dark_Elves_Volcanic_Primary_Wildlife_One_Shot_Mammals	40	40	15	20	10	10	dark_elves_volcanic_primary_wildlife_mammals	0.2	1
True	Battle_Environment_Dwarf_Wildlife_One_Shot	60	40	9	20	10	6	dwarf_wildlife	0.2	1
True	Battle_Environment_Empire_Wildlife_One_Shot	60	40	9	20	10	6	empire_wildlife	0.2	1
True	Battle_Environment_Wildlife_Frog	60	40	9	20	10	6	generic_frog	0.2	1
True	Battle_Environment_Wildlife_Seagull_Play	60	40	9	20	10	6	generic_seagull	0.2	1
True	Battle_Environment_Greenskin_Wildlife_One_Shot	60	40	9	20	10	6	greenskin_wildlife	0.2	1
True	Battle_Environment_High_Elves_Beach_Forest_Nature_One_Shot	40	40	4	20	5	2	high_elves_beach_forest_nature_one_shots	0.4	1
True	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Birds	40	50	2	20	1	1	high_elves_beach_forest_wildlife_birds	0.4	1
True	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Distant	40	50	4	20	1	2	high_elves_beach_forest_wildlife_distant	0.4	1
True	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Close	40	30	3	20	1	1	high_elves_beach_forest_wildlife_insects	0.4	1
True	Battle_Environment_High_Elves_Beach_Forest_Wildlife_One_Shot_Mammals	40	40	2	20	1	1	high_elves_beach_forest_wildlife_mammals	0.4	1
True	Battle_Environment_High_Elves_Beach_Primary_Wildlife_One_Shot_Birds	100	40	10	20	10	5	high_elves_beach_primary_wildlife_birds	0.2	1
True	Battle_Environment_High_Elves_Beach_Primary_Wildlife_One_Shot_Insect	60	40	6	20	10	3	high_elves_beach_primary_wildlife_insects	0.2	1
True	Battle_Environment_High_Elves_Hills_Forest_Nature_One_Shot	40	40	4	20	5	2	high_elves_hills_forest_nature_one_shots	0.4	1
True	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Birds	40	50	2	20	1	1	high_elves_hills_forest_wildlife_birds	0.4	1
True	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Distant	40	50	4	20	1	2	high_elves_hills_forest_wildlife_distant	0.4	1
True	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Close	40	30	3	20	1	1	high_elves_hills_forest_wildlife_insects	0.4	1
True	Battle_Environment_High_Elves_Hills_Forest_Wildlife_One_Shot_Mammal	40	40	2	20	1	1	high_elves_hills_forest_wildlife_mammals	0.4	1
True	Battle_Environment_High_Elves_Hills_Primary_Wildlife_One_Shot_Birds	60	40	6	20	10	3	high_elves_hills_primary_wildlife_birds	0.2	1
True	Battle_Environment_Lizardmen_Jungle_Forest_Nature_One_Shot	40	40	4	20	5	2	lizardmen_jungle_forest_nature_one_shots	0.4	1
True	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Birds_One_Shot	40	50	0.75	20	1	0.25	lizardmen_jungle_forest_wildlife_birds	0.4	1
True	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Distant_One_Shot	40	50	4	20	1	2	lizardmen_jungle_forest_wildlife_distant	0.4	1
True	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Close_One_Shot	40	30	3	20	1	1	lizardmen_jungle_forest_wildlife_insects	0.4	1
True	Battle_Environment_Lizardmen_Jungle_Forest_Wildlife_Mammal_One_Shot	40	40	2	20	1	1	lizardmen_jungle_forest_wildlife_mammals	0.4	1
True	Battle_Environment_Lizardmen_Jungle_Primary_Wildlife_Birds_One_Shot	60	40	6	20	10	3	lizardmen_jungle_primary_wildlife_birds	0.2	1
True	Battle_Environment_Lizardmen_Jungle_Primary_Wildlife_Close_One_Shot	60	40	6	20	10	3	lizardmen_jungle_primary_wildlife_insects	0.2	1
True	Battle_Environment_Lizardmen_Mountain_Forest_Wildlife_One_Shot	40	40	2	20	10	1	lizardmen_mountain_forest_wildife_one_shots	0.2	1
True	Battle_Environment_Lizardmen_Mountain_Primary_Wildlife_One_Shot	60	40	6	20	10	3	lizardmen_mountain_primary_wildlife_one_shots	0.2	1
True	Battle_Environment_Lizardmen_Swamp_Forest_Wildlife_One_Shot	40	40	1.5	20	10	1	lizardmen_swamp_forest_wildlife_one_shots	0.2	1
True	Battle_Environment_Lizardmen_Swamp_Primary_Wildlife_One_Shot	60	40	6	20	10	3	lizardmen_swamp_primary_wildlife_one_shots	0.2	1
True	Battle_Environment_Nordic_Wildlife_One_Shot	60	40	9	20	10	6	nordic_wildlife	0.2	1
True	Battle_Environment_Skaven_Cavern_Primary_Nature_One_Shot	40	30	10	20	1	7	skaven_cavern_primary_nature_one_shots	0.4	1
True	Battle_Environment_Skaven_Cavern_Primary_Wildlife_One_Shot_Birds	40	40	9	20	10	6	skaven_cavern_primary_wildlife_birds	0.2	1
True	Battle_Environment_Skaven_Cavern_Primary_Wildlife_One_Shot_Insects	40	30	9	20	1	6	skaven_cavern_primary_wildlife_insects	0.2	1
True	Battle_Environment_Skaven_Cavern_Primary_Wildlife_One_Shot_Mammals	40	40	9	20	10	6	skaven_cavern_primary_wildlife_mammals	0.2	1
True	Battle_Environment_Skaven_Desert_Forest_Nature_One_Shot	40	40	15	20	1	10	skaven_desert_forest_nature_one_shots	0.4	1
True	Battle_Environment_Skaven_Desert_Forest_Wildlife_One_Shot_Birds	40	50	15	20	1	10	skaven_desert_forest_wildlife_birds	0.4	1
True	Battle_Environment_Skaven_Desert_Forest_Wildlife_One_Shot_Insects	40	30	15	20	1	10	skaven_desert_forest_wildlife_insects	0.4	1
True	Battle_Environment_Skaven_Desert_Forest_Wildlife_One_Shot_Mammals	40	40	15	20	1	10	skaven_desert_forest_wildlife_mammals	0.4	1
True	Battle_Environment_Skaven_Desert_Primary_Nature_One_Shot	40	30	15	20	1	10	skaven_desert_primary_nature_one_shots	0.4	1
True	Battle_Environment_Skaven_Desert_Primary_Wildlife_One_Shot_Birds	40	40	15	20	10	10	skaven_desert_primary_wildlife_birds	0.2	1
True	Battle_Environment_Skaven_Desert_Primary_Wildlife_One_Shot_Insects	40	30	15	20	1	10	skaven_desert_primary_wildlife_insects	0.2	1
True	Battle_Environment_Skaven_Desert_Primary_Wildlife_One_Shot_Mammals	40	40	15	20	10	10	skaven_desert_primary_wildlife_mammals	0.2	1
True	Battle_Environment_Skaven_Marsh_Forest_Nature_One_Shot	40	40	15	20	1	10	skaven_marsh_forest_nature_one_shots	0.4	1
True	Battle_Environment_Skaven_Marsh_Forest_Wildlife_One_Shot_Birds	40	50	15	20	1	10	skaven_marsh_forest_wildlife_birds	0.4	1
True	Battle_Environment_Skaven_Marsh_Forest_Wildlife_One_Shot_Insects	40	30	15	20	1	10	skaven_marsh_forest_wildlife_insects	0.4	1
True	Battle_Environment_Skaven_Marsh_Forest_Wildlife_One_Shot_Mammals	40	40	15	20	1	10	skaven_marsh_forest_wildlife_mammals	0.4	1
True	Battle_Environment_Skaven_Marsh_Primary_Nature_One_Shot	40	40	15	20	1	10	skaven_marsh_primary_nature_one_shots	0.4	1
True	Battle_Environment_Skaven_Marsh_Primary_Wildlife_One_Shot_Birds	40	40	15	20	10	10	skaven_marsh_primary_wildlife_birds	0.2	1
True	Battle_Environment_Skaven_Marsh_Primary_Wildlife_One_Shot_Insects	40	30	15	20	1	10	skaven_marsh_primary_wildlife_insects	0.2	1
True	Battle_Environment_Skaven_Marsh_Primary_Wildlife_One_Shot_Mammals	40	40	15	20	10	10	skaven_marsh_primary_wildlife_mammals	0.2	1
True	Battle_Environment_Vampire_Town_One_Shot	100	20	6	20	2	3	vampire_urban	0.2	1
True	Battle_Environment_Vampire_Wildlife_One_Shot	60	40	6	20	10	3	vampire_wildlife	0.2	1
False	Battle_Environment_Element_Thunder_Lightning_Rumble	400	150	6	200	60	3	weather_thunder_high	0	0.7
False	Battle_Environment_Element_Thunder_Lightning_Rumble	400	150	6	200	60	3	weather_thunder_low	0	0.2
True	Battle_Environment_Woodelves_Autumn_Wildlife_One_Shot	60	40	9	20	10	6	wood_elves_wildlife_autumn	0.2	1
True	Battle_Environment_Woodelves_Generic_Wildlife_One_Shot	60	40	9	20	10	6	wood_elves_wildlife_generic	0.2	1
True	Battle_Environment_Woodelves_Night_Wildlife_One_Shot	60	40	9	20	10	6	wood_elves_wildlife_night	0.2	1
True	Battle_Environment_Woodelves_Winter_Wildlife_One_Shot	60	40	9	20	10	6	wood_elves_wildlife_winter	0.2	1
