campaign_map_settlements_tables
4
settlement_id	region	unknown2
settlement:wh2_main_iron_mountains_altar_of_ultimate_darkness	climate_frozen	0
settlement:wh2_main_iron_mountains_har_kaldra	climate_frozen	0
settlement:wh2_main_iron_mountains_naggarond	climate_frozen	0
settlement:wh2_main_iron_mountains_rackdo_gorge	climate_mountain	0
settlement:wh2_main_ironfrost_glacier_dagraks_end	climate_chaotic	0
settlement:wh2_main_ironfrost_glacier_ironfrost	climate_chaotic	0
settlement:wh2_main_isthmus_of_lustria_fallen_gates	climate_savannah	0
settlement:wh2_main_isthmus_of_lustria_hexoatl	climate_jungle	0
settlement:wh2_main_isthmus_of_lustria_skeggi	climate_savannah	0
settlement:wh2_main_isthmus_of_lustria_ziggurat_of_dawn	climate_jungle	0
settlement:wh2_main_jungles_of_green_mists_spektazuma	climate_jungle	0
settlement:wh2_main_jungles_of_green_mists_wellsprings_of_eternity	climate_jungle	0
settlement:wh2_main_kingdom_of_beasts_serpent_coast	climate_jungle	0
settlement:wh2_main_kingdom_of_beasts_temple_of_skulls	climate_jungle	0
settlement:wh2_main_kingdom_of_beasts_the_cursed_jungle	climate_jungle	0
settlement:wh2_main_land_of_assassins_lashiek	climate_desert	0
settlement:wh2_main_land_of_assassins_palace_of_the_wizard_caliph	climate_desert	0
settlement:wh2_main_land_of_assassins_sorcerers_islands	climate_desert	0
settlement:wh2_main_land_of_the_dead_khemri	climate_desert	0
settlement:wh2_main_land_of_the_dead_pyramid_of_nagash	climate_desert	0
settlement:wh2_main_land_of_the_dead_zandri	climate_desert	0
settlement:wh2_main_nagarythe_shrine_of_khaine	climate_wasteland	0
settlement:wh2_main_nagarythe_tor_anlec	climate_wasteland	0
settlement:wh2_main_nagarythe_tor_dranil	climate_wasteland	0
settlement:wh2_main_northern_great_jungle_chaqua	climate_jungle	0
settlement:wh2_main_northern_great_jungle_temple_of_tlencan	climate_jungle	0
settlement:wh2_main_northern_great_jungle_xahutec	climate_jungle	0
settlement:wh2_main_northern_great_jungle_xlanhuapec	climate_jungle	0
settlement:wh2_main_northern_jungle_of_pahualaxa_macu_peaks	climate_jungle	0
settlement:wh2_main_northern_jungle_of_pahualaxa_port_reaver	climate_savannah	0
settlement:wh2_main_northern_jungle_of_pahualaxa_shrine_of_sotek	climate_savannah	0
settlement:wh2_main_northern_jungle_of_pahualaxa_swamp_town	climate_savannah	0
settlement:wh2_main_obsidian_peaks_circle_of_destruction	climate_frozen	0
settlement:wh2_main_obsidian_peaks_clar_karond	climate_frozen	0
settlement:wh2_main_obsidian_peaks_storag_kor	climate_mountain	0
settlement:wh2_main_obsidian_peaks_venom_glade	climate_frozen	0
settlement:wh2_main_phoenix_gate	climate_island	0
settlement:wh2_main_saphery_port_elistor	climate_island	0
settlement:wh2_main_saphery_tor_finu	climate_island	0
settlement:wh2_main_saphery_tower_of_hoeth	climate_island	0
settlement:wh2_main_shifting_sands_antoch	climate_desert	0
settlement:wh2_main_shifting_sands_bhagar	climate_desert	0
settlement:wh2_main_shifting_sands_ka-sabar	climate_desert	0
settlement:wh2_main_skavenblight_skavenblight	climate_wasteland	0
settlement:wh2_main_southern_great_jungle_axlotl	climate_jungle	0
settlement:wh2_main_southern_great_jungle_itza	climate_jungle	0
settlement:wh2_main_southern_great_jungle_subatuun	climate_jungle	0
settlement:wh2_main_southern_jungle_of_pahualaxa_floating_pyramid	climate_jungle	0
settlement:wh2_main_southern_jungle_of_pahualaxa_monument_of_the_moon	climate_savannah	0
settlement:wh2_main_southern_jungle_of_pahualaxa_pahuax	climate_jungle	0
settlement:wh2_main_southern_jungle_of_pahualaxa_the_high_sentinel	climate_savannah	0
settlement:wh2_main_southlands_jungle_golden_tower_of_the_gods	climate_jungle	0
settlement:wh2_main_southlands_jungle_teotiqua	climate_jungle	0
settlement:wh2_main_southlands_worlds_edge_mountains_karak_zorn	climate_mountain	0
settlement:wh2_main_southlands_worlds_edge_mountains_lost_plateau	climate_mountain	0
settlement:wh2_main_southlands_worlds_edge_mountains_mount_arachnos	climate_mountain	0
settlement:wh2_main_spine_of_sotek_hualotal	climate_mountain	0
settlement:wh2_main_spine_of_sotek_mine_of_the_bearded_skulls	climate_mountain	0
settlement:wh2_main_spine_of_sotek_monument_of_izzatal	climate_mountain	0
settlement:wh2_main_testbed_01	climate_chaotic	0
settlement:wh2_main_testbed_02	climate_temperate	0
settlement:wh2_main_testbed_03	climate_frozen	0
settlement:wh2_main_testbed_04	climate_island	0
settlement:wh2_main_testbed_05	climate_jungle	0
settlement:wh2_main_testbed_06	climate_magicforest	0
settlement:wh2_main_testbed_07	climate_mountain	0
settlement:wh2_main_testbed_08	climate_savannah	0
settlement:wh2_main_testbed_09	climate_desert	0
settlement:wh2_main_testbed_10	climate_wasteland	0
settlement:wh2_main_testbed_11	climate_chaotic	0
settlement:wh2_main_testbed_12	climate_desert	0
settlement:wh2_main_testbed_13	climate_frozen	0
settlement:wh2_main_testbed_14	climate_island	0
settlement:wh2_main_testbed_15	climate_jungle	0
settlement:wh2_main_testbed_16	climate_temperate	0
settlement:wh2_main_the_black_coast_arnheim	climate_frozen	0
settlement:wh2_main_the_black_coast_bleak_hold_fortress	climate_frozen	0
settlement:wh2_main_the_black_flood_cragroth_deep	climate_mountain	0
settlement:wh2_main_the_black_flood_hag_graef	climate_frozen	0
settlement:wh2_main_the_black_flood_shroktak_mount	climate_mountain	0
settlement:wh2_main_the_black_flood_temple_of_khaine	climate_frozen	0
settlement:wh2_main_the_broken_land_blacklight_tower	climate_frozen	0
settlement:wh2_main_the_broken_land_karond_kar	climate_frozen	0
settlement:wh2_main_the_broken_land_slavers_point	climate_frozen	0
settlement:wh2_main_the_chill_road_ashrak	climate_frozen	0
settlement:wh2_main_the_chill_road_ghrond	climate_frozen	0
settlement:wh2_main_the_chill_road_the_great_arena	climate_frozen	0
settlement:wh2_main_the_clawed_coast_hoteks_column	climate_frozen	0
settlement:wh2_main_the_clawed_coast_the_monoliths	climate_frozen	0
settlement:wh2_main_the_clawed_coast_the_twisted_glade	climate_frozen	0
settlement:wh2_main_the_creeping_jungle_temple_of_kara	climate_jungle	0
settlement:wh2_main_the_creeping_jungle_tlanxla	climate_jungle	0
settlement:wh2_main_the_creeping_jungle_tlaxtlan	climate_jungle	0
settlement:wh2_main_the_road_of_skulls_har_ganeth	climate_frozen	0
settlement:wh2_main_the_road_of_skulls_kauark	climate_frozen	0
settlement:wh2_main_the_road_of_skulls_spite_reach	climate_frozen	0
settlement:wh2_main_the_road_of_skulls_the_black_pillar	climate_frozen	0
settlement:wh2_main_tiranoc_tor_anroc	climate_island	0
settlement:wh2_main_tiranoc_whitepeak	climate_island	0
settlement:wh2_main_titan_peaks_ancient_city_of_quintex	climate_frozen	0
settlement:wh2_main_titan_peaks_ironspike	climate_frozen	0
settlement:wh2_main_titan_peaks_ssildra_tor	climate_frozen	0
settlement:wh2_main_titan_peaks_the_moon_shard	climate_frozen	0
settlement:wh2_main_unicorn_gate	climate_island	0
settlement:wh2_main_vampire_coast_pox_marsh	climate_jungle	0
settlement:wh2_main_vampire_coast_the_awakening	climate_jungle	0
settlement:wh2_main_vampire_coast_the_blood_swamps	climate_jungle	0
settlement:wh2_main_volcanic_islands_fuming_serpent	climate_jungle	0
settlement:wh2_main_volcanic_islands_the_star_tower	climate_island	0
settlement:wh2_main_vor_aghol_wastelands_fortress_of_the_damned	climate_chaotic	0
settlement:wh2_main_vor_aghol_wastelands_palace_of_princes	climate_chaotic	0
settlement:wh2_main_vor_aghol_wastelands_the_palace_of_ruin	climate_chaotic	0
settlement:wh2_main_vor_albion_albion	climate_chaotic	0
settlement:wh2_main_vor_albion_pack_ice_bay	climate_chaotic	0
settlement:wh2_main_vor_albion_troll_fjord	climate_chaotic	0
settlement:wh2_main_vor_ash_river_numas	climate_desert	0
settlement:wh2_main_vor_ash_river_quatar	climate_desert	0
settlement:wh2_main_vor_ash_river_the_salt_plain	climate_desert	0
settlement:wh2_main_vor_ashen_coast_scarpels_lair	climate_wasteland	0
settlement:wh2_main_vor_ashen_coast_sulpharets	climate_wasteland	0
settlement:wh2_main_vor_ashens_coast_tyrant_peak	climate_mountain	0
settlement:wh2_main_vor_avelorn_evershale	climate_island	0
settlement:wh2_main_vor_avelorn_gaean_vale	climate_island	0
settlement:wh2_main_vor_avelorn_tor_saroir	climate_island	0
settlement:wh2_main_vor_caledor_caledors_repose	climate_island	0
settlement:wh2_main_vor_caledor_tor_sethai	climate_island	-1
settlement:wh2_main_vor_caledor_vauls_anvil	climate_island	0
settlement:wh2_main_vor_central_spine_of_sotek_caverns_of_the_great_bat	climate_mountain	0
settlement:wh2_main_vor_central_spine_of_sotek_chiquibol	climate_mountain	0
settlement:wh2_main_vor_chrace_elisia	climate_island	0
settlement:wh2_main_vor_chrace_tor_achare	climate_island	0
settlement:wh2_main_vor_chrace_tor_gard	climate_island	0
settlement:wh2_main_vor_coast_of_araby_al_haikk	climate_desert	0
settlement:wh2_main_vor_coast_of_araby_copher	climate_desert	0
settlement:wh2_main_vor_coast_of_araby_fyrus	climate_desert	0
settlement:wh2_main_vor_coast_of_araby_martek	climate_mountain	0
settlement:wh2_main_vor_coast_of_squalls_macu_peaks	climate_jungle	0
settlement:wh2_main_vor_coast_of_squalls_monument_of_the_sun	climate_savannah	0
settlement:wh2_main_vor_coast_of_squalls_shrine_of_sotek	climate_savannah	0
settlement:wh2_main_vor_cobra_pass_eye_of_the_panther	climate_mountain	0
settlement:wh2_main_vor_cobra_pass_vulture_mountain	climate_mountain	0
settlement:wh2_main_vor_copper_desert_the_dust_gate	climate_desert	0
settlement:wh2_main_vor_copper_desert_the_forgotten_isles	climate_desert	0
settlement:wh2_main_vor_copper_desert_the_golden_colossus	climate_desert	0
settlement:wh2_main_vor_cothique_mistnar	climate_island	0
settlement:wh2_main_vor_cothique_tor_koruali	climate_island	0
settlement:wh2_main_vor_culchan_plains_chupayotl	climate_savannah	0
settlement:wh2_main_vor_culchan_plains_kaiax	climate_savannah	0
settlement:wh2_main_vor_culchan_plains_the_southern_sentinels	climate_savannah	0
settlement:wh2_main_vor_culchan_plains_xlansec	climate_savannah	0
settlement:wh2_main_vor_deadwood_dargoth	climate_frozen	0
settlement:wh2_main_vor_deadwood_nagrar	climate_frozen	0
settlement:wh2_main_vor_deadwood_shagrath	climate_frozen	0
settlement:wh2_main_vor_deadwood_the_frozen_city	climate_frozen	0
settlement:wh2_main_vor_eagle_gate	climate_island	0
settlement:wh2_main_vor_eataine_angerrial	climate_island	0
settlement:wh2_main_vor_eataine_shrine_of_asuryan	climate_island	0
settlement:wh2_main_vor_ellyrion_reavers_mark	climate_island	0
settlement:wh2_main_vor_ellyrion_the_arc_span	climate_island	0
settlement:wh2_main_vor_ellyrion_tor_elyr	climate_island	0
settlement:wh2_main_vor_forest_of_the_viper_chotecs_causeway	climate_jungle	0
settlement:wh2_main_vor_forest_of_the_viper_fallen_gates	climate_savannah	0
settlement:wh2_main_vor_forest_of_the_viper_mirror_pool_of_tepok	climate_jungle	0
settlement:wh2_main_vor_grey_guardians_grey_rock_point	climate_frozen	0
settlement:wh2_main_vor_grey_guardians_ssildra_tor	climate_frozen	0
settlement:wh2_main_vor_grey_guardians_titan_peak	climate_mountain	0
settlement:wh2_main_vor_griffon_gate	climate_island	0
settlement:wh2_main_vor_headhunters_jungle_altar_of_the_horned_rat	climate_jungle	0
settlement:wh2_main_vor_headhunters_jungle_marks_of_the_old_ones	climate_jungle	0
settlement:wh2_main_vor_heart_of_the_jungle_oreons_camp	climate_magicforest	0
settlement:wh2_main_vor_iron_mountains_altar_of_ultimate_darkness	climate_mountain	0
settlement:wh2_main_vor_iron_mountains_cragroth_deep	climate_mountain	0
settlement:wh2_main_vor_iron_mountains_rackdo_gorge	climate_mountain	0
settlement:wh2_main_vor_iron_mountains_shroktak_mount	climate_mountain	0
settlement:wh2_main_vor_iron_peaks_ancient_city_of_quintex	climate_frozen	0
settlement:wh2_main_vor_iron_peaks_ironspike	climate_frozen	0
settlement:wh2_main_vor_iron_peaks_the_moon_shard	climate_frozen	0
settlement:wh2_main_vor_ironfrost_glacier_bear_isle	climate_chaotic	0
settlement:wh2_main_vor_ironfrost_glacier_dagraks_end	climate_chaotic	0
settlement:wh2_main_vor_ironfrost_glacier_ironfrost	climate_chaotic	0
settlement:wh2_main_vor_ironfrost_glacier_mung_encampment	climate_chaotic	0
settlement:wh2_main_vor_isthmus_of_lustria_hexoatl	climate_jungle	0
settlement:wh2_main_vor_isthmus_of_lustria_monolith_of_fallen_gods	climate_jungle	0
settlement:wh2_main_vor_isthmus_of_lustria_ziggurat_of_dawn	climate_jungle	0
settlement:wh2_main_vor_jungle_of_pahualaxa_floating_pyramid	climate_jungle	0
settlement:wh2_main_vor_jungle_of_pahualaxa_monument_of_the_moon	climate_savannah	0
settlement:wh2_main_vor_jungle_of_pahualaxa_pahuax	climate_jungle	0
settlement:wh2_main_vor_jungle_of_pahualaxa_the_high_sentinel	climate_savannah	0
settlement:wh2_main_vor_jungles_of_green_mist_pillars_of_unseen_constellations	climate_jungle	0
settlement:wh2_main_vor_jungles_of_green_mist_spektazuma	climate_jungle	0
settlement:wh2_main_vor_jungles_of_green_mist_wellsprings_of_eternity	climate_jungle	0
settlement:wh2_main_vor_kingdom_of_beasts_serpent_coast	climate_jungle	0
settlement:wh2_main_vor_kingdom_of_beasts_temple_of_skulls	climate_jungle	0
settlement:wh2_main_vor_kingdom_of_beasts_the_cursed_jungle	climate_jungle	0
settlement:wh2_main_vor_land_of_assassins_lashiek	climate_desert	0
settlement:wh2_main_vor_land_of_assassins_palace_of_the_wizard_caliph	climate_desert	0
settlement:wh2_main_vor_land_of_assassins_sorcerers_islands	climate_desert	0
settlement:wh2_main_vor_land_of_the_dead_black_pyramid_of_nagash	climate_desert	0
settlement:wh2_main_vor_land_of_the_dead_khemri	climate_desert	0
settlement:wh2_main_vor_land_of_the_dead_springs_of_eternal_life	climate_desert	0
settlement:wh2_main_vor_land_of_the_dead_zandri	climate_desert	0
settlement:wh2_main_vor_land_of_the_dervishes_el-kalabad	climate_desert	0
settlement:wh2_main_vor_land_of_the_dervishes_elven_ruins	climate_desert	0
settlement:wh2_main_vor_land_of_the_dervishes_sudenburg	climate_desert	0
settlement:wh2_main_vor_mosquito_swamps_tlax	climate_jungle	0
settlement:wh2_main_vor_mosquito_swamps_xahutec	climate_jungle	0
settlement:wh2_main_vor_mosquito_swamps_xlanhuapec	climate_jungle	0
settlement:wh2_main_vor_nagarythe_shrine_of_khaine	climate_wasteland	0
settlement:wh2_main_vor_nagarythe_tor_anlec	climate_wasteland	0
settlement:wh2_main_vor_nagarythe_tor_dranil	climate_wasteland	0
settlement:wh2_main_vor_naggarond_har_kaldra	climate_frozen	0
settlement:wh2_main_vor_naggarond_kaelra	climate_frozen	0
settlement:wh2_main_vor_naggarond_naggarond	climate_frozen	0
settlement:wh2_main_vor_northern_great_jungle_chaqua	climate_jungle	0
settlement:wh2_main_vor_northern_great_jungle_itza	climate_jungle	0
settlement:wh2_main_vor_northern_great_jungle_quetza	climate_jungle	0
settlement:wh2_main_vor_northern_great_jungle_quittax	climate_jungle	0
settlement:wh2_main_vor_northern_spine_of_sotek_cavern_of_the_mlexigaur	climate_jungle	0
settlement:wh2_main_vor_northern_spine_of_sotek_hualotal	climate_jungle	0
settlement:wh2_main_vor_northern_spine_of_sotek_monument_of_izzatal	climate_jungle	0
settlement:wh2_main_vor_northern_yvresse_sardenath	climate_island	0
settlement:wh2_main_vor_northern_yvresse_tor_yvresse	climate_island	0
settlement:wh2_main_vor_northern_yvresse_tralinia	climate_island	0
settlement:wh2_main_vor_obsidian_peaks_ice_rock_gorge	climate_mountain	0
settlement:wh2_main_vor_obsidian_peaks_ice_spire	climate_mountain	0
settlement:wh2_main_vor_obsidian_peaks_keshta_vault	climate_mountain	0
settlement:wh2_main_vor_obsidian_peaks_temple_of_addaioth	climate_mountain	0
settlement:wh2_main_vor_phoenix_gate	climate_island	0
settlement:wh2_main_vor_plain_of_spiders_clarak_spire	climate_wasteland	0
settlement:wh2_main_vor_plain_of_spiders_pits_of_zardok	climate_wasteland	0
settlement:wh2_main_vor_red_desert_drackla_spire	climate_wasteland	0
settlement:wh2_main_vor_red_desert_rothkar_spire	climate_wasteland	0
settlement:wh2_main_vor_river_qurveza_axlotl	climate_jungle	0
settlement:wh2_main_vor_river_qurveza_mouth_of_qurveza	climate_jungle	0
settlement:wh2_main_vor_saphery_port_elistor	climate_island	0
settlement:wh2_main_vor_saphery_shadow_peak	climate_island	0
settlement:wh2_main_vor_saphery_tor_finu	climate_island	0
settlement:wh2_main_vor_saphery_tower_of_hoeth	climate_island	0
settlement:wh2_main_vor_sartosa_sartosa	climate_temperate	0
settlement:wh2_main_vor_scorpion_coast_chotec	climate_jungle	0
settlement:wh2_main_vor_scorpion_coast_temple_of_tlencan	climate_jungle	0
settlement:wh2_main_vor_sea_of_dread_tor_elasor	climate_island	0
settlement:wh2_main_vor_sea_of_dread_tower_of_the_stars	climate_island	0
settlement:wh2_main_vor_sea_of_dread_tower_of_the_sun	climate_island	0
settlement:wh2_main_vor_settlers_coast_port_reaver	climate_savannah	0
settlement:wh2_main_vor_settlers_coast_skeggi	climate_savannah	0
settlement:wh2_main_vor_settlers_coast_swamp_town	climate_savannah	0
settlement:wh2_main_vor_shadow_wood_circle_of_destruction	climate_frozen	0
settlement:wh2_main_vor_shadow_wood_clar_karond	climate_frozen	0
settlement:wh2_main_vor_shadow_wood_daldrachs_lair	climate_frozen	0
settlement:wh2_main_vor_shadow_wood_venom_glade	climate_frozen	0
settlement:wh2_main_vor_shifting_mangrove_coastline_temple_avenue_of_gold	climate_jungle	0
settlement:wh2_main_vor_shifting_mangrove_coastline_teotiqua	climate_jungle	0
settlement:wh2_main_vor_shifting_sands_antoch	climate_desert	0
settlement:wh2_main_vor_shifting_sands_bhagar	climate_desert	0
settlement:wh2_main_vor_shifting_sands_ka-sabar	climate_savannah	0
settlement:wh2_main_vor_shifting_sands_plain_of_tuskers	climate_savannah	0
settlement:wh2_main_vor_southern_badlands_galbaraz	climate_wasteland	0
settlement:wh2_main_vor_southern_badlands_gor_gazan	climate_wasteland	0
settlement:wh2_main_vor_southern_great_jungle_gwakmol_crater	climate_jungle	0
settlement:wh2_main_vor_southern_great_jungle_mortuary_of_tzulaqua	climate_jungle	0
settlement:wh2_main_vor_southern_great_jungle_xhotl	climate_jungle	0
settlement:wh2_main_vor_southern_jungles_dawns_light	climate_jungle	0
settlement:wh2_main_vor_southern_jungles_scrag_hole	climate_savannah	0
settlement:wh2_main_vor_southern_jungles_yuatek	climate_jungle	0
settlement:wh2_main_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls	climate_mountain	0
settlement:wh2_main_vor_southern_spine_of_sotek_thrice-cursed_peak	climate_mountain	0
settlement:wh2_main_vor_southern_yvresse_cairn_thel	climate_island	0
settlement:wh2_main_vor_southern_yvresse_elessaeli	climate_island	0
settlement:wh2_main_vor_southern_yvresse_shrine_of_loec	climate_island	0
settlement:wh2_main_vor_southlands_world_edge_mountains_karag_orrud	climate_mountain	0
settlement:wh2_main_vor_southlands_world_edge_mountains_karak_zorn	climate_mountain	0
settlement:wh2_main_vor_southlands_world_edge_mountains_lost_plateau	climate_mountain	0
settlement:wh2_main_vor_southlands_world_edge_mountains_mount_arachnos	climate_mountain	0
settlement:wh2_main_vor_straits_of_lothern_glittering_tower	climate_island	0
settlement:wh2_main_vor_straits_of_lothern_lothern	climate_island	0
settlement:wh2_main_vor_straits_of_lothern_tower_of_lysean	climate_island	0
settlement:wh2_main_vor_the_black_coast_arnheim	climate_frozen	0
settlement:wh2_main_vor_the_black_coast_bleak_hold_fortress	climate_frozen	0
settlement:wh2_main_vor_the_black_coast_hag_hall	climate_frozen	0
settlement:wh2_main_vor_the_black_coast_vauls_anvil	climate_frozen	0
settlement:wh2_main_vor_the_black_flood_hag_graef	climate_frozen	0
settlement:wh2_main_vor_the_black_flood_storag_kor	climate_frozen	0
settlement:wh2_main_vor_the_black_flood_temple_of_khaine	climate_frozen	0
settlement:wh2_main_vor_the_broken_land_black_creek_spire	climate_frozen	0
settlement:wh2_main_vor_the_broken_land_blacklight_tower	climate_frozen	0
settlement:wh2_main_vor_the_broken_land_karond_kar	climate_frozen	0
settlement:wh2_main_vor_the_broken_land_slavers_point	climate_frozen	0
settlement:wh2_main_vor_the_capes_citadel_of_dusk	climate_savannah	0
settlement:wh2_main_vor_the_capes_fortress_of_dawn	climate_island	0
settlement:wh2_main_vor_the_chill_road_ashrak	climate_frozen	0
settlement:wh2_main_vor_the_chill_road_ghrond	climate_frozen	0
settlement:wh2_main_vor_the_chill_road_the_great_arena	climate_frozen	0
settlement:wh2_main_vor_the_clawed_coast_hoteks_column	climate_frozen	0
settlement:wh2_main_vor_the_clawed_coast_the_monoliths	climate_frozen	0
settlement:wh2_main_vor_the_clawed_coast_the_twisted_glade	climate_frozen	0
settlement:wh2_main_vor_the_creeping_jungle_temple_of_kara	climate_jungle	0
settlement:wh2_main_vor_the_creeping_jungle_tlanxla	climate_jungle	0
settlement:wh2_main_vor_the_creeping_jungle_tlaxtlan	climate_jungle	0
settlement:wh2_main_vor_the_dragon_isles_isle_of_the_crimson_skull	climate_island	0
settlement:wh2_main_vor_the_dragon_isles_the_blood_hall	climate_island	0
settlement:wh2_main_vor_the_forbidden_jungle_chamber_of_visions	climate_jungle	0
settlement:wh2_main_vor_the_forbidden_jungle_sentinels_of_xeti	climate_jungle	0
settlement:wh2_main_vor_the_great_desert_bel_aliad	climate_desert	0
settlement:wh2_main_vor_the_great_desert_black_tower_of_arkhan	climate_desert	0
settlement:wh2_main_vor_the_great_desert_pools_of_despair	climate_desert	0
settlement:wh2_main_vor_the_jungles_of_the_gods_caverns_of_sotek	climate_jungle	0
settlement:wh2_main_vor_the_jungles_of_the_gods_tor_surpindar	climate_savannah	0
settlement:wh2_main_vor_the_lost_valleys_oyxl	climate_jungle	0
settlement:wh2_main_vor_the_lost_valleys_subatuun	climate_jungle	0
settlement:wh2_main_vor_the_lost_valleys_the_sentinel_of_time	climate_savannah	0
settlement:wh2_main_vor_the_red_rivers_cuexotl	climate_jungle	0
settlement:wh2_main_vor_the_red_rivers_golden_tower_of_the_gods	climate_jungle	0
settlement:wh2_main_vor_the_red_rivers_nahuontl	climate_jungle	0
settlement:wh2_main_vor_the_red_rivers_zlatan	climate_jungle	0
settlement:wh2_main_vor_the_road_of_skulls_har_ganeth	climate_frozen	0
settlement:wh2_main_vor_the_road_of_skulls_kauark	climate_frozen	0
settlement:wh2_main_vor_the_road_of_skulls_spite_reach	climate_frozen	0
settlement:wh2_main_vor_the_road_of_skulls_the_black_pillar	climate_frozen	0
settlement:wh2_main_vor_the_turtle_isles_golden_ziggurat	climate_island	0
settlement:wh2_main_vor_the_turtle_isles_great_turtle_isle	climate_island	0
settlement:wh2_main_vor_the_turtle_isles_mud_isle	climate_island	0
settlement:wh2_main_vor_the_vampire_coast_pox_marsh	climate_jungle	0
settlement:wh2_main_vor_the_vampire_coast_the_awakening	climate_jungle	0
settlement:wh2_main_vor_the_vampire_coast_the_blood_swamps	climate_jungle	0
settlement:wh2_main_vor_the_vampire_coast_the_star_tower	climate_jungle	0
settlement:wh2_main_vor_tiranoc_salvation_isle	climate_island	0
settlement:wh2_main_vor_tiranoc_the_high_vale	climate_island	0
settlement:wh2_main_vor_tiranoc_tor_anroc	climate_island	0
settlement:wh2_main_vor_tiranoc_whitepeak	climate_island	0
settlement:wh2_main_vor_unicorn_gate	climate_island	0
settlement:wh2_main_vor_western_jungles_deaths-head_monoliths	climate_savannah	0
settlement:wh2_main_vor_western_jungles_statues_of_the_gods	climate_savannah	0
settlement:wh2_main_vor_western_jungles_tlaqua	climate_jungle	0
settlement:wh2_main_yvresse_elessaeli	climate_island	0
settlement:wh2_main_yvresse_tor_yvresse	climate_island	0
settlement:wh_dlc03_black_pit_black_pit	climate_temperate	0
