diplomacy_negotiation_string_options_tables
4
key	culture	unknown2	unknown3
accept	ORC_Grim_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grimgor_&_OtherFactionBretonnia_&_Positive
accept	ORC_Grim_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Grimgor_&_OtherFactionChaos
accept	ORC_Grim_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Grimgor_&_OtherFactionChaos_&_Negative
accept	ORC_Grim_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grimgor_&_OtherFactionChaos_&_Positive
accept	ORC_Grim_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Grimgor_&_OtherFactionDwarf
accept	ORC_Grim_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Grimgor_&_OtherFactionDwarf_&_Negative
accept	ORC_Grim_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grimgor_&_OtherFactionDwarf_&_Positive
accept	ORC_Grim_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Grimgor_&_OtherFactionEmpire
accept	ORC_Grim_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Grimgor_&_OtherFactionEmpire_&_Negative
accept	ORC_Grim_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grimgor_&_OtherFactionEmpire_&_Positive
accept	ORC_Grim_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Grimgor_&_OtherFactionGreenskin
accept	ORC_Grim_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Grimgor_&_OtherFactionGreenskin_&_Negative
accept	ORC_Grim_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grimgor_&_OtherFactionGreenskin_&_Positive
accept	ORC_Grim_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Grimgor_&_OtherFactionVamp
accept	ORC_Grim_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Negative
accept	ORC_Grim_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grimgor_&_OtherFactionVamp_&_Positive
accept	ORC_Grim_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Grimgor_&_Positive
accept	EMP_KF_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_KarlFranz
accept	EMP_KF_Dip_Acceptance_Negative_01	0	diplomacy_Faction_KarlFranz_&_Negative
accept	EMP_KF_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia
accept	EMP_KF_Dip_Acceptance_Negative_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia_&_Negative
accept	EMP_KF_Dip_Acceptance_Positive_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionBretonnia_&_Positive
accept	EMP_KF_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionChaos
accept	EMP_KF_Dip_Acceptance_Negative_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Negative
accept	EMP_KF_Dip_Acceptance_Positive_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionChaos_&_Positive
accept	EMP_KF_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionDwarf
accept	EMP_KF_Dip_Acceptance_Negative_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionDwarf_&_Negative
accept	EMP_KF_Dip_Acceptance_Positive_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionDwarf_&_Positive
accept	EMP_KF_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionEmpire
accept	EMP_KF_Dip_Acceptance_Negative_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionEmpire_&_Negative
accept	EMP_KF_Dip_Acceptance_Positive_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionEmpire_&_Positive
accept	EMP_KF_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin
accept	EMP_KF_Dip_Acceptance_Negative_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin_&_Negative
accept	EMP_KF_Dip_Acceptance_Positive_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionGreenskin_&_Positive
accept	EMP_KF_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionVamp
accept	EMP_KF_Dip_Acceptance_Negative_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Negative
accept	EMP_KF_Dip_Acceptance_Positive_01	0	diplomacy_Faction_KarlFranz_&_OtherFactionVamp_&_Positive
accept	EMP_KF_Dip_Acceptance_Positive_01	0	diplomacy_Faction_KarlFranz_&_Positive
accept	BRET_Louen_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_LouenLeoncoeur
accept	BRET_Louen_Dip_Acceptance_Negative_01	0	diplomacy_Faction_LouenLeoncoeur_&_Negative
accept	BRET_Louen_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos
accept	BRET_Louen_Dip_Acceptance_Negative_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Negative
accept	BRET_Louen_Dip_Acceptance_Positive_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionChaos_&_Positive
accept	BRET_Louen_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf
accept	BRET_Louen_Dip_Acceptance_Negative_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf_&_Negative
accept	BRET_Louen_Dip_Acceptance_Positive_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionDwarf_&_Positive
accept	BRET_Louen_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire
accept	BRET_Louen_Dip_Acceptance_Negative_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire_&_Negative
accept	BRET_Louen_Dip_Acceptance_Positive_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionEmpire_&_Positive
accept	BRET_Louen_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin
accept	BRET_Louen_Dip_Acceptance_Negative_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin_&_Negative
accept	BRET_Louen_Dip_Acceptance_Positive_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionGreenskin_&_Positive
accept	BRET_Louen_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp
accept	BRET_Louen_Dip_Acceptance_Negative_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Negative
accept	BRET_Louen_Dip_Acceptance_Positive_01	0	diplomacy_Faction_LouenLeoncoeur_&_OtherFactionVamp_&_Positive
accept	BRET_Louen_Dip_Acceptance_Positive_01	0	diplomacy_Faction_LouenLeoncoeur_&_Positive
accept	VAMP_Mannfred_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Mannfred
accept	VAMP_Mannfred_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Mannfred_&_Negative
accept	VAMP_Mannfred_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Mannfred_&_OtherFactionBretonnia
accept	VAMP_Mannfred_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Mannfred_&_OtherFactionBretonnia_&_Negative
accept	VAMP_Mannfred_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Mannfred_&_OtherFactionBretonnia_&_Positive
accept	VAMP_Mannfred_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Mannfred_&_OtherFactionChaos
accept	VAMP_Mannfred_Dip_Acceptance_Negative_02	0	diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Negative
accept	VAMP_Mannfred_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Mannfred_&_OtherFactionChaos_&_Positive
accept	VAMP_Mannfred_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Mannfred_&_OtherFactionDwarf
accept	VAMP_Mannfred_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Mannfred_&_OtherFactionDwarf_&_Negative
accept	VAMP_Mannfred_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Mannfred_&_OtherFactionDwarf_&_Positive
accept	VAMP_Mannfred_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Mannfred_&_OtherFactionEmpire
accept	VAMP_Mannfred_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Mannfred_&_OtherFactionEmpire_&_Negative
accept	VAMP_Mannfred_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Mannfred_&_OtherFactionEmpire_&_Positive
accept	VAMP_Mannfred_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Mannfred_&_OtherFactionGreenskin
accept	VAMP_Mannfred_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Mannfred_&_OtherFactionGreenskin_&_Negative
accept	VAMP_Mannfred_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Mannfred_&_OtherFactionGreenskin_&_Positive
accept	VAMP_Mannfred_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Mannfred_&_OtherFactionVamp
accept	VAMP_Mannfred_Dip_Acceptance_Negative_02	0	diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Negative
accept	VAMP_Mannfred_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Mannfred_&_OtherFactionVamp_&_Positive
accept	VAMP_Mannfred_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Mannfred_&_Positive
accept	DWF_Thor_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Thorgrim
accept	DWF_Thor_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Thorgrim_&_Negative
accept	DWF_Thor_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionBretonnia
accept	DWF_Thor_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionBretonnia_&_Negative
accept	DWF_Thor_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionBretonnia_&_Positive
accept	DWF_Thor_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionChaos
accept	DWF_Thor_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionChaos_&_Negative
accept	DWF_Thor_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionChaos_&_Positive
accept	DWF_Thor_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionDwarf
accept	DWF_Thor_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionDwarf_&_Negative
accept	DWF_Thor_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionDwarf_&_Positive
accept	DWF_Thor_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionEmpire
accept	DWF_Thor_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionEmpire_&_Negative
accept	DWF_Thor_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionEmpire_&_Positive
accept	DWF_Thor_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionGreenskin
accept	DWF_Thor_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionGreenskin_&_Negative
accept	DWF_Thor_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionGreenskin_&_Positive
accept	DWF_Thor_Dip_Acceptance_Neutral_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionVamp
accept	DWF_Thor_Dip_Acceptance_Negative_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Negative
accept	DWF_Thor_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Thorgrim_&_OtherFactionVamp_&_Positive
accept	DWF_Thor_Dip_Acceptance_Positive_01	0	diplomacy_Faction_Thorgrim_&_Positive
accept	BRET_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Bretonnia
accept	BRET_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Bretonnia_&_Negative
accept	BRET_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionChaos
accept	BRET_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionChaos_&_Negative
accept	BRET_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionChaos_&_Positive
accept	BRET_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionDwarf
accept	BRET_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionDwarf_&_Negative
accept	BRET_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionDwarf_&_Positive
accept	BRET_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionEmpire
accept	BRET_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionEmpire_&_Negative
accept	BRET_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionEmpire_&_Positive
accept	BRET_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionGreenskin
accept	BRET_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionGreenskin_&_Negative
accept	BRET_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionGreenskin_&_Positive
accept	BRET_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionVamp
accept	BRET_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionVamp_&_Negative
accept	BRET_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Bretonnia_&_OtherFactionVamp_&_Positive
accept	BRET_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Bretonnia_&_Positive
accept	CHAOS_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chaos
accept	CHAOS_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chaos_&_Negative
accept	CHAOS_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chaos_&_OtherFactionBretonnia
accept	CHAOS_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chaos_&_OtherFactionBretonnia_&_Negative
accept	CHAOS_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chaos_&_OtherFactionBretonnia_&_Positive
accept	CHAOS_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chaos_&_OtherFactionChaos
accept	CHAOS_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chaos_&_OtherFactionChaos_&_Negative
accept	CHAOS_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chaos_&_OtherFactionChaos_&_Positive
accept	CHAOS_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chaos_&_OtherFactionDwarf
accept	CHAOS_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chaos_&_OtherFactionDwarf_&_Negative
accept	CHAOS_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chaos_&_OtherFactionDwarf_&_Positive
accept	CHAOS_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chaos_&_OtherFactionEmpire
accept	CHAOS_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chaos_&_OtherFactionEmpire_&_Negative
accept	CHAOS_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chaos_&_OtherFactionEmpire_&_Positive
accept	CHAOS_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chaos_&_OtherFactionGreenskin
accept	CHAOS_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chaos_&_OtherFactionGreenskin_&_Negative
accept	CHAOS_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chaos_&_OtherFactionGreenskin_&_Positive
accept	CHAOS_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Chaos_&_OtherFactionVamp
accept	CHAOS_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Chaos_&_OtherFactionVamp_&_Negative
accept	CHAOS_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chaos_&_OtherFactionVamp_&_Positive
accept	CHAOS_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Chaos_&_Positive
accept	DE_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_DarkElves
accept	DE_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_DarkElves_&_Negative
accept	DE_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_DarkElves_&_Positive
accept	DWF_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Dwarfs
accept	DWF_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Dwarfs_&_Negative
accept	DWF_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionBretonnia
accept	DWF_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionBretonnia_&_Negative
accept	DWF_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionBretonnia_&_Positive
accept	DWF_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionChaos
accept	DWF_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionChaos_&_Negative
accept	DWF_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionChaos_&_Positive
accept	DWF_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionDwarf
accept	DWF_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionDwarf_&_Negative
accept	DWF_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionDwarf_&_Positive
accept	DWF_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionEmpire
accept	DWF_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionEmpire_&_Negative
accept	DWF_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionEmpire_&_Positive
accept	DWF_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionGreenskin
accept	DWF_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionGreenskin_&_Negative
accept	DWF_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionGreenskin_&_Positive
accept	DWF_Lord1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionVamp
accept	DWF_Lord1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionVamp_&_Negative
accept	DWF_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Dwarfs_&_OtherFactionVamp_&_Positive
accept	DWF_Lord1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Dwarfs_&_Positive
accept	EMP_Genrl1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Empire
accept	EMP_Genrl1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Empire_&_Negative
accept	EMP_Genrl1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Empire_&_OtherFactionBretonnia
accept	EMP_Genrl1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Empire_&_OtherFactionBretonnia_&_Negative
accept	EMP_Genrl1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Empire_&_OtherFactionBretonnia_&_Positive
accept	EMP_Genrl1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Empire_&_OtherFactionChaos
accept	EMP_Genrl1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Empire_&_OtherFactionChaos_&_Negative
accept	EMP_Genrl1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Empire_&_OtherFactionChaos_&_Positive
accept	EMP_Genrl1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Empire_&_OtherFactionDwarf
accept	EMP_Genrl1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Empire_&_OtherFactionDwarf_&_Negative
accept	EMP_Genrl1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Empire_&_OtherFactionDwarf_&_Positive
accept	EMP_Genrl1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Empire_&_OtherFactionEmpire
accept	EMP_Genrl1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Empire_&_OtherFactionEmpire_&_Negative
accept	EMP_Genrl1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Empire_&_OtherFactionEmpire_&_Positive
accept	EMP_Genrl1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Empire_&_OtherFactionGreenskin
accept	EMP_Genrl1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Empire_&_OtherFactionGreenskin_&_Negative
accept	EMP_Genrl1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Empire_&_OtherFactionGreenskin_&_Positive
accept	EMP_Genrl1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Empire_&_OtherFactionVamp
accept	EMP_Genrl1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Empire_&_OtherFactionVamp_&_Negative
accept	EMP_Genrl1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Empire_&_OtherFactionVamp_&_Positive
accept	EMP_Genrl1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Empire_&_Positive
accept	ORC_War1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Greenskins
accept	GOB_GtSham1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1
accept	GOB_GtSham1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_Negative
accept	GOB_GtSham1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionBretonnia
accept	GOB_GtSham1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionBretonnia_&_Negative
accept	GOB_GtSham1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionBretonnia_&_Positive
accept	GOB_GtSham1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionChaos
accept	GOB_GtSham1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Negative
accept	GOB_GtSham1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionChaos_&_Positive
accept	GOB_GtSham1_Dip_Acceptance_Neutral_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionDwarf
accept	GOB_GtSham1_Dip_Acceptance_Negative_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionDwarf_&_Negative
accept	GOB_GtSham1_Dip_Acceptance_Positive_01	0	diplomacy_Subcult_Greenskins_&_FactionGroup_Goblin_Great_Shaman_1_&_OtherFactionDwarf_&_Positive
