warscape_animated_lod_tables
1
key	filename	unknown	unknown4	unknown5	animated
2146655556	RigidModels/artillery_and_siege/ballista30d_100p/ballista30d_100p_destruction_anim.rigid_model_v2		False	False	rome_ballista_giant_destruction_anim
2146655559	RigidModels\artillery_and_siege\onager_large\onager_large.rigid_model_v2		False	False	rome_onager_large
2146655564	RigidModels\artillery_and_siege\onager_large\onager_large_destruction_anim.rigid_model_v2		False	False	rome_onager_large_destruction_anim
2146655574	RigidModels\artillery_and_siege\chariot_generic\chariot_generic.rigid_model_v2		False	False	chariot_generic
2146655581	RigidModels\artillery_and_siege\chariot_celtic\chariot_celtic.rigid_model_v2		False	False	chariot_celtic
2146655585	RigidModels\artillery_and_siege\harpax\harpax.rigid_model_v2		False	False	rome_harpax
2146655587	RigidModels\artillery_and_siege\harpax\harpax_destruction_anim.rigid_model_v2		False	False	rome_harpax_destruction_anim
2146655591	RigidModels\artillery_and_siege\chariot_generic\chariot_generic_destruction_anim.rigid_model_v2		False	False	chariot_generic_destruction_anim
2146655597	RigidModels\artillery_and_siege\chariot_celtic\chariot_celtic_destruction_anim.rigid_model_v2		False	False	chariot_celtic_destruction_anim
2146655609	RigidModels\artillery_and_siege\chariot_egyptian\chariot_egyptian.rigid_model_v2		False	False	chariot_egyptian
2146655612	RigidModels\artillery_and_siege\chariot_egyptian\chariot_egyptian_destruction_anim.rigid_model_v2		False	False	chariot_egyptian_destruction_anim
2146655631	RigidModels\campaign\trade_models\barbarian_trade_anim.rigid_model_v2		False	False	trade_ship_barbarian
2146655641	RigidModels\campaign\trade_models\ox_trader_anim.rigid_model_v2		False	False	trade_ox
2146655649	RigidModels\campaign\trade_models\ox_cart_anim.rigid_model_v2		False	False	trade_ox_cart
2146655658	warmachines/engines/brt_trebuchet/brt_trebuchet_01.rigid_model_v2		False	False	brt_trebuchet
2146655665	warmachines/engines/dwf_bolt_thrower/dwf_bolt_thrower.rigid_model_v2		False	False	dwf_bolt_thrower
2146655666	warmachines\engines\dwf_grudge_thrower\dwf_grudge_thrower_1.rigid_model_v2		False	False	dwf_grudge_thrower
2146655669	warmachines\engines\emp_great_cannon\emp_great_cannon.rigid_model_v2		False	False	emp_great_cannon
2146655675	warmachines\engines\emp_helblaster\emp_helblaster_01.rigid_model_v2		False	False	emp_helblaster
2146655682	warmachines\carriage\emp_luminark\emp_luminark_01.rigid_model_v2		False	False	emp_luminark
2146655688	warmachines\engines\emp_mortar\emp_mortar.rigid_model_v2		False	False	emp_mortar
2146655692	warmachines\engines\emp_steam_tank\emp_steam_tank01.rigid_model_v2		False	False	emp_steam_tank
2146655694	warmachines\chariot\grn_boar_chariot\grn_boar_chariot_01.rigid_model_v2		False	False	grn_boar_chariot
2146655706	warmachines\engines\grn_doomdiver_catapult\grn_doomdiver_catapult_01.rigid_model_v2		False	False	grn_doomdiver_catapult
2146655713	warmachines\grn_pump_wagon.rigid_model_v2		False	False	grn_pump_wagon
2146655722	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01.rigid_model_v2		False	False	grn_wolf_chariot
2146655724	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_01.rigid_model_v2		False	False	vmp_corpse_cart
2146655727	warmachines\engines\grn_rocklobber\grn_rocklobber_01.rigid_model_v2		False	False	grn_rocklobber
2146655731	warmachines\emp_hurricanum.rigid_model_v2		False	False	emp_hurricanum
2146655733	warmachines\carriage\emp_war_altar\emp_war_altar_01.rigid_model_v2		False	False	emp_war_altar
2146655735	warmachines\engines\chs_hellcannon\chs_hellcannon_01.rigid_model_v2		False	False	chs_hellcannon
2146655740	warmachines\engines\dwf_organ_gun\dwf_organ_gun_01.rigid_model_v2		False	False	dwf_organ_gun
2146655743	warmachines\engines\dwf_flame_cannon\dwf_flame_cannon.rigid_model_v2		False	False	dwf_flame_cannon
2146655752	warmachines\engines\dwf_cannon\dwf_cannon.rigid_model_v2		False	False	dwf_cannon
2146655756	warmachines\chariot\bst_razorgor_chariot\bst_razorgor_chariot_01.rigid_model_v2		False	False	bst_razorgor_chariot
2146655762	warmachines\carriage\vmp_black_coach\vmp_black_coach_01.rigid_model_v2		False	False	vmp_black_coach_01
2146655771	warmachines\engines\emp_helstorm\emp_helstorm_01.rigid_model_v2		False	False	emp_helstorm
2146655791	warmachines\engines\grn_doomdiver_catapult\grn_doomdiver_catapult_destruct.rigid_model_v2		False	False	grn_doomdiver_catapult_destruct
2146655801	warmachines\carriage\emp_luminark\emp_luminark_destruct.rigid_model_v2		False	False	emp_luminark_destruct
2146655809	warmachines\engines\emp_helblaster\emp_helblaster_destruct.rigid_model_v2		False	False	emp_helblaster_destruct
2146655817	warmachines\engines\emp_great_cannon\emp_great_cannon_destruct.rigid_model_v2		False	False	emp_great_cannon_destruct
2146655820	warmachines\engines\emp_steam_tank\emp_steam_tank_destruct.rigid_model_v2		False	False	emp_steam_tank_destruct
2146655822	warmachines\chariot\grn_boar_chariot\grn_boar_chariot_destruct.rigid_model_v2		False	False	grn_boar_chariot_destruct
2146655825	warmachines\engines\chs_hellcannon\chs_hellcannon_01_destruct.rigid_model_v2		False	False	chs_hellcannon_destruct
2146655831	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_01_destruct.rigid_model_v2		False	False	grn_wolf_chariot_destruction
2146655835	warmachines\chariot\chs_chariot\chs_chariot_01.rigid_model_v2		False	False	chs_chariot
2146655837	warmachines\chariot\chs_chariot\chs_chariot_01_destruct.rigid_model_v2		False	False	chs_chariot_destruction
2146655841	warmachines\chariot\chs_gorebeast_chariot\chs_gorebeast_chariot_01.rigid_model_v2		False	False	chs_gorebeast_chariot
2146655851	warmachines/engines/brt_trebuchet/brt_trebuchet_01_destruct.rigid_model_v2		False	False	brt_trebuchet_destruct
2146655854	warmachines/engines/dwf_flame_cannon/dwf_flame_cannon_destruct.rigid_model_v2		False	False	dwf_flame_cannon_destruct
2146655863	warmachines/engines/dwf_organ_gun/dwf_organ_gun_destruct_01.rigid_model_v2		False	False	dwf_organ_gun_destruct
2146655869	warmachines/engines/dwf_cannon/dwf_cannon_destruct.rigid_model_v2		False	False	dwf_cannon_destruct
2146655870	warmachines/carriage/vmp_black_coach/vmp_black_coach_destruct.rigid_model_v2		False	False	vmp_black_coach_destruct
2146655879	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_destruct.rigid_model_v2		False	False	dwf_grudge_thrower_destruct
2146655881	warmachines/engines/emp_mortar/emp_mortar_destruct.rigid_model_v2		False	False	emp_mortar_destruct
2146655882	warmachines\engines\grn_rocklobber\grn_rocklobber_destruct.rigid_model_v2		False	False	grn_rocklobber_destruct
2146655889	warmachines/engines/emp_helstorm/emp_helstorm_destruct.rigid_model_v2		False	False	emp_helstorm_destruct
2146655894	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine01.rigid_model_v2		False	False	vmp_mortis_engine
2146655898	warmachines\chariot\chs_gorebeast_chariot\chs_gorebeast_chariot_01_destruct.rigid_model_v2		False	False	chs_gorebeast_chariot_destruction
2146655899	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_bell_01.rigid_model_v2		False	False	vmp_corpse_cart_lodestone
2146655901	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_cauldron_01.rigid_model_v2		False	False	vmp_corpse_cart_balefire
2146655906	warmachines\chariot\bst_razorgor_chariot\building_bst_razorgor_chariot_01_destruct.rigid_model_v2		False	False	bst_razorgor_chariot_destruction
2146655910	warmachines\engines\emp_great_cannon\emp_great_cannon_hammer_01.rigid_model_v2		False	False	emp_great_cannon_hammer
2146655914	warmachines\engines\emp_great_cannon\emp_great_cannon_hammer_01_destruct.rigid_model_v2		False	False	emp_great_cannon_hammer_destruct
2146655926	warmachines\carriage\emp_luminark\emp_luminark_temple_01.rigid_model_v2		False	False	emp_luminark_temple
2146655928	warmachines\carriage\emp_luminark\emp_luminark_temple_destruct_01.rigid_model_v2		False	False	emp_luminark_destruct_temple
2146655930	warmachines\engines\emp_helstorm\emp_helstorm_sunmaker_01.rigid_model_v2		False	False	emp_helstorm_sunmaker_01
2146655935	warmachines/engines/emp_helstorm/emp_helstorm_sunmaker_destruct_01.rigid_model_v2		False	False	emp_helstorm_sunmaker_destruct_01
2146655940	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_destruct_01.rigid_model_v2		False	False	vmp_mortis_engine_destruct
2146655944	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_01_destruct.rigid_model_v2		False	False	vmp_corpse_cart_destruct
2146655953	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_bell_01_destruct.rigid_model_v2		False	False	vmp_corpse_cart_lodestone_destruct
2146655960	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_cauldron_01_destruct.rigid_model_v2		False	False	vmp_corpse_cart_balefire_destruct
2146655962	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_helman_01_destruct.rigid_model_v2		False	False	vmp_corpse_cart_helman_destruct
2146655972	warmachines\chariot\vmp_corpse_cart\vmp_corpse_cart_helman_01.rigid_model_v2		False	False	vmp_corpse_cart_helman
2146655981	warmachines\carriage\emp_war_altar\emp_war_altar_destruct_01.rigid_model_v2		False	False	emp_war_altar_destruct
2146655984	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_robbers_01.rigid_model_v2		False	False	grn_wolf_chariot_robbers
2146655989	warmachines\chariot\grn_wolf_chariot\grn_wolf_chariot_robbers_01_destruct.rigid_model_v2		False	False	grn_wolf_chariot_robbers_destruct
2146655990	warmachines\chariot\vmp_mortis_engine\vmp_mortis_engine_nagash01.rigid_model_v2		False	False	vmp_mortis_engine_nagash
2146655991	warmachines\engines\grn_rocklobber\grn_rocklobber_gork.rigid_model_v2		False	False	grn_rocklobber_gork
2146655992	warmachines\engines\grn_rocklobber\grn_rocklobber_gork_destruct.rigid_model_v2		False	False	grn_rocklobber_gork_destruct
2146655993	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_gob_01.rigid_model_v2		False	False	dwf_grudge_thrower_gob
2146655999	warmachines/engines/dwf_grudge_thrower/dwf_grudge_thrower_gob_destruct.rigid_model_v2		False	False	dwf_grudge_thrower_gob_destruct
2146656004	warmachines/engines/hef_eagleclaw_bolt_thrower/hef_eagleclaw_bolt_thrower_01.rigid_model_v2		False	False	hef_eagle_claw_bolt_thrower
2146656018	warmachines/engines/skv_doomwheel/skv_doomwheel_01.rigid_model_v2		False	False	skv_doomwheel
2146656027	warmachines\engines\skv_screaming_bell\skv_screaming_bell_01.rigid_model_v2		False	False	skv_screaming_bell
2146656033	warmachines\engines\skv_plague_furnace\skv_plague_furnace_01.rigid_model_v2		False	False	skv_plague_furnace
2146656036	warmachines\chariot\hef_tiranoc_chariot\hef_tiranoc_chariot01.rigid_model_v2		False	False	hef_tiranoc_chariot
2146656038	warmachines/engines/def_reaper_bolt_thrower/def_reaper_bolt_thrower_01.rigid_model_v2		False	False	def_reaper_bolt_thrower
2146656042	warmachines\engines\skv_lightning_cannon\skv_lightning_cannon_01.rigid_model_v2		False	False	skv_lightning_cannon
2146656043	warmachines\engines\skv_plagueclaw\skv_plagueclaw_01.rigid_model_v2		False	False	skv_plagueclaw_catapult
2146656046	warmachines\chariot\def_coldone_chariot\def_coldone_chariot_01.rigid_model_v2		False	False	def_coldone_chariot
2146656052	warmachines\chariot\lzd_slann_platform\lzd_slann_palanquin_01.rigid_model_v2		False	False	lzd_slann_palanquin
2146656060	warmachines\engines\skv_plagueclaw\skv_plagueclaw_01_destruct.rigid_model_v2		False	False	skv_plagueclaw_catapult_destruct
2146656063	warmachines\engines\skv_lightning_cannon\skv_lightning_cannon_01_destruct.rigid_model_v2		False	False	skv_lightning_cannon_destruct
2146656068	warmachines/engines/skv_doomwheel/skv_doomwheel_01_destruct.rigid_model_v2		False	False	skv_doomwheel_destruct
2146656069	warmachines\chariot\def_coldone_chariot\def_coldone_chariot_01_destruct.rigid_model_v2		False	False	def_coldone_chariot_destruct
2146656074	warmachines/engines/def_reaper_bolt_thrower/def_reaper_bolt_thrower_01_destruct.rigid_model_v2		False	False	def_reaper_bolt_thrower_destruct
2146656077	warmachines\chariot\lzd_slann_platform\lzd_slann_palanquin_01_destruct.rigid_model_v2		False	False	lzd_slann_palanquin_destruct
2146656078	warmachines\engines\skv_plague_furnace\skv_plague_furnace_01_destruct.rigid_model_v2		False	False	skv_plague_furnace_destruct
2146656084	warmachines\engines\skv_screaming_bell\skv_screaming_bell_01_destruct.rigid_model_v2		False	False	skv_screaming_bell_destruct
2146656086	warmachines\engines\def_bloodcauldron\def_bloodcauldron_01.rigid_model_v2		False	False	def_cauldron_of_blood
2146656098	warmachines\engines\def_bloodcauldron\building_def_bloodcauldron_01_main_destruct.rigid_model_v2		False	False	def_cauldron_of_blood_destruct
280	RigidModels/Naval/Variant/positional_oar_L01_anim.rigid_model_animation		False	False	positional_oar_L01_anim
281	RigidModels/Naval/Variant/positional_oar_L02_anim.rigid_model_animation		False	False	positional_oar_L02_anim
371544881	warmachines\chariot\lzd_slann_platform\lzd_mazdamundi_throne_01.wsmodel		False	False	lzd_mazdamundi_palanquin
8	RigidModels/CampaignPieces/campaign_ship_model.animatable_rigid_model		False	False	campaign_ship
