loading_screen_quotes_tables
4
image	key	unknown2	unknown3	unknown4	category
UI/units/infopics/wh_dlc04_emp_flagellants.png	wh2_main_emp_inf_flagellants_0	-1	3	0	unit
UI/units/infopics/wh_dlc04_emp_free_company_militia.png	wh2_main_emp_inf_free_company_militia_0	-1	3	0	unit
ui/units/infopics/wh_main_emp_greatswords.png	wh2_main_emp_inf_greatswords	-1	3	0	unit
UI/units/infopics/wh_main_emp_halberd.png	wh2_main_emp_inf_halberdiers	-1	3	0	unit
UI/units/infopics/wh_main_emp_handgunners.png	wh2_main_emp_inf_handgunners	-1	3	0	unit
UI/units/infopics/wh_main_emp_spearmen.png	wh2_main_emp_inf_spearmen_0	-1	3	0	unit
UI/units/infopics/wh_main_emp_swordsmen.png	wh2_main_emp_inf_swordsmen	-1	3	0	unit
ui/units/infopics/wh_main_emp_luminark.png	wh2_main_emp_veh_luminark_of_hysh_0	-1	3	0	unit
ui/units/infopics/wh_main_emp_steamtank.png	wh2_main_emp_veh_steam_tank	-1	3	0	unit
UI/skins/default/pre_battle_dlc03_lore_beasts.png	wh2_main_game_hint_lore_of_beasts	-1	2	0	generic
UI/skins/default/pre_battle_dlc03_lore_beasts.png	wh2_main_game_hint_lore_of_beasts_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_big_waaagh.png	wh2_main_game_hint_lore_of_da_big_waaagh	-1	2	0	generic
UI/skins/default/pre_battle_lore_big_waaagh.png	wh2_main_game_hint_lore_of_da_big_waaagh_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_lil_waaagh.png	wh2_main_game_hint_lore_of_da_little_waaagh	-1	2	0	generic
UI/skins/default/pre_battle_lore_lil_waaagh.png	wh2_main_game_hint_lore_of_da_little_waaagh_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_dark_magic.png	wh2_main_game_hint_lore_of_dark_magic	-1	3	0	generic
UI/skins/default/pre_battle_lore_dark_magic.png	wh2_main_game_hint_lore_of_dark_magic_unit	-1	3	0	generic
UI/skins/default/pre_battle_lore_death.png	wh2_main_game_hint_lore_of_death	-1	2	0	generic
UI/skins/default/pre_battle_lore_death.png	wh2_main_game_hint_lore_of_death_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_fire.png	wh2_main_game_hint_lore_of_fire	-1	2	0	generic
UI/skins/default/pre_battle_lore_fire.png	wh2_main_game_hint_lore_of_fire_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_heavens.png	wh2_main_game_hint_lore_of_heavens	-1	2	0	generic
UI/skins/default/pre_battle_lore_heavens.png	wh2_main_game_hint_lore_of_heavens_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_high_magic.png	wh2_main_game_hint_lore_of_high_magic	-1	3	0	generic
UI/skins/default/pre_battle_lore_high_magic.png	wh2_main_game_hint_lore_of_high_magic_unit	-1	3	0	generic
UI/skins/default/pre_battle_dlc05_lore_life.png	wh2_main_game_hint_lore_of_life	-1	2	0	generic
UI/skins/default/pre_battle_dlc05_lore_life.png	wh2_main_game_hint_lore_of_life_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_light.png	wh2_main_game_hint_lore_of_light	-1	2	0	generic
UI/skins/default/pre_battle_lore_light.png	wh2_main_game_hint_lore_of_light_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_metal.png	wh2_main_game_hint_lore_of_metal	-1	2	0	generic
UI/skins/default/pre_battle_lore_metal.png	wh2_main_game_hint_lore_of_metal_unit	-1	2	0	generic
UI/skins/default/pre_battle_dlc05_lore_shadows.png	wh2_main_game_hint_lore_of_shadows	-1	2	0	generic
UI/skins/default/pre_battle_dlc05_lore_shadows.png	wh2_main_game_hint_lore_of_shadows_unit	-1	2	0	generic
UI/skins/default/pre_battle_dlc03_lore_wild.png	wh2_main_game_hint_lore_of_the_wild	-1	2	0	generic
UI/skins/default/pre_battle_dlc03_lore_wild.png	wh2_main_game_hint_lore_of_the_wild_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_vampire.png	wh2_main_game_hint_lore_of_vampires	-1	2	0	generic
UI/skins/default/pre_battle_lore_vampire.png	wh2_main_game_hint_lore_of_vampires_unit	-1	2	0	generic
UI/skins/default/pre_battle_lore_plague.png	wh2_main_game_hint_skaven_spells_of_plague	-1	3	0	generic
UI/skins/default/pre_battle_lore_plague.png	wh2_main_game_hint_skaven_spells_of_plague_unit	-1	3	0	generic
UI/skins/default/pre_battle_lore_ruin.png	wh2_main_game_hint_skaven_spells_of_ruin	-1	3	0	generic
UI/skins/default/pre_battle_lore_ruin.png	wh2_main_game_hint_skaven_spells_of_ruin_unit	-1	3	0	generic
ui/loading_ui/diagrams/winds_of_magic.png	wh2_main_game_hint_winds_of_magic	-1	2	0	generic
ui/units/infopics/wh_main_grn_doom_diver.png	wh2_main_grn_art_doom_diver_catapult	-1	3	0	unit
UI/units/infopics/wh_main_grn_goblin_spider_rider_bow.png	wh2_main_grn_cav_forest_goblin_spider_riders_1	-1	3	0	unit
UI/units/infopics/wh_main_grn_goblin_wolf_chariot.png	wh2_main_grn_cav_goblin_wolf_chariot	-1	3	0	unit
UI/units/infopics/wh_main_grn_goblin_wolf_rider_spear.png	wh2_main_grn_cav_goblin_wolf_riders_0	-1	3	0	unit
UI/units/infopics/wh_main_grn_boar_boyz.png	wh2_main_grn_cav_orc_boar_boyz	-1	3	0	unit
UI/units/infopics/wh_dlc06_grn_squig_hoppers.png	wh2_main_grn_cav_squig_hoppers_0	-1	3	0	unit
ui/units/infopics/wh_main_grn_black_orc.png	wh2_main_grn_inf_black_orcs	-1	3	0	unit
UI/units/infopics/wh_main_grn_goblins_bow.png	wh2_main_grn_inf_goblin_archers	-1	3	0	unit
UI/units/infopics/wh_main_grn_goblins_spear.png	wh2_main_grn_inf_goblin_spearmen	-1	3	0	unit
UI/units/infopics/wh_dlc06_grn_nasty_skulkers.PNG	wh2_main_grn_inf_nasty_skukers_0	-1	3	0	unit
UI/units/infopics/wh_main_grn_night_goblins_bow.png	wh2_main_grn_inf_night_goblin_archers	-1	3	0	unit
UI/units/infopics/wh_main_grn_night_goblins_sword.png	wh2_main_grn_inf_night_goblins	-1	3	0	unit
UI/units/infopics/wh_main_grn_orc_boyz_bow.png	wh2_main_grn_inf_orc_arrer_boyz	-1	3	0	unit
UI/units/infopics/wh_main_grn_orc_boyz_big_uns.png	wh2_main_grn_inf_orc_big_uns	-1	3	0	unit
UI/units/infopics/wh_main_grn_orc_boyz_sword.png	wh2_main_grn_inf_orc_boyz	-1	3	0	unit
UI/units/infopics/wh_main_grn_savage_orc_boyz_sword.png	wh2_main_grn_inf_savage_orcs	-1	3	0	unit
UI/units/infopics/wh_dlc06_grn_squig_herd.png	wh2_main_grn_inf_squig_herd_0	-1	3	0	unit
ui/units/infopics/wh_main_grn_arachnarok_spider.png	wh2_main_grn_mon_arachnarok_spider_0	-1	3	0	unit
ui/units/infopics/wh_main_grn_giant.png	wh2_main_grn_mon_giant	-1	3	0	unit
ui/units/infopics/wh_main_grn_trolls.png	wh2_main_grn_mon_trolls	-1	3	0	unit
ui/units/infopics/wh2_main_hef_art_eagle_claw_bolt_thrower.png	wh2_main_hef_art_eagle_claw_bolt_thrower	-1	3	0	unit
ui/units/infopics/wh2_main_hef_cav_dragon_princes.png	wh2_main_hef_cav_dragon_princes	-1	3	0	unit
ui/units/infopics/wh2_main_hef_ellyrian_reavers.png	wh2_main_hef_cav_ellyrian_reavers_0	-1	3	0	unit
ui/units/infopics/wh2_main_hef_ellyrian_reavers_bow.png	wh2_main_hef_cav_ellyrian_reavers_1	-1	3	0	unit
ui/units/infopics/wh2_main_hef_cav_ithilmar_tiranoc_chariot.png	wh2_main_hef_cav_ithilmar_chariot	-1	3	0	unit
ui/units/infopics/wh2_main_hef_silver_helms.png	wh2_main_hef_cav_silver_helms_0	-1	3	0	unit
ui/units/infopics/wh2_main_hef_silver_helms_shield.png	wh2_main_hef_cav_silver_helms_1	-1	3	0	unit
ui/units/infopics/wh2_main_hef_cav_tiranoc_chariot.png	wh2_main_hef_cav_tiranoc_chariot	-1	3	0	unit
UI/Portraits/Portholes/wh2_main_hef_high_elves/hef_teclis_0.png	wh2_main_hef_cha_teclis_0	-1	3	0	generic
UI/Portraits/Portholes/wh2_main_hef_high_elves/hef_tyrion_0.png	wh2_main_hef_cha_tyrion_0	-1	3	0	generic
ui/units/infopics/wh2_main_hef_archers.png	wh2_main_hef_inf_archers_0	-1	3	0	unit
ui/units/infopics/wh2_main_hef_archers_light_armour.png	wh2_main_hef_inf_archers_1	-1	3	0	unit
ui/units/infopics/wh2_main_hef_inf_gate_guard.png	wh2_main_hef_inf_gate_guard	-1	3	0	unit
ui/units/infopics/wh2_main_hef_lothern_sea_guard.png	wh2_main_hef_inf_lothern_sea_guard_0	-1	3	0	unit
ui/units/infopics/wh2_main_hef_lothern_sea_guard_shields.png	wh2_main_hef_inf_lothern_sea_guard_1	-1	3	0	unit
ui/units/infopics/wh2_main_hef_phoenix_guard.png	wh2_main_hef_inf_phoenix_guard	-1	3	0	unit
ui/units/infopics/wh2_main_hef_spearmen.png	wh2_main_hef_inf_spearmen_0	-1	3	0	unit
ui/units/infopics/wh2_main_hef_swordmasters_of_hoeth.png	wh2_main_hef_inf_swordmasters_of_hoeth_0	-1	3	0	unit
ui/units/infopics/wh2_main_hef_white_lions_of_chrace.png	wh2_main_hef_inf_white_lions_of_chrace_0	-1	3	0	unit
ui/units/infopics/wh2_main_hef_mon_great_eagle.png	wh2_main_hef_mon_great_eagle	-1	3	0	unit
ui/units/infopics/wh2_main_hef_mon_moon_dragon.png	wh2_main_hef_mon_moon_dragon	-1	3	0	unit
ui/units/infopics/wh2_main_hef_mon_phoenix_flamespyre.png	wh2_main_hef_mon_phoenix_flamespyre	-1	3	0	unit
ui/units/infopics/wh2_main_hef_mon_phoenix_frostheart.png	wh2_main_hef_mon_phoenix_frostheart	-1	3	0	unit
ui/units/infopics/wh2_main_hef_star_dragon.png	wh2_main_hef_mon_star_dragon	-1	3	0	unit
ui/units/infopics/wh2_main_hef_mon_sun_dragon.png	wh2_main_hef_mon_sun_dragon	-1	3	0	unit
ui/loading_ui/diagrams/battle_advanced_controls.png	wh2_main_hp_battle_advanced_controls	4	5	0	battle
ui/loading_ui/diagrams/campaign_advisor.png	wh2_main_hp_battle_advisor	4	4	0	battle
 	wh2_main_hp_battle_ambush_battles	-1	4	0	battle_ambush
ui/loading_ui/diagrams/battle_armies.png	wh2_main_hp_battle_armies	3	5	0	battle
ui/loading_ui/diagrams/battle_army_abilities.png	wh2_main_hp_battle_army_abilities	-1	2	0	battle
ui/loading_ui/diagrams/battle_artillery.png	wh2_main_hp_battle_artillery	-1	3	0	battle
 	wh2_main_hp_battle_battle_game	3	5	0	battle
ui/loading_ui/diagrams/battle_battle_interface.png	wh2_main_hp_battle_battle_interface	3	5	0	battle
ui/loading_ui/diagrams/battle_battlefield.png	wh2_main_hp_battle_battlefield	3	5	0	battle
 	wh2_main_hp_battle_camera_controls	3	5	0	battle
ui/loading_ui/diagrams/battle_capture_points.png	wh2_main_hp_battle_capture_points	-1	3	0	battle_siege
ui/loading_ui/diagrams/battle_deployment.png	wh2_main_hp_battle_deployment	3	5	0	battle
ui/loading_ui/diagrams/battle_fire_at_will.png	wh2_main_hp_battle_fire_at_will	-1	2	0	battle
ui/loading_ui/diagrams/battle_flanking.png	wh2_main_hp_battle_flanking	-1	3	0	battle
ui/loading_ui/diagrams/battle_flying_units.png	wh2_main_hp_battle_flying_units	-1	3	0	battle
ui/loading_ui/diagrams/battle_formations.png	wh2_main_hp_battle_formations	-1	2	0	battle
ui/loading_ui/diagrams/battle_fortifications.png	wh2_main_hp_battle_fortifications	-1	3	0	battle_siege
ui/loading_ui/diagrams/battle_grouping.png	wh2_main_hp_battle_grouping	-1	2	0	battle
 	wh2_main_hp_battle_infantry	-1	3	0	battle
ui/loading_ui/diagrams/battle_leadership.png	wh2_main_hp_battle_leadership	4	5	0	battle
 	wh2_main_hp_battle_missile_units	-1	3	0	battle
 	wh2_main_hp_battle_monsters	-1	3	0	battle
 	wh2_main_hp_battle_mounted_units	-1	3	0	battle
ui/loading_ui/diagrams/battle_murderous_prowess.png	wh2_main_hp_battle_murderous_prowess	-1	1	0	battle
 	wh2_main_hp_battle_rallying	-1	2	0	battle
ui/loading_ui/diagrams/battle_rampaging.png	wh2_main_hp_battle_rampaging	-1	1	0	battle
 	wh2_main_hp_battle_reinforcements	-1	4	0	battle
ui/loading_ui/diagrams/battle_siege_weapons.png	wh2_main_hp_battle_siege_battles	3	5	0	battle_siege
ui/loading_ui/diagrams/battle_siege_weapons.png	wh2_main_hp_battle_siege_weapons	-1	4	0	battle_siege
ui/loading_ui/diagrams/battle_skirmishing.png	wh2_main_hp_battle_skirmishing	-1	3	0	battle
ui/loading_ui/diagrams/battle_tactical_map.png	wh2_main_hp_battle_tactical_map	-1	4	0	battle
 	wh2_main_hp_battle_terrain	3	5	0	battle
ui/loading_ui/diagrams/battle_the_general.png	wh2_main_hp_battle_the_general	4	4	0	battle
ui/loading_ui/diagrams/battle_unit_abilities.png	wh2_main_hp_battle_unit_abilities	-1	4	0	battle
ui/loading_ui/diagrams/campaign_unit_cards.png	wh2_main_hp_battle_unit_cards	4	4	0	battle
ui/loading_ui/diagrams/campaign_unit_info_panel.png	wh2_main_hp_battle_unit_details_panel	4	4	0	battle
 	wh2_main_hp_battle_unit_movement	3	5	0	battle
 	wh2_main_hp_battle_unit_selection	3	5	0	battle
ui/loading_ui/diagrams/campaign_unit_types.png	wh2_main_hp_battle_unit_types	4	4	0	battle
 	wh2_main_hp_battle_units	4	5	0	battle
ui/loading_ui/diagrams/battle_capture_points.png	wh2_main_hp_battle_victory_points	4	4	0	battle_siege
ui/loading_ui/diagrams/battle_vigour.png	wh2_main_hp_battle_vigour	-1	4	0	battle
 	wh2_main_hp_battle_visibility	4	4	0	battle
 	wh2_main_hp_battle_weapon_types	4	5	0	battle
ui/loading_ui/diagrams/battle_winds_of_magic.png	wh2_main_hp_battle_winds_of_magic	4	4	0	battle
ui/loading_ui/diagrams/battle_wizards.png	wh2_main_hp_battle_wizards	-1	3	0	battle
ui/loading_ui/diagrams/campaign_advisor.png	wh2_main_hp_campaign_advisor	5	9	0	campaign
 	wh2_main_hp_campaign_alliances	-1	3	6	campaign
ui/loading_ui/diagrams/campaign_ambushes.png	wh2_main_hp_campaign_ambushes	-1	3	5	campaign
ui/loading_ui/diagrams/campaign_armies.png	wh2_main_hp_campaign_armies	4	10	0	campaign
ui/loading_ui/diagrams/campaign_armies_at_sea.png	wh2_main_hp_campaign_armies_at_sea	6	7	0	campaign
 	wh2_main_hp_campaign_army_movement	6	8	0	campaign
 	wh2_main_hp_campaign_army_panel	6	8	0	campaign
ui/loading_ui/diagrams/campaign_astromancy.png	wh2_main_hp_campaign_astromancy	-1	1	0	campaign
ui/loading_ui/diagrams/campaign_attrition.png	wh2_main_hp_campaign_attrition	-1	3	6	campaign
ui/loading_ui/diagrams/campaign_autoresolving.png	wh2_main_hp_campaign_autoresolving	6	8	0	campaign
ui/loading_ui/diagrams/campaign_bankruptcy.png	wh2_main_hp_campaign_bankruptcy	6	7	0	campaign
ui/loading_ui/diagrams/campaign_banners_and_marks.png	wh2_main_hp_campaign_banners_and_marks	-1	3	5	campaign
 	wh2_main_hp_campaign_battles	5	8	0	campaign
ui/loading_ui/diagrams/campaign_black_arks.png	wh2_main_hp_campaign_black_arks	-1	3	0	campaign
