units_custom_battle_permissions_tables
7
faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character
wh2_main_def_cult_of_pleasure	True	wh2_main_def_cha_dreadlord_female_5	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_dark_elves	True	wh2_main_def_cha_dreadlord_female_5	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_naggarond	True	wh2_main_def_cha_dreadlord_female_5	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_dreadlord_female_campaign_03_0.png	wh2_main_uniform_def_dreadlord_fem_03	wh2_main_def_cha_dreadlord_female_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_khainite_assassin_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_assassin_campaign_01_0.png	wh2_main_uniform_def_khainite_assassin_01	wh2_main_def_cha_khainite_assassin_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_khainite_assassin_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_assassin_campaign_01_0.png	wh2_main_uniform_def_khainite_assassin_01	wh2_main_def_cha_khainite_assassin_0
wh2_main_def_naggarond	False	wh2_main_def_cha_khainite_assassin_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_assassin_campaign_01_0.png	wh2_main_uniform_def_khainite_assassin_01	wh2_main_def_cha_khainite_assassin_0
wh2_main_def_dark_elves	True	wh2_main_def_cha_malekith_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_malekith_0.png		wh2_main_def_cha_malekith_0
wh2_main_def_dark_elves	True	wh2_main_def_cha_malekith_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_malekith_0.png		wh2_main_def_cha_malekith_0
wh2_main_def_dark_elves	True	wh2_main_def_cha_malekith_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_malekith_0.png		wh2_main_def_cha_malekith_0
wh2_main_def_dark_elves	True	wh2_main_def_cha_malekith_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_malekith_0.png		wh2_main_def_cha_malekith_0
wh2_main_def_dark_elves	True	wh2_main_def_cha_morathi_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_morathi_0.png		wh2_main_def_cha_morathi_0
wh2_main_def_dark_elves	True	wh2_main_def_cha_morathi_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_morathi_0.png		wh2_main_def_cha_morathi_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_dark_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_dark_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_dark_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_dark_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_dark_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_dark_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_dark_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_dark_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_dark_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_01_0.png	wh2_main_uniform_def_sorceress_01	wh2_main_def_cha_sorceress_dark_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_fire_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_fire_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_fire_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_fire_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_fire_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_fire_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_fire_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_fire_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_fire_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_02_0.png	wh2_main_uniform_def_sorceress_02	wh2_main_def_cha_sorceress_fire_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_shadow_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_shadow_0	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_shadow_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_shadow_1	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_shadow_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_shadow_2	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_cult_of_pleasure	False	wh2_main_def_cha_sorceress_shadow_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_dark_elves	False	wh2_main_def_cha_sorceress_shadow_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_naggarond	False	wh2_main_def_cha_sorceress_shadow_3	True	True	ui/portraits/portholes/wh2_main_def_dark_elves/def_sorceress_campaign_03_0.png	wh2_main_uniform_def_sorceress_03	wh2_main_def_cha_sorceress_shadow_0
wh2_main_def_dark_elves	False	wh2_main_def_inf_black_ark_corsairs_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_black_ark_corsairs_1	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_black_guard_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_bleakswords_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_darkshards_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_darkshards_1	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_dreadspears_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_har_ganeth_executioners_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_harpies	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_shades_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_shades_1	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_shades_2	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_inf_witch_elves_0	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_mon_black_dragon	True	True			
wh2_main_def_dark_elves	False	wh2_main_def_mon_war_hydra	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_art_eagle_claw_bolt_thrower	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_cav_dragon_princes	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_cav_ellyrian_reavers_0	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_cav_ellyrian_reavers_1	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_cav_ithilmar_chariot	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_cav_silver_helms_0	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_cav_silver_helms_1	True	True			
wh2_main_hef_high_elves	False	wh2_main_hef_cav_tiranoc_chariot	True	True			
wh2_main_hef_high_elves_qb1	False	wh2_main_hef_cha_alastair_0	True	True	ui/portraits/portholes/no_culture/hef_alastair_0.png		
wh2_main_hef_high_elves_qb1	False	wh2_main_hef_cha_alastair_3	True	True	ui/portraits/portholes/no_culture/hef_alastair_0.png		
wh2_main_hef_high_elves_qb1	False	wh2_main_hef_cha_alastair_4	True	True	ui/portraits/portholes/no_culture/hef_alastair_0.png		
wh2_main_hef_high_elves_qb1	False	wh2_main_hef_cha_alastair_5	True	True	ui/portraits/portholes/no_culture/hef_alastair_0.png		
wh2_main_hef_eataine	False	wh2_main_hef_cha_loremaster_of_hoeth_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_loremaster_campaign_01_0.png	wh2_main_uniform_hef_loremaster_of_hoeth_01	wh2_main_hef_cha_loremaster_of_hoeth_0
wh2_main_hef_high_elves	False	wh2_main_hef_cha_loremaster_of_hoeth_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_loremaster_campaign_01_0.png	wh2_main_uniform_hef_loremaster_of_hoeth_01	wh2_main_hef_cha_loremaster_of_hoeth_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_loremaster_of_hoeth_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_loremaster_campaign_01_0.png	wh2_main_uniform_hef_loremaster_of_hoeth_01	wh2_main_hef_cha_loremaster_of_hoeth_0
wh2_main_hef_eataine	False	wh2_main_hef_cha_mage_high_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_high_elves	False	wh2_main_hef_cha_mage_high_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_high_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_eataine	False	wh2_main_hef_cha_mage_high_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_high_elves	False	wh2_main_hef_cha_mage_high_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_high_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_eataine	False	wh2_main_hef_cha_mage_high_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_high_elves	False	wh2_main_hef_cha_mage_high_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_high_4	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_01_0.png	wh2_main_uniform_hef_mage_01	wh2_main_hef_cha_mage_high_0
wh2_main_hef_eataine	False	wh2_main_hef_cha_mage_life_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_high_elves	False	wh2_main_hef_cha_mage_life_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_life_0	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_eataine	False	wh2_main_hef_cha_mage_life_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_high_elves	False	wh2_main_hef_cha_mage_life_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
wh2_main_hef_order_of_loremasters	False	wh2_main_hef_cha_mage_life_1	True	True	ui/portraits/portholes/wh2_main_hef_high_elves/hef_mage_campaign_02_0.png	wh2_main_uniform_hef_mage_02	wh2_main_hef_cha_mage_life_0
