special_ability_phase_stat_effects_tables
3
phase	value	stat	how
wh2_main_unit_abilities_fury_of_khaine	1.25	stat_melee_damage_base	mult
wh2_main_unit_contact_noxious_breath	0.7	stat_melee_attack	mult
wh2_main_unit_contact_noxious_breath	-30	stat_reloading	add
wh2_main_unit_contact_plague_monk_censer_morale	-10	stat_morale	add
wh2_main_unit_contact_weeping_blade	0.5	stat_armour	mult
wh2_main_unit_contact_witch_elf_poison	0.76	scalar_speed	mult
wh2_main_unit_contact_witch_elf_poison	0.85	stat_melee_defence	mult
wh2_main_unit_passive_attuned_to_magic	20	stat_resistance_all	add
wh2_main_unit_passive_blizzard_aura	-9	stat_melee_attack	add
wh2_main_unit_passive_blizzard_aura	0.9	stat_melee_damage_ap	mult
wh2_main_unit_passive_bloodshield_of_khaine	12	stat_resistance_physical	add
wh2_main_unit_passive_martial_mastery	6	stat_melee_attack	add
wh2_main_unit_passive_martial_mastery	13	stat_melee_defence	add
wh2_main_unit_passive_martial_prowess	3	stat_melee_attack	add
wh2_main_unit_passive_martial_prowess	9	stat_melee_defence	add
wh2_main_unit_passive_scurry_away	1.15	scalar_speed	mult
wh2_main_unit_passive_snare_net	0.76	scalar_charge_speed	mult
wh2_main_unit_passive_snare_net	0.76	scalar_speed	mult
wh2_main_unit_passive_strength_in_numbers	1	scalar_speed	mult
wh2_main_unit_passive_strength_in_numbers	8	stat_melee_attack	add
wh2_main_unit_passive_strength_in_numbers	8	stat_morale	add
wh2_main_weapon_abilities_dwarf_gouger	1.4	stat_melee_damage_ap	mult
wh2_main_weapon_abilities_hydra_blade	1.4	stat_melee_damage_ap	mult
wh2_main_weapon_abilities_hydra_blade	1.4	stat_melee_damage_base	mult
wh2_main_weapon_abilities_sword_of_teclis	44	stat_melee_attack	add
wh2_main_weapon_abilities_sword_of_teclis	1.6	stat_melee_damage_ap	mult
wh2_main_weapon_abilities_sword_of_teclis	1.6	stat_melee_damage_base	mult
wh2_main_weapon_abilities_web_of_shadows	0.76	scalar_speed	mult
wh2_main_weapon_passive_chillblade	0.88	scalar_speed	mult
wh2_main_weapon_passive_chillblade	-5	stat_melee_attack	add
wh2_main_weapon_passive_heartrender_and_the_darksword	-9	stat_melee_attack	add
wh2_main_weapon_passive_heartrender_and_the_darksword	-9	stat_melee_defence	add
wh2_main_unit_passive_attuned_to_magic	1.15	stat_melee_damage_base	mult
wh2_main_unit_passive_primal_instincts	8	stat_melee_attack	add
wh2_main_unit_passive_primal_instincts	-4	stat_melee_defence	add
wh2_main_unit_passive_strength_in_numbers	2	stat_melee_defence	add
wh2_main_unit_passive_attuned_to_magic	1.15	stat_melee_damage_ap	mult
wh2_main_spell_plague_wither	-5	stat_melee_defence	add
wh2_main_spell_plague_wither_upgraded	-10	stat_melee_defence	add
