missions_tables
6
generate	key	localised_description	localised_title	mission_type	ui_icon	ui_image	prioritised	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16
False	wh2_main_def_malekith_early_game_public_order	"Sire, while you hold my soul-casket, I cannot afford you deposed. My assassin brings word, that elements in the Black Court dare talk of betrayal. Quell this rebellion, for you are the Witch King! Restore public order."\n\nLearn more about public order [[url:script_link_campaign_public_order]][[tooltip:{{tt:tooltip_campaign_public_order}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Who Dares Defy the Witch King?	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_malekith_early_game_raise_army_mission	"You cannot do this alone, sire. Demand that the black-armoured ranks of Naggaroth muster. Raise another army, and give it to your most ‘loyal’ Dreadlord to command."\n\nLearn more about raising armies [[url:script_link_campaign_raising_forces]][[tooltip:{{tt:tooltip_campaign_raising_forces}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	March to War	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_malekith_early_game_rogue_armies	"It is not just vermin that infest these lands. These Greenskin brutes have gone rogue. They own no allegiance to anything, deal with them quickly, sire. And keep an eye for other ‘rogue armies’ in the campaign to come."\n\nLearn more about rogue armies [[url:script_link_campaign_rogue_armies]][[tooltip:{{tt:tooltip_campaign_rogue_armies}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Gone Rogue	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_malekith_early_game_search_ruins	"The ritual will soon be ready, but I need more scrolls to power it. We may find what we seek in the ruins scattered throughout your kingdom, majesty. If I may suggest, send some expendable wretches to search them."\n\nLearn more about treasure hunting [[url:script_link_campaign_treasure_hunting]][[tooltip:{{tt:tooltip_campaign_treasure_hunting}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Seek the Ruins	SEARCH_RUINS	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_malekith_early_game_trade_agreement	"There is no sin in profit, your majesty. Fostering trade relations will strengthen your support further in The Dark Crag, seek a trade agreement."\n\nLearn more about [[img:icon_trade_agreement]][[/img]]trade agreements [[url:script_link_campaign_trade]][[tooltip:{{tt:tooltip_campaign_trade}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Our Enrichment	MAKE_PEACE	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_malekith_early_game_upgrade_settlement	"Sire, the race to dominate the Vortex will be a long one. While I seek to fill the goblet with life-force, I beseech you prepare the infrastructure of the kingdom to make this endeavour more efficient. It is time to upgrade."\n\nLearn more about buildings [[url:script_link_campaign_buildings]][[tooltip:{{tt:tooltip_campaign_buildings}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	By Your Design	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_malekith_early_game_upgrade_settlement_part_two	"Momentum gathers. Druchii flock to your banners. Betrayal is inevitable if you do not rule with a strong hand, for now take advantage of your growing following and expand your settlements."	Expand the Citadels	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_malekith_supreme_spellshield_stage_1	The Witch King has been without his Spellshield for a few centuries after losing it in the southern lands whilst fighting the reptiles over tablets of lost lore. While its loss bothers Malekith, it doesn't trouble him greatly, for he is the owner of countless arcane artefacts.\n\nHowever, now it has been found – well, according to the Dreadlord, Strenious Kingslayer, it has. He brazenly enters the Black Council’s chamber and approaches the obsidian table – where the Witch King sits with his most loyal advisors – proclaiming that he knows the Supreme Spellshield’s whereabouts and will share it for a price. In the chamber sit a hundred Lords, none of whom can remember such an audacious attempt to provoke the Witch King; many see Strenious’ life lasting only seconds more!\n\nYet Malekith does not unleash his legendary rage. Instead, he sits back upon his chair and simply asks how much the Dreadlord wants...	Supreme Spellshield	HAVE_AT_LEAST_X_MONEY	rom_event_mission.png	bst/generic	True	Quest		0	0	True	0	2140784854	False	False
False	wh2_main_def_malekith_supreme_spellshield_stage_2	Malekith sets about raising a force to accompany this Captain Kingslayer to Lustria. He keeps Strenious close, and even shares the odd jest. Maybe the Witch King is impressed by this Dreadlord’s gall? It makes a refreshing change to all the usual schemes and secret plots, and so is the talk of Naggarond.	Supreme Spellshield	OWN_N_UNITS	rom_event_mission.png	bst/generic	True	Quest		0	0	True	0	2140784854	False	False
False	wh2_main_def_malekith_supreme_spellshield_stage_3	Strenious Kingslayer leads the Witch King to Lustria. There, on board his Black Ark, as it is moored off the savage coast, he reveals that deep in the Mosquito Swamps the Witch King’s shield can be found, hanging as a trophy from the palanquin of a Slann Mage-Priest. Malekith makes a great show of thanking the Captain, and pays him then and there. As Strenious smiles upon the wealth he’s suddenly accumulated, the Witch King grabs the captain by the throat and casually throws him over the side of the great vessel. His fortune follows him into the sea, for Malekith cares not for riches, it is power he has always craved.\n\nStrenious’ crew do not bat an eyelid at their master’s sudden death, but quickly make themselves busy when the Witch King orders his army disembarked for an expedition to retrieve the lost shield.	Supreme Spellshield	FIGHT_SET_PIECE_BATTLE	rom_event_mission.png	bst/generic	True	Quest	wh2_main_qb_def_malekith_supreme_spellshield_stage_3_mosquito_swamps	125	120	True	10	2140784854	True	False
False	wh2_main_def_morathi_early_game_capture_province	"I question your competence, my Queen - you let traitors run rampant! These are sovereign Druchii lands not for the likes of conspirators and turncoats. Continue the purge and secure the whole region."\n\nLearn more about provinces [[url:script_link_campaign_provinces]][[tooltip:{{tt:tooltip_campaign_provinces}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Traitor's Hold	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_capture_ritual_settlement	"Oh dear, you seem to be having trouble? Despite your involvement in our creation, you can’t help but make enemies of our kin can you? Clar Karond defy us, we need the scrolls they are hoard. Take their shrine."\n\nLearn more about ritual resource sites [[url:script_link_campaign_ritual_resource_sites]][[tooltip:{{tt:tooltip_campaign_ritual_resource_sites}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Shrine On	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_capture_settlement	"I notice you let traitors steal what we need. I wonder, does your son know how you reign over such incompetence? I would remedy this situation quickly. Flush the cravens from the ruins. Capture their hideouts!”\n\nLearn more about settlements [[url:script_link_campaign_settlements]][[tooltip:{{tt:tooltip_campaign_settlements}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Bleak Outlook	CAPTURE_REGIONS	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_construct_ritual_building	"Good. But the task is not yet complete. Erect a shrine to Hekarti, draw her eyes on us, so the Mistress of Magic may reveal more scrolls."\n\nLearn more about buildings [[url:script_link_campaign_buildings]][[tooltip:{{tt:tooltip_campaign_buildings}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Eye of the Goddess	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_earn_ritual_currency	"My preparations are almost complete but it’s now clear that others races intend to usurp the Vortex. We must be first! Get me more scrolls so I can enact the ritual."\n\nLearn more about ritual currency [[url:script_link_campaign_ritual_currency]][[tooltip:{{tt:tooltip_campaign_ritual_currency}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Race for the Vortex	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_eliminate_faction	"Surely these traitors have crossed you for the last time? Kill every last one of them."\n\nLearn more about factions [[url:script_link_campaign_factions]][[tooltip:{{tt:tooltip_campaign_factions}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	The Last Time	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_enact_commandment	"You control the entire province. All within now obey Morathi. How quaint. Now, issue a Commandment - let’s see just how loyal they are!"\n\nLearn more about commandments [[url:script_link_campaign_commandments]][[tooltip:{{tt:tooltip_campaign_commandments}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Subjugate Them	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_enact_ritual	"It is time, Sorceress. Enact the Ritual of the Tortured Oracle!"	Enact the Ritual	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_hero_action_mission	"Your thrall awaits their first mission. Make it challenging..."\n\nLearn more about heroic actions [[url:script_link_campaign_hero_actions]][[tooltip:{{tt:tooltip_campaign_hero_actions}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Test Them	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_hero_building_mission	"There are agents and factors that wish to petition your favour. Ensure they have a place to assemble so we can weed out potential vassals... and traitors."\n\nLearn more about [[img:icon_hero]][[/img]]Heroes [[url:script_link_campaign_heroes]][[tooltip:{{tt:tooltip_campaign_heroes}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Your Favour	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_hero_recruitment_mission	"We have the location for the vassals to congregate. Now it is time to summon these ‘heroes’ to serve."\n\nLearn more about [[img:icon_hero]][[/img]]Heroes [[url:script_link_campaign_heroes]][[tooltip:{{tt:tooltip_campaign_heroes}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	You Will Serve	RECRUIT_AGENT	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_non_aggression_pact	"How does someone like you, make allies? Me, Hellebron, Clar Karond... you certainly know how to make enemies. But now you must seek allies. These Druchii respect the Hag Sorceress. Use this, and offer a non-aggression pact."\n\nLearn more about non-aggression pacts [[url:script_link_campaign_non_aggression_pacts]][[tooltip:{{tt:tooltip_campaign_non_aggression_pacts}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Friends Like These	MAKE_PEACE	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_raise_army_mission	"Now, sister of Ghrond, raise another army, and put it under command of one of your seduced puppets. You will need many warriors if we are to put your son in the Vortex..."\n\nLearn more about raising armies [[url:script_link_campaign_raising_forces]][[tooltip:{{tt:tooltip_campaign_raising_forces}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Seduce & Muster	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_rogue_armies	"How adorable. These mortal fools have strayed far. They do not answer to their Emperor. Deal with them quickly, my queen, or else they could become a thorn in your side, and that would be dreadful."\n\nLearn more about rogue armies [[url:script_link_campaign_rogue_armies]][[tooltip:{{tt:tooltip_campaign_rogue_armies}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Mortal Fools	ACHIEVE_CHARACTER_RANK	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_search_ruins	"The ritual is all but prepared, but you frustrate my plans, my queen. If you want your son to win this race to the Vortex, then you must furnish me with the scrolls of Hekarti that will power the ritual. I suggest searching the ruins. Send some expendable minion to seek them... or you could even go yourself."\n\nLearn more about treasure hunting [[url:script_link_campaign_treasure_hunting]][[tooltip:{{tt:tooltip_campaign_treasure_hunting}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Ruined	SEARCH_RUINS	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_trade_agreement	"Gain their trust, sister. Foster trade - it will enrich you, make your economy stronger. Seek a trade agreement with these Druchii."\n\nLearn more about [[img:icon_trade_agreement]][[/img]]trade agreements [[url:script_link_campaign_trade]][[tooltip:{{tt:tooltip_campaign_trade}}]][[col:help_page_link]]here[[/col]][[/tooltip]][[/url]].	Riches for a Queen	MAKE_PEACE	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_early_game_upgrade_settlement_part_two	"Momentum gathers. Druchii flock to your banners. Betrayal is inevitable if you do not rule with a strong hand, for now take advantage of your growing following and expand your settlements."	Expand the Citadels	CONSTRUCT_N_BUILDINGS_INCLUDING	rom_event_mission.png	dwf/generic	False	Military		0	0	False	0		False	False
False	wh2_main_def_morathi_heartrender_and_the_darksword_stage_1	Morathi, mother of the Witch King, Hag Sorceress of Ghrond. More than any other, she is responsible for the Druchii; for splitting the greatest of all races in twain. It is a claim few have made directly to her face, but one she would not deny - and would actually revel in - before flaying the skin off the accuser, of course.\n\nThe instruments of such torture would be her paired weapons; the spear, Heartrender and sister blade, the Darksword. These were gifts from her son. But relations between mother and child have soured of late, with the Witch King banishing her from his sight. And so, in a fit of pique, she puts her paired weapons aside to focus on inflicting misery upon any who cross her path.	Heartrender & the Darksword	EARN_X_AMOUNT_FROM_RAIDING	rom_event_mission.png	bst/generic	True	Quest		0	0	True	0	2140784906	False	False
False	wh2_main_def_morathi_heartrender_and_the_darksword_stage_2	The raiding has proved a useful respite for the Hag Sorceress, there are many slaves to torture and souls to claim. And yet the six-armed Goddess, Hekarti, is as thirsty as Khaine. Morathi must recruit more of her kin if she is to continue this journey out from the under the shadow of her son’s dominion.	Heartrender & the Darksword	OWN_N_UNITS	rom_event_mission.png	bst/generic	True	Quest		0	0	True	0	2140784906	False	False
