audio_projectiles_tables
14
key	max_attenuation_fire	max_attenuation_impact	max_attenuation_inflight	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	unknown19	unknown20	unknown21	unknown22	unknown23	unknown24	unknown25	unknown26	unknown27	unknown28	unknown29	unknown30	unknown31	unknown32	unknown33	unknown34	unknown35	unknown36	unknown37	unknown38	unknown39	unknown40	unknown41	unknown42
wh2_globe_magical	150	150	150	22		False		Battle_Individual_Projectile_Globe_Impact_Magical		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False		wh2_grp_projectile_globe_inflight_magical	wh2_grp_projectile_globe_impact_magical	1						False	False	False		10		medium	1	0	1	0.5	0.5
wh2_main_ability_bloodwrack_cauldron	0	1000	1000	0		False	Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Bloodwrack_Cauldron_Inflight_Start	Battle_IND_Magic_Bloodwrack_Cauldron_Inflight_Stop					100	False	False		False	False				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_bolt_of_spite	0	1000	1000	0		False	Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Bolt_Of_Spite_Inflight_Start	Battle_IND_Magic_Bolt_Of_Spite_Inflight_Stop					100	False	False		False	False				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_bow_of_the_seafarer	500	500	500	22	Battle_IND_Magic_Bow_Of_The_Seafarer_Launch	False		Battle_IND_Magic_Bow_Of_The_Seafarer_Impact		Battle_IND_Magic_Bow_Of_The_Seafarer_Inflight_Start	Battle_IND_Magic_Bow_Of_The_Seafarer_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True				1						False	False	False		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_brazen_cauldron	0	1000	1000	0		False	Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Brazen_Cauldron_Inflight_Start	Battle_IND_Magic_Brazen_Cauldron_Inflight_Stop					100	False	False		False	False				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_doomrocket	500	500	500	22	Battle_Individual_Magic_Doomrocket_Launch	False		Battle_Individual_Magic_Doomrocket_Impact		Battle_Individual_Magic_Doomrocket_Inflight_Start	Battle_Individual_Magic_Doomrocket_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True				1						False	False	False		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_sky_cauldron	0	1000	1000	0		False	Battle_IND_Magic_Heavens_Comet_Incoming			Battle_IND_Magic_Sky_Cauldron_Inflight_Start	Battle_IND_Magic_Sky_Cauldron_Inflight_Stop					100	False	False		False	False				1.5	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_soul_rain	500	500	360	10		False				Battle_IND_Magic_Soul_Rain_Inflight_Start	Battle_IND_Magic_Soul_Rain_Inflight_Stop					500	False	False		False	True				1						False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_soul_storm	500	500	360	10		False				Battle_IND_Magic_Soul_Storm_Inflight_Start	Battle_IND_Magic_Soul_Storm_Inflight_Stop					500	False	False		False	True				1						False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_soul_torrent	500	500	360	10		False				Battle_IND_Magic_Soul_Torrent_Inflight_Start	Battle_IND_Magic_Soul_Torrent_Inflight_Stop					500	False	False		False	True				1						False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_volley_of_dark_arrows	500	500	500	22	Battle_IND_Magic_Volley_Of_Dark_Arrows_Launch	False		Battle_IND_Magic_Volley_Of_Dark_Arrows_Impact		Battle_IND_Magic_Volley_Of_Dark_Arrows_Inflight_Start	Battle_IND_Magic_Volley_Of_Dark_Arrows_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True				1						False	False	False		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_volley_of_high_arrows	500	500	500	22	Battle_IND_Magic_Volley_Of_High_Arrows_Launch	False		Battle_IND_Magic_Volley_Of_High_Arrows_Impact		Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Start	Battle_IND_Magic_Volley_Of_High_Arrows_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True				1						False	False	False		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_ability_vortic_blast_shrapnel	400	400	400	0		False		Battle_IND_Magic_Vortic_Blast_Shrapnel_Impact		Battle_IND_Magic_Vortic_Blast_Shrapnel_Inflight_Start	Battle_IND_Magic_Vortic_Blast_Shrapnel_Inflight_Stop					100	False	False		False	False				1						False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_vortic_enrichment_shrapnel	400	400	400	0		False		Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Impact		Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Inflight_Start	Battle_IND_Magic_Vortic_Enrichment_Shrapnel_Inflight_Stop					100	False	False		False	False				1						False	False	False		10		magic	1	0	1	0.5	0.5
wh2_main_ability_wake_of_fire	0	500	300	10		False	Battle_IND_Magic_Wake_Of_Fire_Conjure	Battle_Individual_Projectile_Bomb_Explosion		Battle_Individual_Projectile_Bomb_InFlight_Play	Battle_Individual_Projectile_Bomb_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		False	False	False		10		large	1	0	1	0.5	0.5
wh2_main_skv_death_globe	150	150	150	22		False		Battle_Individual_Projectile_Globe_Impact_Death_Globe		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False		wh2_grp_projectile_globe_inflight_magical		1						False	False	False		10		medium	1	0	1	0.5	0.5
wh2_main_skv_doomwheel_warp_lightning	400	400	400	0	Battle_Individual_WarMachine_Doom_Wheel_Warp_Lightning_Cannon_Fire	False	Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Flyby			Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Inflight_Start	Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	False			wh2_grp_projectile_skv_doomwheel_warp_lightning	1						False	False	False	Battle_Individual_Projectile_Doom_Wheel_Warp_Lightning_Flyby	100	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_skv_poison_wind_globe	150	150	150	22		False		Battle_Individual_Projectile_Globe_Impact_Poison_Wind		Battle_Individual_Projectile_Globe_InFlight_Magical_Play	Battle_Individual_Projectile_Globe_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False		wh2_grp_projectile_globe_inflight_magical		1						False	False	False		10		medium	1	0	1	0.5	0.5
wh2_main_skv_warp_lightning_cannon	400	600	400	0		False				Battle_Individual_Projectile_Warp_Lightning_Cannon_Inflight_Start	Battle_Individual_Projectile_Warp_Lightning_Cannon_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	False			wh2_grp_projectile_skv_warp_lightning_cannon	1						False	False	False	Battle_Individual_Projectile_Warp_Lightning_Cannon_Flyby	100	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_main_spell_high_magic_soul_quench	500	500	500	10	Battle_IND_Magic_High_Magic_Soul_Quench_Launch	False	Battle_IND_Magic_Fire_Fireball_Incoming	Battle_IND_Magic_High_Magic_Soul_Quench_Impact		Battle_IND_Magic_High_Magic_Soul_Quench_Inflight_Loop_Start	Battle_IND_Magic_High_Magic_Soul_Quench_Inflight_Loop_Stop					500	False	False		False	True				1						False	False	False	Battle_IND_Magic_High_Magic_Soul_Quench_Flyby	50		magic	1	0	1	0.5	0.5
wh2_main_spell_plague_dreaded_thirteenth_spell_shrapnel	500	500	500	22	IND_magic_plague_dreaded_13th_shrapnel_launch	False		IND_magic_plague_dreaded_13th_shrapnel_impact				Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True				1						False	False	False		10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_skv_sniper_bullet	350	50	100	22	Battle_Individual_Small_Arms_Repeater_Rifle_Fire	False		Battle_Individual_Projectile_Bullet_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True		wh_grp_projectile_arrow_inflight_normal	wh_grp_projectile_bullet_impact	1						False	False	False		10		small	1	0	1	0.5	0.5
wh2_slingshot_rock_small	150	100	100	22		False		Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Play	Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False	wh2_grp_projectile_small_rock_fire_normal	wh2_grp_projectile_small_rock_inflight_normal	wh2_grp_projectile_small_rock_impact_normal	1						False	False	False		10		small	1	0	1	0.5	0.5
wh2_solar_engine	400	1200	400	0	Battle_Individual_Solar_Engine_Fire	False	Battle_Individual_Projectile_Incoming_Shell	Battle_Individual_Solar_Engine_Impact		Battle_Individual_Solar_Engine_Inflight_Start	Battle_Individual_Solar_Engine_Inflight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	False				1						False	False	False	Battle_Individual_Projectile_Solar_Engine_Flyby	50	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh2_warpfiregun_flame	100	150	90	10		False										100	False	False		False	False		wh2_grp_warpfiregun_loop	wh2_grp_projectile_warpfiregun_flame	1						False	False	False		10		medium	1	0	1	0.5	0.5
wh_bolt_thrower	0	240	255	22		False	Battle_Individual_Projectile_Incoming_Bolt_Thrower_Bolt	Battle_Individual_Projectile_Bolt_Thrower_Impact		Battle_Individual_Projectile_Bolt_Thrower_InFlight_Play	Battle_Individual_Projectile_Bolt_Thrower_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False				1						False	False	False	Battle_Individual_Projectile_Incoming_Bolt_Thrower_Bolt	20	Battle_Projectile_Doppler	small	1	0	1	0.5	0.5
wh_bow_arrow_flaming	150	100	100	22	Battle_Individual_Projectile_Arrow_Fire_Flaming	False		Battle_Individual_Projectile_Arrow_Impact		Battle_Individual_Projectile_Arrow_InFlight_Flaming_Play	Battle_Individual_Projectile_Arrow_InFlight_Flaming_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False	wh_grp_projectile_arrow_fire_flaming	wh_grp_projectile_arrow_inflight_flaming	wh_grp_projectile_arrow_impact_flaming	1						False	False	False	Battle_Individual_Projectile_Arrow_Passby	17		small	1	0	1	0.5	0.8
wh_bow_arrow_magical	150	150	150	22	Battle_Individual_Projectile_Arrow_Fire_Magical	False		Battle_Individual_Projectile_Arrow_Impact_Magical		Battle_Individual_Projectile_Arrow_InFlight_Magical_Play	Battle_Individual_Projectile_Arrow_InFlight_Magical_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False	wh_grp_projectile_arrow_fire_magical	wh_grp_projectile_arrow_inflight_magical	wh_grp_projectile_arrow_impact_magical	1						False	False	False		10		medium	1	0	1	0.5	0.5
wh_bow_arrow_normal	150	100	100	22	Battle_Individual_Projectile_Arrow_Fire_Normal	False		Battle_Individual_Projectile_Arrow_Impact		Battle_Individual_Projectile_Arrow_InFlight_Normal_Play	Battle_Individual_Projectile_Arrow_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False	wh_grp_projectile_arrow_fire_normal	wh_grp_projectile_arrow_inflight_normal	wh_grp_projectile_arrow_impact_normal	1						False	False	False	Battle_Individual_Projectile_Arrow_Passby	17		small	1	0	1	0.5	0.8
wh_bullet	250	50	100	10		False		Battle_Individual_Projectile_Bullet_Impact		Battle_Individual_Projectile_Bullet_InFlight_Play	Battle_Individual_Projectile_Bullet_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True		wh_grp_projectile_bullet_inflight	wh_grp_projectile_bullet_impact	1						False	False	False		10		small	1	0	1	0.5	0.5
wh_cannon_cannonball_flaming	400	610	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Cannon_Ball_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_cannon_cannonball_normal	400	610	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Cannon_Ball_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_cannon_rock_cluster	400	400	300	10		False	Battle_Individual_Projectile_Incoming_Rock	Play_Battle_Individual_Projectile_Rock_Cluster_Impact		Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed			Battle_Projectile_Impact_Target	False	False	True		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_carcass	0	175	300	10		False				Battle_Individual_Projectile_Cannon_Ball_InFlight_Play	Battle_Individual_Projectile_Cannon_Ball_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	False				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_carcass_debris	0	20	0	10		False										100	False	False		False	False				1						False	False	False		10		small	1	0	1	0.5	0.5
wh_catapult_rock_flaming	250	500	300	10	Battle_Individual_Projectile_Rock_Launch_Whoosh	False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Impact		Battle_Individual_Projectile_Rock_InFlight_Play	Battle_Individual_Projectile_Rock_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False	Battle_Individual_Projectile_Incoming_Rock	25	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_catapult_rock_normal	250	500	300	10	Battle_Individual_Projectile_Rock_Launch_Whoosh	False	Battle_Individual_Projectile_Incoming_Rock	Battle_Individual_Projectile_Rock_Impact		Battle_Individual_Projectile_Rock_InFlight_Play	Battle_Individual_Projectile_Rock_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False	Battle_Individual_Projectile_Incoming_Rock	25	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_copter_bomb	0	500	300	10		False	Battle_Individual_Projectile_Incoming_Shell_Small	Battle_Individual_Projectile_Bomb_Explosion		Battle_Individual_Projectile_Bomb_InFlight_Play	Battle_Individual_Projectile_Bomb_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed	Battle_Projectile_Height	Projectile_Height		False	False	False		10		large	1	0	1	0.5	0.5
wh_copter_grenade	100	400	300	10		False	Battle_Individual_Projectile_Incoming_Shell_Small	Battle_Individual_Projectile_Grenade_Explosion		Battle_Individual_Projectile_Bomb_Cargo_InFlight_Play	Battle_Individual_Projectile_Bomb_Cargo_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10		large	1	0	1	0.5	0.5
wh_crossbow_bolt_flaming	150	100	100	22	Battle_Individual_Projectile_Bolt_Fire_Flaming	False		Battle_Individual_Projectile_Bolt_Impact		Battle_Individual_Projectile_Bolt_InFlight_Flaming_Play	Battle_Individual_Projectile_Bolt_InFlight_Flaming_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False			wh_grp_projectile_crossbow_impact	1						False	False	False	Battle_Individual_Projectile_Arrow_Passby	18		small	1	0	1	0.5	1
wh_crossbow_bolt_normal	150	100	100	22	Battle_Individual_Projectile_Bolt_Fire	False		Battle_Individual_Projectile_Bolt_Impact		Battle_Individual_Projectile_Bolt_InFlight_Normal_Play	Battle_Individual_Projectile_Bolt_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False			wh_grp_projectile_crossbow_impact	1						False	False	False	Battle_Individual_Projectile_Arrow_Passby	18		small	1	0	1	0.5	1
wh_death_star	0	100	200	22		False		Battle_Individual_Projectile_Death_Star_Impact		Battle_Individual_Projectile_Death_Star_InFlight_Play	Battle_Individual_Projectile_Death_Star_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	False				1						False	False	False		10		small	1	0	1	0.5	0.5
wh_dlc05_ability_the_bow_of_loren	500	500	360	10		False										500	False	False		False	True		wh_dlc05_ability_the_bow_of_loren_inflight	wh_dlc05_ability_the_bow_of_loren_impact	1						False	False	False		10		magic	1	0	1	0.5	0.5
wh_dlc05_weapon_abilities_arrow_of_kurnous	500	500	500	10	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Launch	False		Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Impact		Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Inflight_Start	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Inflight_Stop					500	False	False		False	True				1						False	False	False	Battle_IND_Magic_Ability_Arrow_Of_Kurnous_Flyby	10	Battle_Projectile_Doppler	magic	1	0	1	0.5	0.5
wh_dlc07_ability_chalice_of_potions	0	1000	1000	0		False	Battle_IND_Magic_Bretonnia_Chalice_of_Potions_Incoming			Battle_IND_Magic_Bretonnia_Chalice_of_Potions_Inflight_Start	Battle_IND_Magic_Bretonnia_Chalice_of_Potions_Inflight_Stop					100	False	False		False	False				0	Battle_Projectile_Height	Projectile_Height	Battle_Projectile_Time_Till_Impact	Projectile_Time_Till_Impact		False	False	False		10		large	1	0	1	0.5	0.5
wh_doomdiver_goblin	310	250	310	0	Battle_Individual_Projectile_Doom_Diver_Fire	False	Battle_Individual_Projectile_Doom_Diver_Incoming	Battle_Individual_Projectile_Doom_Driver_Impact		Battle_Individual_Projectile_Doom_Diver_InFlight_Play	Battle_Individual_Projectile_Doom_Diver_InFlight_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Large_Stop			100	False	False		False	True				1.8	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
wh_dragon_breath_flame	100	300	200	10		False										100	False	False		False	False		wh2_grp_projectile_dragons_breath_flaming_loop		1						False	False	False		10		medium	1	0	1	0.5	0.5
wh_dragon_breath_ice	100	300	200	10		False										100	False	False		False	False		wh_grp_projectile_dragons_breath_ice_loop		1						False	False	False		10		medium	1	0	1	0.5	0.5
wh_drakegun_flame	100	40	90	10		False										100	False	False		False	False		wh_grp_drakegun_loop		1						False	False	False		10		medium	1	0	1	0.5	0.5
wh_drakegun_troll_hammer	250	500	300	10		False	Battle_Individual_Projectile_Incoming_Rock_small	Battle_Individual_Projectile_Rock_Small_Impact		Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Play	Battle_Individual_Projectile_Rock_Small_InFlight_Normal_Stop	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Play	Battle_Individual_Projectile_Impact_Tree_Canopy_Small_Stop			100	False	False		False	True				1						False	False	False		10		medium	1	0	1	0.5	0.5
wh_flame_cannon_flame	150	400	300	10		False	Battle_Individual_Projectile_Incoming_Fire	Battle_Individual_Projectile_Flameball_Impact		Battle_Individual_Projectile_Flameball_Inflight_Start	Battle_Individual_Projectile_Flameball_Inflight_Stop					100	False	False		False	True				1.5	Battle_Projectile_Speed	Projectile_Speed				False	False	False		10	Battle_Projectile_Doppler	medium	1	0	1	0.5	0.5
