building_levels_tables
16
level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	commodity_vol	only_in_capital	military_prestige	naval_prestige	unknown11	unknown12	unknown13	unknown14	unknown15	unknown16	unknown17	unknown18	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	unknown22	unknown23	unknown24	unknown25	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	food_cost	slave_cap_contribution
wh2_main_brt_resource_obsidian_3	wh2_main_brt_resource_obsidian	2	4	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_emp_resource_obsidian	True	False	False	False	False	0	True	3	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_pastures_1	wh2_main_brt_resource_pastures	0	1	500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_pastures	True	False	False	False	False	0	True	1	wh_cam_resource_farming	True	0	0
wh2_main_brt_resource_pastures_2	wh2_main_brt_resource_pastures	1	2	1000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_pastures	True	False	False	False	False	0	True	2	wh_cam_resource_farming	True	0	0
wh2_main_brt_resource_pastures_3	wh2_main_brt_resource_pastures	2	3	2000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_pastures	True	False	False	False	False	0	True	3	wh_cam_resource_farming	True	0	0
wh2_main_brt_resource_pottery_1	wh2_main_brt_resource_pottery	0	2	750	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_pottery	True	False	False	False	False	0	True	1	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_pottery_2	wh2_main_brt_resource_pottery	1	3	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_pottery	True	False	False	False	False	0	True	2	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_pottery_3	wh2_main_brt_resource_pottery	2	4	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_pottery	True	False	False	False	False	0	True	3	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_salt_1	wh2_main_brt_resource_salt	0	2	750	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_salt	True	False	False	False	False	0	True	1	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_salt_2	wh2_main_brt_resource_salt	1	3	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_salt	True	False	False	False	False	0	True	2	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_salt_3	wh2_main_brt_resource_salt	2	4	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_salt	True	False	False	False	False	0	True	3	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_spices_1	wh2_main_brt_resource_spices	0	2	600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_emp_resource_spices	False	False	False	False	False	0	True	1	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_spices_2	wh2_main_brt_resource_spices	1	3	1200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_emp_resource_spices	False	False	False	False	False	0	True	2	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_spices_3	wh2_main_brt_resource_spices	2	4	2200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_emp_resource_spices	False	False	False	False	False	0	True	3	wh_cam_resource_worshop	True	0	0
wh2_main_brt_resource_timber_1	wh2_main_brt_resource_timber	0	2	750	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_timber	True	False	False	False	False	0	True	1	wh_cam_resource_lumber_mill	True	0	0
wh2_main_brt_resource_timber_2	wh2_main_brt_resource_timber	1	3	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_timber	True	False	False	False	False	0	True	2	wh_cam_resource_lumber_mill	True	0	0
wh2_main_brt_resource_timber_3	wh2_main_brt_resource_timber	2	4	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_timber	True	False	False	False	False	0	True	3	wh_cam_resource_lumber_mill	True	0	0
wh2_main_brt_resource_wine_1	wh2_main_brt_resource_wine	0	2	750	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_wine	True	False	False	False	False	0	True	1	wh_cam_resource_vineyard	True	0	0
wh2_main_brt_resource_wine_2	wh2_main_brt_resource_wine	1	3	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_wine	True	False	False	False	False	0	True	2	wh_cam_resource_vineyard	True	0	0
wh2_main_brt_resource_wine_3	wh2_main_brt_resource_wine	2	4	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_resource_wine	True	False	False	False	False	0	True	3	wh_cam_resource_vineyard	True	0	0
wh2_main_def_barracks_1	wh2_main_def_barracks	0	1	1000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_barracks	False	False	False	False	False	0	True	1		True	0	0
wh2_main_def_barracks_2	wh2_main_def_barracks	1	2	2000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_barracks	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_barracks_3	wh2_main_def_barracks	2	3	4000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_barracks	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_beasts_1	wh2_main_def_beasts	0	3	5000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_beasts	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_beasts_2	wh2_main_def_beasts	1	4	7500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_beasts	False	False	False	False	False	0	True	4		True	0	0
wh2_main_def_beasts_3	wh2_main_def_beasts	2	5	11250	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_beasts	False	False	False	False	False	0	True	5		True	0	0
wh2_main_def_coldones_1	wh2_main_def_coldones	0	4	7500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_coldones	False	False	False	False	False	0	True	4		True	0	0
wh2_main_def_coldones_2	wh2_main_def_coldones	1	5	11250	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_coldones	False	False	False	False	False	0	True	5		True	0	0
wh2_main_def_defence_major_1	wh2_main_def_defence_major	0	3	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_defence_major	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_defence_major_2	wh2_main_def_defence_major	1	4	5000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_defence_major	False	False	False	False	False	0	True	4		True	0	0
wh2_main_def_defence_major_3	wh2_main_def_defence_major	2	5	7500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_defence_major	False	False	False	False	False	0	True	5		True	0	0
wh2_main_def_defence_minor_1	wh2_main_def_defence_minor	0	2	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_defence_minor	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_defence_minor_2	wh2_main_def_defence_minor	1	3	3000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_defence_minor	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_defence_norsca_1	wh2_main_def_defence_norsca	0	2	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_defence_minor	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_exiles_1	wh2_main_def_exiles	0	2	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_exiles	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_exiles_2	wh2_main_def_exiles	1	3	5000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_exiles	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_farm_1	wh2_main_def_farm	0	1	500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_farm	False	False	False	False	False	0	True	1		True	0	0
wh2_main_def_farm_2	wh2_main_def_farm	1	2	1000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_farm	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_farm_3	wh2_main_def_farm	2	3	2000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_farm	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_industry_1	wh2_main_def_industry	0	2	750	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_industry	False	False	False	False	False	0	True	1		True	0	0
wh2_main_def_industry_2	wh2_main_def_industry	1	3	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_industry	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_industry_3	wh2_main_def_industry	2	4	2500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_industry	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_murder_1	wh2_main_def_murder	0	4	5000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_murder	False	False	False	False	False	0	True	4		True	0	0
wh2_main_def_murder_2	wh2_main_def_murder	1	5	7500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_murder	False	False	False	False	False	0	True	5		True	0	0
wh2_main_def_order_1	wh2_main_def_order	0	2	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_order	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_order_2	wh2_main_def_order	1	3	3000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_order	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_order_3	wh2_main_def_order	2	4	4500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_order	False	False	False	False	False	0	True	4		True	0	0
wh2_main_def_outpostnorsca_major_1	wh2_main_def_outpostnorsca_major	1	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major	False	False	False	False	False	0	True	0	wh_cam_settlement_major_darkelves	True	0	2000
wh2_main_def_outpostnorsca_major_1_coast	wh2_main_def_outpostnorsca_major_coast	1	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major_coast	False	False	False	False	False	0	True	0	wh_cam_settlement_darkelves_port	True	0	2000
wh2_main_def_outpostnorsca_major_2	wh2_main_def_outpostnorsca_major	2	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major	False	False	False	False	False	1	True	0	wh_cam_settlement_major_darkelves	True	0	2500
wh2_main_def_outpostnorsca_major_2_coast	wh2_main_def_outpostnorsca_major_coast	2	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major_coast	False	False	False	False	False	1	True	0	wh_cam_settlement_darkelves_port	True	0	2500
wh2_main_def_outpostnorsca_major_3	wh2_main_def_outpostnorsca_major	3	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major	False	False	False	False	False	2	True	0	wh_cam_settlement_major_darkelves	True	0	3500
wh2_main_def_outpostnorsca_major_3_coast	wh2_main_def_outpostnorsca_major_coast	3	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major_coast	False	False	False	False	False	2	True	0	wh_cam_settlement_darkelves_port	True	0	3500
wh2_main_def_outpostnorsca_major_4	wh2_main_def_outpostnorsca_major	4	5	4800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major	False	False	False	False	False	4	True	0	wh_cam_settlement_major_darkelves	True	0	5000
wh2_main_def_outpostnorsca_major_4_coast	wh2_main_def_outpostnorsca_major_coast	4	5	4800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major_coast	False	False	False	False	False	4	True	0	wh_cam_settlement_darkelves_port	True	0	5000
wh2_main_def_outpostnorsca_major_5	wh2_main_def_outpostnorsca_major	5	6	7200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major	False	False	False	False	False	5	True	0	wh_cam_settlement_major_darkelves	True	0	7000
wh2_main_def_outpostnorsca_major_5_coast	wh2_main_def_outpostnorsca_major_coast	5	6	7200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major_coast	False	False	False	False	False	5	True	0	wh_cam_settlement_darkelves_port	True	0	7000
wh2_main_def_outpostnorsca_major_ruin	wh2_main_def_outpostnorsca_major	0	1	0	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major	False	False	False	False	False	0	False	0	wh_cam_settlement_generic_ruin	True	0	0
wh2_main_def_outpostnorsca_major_ruin_coast	wh2_main_def_outpostnorsca_major_coast	0	1	0	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_major_coast	False	False	False	False	False	0	False	0	wh_cam_settlement_generic_ruin	True	0	0
wh2_main_def_outpostnorsca_minor_1	wh2_main_def_outpostnorsca_minor	1	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor	False	False	False	False	False	0	True	0	wh_cam_settlement_minor_darkelves	True	0	2000
wh2_main_def_outpostnorsca_minor_1_coast	wh2_main_def_outpostnorsca_minor_coast	1	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor_coast	False	False	False	False	False	0	True	0	wh_cam_settlement_darkelves_port	True	0	2000
wh2_main_def_outpostnorsca_minor_2	wh2_main_def_outpostnorsca_minor	2	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor	False	False	False	False	False	1	True	0	wh_cam_settlement_minor_darkelves	True	0	2500
wh2_main_def_outpostnorsca_minor_2_coast	wh2_main_def_outpostnorsca_minor_coast	2	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor_coast	False	False	False	False	False	1	True	0	wh_cam_settlement_darkelves_port	True	0	2500
wh2_main_def_outpostnorsca_minor_3	wh2_main_def_outpostnorsca_minor	3	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor	False	False	False	False	False	2	True	0	wh_cam_settlement_minor_darkelves	True	0	3500
wh2_main_def_outpostnorsca_minor_3_coast	wh2_main_def_outpostnorsca_minor_coast	3	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor_coast	False	False	False	False	False	2	True	0	wh_cam_settlement_darkelves_port	True	0	3500
wh2_main_def_outpostnorsca_minor_ruin	wh2_main_def_outpostnorsca_minor	0	1	0	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor	False	False	False	False	False	0	False	0	wh_cam_settlement_generic_ruin	True	0	0
wh2_main_def_outpostnorsca_minor_ruin_coast	wh2_main_def_outpostnorsca_minor_coast	0	1	0	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_settlement_minor_coast	False	False	False	False	False	0	False	0	wh_cam_settlement_generic_ruin	True	0	0
wh2_main_def_pleasure_cult_1	wh2_main_def_pleasure_cult	0	2	750	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_pleasure_cult	False	False	False	False	False	0	True	1		True	0	0
wh2_main_def_pleasure_cult_2	wh2_main_def_pleasure_cult	1	2	1500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_pleasure_cult	False	False	False	False	False	0	True	2		True	0	0
wh2_main_def_pleasure_cult_3	wh2_main_def_pleasure_cult	2	3	3000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_pleasure_cult	False	False	False	False	False	0	True	3		True	0	0
wh2_main_def_pleasure_cult_4	wh2_main_def_pleasure_cult	3	4	4500	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_pleasure_cult	False	False	False	False	False	0	True	4		True	0	0
wh2_main_def_pleasure_cult_5	wh2_main_def_pleasure_cult	4	5	7000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_pleasure_cult	False	False	False	False	False	0	True	5		True	0	0
wh2_main_def_port_1	wh2_main_def_port	1	1	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_port	False	False	False	False	False	0	True	1	wh_cam_settlement_darkelves_port	True	0	0
wh2_main_def_port_2	wh2_main_def_port	2	3	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_port	False	False	False	False	False	0	True	3	wh_cam_settlement_darkelves_port	True	0	0
wh2_main_def_port_3	wh2_main_def_port	3	5	7200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_port	False	False	False	False	False	0	True	5	wh_cam_settlement_darkelves_port	True	0	0
wh2_main_def_port_ruin	wh2_main_def_port	0	1	0	0		0	False	0	0	False	False	False	False	False	False	False		True	wh_main_HUMAN_port	False	False	False	False	False	0	False	0	wh_cam_settlement_generic_ruin	True	0	0
wh2_main_def_resource_animals_1	wh2_main_def_resource_animals	0	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_animals	False	False	False	False	False	0	True	1	wh_cam_resource_worshop	True	0	0
wh2_main_def_resource_animals_2	wh2_main_def_resource_animals	1	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_animals	False	False	False	False	False	0	True	2	wh_cam_resource_worshop	True	0	0
wh2_main_def_resource_animals_3	wh2_main_def_resource_animals	2	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_animals	False	False	False	False	False	0	True	3	wh_cam_resource_worshop	True	0	0
wh2_main_def_resource_dyes_1	wh2_main_def_resource_dyes	0	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_dyes	False	False	False	False	False	0	True	1	wh_cam_resource_worshop	True	0	0
wh2_main_def_resource_dyes_2	wh2_main_def_resource_dyes	1	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_dyes	False	False	False	False	False	0	True	2	wh_cam_resource_worshop	True	0	0
wh2_main_def_resource_dyes_3	wh2_main_def_resource_dyes	2	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_dyes	False	False	False	False	False	0	True	3	wh_cam_resource_worshop	True	0	0
wh2_main_def_resource_furs_1	wh2_main_def_resource_furs	0	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_furs	False	False	False	False	False	0	True	1	wh_cam_resource_farming	True	0	0
wh2_main_def_resource_furs_2	wh2_main_def_resource_furs	1	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_furs	False	False	False	False	False	0	True	2	wh_cam_resource_farming	True	0	0
wh2_main_def_resource_furs_3	wh2_main_def_resource_furs	2	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_furs	False	False	False	False	False	0	True	3	wh_cam_resource_farming	True	0	0
wh2_main_def_resource_gems_1	wh2_main_def_resource_gems	0	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_gems	False	False	False	False	False	0	True	1	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_gems_2	wh2_main_def_resource_gems	1	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_gems	False	False	False	False	False	0	True	2	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_gems_3	wh2_main_def_resource_gems	2	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_gems	False	False	False	False	False	0	True	3	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_gold_1	wh2_main_def_resource_gold	0	3	1000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_gold	False	False	False	False	False	0	True	1	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_gold_2	wh2_main_def_resource_gold	1	4	2000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_gold	False	False	False	False	False	0	True	2	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_gold_3	wh2_main_def_resource_gold	2	5	4000	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_gold	False	False	False	False	False	0	True	3	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_iron_1	wh2_main_def_resource_iron	0	2	800	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_iron	False	False	False	False	False	0	True	1	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_iron_2	wh2_main_def_resource_iron	1	3	1600	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_iron	False	False	False	False	False	0	True	2	wh_cam_resource_mining	True	0	0
wh2_main_def_resource_iron_3	wh2_main_def_resource_iron	2	4	3200	0		0	False	0	0	False	False	False	False	False	False	False		True	wh2_main_def_resource_iron	False	False	False	False	False	0	True	3	wh_cam_resource_mining	True	0	0
