building_instances_tables
0
key	num_instances
wh2_main_skv_industry	1
wh2_main_skv_monsters	1
wh2_main_skv_order	1
wh2_main_skv_plagues	1
wh2_main_skv_resource_animals	1
wh2_main_skv_resource_dyes	1
wh2_main_skv_resource_furs	1
wh2_main_skv_resource_gems	1
wh2_main_skv_resource_gold	1
wh2_main_skv_resource_iron	1
wh2_main_skv_resource_marble	1
wh2_main_skv_resource_medicine	1
wh2_main_skv_resource_obsidian	1
wh2_main_skv_resource_pasture	1
wh2_main_skv_resource_pottery	1
wh2_main_skv_resource_salt	1
wh2_main_skv_resource_spices	1
wh2_main_skv_resource_wine	1
wh2_main_skv_resource_wood	1
wh2_main_skv_slaves	1
wh2_main_skv_stormvermin	1
wh2_main_skv_temple	1
wh2_main_special_altar_of_ultimate_darkness	1
wh2_main_special_altdorf_castle_reikguard	1
wh2_main_special_altdorf_imperial_palace	1
wh2_main_special_anlec_citadel	1
wh2_main_special_axlotl_chameleon_shrine	1
wh2_main_special_big_fort	1
wh2_main_special_blood_keep	1
wh2_main_special_brewery	1
wh2_main_special_chamber_of_visions	1
wh2_main_special_clar_karond_lairs	1
wh2_main_special_corrupted_spawning_pool	1
wh2_main_special_cothique_palace	1
wh2_main_special_def_vauls_anvil	1
wh2_main_special_dorks_rock	1
wh2_main_special_drakenhof_court	1
wh2_main_special_ellyrian_stables	1
wh2_main_special_everqueen_court	1
wh2_main_special_fallen_gates	1
wh2_main_special_ghond_convent_of_sorcery	1
wh2_main_special_glittering_tower	1
wh2_main_special_golden_tower_of_the_gods	1
wh2_main_special_hag_graef_mines	1
wh2_main_special_hall_of_dragons	1
wh2_main_special_har_ganeth_hellebron_palace	1
wh2_main_special_har_ganeth_temple_of_khaine	1
wh2_main_special_hellpit_pits	1
wh2_main_special_hexoatl_incubator	1
wh2_main_special_hexoatl_stellar_pyramids	1
wh2_main_special_itza_emerald_pools	1
wh2_main_special_itza_vaults_of_the_old_ones	1
wh2_main_special_karaz_a_karak_airport	1
wh2_main_special_karond_kar_slavers	1
wh2_main_special_lothern_port	1
wh2_main_special_mors_hq	1
wh2_main_special_mousillon_merovech	1
wh2_main_special_naggarond_black_guard	1
wh2_main_special_naggarond_witch_king	1
wh2_main_special_oyxl_shrine_of_birds	1
wh2_main_special_phoenix_king_court	1
wh2_main_special_pyramid_of_nagash	1
wh2_main_special_quetza_serpent_lairs	1
wh2_main_special_quintex	1
wh2_main_special_shrine_of_asuryan	1
wh2_main_special_shrine_of_khaine	1
wh2_main_special_skavenblight_council13	1
wh2_main_special_skavenblight_shattered_tower	1
wh2_main_special_tiranoc_palace	1
wh2_main_special_tlaxtlan_temple_of_the_eclipse	1
wh2_main_special_tor_achare_kurnous	1
wh2_main_special_tower_of_hoeth	1
wh2_main_special_trololol	1
wh2_main_special_underway_hub	1
wh2_main_special_underworld_sea_gate	1
wh2_main_special_xlanhuapec_temple_of_mists	1
wh2_main_special_yvresse_amphitheatre	1
wh2_main_special_ziggurat_of_dawn_beacon	1
wh2_main_vmp_raisedead	1
wh2_main_vmp_resource_animals	1
wh2_main_vmp_resource_medicine	1
wh2_main_vmp_resource_obsidian	1
wh2_main_vmp_resource_spices	1
wh2_main_wef_eco_court	1
wh2_main_wef_offices	1
wh2_main_wef_replenishment	1
wh2_main_wef_temple	1
wh_dlc03_BEASTMEN_city	1
wh_dlc03_BEASTMEN_military_major	1
wh_dlc03_BEASTMEN_military_minor	1
wh_dlc03_BEASTMEN_port	1
wh_dlc03_BEASTMEN_town	1
wh_dlc03_horde_beastmen_arcane	1
wh_dlc03_horde_beastmen_centigors	1
wh_dlc03_horde_beastmen_chaos	1
wh_dlc03_horde_beastmen_creatures	1
wh_dlc03_horde_beastmen_giants	1
wh_dlc03_horde_beastmen_gors	1
wh_dlc03_horde_beastmen_herd	1
wh_dlc03_horde_beastmen_minotaurs	1
wh_dlc03_horde_beastmen_razorgors	1
wh_dlc03_horde_beastmen_weapons	1
wh_dlc05_elf_armoury	1
wh_dlc05_elf_cavalry	1
wh_dlc05_elf_crafts	1
wh_dlc05_elf_fletcher	1
wh_dlc05_elf_food	1
wh_dlc05_elf_garrison	1
wh_dlc05_elf_oak_of_ages	1
wh_dlc05_elf_oak_of_ages_branch_fade	1
wh_dlc05_elf_oak_of_ages_branch_hunt	1
wh_dlc05_elf_oak_of_ages_branch_ice	1
wh_dlc05_elf_oak_of_ages_branch_rebirth	1
wh_dlc05_elf_oak_of_ages_branch_redemption	1
wh_dlc05_elf_outpost_major	1
wh_dlc05_wef_agents	1
wh_dlc05_wef_dragons	1
wh_dlc05_wef_flying	1
wh_dlc05_wef_income	1
wh_dlc05_wef_income_buff	1
wh_dlc05_wef_melee	1
wh_dlc05_wef_office_starlight_forge	1
wh_dlc05_wef_office_the_wild_heath	1
wh_dlc05_wef_office_wardancer_feast_halls	1
wh_dlc05_wef_office_wildwood_waystones	1
wh_dlc05_wef_outpost_foraging	1
wh_dlc05_wef_outpost_major_coast	1
wh_dlc05_wef_outpost_minor	1
wh_dlc05_wef_outpost_minor_coast	1
wh_dlc05_wef_outpost_recruitment	1
wh_dlc05_wef_outpost_replenishment	1
wh_dlc05_wef_outpost_slaughter	1
wh_dlc05_wef_ranged	1
wh_dlc05_wef_resource_dyes	1
wh_dlc05_wef_resource_furs	1
wh_dlc05_wef_resource_gold	1
wh_dlc05_wef_resource_iron	1
wh_dlc05_wef_resource_marble	1
wh_dlc05_wef_resource_pastures	1
wh_dlc05_wef_resource_pottery	1
wh_dlc05_wef_resource_salt	1
wh_dlc05_wef_resource_timber	1
wh_dlc05_wef_resource_wine	1
wh_dlc05_wef_settlement_major	1
wh_dlc05_wef_settlement_major_coast	1
wh_dlc05_wef_settlement_minor	1
wh_dlc05_wef_settlement_minor_coast	1
wh_dlc05_wef_spellsingers	1
wh_dlc05_wef_temple_anath_raema	1
wh_dlc05_wef_temple_ereth_khial	1
wh_dlc05_wef_temple_isha	1
wh_dlc05_wef_temple_kurnous	1
wh_dlc05_wef_tree_delliandra	1
wh_dlc05_wef_tree_druthandor	1
wh_dlc05_wef_tree_spirits	1
wh_dlc05_wef_tree_talrennic	1
wh_dlc05_wef_tree_threllock	1
wh_dlc05_wef_walls	1
wh_dlc06_GOBLIN_squigs	1
wh_dlc06_dwf_eight_peaks	1
wh_dlc06_dwf_ranger_hub	1
wh_dlc06_grn_eight_peaks	1
wh_main_BRETONNIA_carpenter	1
wh_main_BRETONNIA_garrison	1
wh_main_BRETONNIA_legendary	1
wh_main_BRETONNIA_port	1
wh_main_BRETONNIA_resource_iron_military	1
wh_main_BRETONNIA_resource_pastures_military	1
wh_main_BRETONNIA_resource_timber_military	1
wh_main_BRETONNIA_worship	1
wh_main_CHAOS_city	1
wh_main_CHAOS_military_major	1
wh_main_CHAOS_military_minor	1
wh_main_CHAOS_port	1
wh_main_CHAOS_town	1
wh_main_DWARFS_barracks	1
wh_main_DWARFS_engineer	1
wh_main_DWARFS_farm	1
wh_main_DWARFS_garrison	1
wh_main_DWARFS_industry	1
wh_main_DWARFS_oaths	1
wh_main_DWARFS_port	1
wh_main_DWARFS_resource_brine	1
wh_main_DWARFS_resource_cinnabar	1
wh_main_DWARFS_resource_coal	1
wh_main_DWARFS_resource_game	1
wh_main_DWARFS_resource_gemstones	1
wh_main_DWARFS_resource_gold	1
wh_main_DWARFS_resource_iron	1
wh_main_DWARFS_resource_marble	1
wh_main_DWARFS_resource_pastures	1
wh_main_DWARFS_resource_pottery	1
wh_main_DWARFS_resource_water	1
wh_main_DWARFS_resource_wine	1
wh_main_DWARFS_slayers	1
wh_main_DWARFS_smiths	1
wh_main_DWARFS_tavern	1
wh_main_DWARFS_trade_depot	1
wh_main_DWARFS_walls	1
wh_main_DWARFS_workshops	1
wh_main_DWARF_resource_iron_military	1
wh_main_DWARF_resource_salt_military	1
wh_main_EMPIRE_barracks	1
wh_main_EMPIRE_farm_basic	1
wh_main_EMPIRE_farm_extra	1
wh_main_EMPIRE_forges	1
wh_main_EMPIRE_garrison	1
wh_main_EMPIRE_holstery	1
wh_main_EMPIRE_industry_basic	1
wh_main_EMPIRE_industry_extra	1
wh_main_EMPIRE_resource_iron_military	1
wh_main_EMPIRE_resource_pastures_military	1
wh_main_EMPIRE_resource_timber_military	1
wh_main_EMPIRE_smiths	1
wh_main_EMPIRE_stables	1
wh_main_EMPIRE_walls	1
wh_main_EMPIRE_wizards	1
wh_main_EMPIRE_worship	1
wh_main_GOBLIN_fungus	1
wh_main_GOBLIN_military	1
wh_main_GOBLIN_settlement_major	1
wh_main_GOBLIN_settlement_major_coast	1
wh_main_GOBLIN_settlement_minor	1
wh_main_GOBLIN_settlement_minor_coast	1
wh_main_GOBLIN_shaman	1
wh_main_GOBLIN_spiders	1
wh_main_GOBLIN_wolves	1
wh_main_GREENSKINS_port	1
wh_main_GREENSKINS_resource_gemstones	1
wh_main_GREENSKINS_resource_gold	1
wh_main_GREENSKINS_resource_iron_military	1
wh_main_GREENSKINS_resource_pastures_furs_military	1
wh_main_GREENSKINS_resource_timber_military	1
wh_main_HUMAN_port	1
wh_main_HUMAN_resource_dyes	1
wh_main_HUMAN_resource_furs	1
wh_main_HUMAN_resource_gemstones	1
wh_main_HUMAN_resource_gold	1
wh_main_HUMAN_resource_iron	1
wh_main_HUMAN_resource_marble	1
wh_main_HUMAN_resource_pastures	1
wh_main_HUMAN_resource_pottery	1
wh_main_HUMAN_resource_salt	1
wh_main_HUMAN_resource_timber	1
wh_main_HUMAN_resource_wine	1
wh_main_HUMAN_settlement_major	1
wh_main_HUMAN_settlement_major_coast	1
wh_main_HUMAN_settlement_minor	1
wh_main_HUMAN_settlement_minor_coast	1
wh_main_KISLEV_city	1
wh_main_KISLEV_military_major	1
wh_main_KISLEV_military_minor	1
wh_main_KISLEV_port	1
wh_main_KISLEV_town	1
wh_main_NORSCA_garrison	1
wh_main_NORSCA_military	1
wh_main_NORSCA_port	1
wh_main_NORSCA_settlement	1
wh_main_NORSCA_smith	1
wh_main_NORSCA_stables	1
wh_main_NORSCA_worship	1
wh_main_ORC_GOBLIN_boss	1
wh_main_ORC_GOBLIN_farm	1
wh_main_ORC_GOBLIN_garrison	1
wh_main_ORC_GOBLIN_industry	1
wh_main_ORC_GOBLIN_tinker	1
wh_main_ORC_GOBLIN_trolls	1
wh_main_ORC_GOBLIN_walls	1
wh_main_ORC_forge	1
wh_main_ORC_giants	1
wh_main_ORC_military	1
wh_main_ORC_pigs	1
wh_main_ORC_settlement_major	1
wh_main_ORC_settlement_major_coast	1
wh_main_ORC_settlement_minor	1
wh_main_ORC_settlement_minor_coast	1
wh_main_ORC_shaman	1
wh_main_SAVAGEORCS_boss	1
wh_main_SAVAGEORCS_farm	2
wh_main_SAVAGEORCS_industry	2
wh_main_SAVAGEORCS_military_goblin	1
wh_main_SAVAGEORCS_military_orc	1
wh_main_SAVAGEORCS_pigs	1
wh_main_SAVAGEORC_garrison	1
wh_main_TEB_city	1
wh_main_TEB_military_major	1
wh_main_TEB_military_minor	1
wh_main_TEB_port	1
wh_main_TEB_town	1
wh_main_VAMPIRES_armoury	1
wh_main_VAMPIRES_balefire	1
wh_main_VAMPIRES_bindingcircle	1
wh_main_VAMPIRES_cemetary	1
wh_main_VAMPIRES_forest	1
wh_main_VAMPIRES_garrison	1
wh_main_VAMPIRES_necromancers	1
wh_main_VAMPIRES_ossuary	1
wh_main_VAMPIRES_port	1
wh_main_VAMPIRES_resource_gemstones	1
wh_main_VAMPIRES_resource_iron_military	1
wh_main_VAMPIRES_resource_pastures_timber_military	1
wh_main_VAMPIRES_vampires	1
wh_main_VAMPIRES_walls	1
wh_main_bretonnia_hospital	1
wh_main_building_instance_military_major	1
wh_main_building_instance_military_minor	1
wh_main_building_instance_port	1
wh_main_building_instance_settlement_major	1
wh_main_building_instance_settlement_minor	1
wh_main_hef_resource_animals	1
wh_main_hef_resource_dyes	1
wh_main_hef_resource_furs	1
wh_main_hef_resource_gems	1
wh_main_hef_resource_gold	1
wh_main_hef_resource_iron	1
wh_main_hef_resource_marble	1
wh_main_hef_resource_medicine	1
wh_main_hef_resource_pasture	1
wh_main_hef_resource_salt	1
wh_main_hef_resource_spices	1
wh_main_hef_resource_wine	1
wh_main_hef_resource_wood	1
wh_main_horde_chaos_dragon_ogres	1
wh_main_horde_chaos_forge	1
wh_main_horde_chaos_giants	1
wh_main_horde_chaos_knights	1
wh_main_horde_chaos_magic	1
wh_main_horde_chaos_marauders	1
wh_main_horde_chaos_settlement	1
wh_main_horde_chaos_trolls	1
wh_main_horde_chaos_warriors	1
wh_main_horde_chaos_weapons	1
wh_main_special_archecclesiatium	1
wh_main_special_blazing_sun_chapterhouse	1
wh_main_special_bokha_palace	1
wh_main_special_brightstone_mine	1
wh_main_special_college_of_magic	1
wh_main_special_erengrad_port	1
wh_main_special_great_slayer_shrine	1
wh_main_special_great_temple_of_ulric	1
wh_main_special_greenskin_vandalisation	6
wh_main_special_high_king_throne_hall	1
wh_main_special_knights_panther_chapterhouse	1
wh_main_special_marienburg_port	1
wh_main_special_nuln_gunnery_school	1
wh_main_special_reiksfort	1
wh_main_special_tournament_grounds	1
wh_pro02_VAMPIRES_isabella_unique	1
