technologies_tables
5
key	building_level	position_index	icon_name	military_prestige	naval_prestige	econimic_prestige	enlightenment_prestige	mp_available_early	mp_available_late	info_pic	unique_id	is_civil	is_engineering	is_military
tech_def_0_1_0	wh_main_chs_port	1	wh2_def_tech_driven_by_vengeance	0	0	0	0	False	False	"placeholder.tga"	7794	False	False	True
tech_def_0_1_1	wh_main_chs_port	1	wh2_def_tech_marching_to_war	0	0	0	0	False	False	"placeholder.tga"	7795	False	False	True
tech_def_0_1_2	wh_main_chs_port	1	wh2_def_tech_martial_society	0	0	0	0	False	False	"placeholder.tga"	7801	False	False	True
tech_def_0_1_3	wh_main_chs_port	1	wh2_def_tech_ascend_through_battle	0	0	0	0	False	False	"placeholder.tga"	7805	False	False	True
tech_def_0_2_0	wh_main_chs_port	1	wh2_def_tech_fuelled_by_ravaging	0	0	0	0	False	False	"placeholder.tga"	7809	False	False	True
tech_def_0_2_1	wh_main_chs_port	1	wh2_def_tech_piracy_charters	0	0	0	0	False	False	"placeholder.tga"	7817	False	False	True
tech_def_0_2_2	wh_main_chs_port	1	wh2_def_tech_sea_training	0	0	0	0	False	False	"placeholder.tga"	7826	False	False	True
tech_def_0_2_3	wh_main_chs_port	1	wh2_def_tech_bloodthirsty_companions	0	0	0	0	False	False	"placeholder.tga"	7836	False	False	True
tech_def_0_3_0	wh_main_chs_port	1	wh2_def_tech_founded_on_tyranny	0	0	0	0	False	False	"placeholder.tga"	7845	False	False	True
tech_def_0_3_1	wh_main_chs_port	1	wh2_def_tech_revel_in_suffering	0	0	0	0	False	False	"placeholder.tga"	7852	False	False	True
tech_def_0_3_2	wh_main_chs_port	1	wh2_def_tech_continuous_slave_supply	0	0	0	0	False	False	"placeholder.tga"	7855	False	False	True
tech_def_0_3_3	wh_main_chs_port	1	wh2_def_tech_exploit_feuds	0	0	0	0	False	False	"placeholder.tga"	7857	False	False	True
tech_def_1_0_0	wh_main_chs_port	1	wh2_def_tech_upgrade_0	0	0	0	0	False	False	"placeholder.tga"	7867	False	False	True
tech_def_1_1_0	wh_main_chs_port	1	wh2_def_tech_forged_to_kill	0	0	0	0	False	False	"placeholder.tga"	7868	False	False	True
tech_def_1_1_1	wh_main_chs_port	1	wh2_def_tech_crossbow_reworking	0	0	0	0	False	False	"placeholder.tga"	7873	False	False	True
tech_def_1_1_2	wh_main_chs_port	1	wh2_def_tech_hit_and_run	0	0	0	0	False	False	"placeholder.tga"	7881	False	False	True
tech_def_1_1_3	wh_main_chs_port	1	wh2_def_tech_cartridged_bolts	0	0	0	0	False	False	"placeholder.tga"	7891	False	False	True
tech_def_1_2_0	wh_main_chs_port	1	wh2_def_tech_broken_by_lashes	0	0	0	0	False	False	"placeholder.tga"	7898	False	False	True
tech_def_1_2_1	wh_main_chs_port	1	wh2_def_tech_sadistic_handlers	0	0	0	0	False	False	"placeholder.tga"	7899	False	False	True
tech_def_1_2_2	wh_main_chs_port	1	wh2_def_tech_dominating_the_beast	0	0	0	0	False	False	"placeholder.tga"	7905	False	False	True
tech_def_1_2_3	wh_main_chs_port	1	wh2_def_tech_never_see_daylight_again	0	0	0	0	False	False	"placeholder.tga"	7909	False	False	True
tech_def_1_3_0	wh_main_chs_port	1	wh2_def_tech_tempered_in_blood	0	0	0	0	False	False	"placeholder.tga"	7918	False	False	True
tech_def_1_3_1	wh_main_chs_port	1	wh2_def_tech_temple_training_grounds	0	0	0	0	False	False	"placeholder.tga"	7920	False	False	True
tech_def_1_3_2	wh_main_chs_port	1	wh2_def_tech_purge_the_weak	0	0	0	0	False	False	"placeholder.tga"	7926	False	False	True
tech_def_1_3_3	wh_main_chs_port	1	wh2_def_tech_festivals_of_khaine	0	0	0	0	False	False	"placeholder.tga"	7935	False	False	True
tech_def_1_3_3_slaanesh	wh_main_chs_port	1	wh2_def_tech_festivals_of_khaine	0	0	0	0	False	False	"placeholder.tga"	8445	False	False	True
tech_def_2_0_0	wh_main_chs_port	1	wh2_def_tech_upgrade_I	0	0	0	0	False	False	"placeholder.tga"	7943	False	False	True
tech_def_2_1_0	wh_main_chs_port	1	wh2_def_tech_an_instrument_of_war	0	0	0	0	False	False	"placeholder.tga"	7952	False	False	True
tech_def_2_1_1	wh_main_chs_port	1	wh2_def_tech_black_iron_armour_crafting	0	0	0	0	False	False	"placeholder.tga"	7959	False	False	True
tech_def_2_1_2	wh_main_chs_port	1	wh2_def_tech_exotic_beast_hide_armour	0	0	0	0	False	False	"placeholder.tga"	7967	False	False	True
tech_def_2_1_3	wh_main_chs_port	1	wh2_def_tech_walking_in_darkness	0	0	0	0	False	False	"placeholder.tga"	7974	False	False	True
tech_def_2_2_0	wh_main_chs_port	1	wh2_def_tech_pressed_into_servitude	0	0	0	0	False	False	"placeholder.tga"	7979	False	False	True
tech_def_2_2_1	wh_main_chs_port	1	wh2_def_tech_recruit_convicts	0	0	0	0	False	False	"placeholder.tga"	7983	False	False	True
tech_def_2_2_2	wh_main_chs_port	1	wh2_def_tech_hunt_outlaws	0	0	0	0	False	False	"placeholder.tga"	7992	False	False	True
tech_def_2_2_3	wh_main_chs_port	1	wh2_def_tech_keep_what_you_capture	0	0	0	0	False	False	"placeholder.tga"	7995	False	False	True
tech_def_2_3_0	wh_main_chs_port	1	wh2_def_tech_consumed_by_rivalry	0	0	0	0	False	False	"placeholder.tga"	8001	False	False	True
tech_def_2_3_1	wh_main_chs_port	1	wh2_def_tech_hardship_and_cruelty	0	0	0	0	False	False	"placeholder.tga"	8005	False	False	True
tech_def_2_3_2	wh_main_chs_port	1	wh2_def_tech_divide_and_conquer	0	0	0	0	False	False	"placeholder.tga"	8010	False	False	True
tech_def_2_3_3	wh_main_chs_port	1	wh2_def_tech_masters_of_murder	0	0	0	0	False	False	"placeholder.tga"	8144	False	False	True
tech_def_3_0_0	wh_main_chs_port	1	wh2_def_tech_upgrade_II	0	0	0	0	False	False	"placeholder.tga"	8019	False	False	True
tech_def_3_1_0	wh_main_chs_port	1	wh2_def_tech_no_sign_of_weakness	0	0	0	0	False	False	"placeholder.tga"	8021	False	False	True
tech_def_3_1_1	wh_main_chs_port	1	wh2_def_tech_bloodforged_platemail	0	0	0	0	False	False	"placeholder.tga"	8023	False	False	True
tech_def_3_1_2	wh_main_chs_port	1	wh2_def_tech_ceremonial_weapons	0	0	0	0	False	False	"placeholder.tga"	8028	False	False	True
tech_def_3_1_3	wh_main_chs_port	1	wh2_def_tech_serrated_blades	0	0	0	0	False	False	"placeholder.tga"	8035	False	False	True
tech_def_3_2_0	wh_main_chs_port	1	wh2_def_tech_under_the_yoke	0	0	0	0	False	False	"placeholder.tga"	8045	False	False	True
tech_def_3_2_1	wh_main_chs_port	1	wh2_def_tech_bewitch_dragon_eggs	0	0	0	0	False	False	"placeholder.tga"	8053	False	False	True
tech_def_3_2_2	wh_main_chs_port	1	wh2_def_tech_harnessed_fury	0	0	0	0	False	False	"placeholder.tga"	8057	False	False	True
tech_def_3_2_3	wh_main_chs_port	1	wh2_def_tech_bred_in_captivity	0	0	0	0	False	False	"placeholder.tga"	8067	False	False	True
tech_def_3_3_0	wh_main_chs_port	1	wh2_def_tech_a_life_of_dread	0	0	0	0	False	False	"placeholder.tga"	8070	False	False	True
tech_def_3_3_1	wh_main_chs_port	1	wh2_def_tech_deadly_accountability	0	0	0	0	False	False	"placeholder.tga"	8072	False	False	True
tech_def_3_3_2	wh_main_chs_port	1	wh2_def_tech_blood_and_death	0	0	0	0	False	False	"placeholder.tga"	8073	False	False	True
tech_def_3_3_2_slaanesh	wh_main_chs_port	1	wh2_def_tech_blood_and_death	0	0	0	0	False	False	"placeholder.tga"	8450	False	False	True
tech_def_3_3_3	wh_main_chs_port	1	wh2_def_tech_study_the_chaos_wastes	0	0	0	0	False	False	"placeholder.tga"	8078	False	False	True
tech_dlc03_bst_ancient_paths	wh_main_chs_port	1	tech_dlc03_bst_morslieh_3	0	0	0	0	False	False	placeholder.tga	7021	False	False	True
tech_dlc03_bst_blessings_of_the_dark_gods	wh_main_chs_port	1	tech_dlc03_bst_gods	0	0	0	0	False	False	placeholder.tga	7050	False	False	True
tech_dlc03_bst_blood_grounds	wh_main_chs_port	1	tech_dlc03_bst_hate_2	0	0	0	0	False	False	placeholder.tga	6997	False	False	True
tech_dlc03_bst_bountiful_herdstone	wh_main_chs_port	1	tech_dlc03_bst_gods_3	0	0	0	0	False	False	placeholder.tga	6969	False	False	True
tech_dlc03_bst_defiled_honour	wh_main_chs_port	1	tech_dlc03_bst_morslieh_2	0	0	0	0	False	False	placeholder.tga	7019	False	False	True
tech_dlc03_bst_drunken_fury	wh_main_chs_port	1	tech_dlc03_bst_chaos_2	0	0	0	0	False	False	placeholder.tga	6941	False	False	True
tech_dlc03_bst_embrace_of_chaos	wh_main_chs_port	1	tech_dlc03_bst_chaos	0	0	0	0	False	False	placeholder.tga	6936	False	False	True
tech_dlc03_bst_encircled_prey	wh_main_chs_port	1	tech_dlc03_bst_chaos_3	0	0	0	0	False	False	placeholder.tga	6945	False	False	True
tech_dlc03_bst_fell_rituals	wh_main_chs_port	1	tech_dlc03_bst_chaos_5	0	0	0	0	False	False	placeholder.tga	6955	False	False	True
tech_dlc03_bst_gaze_of_the_dark_gods	wh_main_chs_port	1	tech_dlc03_bst_powers_4	0	0	0	0	False	False	placeholder.tga	6956	False	False	True
tech_dlc03_bst_gore_drunk	wh_main_chs_port	1	tech_dlc03_bst_morslieh_1	0	0	0	0	False	False	placeholder.tga	7012	False	False	True
tech_dlc03_bst_grisly_trophies	wh_main_chs_port	1	tech_dlc03_bst_powers_1	0	0	0	0	False	False	placeholder.tga	7046	False	False	True
tech_dlc03_bst_heart_of_the_dark	wh_main_chs_port	1	tech_dlc03_bst_chaos_4	0	0	0	0	False	False	placeholder.tga	6953	False	False	True
tech_dlc03_bst_hives_of_pestilence	wh_main_chs_port	1	tech_dlc03_bst_hate_1	0	0	0	0	False	False	placeholder.tga	6987	False	False	True
tech_dlc03_bst_man_cleavers	wh_main_chs_port	1	tech_dlc03_bst_gods_4	0	0	0	0	False	False	placeholder.tga	6974	False	False	True
tech_dlc03_bst_messenger_of_the_bray	wh_main_chs_port	1	tech_dlc03_bst_gods_1	0	0	0	0	False	False	placeholder.tga	6959	False	False	True
tech_dlc03_bst_sacrifice_to_morslieh	wh_main_chs_port	1	tech_dlc03_bst_morslieh	0	0	0	0	False	False	placeholder.tga	7007	False	False	True
tech_dlc03_bst_the_days_of_wrath	wh_main_chs_port	1	tech_dlc03_bst_morslieh_5	0	0	0	0	False	False	placeholder.tga	7036	False	False	True
tech_dlc03_bst_the_endless_hunt	wh_main_chs_port	1	tech_dlc03_bst_powers_3	0	0	0	0	False	False	placeholder.tga	7048	False	False	True
tech_dlc03_bst_the_kalkengard_larder	wh_main_chs_port	1	tech_dlc03_bst_morslieh_4	0	0	0	0	False	False	placeholder.tga	7026	False	False	True
tech_dlc03_bst_the_path_to_war	wh_main_chs_port	1	tech_dlc03_bst_hate_3	0	0	0	0	False	False	placeholder.tga	7004	False	False	True
tech_dlc03_bst_the_rewards_of_ruin	wh_main_chs_port	1	tech_dlc03_bst_gods_5	0	0	0	0	False	False	placeholder.tga	6983	False	False	True
tech_dlc03_bst_the_seed_of_hate	wh_main_chs_port	1	tech_dlc03_bst_hate	0	0	0	0	False	False	placeholder.tga	6986	False	False	True
tech_dlc03_bst_true_horn	wh_main_chs_port	1	tech_dlc03_bst_gods_2	0	0	0	0	False	False	placeholder.tga	6966	False	False	True
tech_dlc03_bst_twisted_visions	wh_main_chs_port	1	tech_dlc03_bst_chaos_1	0	0	0	0	False	False	placeholder.tga	6937	False	False	True
tech_dlc03_bst_vitriolic_temperament	wh_main_chs_port	1	tech_dlc03_bst_powers_2	0	0	0	0	False	False	placeholder.tga	7047	False	False	True
tech_dlc03_bst_worship_of_the_ruinous_powers	wh_main_chs_port	1	tech_dlc03_bst_powers	0	0	0	0	False	False	placeholder.tga	7038	False	False	True
tech_dlc05_1_asuryan	wh_main_chs_port	0	wh_dlc05_wood_elves_asuryan	0	0	0	0	False	False	"placeholder.tga"	7069	False	False	True
tech_dlc05_1_cadai	wh_main_chs_port	0	wh_dlc05_wood_elves_cadai	0	0	0	0	False	False	"placeholder.tga"	7054	False	False	True
tech_dlc05_1_hoeth	wh_main_chs_port	0	wh_dlc05_wood_elves_hoeth	0	0	0	0	False	False	"placeholder.tga"	7098	False	False	True
tech_dlc05_1_isha	wh_main_chs_port	0	wh_dlc05_wood_elves_isha	0	0	0	0	False	False	"placeholder.tga"	7080	False	False	True
tech_dlc05_1_isha_mini	wh_main_chs_port	0	wh_dlc05_wood_elves_isha	0	0	0	0	False	False	"placeholder.tga"	7417	False	False	True
tech_dlc05_1_kurnous	wh_main_chs_port	0	wh_dlc05_wood_elves_kurnous	0	0	0	0	False	False	"placeholder.tga"	7059	False	False	True
tech_dlc05_1_ladrielle	wh_main_chs_port	0	wh_dlc05_wood_elves_ladrielle	0	0	0	0	False	False	"placeholder.tga"	7094	False	False	True
tech_dlc05_1_lileath	wh_main_chs_port	0	wh_dlc05_wood_elves_lileath	0	0	0	0	False	False	"placeholder.tga"	7088	False	False	True
tech_dlc05_1_loec	wh_main_chs_port	0	wh_dlc05_wood_elves_loec	0	0	0	0	False	False	"placeholder.tga"	7071	False	False	True
tech_dlc05_1_the_ancients	wh_main_chs_port	0	wh_dlc05_wood_elves_the_ancients	0	0	0	0	False	False	"placeholder.tga"	7108	False	False	True
tech_dlc05_1_vaul	wh_main_chs_port	0	wh_dlc05_wood_elves_vaul	0	0	0	0	False	False	"placeholder.tga"	7073	False	False	True
tech_dlc05_2_addaioth	wh_main_chs_port	0	wh_dlc05_wood_elves_addioth	0	0	0	0	False	False	"placeholder.tga"	7117	False	False	True
tech_dlc05_2_anath_raema	wh_main_chs_port	0	wh_dlc05_wood_elves_anath_raema	0	0	0	0	False	False	"placeholder.tga"	7131	False	False	True
tech_dlc05_2_atharti	wh_main_chs_port	0	wh_dlc05_wood_elves_atharti	0	0	0	0	False	False	"placeholder.tga"	7144	False	False	True
tech_dlc05_2_cytharai	wh_main_chs_port	0	wh_dlc05_wood_elves_cytharai	0	0	0	0	False	False	"placeholder.tga"	7109	False	False	True
tech_dlc05_2_drakira	wh_main_chs_port	0	wh_dlc05_wood_elves_drakira	0	0	0	0	False	False	"placeholder.tga"	7120	False	False	True
tech_dlc05_2_eldrazor	wh_main_chs_port	0	wh_dlc05_wood_elves_eldrazor	0	0	0	0	False	False	"placeholder.tga"	7123	False	False	True
tech_dlc05_2_ellinill	wh_main_chs_port	0	wh_dlc05_wood_elves_ellinill	0	0	0	0	False	False	"placeholder.tga"	7112	False	False	True
tech_dlc05_2_ereth_khial	wh_main_chs_port	0	wh_dlc05_wood_elves_ereth_khial	0	0	0	0	False	False	"placeholder.tga"	7147	False	False	True
tech_dlc05_2_estreath	wh_main_chs_port	0	wh_dlc05_wood_elves_estreath	0	0	0	0	False	False	"placeholder.tga"	7121	False	False	True
tech_dlc05_2_hekarti	wh_main_chs_port	0	wh_dlc05_wood_elves_hekarti	0	0	0	0	False	False	"placeholder.tga"	7135	False	False	True
tech_dlc05_2_hukon	wh_main_chs_port	0	wh_dlc05_wood_elves_hukon	0	0	0	0	False	False	"placeholder.tga"	7118	False	False	True
tech_dlc05_2_khaine	wh_main_chs_port	0	wh_dlc05_wood_elves_khaine	0	0	0	0	False	False	"placeholder.tga"	7134	False	False	True
tech_dlc05_2_mathlann	wh_main_chs_port	0	wh_dlc05_wood_elves_mathlann	0	0	0	0	False	False	"placeholder.tga"	7122	False	False	True
tech_dlc05_2_mathlann_mini	wh_main_chs_port	0	wh_dlc05_wood_elves_mathlann	0	0	0	0	False	False	"placeholder.tga"	7427	False	False	True
tech_dlc05_2_morai_heg	wh_main_chs_port	0	wh_dlc05_wood_elves_morai_heg	0	0	0	0	False	False	"placeholder.tga"	7164	False	False	True
tech_dlc05_2_nethu	wh_main_chs_port	0	wh_dlc05_wood_elves_nethu	0	0	0	0	False	False	"placeholder.tga"	7148	False	False	True
tech_dlc05_2_the_rephallim	wh_main_chs_port	0	wh_dlc05_wood_elves_the_rephallim	0	0	0	0	False	False	"placeholder.tga"	7154	False	False	True
tech_dlc07_brt_chivalry_beastmen_1	wh_main_chs_port	1	tech_dlc07_brt_chivalry_beastmen_1	0	0	0	0	False	False	"placeholder.tga"	7521	False	False	True
tech_dlc07_brt_chivalry_chaos_1	wh_main_chs_port	1	tech_dlc07_brt_chivalry_chaos_1	0	0	0	0	False	False	"placeholder.tga"	7455	False	False	True
tech_dlc07_brt_chivalry_greenskins_1	wh_main_chs_port	1	tech_dlc07_brt_chivalry_greenskins_1	0	0	0	0	False	False	"placeholder.tga"	7424	False	False	True
tech_dlc07_brt_chivalry_greenskins_2	wh_main_chs_port	1	tech_dlc07_grey_mountain_watch	0	0	0	0	False	False	"placeholder.tga"	7333	False	False	True
tech_dlc07_brt_chivalry_norsca_1	wh_main_chs_port	1	tech_dlc07_brt_chivalry_norsca_1	0	0	0	0	False	False	"placeholder.tga"	7437	False	False	True
tech_dlc07_brt_chivalry_norsca_2	wh_main_chs_port	1	tech_dlc07_brt_chivalry_norsca_2	0	0	0	0	False	False	"placeholder.tga"	564161599	False	False	True
tech_dlc07_brt_chivalry_vampires_1	wh_main_chs_port	1	tech_dlc07_brt_chivalry_vampires_1	0	0	0	0	False	False	"placeholder.tga"	7453	False	False	True
tech_dlc07_brt_chivalry_wood_elves_1	wh_main_chs_port	1	tech_dlc07_brt_chivalry_wood_elves_1	0	0	0	0	False	False	"placeholder.tga"	7511	False	False	True
tech_dlc07_brt_economy_farm_1	wh_main_chs_port	1	tech_dlc07_brt_economy_farm_1	0	0	0	0	False	False	"placeholder.tga"	7346	False	False	True
tech_dlc07_brt_economy_farm_2	wh_main_chs_port	1	tech_dlc07_brt_economy_farm_2	0	0	0	0	False	False	"placeholder.tga"	7355	False	False	True
tech_dlc07_brt_economy_farm_3	wh_main_chs_port	1	tech_dlc07_brt_economy_farm_3	0	0	0	0	False	False	"placeholder.tga"	7357	False	False	True
tech_dlc07_brt_economy_farm_4	wh_main_chs_port	1	tech_dlc07_brt_economy_farm_4	0	0	0	0	False	False	"placeholder.tga"	7358	False	False	True
tech_dlc07_brt_economy_industry_1	wh_main_chs_port	1	tech_dlc07_brt_economy_industry_1	0	0	0	0	False	False	"placeholder.tga"	7367	False	False	True
tech_dlc07_brt_economy_industry_2	wh_main_chs_port	1	tech_dlc07_brt_economy_industry_2	0	0	0	0	False	False	"placeholder.tga"	7371	False	False	True
tech_dlc07_brt_economy_industry_3	wh_main_chs_port	1	tech_dlc07_brt_economy_industry_3	0	0	0	0	False	False	"placeholder.tga"	7374	False	False	True
tech_dlc07_brt_economy_industry_4	wh_main_chs_port	1	tech_dlc07_brt_economy_industry_4	0	0	0	0	False	False	"placeholder.tga"	7380	False	False	True
tech_dlc07_brt_economy_industry_start	wh_main_chs_port	1	tech_dlc07_brt_economy_industry_start	0	0	0	0	False	False	"placeholder.tga"	7508	False	False	True
tech_dlc07_brt_economy_other_1	wh_main_chs_port	1	tech_dlc07_brt_economy_other_1	0	0	0	0	False	False	"placeholder.tga"	7485	False	False	True
tech_dlc07_brt_economy_other_2	wh_main_chs_port	1	tech_dlc07_brt_economy_other_2	0	0	0	0	False	False	"placeholder.tga"	1868588183	False	False	True
tech_dlc07_brt_economy_other_3	wh_main_chs_port	1	tech_dlc07_brt_economy_other_3	0	0	0	0	False	False	"placeholder.tga"	1540784090	False	False	True
tech_dlc07_brt_economy_other_4	wh_main_chs_port	1	tech_dlc07_brt_economy_other_4	0	0	0	0	False	False	"placeholder.tga"	7504	False	False	True
tech_dlc07_brt_economy_start	wh_main_chs_port	1	tech_dlc07_brt_economy_start	0	0	0	0	False	False	"placeholder.tga"	7343	False	False	True
tech_dlc07_brt_economy_trade_1	wh_main_chs_port	1	tech_dlc07_brt_economy_trade_1	0	0	0	0	False	False	"placeholder.tga"	7458	False	False	True
tech_dlc07_brt_economy_trade_2	wh_main_chs_port	1	tech_dlc07_brt_economy_trade_2	0	0	0	0	False	False	"placeholder.tga"	7459	False	False	True
tech_dlc07_brt_heraldry_artois	wh_main_chs_port	1	tech_dlc07_heraldry_of_artois	0	0	0	0	False	False	"placeholder.tga"	7182	False	False	True
tech_dlc07_brt_heraldry_bastonne	wh_main_chs_port	1	tech_dlc07_heraldry_of_bastonne	0	0	0	0	False	False	"placeholder.tga"	7183	False	False	True
tech_dlc07_brt_heraldry_bordeleaux	wh_main_chs_port	1	tech_dlc07_heraldry_of_bordeleaux	0	0	0	0	False	False	"placeholder.tga"	7187	False	False	True
tech_dlc07_brt_heraldry_bretonnia	wh_main_chs_port	1	tech_dlc07_heraldry_of_bretonnia	0	0	0	0	False	False	"placeholder.tga"	7416	False	False	True
tech_dlc07_brt_heraldry_carcassonne	wh_main_chs_port	1	tech_dlc07_heraldry_of_carcassonne	0	0	0	0	False	False	"placeholder.tga"	7194	False	False	True
tech_dlc07_brt_heraldry_lyonesse	wh_main_chs_port	1	tech_dlc07_heraldry_of_lyonesse	0	0	0	0	False	False	"placeholder.tga"	7197	False	False	True
tech_dlc07_brt_heraldry_parravon	wh_main_chs_port	1	tech_dlc07_heraldry_of_parravon	0	0	0	0	False	False	"placeholder.tga"	7172	False	False	True
tech_dlc07_brt_heraldry_start	wh_main_chs_port	1	tech_dlc07_brt_heraldry_start	0	0	0	0	False	False	"placeholder.tga"	7324	False	False	True
tech_dlc07_brt_heraldry_unification	wh_main_chs_port	1	tech_dlc07_the_unification_of_bretonnia	0	0	0	0	False	False	"placeholder.tga"	7276	False	False	True
tech_dwf_civ_0_2	wh_main_chs_port	1	wh_main_dwf_civic_development	0	0	0	0	False	False	"placeholder.tga"	6741	True	False	False
tech_dwf_civ_1_0	wh_main_chs_port	1	wh_main_dwf_dwarf_treasuries	0	0	0	0	False	False	"placeholder.tga"	6751	True	False	False
tech_dwf_civ_1_1	wh_main_chs_port	1	wh_main_dwf_settlement_subsidies	0	0	0	0	False	False	"placeholder.tga"	6752	True	False	False
tech_dwf_civ_1_3	wh_main_chs_port	1	wh_main_dwf_include_related_families	0	0	0	0	False	False	"placeholder.tga"	6761	True	False	False
tech_dwf_civ_1_4	wh_main_chs_port	1	wh_main_dwf_dwarven_diplomats	0	0	0	0	False	False	"placeholder.tga"	6769	True	False	False
tech_dwf_civ_2_0	wh_main_chs_port	1	wh_main_dwf_toolmakers_guild	0	0	0	0	False	False	"placeholder.tga"	6777	True	False	False
tech_dwf_civ_2_1	wh_main_chs_port	1	wh_main_dwf_tool_market	0	0	0	0	False	False	"placeholder.tga"	6778	True	False	False
tech_dwf_civ_2_2	wh_main_chs_port	1	wh_main_dwf_thanes_authority	0	0	0	0	False	False	"placeholder.tga"	6782	True	False	False
tech_dwf_civ_2_3	wh_main_chs_port	1	wh_main_dwf_scrutinize_guild_leaders	0	0	0	0	False	False	"placeholder.tga"	6786	True	False	False
tech_dwf_civ_2_4	wh_main_chs_port	1	wh_main_dwf_dwarven_emissaries	0	0	0	0	False	False	"placeholder.tga"	6790	True	False	False
tech_dwf_civ_3_0	wh_main_chs_port	1	wh_main_dwf_storage_vaults	0	0	0	0	False	False	"placeholder.tga"	6798	True	False	False
tech_dwf_civ_3_1	wh_main_chs_port	1	wh_main_dwf_heavy_quarnstones	0	0	0	0	False	False	"placeholder.tga"	6800	True	False	False
