effect_bundles_to_effects_junctions_tables
2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wh_dlc04_lord_trait_vmp_helman_ghorst	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	20	start_turn_completed
wh_dlc04_lord_trait_vmp_vlad_von_carstein	wh_main_effect_economy_gdp_mod_culture_vampires	faction_to_region_own_unseen	25	start_turn_completed
wh_dlc04_lord_trait_vmp_vlad_von_carstein	wh_main_effect_unit_enable_attribute_guerrilla_deployment_dummy	faction_to_army_own_unseen	1	start_turn_completed
wh_dlc04_lord_trait_vmp_vlad_von_carstein	wh_pro02_faction_trait_isabella_vlad_dummy	faction_to_character_own_unseen	15	start_turn_completed
wh_dlc04_lord_trait_vmp_vlad_von_carstein	wh_pro02_faction_trait_isabella_vlad_unique_building	faction_to_character_own_unseen	1	start_turn_completed
wh_dlc06_lord_trait_dwf_belegar_ironhammer	wh_dlc06_effect_faction_effect_building_bonus_dummy	faction_to_force_own_unseen	1	start_turn_completed
wh_dlc06_lord_trait_dwf_belegar_ironhammer	wh_dlc06_effect_faction_effect_followers_dummy	faction_to_force_own_unseen	1	start_turn_completed
wh_dlc06_lord_trait_dwf_belegar_ironhammer	wh_dlc06_effect_faction_effect_upkeep_dummy	faction_to_force_own_unseen	1	start_turn_completed
wh_dlc06_lord_trait_dwf_belegar_ironhammer	wh_main_effect_force_army_battle_unit_morale_siege_attack	faction_to_force_own_unseen	10	start_turn_completed
wh_dlc06_lord_trait_grn_skarsnik	wh_dlc06_effect_agent_action_cost_mod_hidden	faction_to_character_own_factionwide_unseen	-50	start_turn_completed
wh_dlc06_lord_trait_grn_skarsnik	wh_dlc06_effect_faction_effect_agent_dummy	faction_to_character_own_factionwide_unseen	-50	start_turn_completed
wh_dlc06_lord_trait_grn_skarsnik	wh_dlc06_effect_faction_effect_building_bonus_dummy	faction_to_force_own_unseen	1	start_turn_completed
wh_dlc06_lord_trait_grn_skarsnik	wh_dlc06_effect_faction_effect_night_goblins_dummy	faction_to_force_own_unseen	-25	start_turn_completed
wh_dlc06_lord_trait_grn_skarsnik	wh_dlc06_effect_faction_effect_orc_recruitment_dummy	faction_to_force_own_unseen	-1	start_turn_completed
wh_dlc06_lord_trait_grn_skarsnik	wh_dlc06_effect_recruitment_cost_for_goblin_units_hidden	faction_to_force_own_unseen	-25	start_turn_completed
wh_dlc06_lord_trait_grn_skarsnik	wh_dlc06_effect_upkeep_for_goblin_units_hidden	faction_to_force_own_unseen	-25	start_turn_completed
wh_dlc06_lord_trait_grn_wurrzag	wh_dlc06_effect_charge_increase_savage_orcs	faction_to_force_own_unseen	25	start_turn_completed
wh_dlc06_lord_trait_grn_wurrzag	wh_main_effect_agent_action_outcome_target_defence_success_chance_enemy_hidden	faction_to_character_own_factionwide_unseen	-50	start_turn_completed
wh_main_lord_trait_chs_archaon_the_everchosen	wh_main_effect_agent_recruitment_xp_champion_chaos	faction_to_force_own_unseen	3	start_turn_completed
wh_main_lord_trait_chs_kholek_suneater	wh_main_effect_tech_upkeep_reduction_dragon_ogres	faction_to_force_own_unseen	-15	start_turn_completed
wh_main_lord_trait_chs_kholek_suneater	wh_main_effect_ambush_defence_success_chance_kholek	faction_to_force_own_unseen	-20	start_turn_completed
wh_main_lord_trait_chs_prince_sigvald_the_magnificent	wh_main_effect_force_unit_stat_morale_versus_men	faction_to_force_own_unseen	-5	start_turn_completed
wh_main_lord_trait_chs_prince_sigvald_the_magnificent	wh_main_effect_tech_recruitment_cost_reduction_marauders	faction_to_force_own_unseen	-50	start_turn_completed
wh_main_lord_trait_dwf_thorgrim_grudgebearer	wh_main_effect_building_construction_cost_mod_recruitment	faction_to_region_own_unseen	-10	start_turn_completed
wh_main_lord_trait_dwf_thorgrim_grudgebearer	wh_main_effect_tech_melee_defence_increase_dwarf_shield_units	faction_to_force_own_unseen	4	start_turn_completed
wh_main_lord_trait_dwf_thorgrim_grudgebearer	wh_main_effect_public_order_tech	faction_to_province_own_unseen	2	start_turn_completed
wh_main_lord_trait_dwf_ungrim_ironfist	wh_main_effect_tech_melee_damage_increase_slayers	faction_to_force_own_unseen	10	start_turn_completed
wh_main_lord_trait_emp_balthasar_gelt	wh_main_effect_military_force_winds_of_magic_starting_mod	general_to_force_own_unseen	15	start_turn_completed
wh_main_lord_trait_emp_balthasar_gelt	wh_main_effect_tech_upkeep_reduction_battle_wizards	faction_to_character_own_unseen	-25	start_turn_completed
wh_main_lord_trait_emp_balthasar_gelt	wh_main_effect_force_army_battle_armour_all	faction_to_force_own_unseen	10	start_turn_completed
wh_main_lord_trait_emp_balthasar_gelt	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	1	start_turn_completed
wh_main_lord_trait_grn_azhag_the_slaughterer	wh_main_effect_agent_recruitment_xp_wizard_greenskins	faction_to_province_own_unseen	3	start_turn_completed
wh_main_lord_trait_grn_azhag_the_slaughterer	wh_main_faction_diplomacy_penalty_vampire_counts	faction_to_faction_own_unseen	40	start_turn_completed
wh_main_lord_trait_grn_azhag_the_slaughterer	wh_main_effect_technology_research_points_mod	faction_to_faction_own_unseen	20	start_turn_completed
wh_main_lord_trait_vmp_heinrich_kemmler	wh_main_effect_tech_upkeep_reduction_necromancers	faction_to_character_own_unseen	-50	start_turn_completed
wh_main_lord_trait_vmp_heinrich_kemmler	wh_main_effect_raise_dead_recruitment_cost_mod	faction_to_character_own_unseen	-25	start_turn_completed
wh_main_lord_trait_vmp_mannfred_von_carstein	wh_main_effect_tech_melee_damage_increase_graveguard_black_knights	faction_to_force_own_unseen	10	start_turn_completed
wh_main_lord_trait_vmp_mannfred_von_carstein	wh_main_effect_tech_unit_xp_levels_graveguard_black_knights	faction_to_character_own_unseen	2	start_turn_completed
wh_pro01_lord_trait_dwf_grombrindal	wh_main_effect_force_army_campaign_tunnelling_evasion_chance	faction_to_character_own_factionwide	40	start_turn_completed
wh_pro01_lord_trait_dwf_grombrindal	wh_pro01_effect_grombrindal_dillema_dummy	faction_to_faction_own_unseen	1	start_turn_completed
wh_pro02_lord_trait_vmp_isabella_von_carstein	wh_main_effect_agent_cap_increase_dignitary_vampire	faction_to_faction_own_unseen	3	start_turn_completed
wh_pro02_lord_trait_vmp_isabella_von_carstein	wh_pro02_effect_vampire_heroes_damage	faction_to_force_own_unseen	25	start_turn_completed
wh_pro02_lord_trait_vmp_isabella_von_carstein	wh_pro02_faction_trait_isabella_vlad_dummy	faction_to_character_own_unseen	15	start_turn_completed
wh_pro02_lord_trait_vmp_isabella_von_carstein	wh_pro02_faction_trait_isabella_vlad_unique_building	faction_to_character_own_unseen	1	start_turn_completed
wh_pro02_undying_love_bundle	wh_main_effect_character_stat_mod_melee_attack	force_to_general_own	15	start_turn_completed
wh_pro02_undying_love_bundle	wh_main_effect_character_stat_mod_melee_defence	force_to_general_own	15	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_force_all_campaign_loot_income	faction_to_faction_own_unseen	-40	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	30	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	200	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own_unseen	-40	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_force_newhorde_buildings_chaos	faction_to_faction_own_unseen	1	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_modify_vassal_income	faction_to_faction_own_unseen	0	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_siege_engine_enable_chs_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_siege_engine_enable_chs_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_siege_engine_number_chs_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_siege_engine_number_chs_siege_tower	faction_to_force_own	2	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_siege_engine_unlock_chs_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_siege_engine_unlock_chs_siege_tower	faction_to_force_own	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_bloodlust_modifier_animosity	faction_to_force_own	-1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_force_newhorde_building_beastmen	faction_to_faction_own_unseen	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_siege_engine_enable_bst_battering_ram	faction_to_force_own	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_siege_engine_enable_bst_siege_tower	faction_to_force_own	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_siege_engine_number_bst_battering_ram	faction_to_force_own	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_siege_engine_number_bst_siege_tower	faction_to_force_own	2	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_siege_engine_unlock_bst_battering_ram	faction_to_force_own	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_siege_engine_unlock_bst_siege_tower	faction_to_force_own	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_effect_technology_research_points_hidden	faction_to_faction_own_unseen	1	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_dlc03_faction_diplomacy_penalty_chaos	faction_to_faction_own_unseen	30	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	10	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	175	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_main_effect_force_all_campaign_razing_income	faction_to_faction_own_unseen	-10	start_turn_completed
wh_dlc03_faction_trait_beastmen	wh_main_effect_force_all_campaign_loot_income	faction_to_faction_own_unseen	-10	start_turn_completed
wh_main_faction_trait_chaos	wh_main_effect_force_all_campaign_razing_income	faction_to_faction_own_unseen	-40	start_turn_completed
wh_main_lord_trait_chs_archaon_the_everchosen	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	-20	start_turn_completed
wh_main_lord_trait_chs_archaon_the_everchosen	wh_main_effect_tech_melee_attack_increase_chaos_warriors_chosen	faction_to_force_own_unseen	5	start_turn_completed
wh_main_lord_trait_chs_prince_sigvald_the_magnificent	wh_main_faction_diplomacy_penalty_norsca	faction_to_faction_own_unseen	20	start_turn_completed
wh_main_lord_trait_chs_prince_sigvald_the_magnificent	wh_main_effect_skill_charge_bonus_increase_chs_tier_1	faction_to_force_own_unseen	10	start_turn_completed
wh_main_lord_trait_chs_kholek_suneater	wh_main_effect_tech_upkeep_reduction_dragon_ogre_shaggoths	faction_to_force_own_unseen	-15	start_turn_completed
wh_main_lord_trait_chs_kholek_suneater	wh_main_effect_force_unit_stat_fatigue_resistance_small	faction_to_force_own_unseen	-4	start_turn_completed
wh_dlc03_lord_trait_bst_morghur	wh_dlc03_faction_diplomacy_penalty_chaos	faction_to_faction_own_unseen	20	start_turn_completed
wh_dlc03_lord_trait_bst_morghur	wh_dlc03_effect_building_upkeep_reduction_minotaurs	faction_to_force_own_unseen	40	start_turn_completed
wh_dlc03_lord_trait_bst_morghur	wh_main_effect_building_upkeep_reduction_chaos_spawn	faction_to_force_own_unseen	-40	start_turn_completed
wh_dlc03_lord_trait_bst_morghur	wh_main_effect_religion_conversion_chaos	faction_to_character_own_factionwide	3	start_turn_completed
wh_dlc03_bundle_horde_raze	wh_main_effect_hordebuilding_growth_events_faction	force_to_force_own	40	start_turn_completed
wh_dlc03_bundle_horde_raze	wh_main_effect_religion_conversion_chaos_events	force_to_region_any	100	start_turn_completed
wh_dlc03_bundle_horde_raze	wh_dlc03_effect_bloodlust_modifier	force_to_force_own	5	start_turn_completed
wh_dlc03_bundle_horde_raze	wh_dlc03_effect_force_all_campaign_replenishment_rate_horde	force_to_general_own	10	start_turn_completed
wh_dlc05_faction_trait_wood_elves	wh_dlc05_effect_siege_engine_enable_wef_battering_ram	faction_to_force_own	1	start_turn_completed
wh_dlc05_faction_trait_wood_elves	wh_dlc05_effect_siege_engine_enable_wef_siege_tower	faction_to_force_own	1	start_turn_completed
wh_dlc05_faction_trait_wood_elves	wh_dlc05_effect_siege_engine_number_wef_battering_ram	faction_to_force_own	1	start_turn_completed
wh_dlc05_faction_trait_wood_elves	wh_dlc05_effect_siege_engine_number_wef_siege_tower	faction_to_force_own	2	start_turn_completed
wh_dlc05_faction_trait_wood_elves	wh_dlc05_effect_siege_engine_unlock_wef_battering_ram	faction_to_force_own	1	start_turn_completed
wh_dlc05_faction_trait_wood_elves	wh_dlc05_effect_siege_engine_unlock_wef_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_bretonnia	wh_dlc07_effect_dummy_start_peasants	faction_to_faction_own_unseen	6	start_turn_completed
wh_main_faction_trait_bretonnia	wh_dlc07_peasant_count_allowed_hidden	faction_to_faction_own_unseen	2	start_turn_completed
wh_main_faction_trait_bretonnia	wh_dlc07_peasant_upkeep_penalty	faction_to_force_own	10	start_turn_completed
wh_main_faction_trait_bretonnia	wh_dlc07_upkeep_for_grail_vow	faction_to_force_own_unseen	200	start_turn_completed
wh_main_faction_trait_bretonnia	wh_dlc07_upkeep_for_knight_vow	faction_to_force_own_unseen	200	start_turn_completed
wh_main_faction_trait_bretonnia	wh_dlc07_upkeep_for_quest_vow	faction_to_force_own_unseen	200	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	-80	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	0	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own_unseen	-75	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_siege_engine_enable_brt_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_siege_engine_enable_brt_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_siege_engine_number_brt_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_siege_engine_number_brt_siege_tower	faction_to_force_own	2	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_siege_engine_unlock_brt_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_siege_engine_unlock_brt_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_bretonnia	wh_main_effect_unit_recruitment_points	faction_to_province_own_unseen	1	start_turn_completed
wh_main_faction_trait_dwarfs	wh_main_effect_siege_engine_enable_dwf_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_dwarfs	wh_main_effect_siege_engine_enable_dwf_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_dwarfs	wh_main_effect_siege_engine_number_dwf_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_dwarfs	wh_main_effect_siege_engine_number_dwf_siege_tower	faction_to_force_own	2	start_turn_completed
wh_main_faction_trait_dwarfs	wh_main_effect_siege_engine_unlock_dwf_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_dwarfs	wh_main_effect_siege_engine_unlock_dwf_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_animosity_military_force_morale_modifier_animosity	faction_to_force_own	-1	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_force_all_campaign_loot_income	faction_to_faction_own_unseen	25	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_force_all_campaign_raid_income	faction_to_force_own_unseen	100	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_force_all_campaign_sacking_income	faction_to_faction_own_unseen	25	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_force_newhorde_buildings_savage_orcs	faction_to_faction_own_unseen	1	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_siege_engine_enable_grn_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_siege_engine_enable_grn_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_siege_engine_number_grn_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_siege_engine_number_grn_siege_tower	faction_to_force_own	2	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_siege_engine_unlock_grn_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_greenskins	wh_main_effect_siege_engine_unlock_grn_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_humans	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	-75	start_turn_completed
wh_main_faction_trait_humans	wh_main_effect_siege_engine_enable_emp_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_humans	wh_main_effect_siege_engine_enable_emp_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_humans	wh_main_effect_siege_engine_number_emp_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_humans	wh_main_effect_siege_engine_number_emp_siege_tower	faction_to_force_own	2	start_turn_completed
wh_main_faction_trait_humans	wh_main_effect_siege_engine_unlock_emp_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_humans	wh_main_effect_siege_engine_unlock_emp_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_vampire	wh_main_effect_force_all_campaign_post_battle_loot_mod	faction_to_faction_own_unseen	-25	start_turn_completed
wh_main_faction_trait_vampire	wh_main_effect_siege_engine_enable_vmp_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_vampire	wh_main_effect_siege_engine_enable_vmp_siege_tower	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_vampire	wh_main_effect_siege_engine_number_vmp_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_vampire	wh_main_effect_siege_engine_number_vmp_siege_tower	faction_to_force_own	2	start_turn_completed
wh_main_faction_trait_vampire	wh_main_effect_siege_engine_unlock_vmp_battering_ram	faction_to_force_own	1	start_turn_completed
wh_main_faction_trait_vampire	wh_main_effect_siege_engine_unlock_vmp_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_force_newhorde_buildings_black_ark	faction_to_faction_own_unseen	1	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_siege_engine_enable_def_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_siege_engine_enable_def_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_siege_engine_number_def_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_siege_engine_number_def_siege_tower	faction_to_force_own	2	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_siege_engine_unlock_def_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_siege_engine_unlock_def_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_unit_black_ark_missile_damage	faction_to_force_own_unseen	50	start_turn_completed
wh2_main_faction_trait_dark_elves	wh2_main_effect_unit_black_ark_ward_save	faction_to_force_own_unseen	80	start_turn_completed
wh2_main_faction_trait_high_elves	wh2_main_effect_siege_engine_enable_hef_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_high_elves	wh2_main_effect_siege_engine_enable_hef_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_high_elves	wh2_main_effect_siege_engine_number_hef_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_high_elves	wh2_main_effect_siege_engine_number_hef_siege_tower	faction_to_force_own	2	start_turn_completed
wh2_main_faction_trait_high_elves	wh2_main_effect_siege_engine_unlock_hef_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_high_elves	wh2_main_effect_siege_engine_unlock_hef_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_effect_siege_engine_enable_lzd_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_effect_siege_engine_enable_lzd_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_effect_siege_engine_number_lzd_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_effect_siege_engine_number_lzd_siege_tower	faction_to_force_own	2	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_effect_siege_engine_unlock_lzd_battering_ram	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_effect_siege_engine_unlock_lzd_siege_tower	faction_to_force_own	1	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_bastiladon_armour	faction_to_force_own_unseen	15	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_bastiladon_missile_damage	faction_to_force_own_unseen	20	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_carnosaur_charge_bonus	faction_to_force_own_unseen	10	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_carnosaur_melee_attack	faction_to_force_own_unseen	12	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_carnosaur_speed	faction_to_force_own_unseen	10	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_chameleon_skinks_missile_damage	faction_to_force_own_unseen	12	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_chameleon_skinks_missile_range	faction_to_force_own_unseen	12	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_cold_one_riders_armour	faction_to_force_own_unseen	7	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_cold_one_riders_charge_bonus	faction_to_force_own_unseen	8	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_cold_one_riders_melee_attack	faction_to_force_own_unseen	10	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_horned_ones_melee_attack	faction_to_force_own_unseen	15	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_horned_ones_melee_defence	faction_to_force_own_unseen	8	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_kroxigors_cause_terror	faction_to_force_own_unseen	1	start_turn_completed
wh2_main_faction_trait_lizardmen	wh2_main_spawning_blessed_kroxigors_charge_bonus	faction_to_force_own_unseen	8	start_turn_completed
