effect_bundles_to_effects_junctions_tables
2
effect_bundle_key	effect_key	effect_scope	value	advancement_stage
wef_public_order_2_unhappy	wh_main_effect_province_tax_rate	province_to_province_own	-10	start_turn_completed
wef_public_order_3_troubled	wh_main_effect_province_tax_rate	province_to_province_own	-5	start_turn_completed
wef_public_order_4_indifferent	wh_main_effect_province_tax_rate	province_to_province_own	0	start_turn_completed
wef_public_order_5_content	wh_main_effect_province_tax_rate	province_to_province_own	5	start_turn_completed
wef_public_order_6_happy	wh_main_effect_province_tax_rate	province_to_province_own	10	start_turn_completed
wef_public_order_7_jubilant	wh_main_effect_province_tax_rate	province_to_province_own	15	start_turn_completed
wef_public_order_1_outraged	wh2_main_effect_force_own_campaign_movement_range	province_to_force_own_provincewide	-15	start_turn_completed
wef_public_order_2_unhappy	wh2_main_effect_force_own_campaign_movement_range	province_to_force_own_provincewide	-10	start_turn_completed
wef_public_order_3_troubled	wh2_main_effect_force_own_campaign_movement_range	province_to_force_own_provincewide	-5	start_turn_completed
wef_public_order_4_indifferent	wh2_main_effect_force_own_campaign_movement_range	province_to_force_own_provincewide	0	start_turn_completed
wef_public_order_5_content	wh2_main_effect_force_own_campaign_movement_range	province_to_force_own_provincewide	5	start_turn_completed
wef_public_order_6_happy	wh2_main_effect_force_own_campaign_movement_range	province_to_force_own_provincewide	10	start_turn_completed
wef_public_order_7_jubilant	wh2_main_effect_force_own_campaign_movement_range	province_to_force_own_provincewide	15	start_turn_completed
emp_public_order_1_outraged	wh_main_effect_province_tax_rate	province_to_province_own	-15	start_turn_completed
emp_public_order_2_unhappy	wh_main_effect_province_tax_rate	province_to_province_own	-10	start_turn_completed
emp_public_order_3_troubled	wh_main_effect_province_tax_rate	province_to_province_own	-5	start_turn_completed
emp_public_order_4_indifferent	wh_main_effect_province_tax_rate	province_to_province_own	0	start_turn_completed
emp_public_order_5_content	wh_main_effect_province_tax_rate	province_to_province_own	5	start_turn_completed
emp_public_order_6_happy	wh_main_effect_province_tax_rate	province_to_province_own	10	start_turn_completed
emp_public_order_7_jubilant	wh_main_effect_province_tax_rate	province_to_province_own	15	start_turn_completed
emp_public_order_1_outraged	wh_main_effect_religion_conversion_chaos	region_to_region_own	1	start_turn_completed
emp_public_order_2_unhappy	wh_main_effect_religion_conversion_chaos	region_to_region_own	1	start_turn_completed
emp_public_order_3_troubled	wh_main_effect_religion_conversion_chaos	region_to_region_own	0	start_turn_completed
emp_public_order_4_indifferent	wh_main_effect_religion_conversion_untainted	region_to_region_own	0	start_turn_completed
emp_public_order_5_content	wh_main_effect_religion_conversion_untainted	region_to_region_own	0	start_turn_completed
emp_public_order_6_happy	wh_main_effect_religion_conversion_untainted	region_to_region_own	1	start_turn_completed
emp_public_order_7_jubilant	wh_main_effect_religion_conversion_untainted	region_to_region_own	1	start_turn_completed
emp_public_order_3_troubled	wh_main_effect_religion_conversion_untainted	region_to_region_own	0	start_turn_completed
emp_public_order_1_outraged	wh_main_effect_religion_conversion_untainted	region_to_region_own	0	start_turn_completed
emp_public_order_2_unhappy	wh_main_effect_religion_conversion_untainted	region_to_region_own	0	start_turn_completed
emp_public_order_7_jubilant	wh_main_effect_religion_conversion_chaos	region_to_region_own	0	start_turn_completed
emp_public_order_6_happy	wh_main_effect_religion_conversion_chaos	region_to_region_own	0	start_turn_completed
emp_public_order_5_content	wh_main_effect_religion_conversion_chaos	region_to_region_own	0	start_turn_completed
emp_public_order_4_indifferent	wh_main_effect_religion_conversion_chaos	region_to_region_own	0	start_turn_completed
brt_public_order_1_outraged	wh_main_effect_province_tax_rate	province_to_province_own	-15	start_turn_completed
brt_public_order_2_unhappy	wh_main_effect_province_tax_rate	province_to_province_own	-10	start_turn_completed
brt_public_order_3_troubled	wh_main_effect_province_tax_rate	province_to_province_own	-5	start_turn_completed
brt_public_order_4_indifferent	wh_main_effect_province_tax_rate	province_to_province_own	0	start_turn_completed
brt_public_order_5_content	wh_main_effect_province_tax_rate	province_to_province_own	5	start_turn_completed
brt_public_order_6_happy	wh_main_effect_province_tax_rate	province_to_province_own	10	start_turn_completed
brt_public_order_7_jubilant	wh_main_effect_province_tax_rate	province_to_province_own	15	start_turn_completed
brt_public_order_7_jubilant	wh_main_effect_force_army_battle_unit_morale_siege_defence	province_to_force_own_provincewide	5	start_turn_completed
brt_public_order_1_outraged	wh_main_effect_force_army_battle_unit_morale_siege_defence	province_to_force_own_provincewide	-10	start_turn_completed
brt_public_order_2_unhappy	wh_main_effect_force_army_battle_unit_morale_siege_defence	province_to_force_own_provincewide	-6	start_turn_completed
brt_public_order_3_troubled	wh_main_effect_force_army_battle_unit_morale_siege_defence	province_to_force_own_provincewide	-3	start_turn_completed
brt_public_order_4_indifferent	wh_main_effect_force_army_battle_unit_morale_siege_defence	province_to_force_own_provincewide	0	start_turn_completed
brt_public_order_5_content	wh_main_effect_force_army_battle_unit_morale_siege_defence	province_to_force_own_provincewide	1	start_turn_completed
brt_public_order_6_happy	wh_main_effect_force_army_battle_unit_morale_siege_defence	province_to_force_own_provincewide	3	start_turn_completed
vmp_public_order_1_outraged	wh_main_effect_province_tax_rate	province_to_province_own	-15	start_turn_completed
vmp_public_order_2_unhappy	wh_main_effect_province_tax_rate	province_to_province_own	-10	start_turn_completed
vmp_public_order_3_troubled	wh_main_effect_province_tax_rate	province_to_province_own	-5	start_turn_completed
vmp_public_order_4_indifferent	wh_main_effect_province_tax_rate	province_to_province_own	0	start_turn_completed
vmp_public_order_5_content	wh_main_effect_province_tax_rate	province_to_province_own	5	start_turn_completed
vmp_public_order_6_happy	wh_main_effect_province_tax_rate	province_to_province_own	10	start_turn_completed
vmp_public_order_7_jubilant	wh_main_effect_province_tax_rate	province_to_province_own	15	start_turn_completed
vmp_public_order_1_outraged	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	-6	start_turn_completed
vmp_public_order_2_unhappy	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	-4	start_turn_completed
vmp_public_order_3_troubled	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	-2	start_turn_completed
vmp_public_order_4_indifferent	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	0	start_turn_completed
vmp_public_order_5_content	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	2	start_turn_completed
vmp_public_order_6_happy	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	4	start_turn_completed
vmp_public_order_7_jubilant	wh_main_effect_force_all_campaign_replenishment_rate	province_to_army_own	6	start_turn_completed
dwf_public_order_1_outraged	wh_main_effect_province_tax_rate	province_to_province_own	-15	start_turn_completed
dwf_public_order_2_unhappy	wh_main_effect_province_tax_rate	province_to_province_own	-10	start_turn_completed
dwf_public_order_3_troubled	wh_main_effect_province_tax_rate	province_to_province_own	-5	start_turn_completed
dwf_public_order_4_indifferent	wh_main_effect_province_tax_rate	province_to_province_own	0	start_turn_completed
dwf_public_order_5_content	wh_main_effect_province_tax_rate	province_to_province_own	5	start_turn_completed
dwf_public_order_6_happy	wh_main_effect_province_tax_rate	province_to_province_own	10	start_turn_completed
dwf_public_order_7_jubilant	wh_main_effect_province_tax_rate	province_to_province_own	15	start_turn_completed
dwf_public_order_1_outraged	wh_main_effect_unit_recruitment_points	province_to_province_own	-2	start_turn_completed
dwf_public_order_2_unhappy	wh_main_effect_unit_recruitment_points	province_to_province_own	-1	start_turn_completed
dwf_public_order_3_troubled	wh_main_effect_unit_recruitment_points	province_to_province_own	0	start_turn_completed
dwf_public_order_4_indifferent	wh_main_effect_unit_recruitment_points	province_to_province_own	0	start_turn_completed
dwf_public_order_5_content	wh_main_effect_unit_recruitment_points	province_to_province_own	0	start_turn_completed
dwf_public_order_6_happy	wh_main_effect_unit_recruitment_points	province_to_province_own	0	start_turn_completed
dwf_public_order_7_jubilant	wh_main_effect_unit_recruitment_points	province_to_province_own	1	start_turn_completed
grn_public_order_1_outraged	wh_main_effect_province_tax_rate	province_to_province_own	-15	start_turn_completed
grn_public_order_2_unhappy	wh_main_effect_province_tax_rate	province_to_province_own	-10	start_turn_completed
grn_public_order_3_troubled	wh_main_effect_province_tax_rate	province_to_province_own	-5	start_turn_completed
grn_public_order_4_indifferent	wh_main_effect_province_tax_rate	province_to_province_own	0	start_turn_completed
grn_public_order_5_content	wh_main_effect_province_tax_rate	province_to_province_own	5	start_turn_completed
grn_public_order_6_happy	wh_main_effect_province_tax_rate	province_to_province_own	10	start_turn_completed
grn_public_order_7_jubilant	wh_main_effect_province_tax_rate	province_to_province_own	15	start_turn_completed
grn_public_order_1_outraged	wh_main_effect_character_stat_mod_charge_add	province_to_force_own_provincewide	-20	start_turn_completed
grn_public_order_2_unhappy	wh_main_effect_character_stat_mod_charge_add	province_to_force_own_provincewide	-14	start_turn_completed
grn_public_order_3_troubled	wh_main_effect_character_stat_mod_charge_add	province_to_force_own_provincewide	-7	start_turn_completed
grn_public_order_4_indifferent	wh_main_effect_character_stat_mod_charge_add	province_to_force_own_provincewide	0	start_turn_completed
grn_public_order_5_content	wh_main_effect_character_stat_mod_charge_add	province_to_force_own_provincewide	3	start_turn_completed
grn_public_order_6_happy	wh_main_effect_character_stat_mod_charge_add	province_to_force_own_provincewide	6	start_turn_completed
grn_public_order_7_jubilant	wh_main_effect_character_stat_mod_charge_add	province_to_force_own_provincewide	10	start_turn_completed
grn_public_order_1_outraged	wh_main_effect_force_unit_stat_melee_attack	province_to_force_own_provincewide	5	start_turn_completed
grn_public_order_2_unhappy	wh_main_effect_force_unit_stat_melee_attack	province_to_force_own_provincewide	3	start_turn_completed
grn_public_order_3_troubled	wh_main_effect_force_unit_stat_melee_attack	province_to_force_own_provincewide	1	start_turn_completed
grn_public_order_4_indifferent	wh_main_effect_force_unit_stat_melee_attack	province_to_force_own_provincewide	0	start_turn_completed
grn_public_order_5_content	wh_main_effect_force_unit_stat_melee_attack	province_to_force_own_provincewide	0	start_turn_completed
grn_public_order_6_happy	wh_main_effect_force_unit_stat_melee_attack	province_to_force_own_provincewide	0	start_turn_completed
grn_public_order_7_jubilant	wh_main_effect_force_unit_stat_melee_attack	province_to_force_own_provincewide	0	start_turn_completed
