campaign_rogue_army_group_units_tables
0
unknown0	unknown1	unknown2	unknown3	unknown4
wh2_main_rogue_group_doomseekers	1296358752	0	wh_main_dwf_inf_irondrakes_0	7
wh2_main_rogue_group_1	1297924261	0	wh2_main_def_inf_darkshards_1	4
wh2_main_rogue_group_pirates_of_trantio	1300075313	0	wh_dlc04_emp_inf_free_company_militia_0	7
wh2_main_rogue_group_pirates_of_the_far_sea	1313081037	0	wh_main_emp_cav_pistoliers_1	0
wh2_main_rogue_group_bernhoffs_brigands	1326833850	0	wh_dlc04_emp_inf_free_company_militia_0	4
wh2_main_rogue_group_morrsliebs_howlers	1344407198	0	wh_main_grn_art_doom_diver_catapult	5
wh2_main_rogue_group_mengils_manflayers	135	0	wh2_main_def_cav_dark_riders_1	5
wh2_main_rogue_group_pirates_of_the_far_sea	1350125013	0	wh_main_emp_inf_halberdiers	0
wh2_main_rogue_group_wrath_of_nature	1353620154	0	wh_dlc05_wef_mon_treekin_0	7
wh2_main_rogue_group_teef_snatchaz	1364751069	0	wh_main_grn_inf_night_goblins	0
wh2_main_rogue_group_mengils_manflayers	137	0	wh2_main_def_art_reaper_bolt_thrower	5
wh2_main_rogue_group_wrath_of_nature	1390270764	0	wh_dlc05_wef_forest_dragon_0	9
wh2_main_rogue_group_college_of_pyrotechnics	1399400292	0	wh_main_emp_art_helstorm_rocket_battery	7
wh2_main_rogue_group_wrath_of_nature	1431210742	0	wh_dlc05_wef_inf_dryads_0	5
wh2_main_rogue_group_bernhoffs_brigands	1435364495	0	wh_main_brt_cav_mounted_yeomen_1	6
wh2_main_rogue_group_stuff_snatchers	1457304224	0	wh_dlc06_grn_inf_nasty_skulkers_0	6
wh2_main_rogue_group_vauls_expedition	1470149469	0	wh2_main_hef_inf_swordmasters_of_hoeth_0	0
wh2_main_rogue_group_scions_of_tesseninck	1501693352	0	wh_main_emp_inf_swordsmen	0
wh2_main_rogue_group_scions_of_tesseninck	1527327282	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_gerhardts_mercenaries	1552497306	0	wh_main_grn_mon_giant	7
wh2_main_rogue_group_stuff_snatchers	1559136393	0	wh2_main_skv_inf_death_runners_0	6
wh2_main_rogue_group_teef_snatchaz	1565521232	0	wh_main_grn_inf_night_goblin_archers	0
wh2_main_rogue_group_boneclubbers_tribe	157793339	0	wh_dlc01_chs_mon_trolls_1	5
wh2_main_rogue_group_scourge_of_aquitaine	1585412979	0	wh_main_vmp_cav_black_knights_3	6
wh2_main_rogue_group_jerrods_errantry	159606877	0	wh_dlc07_brt_inf_battle_pilgrims_0	6
wh2_main_rogue_group_doomseekers	1604338552	0	wh_main_dwf_inf_slayers	9
wh2_main_rogue_group_celestial_storm	1605826538	0	wh_dlc01_chs_mon_dragon_ogre_shaggoth	9
wh2_main_rogue_group_doomseekers	1607498267	0	wh_main_dwf_veh_gyrobomber	4
wh2_main_rogue_group_scions_of_tesseninck	1611264609	0	wh_main_emp_inf_spearmen_0	0
wh2_main_rogue_group_black_spider_tribe	1623255625	0	wh_main_grn_cav_forest_goblin_spider_riders_1	8
wh2_main_rogue_group_college_of_pyrotechnics	162622328	0	wh_main_emp_veh_steam_tank	9
wh2_main_rogue_group_beastcatchas	1632215461	0	wh_dlc06_grn_inf_squig_herd_0	8
wh2_main_rogue_group_1	1638797191	0	wh2_main_def_mon_black_dragon	9
wh2_main_rogue_group_black_spider_tribe	1658244901	0	wh2_main_lzd_mon_bastiladon_0	9
wh2_main_rogue_group_jerrods_errantry	1666507873	0	wh_dlc07_brt_inf_battle_pilgrims_0	6
wh2_main_rogue_group_morrsliebs_howlers	166897999	0	wh_dlc04_emp_inf_flagellants_0	7
wh2_main_rogue_group_mangy_houndz	1671898229	0	wh_main_grn_inf_goblin_spearmen	0
wh2_main_rogue_group_beastcatchas	1672915266	0	wh_dlc06_grn_cav_squig_hoppers_0	7
wh2_main_rogue_group_pirates_of_the_far_sea	1682272596	0	wh_main_emp_art_mortar	0
wh2_main_rogue_group_pirates_of_the_southern_ocean	1682283428	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_hung_warband	1702447710	0	wh_main_chs_cav_marauder_horsemen_1	8
wh2_main_rogue_group_gerhardts_mercenaries	1702872023	0	wh_dlc04_emp_inf_free_company_militia_0	5
wh2_main_rogue_group_wrath_of_nature	1716618452	0	wh_dlc05_wef_inf_dryads_0	5
wh2_main_rogue_group_jerrods_errantry	1723978822	0	wh_dlc04_emp_inf_flagellants_0	7
wh2_main_rogue_group_scourge_of_aquitaine	1725355646	0	wh_dlc02_vmp_cav_blood_knights_0	9
wh2_main_rogue_group_jerrods_errantry	1726938950	0	wh_main_brt_cav_grail_knights	9
wh2_main_rogue_group_college_of_pyrotechnics	1728967928	0	wh_main_emp_cav_outriders_1	6
wh2_main_rogue_group_hung_warband	1730310140	0	wh_main_chs_cav_marauder_horsemen_1	8
wh2_main_rogue_group_college_of_pyrotechnics	173986339	0	wh_main_emp_cav_outriders_1	6
wh2_main_rogue_group_the_wandering_dead	1742923609	0	wh_main_vmp_inf_crypt_ghouls	0
wh2_main_rogue_group_pirates_of_trantio	1746738912	0	wh_dlc04_emp_inf_free_company_militia_0	7
wh2_main_rogue_group_morrsliebs_howlers	1747485637	0	wh_dlc04_emp_inf_flagellants_0	7
wh2_main_rogue_group_pirates_of_the_southern_ocean	1758601972	0	wh_main_emp_cav_outriders_0	0
wh2_main_rogue_group_wrath_of_nature	1781848957	0	wh_dlc05_wef_inf_dryads_0	5
wh2_main_rogue_group_1	1793774907	0	wh_main_chs_inf_chosen_0	5
wh2_main_rogue_group_1	18	0	wh2_main_def_cav_cold_one_knights_1	5
wh2_main_rogue_group_worldroot_rangers	1820885351	0	wh_dlc05_wef_inf_glade_guard_1	0
wh2_main_rogue_group_celestial_storm	1829476786	0	wh2_main_lzd_inf_saurus_spearmen_1	7
wh2_main_rogue_group_pirates_of_the_southern_ocean	1834646381	0	wh_main_emp_art_mortar	0
wh2_main_rogue_group_troll_skullz	1840139774	0	wh_main_chs_mon_trolls	8
wh2_main_rogue_group_troll_skullz	185043637	0	wh_main_chs_mon_trolls	8
wh2_main_rogue_group_the_wandering_dead	1857030570	0	wh_main_vmp_inf_zombie	0
wh2_main_rogue_group_jerrods_errantry	1868253772	0	wh_dlc04_emp_inf_flagellants_0	7
wh2_main_rogue_group_mangy_houndz	1868807262	0	wh_main_grn_cav_goblin_wolf_riders_0	0
wh2_main_rogue_group_abominations	1871660368	0	wh2_main_skv_mon_rat_ogres	6
wh2_main_rogue_group_worldroot_rangers	1901697313	0	wh_dlc05_wef_cav_glade_riders_0	0
wh2_main_rogue_group_teef_snatchaz	1902014718	0	wh_main_grn_inf_night_goblin_archers	0
wh2_main_rogue_group_1	1905065167	0	wh2_main_def_art_reaper_bolt_thrower	5
wh2_main_rogue_group_celestial_storm	1911022882	0	wh2_main_lzd_inf_saurus_spearmen_1	7
wh2_main_rogue_group_troll_skullz	1913433576	0	wh_main_grn_mon_trolls	5
wh2_main_rogue_group_doomseekers	1922361486	0	wh_dlc06_grn_inf_squig_explosive_0	9
wh2_main_rogue_group_beastcatchas	194564436	0	wh_dlc06_grn_cav_squig_hoppers_0	7
wh2_main_rogue_group_pirates_of_the_southern_ocean	1959744587	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_boneclubbers_tribe	1964174189	0	wh_dlc03_bst_inf_cygor_0	7
wh2_main_rogue_group_pirates_of_the_southern_ocean	1975911490	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_mangy_houndz	1988720161	0	wh_main_grn_inf_goblin_spearmen	0
wh2_main_rogue_group_troll_skullz	1995577520	0	wh_main_grn_mon_trolls	5
wh2_main_rogue_group_1	20	0	wh_dlc01_chs_inf_chosen_2	6
wh2_main_rogue_group_scions_of_tesseninck	20045006	0	wh_main_emp_cav_outriders_1	0
wh2_main_rogue_group_morrsliebs_howlers	2024708762	0	wh_main_grn_inf_night_goblin_fanatics_1	7
wh2_main_rogue_group_black_spider_tribe	2036544124	0	wh_main_grn_cav_forest_goblin_spider_riders_1	8
wh2_main_rogue_group_beastcatchas	2047218199	0	wh_dlc06_grn_inf_squig_herd_0	8
wh2_main_rogue_group_stuff_snatchers	2053712995	0	wh2_main_skv_inf_death_runners_0	6
wh2_main_rogue_group_vauls_expedition	2073420327	0	wh2_main_hef_inf_spearmen_0	0
wh2_main_rogue_group_mangy_houndz	2076730044	0	wh_main_grn_inf_goblin_archers	0
wh2_main_rogue_group_vauls_expedition	21107522	0	wh2_main_hef_inf_spearmen_0	0
wh2_main_rogue_group_the_wandering_dead	2112238121	0	wh_main_vmp_inf_zombie	0
wh2_main_rogue_group_beastcatchas	2119633914	0	wh2_main_lzd_mon_carnosaur_0	8
wh2_main_rogue_group_abominations	2120338951	0	wh_dlc03_bst_inf_razorgor_herd_0	7
wh2_main_rogue_group_abominations	221285368	0	wh_dlc03_bst_inf_cygor_0	7
wh2_main_rogue_group_the_wandering_dead	221697626	0	wh_main_vmp_inf_zombie	0
wh2_main_rogue_group_1	24	0	wh_dlc01_chs_inf_chosen_2	6
wh2_main_rogue_group_1	240217567	0	wh_main_chs_cav_chaos_knights_0	4
wh2_main_rogue_group_college_of_pyrotechnics	243477029	0	wh_main_emp_art_helstorm_rocket_battery	7
wh2_main_rogue_group_troll_skullz	248629807	0	wh_main_grn_mon_giant	9
wh2_main_rogue_group_tor_elithis	26	0	wh2_main_hef_inf_lothern_sea_guard_1	5
wh2_main_rogue_group_troll_skullz	281786410	0	wh_main_grn_mon_trolls	5
wh2_main_rogue_group_tor_elithis	31	0	wh2_main_hef_cav_ellyrian_reavers_1	5
wh2_main_rogue_group_boneclubbers_tribe	317904505	0	wh_main_grn_inf_black_orcs	5
wh2_main_rogue_group_tor_elithis	33	0	wh2_main_hef_inf_archers_1	5
wh2_main_rogue_group_gerhardts_mercenaries	335602925	0	wh_main_grn_inf_black_orcs	9
wh2_main_rogue_group_pirates_of_the_far_sea	336394391	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_1	357538626	0	wh_main_chs_inf_chosen_0	5
wh2_main_rogue_group_scourge_of_aquitaine	358587995	0	wh_main_brt_cav_grail_knights	6
wh2_main_rogue_group_doomseekers	370459773	0	wh_main_dwf_inf_slayers	9
wh2_main_rogue_group_abominations	379347059	0	wh_main_vmp_inf_crypt_ghouls	9
wh2_main_rogue_group_morrsliebs_howlers	389470060	0	wh2_main_skv_veh_doomwheel	6
wh2_main_rogue_group_tor_elithis	39	0	wh2_main_hef_inf_spearmen_0	5
wh2_main_rogue_group_mangy_houndz	390383748	0	wh_main_grn_cav_goblin_wolf_riders_0	0
wh2_main_rogue_group_morrsliebs_howlers	396781743	0	wh_dlc07_brt_inf_grail_reliquae_0	9
wh2_main_rogue_group_jerrods_errantry	39699731	0	wh_dlc04_emp_cav_knights_blazing_sun_0	9
wh2_main_rogue_group_scions_of_tesseninck	400768818	0	wh_main_emp_cav_empire_knights	0
wh2_main_rogue_group_abominations	412472026	0	wh_dlc03_bst_mon_chaos_spawn_0	6
wh2_main_rogue_group_pirates_of_the_far_sea	417294431	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_college_of_pyrotechnics	421811126	0	wh_main_emp_veh_steam_tank	9
wh2_main_rogue_group_black_spider_tribe	429864778	0	wh2_main_lzd_mon_bastiladon_0	9
wh2_main_rogue_group_tor_elithis	49	0	wh2_main_hef_cav_dragon_princes	5
wh2_main_rogue_group_jerrods_errantry	496458038	0	wh_main_emp_art_mortar	7
wh2_main_rogue_group_worldroot_rangers	501952916	0	wh_dlc05_wef_inf_dryads_0	0
wh2_main_rogue_group_scourge_of_aquitaine	50527471	0	wh_main_brt_cav_pegasus_knights	7
wh2_main_rogue_group_tor_elithis	51	0	wh2_main_hef_mon_great_eagle	5
wh2_main_rogue_group_college_of_pyrotechnics	5105131	0	wh_main_emp_cav_outriders_1	6
wh2_main_rogue_group_mangy_houndz	52242170	0	wh_main_grn_cav_goblin_wolf_chariot	0
wh2_main_rogue_group_worldroot_rangers	527630166	0	wh_dlc05_wef_inf_dryads_0	0
wh2_main_rogue_group_tor_elithis	53	0	wh2_main_hef_art_eagle_claw_bolt_thrower	5
wh2_main_rogue_group_the_wandering_dead	536084927	0	wh_main_vmp_inf_zombie	0
wh2_main_rogue_group_pirates_of_the_southern_ocean	543472783	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_celestial_storm	550350120	0	wh2_main_lzd_inf_saurus_spearmen_1	7
wh2_main_rogue_group_heirs_of_mourkain	58	0	wh_main_vmp_inf_crypt_ghouls	5
wh2_main_rogue_group_worldroot_rangers	624944882	0	wh_dlc05_wef_inf_glade_guard_0	0
wh2_main_rogue_group_abominations	630024059	0	wh_main_vmp_mon_crypt_horrors	7
wh2_main_rogue_group_jerrods_errantry	635010612	0	wh_dlc07_brt_inf_battle_pilgrims_0	6
wh2_main_rogue_group_hung_warband	638774927	0	wh_main_chs_cav_chaos_knights_0	6
wh2_main_rogue_group_vauls_expedition	641766862	0	wh2_main_hef_inf_archers_1	0
wh2_main_rogue_group_gerhardts_mercenaries	648463760	0	wh_dlc04_emp_inf_free_company_militia_0	5
wh2_main_rogue_group_troll_skullz	65089152	0	wh_main_grn_mon_trolls	5
wh2_main_rogue_group_heirs_of_mourkain	66	0	wh_main_vmp_mon_crypt_horrors	5
wh2_main_rogue_group_morrsliebs_howlers	663658699	0	wh_main_grn_mon_arachnarok_spider_0	6
wh2_main_rogue_group_pirates_of_the_far_sea	663967415	0	wh_dlc04_emp_inf_free_company_militia_0	0
wh2_main_rogue_group_the_wandering_dead	671640101	0	wh_main_vmp_inf_skeleton_warriors_1	0
wh2_main_rogue_group_worldroot_rangers	671781121	0	wh_dlc05_wef_inf_eternal_guard_0	0
wh2_main_rogue_group_bernhoffs_brigands	675633109	0	wh_dlc04_emp_inf_free_company_militia_0	4
wh2_main_rogue_group_troll_skullz	693493434	0	wh_main_grn_mon_trolls	5
wh2_main_rogue_group_teef_snatchaz	701506945	0	wh_main_grn_inf_night_goblins	0
wh2_main_rogue_group_pirates_of_the_far_sea	70224686	0	wh_main_emp_art_mortar	0
wh2_main_rogue_group_1	708479784	0	wh2_main_def_art_reaper_bolt_thrower	5
wh2_main_rogue_group_troll_skullz	712930727	0	wh_main_chs_mon_trolls	8
wh2_main_rogue_group_the_wandering_dead	714055826	0	wh_main_vmp_inf_cairn_wraiths	0
wh2_main_rogue_group_teef_snatchaz	725847102	0	wh_main_grn_cav_goblin_wolf_chariot	0
wh2_main_rogue_group_stuff_snatchers	727374829	0	wh_main_grn_cav_forest_goblin_spider_riders_1	5
wh2_main_rogue_group_pirates_of_trantio	737519394	0	wh_dlc04_emp_inf_free_company_militia_0	7
wh2_main_rogue_group_heirs_of_mourkain	74	0	wh_main_vmp_mon_dire_wolves	5
wh2_main_rogue_group_wrath_of_nature	7475667	0	wh_dlc05_wef_mon_treekin_0	7
wh2_main_rogue_group_celestial_storm	755579773	0	wh2_main_lzd_inf_saurus_spearmen_1	7
wh2_main_rogue_group_stuff_snatchers	761152244	0	wh_dlc06_grn_inf_nasty_skulkers_0	6
wh2_main_rogue_group_1	762352248	0	wh2_main_def_inf_darkshards_1	4
wh2_main_rogue_group_worldroot_rangers	764148003	0	wh_dlc05_wef_inf_eternal_guard_0	0
wh2_main_rogue_group_bernhoffs_brigands	773972125	0	wh_dlc04_emp_inf_free_company_militia_0	4
wh2_main_rogue_group_celestial_storm	77758827	0	wh_dlc01_chs_mon_dragon_ogre	8
wh2_main_rogue_group_scourge_of_aquitaine	779336650	0	wh_main_brt_cav_pegasus_knights	7
wh2_main_rogue_group_pirates_of_trantio	780538316	0	wh_dlc04_emp_inf_free_company_militia_0	7
wh2_main_rogue_group_wrath_of_nature	78463488	0	wh_dlc05_wef_mon_treekin_0	7
wh2_main_rogue_group_pirates_of_the_southern_ocean	784699138	0	wh_main_emp_cav_outriders_0	0
wh2_main_rogue_group_gerhardts_mercenaries	785064907	0	wh_dlc04_emp_inf_free_company_militia_0	5
wh2_main_rogue_group_the_wandering_dead	791970764	0	wh_main_vmp_inf_skeleton_warriors_0	0
wh2_main_rogue_group_doomseekers	793608156	0	wh_main_dwf_inf_slayers	9
wh2_main_rogue_group_beastcatchas	798956340	0	wh2_main_def_mon_war_hydra	8
wh2_main_rogue_group_1	8	0	wh2_main_def_cav_cold_one_knights_1	5
wh2_main_rogue_group_gerhardts_mercenaries	801280189	0	wh_main_emp_art_mortar	5
wh2_main_rogue_group_mangy_houndz	807796987	0	wh_main_grn_inf_goblin_archers	0
wh2_main_rogue_group_heirs_of_mourkain	83	0	wh_dlc04_vmp_veh_corpse_cart_0	5
wh2_main_rogue_group_hunters_of_kurnous	85	0	wh_dlc05_wef_cav_glade_riders_1	5
wh2_main_rogue_group_morrsliebs_howlers	855014388	0	wh_main_grn_art_doom_diver_catapult	5
wh2_main_rogue_group_pirates_of_the_far_sea	861708436	0	wh_main_emp_cav_outriders_0	0
wh2_main_rogue_group_hung_warband	864308205	0	wh_main_chs_cav_chaos_knights_0	6
wh2_main_rogue_group_pirates_of_the_southern_ocean	866637559	0	wh_main_emp_inf_halberdiers	0
wh2_main_rogue_group_hunters_of_kurnous	88	0	wh_dlc05_wef_inf_wildwood_rangers_0	5
wh2_main_rogue_group_hung_warband	895478077	0	wh_main_chs_cav_marauder_horsemen_1	8
wh2_main_rogue_group_celestial_storm	901474923	0	wh_dlc01_chs_mon_dragon_ogre	8
wh2_main_rogue_group_1	908678787	0	wh2_main_def_art_reaper_bolt_thrower	5
wh2_main_rogue_group_hunters_of_kurnous	91	0	wh_dlc05_wef_cav_wild_riders_1	5
wh2_main_rogue_group_bernhoffs_brigands	914715719	0	wh_main_brt_art_field_trebuchet	7
wh2_main_rogue_group_doomseekers	926563412	0	wh_main_dwf_inf_slayers	9
wh2_main_rogue_group_hunters_of_kurnous	93	0	wh_dlc05_wef_inf_wardancers_1	5
wh2_main_rogue_group_1	932831357	0	wh_dlc01_chs_inf_chosen_2	6
wh2_main_rogue_group_stuff_snatchers	934515390	0	wh_dlc06_grn_inf_nasty_skulkers_0	6
wh2_main_rogue_group_black_spider_tribe	961587673	0	wh_main_grn_mon_arachnarok_spider_0	9
wh2_main_rogue_group_troll_skullz	968988609	0	wh_main_grn_mon_trolls	5
wh2_main_rogue_group_pirates_of_trantio	976636288	0	wh_main_emp_art_great_cannon	7
wh2_main_rogue_group_hunters_of_kurnous	99	0	wh_dlc05_wef_inf_glade_guard_1	5
wh2_main_rogue_group_doomseekers	992891738	0	wh_dlc06_grn_inf_squig_explosive_0	9
wh2_main_rogue_group_morrsliebs_howlers	996933542	0	wh_main_grn_inf_night_goblin_fanatics_1	7
