character_skill_nodes_tables
5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	mark_slaanesh	wh_dlc07_skill_node_set_chs_sorcerer_shadow		0	chs_shadow_slaanesh	26		0	0	True
	mark_tzeentch	wh_dlc07_skill_node_set_chs_sorcerer_shadow		0	chs_shadow_tzeentch	27		0	0	True
	mark_nurgle	wh_dlc07_skill_node_set_chs_sorcerer_shadow		0	chs_shadow_nurgle	28		0	0	True
	mark_slaanesh	wh_main_skill_node_set_chs_chaos_sorcerer_death		0	chs_death_slaanesh	26		0	0	True
	mark_tzeentch	wh_main_skill_node_set_chs_chaos_sorcerer_death		0	chs_death_tzeentch	27		0	0	True
	mark_nurgle	wh_main_skill_node_set_chs_chaos_sorcerer_death		0	chs_death_nurgle	28		0	0	True
	mark_slaanesh	wh_main_skill_node_set_chs_chaos_sorcerer_fire		0	chs_fire_slaanesh	26		0	0	True
	mark_tzeentch	wh_main_skill_node_set_chs_chaos_sorcerer_fire		0	chs_fire_tzeentch	27		0	0	True
	mark_nurgle	wh_main_skill_node_set_chs_chaos_sorcerer_fire		0	chs_fire_nurgle	28		0	0	True
	mark_slaanesh	wh_main_skill_node_set_chs_chaos_sorcerer_metal		0	chs_metal_slaanesh	26		0	0	True
	mark_tzeentch	wh_main_skill_node_set_chs_chaos_sorcerer_metal		0	chs_metal_tzeentch	27		0	0	True
	mark_nurgle	wh_main_skill_node_set_chs_chaos_sorcerer_metal		0	chs_metal_nurgle	28		0	0	True
	mark_khorne	wh_main_skill_node_set_all_champion		0	chs_khorne	26	wh_main_sc_chs_chaos	0	0	True
	mark_slaanesh	wh_main_skill_node_set_all_champion		0	chs_slaanesh	27	wh_main_sc_chs_chaos	0	0	True
	mark_tzeentch	wh_main_skill_node_set_all_champion		0	chs_tzeentch	28	wh_main_sc_chs_chaos	0	0	True
	mark_nurgle	wh_main_skill_node_set_all_champion		0	chs_nurgle	29	wh_main_sc_chs_chaos	0	0	True
