building_units_allowed_tables
4
building	unit	unknown2	unknown3	unknown4	faction	unknown6
wh_main_teb_walls_3	wh_main_emp_cav_empire_knights	0	10162	0		False
wh_main_teb_walls_1	wh_main_emp_inf_swordsmen	0	10163	0		False
wh_main_teb_walls_3	wh_main_emp_inf_swordsmen	0	10164	0		False
wh_main_ksl_walls_1	wh_main_emp_inf_crossbowmen	0	10165	0		False
wh_main_ksl_walls_2	wh_main_emp_cav_empire_knights	0	10166	0		False
wh_main_ksl_walls_3	wh_main_emp_cav_empire_knights	0	10167	0		False
wh_main_ksl_walls_1	wh_main_emp_inf_swordsmen	0	10168	0		False
wh_main_ksl_walls_2	wh_main_emp_inf_swordsmen	0	10169	0		False
wh_main_ksl_walls_3	wh_main_emp_inf_swordsmen	0	10170	0		False
wh_main_emp_walls_2	wh_main_emp_inf_spearmen_1	0	10171	0		False
wh_main_emp_walls_3	wh_main_emp_inf_swordsmen	0	10172	0		False
wh_main_brt_walls_1	wh_dlc07_brt_inf_spearmen_at_arms_1	0	10173	0		False
wh_main_brt_walls_2	wh_dlc07_brt_inf_spearmen_at_arms_1	0	10174	0		False
wh_main_brt_walls_3	wh_dlc07_brt_inf_spearmen_at_arms_1	0	10175	0		False
wh_main_brt_garrison_1	wh_dlc07_brt_inf_spearmen_at_arms_1	0	10176	0		False
wh_main_brt_garrison_2	wh_dlc07_brt_inf_spearmen_at_arms_1	0	10177	0		False
wh_main_brt_walls_1	wh_main_brt_inf_peasant_bowmen	0	10178	0		False
wh_main_brt_walls_2	wh_main_brt_inf_peasant_bowmen	0	10179	0		False
wh_main_brt_walls_3	wh_main_brt_inf_peasant_bowmen	0	10180	0		False
wh_main_brt_garrison_1	wh_main_brt_inf_peasant_bowmen	0	10181	0		False
wh_main_brt_garrison_2	wh_main_brt_inf_peasant_bowmen	0	10182	0		False
wh_main_grn_walls_1	wh_main_grn_inf_goblin_spearmen	0	10183	0		False
wh_main_grn_walls_2	wh_main_grn_inf_goblin_spearmen	0	10184	0		False
wh_main_grn_walls_3	wh_main_grn_inf_goblin_spearmen	0	10185	0		False
wh_main_grn_garrison_1	wh_main_grn_inf_orc_boyz	0	10186	0		False
wh_main_grn_garrison_2	wh_main_grn_inf_orc_boyz	0	10187	0		False
wh_main_dwf_garrison_1	wh_main_dwf_inf_quarrellers_0	0	10188	0		False
wh_main_dwf_garrison_2	wh_main_dwf_inf_quarrellers_0	0	10189	0		False
wh_main_dwf_wall_2	wh_main_dwf_inf_quarrellers_0	0	10190	0		False
wh_main_dwf_wall_3	wh_main_dwf_inf_dwarf_warrior_1	0	10191	0		False
wh_main_vmp_garrison_1	wh_main_vmp_inf_skeleton_warriors_1	0	10192	0		False
wh_main_vmp_garrison_2	wh_main_vmp_inf_skeleton_warriors_0	0	10193	0		False
wh_main_vmp_walls_3	wh_main_vmp_inf_skeleton_warriors_0	0	10194	0		False
wh2_main_skv_defence_major_1	wh2_main_skv_inf_clanrat_spearmen_0	0	10195	0		False
wh2_main_skv_defence_major_2	wh2_main_skv_inf_clanrat_spearmen_0	0	10196	0		False
wh2_main_skv_defence_major_3	wh2_main_skv_inf_clanrat_spearmen_0	0	10197	0		False
wh2_main_skv_defence_minor_1	wh2_main_skv_inf_clanrat_spearmen_0	0	10198	0		False
wh2_main_skv_defence_minor_2	wh2_main_skv_inf_clanrat_spearmen_0	0	10199	0		False
wh2_main_hef_defence_major_1	wh2_main_hef_inf_spearmen_0	0	10200	0		False
wh2_main_hef_defence_major_1	wh2_main_hef_inf_archers_0	0	10201	0		False
wh2_main_hef_defence_major_2	wh2_main_hef_inf_gate_guard	0	10202	0		False
wh2_main_hef_defence_major_2	wh2_main_hef_inf_archers_0	0	10203	0		False
wh2_main_hef_defence_major_2	wh2_main_hef_inf_archers_1	0	10204	0		False
wh2_main_hef_defence_major_2	wh2_main_hef_inf_spearmen_0	0	10205	0		False
wh2_main_hef_defence_major_3	wh2_main_hef_inf_gate_guard	0	10206	0		False
wh2_main_hef_defence_major_3	wh2_main_hef_inf_archers_0	0	10207	0		False
wh2_main_hef_defence_major_3	wh2_main_hef_inf_archers_1	0	10208	0		False
wh2_main_hef_defence_major_3	wh2_main_hef_inf_spearmen_0	0	10209	0		False
wh2_main_hef_defence_minor_1	wh2_main_hef_inf_spearmen_0	0	10210	0		False
wh2_main_hef_defence_minor_1	wh2_main_hef_inf_archers_0	0	10211	0		False
wh2_main_hef_defence_minor_2	wh2_main_hef_inf_archers_0	0	10212	0		False
wh2_main_hef_defence_minor_2	wh2_main_hef_inf_archers_1	0	10213	0		False
wh2_main_hef_defence_minor_2	wh2_main_hef_inf_spearmen_0	0	10214	0		False
wh2_main_skv_defence_major_1	wh2_main_skv_inf_clanrats_0	0	10215	0		False
wh2_main_skv_defence_minor_1	wh2_main_skv_inf_clanrats_0	0	10216	0		False
wh2_main_skv_defence_major_2	wh2_main_skv_inf_clanrats_0	0	10217	0		False
wh2_main_skv_defence_major_3	wh2_main_skv_inf_clanrats_0	0	10218	0		False
wh2_main_skv_defence_minor_2	wh2_main_skv_inf_clanrats_0	0	10219	0		False
wh2_main_skv_defence_major_2	wh2_main_skv_inf_clanrat_spearmen_1	0	10220	0		False
wh2_main_skv_defence_major_2	wh2_main_skv_inf_clanrats_1	0	10221	0		False
wh2_main_skv_defence_major_3	wh2_main_skv_inf_clanrat_spearmen_1	0	10222	0		False
wh2_main_skv_defence_major_3	wh2_main_skv_inf_clanrats_1	0	10223	0		False
wh2_main_skv_defence_minor_2	wh2_main_skv_inf_clanrat_spearmen_1	0	10224	0		False
wh2_main_skv_defence_minor_2	wh2_main_skv_inf_clanrats_1	0	10225	0		False
wh2_main_lzd_defence_major_1	wh2_main_lzd_inf_skink_cohort_1	0	10226	0		False
wh2_main_lzd_defence_major_2	wh2_main_lzd_inf_saurus_spearmen_0	0	10227	0		False
wh2_main_lzd_defence_major_3	wh2_main_lzd_inf_saurus_spearmen_0	0	10228	0		False
wh2_main_lzd_defence_minor_1	wh2_main_lzd_inf_skink_cohort_1	0	10229	0		False
wh2_main_lzd_defence_minor_2	wh2_main_lzd_inf_saurus_spearmen_0	0	10230	0		False
wh2_main_lzd_defence_major_2	wh2_main_lzd_inf_saurus_warriors_0	0	10231	0		False
wh2_main_lzd_defence_major_2	wh2_main_lzd_inf_skink_cohort_1	0	10232	0		False
wh2_main_lzd_defence_major_3	wh2_main_lzd_inf_saurus_warriors_0	0	10233	0		False
wh2_main_lzd_defence_major_3	wh2_main_lzd_inf_skink_cohort_1	0	10234	0		False
wh2_main_lzd_defence_minor_2	wh2_main_lzd_inf_saurus_warriors_0	0	10235	0		False
wh2_main_lzd_defence_minor_2	wh2_main_lzd_inf_skink_cohort_1	0	10236	0		False
wh2_main_def_defence_major_1	wh2_main_def_inf_darkshards_0	0	10237	0		False
wh2_main_def_defence_major_2	wh2_main_def_inf_bleakswords_0	0	10238	0		False
wh2_main_def_defence_major_3	wh2_main_def_inf_bleakswords_0	0	10239	0		False
wh2_main_def_defence_minor_1	wh2_main_def_inf_darkshards_0	0	10240	0		False
wh2_main_def_defence_minor_2	wh2_main_def_inf_bleakswords_0	0	10241	0		False
wh2_main_def_defence_major_2	wh2_main_def_inf_darkshards_0	0	10242	0		False
wh2_main_def_defence_major_2	wh2_main_def_inf_dreadspears_0	0	10243	0		False
wh2_main_def_defence_major_3	wh2_main_def_inf_darkshards_0	0	10244	0		False
wh2_main_def_defence_major_3	wh2_main_def_inf_dreadspears_0	0	10245	0		False
wh2_main_def_defence_minor_2	wh2_main_def_inf_darkshards_0	0	10246	0		False
wh2_main_def_defence_minor_2	wh2_main_def_inf_dreadspears_0	0	10247	0		False
wh_main_emp_garrison_2	wh_main_emp_inf_spearmen_1	0	10248	0		False
wh_main_emp_garrison_1	wh_main_emp_inf_spearmen_1	0	10249	0		False
wh_main_dwf_wall_1	wh_main_dwf_inf_quarrellers_0	0	10250	0		False
wh_main_dwf_wall_2	wh_main_dwf_inf_dwarf_warrior_1	0	10251	0		False
wh_main_emp_walls_1	wh_main_emp_inf_spearmen_1	0	10252	0		False
wh_dlc06_grn_walls_2_wurrzag	wh_main_grn_inf_savage_orc_arrer_boyz	0	10253	0		False
wh2_main_hef_defence_major_1	wh2_main_hef_inf_gate_guard	0	10254	0		False
