campaign_settlement_display_buildings_tables
6
display_building_key	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10
wh_main_building_vmp_settlement_major_1	340	0	prefabs/campaign/vampire_major_level_1.bmd	prefabs/campaign/vampire_port_major_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_1.bmd	prefabs/campaign/vampire_major_level_1.bmd
wh_main_building_vmp_settlement_major_2	345	0	prefabs/campaign/vampire_major_level_2.bmd	prefabs/campaign/vampire_port_major_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_2.bmd	prefabs/campaign/vampire_major_level_2.bmd
wh_main_building_dwf_settlement_minor_1	35	0	prefabs/campaign/dwarf_minor_1.bmd	prefabs\campaign\dwarf_port_minor_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_minor_1.bmd	prefabs/campaign/dwarf_minor_1.bmd
wh_main_building_vmp_settlement_major_3	355	0	prefabs/campaign/vampire_major_level_3.bmd	prefabs/campaign/vampire_port_major_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_3.bmd	prefabs/campaign/vampire_major_level_3.bmd
wh_main_building_vmp_settlement_major_4	361	0	prefabs/campaign/vampire_major_level_4.bmd	prefabs/campaign/vampire_port_major_4.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_4.bmd	prefabs/campaign/vampire_major_level_4.bmd
wh_main_building_vmp_settlement_major_5	366	0	prefabs/campaign/vampire_major_level_5.bmd	prefabs/campaign/vampire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/vampire_port_major_5.bmd	prefabs/campaign/vampire_major_level_5.bmd
wh_main_building_vmp_settlement_minor_1	367	0	prefabs/campaign/vampire_minor_level_1.bmd	prefabs\campaign\vampire_minor_port_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\vampire_minor_port_4.bmd	prefabs/campaign/vampire_minor_level_4.bmd
wh_main_building_vmp_settlement_minor_2	368	0	prefabs/campaign/vampire_minor_level_2.bmd	prefabs\campaign\vampire_minor_port_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\vampire_minor_port_4.bmd	prefabs/campaign/vampire_minor_level_4.bmd
wh_main_building_dwf_settlement_minor_2	37	0	prefabs/campaign/dwarf_minor_2.bmd	prefabs\campaign\dwarf_port_minor_2.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_minor_2.bmd	prefabs/campaign/dwarf_minor_2.bmd
wh_main_building_vmp_settlement_minor_3	372	0	prefabs/campaign/vampire_minor_level_3.bmd	prefabs\campaign\vampire_minor_port_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\vampire_minor_port_4.bmd	prefabs/campaign/vampire_minor_level_4.bmd
wh_main_building_chs_horde_settlement_1	378	0	prefabs\campaign\chaos_horde_settlement_1.bmd							
wh_main_building_dwf_settlement_minor_3	38	0	prefabs/campaign/dwarf_minor_3.bmd	prefabs\campaign\dwarf_port_minor_3.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_minor_3.bmd	prefabs/campaign/dwarf_minor_3.bmd
wh_main_building_dwf_settlement_major_1	4	0	prefabs/campaign/dwarf_major_1.bmd	prefabs\campaign\dwarf_port_major_1.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\dwarf_port_major_1.bmd	prefabs/campaign/dwarf_major_1.bmd
wh_main_building_grn_horde_settlement_1	410	0	prefabs/campaign/greenskins_savage_orks_1.bmd							
wh_main_building_human_ruin	414	0	prefabs\campaign\human_settlement_ruin.bmd	prefabs\campaign\human_settlement_port_ruin.bmd					prefabs\campaign\human_settlement_port_ruin.bmd	prefabs\campaign\human_settlement_ruin.bmd
wh_main_HUMAN_settlement_minor_chaosruin	440	0	prefabs\campaign\chaos_rift.bmd							
wh_main_building_chs_horde_settlement_2	467	0	prefabs\campaign\chaos_horde_settlement_2.bmd							
wh_main_building_chs_horde_settlement_3	469	0	prefabs\campaign\chaos_horde_settlement_3.bmd							
wh_main_building_chs_horde_settlement_4	471	0	prefabs\campaign\chaos_horde_settlement_4.bmd							
wh_main_building_chs_horde_settlement_5	480	0	prefabs\campaign\chaos_horde_settlement_5.bmd							
wh_dlc03_HUMAN_settlement_minor_beastmenruin	487	0	prefabs\campaign\bst_totem_minor.bmd							
wh_dlc03_HUMAN_settlement_major_beastmenruin	494	0	prefabs\campaign\bst_herdstone_major.bmd							
wh_dlc03_building_bst_horde_settlement_1	497	0	prefabs\campaign\bst_horde_settlement_1.bmd							
wh_dlc03_building_bst_horde_settlement_2	498	0	prefabs\campaign\bst_horde_settlement_2.bmd							
wh_dlc03_building_bst_horde_settlement_3	508	0	prefabs\campaign\bst_horde_settlement_3.bmd							
wh_dlc03_building_bst_horde_settlement_4	511	0	prefabs\campaign\bst_horde_settlement_4.bmd							
wh_dlc03_building_bst_horde_settlement_5	513	0	prefabs\campaign\bst_horde_settlement_5.bmd							
wh_dlc05_building_wef_settlement_major_5	518	0	prefabs\campaign\wef_major_05.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_major_4	528	0	prefabs\campaign\wef_major_04.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_major_3	537	0	prefabs\campaign\wef_major_03.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_major_2	539	0	prefabs\campaign\wef_major_02.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_major_1	548	0	prefabs\campaign\wef_major_01.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_main_building_brt_settlement_major_1	55	0	prefabs/campaign/bretonnia_major_level_1.bmd	prefabs/campaign/bretonnia_port_major_level_1.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_1.bmd	prefabs/campaign/bretonnia_major_level_1.bmd
wh_dlc05_building_wef_settlement_minor_3	551	0	prefabs\campaign\wef_minor_03.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_minor_2	559	0	prefabs\campaign\wef_minor_02.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_settlement_minor_1	563	0	prefabs\campaign\wef_minor_01.bmd	prefabs\campaign\empire_port_major_5.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_elf_oak_of_ages_1	572	0	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd	prefabs\campaign\wef_oak_of_ages_01.bmd
wh_dlc05_elf_oak_of_ages_2	580	0	prefabs\campaign\wef_oak_of_ages_02.bmd	prefabs\campaign\wef_oak_of_ages_02.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_02.bmd	prefabs\campaign\wef_oak_of_ages_02.bmd
wh_dlc05_elf_oak_of_ages_3	585	0	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd	prefabs\campaign\wef_oak_of_ages_03.bmd
wh_dlc05_elf_oak_of_ages_4	591	0	prefabs\campaign\wef_oak_of_ages_04.bmd	prefabs\campaign\wef_oak_of_ages_04.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_04.bmd	prefabs\campaign\wef_oak_of_ages_04.bmd
wh_dlc05_elf_oak_of_ages_5	597	0	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd	prefabs\campaign\wef_oak_of_ages_05.bmd
wh_dlc05_elf_oak_of_ages_ruin	599	0	prefabs\campaign\wef_oak_of_ages_ruin_01.bmd							
wh_dlc05_building_wef_settlement_ruin	600	0	prefabs\campaign\wef_major_01_ruin.bmd	prefabs\campaign\human_settlement_port_ruin.bmd						
wh2_main_building_hef_settlement_major_1	603	0	prefabs\campaign\hef_major_01.bmd	prefabs\campaign\hef_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_01.bmd	prefabs\campaign\hef_major_01.bmd
wh2_main_building_hef_settlement_major_2	609	0	prefabs\campaign\hef_major_02.bmd	prefabs\campaign\hef_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_02.bmd	prefabs\campaign\hef_major_02.bmd
wh_dlc05_building_wef_outpost_2	611	0	prefabs\campaign\wef_outpost_02.bmd	prefabs\campaign\wef_outpost_port_02.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh2_main_building_hef_settlement_major_3	614	0	prefabs\campaign\hef_major_03.bmd	prefabs\campaign\hef_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_03.bmd	prefabs\campaign\hef_major_03.bmd
wh2_main_building_hef_settlement_major_4	617	0	prefabs\campaign\hef_major_04.bmd	prefabs\campaign\hef_port_major_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_04.bmd	prefabs\campaign\hef_major_04.bmd
wh_dlc05_building_wef_outpost_3	618	0	prefabs\campaign\wef_outpost_03.bmd	prefabs\campaign\wef_outpost_port_03.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh_dlc05_building_wef_outpost_dwarf_port	619	0	prefabs\campaign\dwarf_port_outpost_1.bmd 	prefabs\campaign\dwarf_port_outpost_1.bmd 	prefabs\campaign\construction_minor.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd		
wh2_main_building_hef_settlement_major_5	625	0	prefabs\campaign\hef_major_05.bmd	prefabs\campaign\hef_port_major_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\hef_port_major_05.bmd	prefabs\campaign\hef_major_05.bmd
wh2_main_building_def_settlement_major_1	630	0	prefabs\campaign\def_major_01.bmd	prefabs\campaign\def_port_major_01.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_01.bmd	prefabs\campaign\def_major_01.bmd
wh2_main_building_def_settlement_major_2	636	0	prefabs\campaign\def_major_02.bmd	prefabs\campaign\def_port_major_02.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_02.bmd	prefabs\campaign\def_major_02.bmd
wh_main_building_brt_settlement_major_2	64	0	prefabs/campaign/bretonnia_major_level_2.bmd	prefabs/campaign/bretonnia_port_major_level_2.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs/campaign/bretonnia_port_major_level_2.bmd	prefabs/campaign/bretonnia_major_level_2.bmd
wh2_main_building_def_settlement_major_3	645	0	prefabs\campaign\def_major_03.bmd	prefabs\campaign\def_port_major_03.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_03.bmd	prefabs\campaign\def_major_03.bmd
wh2_main_building_def_settlement_major_4	649	0	prefabs\campaign\def_major_04.bmd	prefabs\campaign\def_port_major_04.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_04.bmd	prefabs\campaign\def_major_04.bmd
wh2_main_building_def_settlement_major_5	655	0	prefabs\campaign\def_major_05.bmd	prefabs\campaign\def_port_major_05.bmd	prefabs\campaign\construction_minor_large.bmd	prefabs\campaign\damage_effect.bmd	prefabs\campaign\destroyed_effect.bmd	prefabs\campaign\construction_minor.bmd	prefabs\campaign\def_port_major_05.bmd	prefabs\campaign\def_major_05.bmd
