ancillaries_tables
16
key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped
wh2_main_anc_arcane_item_scrying_stone	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			15	0		True
wh2_main_anc_arcane_item_staff_of_solidity	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			150	0		False
wh2_main_anc_arcane_item_starwood_staff	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			40	0		True
wh2_main_anc_arcane_item_the_gem_of_sunfire	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			75	0		True
wh2_main_anc_arcane_item_the_liber_bubonicus	wh_main_anc_arcane_item	.	False	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			200	0		False
wh2_main_anc_arcane_item_the_seerstaff_of_saphery	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			30	0		True
wh2_main_anc_arcane_item_the_tricksters_pendant	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			30	0		True
wh2_main_anc_arcane_item_the_vortex_shard	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			75	0		True
wh2_main_anc_arcane_item_tome_of_furion	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			25	0		True
wh2_main_anc_arcane_item_wand_of_the_kharaidon	wh_main_anc_arcane_item	.	False	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			200	0		False
wh2_main_anc_arcane_item_war_crown_of_saphery	wh_main_anc_armour	.	False	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			200	0		False
wh2_main_anc_arcane_item_warp_energy_condenser	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			20	0		True
wh2_main_anc_arcane_item_warpstone_tokens	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			15	0		True
wh2_main_anc_arcane_item_warpstorm_scroll	wh_main_anc_arcane_item	.	True	False	False	1	0	9999	False	False	False	False	False	arcane_item	16	30	30	50	True			50	0		True
wh2_main_anc_armour_armour_of_caledor	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			50	0		True
wh2_main_anc_armour_armour_of_darkness	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			25	0		True
wh2_main_anc_armour_armour_of_eternal_servitude	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			60	0		True
wh2_main_anc_armour_armour_of_living_death	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			100	0		True
wh2_main_anc_armour_armour_of_midnight	wh_main_anc_armour	.	False	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			200	0		False
wh2_main_anc_armour_armour_of_the_stars	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			30	0		True
wh2_main_anc_armour_boots_of_bracchus	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_chromatic_armour	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_cloak_of_hag_graef	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			25	0		True
wh2_main_anc_armour_crown_of_authority	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_dragon_armour_of_aenarion	wh_main_anc_armour	.	False	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			200	0		False
wh2_main_anc_armour_dragonscale_shield	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			20	0		True
wh2_main_anc_armour_enchanted_ithilmar_breastplate	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_helm_of_fortune	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			25	0		True
wh2_main_anc_armour_helm_of_khaine	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_helm_of_the_kraken	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			50	0		True
wh2_main_anc_armour_hide_of_the_cold_ones	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			50	0		True
wh2_main_anc_armour_lions_pelt	wh_main_anc_armour	.	False	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			200	-1		False
wh2_main_anc_armour_rocket_boots	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_sacred_stegadon_helm_of_itza	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			40	0		True
wh2_main_anc_armour_shadow_armour	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			25	0		True
wh2_main_anc_armour_shield_of_distraction	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			15	0		True
wh2_main_anc_armour_shield_of_ghrond	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			30	0		True
wh2_main_anc_armour_shield_of_the_merwyrm	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			15	0		True
wh2_main_anc_armour_shield_of_the_mirrored_pool	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			30	0		True
wh2_main_anc_armour_shroud_of_death	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_skull_helmet	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_supreme_spellshield	wh_main_anc_enchanted_item	.	False	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			200	0		False
wh2_main_anc_armour_the_bane_shield	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			25	0		True
wh2_main_anc_armour_the_maiming_shield	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			30	0		True
wh2_main_anc_armour_warp_shard_armour	wh_main_anc_armour	.	False	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			200	0		False
wh2_main_anc_armour_warpstone_armour	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			30	0		True
wh2_main_anc_armour_winged_boots	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			150	0		False
wh2_main_anc_armour_worlds_edge_armour	wh_main_anc_armour	.	True	False	False	1	0	9999	False	False	False	False	False	armour	16	30	30	50	True			25	0		True
wh2_main_anc_echanted_item_enriched_warpstone_dust	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_black_dragon_egg	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			50	0		True
wh2_main_anc_enchanted_item_blessed_tome	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_blood_statuette_of_spite	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			25	0		True
wh2_main_anc_enchanted_item_box_of_eerie_noises	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_brass_horn	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_carnosaur_pendant	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			20	0		True
wh2_main_anc_enchanted_item_chest_of_sustenance	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_cloak_of_beards	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			35	0		True
wh2_main_anc_enchanted_item_cloak_of_twilight	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			50	0		True
wh2_main_anc_enchanted_item_curse_charm_of_tepok	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			20	0		True
wh2_main_anc_enchanted_item_divine_plaque_of_protection	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			30	0		True
wh2_main_anc_enchanted_item_dragonfly_of_quicksilver	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			10	0		True
wh2_main_anc_enchanted_item_dragonhorn	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			15	0		True
wh2_main_anc_enchanted_item_enchanted_spyglass	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_folariaths_robe	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			45	0		True
wh2_main_anc_enchanted_item_gilded_horn_of_galon_konook	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_hand_of_gods	wh_main_anc_enchanted_item	.	False	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			200	0		False
wh2_main_anc_enchanted_item_heart_of_avelorn	wh_main_anc_enchanted_item	.	False	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			200	0		False
wh2_main_anc_enchanted_item_khaines_ring_of_fury	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			30	0		True
wh2_main_anc_enchanted_item_moranions_wayshard	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			50	0		True
wh2_main_anc_enchanted_item_odd_powder_keg	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_pipes_of_piebald	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			25	0		True
wh2_main_anc_enchanted_item_portents_of_verminous_doom	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			20	0		True
wh2_main_anc_enchanted_item_radiant_gem_of_hoeth	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			20	0		True
wh2_main_anc_enchanted_item_ring_of_corin	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			75	0		True
wh2_main_anc_enchanted_item_ring_of_hukon	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_rod_of_briars	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_rubric_of_dark_dimensions	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			50	0		True
wh2_main_anc_enchanted_item_satchel_of_potions	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			150	0		False
wh2_main_anc_enchanted_item_skalm	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			30	0		True
wh2_main_anc_enchanted_item_skavenbrew	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			50	0		True
wh2_main_anc_enchanted_item_talisman_of_loec	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			10	0		True
wh2_main_anc_enchanted_item_the_book_of_the_phoenix	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			35	0		True
wh2_main_anc_enchanted_item_the_cloak_of_feathers	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			35	0		True
wh2_main_anc_enchanted_item_the_guiding_eye	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			25	0		True
wh2_main_anc_enchanted_item_the_horn_of_kygor	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			35	0		True
wh2_main_anc_enchanted_item_venom_of_the_firefly_frog	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			10	0		True
wh2_main_anc_enchanted_item_war_drum_of_xahutec	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			30	0		True
wh2_main_anc_enchanted_item_whip_of_agony	wh_main_anc_enchanted_item	.	True	False	False	1	0	9999	False	False	False	False	False	enchanted_item	16	30	30	50	True			25	0		True
wh2_main_anc_follower_def_apprentice_assassin	wh2_main_anc_def_assassin	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_beastmaster	wh2_main_anc_def_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_bodyguard	wh2_main_anc_def_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_cultist	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_daemon_whisperer	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_diplomat	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_diplomat_slaanesh	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_fanatic	wh2_main_anc_def_zealot	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_fimir_balefiend	wh2_main_anc_def_slaver	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_gravedigger	wh2_main_anc_def_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_harem_attendant	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_harem_keeper	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_merchant	wh2_main_anc_def_slaver	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_musician_choirmaster	wh2_main_anc_def_zealot	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_musician_drum	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_musician_flute	wh2_main_anc_def_degenerate	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_organ_merchant	wh2_main_anc_def_slaver	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_overseer	wh2_main_anc_def_slaver	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_propagandist	wh2_main_anc_def_zealot	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_servant	wh2_main_anc_def_slaver	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_slave	wh2_main_anc_hef_scholar	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_def_slave_trader	wh2_main_anc_def_slaver	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_admiral	wh2_main_anc_hef_courtier	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_assassin	wh2_main_anc_hef_courtier	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_bard	wh2_main_anc_hef_courtier	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_beard_weaver	wh2_main_anc_hef_scholar	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_counsellor	wh2_main_anc_hef_courtier	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_counterspy	wh2_main_anc_hef_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_dragon_armourer	wh2_main_anc_hef_scholar	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_dragon_tamer	wh2_main_anc_hef_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_food_taster	wh2_main_anc_hef_agent	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_horsemaster	wh2_main_anc_hef_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_librarian	wh2_main_anc_hef_scholar	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_minstrel	wh2_main_anc_hef_courtier	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_poisoner	wh2_main_anc_hef_scholar	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_priest_vaul	wh2_main_anc_hef_priest	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_priestess_isha	wh2_main_anc_hef_priestess	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_raven_keeper	wh2_main_anc_hef_scholar	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_scout	wh2_main_anc_hef_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_shrine_keeper	wh2_main_anc_hef_priest	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_trappist	wh2_main_anc_hef_priest	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_hef_wine_merchant	wh2_main_anc_hef_courtier	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_acolyte_priest	wh2_main_anc_lzd_skink_priest	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_architect	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_archivist	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_army_beast_hunter	wh2_main_anc_lzd_skink_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_artefact_hunter	wh2_main_anc_lzd_skink_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_astrologer	wh2_main_anc_lzd_skink_priest	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_astronomer	wh2_main_anc_lzd_skink_priest	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_attendant	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_cleaner	wh2_main_anc_lzd_skink_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_clerk	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_defence_expert	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_fan_waver	wh2_main_anc_lzd_skink_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_gardener	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_librarian	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_metallurgist	wh2_main_anc_lzd_skink_scribe	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_sacrificial_victim_human	wh_main_anc_human_man	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_sacrificial_victim_skv	wh2_main_anc_skv_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_temple_cleaner	wh2_main_anc_lzd_skink_servant	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
wh2_main_anc_follower_lzd_veteran_warrior	wh2_main_anc_lzd_saurus_warrior	.	True	False	False	1	0	9999	False	False	False	False	False	general	1	1	50	75	True			1	0	follower	True
