region_religions_tables
0
region	religion	religion_zeal
wh2_main_doom_glades_temple_of_addaioth	wh_main_religion_untainted	1
wh2_main_doom_glades_vauls_anvil	wh_main_religion_untainted	1
wh2_main_eagle_gate	wh_main_religion_untainted	1
wh2_main_eataine_angerrial	wh_main_religion_untainted	1
wh2_main_eataine_lothern	wh_main_religion_untainted	1
wh2_main_eataine_shrine_of_asuryan	wh_main_religion_untainted	1
wh2_main_eataine_tower_of_lysean	wh_main_religion_untainted	1
wh2_main_ellyrion_tor_elyr	wh_main_religion_untainted	1
wh2_main_ellyrion_whitefire_tor	wh_main_religion_untainted	1
wh2_main_great_desert_of_araby_bel_aliad	wh_main_religion_undeath	1
wh2_main_great_desert_of_araby_black_tower_of_arkhan	wh_main_religion_undeath	1
wh2_main_great_desert_of_araby_el-kalabad	wh_main_religion_undeath	1
wh2_main_great_desert_of_araby_pools_of_despair	wh_main_religion_undeath	1
wh2_main_griffon_gate	wh_main_religion_untainted	1
wh2_main_headhunters_jungle_mangrove_coast	wh_main_religion_untainted	1
wh2_main_headhunters_jungle_marks_of_the_old_ones	wh2_main_religion_skaven	1
wh2_main_headhunters_jungle_oyxl	wh2_main_religion_skaven	1
wh2_main_hell_pit_hell_pit	wh2_main_religion_skaven	1
wh2_main_huahuan_desert_chamber_of_visions	wh_main_religion_untainted	1
wh2_main_huahuan_desert_sentinels_of_xeti	wh_main_religion_untainted	1
wh2_main_huahuan_desert_the_golden_colossus	wh_main_religion_untainted	1
wh2_main_iron_mountains_altar_of_ultimate_darkness	wh_main_religion_chaos	1
wh2_main_iron_mountains_har_kaldra	wh_main_religion_untainted	1
wh2_main_iron_mountains_naggarond	wh_main_religion_untainted	1
wh2_main_iron_mountains_rackdo_gorge	wh_main_religion_untainted	1
wh2_main_ironfrost_glacier_dagraks_end	wh_main_religion_untainted	1
wh2_main_ironfrost_glacier_ironfrost	wh_main_religion_untainted	1
wh2_main_isthmus_of_lustria_fallen_gates	wh_main_religion_untainted	1
wh2_main_isthmus_of_lustria_hexoatl	wh_main_religion_untainted	1
wh2_main_isthmus_of_lustria_skeggi	wh_main_religion_untainted	1
wh2_main_isthmus_of_lustria_ziggurat_of_dawn	wh_main_religion_untainted	1
wh2_main_jungles_of_green_mists_spektazuma	wh_main_religion_untainted	1
wh2_main_jungles_of_green_mists_wellsprings_of_eternity	wh_main_religion_untainted	1
wh2_main_kingdom_of_beasts_serpent_coast	wh_main_religion_untainted	1
wh2_main_kingdom_of_beasts_temple_of_skulls	wh_main_religion_untainted	1
wh2_main_kingdom_of_beasts_the_cursed_jungle	wh_main_religion_untainted	1
wh2_main_land_of_assassins_lashiek	wh_main_religion_untainted	1
wh2_main_land_of_assassins_palace_of_the_wizard_caliph	wh_main_religion_untainted	1
wh2_main_land_of_assassins_sorcerers_islands	wh_main_religion_untainted	1
wh2_main_land_of_the_dead_khemri	wh_main_religion_undeath	1
wh2_main_land_of_the_dead_pyramid_of_nagash	wh_main_religion_undeath	1
wh2_main_land_of_the_dead_zandri	wh_main_religion_undeath	1
wh2_main_nagarythe_shrine_of_khaine	wh_main_religion_untainted	1
wh2_main_nagarythe_tor_anlec	wh_main_religion_untainted	1
wh2_main_nagarythe_tor_dranil	wh_main_religion_untainted	1
wh2_main_northern_great_jungle_chaqua	wh_main_religion_untainted	1
wh2_main_northern_great_jungle_temple_of_tlencan	wh_main_religion_untainted	1
wh2_main_northern_great_jungle_xahutec	wh_main_religion_untainted	1
wh2_main_northern_great_jungle_xlanhuapec	wh_main_religion_untainted	1
wh2_main_northern_jungle_of_pahualaxa_macu_peaks	wh_main_religion_untainted	1
wh2_main_northern_jungle_of_pahualaxa_port_reaver	wh_main_religion_untainted	1
wh2_main_northern_jungle_of_pahualaxa_shrine_of_sotek	wh_main_religion_untainted	1
wh2_main_northern_jungle_of_pahualaxa_swamp_town	wh_main_religion_untainted	1
wh2_main_obsidian_peaks_circle_of_destruction	wh_main_religion_untainted	1
wh2_main_obsidian_peaks_clar_karond	wh_main_religion_untainted	1
wh2_main_obsidian_peaks_storag_kor	wh_main_religion_untainted	1
wh2_main_obsidian_peaks_venom_glade	wh_main_religion_untainted	1
wh2_main_phoenix_gate	wh_main_religion_untainted	1
wh2_main_saphery_port_elistor	wh_main_religion_untainted	1
wh2_main_saphery_tor_finu	wh_main_religion_untainted	1
wh2_main_saphery_tower_of_hoeth	wh_main_religion_untainted	1
wh2_main_shifting_sands_antoch	wh_main_religion_undeath	1
wh2_main_shifting_sands_bhagar	wh_main_religion_undeath	1
wh2_main_shifting_sands_ka-sabar	wh_main_religion_undeath	1
wh2_main_skavenblight_skavenblight	wh2_main_religion_skaven	1
wh2_main_southern_great_jungle_axlotl	wh_main_religion_untainted	1
wh2_main_southern_great_jungle_itza	wh_main_religion_untainted	1
wh2_main_southern_great_jungle_subatuun	wh_main_religion_untainted	1
wh2_main_southern_jungle_of_pahualaxa_floating_pyramid	wh_main_religion_untainted	1
wh2_main_southern_jungle_of_pahualaxa_monument_of_the_moon	wh_main_religion_untainted	1
wh2_main_southern_jungle_of_pahualaxa_pahuax	wh_main_religion_untainted	1
wh2_main_southern_jungle_of_pahualaxa_the_high_sentinel	wh_main_religion_untainted	1
wh2_main_southlands_jungle_golden_tower_of_the_gods	wh_main_religion_untainted	1
wh2_main_southlands_jungle_teotiqua	wh_main_religion_untainted	1
wh2_main_southlands_worlds_edge_mountains_karak_zorn	wh_main_religion_untainted	1
wh2_main_southlands_worlds_edge_mountains_lost_plateau	wh_main_religion_untainted	1
wh2_main_southlands_worlds_edge_mountains_mount_arachnos	wh_main_religion_untainted	1
wh2_main_spine_of_sotek_hualotal	wh_main_religion_untainted	1
wh2_main_spine_of_sotek_mine_of_the_bearded_skulls	wh_main_religion_untainted	1
wh2_main_spine_of_sotek_monument_of_izzatal	wh_main_religion_untainted	1
wh2_main_testbed_01	wh_main_religion_untainted	1
wh2_main_testbed_02	wh_main_religion_untainted	1
wh2_main_testbed_03	wh_main_religion_untainted	1
wh2_main_testbed_04	wh_main_religion_untainted	1
wh2_main_testbed_05	wh_main_religion_untainted	1
wh2_main_testbed_06	wh_main_religion_untainted	1
wh2_main_testbed_07	wh_main_religion_untainted	1
wh2_main_testbed_08	wh_main_religion_untainted	1
wh2_main_testbed_09	wh_main_religion_untainted	1
wh2_main_testbed_10	wh_main_religion_untainted	1
wh2_main_testbed_11	wh_main_religion_chaos	1
wh2_main_testbed_12	wh_main_religion_chaos	1
wh2_main_testbed_13	wh2_main_religion_skaven	1
wh2_main_testbed_14	wh2_main_religion_skaven	1
wh2_main_testbed_15	wh2_main_religion_skaven	1
wh2_main_testbed_16	wh2_main_religion_skaven	1
wh2_main_the_black_coast_arnheim	wh_main_religion_untainted	1
wh2_main_the_black_coast_bleak_hold_fortress	wh_main_religion_untainted	1
wh2_main_the_black_flood_cragroth_deep	wh_main_religion_untainted	1
wh2_main_the_black_flood_hag_graef	wh_main_religion_untainted	1
wh2_main_the_black_flood_shroktak_mount	wh_main_religion_untainted	1
wh2_main_the_black_flood_temple_of_khaine	wh_main_religion_untainted	1
wh2_main_the_broken_land_blacklight_tower	wh_main_religion_untainted	1
wh2_main_the_broken_land_karond_kar	wh_main_religion_untainted	1
wh2_main_the_broken_land_slavers_point	wh_main_religion_untainted	1
wh2_main_the_chill_road_ashrak	wh_main_religion_untainted	1
wh2_main_the_chill_road_ghrond	wh_main_religion_untainted	1
wh2_main_the_chill_road_the_great_arena	wh_main_religion_untainted	1
wh2_main_the_clawed_coast_hoteks_column	wh_main_religion_untainted	1
wh2_main_the_clawed_coast_the_monoliths	wh_main_religion_untainted	1
wh2_main_the_clawed_coast_the_twisted_glade	wh_main_religion_untainted	1
wh2_main_the_creeping_jungle_temple_of_kara	wh_main_religion_untainted	1
wh2_main_the_creeping_jungle_tlanxla	wh_main_religion_untainted	1
wh2_main_the_creeping_jungle_tlaxtlan	wh_main_religion_untainted	1
wh2_main_the_road_of_skulls_har_ganeth	wh_main_religion_untainted	1
wh2_main_the_road_of_skulls_kauark	wh_main_religion_untainted	1
wh2_main_the_road_of_skulls_spite_reach	wh_main_religion_untainted	1
wh2_main_the_road_of_skulls_the_black_pillar	wh_main_religion_untainted	1
wh2_main_tiranoc_tor_anroc	wh_main_religion_untainted	1
wh2_main_tiranoc_whitepeak	wh_main_religion_untainted	1
wh2_main_titan_peaks_ancient_city_of_quintex	wh_main_religion_chaos	2
wh2_main_titan_peaks_ironspike	wh_main_religion_untainted	1
wh2_main_titan_peaks_ssildra_tor	wh_main_religion_untainted	1
wh2_main_titan_peaks_the_moon_shard	wh_main_religion_untainted	1
wh2_main_unicorn_gate	wh_main_religion_untainted	1
wh2_main_vampire_coast_pox_marsh	wh_main_religion_undeath	1
wh2_main_vampire_coast_the_awakening	wh_main_religion_undeath	1
wh2_main_vampire_coast_the_blood_swamps	wh_main_religion_undeath	1
wh2_main_volcanic_islands_fuming_serpent	wh_main_religion_untainted	1
wh2_main_volcanic_islands_the_star_tower	wh_main_religion_untainted	1
wh2_main_vor_aghol_wastelands_fortress_of_the_damned	wh_main_religion_chaos	1
wh2_main_vor_aghol_wastelands_palace_of_princes	wh_main_religion_chaos	1
wh2_main_vor_aghol_wastelands_the_palace_of_ruin	wh_main_religion_chaos	1
wh2_main_vor_albion_albion	wh_main_religion_chaos	1
wh2_main_vor_albion_pack_ice_bay	wh_main_religion_chaos	1
wh2_main_vor_albion_troll_fjord	wh_main_religion_chaos	1
wh2_main_vor_ash_river_numas	wh_main_religion_undeath	1
wh2_main_vor_ash_river_quatar	wh_main_religion_undeath	1
wh2_main_vor_ash_river_the_salt_plain	wh_main_religion_undeath	1
wh2_main_vor_ashen_coast_scarpels_lair	wh_main_religion_untainted	1
wh2_main_vor_ashen_coast_sulpharets	wh_main_religion_untainted	1
wh2_main_vor_ashen_coast_tyrant_peak	wh_main_religion_untainted	1
wh2_main_vor_avelorn_evershale	wh_main_religion_untainted	1
wh2_main_vor_avelorn_gaean_vale	wh_main_religion_untainted	1
wh2_main_vor_avelorn_tor_saroir	wh_main_religion_untainted	1
wh2_main_vor_caledor_caledors_repose	wh_main_religion_untainted	1
wh2_main_vor_caledor_tor_sethai	wh_main_religion_untainted	1
wh2_main_vor_caledor_vauls_anvil	wh_main_religion_untainted	1
wh2_main_vor_central_spine_of_sotek_caverns_of_the_great_bat	wh_main_religion_untainted	1
wh2_main_vor_central_spine_of_sotek_chiquibol	wh_main_religion_untainted	1
wh2_main_vor_chrace_elisia	wh_main_religion_untainted	1
wh2_main_vor_chrace_tor_achare	wh_main_religion_untainted	1
wh2_main_vor_chrace_tor_gard	wh_main_religion_untainted	1
wh2_main_vor_coast_of_araby_al_haikk	wh_main_religion_untainted	1
wh2_main_vor_coast_of_araby_copher	wh_main_religion_untainted	1
wh2_main_vor_coast_of_araby_fyrus	wh_main_religion_untainted	1
wh2_main_vor_coast_of_araby_martek	wh_main_religion_untainted	1
wh2_main_vor_coast_of_squalls_macu_peaks	wh_main_religion_untainted	1
wh2_main_vor_coast_of_squalls_monument_of_the_sun	wh_main_religion_untainted	1
wh2_main_vor_coast_of_squalls_shrine_of_sotek	wh_main_religion_untainted	1
wh2_main_vor_cobra_pass_eye_of_the_panther	wh_main_religion_untainted	1
wh2_main_vor_cobra_pass_vulture_mountain	wh_main_religion_untainted	1
wh2_main_vor_copper_desert_the_dust_gate	wh_main_religion_untainted	1
wh2_main_vor_copper_desert_the_forgotten_isles	wh_main_religion_untainted	1
wh2_main_vor_copper_desert_the_golden_colossus	wh_main_religion_untainted	1
wh2_main_vor_cothique_mistnar	wh_main_religion_untainted	1
wh2_main_vor_cothique_tor_koruali	wh_main_religion_untainted	1
wh2_main_vor_culchan_plains_chupayotl	wh_main_religion_untainted	1
wh2_main_vor_culchan_plains_kaiax	wh_main_religion_untainted	1
wh2_main_vor_culchan_plains_the_southern_sentinels	wh_main_religion_untainted	1
wh2_main_vor_culchan_plains_xlansec	wh_main_religion_untainted	1
wh2_main_vor_deadwood_dargoth	wh_main_religion_untainted	1
wh2_main_vor_deadwood_nagrar	wh_main_religion_untainted	1
wh2_main_vor_deadwood_shagrath	wh_main_religion_untainted	1
wh2_main_vor_deadwood_the_frozen_city	wh_main_religion_untainted	1
wh2_main_vor_eagle_gate	wh_main_religion_untainted	1
wh2_main_vor_eataine_angerrial	wh_main_religion_untainted	1
wh2_main_vor_eataine_shrine_of_asuryan	wh_main_religion_untainted	1
wh2_main_vor_ellyrion_reavers_mark	wh_main_religion_untainted	1
wh2_main_vor_ellyrion_the_arc_span	wh_main_religion_untainted	1
wh2_main_vor_ellyrion_tor_elyr	wh_main_religion_untainted	1
wh2_main_vor_forest_of_the_viper_chotecs_causeway	wh_main_religion_untainted	1
wh2_main_vor_forest_of_the_viper_fallen_gates	wh_main_religion_untainted	1
wh2_main_vor_forest_of_the_viper_mirror_pool_of_tepok	wh_main_religion_untainted	1
wh2_main_vor_grey_guardians_grey_rock_point	wh_main_religion_untainted	1
wh2_main_vor_grey_guardians_ssildra_tor	wh_main_religion_untainted	1
wh2_main_vor_grey_guardians_titan_peak	wh_main_religion_untainted	1
wh2_main_vor_griffon_gate	wh_main_religion_untainted	1
wh2_main_vor_headhunters_jungle_altar_of_the_horned_rat	wh2_main_religion_skaven	1
wh2_main_vor_headhunters_jungle_marks_of_the_old_ones	wh2_main_religion_skaven	1
wh2_main_vor_heart_of_the_jungle_oreons_camp	wh_main_religion_untainted	1
wh2_main_vor_iron_mountains_altar_of_ultimate_darkness	wh_main_religion_chaos	1
wh2_main_vor_iron_mountains_cragroth_deep	wh_main_religion_untainted	1
wh2_main_vor_iron_mountains_rackdo_gorge	wh_main_religion_untainted	1
wh2_main_vor_iron_mountains_shroktak_mount	wh_main_religion_untainted	1
wh2_main_vor_iron_peaks_ancient_city_of_quintex	wh_main_religion_chaos	2
wh2_main_vor_iron_peaks_ironspike	wh_main_religion_untainted	1
wh2_main_vor_iron_peaks_the_moon_shard	wh_main_religion_untainted	1
wh2_main_vor_ironfrost_glacier_bear_isle	wh_main_religion_chaos	1
wh2_main_vor_ironfrost_glacier_dagraks_end	wh_main_religion_chaos	1
wh2_main_vor_ironfrost_glacier_ironfrost	wh_main_religion_chaos	1
wh2_main_vor_ironfrost_glacier_mung_encampment	wh_main_religion_chaos	1
wh2_main_vor_isthmus_of_lustria_hexoatl	wh_main_religion_untainted	1
wh2_main_vor_isthmus_of_lustria_monolith_of_fallen_gods	wh_main_religion_untainted	1
wh2_main_vor_isthmus_of_lustria_ziggurat_of_dawn	wh_main_religion_untainted	1
wh2_main_vor_jungle_of_pahualaxa_floating_pyramid	wh_main_religion_untainted	1
wh2_main_vor_jungle_of_pahualaxa_monument_of_the_moon	wh_main_religion_untainted	1
wh2_main_vor_jungle_of_pahualaxa_pahuax	wh_main_religion_untainted	1
wh2_main_vor_jungle_of_pahualaxa_the_high_sentinel	wh_main_religion_untainted	1
wh2_main_vor_jungles_of_green_mist_pillars_of_unseen_constellations	wh_main_religion_untainted	1
wh2_main_vor_jungles_of_green_mist_spektazuma	wh_main_religion_untainted	1
wh2_main_vor_jungles_of_green_mist_wellsprings_of_eternity	wh_main_religion_untainted	1
wh2_main_vor_kingdom_of_beasts_serpent_coast	wh_main_religion_untainted	1
wh2_main_vor_kingdom_of_beasts_temple_of_skulls	wh_main_religion_untainted	1
wh2_main_vor_kingdom_of_beasts_the_cursed_jungle	wh_main_religion_untainted	1
wh2_main_vor_land_of_assassins_lashiek	wh_main_religion_untainted	1
wh2_main_vor_land_of_assassins_palace_of_the_wizard_caliph	wh_main_religion_untainted	1
wh2_main_vor_land_of_assassins_sorcerers_islands	wh_main_religion_untainted	1
wh2_main_vor_land_of_the_dead_black_pyramid_of_nagash	wh_main_religion_undeath	1
wh2_main_vor_land_of_the_dead_khemri	wh_main_religion_undeath	1
wh2_main_vor_land_of_the_dead_springs_of_eternal_life	wh_main_religion_undeath	1
wh2_main_vor_land_of_the_dead_zandri	wh_main_religion_undeath	1
wh2_main_vor_land_of_the_dervishes_el-kalabad	wh_main_religion_untainted	1
wh2_main_vor_land_of_the_dervishes_elven_ruins	wh_main_religion_untainted	1
wh2_main_vor_land_of_the_dervishes_sudenburg	wh_main_religion_untainted	1
wh2_main_vor_mosquito_swamps_tlax	wh_main_religion_untainted	1
wh2_main_vor_mosquito_swamps_xahutec	wh_main_religion_untainted	1
wh2_main_vor_mosquito_swamps_xlanhuapec	wh_main_religion_untainted	1
wh2_main_vor_nagarythe_shrine_of_khaine	wh_main_religion_untainted	1
wh2_main_vor_nagarythe_tor_anlec	wh_main_religion_untainted	1
wh2_main_vor_nagarythe_tor_dranil	wh_main_religion_untainted	1
wh2_main_vor_naggarond_har_kaldra	wh_main_religion_untainted	1
wh2_main_vor_naggarond_kaelra	wh_main_religion_untainted	1
wh2_main_vor_naggarond_naggarond	wh_main_religion_untainted	1
wh2_main_vor_northern_great_jungle_chaqua	wh_main_religion_untainted	1
wh2_main_vor_northern_great_jungle_itza	wh_main_religion_untainted	1
wh2_main_vor_northern_great_jungle_quetza	wh2_main_religion_skaven	1
wh2_main_vor_northern_great_jungle_quittax	wh_main_religion_untainted	1
wh2_main_vor_northern_spine_of_sotek_cavern_of_the_mlexigaur	wh_main_religion_untainted	1
wh2_main_vor_northern_spine_of_sotek_hualotal	wh_main_religion_untainted	1
wh2_main_vor_northern_spine_of_sotek_monument_of_izzatal	wh_main_religion_untainted	1
wh2_main_vor_northern_yvresse_sardenath	wh_main_religion_untainted	1
wh2_main_vor_northern_yvresse_tor_yvresse	wh_main_religion_untainted	1
wh2_main_vor_northern_yvresse_tralinia	wh_main_religion_untainted	1
wh2_main_vor_obsidian_peaks_ice_rock_gorge	wh_main_religion_untainted	1
wh2_main_vor_obsidian_peaks_ice_spire	wh_main_religion_untainted	1
wh2_main_vor_obsidian_peaks_keshta_vault	wh_main_religion_untainted	1
wh2_main_vor_obsidian_peaks_temple_of_addaioth	wh_main_religion_untainted	1
wh2_main_vor_phoenix_gate	wh_main_religion_untainted	1
wh2_main_vor_plain_of_spiders_clarak_spire	wh_main_religion_untainted	1
wh2_main_vor_plain_of_spiders_pits_of_zardok	wh_main_religion_untainted	1
wh2_main_vor_red_desert_drackla_spire	wh_main_religion_untainted	1
wh2_main_vor_red_desert_rothkar_spire	wh_main_religion_untainted	1
wh2_main_vor_river_qurveza_axlotl	wh_main_religion_untainted	1
wh2_main_vor_river_qurveza_mouth_of_qurveza	wh_main_religion_untainted	1
wh2_main_vor_saphery_port_elistor	wh_main_religion_untainted	1
wh2_main_vor_saphery_shadow_peak	wh_main_religion_untainted	1
wh2_main_vor_saphery_tor_finu	wh_main_religion_untainted	1
wh2_main_vor_saphery_tower_of_hoeth	wh_main_religion_untainted	1
wh2_main_vor_sartosa_sartosa	wh_main_religion_untainted	1
wh2_main_vor_scorpion_coast_chotec	wh_main_religion_untainted	1
wh2_main_vor_scorpion_coast_temple_of_tlencan	wh_main_religion_untainted	1
wh2_main_vor_settlers_coast_port_reaver	wh_main_religion_untainted	1
wh2_main_vor_settlers_coast_skeggi	wh_main_religion_untainted	1
wh2_main_vor_settlers_coast_swamp_town	wh_main_religion_untainted	1
wh2_main_vor_shadow_wood_circle_of_destruction	wh_main_religion_untainted	1
wh2_main_vor_shadow_wood_clar_karond	wh_main_religion_untainted	1
wh2_main_vor_shadow_wood_daldrachs_lair	wh_main_religion_untainted	1
wh2_main_vor_shadow_wood_venom_glade	wh_main_religion_untainted	1
wh2_main_vor_shifting_mangrove_coastline_temple_avenue_of_gold	wh_main_religion_untainted	1
wh2_main_vor_shifting_mangrove_coastline_teotiqua	wh_main_religion_untainted	1
wh2_main_vor_shifting_sands_antoch	wh_main_religion_undeath	1
wh2_main_vor_shifting_sands_bhagar	wh_main_religion_undeath	1
wh2_main_vor_shifting_sands_ka-sabar	wh_main_religion_undeath	1
wh2_main_vor_shifting_sands_plain_of_tuskers	wh_main_religion_undeath	1
wh2_main_vor_southern_badlands_galbaraz	wh_main_religion_untainted	1
wh2_main_vor_southern_badlands_gor_gazan	wh_main_religion_untainted	1
wh2_main_vor_southern_great_jungle_gwakmol_crater	wh_main_religion_untainted	1
wh2_main_vor_southern_great_jungle_mortuary_of_tzulaqua	wh_main_religion_untainted	1
wh2_main_vor_southern_great_jungle_xhotl	wh_main_religion_untainted	1
wh2_main_vor_southern_jungles_dawns_light	wh_main_religion_untainted	1
wh2_main_vor_southern_jungles_scrag_hole	wh2_main_religion_skaven	1
wh2_main_vor_southern_jungles_yuatek	wh_main_religion_untainted	1
wh2_main_vor_southern_spine_of_sotek_mine_of_the_bearded_skulls	wh_main_religion_untainted	1
wh2_main_vor_southern_spine_of_sotek_thrice-cursed_peak	wh_main_religion_untainted	1
wh2_main_vor_southern_yvresse_cairn_thel	wh_main_religion_untainted	1
wh2_main_vor_southern_yvresse_elessaeli	wh_main_religion_untainted	1
wh2_main_vor_southern_yvresse_shrine_of_loec	wh_main_religion_untainted	1
wh2_main_vor_southlands_world_edge_mountains_karag_orrud	wh_main_religion_untainted	1
wh2_main_vor_southlands_world_edge_mountains_karak_zorn	wh_main_religion_untainted	1
wh2_main_vor_southlands_world_edge_mountains_lost_plateau	wh_main_religion_untainted	1
wh2_main_vor_southlands_world_edge_mountains_mount_arachnos	wh_main_religion_untainted	1
wh2_main_vor_straits_of_lothern_glittering_tower	wh_main_religion_untainted	1
wh2_main_vor_straits_of_lothern_lothern	wh_main_religion_untainted	1
wh2_main_vor_straits_of_lothern_tower_of_lysean	wh_main_religion_untainted	1
wh2_main_vor_the_black_coast_arnheim	wh_main_religion_untainted	1
wh2_main_vor_the_black_coast_bleak_hold_fortress	wh_main_religion_untainted	1
wh2_main_vor_the_black_coast_hag_hall	wh_main_religion_untainted	1
wh2_main_vor_the_black_coast_vauls_anvil	wh_main_religion_untainted	1
wh2_main_vor_the_black_flood_hag_graef	wh_main_religion_untainted	1
wh2_main_vor_the_black_flood_storag_kor	wh_main_religion_untainted	1
wh2_main_vor_the_black_flood_temple_of_khaine	wh_main_religion_untainted	1
wh2_main_vor_the_broken_land_black_creek_spire	wh_main_religion_untainted	1
wh2_main_vor_the_broken_land_blacklight_tower	wh_main_religion_untainted	1
wh2_main_vor_the_broken_land_karond_kar	wh_main_religion_untainted	1
wh2_main_vor_the_broken_land_slavers_point	wh_main_religion_untainted	1
wh2_main_vor_the_capes_citadel_of_dusk	wh_main_religion_untainted	1
wh2_main_vor_the_capes_fortress_of_dawn	wh_main_religion_untainted	1
wh2_main_vor_the_chill_road_ashrak	wh_main_religion_untainted	1
wh2_main_vor_the_chill_road_ghrond	wh_main_religion_untainted	1
wh2_main_vor_the_chill_road_the_great_arena	wh_main_religion_untainted	1
wh2_main_vor_the_clawed_coast_hoteks_column	wh_main_religion_untainted	1
wh2_main_vor_the_clawed_coast_the_monoliths	wh_main_religion_untainted	1
wh2_main_vor_the_clawed_coast_the_twisted_glade	wh_main_religion_untainted	1
wh2_main_vor_the_creeping_jungle_temple_of_kara	wh_main_religion_untainted	1
wh2_main_vor_the_creeping_jungle_tlanxla	wh_main_religion_untainted	1
wh2_main_vor_the_creeping_jungle_tlaxtlan	wh_main_religion_untainted	1
wh2_main_vor_the_dragon_isles_isle_of_the_crimson_skull	wh_main_religion_untainted	1
wh2_main_vor_the_dragon_isles_the_blood_hall	wh_main_religion_untainted	1
wh2_main_vor_the_forbidden_jungle_chamber_of_visions	wh_main_religion_untainted	1
wh2_main_vor_the_forbidden_jungle_sentinels_of_xeti	wh_main_religion_untainted	1
wh2_main_vor_the_great_desert_bel_aliad	wh_main_religion_undeath	1
wh2_main_vor_the_great_desert_black_tower_of_arkhan	wh_main_religion_undeath	1
wh2_main_vor_the_great_desert_pools_of_despair	wh_main_religion_undeath	1
wh2_main_vor_the_jungles_of_the_gods_caverns_of_sotek	wh_main_religion_untainted	1
wh2_main_vor_the_jungles_of_the_gods_tor_surpindar	wh_main_religion_untainted	1
wh2_main_vor_the_lost_valleys_oyxl	wh2_main_religion_skaven	1
wh2_main_vor_the_lost_valleys_subatuun	wh_main_religion_untainted	1
wh2_main_vor_the_lost_valleys_the_sentinel_of_time	wh_main_religion_untainted	1
wh2_main_vor_the_red_rivers_cuexotl	wh_main_religion_untainted	1
wh2_main_vor_the_red_rivers_golden_tower_of_the_gods	wh_main_religion_untainted	1
wh2_main_vor_the_red_rivers_nahuontl	wh_main_religion_untainted	1
wh2_main_vor_the_red_rivers_zlatan	wh_main_religion_untainted	1
wh2_main_vor_the_road_of_skulls_har_ganeth	wh_main_religion_untainted	1
wh2_main_vor_the_road_of_skulls_kauark	wh_main_religion_untainted	1
wh2_main_vor_the_road_of_skulls_spite_reach	wh_main_religion_untainted	1
wh2_main_vor_the_road_of_skulls_the_black_pillar	wh_main_religion_untainted	1
wh2_main_vor_the_turtle_isles_golden_ziggurat	wh_main_religion_untainted	1
wh2_main_vor_the_turtle_isles_great_turtle_isle	wh_main_religion_untainted	1
wh2_main_vor_the_turtle_isles_mud_isle	wh_main_religion_untainted	1
wh2_main_vor_the_vampire_coast_pox_marsh	wh_main_religion_undeath	1
wh2_main_vor_the_vampire_coast_the_awakening	wh_main_religion_undeath	1
