character_skill_nodes_tables
5
campaign_key	character_skill_key	character_skill_node_set_key	faction_key	indent	key	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
	wh2_main_skill_all_hero_passive_spread_public_order_horde	wh2_main_skill_node_set_chs_exalted_hero		5	wh2_main_skill_node_chs_exalted_hero_campaign_02	1		0	0	True
	wh2_main_skill_all_hero_hinder_settlement_assault_garrison	wh2_main_skill_node_set_chs_exalted_hero		5	wh2_main_skill_node_chs_exalted_hero_campaign_03	2		0	0	True
	wh2_main_skill_all_hero_hinder_agent_assassinate	wh2_main_skill_node_set_chs_exalted_hero		5	wh2_main_skill_node_chs_exalted_hero_campaign_04	3		0	0	True
	wh2_main_skill_all_hero_hinder_army_assault_units	wh2_main_skill_node_set_chs_exalted_hero		5	wh2_main_skill_node_chs_exalted_hero_campaign_05	4		0	0	True
	wh2_main_skill_all_hero_reduce_action_cost	wh2_main_skill_node_set_chs_exalted_hero		5	wh2_main_skill_node_chs_exalted_hero_campaign_06	5		0	0	True
	wh2_main_skill_all_dummy_agent_actions_chs_exalted_hero	wh2_main_skill_node_set_chs_exalted_hero		8	wh2_main_skill_node_chs_exalted_hero_campaign_actions_dummy	0		1	0	False
	wh2_main_skill_all_immortality_hero	wh2_main_skill_node_set_chs_exalted_hero		0	wh2_main_skill_node_chs_exalted_hero_immortality	4		0	0	True
	wh2_main_skill_innate_chs_diabolic_spendour	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_01	0		0	0	False
	wh2_main_skill_innate_chs_dominance	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_02	1		0	0	False
	wh2_main_skill_innate_all_fleet_footed	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_03	2		0	0	False
	wh2_main_skill_innate_all_cunning	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_04	3		0	0	False
	wh2_main_skill_innate_all_determined	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_05	4		0	0	False
	wh2_main_skill_innate_all_confident	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_06	5		0	0	False
	wh2_main_skill_innate_all_disciplined	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_07	6		0	0	False
	wh2_main_skill_innate_all_perceptive	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_08	7		0	0	False
	wh2_main_skill_innate_all_aggressive	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_09	8		0	0	False
	wh2_main_skill_innate_all_tough	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_10	9		0	0	False
	wh2_main_skill_innate_all_strong	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_11	10		0	0	False
	wh2_main_skill_innate_all_weapon_master	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_12	11		0	0	False
	wh2_main_skill_innate_all_strategist	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_13	12		0	0	False
	wh2_main_skill_innate_all_tactician	wh2_main_skill_node_set_chs_exalted_hero		6	wh2_main_skill_node_chs_exalted_hero_innate_14	13		0	0	False
	wh_main_skill_all_all_self_blade_master_starter	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_01	0		0	0	True
	wh_main_skill_all_all_self_devastating_charge	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_02	1		0	0	True
	wh_main_skill_all_all_self_thick-skinned_2	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_03	2		0	0	True
	wh_main_skill_all_all_self_hard_to_hit	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_04	3		0	0	True
	wh_main_skill_all_all_self_deadly_blade	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_05	4		0	0	True
	wh_main_skill_all_all_self_foe-seeker	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_06	5		0	4	True
	wh_main_skill_all_all_self_wound-maker	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_07	6		0	0	True
	wh_main_skill_all_all_self_scarred_veteran_2	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_08	7		0	0	True
	wh_main_skill_all_all_self_indomitable	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_09	8		0	0	True
	wh_main_skill_all_all_self_blade_shield	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_10	9		0	0	True
	wh_main_skill_all_all_self_deadly_onslaught	wh2_main_skill_node_set_chs_exalted_hero		1	wh2_main_skill_node_chs_exalted_hero_self_11	10		0	4	True
	wh_main_skill_chs_champion_unique_exalted_hero_chaos_steed	wh2_main_skill_node_set_chs_exalted_hero		0	wh2_main_skill_node_chs_exalted_hero_unique_01	0		0	0	True
	wh_main_skill_chs_champion_unique_exalted_hero_manticore	wh2_main_skill_node_set_chs_exalted_hero		0	wh2_main_skill_node_chs_exalted_hero_unique_02	1		0	0	True
	wh_main_skill_chs_all_unique_eye_of_the_gods	wh2_main_skill_node_set_chs_exalted_hero		0	wh2_main_skill_node_chs_exalted_hero_unique_03	2		0	0	True
	wh_main_skill_chs_all_unique_aura_of_chaos	wh2_main_skill_node_set_chs_exalted_hero		0	wh2_main_skill_node_chs_exalted_hero_unique_04	3		0	0	True
	wh2_main_skill_all_hero_assist_army_scavenge	wh2_main_skill_node_set_def_khainite_assassin		5	wh2_main_skill_node_def_assassin_campaign_01	0		0	0	True
	wh2_main_skill_all_hero_passive_increase_slave_income	wh2_main_skill_node_set_def_khainite_assassin		5	wh2_main_skill_node_def_assassin_campaign_02	1		0	0	True
	wh2_main_skill_all_hero_hinder_settlement_assault_garrison	wh2_main_skill_node_set_def_khainite_assassin		5	wh2_main_skill_node_def_assassin_campaign_03	2		0	0	True
	wh2_main_skill_all_hero_hinder_agent_assassinate	wh2_main_skill_node_set_def_khainite_assassin		5	wh2_main_skill_node_def_assassin_campaign_04	3		0	0	True
	wh2_main_skill_all_hero_hinder_army_assault_units	wh2_main_skill_node_set_def_khainite_assassin		5	wh2_main_skill_node_def_assassin_campaign_05	4		0	0	True
	wh2_main_skill_all_hero_reduce_action_cost	wh2_main_skill_node_set_def_khainite_assassin		5	wh2_main_skill_node_def_assassin_campaign_06	5		0	0	True
	wh2_main_skill_def_combat_dance_of_death	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_0	0		0	0	True
	wh_main_skill_all_spy_self_gutter_fighter_2	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_1_1	1		0	0	True
	wh_main_skill_all_spy_self_elusive	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_1_2	2		0	0	True
	wh_main_skill_all_spy_self_precise_2	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_1_3	3		0	0	True
	wh_main_skill_all_spy_self_survivalist_2	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_1_4	4		0	0	True
	wh2_main_skill_def_spy_shroud_of_darkness	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_2	5		0	4	True
	wh_main_skill_all_spy_self_fleet-footed	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_3_1	6		0	0	True
	wh_main_skill_all_spy_self_opportunist	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_3_2	7		0	0	True
	wh_main_skill_all_spy_self_counter-striker_2	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_3_3	8		0	0	True
	wh_main_skill_all_spy_self_bloody_blade	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_3_4	9		0	0	True
	wh2_main_skill_skv_trophy_heads_assassin	wh2_main_skill_node_set_def_khainite_assassin		2	wh2_main_skill_node_def_assassin_combat_4	10		0	4	True
	wh2_main_skill_def_spy_unbreakable	wh2_main_skill_node_set_def_khainite_assassin		0	wh2_main_skill_node_def_assassin_generic_1	1		0	0	True
	wh2_main_skill_def_generic_ward_of_khaine	wh2_main_skill_node_set_def_khainite_assassin		0	wh2_main_skill_node_def_assassin_generic_2	2		0	0	True
	wh2_main_skill_assassin_unique_loyalty	wh2_main_skill_node_set_def_khainite_assassin		0	wh2_main_skill_node_def_assassin_generic_3	3		0	0	True
	wh2_main_skill_all_immortality_hero	wh2_main_skill_node_set_def_khainite_assassin		0	wh2_main_skill_node_def_assassin_immortality	4		0	0	True
	wh2_main_skill_def_assassin_missile_range_hawk_eyed	wh2_main_skill_node_set_def_khainite_assassin		3	wh2_main_skill_node_def_assassin_missile_0	0		0	0	True
	wh_dlc05_skill_wef_general_personal_buff_missile_damage	wh2_main_skill_node_set_def_khainite_assassin		3	wh2_main_skill_node_def_assassin_missile_1	1		0	0	True
	wh2_main_skill_def_combat_deadeye	wh2_main_skill_node_set_def_khainite_assassin		3	wh2_main_skill_node_def_assassin_missile_2	2		0	0	True
	wh2_main_skill_def_spy_poison_1	wh2_main_skill_node_set_def_khainite_assassin		1	wh2_main_skill_node_def_assassin_poisons_1	1		0	0	True
	wh2_main_skill_def_spy_poison_2	wh2_main_skill_node_set_def_khainite_assassin		1	wh2_main_skill_node_def_assassin_poisons_2	2		0	0	True
	wh2_main_skill_def_spy_poison_3	wh2_main_skill_node_set_def_khainite_assassin		1	wh2_main_skill_node_def_assassin_poisons_3	3		0	0	True
	wh2_main_skill_all_hero_assist_army_replenish_troops	wh2_main_skill_node_set_def_death_hag		5	wh2_main_skill_node_def_death_hag_campaign_01	0		0	0	True
	wh2_main_skill_all_hero_passive_spread_corruption	wh2_main_skill_node_set_def_death_hag		5	wh2_main_skill_node_def_death_hag_campaign_02	1		0	0	True
	wh2_main_skill_all_hero_passive_spread_corruption_chs	wh2_main_skill_node_set_def_death_hag	wh2_main_def_cult_of_pleasure	5	wh2_main_skill_node_def_death_hag_campaign_02_cult_of_pleasure	1		0	0	True
	wh2_main_skill_all_hero_passive_spread_corruption_chs	wh2_main_skill_node_set_def_death_hag	wh2_main_def_ssildra_tor	5	wh2_main_skill_node_def_death_hag_campaign_02_ssildra_tor	1		0	0	True
	wh2_main_skill_all_hero_hinder_settlement_damage_walls	wh2_main_skill_node_set_def_death_hag		5	wh2_main_skill_node_def_death_hag_campaign_03	2		0	0	True
	wh2_main_skill_all_hero_hinder_agent_wound	wh2_main_skill_node_set_def_death_hag		5	wh2_main_skill_node_def_death_hag_campaign_04	3		0	0	True
	wh2_main_skill_all_hero_hinder_army_hinder_replenishment	wh2_main_skill_node_set_def_death_hag		5	wh2_main_skill_node_def_death_hag_campaign_05	4		0	0	True
	wh2_main_skill_all_hero_reduce_action_cost	wh2_main_skill_node_set_def_death_hag		5	wh2_main_skill_node_def_death_hag_campaign_06	5		0	0	True
	wh2_main_skill_all_dummy_agent_actions_def_death_hag	wh2_main_skill_node_set_def_death_hag		8	wh2_main_skill_node_def_death_hag_campaign_actions_dummy	0		1	0	False
	wh2_main_skill_all_dummy_agent_actions_def_death_hag_chs	wh2_main_skill_node_set_def_death_hag	wh2_main_def_cult_of_pleasure	8	wh2_main_skill_node_def_death_hag_campaign_actions_dummy_cult_of_pleasure	0		1	0	False
	wh2_main_skill_all_dummy_agent_actions_def_death_hag_chs	wh2_main_skill_node_set_def_death_hag	wh2_main_def_ssildra_tor	8	wh2_main_skill_node_def_death_hag_campaign_actions_dummy_ssildra_tor	0		1	0	False
	wh2_main_skill_def_combat_dance_of_death	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_0	0		0	0	True
	wh_main_skill_all_dignitary_self_impassioned	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_1_1	1		0	0	True
	wh_main_skill_all_dignitary_self_wild-eyed	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_1_2	2		0	0	True
	wh_main_skill_all_dignitary_self_conviction	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_1_3	3		0	0	True
	wh_main_skill_all_dignitary_self_soothsaying	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_1_4	4		0	0	True
	wh_main_skill_all_all_self_foe-seeker	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_2	5		0	4	True
	wh_main_skill_all_spy_self_fleet-footed	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_3_1	6		0	0	True
	wh_main_skill_all_dignitary_self_augury	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_3_2	7		0	0	True
	wh_main_skill_all_dignitary_self_tenacity	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_3_3	8		0	0	True
	wh_main_skill_all_dignitary_self_fervour	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_3_4	9		0	0	True
	wh_main_skill_all_all_self_deadly_onslaught	wh2_main_skill_node_set_def_death_hag		2	wh2_main_skill_node_def_death_hag_combat_4	10		0	4	True
	wh2_main_skill_def_generic_ward_of_khaine	wh2_main_skill_node_set_def_death_hag		0	wh2_main_skill_node_def_death_hag_generic_1	1		0	0	True
	wh2_main_skill_def_death_hag_bride_of_khaine	wh2_main_skill_node_set_def_death_hag		0	wh2_main_skill_node_def_death_hag_generic_2	2		0	0	True
	wh2_main_skill_def_death_hag_gift_1	wh2_main_skill_node_set_def_death_hag		1	wh2_main_skill_node_def_death_hag_gifts_1	1		0	0	True
	wh2_main_skill_def_death_hag_gift_2	wh2_main_skill_node_set_def_death_hag		1	wh2_main_skill_node_def_death_hag_gifts_2	2		0	0	True
	wh2_main_skill_def_witchbrew	wh2_main_skill_node_set_def_death_hag		1	wh2_main_skill_node_def_death_hag_gifts_3	3		0	0	True
	wh2_main_skill_all_immortality_hero	wh2_main_skill_node_set_def_death_hag		0	wh2_main_skill_node_def_death_hag_immortality	3		0	0	True
	wh2_main_skill_innate_def_cruel	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_01	0		0	0	False
	wh2_main_skill_innate_def_malevolent	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_02	1		0	0	False
	wh2_main_skill_innate_def_malicious	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_03	2		0	0	False
	wh2_main_skill_innate_def_vicious	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_05	4		0	0	False
	wh2_main_skill_innate_all_fleet_footed	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_06	5		0	0	False
	wh2_main_skill_innate_all_cunning	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_07	6		0	0	False
	wh2_main_skill_innate_all_determined	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_08	7		0	0	False
	wh2_main_skill_innate_all_confident	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_09	8		0	0	False
	wh2_main_skill_innate_all_disciplined	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_10	9		0	0	False
	wh2_main_skill_innate_all_perceptive	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_11	10		0	0	False
	wh2_main_skill_innate_all_aggressive	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_12	11		0	0	False
	wh2_main_skill_innate_all_tough	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_13	12		0	0	False
	wh2_main_skill_innate_all_strong	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_14	13		0	0	False
	wh2_main_skill_innate_all_weapon_master	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_15	14		0	0	False
	wh2_main_skill_innate_all_strategist	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_16	15		0	0	False
	wh2_main_skill_innate_all_tactician	wh2_main_skill_node_set_def_death_hag		6	wh2_main_skill_node_def_death_hag_innate_17	16		0	0	False
	wh2_main_skill_def_death_hag_mount_cauldron_of_blood	wh2_main_skill_node_set_def_death_hag		0	wh2_main_skill_node_def_death_hag_mount_1	0		0	0	True
	wh_main_skill_all_lord_battle_inspiring_presence	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_0	0		0	0	True
	wh2_main_skill_def_army_buff_basic_infantry	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_1_1	1		0	0	True
	wh2_main_skill_def_army_buff_missile	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_1_2	2		0	0	True
	wh2_main_skill_def_army_buff_shades_riders	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_1_3	3		0	0	True
	wh2_main_skill_def_army_buff_beasts	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_1_4	4		0	0	True
	wh2_main_skill_def_army_buff_coldones	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_1_5	5		0	0	True
	wh2_main_skill_def_army_buff_elites	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_1_6	6		0	0	True
	wh2_main_skill_hef_def_fire_at_will	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_2	7		0	6	True
	wh2_main_skill_def_army_buff_cull_the_unworthy	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_3_1	8		0	0	True
	wh2_main_skill_def_army_buff_rewards_for_ravagers	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_3_2	9		0	0	True
	wh2_main_skill_def_army_buff_favour_the_fortunate	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_3_3	10		0	0	True
	wh2_main_skill_def_army_buff_confer_bloodlust	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_3_4	11		0	0	True
	wh2_main_skill_hef_def_darken_the_skies	wh2_main_skill_node_set_def_dreadlord		4	wh2_main_skill_node_def_dreadlord_army_4	12		0	1	True
	wh_main_skill_all_lord_campaign_route_marcher	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_0	0		0	0	True
	wh_main_skill_emp_lord_campaign_iron_disciplinarian	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_1_1	1		0	0	True
	wh2_main_skill_def_campaign_dreaded_slaver	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_1_2	2		0	0	True
	wh_main_skill_chs_lord_campaign_serve_or_die	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_1_3	3		0	0	True
	wh2_main_skill_def_campaign_infamous_raider	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_1_4	4		0	0	True
	wh2_main_skill_def_campaign_draftmaster	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_2	5		0	4	True
	wh_main_skill_all_lord_campaign_lightning_strike	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_3_1	6		0	0	True
	wh_main_skill_emp_lord_campaign_quartermaster	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_3_2	7		0	0	True
	wh2_main_skill_def_campaign_fleeting_shadow	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_3_3	8		0	0	True
	wh2_main_skill_hef_campaign_elven_healing	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_3_4	9		0	0	True
	wh2_main_skill_LL_self_defense	wh2_main_skill_node_set_def_dreadlord		5	wh2_main_skill_node_def_dreadlord_campaign_4	10		0	4	True
	wh2_main_skill_def_combat_sea_dragon_cloak	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_0	0		0	0	True
	wh_main_skill_all_all_self_devastating_charge	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_1_1	1		0	0	True
	wh2_main_skill_def_combat_deadeye	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_1_2	2		0	0	True
	wh_main_skill_all_all_self_blade_master	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_1_3	3		0	0	True
	wh_main_skill_all_all_self_indomitable	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_1_4	4		0	0	True
	wh_main_skill_all_all_self_foe-seeker	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_2	5		0	4	True
	wh_main_skill_all_all_self_wound-maker	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_3_1	6		0	0	True
	wh_main_skill_all_lord_self_full_plate_armour	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_3_2	7		0	0	True
	wh_dlc05_skill_wef_general_personal_buff_missile_damage	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_3_3	8		0	0	True
	wh_dlc05_skill_wef_general_personal_buff_battle_speed	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_3_4	9		0	0	True
	wh2_main_skill_def_volley_of_dark_arrows	wh2_main_skill_node_set_def_dreadlord		2	wh2_main_skill_node_def_dreadlord_combat_4	10		0	4	True
	wh_main_skill_all_lord_battle_inspiring_presence	wh2_main_skill_node_set_def_dreadlord_fem		4	wh2_main_skill_node_def_dreadlord_fem_army_0	0		0	0	True
	wh2_main_skill_def_army_buff_basic_infantry	wh2_main_skill_node_set_def_dreadlord_fem		4	wh2_main_skill_node_def_dreadlord_fem_army_1_1	1		0	0	True
	wh2_main_skill_def_army_buff_missile	wh2_main_skill_node_set_def_dreadlord_fem		4	wh2_main_skill_node_def_dreadlord_fem_army_1_2	2		0	0	True
	wh2_main_skill_def_army_buff_shades_riders	wh2_main_skill_node_set_def_dreadlord_fem		4	wh2_main_skill_node_def_dreadlord_fem_army_1_3	3		0	0	True
	wh2_main_skill_def_army_buff_beasts	wh2_main_skill_node_set_def_dreadlord_fem		4	wh2_main_skill_node_def_dreadlord_fem_army_1_4	4		0	0	True
	wh2_main_skill_def_army_buff_coldones	wh2_main_skill_node_set_def_dreadlord_fem		4	wh2_main_skill_node_def_dreadlord_fem_army_1_5	5		0	0	True
