building_level_armed_citizenry_junctions_tables
1
building_level	id	unknown3	unit_group
wh_main_special_settlement_couronne_5_brt	1010252462	0	wh_main_brt_cav_grail_knights
wh2_main_lzd_outpostnorsca_major_1	1010275129	0	wh2_main_lzd_inf_saurus_spearmen_0
wh2_main_rogue_settlement_minor_coast_1	1010846116	0	wh2_main_def_inf_black_ark_corsairs_0
wh2_main_skv_outpostnorsca_minor_1_coast	1010864447	0	wh2_main_skv_inf_clanrats_0
wh2_main_special_settlement_athel_loren_lzd_3	1011573878	0	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_special_settlement_skavenblight_2	1011694906	0	wh2_main_skv_inf_plague_monks
wh2_main_special_settlement_eight_peaks_skv_1	1011885702	0	wh2_main_skv_inf_night_runners_1
wh2_main_rogue_outpostnorsca_minor_2	1012139361	0	wh_main_emp_inf_crossbowmen
wh2_main_rogue_settlement_minor_coast_3	101230545	0	wh_main_emp_cav_outriders_1
wh_main_grn_outpostnorsca_minor_2	1012452139	0	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_athel_loren_skv_5	1012677082	0	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_hexoatl_other_lzd_2	1013278296	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_rogue_settlement_major_2	1013495580	0	wh_dlc06_chs_cav_marauder_horsemasters_0
wh2_main_rogue_settlement_major_coast_2	101362610	0	wh_main_chs_inf_chaos_warriors_1
wh2_main_special_settlement_naggarond_skv_1	1013754176	0	wh2_main_skv_inf_clanrats_0
wh2_main_special_settlement_lahmia_skv_5	101376529	0	wh2_main_skv_art_plagueclaw_catapult
wh2_main_rogue_outpostnorsca_minor_2	1013767574	0	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_athel_loren_rogue_1	1013830907	0	wh2_main_skv_mon_hell_pit_abomination
wh2_main_rogue_outpostnorsca_major_coast_2	101396542	0	wh_main_emp_inf_crossbowmen
wh2_main_rogue_outpostnorsca_major_2	1013968472	0	wh_main_grn_inf_savage_orc_big_uns
wh_main_grn_outpostnorsca_minor_2_skarsnik	1014102001	0	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_lahmia_lzd_2	1014103736	0	wh2_main_lzd_inf_saurus_warriors_1
wh2_main_special_settlement_hellpit_other_5	1014208743	0	wh_main_emp_inf_greatswords
wh2_main_special_settlement_colony_major_hef_2	1014478196	0	wh2_main_hef_inf_archers_1
wh2_main_special_settlement_itza_skv_5	1014558953	0	wh2_main_skv_inf_poison_wind_globadiers
wh_main_grn_outpostnorsca_major_3_wurrzag	1014638985	0	wh_main_grn_inf_savage_orc_big_uns
wh2_main_special_settlement_khemri_def_2	1014643596	0	wh2_main_def_inf_dreadspears_0
wh2_main_lzd_outpostnorsca_major_3	1014689833	0	wh2_main_lzd_mon_kroxigors
wh2_main_special_settlement_colony_major_other_5	1014690150	0	wh2_main_skv_inf_plague_monks
wh2_main_special_settlement_colony_major_other_3	1015142411	0	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_khemri_emp_3	1015152184	0	wh_main_emp_inf_crossbowmen
wh2_main_rogue_outpostnorsca_major_2	101547163	0	wh_dlc05_wef_cav_glade_riders_1
wh2_main_rogue_settlement_major_coast_1	1015638026	0	wh_main_brt_cav_grail_knights
wh2_main_special_settlement_itza_other_lzd_2	1016483833	0	wh2_main_lzd_mon_terradon_0
wh_main_emp_outpostnorsca_major_2_coast	101698979	0	wh_main_emp_inf_swordsmen
wh2_main_def_outpostnorsca_minor_1	1017098803	0	wh2_main_def_inf_darkshards_0
wh2_main_rogue_outpostnorsca_minor_2	1017117113	0	wh2_main_def_cav_cold_one_knights_1
wh2_main_rogue_settlement_major_1	101721523	0	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_naggarond_lzd_3	1017339104	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_settlement_khemri_dwf_5	1017371688	0	wh_main_dwf_inf_longbeards_1
wh2_main_special_settlement_hellpit_other_5	1017395373	0	wh2_main_lzd_mon_kroxigors
wh2_main_special_settlement_itza_other_lzd_2	1017486207	0	wh2_main_lzd_inf_skink_cohort_1
wh_main_savage_outpostnorsca_major_3	101770544	0	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_colony_minor_other_2	101771187	0	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_outpostnorsca_minor_3	1017831749	0	wh2_main_skv_mon_hell_pit_abomination
wh2_main_special_settlement_hellpit_other_2	1017915613	0	wh2_main_hef_inf_archers_1
wh_main_special_settlement_couronne_2_brt	1018421542	0	wh_main_brt_cav_knights_of_the_realm
wh2_main_rogue_outpostnorsca_major_coast_3	1018555413	0	wh2_main_def_cav_dark_riders_1
wh2_main_special_everqueen_court	101861920	0	wh2_main_hef_mon_sun_dragon
wh2_main_hef_outpostnorsca_major_3	1018681365	0	wh2_main_hef_inf_archers_1
wh2_main_special_settlement_lahmia_brt_3	101881683	0	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_hexoatl_skv_1	1018994884	0	wh2_main_skv_inf_night_runners_1
wh2_main_lzd_outpostnorsca_major_2_coast	1019117648	0	wh2_main_lzd_inf_saurus_spearmen_1
wh2_main_rogue_outpostnorsca_major_coast_1	1019243765	0	wh2_main_def_art_reaper_bolt_thrower
wh2_main_special_settlement_athel_loren_skv_1	1019350404	0	wh2_main_skv_inf_clanrats_0
wh2_main_special_settlement_hexoatl_hef_1	1019637605	0	wh2_main_hef_inf_archers_0
wh2_main_rogue_settlement_minor_1	1020018684	0	wh_main_grn_cav_savage_orc_boar_boy_big_uns
wh2_main_hef_outpostnorsca_major_4_coast	102059045	0	wh2_main_hef_inf_lothern_sea_guard_1
wh_main_special_conclave_of_magic	1020844762	0	wh_main_emp_cha_wizard_fire_0
wh_main_vmp_outpostnorsca_major_1	1020858820	0	wh_main_vmp_inf_skeleton_warriors_0
wh2_main_special_settlement_couronne_dwf_3	1020956961	0	wh_main_dwf_cha_thane
wh2_main_rogue_outpostnorsca_major_coast_2	1021071524	0	wh_main_chs_cav_chaos_chariot
wh2_main_lzd_settlement_major_3	1021505474	0	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_special_settlement_khemri_vmp_5	1021643160	0	wh_main_vmp_inf_grave_guard_0
wh2_main_special_settlement_athel_loren_brt_1	102177576	0	wh_main_brt_inf_peasant_bowmen
wh2_main_def_settlement_major_4_coast	1021796701	0	wh2_main_def_cha_death_hag_0
wh2_main_rogue_outpostnorsca_major_coast_2	1021796789	0	wh2_main_hef_inf_spearmen_0
wh_dlc05_special_settlement_itza_1_wef	102185782	0	wh_dlc05_wef_treeman
wh2_main_special_settlement_skavenblight_other_3	1021956672	0	wh2_main_hef_inf_spearmen_0
wh_main_brt_outpostnorsca_major_4_coast	1022124345	0	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_colony_minor_other_3	1022358747	0	wh_dlc05_wef_mon_treekin_0
wh2_main_special_settlement_colony_major_other_5	1022829537	0	wh_dlc07_brt_inf_foot_squires_0
wh2_main_special_settlement_colony_minor_other_3	1023123704	0	wh_main_nor_inf_chaos_marauders_1
wh_main_savage_outpostnorsca_minor_3	1023130065	0	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_khemri_brt_3	1024017872	0	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_hellpit_other_4	1024592411	0	wh_main_nor_cav_marauder_horsemen_1
wh2_main_special_settlement_skavenblight_other_4	102476352	0	wh_main_grn_inf_night_goblin_archers
wh2_main_special_settlement_colony_minor_other_1	1024778762	0	wh_main_nor_mon_chaos_warhounds_0
wh2_main_special_settlement_colony_minor_other_2	1024790456	0	wh_main_grn_inf_goblin_archers
wh_main_dwf_outpostnorsca_major_5	1024821595	0	wh_main_dwf_inf_ironbreakers
wh2_main_savageorc_defence_norsca_1	1024869159	0	wh_main_grn_cav_savage_orc_boar_boyz
wh2_main_special_settlement_lothern_skv_3	1025034972	0	wh2_main_skv_inf_clanrats_1
wh2_main_hef_outpostnorsca_major_4	1025308889	0	wh2_main_hef_cha_noble_0
wh_main_nor_outpost_major_human_1	1025674353	0	wh_main_nor_inf_chaos_marauders_1
wh2_main_special_settlement_colony_major_other_5	1025817884	0	wh2_main_lzd_cav_cold_ones_1
wh2_main_rogue_outpostnorsca_major_coast_1	1025982435	0	wh_main_vmp_mon_dire_wolves
wh2_main_rogue_settlement_minor_coast_1	1026028229	0	wh_main_emp_cav_outriders_1
wh2_main_rogue_settlement_major_2	1026093947	0	wh2_main_lzd_mon_bastiladon_0
wh2_main_rogue_settlement_major_coast_1	1026145226	0	wh_main_dwf_veh_gyrobomber
wh2_main_rogue_settlement_minor_coast_3	1026318995	0	wh_main_brt_cav_pegasus_knights
wh2_main_special_settlement_lothern_lzd_2	1026329706	0	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_settlement_lahmia_dwf_5	1026595040	0	wh_main_dwf_inf_longbeards_1
wh2_main_special_settlement_hellpit_other_5	1026745827	0	wh2_main_def_inf_black_guard_0
wh2_main_special_settlement_colony_minor_other_1	1026875409	0	wh_dlc07_brt_cav_knights_errant_0
wh2_main_hef_outpostnorsca_minor_1	102691372	0	wh2_main_hef_inf_archers_0
wh_main_grn_outpostnorsca_major_1_coast	1028172803	0	wh_main_grn_inf_goblin_spearmen
wh2_main_rogue_settlement_major_coast_3	1028243882	0	wh_main_chs_cav_chaos_knights_0
wh2_main_rogue_outpostnorsca_minor_coast_3	102852413	0	wh_main_emp_art_helstorm_rocket_battery
wh2_main_special_settlement_skavenblight_2	1028565640	0	wh2_main_skv_inf_night_runners_1
wh2_main_rogue_settlement_minor_1	1029052568	0	wh_dlc05_wef_inf_dryads_0
wh2_main_rogue_settlement_minor_1	1029157117	0	wh_dlc06_grn_cav_squig_hoppers_0
wh2_main_special_settlement_athel_loren_brt_5	1029180620	0	wh_main_brt_inf_peasant_bowmen
wh2_main_rogue_settlement_minor_3	1029341214	0	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_athel_loren_grn_4	1029961449	0	wh_main_grn_inf_night_goblin_archers
wh2_main_rogue_outpostnorsca_major_1	1030097343	0	wh2_main_def_cav_dark_riders_1
wh2_main_special_settlement_hexoatl_def_2	1030371003	0	wh2_main_def_inf_bleakswords_0
wh2_main_special_clar_karond_lairs_grn	103049473	0	wh_main_grn_mon_giant
wh2_main_def_outpostnorsca_minor_2	1030604747	0	wh2_main_def_inf_dreadspears_0
wh2_main_special_settlement_hexoatl_other_lzd_1	1030666059	0	wh2_main_lzd_inf_skink_cohort_0
wh2_main_special_settlement_athel_loren_skv_2	1030699405	0	wh2_main_skv_inf_night_runners_0
wh2_main_special_settlement_khemri_dwf_1	1031073353	0	wh_main_dwf_inf_miners_0
wh2_main_special_settlement_colony_major_other_2	1031244688	0	wh2_main_def_inf_black_ark_corsairs_0
wh_main_special_settlement_couronne_2_brt	1031477727	0	wh_main_brt_cav_mounted_yeomen_0
wh2_main_rogue_settlement_minor_1	1031495899	0	wh_main_vmp_mon_crypt_horrors
wh2_main_rogue_settlement_major_coast_1	1031703545	0	wh_dlc05_wef_inf_dryads_0
wh2_main_rogue_outpostnorsca_minor_coast_3	1031966052	0	wh2_main_hef_inf_lothern_sea_guard_0
wh2_main_special_settlement_athel_loren_skv_3	1032095525	0	wh2_main_skv_inf_night_runners_0
wh2_main_rogue_outpostnorsca_major_1	1032665085	0	wh_main_chs_cav_chaos_knights_0
wh2_main_special_settlement_lothern_def_1	1032784932	0	wh2_main_def_inf_dreadspears_0
wh2_main_special_settlement_khemri_lzd_3	1033050873	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_special_settlement_naggarond_skv_3	1033150605	0	wh2_main_skv_inf_death_runners_0
wh2_main_rogue_settlement_minor_coast_3	1033564265	0	wh_main_vmp_mon_crypt_horrors
wh2_main_special_settlement_skavenblight_other_4	1033663709	0	wh2_main_hef_inf_white_lions_of_thrace_0
wh2_main_hef_settlement_major_4	1034344808	0	wh2_main_hef_cha_noble_0
wh2_main_special_settlement_hellpit_other_2	1034376013	0	wh_main_vmp_mon_fell_bats
wh_dlc05_special_settlement_lothern_4_wef	1034383596	0	wh_dlc05_wef_mon_great_eagle_0
wh2_main_special_settlement_itza_other_lzd_4	1034711557	0	wh2_main_lzd_mon_stegadon_0
wh_main_dwf_outpostnorsca_major_4	1035522484	0	wh_main_dwf_inf_longbeards
wh2_main_special_settlement_khemri_hef_3	1035778328	0	wh2_main_hef_inf_archers_1
wh2_main_special_settlement_couronne_skv_2	1036325730	0	wh2_main_skv_inf_clanrats_1
wh2_main_skv_outpostnorsca_major_1	1036355761	0	wh2_main_skv_inf_clanrats_0
wh2_main_rogue_outpostnorsca_minor_coast_3	1036426533	0	wh_main_brt_cav_mounted_yeomen_1
wh_main_emp_outpostnorsca_minor_3_coast	1036536042	0	wh_main_emp_inf_swordsmen
wh2_main_rogue_outpostnorsca_major_coast_1	1036872247	0	wh_main_grn_cav_goblin_wolf_riders_0
wh2_main_rogue_settlement_major_coast_3	1036944782	0	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_hellpit_5	1036956990	0	wh2_main_skv_inf_clanrat_spearmen_1
wh2_main_special_settlement_castle_drakenhof_lzd_5	1037033275	0	wh2_main_lzd_cha_saurus_scar_veteran_0
wh_main_special_settlement_castle_drakenhof_5_emp	1037246904	0	wh_main_emp_cha_captain_0
wh2_main_def_outpostnorsca_major_3_coast	1037396213	0	wh2_main_def_inf_dreadspears_0
wh2_main_rogue_outpostnorsca_major_coast_1	1037480841	0	wh_dlc04_emp_cav_knights_blazing_sun_0
wh_main_brt_outpostnorsca_major_3_coast	1037553389	0	wh_main_brt_cav_mounted_yeomen_0
wh_main_vmp_outpostnorsca_major_4_coast	1037643250	0	wh_main_vmp_cha_vampire_0
wh2_main_special_settlement_colony_major_other_3	103771220	0	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_rogue_outpostnorsca_major_coast_3	1037746729	0	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_naggarond_skv_2	1037850565	0	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_castle_drakenhof_skv_3	103800006	0	wh2_main_skv_mon_rat_ogres
wh2_main_rogue_settlement_major_2	1038338090	0	wh2_main_hef_inf_archers_0
wh_main_brt_outpostnorsca_major_3	1038434369	0	wh_main_brt_inf_peasant_bowmen
wh2_main_rogue_outpostnorsca_minor_coast_1	1038485552	0	wh_main_emp_cav_outriders_1
wh2_main_special_fortress_gate_unicorn_wef_1	1038501236	0	wh_dlc05_wef_mon_treekin_0
wh2_main_rogue_outpostnorsca_minor_coast_1	1038811764	0	wh_dlc04_emp_inf_free_company_militia_0
wh_main_emp_outpostnorsca_minor_1	1039032745	0	wh_main_emp_inf_spearmen_0
wh_main_dwf_outpostnorsca_minor_2	1039130372	0	wh_main_dwf_inf_miners_0
wh2_main_rogue_settlement_minor_1	1039553602	0	wh_dlc07_brt_inf_battle_pilgrims_0
wh_main_nor_outpost_minor_human_1_coast	1039682018	0	wh_main_nor_inf_chaos_marauders_1
wh2_main_special_settlement_lahmia_savage_3	1040230734	0	wh_main_grn_inf_savage_orc_big_uns
wh2_main_special_settlement_skavenblight_other_2	1040235083	0	wh2_main_def_inf_darkshards_1
wh2_main_rogue_outpostnorsca_major_2	1040298144	0	wh_main_dwf_inf_irondrakes_2
wh2_main_special_settlement_lahmia_dwf_3	1040428091	0	wh_main_dwf_inf_thunderers_0
wh2_main_rogue_outpostnorsca_minor_3	1040702765	0	wh_main_grn_mon_trolls
wh2_main_special_settlement_lothern_def_2	1040748177	0	wh2_main_def_inf_darkshards_1
wh2_main_rogue_outpostnorsca_major_coast_1	1040860977	0	wh_main_dwf_inf_slayers
wh_main_emp_outpostnorsca_major_4	1040868348	0	wh_main_emp_inf_handgunners
wh_main_grn_outpostnorsca_major_5_coast_skarsnik	1040870583	0	wh_main_grn_mon_trolls
wh2_main_special_settlement_karaz_a_karak_def_3	1041073394	0	wh2_main_def_cha_death_hag_0
wh2_main_special_settlement_lahmia_dwf_3	1041143190	0	wh_main_dwf_cha_thane
wh2_main_special_settlement_athel_loren_grn_3	1041147015	0	wh_main_grn_inf_orc_big_uns
wh2_main_special_settlement_lahmia_skv_2	1041458221	0	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_itza_other_lzd_5	1041632272	0	wh2_main_lzd_inf_temple_guards
wh2_main_rogue_settlement_major_coast_2	1041722164	0	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_itza_hef_2	1041739957	0	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_khemri_def_5	1041843877	0	wh2_main_def_inf_black_ark_corsairs_1
wh2_main_special_settlement_itza_other_lzd_3	1041915536	0	wh2_main_lzd_mon_terradon_0
wh2_main_rogue_settlement_minor_coast_2	1041964080	0	wh2_main_def_cav_cold_one_chariot
wh2_main_rogue_settlement_minor_coast_1	1042764483	0	wh_dlc03_bst_inf_razorgor_herd_0
wh2_main_rogue_settlement_minor_2	1043250717	0	wh2_main_def_inf_shades_2
wh2_main_special_settlement_skavenblight_other_3	1043529535	0	wh2_main_def_inf_dreadspears_0
wh_main_grn_outpostnorsca_major_5	1043610319	0	wh_main_grn_cha_goblin_big_boss_0
wh2_main_special_clar_karond_lairs_vmp	1043641809	0	wh_main_vmp_mon_terrorgheist
wh2_main_special_settlement_athel_loren_rogue_1	1043787663	0	wh_main_grn_mon_giant
wh2_main_special_settlement_athel_loren_savage_3	1043835714	0	wh_main_grn_cav_savage_orc_boar_boyz
wh2_main_special_settlement_lahmia_dwf_4	1043855115	0	wh_main_dwf_inf_longbeards_1
wh2_main_special_settlement_khemri_norsca_2	1044266970	0	wh_main_nor_inf_chaos_marauders_1
wh_dlc05_special_settlement_hexoatl_1_wef	104439844	0	wh_dlc05_wef_cav_hawk_riders_0
wh2_main_special_settlement_athel_loren_norsca_1	1044432474	0	wh_main_nor_inf_chaos_marauders_1
wh2_main_hef_settlement_major_4_coast	1044483786	0	wh2_main_hef_cha_noble_0
wh2_main_rogue_settlement_major_3	1044489685	0	wh_dlc05_wef_inf_deepwood_scouts_1
wh2_main_special_settlement_altdorf_skv_5	1045074640	0	wh2_main_skv_art_plagueclaw_catapult
wh2_main_special_settlement_karaz_a_karak_skv_2	104527197	0	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_black_crag_brt_5	1045538667	0	wh_main_brt_cha_paladin_0
wh2_main_rogue_outpostnorsca_minor_1	1045686695	0	wh2_main_skv_mon_hell_pit_abomination
wh2_main_special_settlement_naggarond_hef_5	1045708941	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_special_settlement_karaz_a_karak_skv_2	1045878697	0	wh2_main_skv_inf_clanrats_1
wh2_main_special_settlement_lahmia_savage_2	1046116223	0	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_hellpit_5	1046133539	0	wh2_main_skv_inf_clanrat_spearmen_1
wh2_main_rogue_outpostnorsca_major_coast_3	1046561443	0	wh_dlc05_wef_cav_wild_riders_1
wh2_main_hef_outpostnorsca_minor_3_coast	1046856993	0	wh2_main_hef_cha_noble_0
wh2_main_special_settlement_khemri_dwf_5	1047215670	0	wh_main_dwf_inf_longbeards_1
wh2_main_special_settlement_athel_loren_emp_1	1047547307	0	wh_main_emp_inf_spearmen_0
wh2_main_rogue_outpostnorsca_minor_coast_2	1047646535	0	wh_main_emp_art_helstorm_rocket_battery
wh_main_grn_settlement_major_5	1047678447	0	wh_main_grn_cha_goblin_big_boss_0
wh2_main_rogue_settlement_major_coast_3	1047834171	0	wh_dlc05_wef_inf_deepwood_scouts_1
wh2_main_special_settlement_khemri_brt_4	1048123934	0	wh_main_brt_cav_knights_of_the_realm
wh_main_savage_outpostnorsca_major_3_coast	1048179226	0	wh_main_grn_inf_savage_orc_arrer_boyz
wh2_main_special_settlement_lothern_def_1	1048223840	0	wh2_main_def_inf_bleakswords_0
wh2_main_rogue_settlement_minor_coast_3	1048367315	0	wh_dlc03_bst_inf_ungor_herd_1
wh2_main_lzd_outpostnorsca_minor_3	1048430778	0	wh2_main_lzd_cha_saurus_scar_veteran_0
wh2_main_special_settlement_hexoatl_hef_4	1048740748	0	wh2_main_hef_inf_lothern_sea_guard_1
wh2_main_special_settlement_colony_major_other_5	104887322	0	wh_main_emp_inf_halberdiers
wh2_main_special_settlement_lothern_skv_2	1048966955	0	wh2_main_skv_inf_night_runners_1
wh2_main_rogue_outpostnorsca_minor_3	1049965573	0	wh_dlc04_emp_inf_free_company_militia_0
wh2_main_special_settlement_khemri_vmp_1	1050010826	0	wh_main_vmp_mon_fell_bats
wh2_main_special_settlement_hexoatl_other_lzd_3	1050093790	0	wh2_main_lzd_mon_kroxigors
wh2_main_special_settlement_khemri_def_3	105026384	0	wh2_main_def_inf_dreadspears_0
wh2_main_rogue_settlement_minor_coast_3	1050457999	0	wh2_main_def_cav_cold_one_chariot
wh2_main_rogue_outpostnorsca_minor_coast_1	1050522799	0	wh_main_emp_cav_outriders_0
wh2_main_hef_outpostnorsca_minor_1	105053409	0	wh2_main_hef_inf_spearmen_0
wh2_main_special_settlement_skavenblight_other_1	105070746	0	wh_main_emp_inf_spearmen_0
wh2_main_rogue_outpostnorsca_minor_3	1050782501	0	wh_main_vmp_inf_crypt_ghouls
wh2_main_special_settlement_itza_skv_1	1051222373	0	wh2_main_skv_inf_clanrats_0
wh2_main_special_settlement_lahmia_skv_3	1051223454	0	wh2_main_skv_mon_rat_ogres
wh2_main_special_settlement_colony_major_hef_5	1051255939	0	wh2_main_hef_art_eagle_claw_bolt_thrower
wh2_main_lzd_outpostnorsca_major_5_coast	1051367847	0	wh2_main_lzd_inf_skink_cohort_1
wh2_main_rogue_settlement_major_1	1051633817	0	wh_dlc05_wef_mon_treekin_0
wh_main_brt_outpostnorsca_major_1_coast	105195027	0	wh_dlc07_brt_inf_spearmen_at_arms_1
wh2_main_rogue_outpostnorsca_major_2	10520165	0	wh_main_grn_inf_goblin_spearmen
wh2_main_special_settlement_lahmia_brt_2	1052164666	0	wh_main_brt_inf_peasant_bowmen
wh2_main_special_settlement_lahmia_def_3	1052488310	0	wh2_main_def_inf_dreadspears_0
wh2_main_special_settlement_colony_major_other_1	1052647014	0	wh_main_vmp_inf_skeleton_warriors_0
wh2_main_rogue_outpostnorsca_major_coast_1	1053234145	0	wh2_main_def_cav_cold_one_knights_1
wh2_main_rogue_settlement_minor_2	1053494982	0	wh_main_emp_art_great_cannon
wh2_main_special_settlement_hellpit_other_5	1053520181	0	wh_main_emp_inf_greatswords
wh2_main_special_settlement_khemri_brt_4	1053532069	0	wh_main_brt_inf_peasant_bowmen
wh2_main_rogue_settlement_minor_coast_1	1054064398	0	wh_main_chs_cav_chaos_knights_1
wh2_main_special_settlement_castle_drakenhof_hef_5	1054257393	0	wh2_main_hef_cha_noble_0
wh2_main_rogue_settlement_major_2	1054335336	0	wh_dlc07_brt_inf_grail_reliquae_0
wh2_main_special_settlement_colony_minor_other_3	1054366212	0	wh_main_vmp_inf_crypt_ghouls
wh2_main_rogue_outpostnorsca_major_coast_1	1054397152	0	wh_main_emp_art_helstorm_rocket_battery
wh2_main_special_settlement_khemri_lzd_5	1054867961	0	wh2_main_lzd_mon_kroxigors
wh2_main_special_settlement_khemri_hef_2	1055343105	0	wh2_main_hef_inf_spearmen_0
wh_main_brt_outpostnorsca_major_1	1055358528	0	wh_main_brt_inf_peasant_bowmen
