technology_node_links_tables
2
child_key	initial_descent_tiers	parent_key	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset
tech_dlc03_bst_actions_5	0	tech_dlc03_bst_actions_4	2	4	0	0
tech_dlc03_bst_income_2	0	tech_dlc03_bst_income_1	2	4	0	0
tech_dlc03_bst_income_4	0	tech_dlc03_bst_income_1	3	4	0.5	0
tech_dlc03_bst_income_3	0	tech_dlc03_bst_income_2	2	4	0	0
tech_dlc03_bst_income_6	0	tech_dlc03_bst_income_3	2	4	0	0
tech_dlc03_bst_income_5	0	tech_dlc03_bst_income_4	2	4	0	0
tech_dlc03_bst_leadership_2	0	tech_dlc03_bst_leadership_1	2	4	0	0
tech_dlc03_bst_leadership_4	0	tech_dlc03_bst_leadership_1	3	4	0.5	0
tech_dlc03_bst_leadership_3	0	tech_dlc03_bst_leadership_2	2	4	0	0
tech_dlc03_bst_leadership_6	0	tech_dlc03_bst_leadership_3	2	4	0	0
tech_dlc03_bst_leadership_5	0	tech_dlc03_bst_leadership_4	2	4	0	0
tech_dlc03_bst_research_2	0	tech_dlc03_bst_research_1	3	1	0	0
tech_dlc03_bst_research_3	0	tech_dlc03_bst_research_2	3	1	0	0
tech_dlc03_bst_research_4	0	tech_dlc03_bst_research_3	3	1	0	0
tech_dlc03_bst_research_5	0	tech_dlc03_bst_research_4	3	1	0	0
tech_dlc03_bst_stats_2	0	tech_dlc03_bst_stats_1	2	4	0	0
tech_dlc03_bst_stats_4	0	tech_dlc03_bst_stats_1	3	4	0.5	0
tech_dlc03_bst_stats_3	0	tech_dlc03_bst_stats_2	2	4	0	0
tech_dlc03_bst_stats_5	0	tech_dlc03_bst_stats_4	2	4	0	0
tech_dlc07_brt_chivalry_greenskins_2	0	tech_dlc07_brt_chivalry_greenskins_1	3	1	0	0
tech_dlc07_brt_chivalry_norsca_2	0	tech_dlc07_brt_chivalry_norsca_1	3	1	0	0
tech_dlc07_brt_economy_farm_2	0	tech_dlc07_brt_economy_farm_1	2	4	0	0
tech_dlc07_brt_economy_farm_3	0	tech_dlc07_brt_economy_farm_1	3	1	0	0
tech_dlc07_brt_economy_farm_4	0	tech_dlc07_brt_economy_farm_2	3	1	0	0
tech_dlc07_brt_economy_industry_2	0	tech_dlc07_brt_economy_industry_1	2	4	0	0
tech_dlc07_brt_economy_industry_3	0	tech_dlc07_brt_economy_industry_1	3	1	0	0
tech_dlc07_brt_economy_industry_4	0	tech_dlc07_brt_economy_industry_2	3	1	0	0
tech_dlc07_brt_economy_industry_1	0	tech_dlc07_brt_economy_industry_start	2	4	0	0
tech_dlc07_brt_economy_other_2	0	tech_dlc07_brt_economy_other_1	2	4	0	0
tech_dlc07_brt_economy_other_3	0	tech_dlc07_brt_economy_other_1	1	3	0	0
tech_dlc07_brt_economy_other_4	0	tech_dlc07_brt_economy_other_2	1	3	0	0
tech_dlc07_brt_economy_farm_1	0	tech_dlc07_brt_economy_start	3	4	0	0
tech_dlc07_brt_economy_industry_start	0	tech_dlc07_brt_economy_start	3	1	0	0
tech_dlc07_brt_economy_other_1	0	tech_dlc07_brt_economy_start	1	4	0	0
tech_dlc07_brt_economy_trade_1	0	tech_dlc07_brt_economy_start	2	4	0	0
tech_dlc07_brt_economy_trade_2	0	tech_dlc07_brt_economy_trade_1	2	4	0	0
tech_dlc07_brt_heraldry_parravon	0	tech_dlc07_brt_heraldry_artois	3	1	0	0
tech_dlc07_brt_heraldry_bordeleaux_carc	0	tech_dlc07_brt_heraldry_bastonne	3	1	0	0
tech_dlc07_brt_heraldry_carcassonne_bord	0	tech_dlc07_brt_heraldry_bastonne	3	1	0	0
tech_dlc07_brt_heraldry_carcassonne_bret	0	tech_dlc07_brt_heraldry_bastonne	3	1	0	0
tech_dlc07_brt_heraldry_unification	0	tech_dlc07_brt_heraldry_bordeleaux_bret	3	4	0	0
tech_dlc07_brt_heraldry_unification	0	tech_dlc07_brt_heraldry_bordeleaux_carc	3	1	0	0
tech_dlc07_brt_heraldry_unification	0	tech_dlc07_brt_heraldry_bretonnia_bord	3	4	0	0
tech_dlc07_brt_heraldry_unification	0	tech_dlc07_brt_heraldry_bretonnia_carc	3	4	0	0
tech_dlc07_brt_heraldry_unification	0	tech_dlc07_brt_heraldry_carcassonne_bord	3	1	0	0
tech_dlc07_brt_heraldry_unification	0	tech_dlc07_brt_heraldry_carcassonne_bret	3	1	0	0
tech_dlc07_brt_heraldry_bastonne	0	tech_dlc07_brt_heraldry_lyonesse	3	1	0	0
tech_dlc07_brt_heraldry_bordeleaux_bret	0	tech_dlc07_brt_heraldry_parravon	3	1	0	0
tech_dlc07_brt_heraldry_bretonnia_bord	0	tech_dlc07_brt_heraldry_parravon	3	1	0	0
tech_dlc07_brt_heraldry_bretonnia_carc	0	tech_dlc07_brt_heraldry_parravon	3	1	0	0
dlc05_tech_wef_0_0_0	0	tech_dlc07_brt_heraldry_start	0	0	0	0
tech_dlc07_brt_chivalry_beastmen_1	0	tech_dlc07_brt_heraldry_start	2	3	0	0
tech_dlc07_brt_chivalry_chaos_1	0	tech_dlc07_brt_heraldry_start	2	3	0	0
tech_dlc07_brt_chivalry_greenskins_1	0	tech_dlc07_brt_heraldry_start	2	1	0	0
tech_dlc07_brt_chivalry_norsca_1	0	tech_dlc07_brt_heraldry_start	2	1	0	0
tech_dlc07_brt_chivalry_vampires_1	0	tech_dlc07_brt_heraldry_start	1	3	0	0
tech_dlc07_brt_chivalry_wood_elves_1	0	tech_dlc07_brt_heraldry_start	2	3	0	0
tech_dlc07_brt_heraldry_artois	0	tech_dlc07_brt_heraldry_start	3	1	0	0
tech_dlc07_brt_heraldry_lyonesse	0	tech_dlc07_brt_heraldry_start	2	1	0	0
tech_dwf_civ_1_1	0	tech_dwf_civ_0_2	1	4	0	0
tech_dwf_civ_1_3	0	tech_dwf_civ_0_2	3	4	0	0
tech_dwf_civ_1_0	0	tech_dwf_civ_1_1	1	3	0	0
tech_dwf_civ_2_1	0	tech_dwf_civ_1_1	2	4	0	0
tech_dwf_civ_1_4	0	tech_dwf_civ_1_3	3	1	0	0
tech_dwf_civ_2_3	0	tech_dwf_civ_1_3	2	4	0	0
tech_dwf_civ_2_4	0	tech_dwf_civ_1_4	2	4	0	0
tech_dwf_civ_2_0	0	tech_dwf_civ_2_1	1	3	0	0
tech_dwf_civ_3_1	0	tech_dwf_civ_2_1	2	4	0	0
tech_dwf_civ_2_2	0	tech_dwf_civ_2_3	1	3	0	0
tech_dwf_civ_3_3	0	tech_dwf_civ_2_3	2	4	0	0
tech_dwf_civ_3_0	0	tech_dwf_civ_3_1	1	3	0	0
tech_dwf_civ_4_1	0	tech_dwf_civ_3_1	2	4	0	0
tech_dwf_civ_4_2	0	tech_dwf_civ_3_2	2	4	0	0
tech_dwf_civ_3_2	0	tech_dwf_civ_3_3	1	3	0	0
tech_dwf_civ_3_4	0	tech_dwf_civ_3_3	3	1	0	0
tech_dwf_civ_5_3	0	tech_dwf_civ_3_3	2	4	0	0
tech_dwf_civ_4_4	0	tech_dwf_civ_3_4	2	4	0	0
tech_dwf_civ_5_0	0	tech_dwf_civ_4_0	2	4	0	0
tech_dwf_civ_4_0	0	tech_dwf_civ_4_1	1	3	0	0
tech_dwf_civ_5_1	0	tech_dwf_civ_4_1	2	4	0	0
tech_dwf_civ_5_2	0	tech_dwf_civ_5_1	3	1	0	0
tech_dwf_civ_6_1	0	tech_dwf_civ_5_1	2	4	0	0
tech_dwf_civ_6_2	0	tech_dwf_civ_5_2	2	4	0	0
tech_dwf_civ_5_4	0	tech_dwf_civ_5_3	3	1	0	0
tech_dwf_civ_6_3	0	tech_dwf_civ_5_3	2	4	0	0
tech_dwf_civ_6_4	0	tech_dwf_civ_5_4	2	4	0	0
tech_dwf_civ_7_0	0	tech_dwf_civ_6_0	2	4	0	0
tech_dwf_civ_6_0	0	tech_dwf_civ_6_1	1	3	0	0
tech_dwf_civ_7_1	0	tech_dwf_civ_6_1	2	4	0	0
tech_dwf_civ_7_4	0	tech_dwf_civ_6_4	2	4	0	0
tech_dwf_civ_7_2	0	tech_dwf_civ_7_1	3	1	0	0
tech_dwf_mil_1_1	0	tech_dwf_mil_0_2	1	4	0	0
tech_dwf_mil_1_3	0	tech_dwf_mil_0_2	3	4	0	0
tech_dwf_mil_1_0	0	tech_dwf_mil_1_1	1	3	0	0
tech_dwf_mil_2_1	0	tech_dwf_mil_1_1	2	4	0	0
tech_dwf_mil_1_4	0	tech_dwf_mil_1_3	3	1	0	0
tech_dwf_mil_2_3	0	tech_dwf_mil_1_3	2	4	0	0
tech_dwf_mil_2_4	0	tech_dwf_mil_1_4	2	4	0	0
tech_dwf_mil_2_0	0	tech_dwf_mil_2_1	1	3	0	0
tech_dwf_mil_2_2	0	tech_dwf_mil_2_1	3	1	0	0
tech_dwf_mil_3_1	0	tech_dwf_mil_2_1	2	4	0	0
tech_dwf_mil_3_2	0	tech_dwf_mil_2_2	2	4	0	0
tech_dwf_mil_3_3	0	tech_dwf_mil_2_3	2	4	0	0
tech_dwf_mil_4_1	0	tech_dwf_mil_3_1	2	4	0	0
tech_dwf_mil_4_5	0	tech_dwf_mil_3_1	1	3	0	0
tech_dwf_mil_3_4	0	tech_dwf_mil_3_3	3	1	0	0
tech_dwf_mil_5_3	0	tech_dwf_mil_3_3	2	4	0	0
tech_dwf_mil_4_4	0	tech_dwf_mil_3_4	2	4	0	0
tech_dwf_mil_5_0	0	tech_dwf_mil_4_0	2	4	0	0
tech_dwf_mil_4_0	0	tech_dwf_mil_4_1	1	3	0	0
tech_dwf_mil_4_2	0	tech_dwf_mil_4_1	3	1	0	0
tech_dwf_mil_5_1	0	tech_dwf_mil_4_1	2	4	0	0
tech_dwf_mil_5_2	0	tech_dwf_mil_4_2	2	4	0	0
tech_dwf_mil_6_1	0	tech_dwf_mil_5_1	2	4	0	0
tech_dwf_mil_5_4	0	tech_dwf_mil_5_3	3	1	0	0
tech_dwf_mil_6_3	0	tech_dwf_mil_5_3	2	4	0	0
tech_dwf_mil_6_4	0	tech_dwf_mil_5_4	2	4	0	0
tech_dwf_mil_7_0	0	tech_dwf_mil_6_0	2	4	0	0
tech_dwf_mil_6_0	0	tech_dwf_mil_6_1	1	3	0	0
tech_dwf_mil_6_2	0	tech_dwf_mil_6_1	3	1	0	0
tech_dwf_mil_7_1	0	tech_dwf_mil_6_1	2	4	0	0
tech_dwf_mil_7_2	0	tech_dwf_mil_6_2	2	4	0	0
tech_dwf_mil_7_3	0	tech_dwf_mil_6_3	2	4	0	0
tech_dwf_mil_8_1	0	tech_dwf_mil_7_1	2	4	0	0
tech_dwf_mil_7_4	0	tech_dwf_mil_7_3	3	1	0	0
tech_dwf_mil_8_3	0	tech_dwf_mil_7_3	2	4	0	0
tech_dwf_mil_8_0	0	tech_dwf_mil_8_1	1	3	0	0
tech_dwf_mil_9_1	0	tech_dwf_mil_8_1	2	4	0	0
tech_dwf_mil_9_2	0	tech_dwf_mil_8_1	3	4	0	0
tech_dwf_mil_8_4	0	tech_dwf_mil_8_3	3	1	0	0
tech_dwf_mil_9_3	0	tech_dwf_mil_8_3	2	4	0	0
tech_dwf_mil_9_0	0	tech_dwf_mil_9_1	1	3	0	0
tech_grn_main_1_2	0	tech_grn_main_1_1	2	4	0	0
tech_grn_side_1_1_1	0	tech_grn_main_1_1	1	3	0	0
tech_grn_side_1_1_2	0	tech_grn_main_1_1	3	1	0	0
tech_grn_main_1_3	0	tech_grn_main_1_2	2	4	0	0
tech_grn_side_1_2_1	0	tech_grn_main_1_2	1	3	0	0
tech_grn_side_1_2_2	0	tech_grn_main_1_2	3	1	0	0
tech_grn_main_1_4	0	tech_grn_main_1_3	2	4	0	0
tech_grn_side_1_3_1	0	tech_grn_main_1_3	3	1	0	0
tech_grn_side_1_4_1	0	tech_grn_main_1_3	1	3	0	0
tech_grn_main_2_1	0	tech_grn_main_1_4	2	4	0	0
tech_grn_unlock_arachnarok	0	tech_grn_main_1_4	3	1	0	0
tech_grn_unlock_doomdiver	0	tech_grn_main_1_4	3	1	0	0
tech_grn_main_2_2	0	tech_grn_main_2_1	2	4	0	0
tech_grn_side_2_1_1	0	tech_grn_main_2_1	1	3	0	0
tech_grn_unlock_siegeengines	0	tech_grn_main_2_1	3	1	0	0
tech_grn_main_2_3	0	tech_grn_main_2_2	2	4	0	0
tech_grn_side_2_2_1	0	tech_grn_main_2_2	1	3	0	0
tech_grn_side_2_3_1	0	tech_grn_main_2_2	3	1	0	0
tech_grn_main_3_2	0	tech_grn_main_3_1	2	4	0	0
tech_grn_side_3_1_1	0	tech_grn_main_3_1	3	1	0	0
tech_grn_main_3_3	0	tech_grn_main_3_2	2	4	0	0
tech_grn_side_3_2_1	0	tech_grn_main_3_2	3	1	0	0
tech_grn_side_3_3_1	0	tech_grn_main_3_3	3	1	0	0
tech_grn_main_we_dun_like_dat	0	tech_grn_main_big_boss_is_watchin_you	3	1	0	0
tech_grn_main_da_red_wuns_go_fasta	0	tech_grn_main_da_bigger_da_better	3	1	0	0
tech_grn_main_train_arder	0	tech_grn_main_da_bigger_da_better	2	4	0	0
tech_grn_main_extra_big_wheelz	0	tech_grn_main_da_red_wuns_go_fasta	2	4	0	0
tech_grn_main_big_boss_is_watchin_you	0	tech_grn_main_dat_fort_can_be_bigga	2	4	0	0
tech_grn_main_no_stuff_for_losahs	0	tech_grn_main_dat_fort_can_be_bigga	3	1	0	0
tech_grn_main_follow_da_biggest	0	tech_grn_main_do_as_yur_told	1	3	0	0
tech_grn_main_shrug_it_off	0	tech_grn_main_do_as_yur_told	2	4	0	0
tech_grn_main_endlus_green_tide	0	tech_grn_main_egstensiv_training_program	2	4	0	0
tech_grn_main_line_up_for_fun_thingz	0	tech_grn_main_endlus_green_tide	2	4	0	0
tech_grn_main_tis_not_komplikatud	0	tech_grn_main_extra_big_wheelz	2	4	0	0
tech_grn_main_loot_dat_armor	0	tech_grn_main_get_two_of_da_choppas	2	4	0	0
tech_grn_main_meat_for_da_spiderz	0	tech_grn_main_keep_goin_afta_dem	2	4	0	0
tech_grn_main_da_bigger_da_better	0	tech_grn_main_knock_dem_eadz	2	4	0	0
tech_grn_main_promis_of_plunder	0	tech_grn_main_knock_dem_eadz	3	1	0	0
tech_grn_main_lets_fight_dem_hummies	0	tech_grn_main_lets_fight_dem_dwarfs	2	4	0	0
tech_grn_main_funguz_brew_supa_strong	0	tech_grn_main_line_up_for_fun_thingz	3	1	0	0
tech_grn_main_keep_goin_afta_dem	0	tech_grn_main_make_em_more_pointy	2	4	0	0
tech_grn_main_sacrifices_for_dat_big_thing	0	tech_grn_main_meat_for_da_spiderz	2	4	0	0
tech_grn_main_waaaagh_arder	0	tech_grn_main_more_boys_more_fight	2	4	0	0
tech_grn_main_we_ar_da_best	0	tech_grn_main_more_boys_more_fight	1	3	0	0
tech_grn_main_egstensiv_training_program	0	tech_grn_main_nikkit_all	2	4	0	0
tech_grn_main_dat_fort_can_be_bigga	0	tech_grn_main_no_fightin_til_dis_finusht	2	4	0	0
tech_grn_main_fight_in_da_pitz	0	tech_grn_main_shrug_it_off	3	1	0	0
tech_grn_main_get_two_of_da_choppas	0	tech_grn_main_shrug_it_off	1	3	0	0
tech_grn_main_knock_dem_eadz	0	tech_grn_main_shrug_it_off	2	4	0	0
tech_grn_main_make_em_more_pointy	0	tech_grn_main_simpul_trainin_program	3	1	0	0
tech_grn_main_nikkit_all	0	tech_grn_main_simpul_trainin_program	2	4	0	0
tech_grn_main_shoot_fasta	0	tech_grn_main_stikkem_up	3	1	0	0
tech_grn_main_simpul_trainin_program	0	tech_grn_main_stikkem_up	2	4	0	0
tech_grn_main_best_stuff_is_ourz	0	tech_grn_main_train_arder	1	3	0	0
tech_grn_main_more_boys_more_fight	0	tech_grn_main_train_arder	2	4	0	0
tech_grn_main_jump_n_thump	0	tech_grn_main_trolololol	2	4	0	0
tech_grn_main_trolololol	0	tech_grn_main_trololol	2	4	0	0
tech_grn_main_trololol	0	tech_grn_main_we_like_dem_skin_pictures	2	4	0	0
tech_grn_main_lets_fight_dem_dwarfs	0	tech_grn_main_we_strong_join_uz	3	1	0	0
tech_grn_main_no_fightin_til_dis_finusht	0	tech_grn_main_we_strong_join_uz	2	4	0	0
tech_grn_main_do_as_yur_told	0	tech_grn_main_wer_gonna_fight	2	4	0	0
tech_grn_main_stikkem_up	0	tech_grn_main_wer_gonna_fight	2	4	0	0
tech_grn_main_we_like_dem_skin_pictures	0	tech_grn_main_wer_gonna_fight	1	4	0	0
tech_grn_main_we_strong_join_uz	0	tech_grn_main_wer_gonna_fight	3	4	0	0
tech_grn_main_squigs	0	tech_grn_side_1_2_1	1	3	0	0
tech_grn_main_4_1	0	tech_grn_unlock_arachnarok	1	3	0	0
tech_grn_side_4_1_1	0	tech_grn_unlock_arachnarok	2	4	0	0
tech_grn_main_3_1	0	tech_grn_unlock_doomdiver	2	4	0	0
tech_grn_unlock_rocklobber	0	tech_grn_unlock_doomdiver	3	1	0	0
tech_hef_0_01	0	tech_hef_0_00	2	4	0	0
tech_hef_0_03	0	tech_hef_0_00	2	4	0	0
tech_hef_0_05	0	tech_hef_0_00	2	4	0	0
tech_hef_0_07	0	tech_hef_0_00	2	4	0	0
tech_hef_0_09	0	tech_hef_0_00	2	4	0	0
tech_hef_0_02	0	tech_hef_0_01	2	4	0	0
tech_hef_0_04	0	tech_hef_0_03	2	4	0	0
tech_hef_0_06	0	tech_hef_0_05	2	4	0	0
tech_hef_0_08	0	tech_hef_0_07	2	4	0	0
tech_hef_0_10	0	tech_hef_0_09	2	4	0	0
tech_hef_1_01	0	tech_hef_1_00	2	4	0	0
tech_hef_1_03	0	tech_hef_1_00	2	4	0	0
tech_hef_1_05	0	tech_hef_1_00	2	4	0	0
tech_hef_1_07	0	tech_hef_1_00	2	4	0	0
tech_hef_1_09	0	tech_hef_1_00	2	4	0	0
tech_hef_1_02	0	tech_hef_1_01	2	4	0	0
tech_hef_1_04	0	tech_hef_1_03	2	4	0	0
tech_hef_1_06	0	tech_hef_1_05	2	4	0	0
tech_hef_1_08	0	tech_hef_1_07	2	4	0	0
tech_hef_1_10	0	tech_hef_1_09	2	4	0	0
tech_hef_2_01	0	tech_hef_2_00	2	4	0	0
tech_hef_2_03	0	tech_hef_2_00	2	4	0	0
tech_hef_2_05	0	tech_hef_2_00	2	4	0	0
tech_hef_2_07	0	tech_hef_2_00	2	4	0	0
tech_hef_2_10	0	tech_hef_2_00	2	4	0	0
tech_hef_2_02	0	tech_hef_2_01	2	4	0	0
tech_hef_2_04	0	tech_hef_2_03	2	4	0	0
tech_hef_2_06	0	tech_hef_2_05	2	4	0	0
tech_hef_2_08	0	tech_hef_2_07	2	4	0	0
tech_hef_3_01	0	tech_hef_3_00	2	4	0	0
tech_hef_3_03	0	tech_hef_3_00	2	4	0	0
tech_hef_3_05	0	tech_hef_3_00	2	4	0	0
tech_hef_3_07	0	tech_hef_3_00	2	4	0	0
tech_hef_3_10	0	tech_hef_3_00	2	4	0	0
tech_hef_3_02	0	tech_hef_3_01	2	4	0	0
tech_hef_3_04	0	tech_hef_3_03	2	4	0	0
tech_hef_3_06	0	tech_hef_3_05	2	4	0	0
tech_hef_3_08	0	tech_hef_3_07	2	4	0	0
tech_hef_5_01	0	tech_hef_5_00	2	4	0	0
tech_hef_5_05	0	tech_hef_5_00	2	4	0	0
tech_hef_5_02	0	tech_hef_5_01	2	4	0	0
tech_hef_5_03	0	tech_hef_5_02	2	4	0	0
tech_hef_5_04	0	tech_hef_5_03	2	4	0	0
tech_hef_5_06	0	tech_hef_5_05	2	4	0	0
tech_hef_5_07	0	tech_hef_5_06	2	4	0	0
tech_hef_5_08	0	tech_hef_5_07	2	4	0	0
tech_lzd_1_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_2_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_3_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_4_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_5_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_6_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_7_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_8_4	0	tech_lzd_0_1	3	1	0	0
tech_lzd_1_7	0	tech_lzd_0_2	3	1	0	0
tech_lzd_2_7	0	tech_lzd_0_2	3	1	0	0
