character_skill_nodes_skill_locks_tables
0
character_skill	character_skill_node	level
mark_nurgle	lshaman_wild_tzeentch	1
mark_slaanesh	lshaman_best_nurgle	1
mark_slaanesh	lshaman_beast_tzeentch	1
mark_tzeentch	lshaman_beast_slaanesh	1
mark_tzeentch	lshaman_beast_nurgle	1
mark_nurgle	lshaman_beast_slaanesh	1
mark_nurgle	lshaman_beast_tzeentch	1
mark_slaanesh	lshaman_shadow_nurgle	1
mark_slaanesh	lshaman_death_nurgle	1
mark_slaanesh	lshaman_death_tzeentch	1
mark_tzeentch	lshaman_death_slaanesh	1
mark_tzeentch	lshaman_death_nurgle	1
mark_nurgle	lshaman_death_slaanesh	1
mark_nurgle	lshaman_death_tzeentch	1
mark_khorne	chs_lord_nurgle	1
mark_khorne	chs_lord_tzeentch	1
mark_khorne	chs_lord_slaanesh	1
mark_slaanesh	chs_lord_khorne	1
mark_slaanesh	chs_lord_tzeentch	1
mark_slaanesh	chs_lord_nurgle	1
mark_tzeentch	chs_lord_khorne	1
mark_tzeentch	chs_lord_slaanesh	1
mark_tzeentch	chs_lord_nurgle	1
mark_nurgle	chs_lord_khorne	1
mark_nurgle	chs_lord_slaanesh	1
mark_nurgle	chs_lord_tzeentch	1
mark_slaanesh	chs_lord_shadow_nurgle	1
mark_slaanesh	chs_lord_shadow_tzeentch	1
mark_tzeentch	chs_lord_shadow_slaanesh	1
mark_tzeentch	chs_lord_shadow_nurgle	1
mark_nurgle	chs_lord_shadow_slaanesh	1
mark_nurgle	chs_lord_shadow_tzeentch	1
mark_slaanesh	chs_shadow_nurgle	1
mark_slaanesh	chs_shadow_tzeentch	1
mark_tzeentch	chs_shadow_slaanesh	1
mark_tzeentch	chs_shadow_nurgle	1
mark_nurgle	chs_shadow_slaanesh	1
mark_nurgle	chs_shadow_tzeentch	1
mark_slaanesh	chs_lord_death_nurgle	1
mark_slaanesh	chs_lord_death_tzeentch	1
mark_tzeentch	chs_lord_death_slaanesh	1
mark_tzeentch	chs_lord_death_nurgle	1
mark_nurgle	chs_lord_death_slaanesh	1
mark_nurgle	chs_lord_death_tzeentch	1
mark_slaanesh	chs_death_nurgle	1
mark_slaanesh	chs_death_tzeentch	1
mark_tzeentch	chs_death_slaanesh	1
mark_tzeentch	chs_death_nurgle	1
mark_nurgle	chs_death_slaanesh	1
mark_nurgle	chs_death_tzeentch	1
mark_slaanesh	chs_lord_metal_nurgle	1
mark_slaanesh	chs_lord_metal_tzeentch	1
mark_tzeentch	chs_lord_metal_slaanesh	1
mark_tzeentch	chs_lord_metal_nurgle	1
mark_nurgle	chs_lord_metal_slaanesh	1
mark_nurgle	chs_lord_metal_tzeentch	1
mark_slaanesh	chs_metal_nurgle	1
mark_slaanesh	chs_metal_tzeentch	1
mark_tzeentch	chs_metal_slaanesh	1
mark_tzeentch	chs_metal_nurgle	1
mark_nurgle	chs_metal_slaanesh	1
mark_nurgle	chs_metal_tzeentch	1
mark_slaanesh	chs_lord_fire_nurgle	1
mark_slaanesh	chs_lord_fire_tzeentch	1
mark_tzeentch	chs_lord_fire_slaanesh	1
mark_tzeentch	chs_lord_fire_nurgle	1
mark_nurgle	chs_lord_fire_slaanesh	1
mark_nurgle	chs_lord_fire_tzeentch	1
mark_slaanesh	chs_fire_nurgle	1
mark_slaanesh	chs_fire_tzeentch	1
mark_tzeentch	chs_fire_slaanesh	1
mark_tzeentch	chs_fire_nurgle	1
mark_nurgle	chs_fire_slaanesh	1
mark_nurgle	chs_fire_tzeentch	1
mark_khorne	chs_nurgle	1
mark_khorne	chs_tzeentch	1
mark_khorne	chs_slaanesh	1
mark_slaanesh	chs_khorne	1
mark_slaanesh	chs_tzeentch	1
mark_slaanesh	chs_nurgle	1
mark_tzeentch	chs_khorne	1
mark_tzeentch	chs_slaanesh	1
mark_tzeentch	chs_nurgle	1
mark_nurgle	chs_khorne	1
mark_nurgle	chs_slaanesh	1
mark_nurgle	chs_tzeentch	1
