units_to_groupings_military_permissions_tables
0
unit	military_group
wh_dlc01_chs_cha_chaos_sorcerer_shadows_1	wh_main_group_chaos
wh_dlc01_chs_cha_chaos_sorcerer_shadows_2	wh_main_group_chaos
wh_dlc01_chs_cha_exalted_hero_10	wh_main_group_chaos
wh_dlc01_chs_cha_kholek	wh_main_group_chaos
wh_dlc01_chs_cha_prince_sigvald_the_magnificent	wh_main_group_chaos
wh_dlc01_chs_cha_qb_lord_of_change_0	wh_main_group_chaos
wh_dlc01_chs_inf_chaos_warriors_2	wh2_main_rogue_vashnaars_conquest
wh_dlc01_chs_inf_chaos_warriors_2	wh_main_group_chaos
wh_dlc01_chs_inf_chosen_2	wh2_main_rogue_vashnaars_conquest
wh_dlc01_chs_inf_chosen_2	wh_main_group_chaos
wh_dlc01_chs_inf_forsaken_0	wh2_main_rogue_abominations
wh_dlc01_chs_inf_forsaken_0	wh2_main_rogue_morrsliebs_howlers
wh_dlc01_chs_inf_forsaken_0	wh_main_group_chaos
wh_dlc01_chs_mon_dragon_ogre_shaggoth	wh_main_group_chaos
wh_dlc01_chs_mon_dragon_ogre	wh_main_group_chaos
wh_dlc01_chs_mon_trolls_1	wh2_main_rogue_boneclubbers_tribe
wh_dlc01_chs_mon_trolls_1	wh_main_group_chaos
wh_dlc01_nor_cha_chaos_sorcerer_lord_0	wh_main_group_norsca
wh_dlc01_nor_cha_chaos_sorcerer_lord_1	wh_main_group_norsca
wh_dlc02_vmp_cav_blood_knights_0	wh2_main_rogue_scourge_of_aquitaine
wh_dlc02_vmp_cav_blood_knights_0	wh_main_group_vampire_counts
wh_dlc03_bst_cav_razorgor_chariot_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_beastlord_0	wh2_main_rogue_abominations
wh_dlc03_bst_cha_beastlord_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_beastlord_1	wh2_main_rogue_abominations
wh_dlc03_bst_cha_beastlord_1	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_beasts_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_beasts_1	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_death_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_death_1	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_shadows_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_shadows_1	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_wild_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_bray_shaman_wild_1	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_gorebull_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_khazrak_one_eye_0	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_khazrak_one_eye_1	wh_dlc03_group_beastmen
wh_dlc03_bst_cha_malagor_the_dark_omen_0	wh_dlc03_group_beastmen
wh_dlc03_bst_feral_manticore	wh2_main_rogue_abominations
wh_dlc03_bst_inf_bestigor_herd_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_centigors_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_centigors_1	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_centigors_2	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_chaos_warhounds_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_chaos_warhounds_1	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_cygor_0	wh2_main_rogue_abominations
wh_dlc03_bst_inf_cygor_0	wh2_main_rogue_boneclubbers_tribe
wh_dlc03_bst_inf_cygor_0	wh2_main_rogue_troll_skullz
wh_dlc03_bst_inf_cygor_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_gor_herd_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_gor_herd_1	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_minotaurs_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_minotaurs_1	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_minotaurs_2	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_razorgor_herd_0	wh2_main_rogue_abominations
wh_dlc03_bst_inf_razorgor_herd_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_ungor_herd_1	wh2_main_rogue_abominations
wh_dlc03_bst_inf_ungor_herd_1	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_ungor_raiders_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_ungor_spearmen_0	wh_dlc03_group_beastmen
wh_dlc03_bst_inf_ungor_spearmen_1	wh_dlc03_group_beastmen
wh_dlc03_bst_mon_chaos_spawn_0	wh_dlc03_group_beastmen
wh_dlc03_bst_mon_giant_0	wh_dlc03_group_beastmen
wh_dlc04_emp_cav_knights_blazing_sun_0	wh2_main_rogue_jerrods_errantry
wh_dlc04_emp_cav_knights_blazing_sun_0	wh_main_group_empire
wh_dlc04_emp_cav_knights_blazing_sun_0	wh_main_group_empire_reikland
wh_dlc04_emp_inf_flagellants_0	wh2_main_rogue_jerrods_errantry
wh_dlc04_emp_inf_flagellants_0	wh2_main_rogue_morrsliebs_howlers
wh_dlc04_emp_inf_flagellants_0	wh_main_group_empire
wh_dlc04_emp_inf_flagellants_0	wh_main_group_empire_reikland
wh_dlc04_emp_inf_free_company_militia_0	wh2_main_rogue_bernhoffs_brigands
wh_dlc04_emp_inf_free_company_militia_0	wh2_main_rogue_gerhardts_mercenaries
wh_dlc04_emp_inf_free_company_militia_0	wh2_main_rogue_pirates_of_the_far_sea
wh_dlc04_emp_inf_free_company_militia_0	wh2_main_rogue_pirates_of_the_southern_ocean
wh_dlc04_emp_inf_free_company_militia_0	wh2_main_rogue_pirates_of_trantio
wh_dlc04_emp_inf_free_company_militia_0	wh_main_group_empire
wh_dlc04_emp_inf_free_company_militia_0	wh_main_group_empire_reikland
wh_dlc04_emp_inf_sigmars_sons_0	wh_main_group_empire_reikland
wh_dlc04_vmp_cav_chillgheists_0	wh_main_group_vampire_counts
wh_dlc04_vmp_cav_vereks_reavers_0	wh_main_group_vampire_counts
wh_dlc04_vmp_cha_strigoi_ghoul_king_0	wh2_main_rogue_heirs_of_mourkain
wh_dlc04_vmp_cha_strigoi_ghoul_king_1	wh2_main_rogue_heirs_of_mourkain
wh_dlc04_vmp_inf_feasters_in_the_dusk_0	wh_main_group_vampire_counts
wh_dlc04_vmp_inf_konigstein_stalkers_0	wh_main_group_vampire_counts
wh_dlc04_vmp_inf_sternsmen_0	wh_main_group_vampire_counts
wh_dlc04_vmp_inf_tithe_0	wh_main_group_vampire_counts
wh_dlc04_vmp_mon_devils_swartzhafen_0	wh_main_group_vampire_counts
wh_dlc04_vmp_mon_direpack_0	wh_main_group_vampire_counts
wh_dlc04_vmp_veh_claw_of_nagash_0	wh_main_group_vampire_counts
wh_dlc04_vmp_veh_corpse_cart_0	wh2_main_rogue_heirs_of_mourkain
wh_dlc04_vmp_veh_corpse_cart_0	wh_main_group_vampire_counts
wh_dlc04_vmp_veh_corpse_cart_1	wh_main_group_vampire_counts
wh_dlc04_vmp_veh_corpse_cart_2	wh_main_group_vampire_counts
wh_dlc04_vmp_veh_mortis_engine_0	wh_main_group_vampire_counts
wh_dlc05_bst_cha_morghur_0	wh_dlc03_group_beastmen
wh_dlc05_bst_mon_harpies_0	wh2_main_rogue_hung_warband
wh_dlc05_bst_mon_harpies_0	wh_dlc03_group_beastmen
wh_dlc05_emp_cha_wizard_life_0	wh_main_group_bretonnia
wh_dlc05_emp_cha_wizard_life_1	wh_main_group_bretonnia
wh_dlc05_emp_cha_wizard_life_2	wh_main_group_bretonnia
wh_dlc05_emp_cha_wizard_life_3	wh_main_group_bretonnia
wh_dlc05_vmp_cha_vampire_shadows_0	wh_main_group_vampire_counts
wh_dlc05_vmp_cha_vampire_shadows_1	wh_main_group_vampire_counts
wh_dlc05_vmp_cha_vampire_shadows_2	wh_main_group_vampire_counts
wh_dlc05_wef_cav_glade_riders_0	wh2_main_rogue_worldroot_rangers
wh_dlc05_wef_cav_glade_riders_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cav_glade_riders_1	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cav_glade_riders_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_cav_hawk_riders_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cav_sisters_thorn_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cav_wild_riders_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cav_wild_riders_1	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cav_wild_riders_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_ancient_treeman_0	wh2_main_rogue_wrath_of_nature
wh_dlc05_wef_cha_durthu_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_female_glade_lord_0	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_female_glade_lord_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_female_glade_lord_1	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_female_glade_lord_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_female_glade_lord_2	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_female_glade_lord_2	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_female_glade_lord_3	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_female_glade_lord_3	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_glade_lord_0	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_glade_lord_0	wh2_main_rogue_worldroot_rangers
wh_dlc05_wef_cha_glade_lord_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_glade_lord_1	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_glade_lord_1	wh2_main_rogue_worldroot_rangers
wh_dlc05_wef_cha_glade_lord_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_glade_lord_2	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_glade_lord_2	wh2_main_rogue_worldroot_rangers
wh_dlc05_wef_cha_glade_lord_2	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_glade_lord_3	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_cha_glade_lord_3	wh2_main_rogue_worldroot_rangers
wh_dlc05_wef_cha_glade_lord_3	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_orion_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_beasts_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_beasts_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_beasts_2	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_beasts_3	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_life_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_life_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_life_2	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_life_3	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_shadows_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_shadows_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_shadows_2	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_spellsinger_shadows_3	wh_dlc05_group_wood_elves
wh_dlc05_wef_cha_waystalker_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_forest_dragon_0	wh2_main_rogue_wrath_of_nature
wh_dlc05_wef_forest_dragon_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_deepwood_scouts_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_deepwood_scouts_1	wh2_main_rogue_hunters_of_kurnous
wh_dlc05_wef_inf_deepwood_scouts_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_dryads_0	wh2_main_rogue_wrath_of_nature
wh_dlc05_wef_inf_dryads_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_eternal_guard_0	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_eternal_guard_1	wh_dlc05_group_wood_elves
wh_dlc05_wef_inf_glade_guard_0	wh2_main_rogue_worldroot_rangers
wh_dlc05_wef_inf_glade_guard_0	wh_dlc05_group_wood_elves
