audio_vo_actor_groups_tables
2
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12	unknown13	unknown14	unknown15
wh2_main_vo_actor_Skaven_Assassin	wh2_main_vo_actor_Skaven_Assassin1	wh2_main_vo_actor_Skaven_Assassin2													
wh2_main_vo_actor_Skaven_Grey_Seer	wh2_main_vo_actor_Skaven_Grey_Seer1	wh2_main_vo_actor_Skaven_Grey_Seer2													
wh2_main_vo_actor_Skaven_Lord_Skrolk	wh2_main_vo_actor_Skaven_Lord_Skrolk														
wh2_main_vo_actor_Skaven_Plague_Monk	wh2_main_vo_actor_Skaven_Plague_Monk1	wh2_main_vo_actor_Skaven_Plague_Monk2	wh2_main_vo_actor_Skaven_Plague_Monk3												
wh2_main_vo_actor_Skaven_Plague_Priest	wh2_main_vo_actor_Skaven_Plague_Priest1	wh2_main_vo_actor_Skaven_Plague_Priest2													
wh2_main_vo_actor_Skaven_Queek_Headtaker	wh2_main_vo_actor_Skaven_Queek_Headtaker														
wh2_main_vo_actor_Skaven_Unit	wh2_main_vo_actor_Skaven_Unit1	wh2_main_vo_actor_Skaven_Unit2	wh2_main_vo_actor_Skaven_Unit3	wh2_main_vo_actor_Skaven_Unit4	wh2_main_vo_actor_Skaven_Unit5										
wh2_main_vo_actor_Skaven_Warlock_Engineer	wh2_main_vo_actor_Skaven_Warlock_Engineer1	wh2_main_vo_actor_Skaven_Warlock_Engineer2													
wh2_main_vo_actor_Skaven_Warlord	wh2_main_vo_actor_Skaven_Warlord1	wh2_main_vo_actor_Skaven_Warlord2													
wh_dlc01_vo_actor_Chaos_ArchaonTheEverchosen	wh_dlc01_vo_actor_Chaos_ArchaonTheEverchosen														
wh_dlc01_vo_actor_Chaos_KholekSuneater	wh_dlc01_vo_actor_Chaos_KholekSuneater														
wh_dlc01_vo_actor_Chaos_SigvaldTheMagnificent	wh_dlc01_vo_actor_Chaos_SigvaldTheMagnificent														
wh_dlc01_vo_actor_Chaos_SorcererLord	wh_dlc01_vo_actor_Chaos_SorcererLord2	wh_dlc01_vo_actor_Chaos_SorcererLord1													
wh_dlc02_vo_actor_Vampire_BloodKnight	wh_dlc02_vo_actor_Vampire_BloodKnight1	wh_dlc02_vo_actor_Vampire_BloodKnight2	wh_dlc02_vo_actor_Vampire_BloodKnight3												
wh_dlc03_vo_actor_Beastlord	wh_dlc03_vo_actor_Beastmen_Beastlord1	wh_dlc03_vo_actor_Beastmen_Beastlord2													
wh_dlc03_vo_actor_Beastmen_Bray_Shaman	wh_dlc03_vo_actor_Beastmen_Bray_Shaman2	wh_dlc03_vo_actor_Beastmen_Bray_Shaman1													
wh_dlc03_vo_actor_Beastmen_Gor	wh_dlc03_vo_actor_Beastmen_Gor1	wh_dlc03_vo_actor_Beastmen_Gor2	wh_dlc03_vo_actor_Beastmen_Gor3	wh_dlc03_vo_actor_Beastmen_Gor4	wh_dlc03_vo_actor_Beastmen_Gor5	wh_dlc03_vo_actor_Beastmen_Gor6	wh_dlc03_vo_actor_Beastmen_Gor6	wh_dlc03_vo_actor_Beastmen_Gor7	wh_dlc03_vo_actor_Beastmen_Gor8						
wh_dlc03_vo_actor_Beastmen_Gorebull	wh_dlc03_vo_actor_Beastmen_Gorebull1	wh_dlc03_vo_actor_Beastmen_Gorebull2													
wh_dlc03_vo_actor_Beastmen_Khazrak_One_Eye	wh_dlc03_vo_actor_Beastmen_Khazrak_One_Eye														
wh_dlc03_vo_actor_Beastmen_Malagor_the_Dark_Omen	wh_dlc03_vo_actor_Beastmen_Malagor_the_Dark_Omen														
wh_dlc03_vo_actor_Beastmen_Ungor	wh_dlc03_vo_actor_Beastmen_Ungor1	wh_dlc03_vo_actor_Beastmen_Ungor2	wh_dlc03_vo_actor_Beastmen_Ungor3	wh_dlc03_vo_actor_Beastmen_Ungor4	wh_dlc03_vo_actor_Beastmen_Ungor5										
wh_dlc03_vo_actor_Bretonnian_Damsel	wh_main_vo_actor_Bretonnian_Damsel1	wh_main_vo_actor_Bretonnian_Damsel2													
wh_dlc03_vo_actor_Empire_Boris_Todbringer	wh_dlc03_vo_actor_Empire_Boris_Todbringer														
wh_dlc04_vo_actor_Empire_Arch_Lector	wh_dlc04_vo_actor_Empire_Arch_Lector1	wh_dlc04_vo_actor_Empire_Arch_Lector2													
wh_dlc04_vo_actor_Empire_Inf	wh_dlc04_vo_actor_Empire_Inf1	wh_dlc04_vo_actor_Empire_Inf2	wh_dlc04_vo_actor_Empire_Inf3	wh_dlc04_vo_actor_Empire_Inf4											
wh_dlc04_vo_actor_Empire_Volkmar_The_Grim	wh_dlc04_vo_actor_Empire_Volkmar_The_Grim														
wh_dlc04_vo_actor_Vampire_dlc04_Helman_Ghorst	wh_dlc04_vo_actor_Vampire_Helman_Ghorst														
wh_dlc04_vo_actor_Vampire_dlc04_Strigoi_Ghoul_King	wh_dlc04_vo_actor_Vampire_Strigoi_Ghoul_King1	wh_dlc04_vo_actor_Vampire_Strigoi_Ghoul_King2													
wh_dlc04_vo_actor_Vampire_dlc04_Vlad_Von_Carstein	wh_dlc04_vo_actor_Vampire_Vlad_Von_Carstein														
wh_dlc05_vo_actor_Beastmen_Morghur	wh_dlc05_vo_actor_Beastmen_Morghur														
wh_dlc05_vo_actor_Empire_GreyWizard	wh_dlc05_vo_actor_Empire_GreyWizard														
wh_dlc05_vo_actor_Empire_JadeWizard	wh_dlc05_vo_actor_Empire_JadeWizard														
wh_dlc05_vo_actor_Wood_Elves_Branchwraith	wh_dlc05_vo_actor_Wood_Elves_Branchwraith														
wh_dlc05_vo_actor_Wood_Elves_Durthu	wh_dlc05_vo_actor_Wood_Elves_Durthu														
wh_dlc05_vo_actor_Wood_Elves_Female_Glade_Lord	wh_dlc05_vo_actor_Wood_Elves_Female_Glade_Lord1	wh_dlc05_vo_actor_Wood_Elves_Female_Glade_Lord2													
wh_dlc05_vo_actor_Wood_Elves_Female_Units	wh_dlc05_vo_actor_Wood_Elves_Female_Unit1	wh_dlc05_vo_actor_Wood_Elves_Female_Unit2													
wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	wh_dlc05_vo_actor_Wood_Elves_Glade_Lord1	wh_dlc05_vo_actor_Wood_Elves_Glade_Lord2													
wh_dlc05_vo_actor_Wood_Elves_Male_Infantry	wh_dlc05_vo_actor_Wood_Elves_Male_Inf1	wh_dlc05_vo_actor_Wood_Elves_Male_Inf2	wh_dlc05_vo_actor_Wood_Elves_Male_Inf3	wh_dlc05_vo_actor_Wood_Elves_Male_Inf4											
wh_dlc05_vo_actor_Wood_Elves_Male_Mounted	wh_dlc05_vo_actor_Wood_Elves_Male_Mtd1	wh_dlc05_vo_actor_Wood_Elves_Male_Mtd2													
wh_dlc05_vo_actor_Wood_Elves_Orion	wh_dlc05_vo_actor_Wood_Elves_Orion														
wh_dlc05_vo_actor_Wood_Elves_Spellsinger	wh_dlc05_vo_actor_Wood_Elves_Spellsinger1	wh_dlc05_vo_actor_Wood_Elves_Spellsinger2													
wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient1	wh_dlc05_vo_actor_Wood_Elves_Tree_Ancient2													
wh_dlc05_vo_actor_Wood_Elves_Wardancer	wh_dlc05_vo_actor_Wood_Elves_Wardancer1	wh_dlc05_vo_actor_Wood_Elves_Wardancer2													
wh_dlc05_vo_actor_Wood_Elves_Waystalker	wh_dlc05_vo_actor_Wood_Elves_Waystalker1	wh_dlc05_vo_actor_Wood_Elves_Waystalker2													
wh_dlc05_vo_actor_Wood_Elves_Wildrider	wh_dlc05_vo_actor_Wood_Elves_Wildrider1	wh_dlc05_vo_actor_Wood_Elves_Wildrider2													
wh_dlc05_vo_actor_brt_cha_armand_aquitaine	wh_main_vo_actor_Bretonnian_Lord1														
wh_dlc05_vo_actor_dwf_cha_darthon_ironbeard	wh_main_vo_actor_Dwarf_Lord1														
wh_dlc05_vo_actor_grn_cha_snorko_one_finger	wh_main_vo_actor_Orc_Warboss2														
wh_dlc05_vo_actor_vmp_cha_red_duke	wh_main_vo_actor_Vampire_Lord1														
wh_dlc06_vo_actor_Dwarf_Belegar_Ironhammer	wh_dlc06_vo_actor_Dwarf_Belegar_Ironhammer														
wh_dlc06_vo_actor_Dwarf_MasterEngineer1Ghost	wh_dlc06_vo_actor_Dwarf_MasterEngineer1Ghost														
wh_dlc06_vo_actor_Dwarf_RuneSmith2Ghost	wh_dlc06_vo_actor_Dwarf_RuneSmith2Ghost														
wh_dlc06_vo_actor_Dwarf_Rune_Lord	wh_dlc06_vo_actor_Dwarf_Rune_Lord1	wh_dlc06_vo_actor_Dwarf_Rune_Lord2													
wh_dlc06_vo_actor_Dwarf_Thane1Ghost	wh_dlc06_vo_actor_Dwarf_Thane1Ghost														
wh_dlc06_vo_actor_Goblin_Night_Goblin_Warboss	wh_dlc06_vo_actor_Goblin_Night_Goblin_Warboss1	wh_dlc06_vo_actor_Goblin_Night_Goblin_Warboss2													
wh_dlc06_vo_actor_Goblin_Skarsnik	wh_dlc06_vo_actor_Goblin_Skarsnik														
wh_dlc06_vo_actor_Orc_Wurrzag	wh_dlc06_vo_actor_Orc_Wurrzag														
wh_dlc07_vo_actor_Bretonnian_Alberic	wh_dlc07_vo_actor_Bretonnian_Alberic														
wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress	wh_dlc07_vo_actor_Bretonnian_Fay_Enchantress														
wh_dlc07_vo_actor_Bretonnian_Green_Knight	wh_dlc07_vo_actor_Bretonnian_Green_Knight														
wh_dlc07_vo_actor_Bretonnian_Prophetess	wh_dlc07_vo_actor_Bretonnian_Prophetess1	wh_dlc07_vo_actor_Bretonnian_Prophetess2													
wh_main_vo_actor_Bretonnian_Infantry	wh_main_vo_actor_Bretonnian_Inf1	wh_main_vo_actor_Bretonnian_Inf2	wh_main_vo_actor_Bretonnian_Inf3	wh_main_vo_actor_Bretonnian_Inf4	wh_main_vo_actor_Bretonnian_Inf5										
wh_main_vo_actor_Bretonnian_King_Louen	wh_main_vo_actor_Bretonnian_King_Louen														
wh_main_vo_actor_Bretonnian_Knight	wh_main_vo_actor_Bretonnian_Knight1	wh_main_vo_actor_Bretonnian_Knight2	wh_main_vo_actor_Bretonnian_Knight3	wh_main_vo_actor_Bretonnian_Knight4											
wh_main_vo_actor_Bretonnian_Lord	wh_main_vo_actor_Bretonnian_Lord1	wh_main_vo_actor_Bretonnian_Lord2													
wh_main_vo_actor_Bretonnian_Mounted	wh_main_vo_actor_Bretonnian_Mtd1	wh_main_vo_actor_Bretonnian_Mtd2	wh_main_vo_actor_Bretonnian_Mtd3	wh_main_vo_actor_Bretonnian_Mtd4	wh_main_vo_actor_Bretonnian_Mtd5										
wh_main_vo_actor_Bretonnian_Paladin	wh_main_vo_actor_Bretonnian_Paladin1	wh_main_vo_actor_Bretonnian_Paladin2													
wh_main_vo_actor_Chaos_ExhaltedHero	wh_main_vo_actor_Chaos_ExhaltedHero1	wh_main_vo_actor_Chaos_ExhaltedHero2													
wh_main_vo_actor_Chaos_Hellcannon	wh_main_vo_actor_Chaos_Hellcannon														
wh_main_vo_actor_Chaos_Infantry	wh_main_vo_actor_Chaos_Inf1	wh_main_vo_actor_Chaos_Inf2	wh_main_vo_actor_Chaos_Inf4	wh_main_vo_actor_Chaos_Inf5	wh_main_vo_actor_Chaos_Inf7	wh_main_vo_actor_Chaos_Inf8	wh_main_vo_actor_Chaos_Inf9	wh_main_vo_actor_Chaos_Inf10							
wh_main_vo_actor_Chaos_Lord	wh_main_vo_actor_Chaos_Lord2	wh_main_vo_actor_Chaos_Lord1													
wh_main_vo_actor_Chaos_LordOfChange	wh_main_vo_actor_Chaos_LordOfChange														
wh_main_vo_actor_Chaos_Marauder	wh_main_vo_actor_Chaos_Marauder1	wh_main_vo_actor_Chaos_Marauder2	wh_main_vo_actor_Chaos_Marauder3	wh_main_vo_actor_Chaos_Marauder4	wh_main_vo_actor_Chaos_Marauder5	wh_main_vo_actor_Chaos_Marauder6	wh_main_vo_actor_Chaos_Marauder7								
wh_main_vo_actor_Chaos_MarauderChieftain	wh_main_vo_actor_Chaos_MarauderChieftain														
wh_main_vo_actor_Chaos_Sorcerer	wh_main_vo_actor_Chaos_Sorcerer1	wh_main_vo_actor_Chaos_Sorcerer2													
wh_main_vo_actor_Dwarf_Infantry	wh_main_vo_actor_Dwarf_Inf1	wh_main_vo_actor_Dwarf_Inf2	wh_main_vo_actor_Dwarf_Inf3	wh_main_vo_actor_Dwarf_Inf4	wh_main_vo_actor_Dwarf_Inf5	wh_main_vo_actor_Dwarf_Inf6	wh_main_vo_actor_Dwarf_Inf7	wh_main_vo_actor_Dwarf_Inf8							
wh_main_vo_actor_Dwarf_Lord	wh_main_vo_actor_Dwarf_Lord1	wh_main_vo_actor_Dwarf_Lord2													
wh_main_vo_actor_Dwarf_MasterEngineer	wh_main_vo_actor_Dwarf_MasterEngineer1	wh_main_vo_actor_Dwarf_MasterEngineer2													
wh_main_vo_actor_Dwarf_RuneSmith	wh_main_vo_actor_Dwarf_RuneSmith2	wh_main_vo_actor_Dwarf_RuneSmith1													
wh_main_vo_actor_Dwarf_Thane	wh_main_vo_actor_Dwarf_Thane2	wh_main_vo_actor_Dwarf_Thane1													
wh_main_vo_actor_Dwarf_ThorGrimGrudgebearer	wh_main_vo_actor_Dwarf_ThorGrimGrudgebearer														
wh_main_vo_actor_Dwarf_UngrimIronfist	wh_main_vo_actor_Dwarf_UngrimIronfist														
wh_main_vo_actor_Dwarf_Unique	wh_main_vo_actor_DwfUnq1	wh_main_vo_actor_DwfUnq2	wh_main_vo_actor_DwfUnq3	wh_main_vo_actor_DwfUnq4											
wh_main_vo_actor_Empire_BalthasarGelt	wh_main_vo_actor_Empire_BalthasarGelt														
wh_main_vo_actor_Empire_BrightWizard	wh_main_vo_actor_Empire_BrightWizard2	wh_main_vo_actor_Empire_BrightWizard1													
wh_main_vo_actor_Empire_Captain	wh_main_vo_actor_Empire_Captain2	wh_main_vo_actor_Empire_Captain1													
wh_main_vo_actor_Empire_CelestialWizard	wh_main_vo_actor_Empire_CelestialWizard1	wh_main_vo_actor_Empire_CelestialWizard2													
wh_main_vo_actor_Empire_General	wh_main_vo_actor_Empire_General1	wh_main_vo_actor_Empire_General2													
wh_main_vo_actor_Empire_Infantry	wh_main_vo_actor_Empire_Inf1	wh_main_vo_actor_Empire_Inf2	wh_main_vo_actor_Empire_Inf3	wh_main_vo_actor_Empire_Inf4	wh_main_vo_actor_Empire_Inf5	wh_main_vo_actor_Empire_Inf6	wh_main_vo_actor_Empire_Inf7	wh_main_vo_actor_Empire_Inf8	wh_main_vo_actor_Empire_Inf9	wh_main_vo_actor_Empire_Inf10					
wh_main_vo_actor_Empire_KarlFranz	wh_main_vo_actor_Empire_KarlFranz														
wh_main_vo_actor_Empire_Kislev	wh_main_vo_actor_Empire_Kislev														
wh_main_vo_actor_Empire_LightWizard	wh_main_vo_actor_Empire_LightWizard1	wh_main_vo_actor_Empire_LightWizard2													
wh_main_vo_actor_Empire_Mounted	wh_main_vo_actor_Empire_Mtd1	wh_main_vo_actor_Empire_Mtd2	wh_main_vo_actor_Empire_Mtd3	wh_main_vo_actor_Empire_Mtd4	wh_main_vo_actor_Empire_Mtd5										
wh_main_vo_actor_Empire_WarriorPriest	wh_main_vo_actor_Empire_WarriorPriest2	wh_main_vo_actor_Empire_WarriorPriest1													
wh_main_vo_actor_Empire_WitchHunter	wh_main_vo_actor_Empire_WitchHunter1	wh_main_vo_actor_Empire_WitchHunter2													
wh_main_vo_actor_Goblin_BigBoss	wh_main_vo_actor_Goblin_BigBoss2	wh_main_vo_actor_Goblin_BigBoss1													
wh_main_vo_actor_Goblin_GreatShaman	wh_main_vo_actor_Goblin_GreatShaman2	wh_main_vo_actor_Goblin_GreatShaman1													
wh_main_vo_actor_Goblin_Infantry	wh_main_vo_actor_Goblin_Inf1	wh_main_vo_actor_Goblin_Inf2	wh_main_vo_actor_Goblin_Inf3	wh_main_vo_actor_Goblin_Inf4	wh_main_vo_actor_Goblin_Inf5	wh_main_vo_actor_Goblin_Inf6	wh_main_vo_actor_Goblin_Inf7	wh_main_vo_actor_Goblin_Inf8							
wh_main_vo_actor_Goblin_NightShaman	wh_main_vo_actor_Goblin_NightShaman2	wh_main_vo_actor_Goblin_NightShaman1													
wh_main_vo_actor_Orc_AzhagTheSlaughterer	wh_main_vo_actor_Orc_AzhagTheSlaughterer														
wh_main_vo_actor_Orc_GrimgorIronhide	wh_main_vo_actor_Orc_GrimgorIronhide														
wh_main_vo_actor_Orc_Infantry	wh_main_vo_actor_Orc_Inf1	wh_main_vo_actor_Orc_Inf2	wh_main_vo_actor_Orc_Inf3	wh_main_vo_actor_Orc_Inf4	wh_main_vo_actor_Orc_Inf5										
wh_main_vo_actor_Orc_Shaman	wh_main_vo_actor_Orc_Shaman1	wh_main_vo_actor_Orc_Shaman2													
wh_main_vo_actor_Orc_Warboss	wh_main_vo_actor_Orc_Warboss1	wh_main_vo_actor_Orc_Warboss2													
wh_main_vo_actor_Vampire_Banshee	wh_main_vo_actor_Vampire_Banshee														
wh_main_vo_actor_Vampire_FemaleVamp	wh_main_vo_actor_Vampire_FemaleVamp2	wh_main_vo_actor_Vampire_FemaleVamp1													
wh_main_vo_actor_Vampire_HeinrichKemmler	wh_main_vo_actor_Vampire_HeinrichKemmler														
wh_main_vo_actor_Vampire_Lord	wh_main_vo_actor_Vampire_Lord1	wh_main_vo_actor_Vampire_Lord2													
wh_main_vo_actor_Vampire_MannfredVonCarstein	wh_main_vo_actor_Vampire_MannfredVonCarstein														
wh_main_vo_actor_Vampire_MasterNecromancer	wh_main_vo_actor_Vampire_MasterNecromancer1	wh_main_vo_actor_Vampire_MasterNecromancer2													
wh_main_vo_actor_Vampire_Necromancer	wh_main_vo_actor_Vampire_Necromancer2	wh_main_vo_actor_Vampire_Necromancer1													
wh_main_vo_actor_Vampire_WightKing	wh_main_vo_actor_Vampire_WightKing1	wh_main_vo_actor_Vampire_WightKing2													
wh_main_vo_actor_default	wh_main_vo_actor_default														
wh_main_vo_actor_group_sound	wh_main_vo_actor_group_sound														
wh_pro01_vo_actor_Dwarf_Grombrindal	wh_pro01_vo_actor_Dwarf_Grombrindal														
wh_pro02_vo_actor_Vampire_Isabella_Von_Carstein	wh_pro02_vo_actor_Vampire_Isabella_Von_Carstein														
wh_pro03_vo_actor_Vampire_chaos_Krell	wh_pro03_vo_actor_Vampire_chaos_Krell														
wh_vo_actor_silent	wh_silent														
