campaign_tree_ids_tables
2
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5
182	66	153	nagash_shrubs_grass_2	False	ALL
182	66	153	nagash_shrubs_grass_3	False	ALL
182	66	153	nagash_shrubs_grass_4	False	ALL
182	66	153	nagash_shrubs_grass_5	False	ALL
168	197	54	nagash_tree_large_1	False	ALL
168	197	54	nagash_tree_large_2	False	ALL
168	197	54	nagash_tree_large_3	False	ALL
113	168	18	nagash_tree_small_1	False	ALL
113	168	18	nagash_tree_small_2	False	ALL
113	168	18	nagash_tree_small_3	False	ALL
113	168	18	nagash_tree_small_4	False	ALL
123	172	198	nor_grass_1	False	ALL
123	172	198	nor_grass_2	False	ALL
123	172	198	nor_grass_3	False	ALL
123	172	198	nor_grass_4	False	ALL
255	230	230	nor_shrubs_grass_1	False	ALL
255	230	230	nor_shrubs_grass_2	False	ALL
0	70	130	nor_tree_extra_large_1	False	ALL
0	70	130	nor_tree_extra_large_2	False	ALL
0	70	130	nor_tree_extra_large_3	False	ALL
0	70	130	nor_tree_extra_medium_1	False	ALL
0	104	200	nor_tree_large_1	False	ALL
0	104	200	nor_tree_large_2	False	ALL
0	104	200	nor_tree_large_3	False	ALL
0	104	200	nor_tree_med_1	False	ALL
0	104	200	nor_tree_med_2	False	ALL
0	104	200	nor_tree_med_3	False	ALL
0	104	200	nor_tree_med_4	False	ALL
0	150	200	nor_tree_small_1	False	ALL
0	150	200	nor_tree_small_2	False	ALL
0	150	200	nor_tree_small_3	False	ALL
0	150	200	nor_tree_small_4	False	ALL
100	150	200	palm_grass_1	False	ALL
100	150	200	palm_grass_2	False	ALL
100	150	200	palm_grass_3	False	ALL
60	138	255	palm_shrubs_grass_1	False	ALL
60	138	255	palm_shrubs_grass_2	False	ALL
60	138	255	palm_shrubs_grass_3	False	ALL
60	138	255	palm_shrubs_grass_4	True	ALL
0	180	255	palm_tree_large_1	False	ALL
0	180	255	palm_tree_large_2	False	ALL
0	180	255	palm_tree_large_3	False	ALL
0	180	255	palm_tree_medium_1	False	ALL
150	210	255	palm_tree_small_1	False	ALL
150	210	255	palm_tree_small_2	False	ALL
150	210	255	palm_tree_small_3	False	ALL
150	210	255	palm_tree_small_4	False	ALL
240	90	255	sea_coral_1	False	ALL
240	90	255	sea_coral_2	False	ALL
240	90	255	sea_coral_3	False	ALL
240	90	255	sea_coral_4	False	ALL
240	160	255	sea_coral_shrubs_1	False	ALL
240	160	255	sea_coral_shrubs_2	False	ALL
240	160	255	sea_coral_shrubs_3	False	ALL
190	200	160	shrubs_grass_1	False	ALL
190	200	160	shrubs_grass_2	False	ALL
190	200	160	shrubs_grass_3	False	ALL
190	200	160	shrubs_grass_4	False	ALL
190	200	160	shrubs_grass_5	False	ALL
50	190	160	swamp_grass_1	True	ALL
50	190	160	swamp_grass_2	True	ALL
50	190	160	swamp_grass_3	True	ALL
50	190	160	swamp_grass_4	True	ALL
35	135	115	swamp_shrubs_1	True	ALL
35	135	115	swamp_shrubs_2	True	ALL
50	100	40	tree_large_1	False	ALL
50	100	40	tree_large_2	False	ALL
50	100	40	tree_large_3	False	ALL
50	100	40	tree_med_1	False	ALL
143	200	132	tree_small_1	False	ALL
143	200	132	tree_small_2	False	ALL
143	200	132	tree_small_3	False	ALL
143	200	132	tree_small_4	False	ALL
143	200	132	tree_small_5	False	ALL
190	190	190	tree_small_dead_1	False	ALL
190	190	190	tree_small_dead_2	False	ALL
190	190	190	tree_small_dead_3	False	ALL
25	125	65	wef_aut_tree_large_1	False	ALL
25	125	65	wef_aut_tree_large_2	False	ALL
25	125	65	wef_aut_tree_large_3	False	ALL
25	125	65	wef_aut_tree_medium_1	False	ALL
45	195	105	wef_aut_tree_small_1	False	ALL
45	195	105	wef_aut_tree_small_2	False	ALL
30	160	5	wef_wild_grass_1	False	ALL
30	160	5	wef_wild_grass_2	False	ALL
30	160	5	wef_wild_grass_3	False	ALL
80	200	60	wef_wild_shrubs_grass_1	False	ALL
10	50	30	wef_win_tree_large_1	False	ALL
10	50	30	wef_win_tree_large_2	False	ALL
10	50	30	wef_win_tree_large_3	False	ALL
10	50	30	wef_win_tree_medium_1	False	ALL
20	90	50	wef_win_tree_small_1	False	ALL
20	90	50	wef_win_tree_small_2	False	ALL
20	90	50	wef_win_tree_small_3	False	ALL
