special_ability_phase_displays_tables
0
unknown0	unknown1	unknown2	unknown3
False	wh_main_generic_banner_buff	wh_dlc03_beasts_panns_impenetrable_pelt_buff	wh_dlc03_spell_beasts_panns_impenetrable_pelt
False	wh_main_generic_banner_debuff	wh_dlc03_beasts_curse_of_anraheir_debuff	wh_dlc03_spell_beasts_the_curse_of_anraheir
False	wh_main_generic_banner_buff	wh_dlc03_beasts_wyssans_wildform_buff	wh_dlc03_spell_beasts_wyssans_wildform
False	wh_main_generic_banner_debuff	wh_dlc03_wild_devolve_entity_debuff	wh_dlc03_spell_wild_devolve
False	wh_main_generic_banner_buff	wh_dlc03_wild_mantle_of_ghorok_entity_buff	wh_dlc03_spell_wild_mantle_of_ghorok
False	wh_main_generic_banner_debuff	wh_dlc03_wild_mantle_of_ghorok_unit_debuff	wh_dlc03_spell_wild_mantle_of_ghorok_debuff
False	wh_main_generic_banner_debuff	wh_dlc03_wild_traitor_kin_entity_debuff	wh_dlc03_spell_wild_traitor_kin
False		wh_main_generic_entity_buff_morale	wh_dlc03_unit_passive_bloodgreed
False		wh_dlc05_abilities_aura_of_transmutation	wh_dlc05_abilities_aura_of_transmutation
False	wh_main_generic_banner_debuff	wh_dlc05_pray_of_anath_entity_debuff	wh_dlc05_ability_pray_of_anath_raema
False	wh_main_generic_banner_buff	wh_dlc05_life_earthblood_entity_buff	wh_dlc05_spell_life_earth_blood
False	wh_main_generic_banner_buff	wh_dlc05_life_earthblood_entity_buff	wh_dlc05_spell_life_earth_blood_upgraded
False	wh_main_generic_banner_buff	wh_dlc05_life_flesh_to_stone_entity_buff	wh_dlc05_spell_life_flesh_to_stone
False	wh_main_generic_banner_buff	wh_dlc05_life_flesh_to_stone_entity_buff	wh_dlc05_spell_life_flesh_to_stone_upgraded
False	wh_main_generic_banner_buff	wh_dlc05_life_regrowth_entity_buff	wh_dlc05_spell_life_regrowth
False	wh_main_generic_banner_buff	wh_dlc05_life_regrowth_entity_buff	wh_dlc05_spell_life_regrowth_upgraded
False	wh_main_generic_banner_buff	wh_dlc05_life_shield_of_thornes_entity_buff	wh_dlc05_spell_life_shield_of_thorns
False	wh_main_generic_banner_buff	wh_dlc05_life_shield_of_thornes_entity_buff	wh_dlc05_spell_life_shield_of_thorns_upgraded
False	wh_main_generic_banner_debuff	wh_dlc05_shadow_melkoths_entity_debuff	wh_dlc05_spell_shadow_melkoths_mystifying_miasma
False	wh_main_generic_banner_debuff	wh_dlc05_shadow_enfeebling_foe_entity_debuff	wh_dlc05_spell_shadow_the_enfeebling_foe
False	wh_main_generic_banner_debuff	wh_dlc05_shadow_withering_entity_debuff	wh_dlc05_spell_shadow_the_withering
False	wh_main_generic_banner_debuff	wh_main_lib_voodoo	wh_dlc06_character_abilities_effagee_of_da_git
False		wh_main_bound_entity_energy_large	wh_main_bound_entity_energy_large
False		wh_main_bound_entity_energy_manticore	wh_main_bound_entity_energy_manticore
False		wh_main_bound_entity_energy_small	wh_main_bound_entity_energy_small
False	wh_main_generic_banner_buff	wh_main_generic_entity_buff_attack	wh_main_generic_buff_attack
False	wh_main_generic_banner_buff		wh_main_generic_buff_attack_banner
False		wh_main_generic_entity_buff_attack	wh_main_generic_buff_attack_passive
False	wh_main_generic_banner_buff	wh_main_generic_entity_buff_defence	wh_main_generic_buff_defence
False	wh_main_generic_banner_buff	wh_main_generic_entity_buff_defence_attack	wh_main_generic_buff_defence_attack
False	wh_main_generic_banner_buff		wh_main_generic_buff_defence_attack_banner
False		wh_main_generic_entity_buff_defence_attack	wh_main_generic_buff_defence_attack_passive
False	wh_main_generic_banner_buff		wh_main_generic_buff_defence_banner
False	wh_main_generic_banner_buff	wh_main_generic_entity_buff_defence_morale	wh_main_generic_buff_defence_morale
False	wh_main_generic_banner_buff		wh_main_generic_buff_defence_morale_banner
False		wh_main_generic_entity_buff_defence_morale	wh_main_generic_buff_defence_morale_passive
False		wh_main_generic_entity_buff_defence	wh_main_generic_buff_defence_passive
False	wh_main_generic_banner_buff	wh_main_generic_entity_buff_morale	wh_main_generic_buff_morale
False	wh_main_generic_banner_buff	wh_main_generic_entity_buff_morale_attack	wh_main_generic_buff_morale_attack
False	wh_main_generic_banner_buff		wh_main_generic_buff_morale_attack_banner
False		wh_main_generic_entity_buff_morale_attack	wh_main_generic_buff_morale_attack_passive
False	wh_main_generic_banner_buff		wh_main_generic_buff_morale_banner
False		wh_main_generic_entity_buff_morale	wh_main_generic_buff_morale_passive
False	wh_main_vampires_banner_unstable	wh_main_vampires_unstable	wh_main_generic_crumble
False	wh_main_vampires_banner_unstable_severe	wh_main_vampires_unstable_severe	wh_main_generic_crumble_II
False	wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_attack	wh_main_generic_debuff_attack
False	wh_main_generic_banner_debuff		wh_main_generic_debuff_attack_banner
False		wh_main_generic_entity_debuff_attack	wh_main_generic_debuff_attack_passive
False	wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_defence	wh_main_generic_debuff_defence
False	wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_defence_attack	wh_main_generic_debuff_defence_attack
False	wh_main_generic_banner_debuff		wh_main_generic_debuff_defence_attack_banner
False	wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_defence_attack_morale	wh_main_generic_debuff_defence_attack_morale
False	wh_main_generic_banner_debuff		wh_main_generic_debuff_defence_attack_morale_banner
False		wh_main_generic_entity_debuff_defence_attack_morale	wh_main_generic_debuff_defence_attack_morale_passive
False		wh_main_generic_entity_debuff_defence_attack	wh_main_generic_debuff_defence_attack_passive
False	wh_main_generic_banner_debuff		wh_main_generic_debuff_defence_banner
False		wh_main_generic_entity_debuff_defence	wh_main_generic_debuff_defence_passive
False	wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_moral	wh_main_generic_debuff_morale
False	wh_main_generic_banner_debuff	wh_main_generic_entity_debuff_moral_attack	wh_main_generic_debuff_morale_attack
False	wh_main_generic_banner_debuff		wh_main_generic_debuff_morale_attack_banner
False		wh_main_generic_entity_debuff_moral_attack	wh_main_generic_debuff_morale_attack_passive
False	wh_main_generic_banner_debuff		wh_main_generic_debuff_morale_banner
False		wh_main_generic_entity_debuff_moral	wh_main_generic_debuff_morale_passive
False		wh_main_generic_entity_hp_damage_burst	wh_main_generic_hp_damage_passive
False	wh_main_generic_banner_buff	wh_main_generic_entity_hp_regen	wh_main_generic_hp_regen
False		wh_main_generic_entity_hp_regen_burst	wh_main_generic_hp_regen_passive
False			wh_main_generic_imbuement_poison
False	wh_main_generic_banner_buff	wh_main_generic_ward_save_all	wh_main_generic_ward_save_all
False		wh_main_generic_ward_save_all	wh_main_generic_ward_save_all_passive
False	wh_main_generic_banner_buff	wh_main_generic_ward_save_magic	wh_main_generic_ward_save_magic
False		wh_main_generic_ward_save_magic	wh_main_generic_ward_save_magic_passive
False	wh_main_generic_banner_buff	wh_main_generic_ward_save_missile	wh_main_generic_ward_save_missile
False		wh_main_generic_ward_save_missile	wh_main_generic_ward_save_missile_passive
False	wh_main_generic_banner_debuff	wh_main_generic_entity_hp_damage	wh_main_hero_abilities_accusation
False	wh_main_generic_banner_buff	wh_main_generic_entity_hp_regen	wh_main_hero_abilities_immortal_will
False	wh_main_generic_banner_buff		wh_main_hero_abilities_magic_mushrooms
False	wh_main_generic_banner_buff	wh_dlc05_shadow_okkams_entity_buff	wh_main_shadow_buff_attack_passive
False	wh_main_generic_banner_buff	wh_main_big_waaagh_ere_we_go_entity_buff	wh_main_spell_big_waaagh_ere_we_go
False	wh_main_generic_banner_buff	wh_main_big_waaagh_fists_of_gork_entity_buff	wh_main_spell_big_waaagh_fists_of_gork
False	wh_main_generic_banner_buff	wh_main_death_aspect_of_the_dreadknight_entity_buff	wh_main_spell_death_aspect_of_the_dreadknight
False	wh_main_generic_banner_debuff	wh_main_death_doom_and_darkness_entity_debuff	wh_main_spell_death_doom_and_darkness
False	wh_main_generic_banner_debuff	wh_main_death_soulblight_entity_debuff	wh_main_spell_death_soulblight
False	wh_main_generic_banner_debuff	wh_main_death_spirit_leech_entity_debuff	wh_main_spell_death_spirit_leech
False	wh_main_generic_banner_debuff	wh_main_death_the_fate_of_bjuna_entity_debuff	wh_main_spell_death_the_fate_of_bjuna
False	wh_main_generic_banner_buff	wh_main_fire_cascading_fire_cloak_entity_buff	wh_main_spell_fire_cascading_fire_cloak
False	wh_main_generic_banner_buff	wh_main_fire_flaming_sword_of_rhuin_entity_buff	wh_main_spell_fire_flaming_sword_of_rhuin
False		wh_main_fire_flaming_sword_of_rhuin_entity_buff	wh_main_spell_fire_passive
False	wh_main_generic_banner_debuff	wh_main_heavens_curse_of_the_midnight_wind_entity_debuff	wh_main_spell_heavens_curse_of_the_midnight_wind
False	wh_main_generic_banner_buff	wh_main_heavens_harmonic_convergence_entity_buff	wh_main_spell_heavens_harmonic_convergence
False	wh_main_generic_banner_buff	wh_main_light_bironas_timewarp_entity_buff	wh_main_spell_light_bironas_timewarp
False	wh_main_generic_banner_buff	wh_main_light_light_of_battle_entity_buff	wh_main_spell_light_light_of_battle
False	wh_main_generic_banner_debuff	wh_main_light_net_of_amyntok_entity_debuff	wh_main_spell_light_net_of_amyntok
False	wh_main_generic_banner_buff	wh_main_light_phas_protection_entity_buff	wh_main_spell_light_phas_protection
False	wh_main_generic_banner_debuff	wh_main_lil_waaagh_gorkll_fix_it_entity_debuff	wh_main_spell_lil_waaagh_gorkll_fix_it
False	wh_main_generic_banner_debuff	wh_main_lil_waaagh_itchy_nuisance_entity_debuff	wh_main_spell_lil_waaagh_itchy_nuisance
False		wh_main_lil_waaagh_night_shroud_entity_debuff	wh_main_spell_lil_waaagh_night_shroud
False	wh_main_generic_banner_buff	wh_main_lil_waaagh_sneaky_stabbin_entity_buff	wh_main_spell_lil_waaagh_sneaky_stabbin
False	wh_main_generic_banner_debuff	wh_main_metal_final_transmutation_entity_debuff	wh_main_spell_metal_final_transmutation
False			wh_main_spell_metal_gehennas_golden_hounds
False	wh_main_generic_banner_buff	wh_main_metal_glittering_robe_entity_buff	wh_main_spell_metal_glittering_robe
False	wh_main_generic_banner_debuff	wh_main_metal_plague_of_rust_entity_debuff	wh_main_spell_metal_plague_of_rust
False	wh_main_generic_banner_debuff	wh_main_metal_transmutation_of_lead_entity_debuff	wh_main_spell_metal_transmutation_of_lead
False	wh_main_generic_banner_debuff	wh_main_vampires_curse_of_years_entity_debuff	wh_main_spell_vampires_curse_of_years
False	wh_main_generic_banner_buff	wh_main_generic_entity_hp_regen	wh_main_spell_vampires_invocation_of_nehek
False	wh_main_generic_banner_buff		wh_main_spell_vampires_raise_dead
False	wh_main_generic_banner_buff	wh_main_vampires_vanhels_danse_macabre_entity_buff	wh_main_spell_vampires_vanhels_danse_macabre
False		wh_main_vampires_wind_of_death_target	wh_main_spell_vampires_wind_of_death
False		wh2_main_high_soul_quench_entity	wh_main_unit_contact_souls
False		wh_main_metal_glittering_robe_entity_buff	wh_main_weapon_passive_glittering_scales
