melee_weapons_tables
21
bonus_v_cavalry	bonus_v_large	bonus_v_infantry	key	damage	ap_damage	first_strike	weapon_length	melee_weapon_type	audio_type	splash_attack_target_size	splash_attack_max_attacks	splash_attack_power_multiplier	building_damage	ignition_amount	is_magical	contact_phase	collision_attack_max_targets	collision_attack_max_targets_cooldown	melee_attack_interval
0	0	0	wh_dlc03_bst_staff_bray_shaman_beasts	250	100	0	1	sword	staff	medium	5	1.1	40	0	True		0	6	2.5
0	0	0	wh_dlc03_bst_staff_hero_malagor	285	145	0	1	sword	staff	very_large	10	1.2	150	0	True	wh_dlc06_unit_contact_discouraged	0	5	2.5
0	0	18	wh_dlc03_chs_chariot_razorgor	32	34	0	3	axe	claw	very_large	6	1.1	40	0	False		2	2	3
0	0	0	wh_dlc04_emp_hammer_arch_lector	215	225	0	1	axe	hammer	medium	8	1	100	0	True		0	8	2.5
0	0	0	wh_dlc04_emp_hammer_arch_lector	215	225	0	1	axe	hammer	medium	8	1	100	0	True		0	8	2.5
0	0	0	wh_dlc04_emp_hammer_arch_lector	215	225	0	1	axe	hammer	medium	8	1	100	0	True		0	8	2.5
0	0	0	wh_dlc04_emp_hammer_arch_lector	215	225	0	1	axe	hammer	medium	8	1	100	0	True		0	8	2.5
0	0	0	wh_dlc04_emp_hammer_volkmar	210	240	0	1	axe	hammer	large	10	1.1	150	15	False		0	6	2.5
0	0	0	wh_dlc04_emp_hammer_volkmar	210	240	0	1	axe	hammer	large	10	1.1	150	15	False		0	6	2.5
0	0	0	wh_dlc04_emp_hammer_volkmar	210	240	0	1	axe	hammer	large	10	1.1	150	15	False		0	6	2.5
0	0	0	wh_dlc04_emp_hammer_volkmar_altar	250	180	0	2	axe	claw	very_large	14	1.4	200	15	True		3	2	2.5
0	0	0	wh_dlc04_vmp_corpse_cart	62	42	0	1	axe	unarmed	large	5	1.2	75	0	True		3	2	3
0	0	0	wh_dlc04_vmp_corpse_cart	62	42	0	1	axe	unarmed	large	5	1.2	75	0	True		3	2	3
0	0	0	wh_dlc04_vmp_corpse_cart	62	42	0	1	axe	unarmed	large	5	1.2	75	0	True		3	2	3
0	0	0	wh_dlc04_vmp_mortis_engine	115	135	0	3	axe	unarmed	very_large	10	1.2	200	0	True		3	2	3
0	0	0	wh_dlc04_vmp_mortis_nagash	125	155	0	3	axe	unarmed	very_large	12	1.25	200	0	True	wh_dlc06_unit_contact_sundered_armour	3	2	3
0	0	0	wh_dlc04_vmp_strigoi	290	160	0	2	axe	claw	large	10	1.2	125	0	False	wh_main_unit_contact_poison	0	8	2.5
0	0	0	wh_dlc04_vmp_strigoi	290	160	0	2	axe	claw	large	10	1.2	125	0	False	wh_main_unit_contact_poison	0	8	2.5
0	30	0	wh_dlc04_vmp_strigoi_terrogheist	180	275	0	3	axe	claw	large	12	1.35	500	0	False	wh_main_unit_contact_poison	0	3	2.5
0	0	0	wh_dlc05_bst_morghur_claws	200	275	0	1	axe	claw	large	12	1	150	0	False		0	8	2.5
0	0	0	wh_dlc05_bst_morghur_claws_boss	225	275	0	1	axe	claw	large	16	2	150	0	False	wh_main_unit_contact_poison	0	6	2.5
0	0	0	wh_dlc05_vmp_red_duke_sword	200	250	0	1	sword	sword	medium	6	1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_vmp_red_duke_sword	200	250	0	1	sword	sword	medium	6	1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_vmp_red_duke_sword	200	250	0	1	sword	sword	medium	6	1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_vmp_red_duke_zombie_dragon	215	325	0	3	axe	claw	very_large	15	1.45	550	0	True	wh_main_unit_contact_poison_lethal	0	3	2.5
0	0	0	wh_dlc05_wef_branchwraith_claws	300	120	0	1	axe	claw	medium	6	1	150	0	True		0	6	2.5
0	0	0	wh_dlc05_wef_dragon	275	325	0	3	axe	claw	very_large	16	1.6	500	0	False	wh_main_unit_contact_poison	0	3	3
0	0	0	wh_dlc05_wef_dragon	275	325	0	3	axe	claw	very_large	16	1.6	500	0	False	wh_main_unit_contact_poison	0	3	2.5
0	0	0	wh_dlc05_wef_dragon	275	325	0	3	axe	claw	very_large	16	1.6	500	0	False	wh_main_unit_contact_poison	0	3	2.5
0	0	0	wh_dlc05_wef_durthu_sword	150	350	0	3	sword	sword_huge	very_large	17	1.86	800	0	True		0	10	2.5
0	0	0	wh_dlc05_wef_great_eagle_caster	160	255	0	3	axe	claw	large	6	1.1	150	0	False		0	3	2.5
0	0	0	wh_dlc05_wef_great_eagle_caster	160	255	0	3	axe	claw	large	6	1.1	150	0	False		0	3	2.5
0	0	0	wh_dlc05_wef_great_eagle_caster	160	255	0	3	axe	claw	large	6	1.1	150	0	False		0	3	2.5
0	0	0	wh_dlc05_wef_orion_spear	180	300	0	3	spear	spear_medium	medium	8	1	150	0	True		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero	265	200	0	1	sword	sword	small	5	1.1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero	265	200	0	1	sword	sword	small	5	1.1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero_eagle	172	265	0	2	axe	claw	medium	6	1.2	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero_eagle_female	160	245	0	2	axe	claw	medium	6	1.1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero_eagle_female	160	245	0	2	axe	claw	medium	6	1.1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero_female	285	155	0	1	sword	sword	small	4	1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero_female	285	155	0	1	sword	sword	small	4	1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero_female	285	155	0	1	sword	sword	small	4	1	150	0	False		0	10	2.5
0	0	0	wh_dlc05_wef_sword_hero_waystalker	260	150	0	1	sword	sword	small	3	1	150	0	False	wh_main_unit_contact_poison	0	10	2.5
0	0	0	wh_dlc05_wef_sword_wizard	225	60	0	2	sword	sword	large	11	1.2	150	0	True		0	10	2.5
0	0	0	wh_dlc05_wef_sword_wizard	225	60	0	2	sword	sword	large	11	1.2	150	0	True		0	10	2.5
0	0	0	wh_dlc05_wef_sword_wizard	225	60	0	2	sword	sword	large	11	1.2	150	0	True		0	10	2.5
0	0	0	wh_dlc05_wef_sword_wizard	225	60	0	2	sword	sword	large	11	1.2	150	0	True		0	10	2.5
0	0	0	wh_dlc05_wef_sword_wizard_shadow	210	70	0	2	sword	sword	large	11	1.3	150	0	True		0	5	2.5
0	0	0	wh_dlc05_wef_sword_wizard_shadow	210	70	0	2	sword	sword	large	11	1.3	150	0	True		0	5	2.5
0	0	0	wh_dlc05_wef_sword_wizard_unicorn	215	130	0	2	sword	sword	very_large	13	1.24	165	0	True		0	4	2.5
0	0	0	wh_dlc05_wef_sword_wizard_unicorn	215	130	0	2	sword	sword	very_large	13	1.24	165	0	True		0	4	2.5
0	0	0	wh_dlc05_wef_sword_wizard_unicorn_shadow	225	130	0	2	sword	sword	very_large	14	1.34	165	0	True		0	4	2.5
0	0	0	wh_dlc05_wef_treeman_claws	200	275	0	3	axe	claw	very_large	16	1.86	700	0	True		0	4	2.5
0	0	0	wh_dlc06_dwf_axe_hero_magical	250	150	0	1	axe	axe	medium	8	1	150	0	True		0	10	2.5
0	0	0	wh_dlc06_dwf_axe_hero_magical	250	150	0	1	axe	axe	medium	8	1	150	0	True		0	10	2.5
0	0	0	wh_dlc06_dwf_grombindal_axe_great	220	290	0	2	axe	axe	large	10	1	250	0	False		0	8	2.5
0	0	0	wh_dlc06_dwf_hammer_caster_hero	210	220	0	1	axe	hammer	medium	6	1.2	150	0	True		0	10	2.5
0	0	0	wh_dlc06_dwf_hammer_caster_hero	210	220	0	1	axe	hammer	medium	6	1.2	150	0	True		0	10	2.5
0	0	0	wh_dlc06_dwf_hammer_hero_belegar	180	250	0	1	axe	hammer	medium	6	1	500	0	False	wh_dlc06_unit_contact_sundered_armour	0	10	2.5
0	0	0	wh_dlc06_dwf_hammer_runesmith_magical	125	225	0	1	axe	hammer	very_large	5	1	150	0	True		0	5	2.5
0	0	0	wh_dlc06_dwf_master_engineer_hammer_magical	60	220	0	1	axe	hammer	medium	5	1	150	0	True		0	10	2.5
0	75	0	wh_dlc06_grn_arachnarok_queen	125	345	0	3	axe	claw	large	14	1.64	700	0	False	wh_main_unit_contact_poison_lethal	0	5	3
0	0	0	wh_dlc06_grn_goblin_spear_hero_general_poison	270	170	0	2	spear	spear	small	5	1	150	0	False	wh_main_unit_contact_poison	0	10	2.5
0	0	0	wh_dlc06_grn_skarsnik_halberd	140	300	0	1	spear	halberd	large	8	1	150	0	False	wh_main_unit_contact_poison	0	10	2.5
0	0	40	wh_dlc06_grn_spear_squig_hero	140	275	0	2	spear	spear	large	8	1	75	0	False	wh_main_unit_contact_poison	0	10	2.5
0	0	0	wh_dlc06_grn_wurrzag	290	145	0	1	sword	sword	large	8	1	150	0	True		0	10	2.5
0	0	10	wh_dlc06_grn_wurrzag_boar	160	250	0	1	sword	sword	large	10	1.1	5	0	True		0	10	2.5
0	38	0	wh_dlc07_brt_alberic_sword	300	150	0	1	sword	sword	small	6	1	150	0	False		0	10	2.5
0	38	0	wh_dlc07_brt_alberic_sword	300	150	0	1	sword	sword	small	6	1	150	0	False		0	10	2.5
0	38	0	wh_dlc07_brt_alberic_sword_hippogryph	140	290	0	3	sword	sword	large	10	1.4	250	0	False		0	10	2.5
0	38	0	wh_dlc07_brt_alberic_sword_pegasus	310	140	0	1	sword	sword	medium	8	1.2	150	0	False		0	10	2.5
0	0	0	wh_dlc07_brt_caster_fay	375	100	0	1	sword	sword	very_large	12	1.2	150	0	True		0	5	2.5
0	0	0	wh_dlc07_brt_caster_fay_silvaron	180	250	0	1	sword	sword	very_large	14	1.3	150	0	True		0	3	2.5
0	0	0	wh_dlc07_brt_caster_prophetess	310	100	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess	310	100	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess	310	100	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess	310	100	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_beasts	250	125	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_beasts	250	125	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_beasts	250	125	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_beasts	250	125	0	1	sword	sword	large	10	1.1	150	0	True		0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_heavens	200	100	0	1	sword	sword	large	10	1.1	150	0	True	wh_dlc06_unit_contact_blinded	0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_heavens	200	100	0	1	sword	sword	large	10	1.1	150	0	True	wh_dlc06_unit_contact_blinded	0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_heavens	200	100	0	1	sword	sword	large	10	1.1	150	0	True	wh_dlc06_unit_contact_blinded	0	6	2.5
0	0	0	wh_dlc07_brt_caster_prophetess_heavens	200	100	0	1	sword	sword	large	10	1.1	150	0	True	wh_dlc06_unit_contact_blinded	0	6	2.5
0	0	0	wh_dlc07_brt_sword_caster_hero_beasts	250	50	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	2.5
0	0	0	wh_dlc07_brt_sword_caster_hero_beasts	250	50	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	2.5
0	0	0	wh_dlc07_brt_sword_caster_hero_beasts	250	50	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	2.5
0	0	0	wh_dlc07_brt_sword_caster_life	270	35	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	2.5
0	0	0	wh_dlc07_brt_sword_caster_life	270	35	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	2.5
0	0	0	wh_dlc07_brt_sword_caster_life	270	35	0	1	sword	sword	very_large	10	1.2	50	0	True		0	5	2.5
0	0	0	wh_dlc07_brt_sword_caster_unicorn	140	175	0	1	sword	sword	very_large	12	1.25	50	0	True		0	4	2.5
0	0	0	wh_dlc07_brt_sword_caster_unicorn	140	175	0	1	sword	sword	very_large	12	1.25	50	0	True		0	4	2.5
0	0	0	wh_dlc07_brt_sword_caster_unicorn	140	175	0	1	sword	sword	very_large	12	1.25	50	0	True		0	4	2.5
0	0	0	wh_dlc07_brt_sword_green_knight	240	260	0	1	sword	sword	very_large	15	1.5	250	0	True		0	6	2.5
0	30	0	wh_main_brt_hippogryph	240	250	0	3	axe	claw	large	11	1.35	500	0	False		0	3	2.5
0	30	0	wh_main_brt_hippogryph	240	250	0	3	axe	claw	large	11	1.35	500	0	False		0	3	2.5
0	30	0	wh_main_brt_hippogryph	240	250	0	3	axe	claw	large	11	1.35	500	0	False		0	3	2.5
0	38	0	wh_main_brt_hippogryph_beaquis	225	275	0	3	axe	claw	large	12	1.45	550	0	False		0	3	2.5
0	0	0	wh_main_brt_sword_caster_hero	265	35	0	1	sword	sword	large	8	1	50	0	True		0	6	2.5
0	0	0	wh_main_brt_sword_caster_hero	265	35	0	1	sword	sword	large	8	1	50	0	True		0	6	2.5
0	0	0	wh_main_brt_sword_caster_hero	265	35	0	1	sword	sword	large	8	1	50	0	True		0	6	2.5
0	0	0	wh_main_brt_sword_hero	280	160	0	1	sword	sword	small	5	1	50	0	True		0	10	2.5
0	0	0	wh_main_brt_sword_hero	280	160	0	1	sword	sword	small	5	1	50	0	True		0	10	2.5
0	0	0	wh_main_brt_sword_hero	280	160	0	1	sword	sword	small	5	1	50	0	True		0	10	2.5
0	0	0	wh_main_brt_sword_hero_lord	290	170	0	1	sword	sword	small	6	1	50	0	False		0	10	2.5
0	0	0	wh_main_brt_sword_hero_lord	290	170	0	1	sword	sword	small	6	1	50	0	False		0	10	2.5
0	0	0	wh_main_brt_sword_hero_lord	290	170	0	1	sword	sword	small	6	1	50	0	False		0	10	2.5
0	0	0	wh_main_brt_sword_hero_lord	290	170	0	1	sword	sword	small	6	1	50	0	False		0	10	2.5
0	0	0	wh_main_brt_sword_hero_lord	290	170	0	1	sword	sword	small	6	1	50	0	False		0	10	2.5
0	0	0	wh_main_brt_sword_hero_lord	290	170	0	1	sword	sword	small	6	1	50	0	False		0	10	2.5
0	0	0	wh_main_brt_sword_leoncoeur	270	190	0	1	sword	sword	medium	7	1	50	15	False		0	10	2.5
0	0	0	wh_main_brt_sword_leoncoeur	270	190	0	1	sword	sword	medium	7	1	50	15	False		0	10	2.5
0	0	0	wh_main_brt_sword_leoncoeur	270	190	0	1	sword	sword	medium	7	1	50	15	False		0	10	2.5
0	0	0	wh_main_chs_archaon_0	300	200	0	1	sword	sword	large	10	1.38	200	5	False	wh_main_unit_contact_searing_fire	0	10	2.5
0	0	0	wh_main_chs_archaon_1	300	200	0	2	sword	sword	very_large	15	1.52	350	5	False	wh_main_unit_contact_searing_fire	0	10	2.5
0	0	0	wh_main_chs_axe_hero	280	165	0	1	axe	axe	medium	8	1.1	50	0	False		0	10	2.5
0	0	0	wh_main_chs_axe_hero	280	165	0	1	axe	axe	medium	8	1.1	50	0	False		0	10	2.5
0	0	0	wh_main_chs_axe_hero	280	165	0	1	axe	axe	medium	8	1.1	50	0	False		0	10	2.5
0	0	0	wh_main_chs_axe_hero	280	165	0	1	axe	axe	medium	8	1.1	50	0	False		0	10	2.5
0	0	0	wh_main_chs_axe_hero	280	165	0	1	axe	axe	medium	8	1.1	50	0	False		0	10	2.5
0	0	18	wh_main_chs_chariot	46	28	0	3	axe	claw	very_large	4	1.15	40	0	False		3	2	3
0	0	18	wh_main_chs_chariot	46	28	0	3	axe	claw	very_large	4	1.15	40	0	False		3	2	3
0	0	0	wh_main_chs_lord_of_change	250	300	0	3	axe	staff	very_large	12	1.15	750	15	True	wh_dlc06_unit_contact_blinded	0	10	2.5
0	0	0	wh_main_chs_lord_of_change	250	300	0	3	axe	staff	very_large	12	1.15	750	15	True	wh_dlc06_unit_contact_blinded	0	10	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero	200	90	0	1	sword	sword	large	8	1.1	50	0	True		0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero_fire	250	140	0	1	sword	sword	large	8	1.1	50	5	False	wh_main_unit_contact_searing_fire	0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero_fire	250	140	0	1	sword	sword	large	8	1.1	50	5	False	wh_main_unit_contact_searing_fire	0	4	2.5
0	0	0	wh_main_chs_sword_caster_hero_fire	250	140	0	1	sword	sword	large	8	1.1	50	5	False	wh_main_unit_contact_searing_fire	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_fire	260	160	0	1	sword	sword	very_large	8	1.2	50	5	False	wh_main_unit_contact_searing_fire	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_fire	260	160	0	1	sword	sword	very_large	8	1.2	50	5	False	wh_main_unit_contact_searing_fire	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_fire	260	160	0	1	sword	sword	very_large	8	1.2	50	5	False	wh_main_unit_contact_searing_fire	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_caster_lord_hero	210	110	0	1	sword	sword	very_large	8	1.2	50	0	True	wh_dlc06_unit_contact_discouraged	0	4	2.5
0	0	0	wh_main_chs_sword_hero	315	165	0	1	sword	sword	medium	8	1.2	50	15	False		0	10	2.5
0	0	0	wh_main_chs_sword_hero	315	165	0	1	sword	sword	medium	8	1.2	50	15	False		0	10	2.5
0	0	0	wh_main_chs_sword_hero	315	165	0	1	sword	sword	medium	8	1.2	50	15	False		0	10	2.5
0	0	0	wh_main_club_giant	250	375	0	5	axe	club_giant	large	15	1.84	800	0	False		0	7	3
0	0	0	wh_main_club_giant	250	375	0	5	axe	club_giant	large	15	1.84	800	0	False		0	7	3
0	0	0	wh_main_club_giant	250	375	0	5	axe	club_giant	large	15	1.84	800	0	False		0	7	3
0	0	0	wh_main_club_giant_bst	260	400	0	5	axe	club_giant	large	15	1.86	900	0	False		0	7	3
0	0	0	wh_main_club_giant_chs	250	400	0	5	axe	club_giant	large	15	1.86	850	0	False		0	7	3
0	0	0	wh_main_dwf_axe_hero	265	170	0	1	axe	axe	medium	6	1.1	50	0	True		0	10	2.5
0	0	0	wh_main_dwf_axe_hero_lord	270	185	0	1	axe	axe	medium	8	1.2	50	0	True		0	10	2.5
0	0	0	wh_main_dwf_axe_hero_thorgrim	290	200	0	2	axe	axe	large	10	1.25	300	0	True		0	10	2.5
0	0	0	wh_main_dwf_hammer_hero_lord	160	290	0	2	axe	hammer	medium	6	1.1	300	0	False		0	10	2.5
0	0	0	wh_main_dwf_hammer_runesmith	185	195	0	1	axe	hammer	large	7	1.2	50	0	True		0	5	2.5
