battles_tables
11
key	type	is_naval	specification	screenshot_path	map_path	team_size_1	team_size_2	release	multiplayer	singleplayer	intro_movie	year	defender_funds_ratio	has_key_buildings	matchmaking	playable_area_width	playable_area_height	is_large_settlement	has_15m_walls	is_underground	catchment_name	title_upgrade	battle_environment	battle_environment_audio
def_coast_infield_a_4	classic	False	terrain/battles/def_coast_infield_a/	UI/Frontend UI/battle_map_images/spite_reach.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_04		weather/battle/wh_def_01.environment	dark_elves_hills
def_desert_coast_infield_a_1	classic	False	terrain/battles/def_desert_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_01.environment	
def_desert_coast_infield_a_2	classic	False	terrain/battles/def_desert_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_desert_02.environment	
def_desert_coast_infield_a_3	classic	False	terrain/battles/def_desert_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_desert_03.environment	
def_desert_coast_infield_a_4	classic	False	terrain/battles/def_desert_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_02.environment	
def_desert_coast_infield_a_5	classic	False	terrain/battles/def_desert_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_desert_01.environment	
def_desert_dunes_infield_a_1	classic	False	terrain/battles/def_desert_dunes_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_02.environment	
def_desert_dunes_infield_a_2	classic	False	terrain/battles/def_desert_dunes_infield_a/	UI/Frontend UI/battle_map_images/red_desert.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_02		weather/battle/wh_def_desert_03.environment	dark_elves_desert
def_desert_dunes_infield_a_4	classic	False	terrain/battles/def_desert_dunes_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_02.environment	
def_desert_dunes_infield_a_4_ambush	ambush	False	terrain/battles/def_desert_dunes_infield_a/	UI/Frontend UI/battle_map_images/obsidian_peaks.png		1	1	True	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_01.environment	dark_elves_desert
def_desert_hills_infield_a_1	classic	False	terrain/battles/def_desert_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_02.environment	
def_desert_hills_infield_a_1_ambush	ambush	False	terrain/battles/def_desert_hills_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_01.environment	
def_desert_hills_infield_a_2	classic	False	terrain/battles/def_desert_hills_infield_a/	UI/Frontend UI/battle_map_images/plain_of_spiders.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_02		weather/battle/wh_def_desert_03.environment	dark_elves_desert
def_desert_hills_infield_a_3	classic	False	terrain/battles/def_desert_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_desert_01.environment	
def_desert_hills_infield_a_4	classic	False	terrain/battles/def_desert_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_02.environment	
def_desert_lakes_infield_a_1	classic	False	terrain/battles/def_desert_lakes_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_03.environment	
def_desert_lakes_infield_a_2	classic	False	terrain/battles/def_desert_lakes_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_desert_01.environment	
def_desert_lakes_infield_a_3	classic	False	terrain/battles/def_desert_lakes_infield_a/	UI/Frontend UI/battle_map_images/ironsand_desert.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_03		weather/battle/wh_def_desert_02.environment	dark_elves_desert
def_desert_plains_infield_a_1	classic	False	terrain/battles/def_desert_plains_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_03.environment	
def_desert_plains_infield_a_1_ambush	ambush	False	terrain/battles/def_desert_plains_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_02.environment	
def_desert_plains_infield_a_2	classic	False	terrain/battles/def_desert_plains_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_desert_01.environment	
def_desert_plains_infield_a_3	classic	False	terrain/battles/def_desert_plains_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_desert_03.environment	
def_desert_plains_infield_a_4	classic	False	terrain/battles/def_desert_plains_infield_a/	UI/Frontend UI/battle_map_images/oasis_of_false_hope.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_02.environment	dark_elves_desert
def_desert_ravine_infield_a_1_ambush	ambush	False	terrain/battles/def_desert_ravine_infield_a/	UI/Frontend UI/battle_map_images/the_abyss.png		1	1	True	True	True		0	0	False	True	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_01.environment	dark_elves_desert
def_desert_ravine_infield_a_2	classic	False	terrain/battles/def_desert_ravine_infield_a/	UI/Frontend UI/battle_map_images/womp_rat_gulch.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_02		weather/battle/wh_def_desert_03.environment	dark_elves_desert
def_desert_ravine_infield_a_3	classic	False	terrain/battles/def_desert_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_desert_02.environment	
def_desert_ravine_infield_a_4	classic	False	terrain/battles/def_desert_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_01.environment	
def_desert_river_infield_a_1	classic	False	terrain/battles/def_desert_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_desert_02.environment	
def_desert_river_infield_a_2	classic	False	terrain/battles/def_desert_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_desert_03.environment	
def_desert_river_infield_a_3	classic	False	terrain/battles/def_desert_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_desert_01.environment	
def_desert_river_infield_a_4	classic	False	terrain/battles/def_desert_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_02.environment	
def_desert_river_infield_a_4_ambush	ambush	False	terrain/battles/def_desert_river_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_desert_01.environment	
def_forest_infield_a_1	classic	False	terrain/battles/def_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_02.environment	
def_forest_infield_a_2	classic	False	terrain/battles/def_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_01.environment	
def_forest_infield_a_3	classic	False	terrain/battles/def_forest_infield_a/	UI/Frontend UI/battle_map_images/the_black_forests.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_03		weather/battle/wh_def_03.environment	dark_elves_hills
def_forest_infield_a_4	classic	False	terrain/battles/def_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_04.environment	
def_forest_infield_a_5	classic	False	terrain/battles/def_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_01.environment	
def_forest_infield_a_5_ambush	ambush	False	terrain/battles/def_forest_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_02.environment	
def_hills_infield_a_1	classic	False	terrain/battles/def_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_01.environment	
def_hills_infield_a_2	classic	False	terrain/battles/def_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_03.environment	
def_hills_infield_a_3	classic	False	terrain/battles/def_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_04.environment	
def_hills_infield_a_3_ambush	ambush	False	terrain/battles/def_hills_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_01.environment	
def_hills_infield_a_4	classic	False	terrain/battles/def_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_02.environment	
def_hills_infield_a_4_ambush	ambush	False	terrain/battles/def_hills_infield_a/	UI/Frontend UI/battle_map_images/shadow_wood.png		1	1	True	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_01.environment	dark_elves_hills
def_lakes_infield_a_2	classic	False	terrain/battles/def_lakes_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_03.environment	
def_lakes_infield_a_2_ambush	ambush	False	terrain/battles/def_lakes_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_04.environment	
def_mtn_pass_infield_a_1	classic	False	terrain/battles/def_mtn_pass_infield_a/	UI/Frontend UI/battle_map_images/iron_mountain_pass.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_01		weather/battle/wh_def_norsca_01.environment	dark_elves_cold
def_mtn_pass_infield_a_2	classic	False	terrain/battles/def_mtn_pass_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_02.environment	
def_mtn_pass_infield_a_2_ambush	ambush	False	terrain/battles/def_mtn_pass_infield_a/	UI/Frontend UI/battle_map_images/ice_rock_gorge.png		1	1	True	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_03.environment	dark_elves_cold
def_mtn_pass_infield_a_3	classic	False	terrain/battles/def_mtn_pass_infield_a/	UI/Frontend UI/battle_map_images/spite_reach_pass.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_03		weather/battle/wh_def_norsca_02.environment	dark_elves_volcanic
def_nor_coast_infield_a_1	classic	False	terrain/battles/def_nor_coast_infield_a/	UI/Frontend UI/battle_map_images/shagrath_strand.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_01		weather/battle/wh_def_norsca_01.environment	dark_elves_cold
def_nor_coast_infield_a_2	classic	False	terrain/battles/def_nor_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_02.environment	
def_nor_coast_infield_a_3	classic	False	terrain/battles/def_nor_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_norsca_03.environment	
def_nor_coast_infield_a_5	classic	False	terrain/battles/def_nor_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_norsca_02.environment	
def_nor_forest_infield_a_1	classic	False	terrain/battles/def_nor_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_norsca_01.environment	
def_nor_forest_infield_a_2	classic	False	terrain/battles/def_nor_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_02.environment	
def_nor_forest_infield_a_2_ambush	ambush	False	terrain/battles/def_nor_forest_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_03.environment	
def_nor_forest_infield_a_3	classic	False	terrain/battles/def_nor_forest_infield_a/	UI/Frontend UI/battle_map_images/deadwood.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_03		weather/battle/wh_def_norsca_02.environment	dark_elves_cold
def_nor_forest_infield_a_4	classic	False	terrain/battles/def_nor_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_norsca_01.environment	
def_nor_forest_infield_a_4_ambush	ambush	False	terrain/battles/def_nor_forest_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_norsca_02.environment	
def_nor_hill_infield_a_1	classic	False	terrain/battles/def_nor_hill_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_norsca_03.environment	
def_nor_hill_infield_a_2	classic	False	terrain/battles/def_nor_hill_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_02.environment	
def_nor_hill_infield_a_2_ambush	ambush	False	terrain/battles/def_nor_hill_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_01.environment	
def_nor_hill_infield_a_3	classic	False	terrain/battles/def_nor_hill_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_norsca_02.environment	
def_nor_ravine_infield_a_1	classic	False	terrain/battles/def_nor_ravine_infield_a/	UI/Frontend UI/battle_map_images/the_crack_of_karkan.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_01		weather/battle/wh_def_norsca_03.environment	dark_elves_cold
def_nor_ravine_infield_a_2	classic	False	terrain/battles/def_nor_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_02.environment	
def_nor_ravine_infield_a_3	classic	False	terrain/battles/def_nor_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_norsca_01.environment	
def_nor_ravine_infield_a_4	classic	False	terrain/battles/def_nor_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_norsca_02.environment	
def_nor_ravine_infield_a_5	classic	False	terrain/battles/def_nor_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_norsca_03.environment	
def_nor_ravine_infield_a_5_ambush	ambush	False	terrain/battles/def_nor_ravine_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_norsca_02.environment	
def_nor_river_infield_a_1	classic	False	terrain/battles/def_nor_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_norsca_01.environment	
def_nor_river_infield_a_1_ambush	ambush	False	terrain/battles/def_nor_river_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_norsca_02.environment	
def_nor_river_infield_a_2	classic	False	terrain/battles/def_nor_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_norsca_03.environment	
def_nor_river_infield_a_3	classic	False	terrain/battles/def_nor_river_infield_a/	UI/Frontend UI/battle_map_images/the_chill_flow.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_03		weather/battle/wh_def_norsca_03.environment	dark_elves_cold
def_pet_coast_infield_a_1	classic	False	terrain/battles/def_pet_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_pet_01.environment	
def_pet_coast_infield_a_2	classic	False	terrain/battles/def_pet_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_pet_02.environment	
def_pet_coast_infield_a_2_ambush	ambush	False	terrain/battles/def_pet_coast_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_pet_03.environment	
def_pet_coast_infield_a_3	classic	False	terrain/battles/def_pet_coast_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_pet_01.environment	
def_pet_forest_infield_a_1	classic	False	terrain/battles/def_pet_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_pet_02.environment	
def_pet_forest_infield_a_2	classic	False	terrain/battles/def_pet_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_pet_03.environment	
def_pet_forest_infield_a_3	classic	False	terrain/battles/def_pet_forest_infield_a/	UI/Frontend UI/battle_map_images/the_ember_glades.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_03		weather/battle/wh_def_pet_01.environment	dark_elves_volcanic
def_pet_forest_infield_a_4	classic	False	terrain/battles/def_pet_forest_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_pet_02.environment	
def_pet_hills_infield_a_1	classic	False	terrain/battles/def_pet_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_pet_03.environment	
def_pet_hills_infield_a_2	classic	False	terrain/battles/def_pet_hills_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_pet_01.environment	
def_pet_hills_infield_a_2_ambush	ambush	False	terrain/battles/def_pet_hills_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_pet_02.environment	
def_pet_hills_infield_a_3	classic	False	terrain/battles/def_pet_hills_infield_a/	UI/Frontend UI/battle_map_images/rackdo_ridge.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_03		weather/battle/wh_def_pet_03.environment	dark_elves_volcanic
def_pet_ravine_infield_a_1	classic	False	terrain/battles/def_pet_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_pet_01.environment	
def_pet_ravine_infield_a_2	classic	False	terrain/battles/def_pet_ravine_infield_a/	UI/Frontend UI/battle_map_images/doom_reach.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_02		weather/battle/wh_def_pet_02.environment	dark_elves_volcanic
def_pet_ravine_infield_a_3	classic	False	terrain/battles/def_pet_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_pet_03.environment	
def_pet_ravine_infield_a_4	classic	False	terrain/battles/def_pet_ravine_infield_a/	UI/Frontend UI/battle_map_images/the_ash_plains.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_04		weather/battle/wh_def_pet_01.environment	dark_elves_volcanic
def_pet_ravine_infield_a_4_ambush	ambush	False	terrain/battles/def_pet_ravine_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_pet_02.environment	
def_plains_infield_a_1	classic	False	terrain/battles/def_plains_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_02.environment	
def_plains_infield_a_2	classic	False	terrain/battles/def_plains_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_01.environment	
def_plains_infield_a_3	classic	False	terrain/battles/def_plains_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_03.environment	
def_plains_infield_a_3_ambush	ambush	False	terrain/battles/def_plains_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_04.environment	
def_plains_infield_a_4	classic	False	terrain/battles/def_plains_infield_a/	UI/Frontend UI/battle_map_images/doom_gate.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_04		weather/battle/wh_def_01.environment	dark_elves_hills
def_plains_infield_a_5	classic	False	terrain/battles/def_plains_infield_a/	UI/Frontend UI/battle_map_images/glooming_wood.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_05		weather/battle/wh_def_02.environment	dark_elves_hills
def_ravine_infield_a_1	classic	False	terrain/battles/def_ravine_infield_a/	UI/Frontend UI/battle_map_images/wyvern_lake.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_01		weather/battle/wh_def_01.environment	dark_elves_hills
def_ravine_infield_a_1_ambush	ambush	False	terrain/battles/def_ravine_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_03.environment	
def_ravine_infield_a_2	classic	False	terrain/battles/def_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_04.environment	
def_ravine_infield_a_3	classic	False	terrain/battles/def_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_01.environment	
def_ravine_infield_a_4	classic	False	terrain/battles/def_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_02.environment	
def_ravine_infield_a_5	classic	False	terrain/battles/def_ravine_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_01.environment	
def_ravine_infield_a_5_ambush	ambush	False	terrain/battles/def_ravine_infield_a/			1	1	False	True	True		0	0	False	False	0	0	False	False	False	catchment_05		weather/battle/wh_def_03.environment	
def_river_infield_a_1	classic	False	terrain/battles/def_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_01		weather/battle/wh_def_04.environment	
def_river_infield_a_2	classic	False	terrain/battles/def_river_infield_a/	UI/Frontend UI/battle_map_images/sulphur_river.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_02		weather/battle/wh_def_03.environment	dark_elves_marsh
def_river_infield_a_3	classic	False	terrain/battles/def_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_02.environment	
def_river_infield_a_4	classic	False	terrain/battles/def_river_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_01.environment	
def_swamps_infield_a_1	classic	False	terrain/battles/def_swamps_infield_a/	UI/Frontend UI/battle_map_images/the_broken_land.png		4	4	True	True	True		0	0	False	True	0	0	False	False	False	catchment_01		weather/battle/wh_def_swamp_01.environment	dark_elves_marsh
def_swamps_infield_a_2	classic	False	terrain/battles/def_swamps_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_02		weather/battle/wh_def_swamp_02.environment	
def_swamps_infield_a_3	classic	False	terrain/battles/def_swamps_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_03		weather/battle/wh_def_swamp_03.environment	
def_swamps_infield_a_4	classic	False	terrain/battles/def_swamps_infield_a/			4	4	False	True	True		0	0	False	False	0	0	False	False	False	catchment_04		weather/battle/wh_def_swamp_01.environment	
