event_feed_targeted_events_tables
1
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7
character_ancillary_lost	event_char_activity_negative.png	True	event_feed_none	True	wh_event_feed_string_character_ancillary_all_primary_detail	event_feed_target_character_faction	event_feed_none
character_dies_battle	event_death_negative.png	True	event_feed_context_location_character	True	wh_event_feed_string_character_all_primary_detail	event_feed_target_character_faction	event_feed_none
character_dies_battle	event_death_positive.png	True	event_feed_context_location_character	True	wh_event_feed_string_character_all_primary_detail	event_feed_target_opponent	event_feed_target_criteria_character_culture
character_dies_in_action	event_death_negative.png	True	event_feed_context_location_character	True	wh_event_feed_string_character_all_primary_detail_type	event_feed_target_character_faction	event_feed_none
character_dies_suspicious	event_death_negative.png	True	event_feed_context_location_character	True	wh_event_feed_string_character_all_primary_detail	event_feed_target_character_faction	event_feed_none
character_loyalty_critical	event_commander_activity_negative.png	True	event_feed_context_location_character	True	wh2_event_feed_string_character_loyalty_primary_detail	event_feed_target_character_faction	event_feed_none
character_loyalty_impeding_defection	event_commander_activity_negative.png	True	event_feed_context_location_character	True	wh2_event_feed_string_character_loyalty_primary_detail	event_feed_target_character_faction	event_feed_none
character_loyalty_low	event_commander_activity_negative.png	True	event_feed_context_location_character	True	wh2_event_feed_string_character_loyalty_primary_detail	event_feed_target_character_faction	event_feed_none
character_loyalty_not_critical_anymore	event_commander_activity_positive.png	True	event_feed_context_location_character	True	wh2_event_feed_string_character_loyalty_primary_detail	event_feed_target_character_faction	event_feed_none
character_loyalty_not_low_anymore	event_commander_activity_positive.png	True	event_feed_context_location_character	True	wh2_event_feed_string_character_loyalty_primary_detail	event_feed_target_character_faction	event_feed_none
character_rank_gained	event_char_activity_positive.png	False	event_feed_none	True	wh_event_feed_string_character_all_primary_detail	event_feed_target_character_faction	event_feed_target_criteria_character
character_ready_for_duty_starting_general	event_char_activity_positive.png	True	event_feed_context_location_character	False	wh_event_feed_string_character_all_primary_detail	event_feed_target_character_faction	event_feed_target_criteria_character
character_ready_for_duty	event_char_activity_positive.png	True	event_feed_context_location_character	True	wh_event_feed_string_character_all_primary_detail_type	event_feed_target_character_faction	event_feed_target_criteria_character
character_trait_gained	event_char_activity_neutral.png	True	event_feed_none	True	wh_event_feed_string_character_trait_all_primary_detail	event_feed_target_character_faction	event_feed_none
character_trait_lost	event_char_activity_neutral.png	True	event_feed_none	True	wh_event_feed_string_character_trait_all_primary_detail	event_feed_target_character_faction	event_feed_none
character_wounded	event_char_activity_negative.png	True	event_feed_context_location_character	True	wh_event_feed_string_character_all_primary_detail_type	event_feed_target_character_faction	event_feed_none
conquest_battle	event_military_neutral.png	False	event_feed_location_character_battle_defender_primary_general	True	wh_event_feed_string_conquest_battle_primary_detail_attacker_result	event_feed_target_conquest_battle_attacker	event_feed_target_criteria_attack_outcome
conquest_battle	event_military_neutral.png	True	event_feed_location_character_battle_attacker_primary_general	True	wh_event_feed_string_conquest_battle_primary_detail_attacker_result_parent	event_feed_target_conquest_battle_attacker_parent_army_faction	event_feed_target_criteria_attack_outcome
conquest_battle	event_military_neutral.png	False	event_feed_location_character_battle_attacker_primary_general	True	wh_event_feed_string_conquest_battle_primary_detail_defender_result	event_feed_target_conquest_battle_defender	event_feed_target_criteria_attack_outcome
conquest_battle	event_military_neutral.png	True	event_feed_location_character_battle_attacker_primary_general	True	wh_event_feed_string_conquest_battle_primary_detail_defender_result_parent	event_feed_target_conquest_battle_defender_parent_army_faction	event_feed_target_criteria_attack_outcome
conquest_enemy_raid_settlement	event_military_negative.png	True	event_feed_location_raided	False	wh_event_feed_string_conquest_enemy_raid_primary_detail	event_feed_target_raided_faction	event_feed_none
conquest_enemy_raid_trade_route	event_military_positive.png	False	event_feed_none	False	wh_event_feed_string_conquest_enemy_raid_primary_detail	event_feed_target_raided	event_feed_none
conquest_province_contested	event_province_neutral.png	False	event_feed_none	True	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_owner	event_feed_none
conquest_province_secured	event_province_positive.png	True	event_feed_location_province	True	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_province_faction	event_feed_none
conquest_sea_region_contested	event_navy_negative.png	False	event_feed_none	True	wh_event_feed_string_conquest_sea_region_all_primary_detail	event_feed_target_owner	event_feed_none
conquest_sea_region_controlled	event_navy_positive.png	False	event_feed_none	True	wh_event_feed_string_conquest_sea_region_all_primary_detail	event_feed_target_owner	event_feed_none
conquest_settlement_capital_captured	event_region_negative.png	True	event_feed_location_character_occupier	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_captured_from	event_feed_none
conquest_settlement_capital_captured	event_region_positive.png	False	event_feed_location_settlement	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_occupier_faction	event_feed_none
conquest_settlement_captured	event_region_negative.png	True	event_feed_location_character_occupier	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_captured_from	event_feed_none
conquest_settlement_captured	event_region_positive.png	False	event_feed_location_character_occupier	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_occupier_faction	event_feed_none
conquest_settlement_surrender_warning	event_military_neutral.png	True	event_feed_location_settlement	False	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_settlement_faction	event_feed_none
conquest_siege_established	event_city_negative.png	True	event_feed_location_settlement	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_besieged_faction	event_feed_none
conquest_siege_established	event_city_positive.png	False	event_feed_location_settlement	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_besieger_faction	event_feed_none
conquest_siege_lifted	event_city_positive.png	False	event_feed_location_settlement	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_besieged_faction	event_feed_none
conquest_siege_lifted	event_city_neutral.png	False	event_feed_location_settlement	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_conquest_besieger_faction	event_feed_none
diplomacy_faction_destroyed	event_diplomacy_neutral.png	True	event_feed_location_faction	True	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_target_faction_known_to	event_feed_target_criteria_faction_culture
diplomacy_faction_emerges	event_diplomacy_neutral.png	False	event_feed_location_faction	True	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_target_faction_known_to	event_feed_none
diplomacy_faction_encountered	event_diplomacy_neutral.png	False	event_feed_location_faction_2	True	wh_event_feed_string_diplomacy_faction_encountered_primary_detail	event_feed_target_diplomacy_faction_1	event_feed_target_criteria_faction_2_culture
diplomacy_faction_joins_war	event_diplomacy_negative.png	True	event_feed_location_faction_joining_faction	True	wh_event_feed_string_diplomacy_faction_joins_war_primary_detail_joined_against	event_feed_target_diplomacy_war_faction_1_b	event_feed_none
diplomacy_faction_joins_war	event_diplomacy_positive.png	False	event_feed_location_faction_war_faction_1	True	wh_event_feed_string_diplomacy_faction_joins_war_primary_detail_joined_by	event_feed_target_diplomacy_war_faction_2	event_feed_none
diplomacy_treaty_broken_defensive_alliance_manipulated	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_defensive_alliance	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_broken_defensive_alliance	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_military_alliance_manipulated	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_military_alliance	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_broken_military_alliance	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_non_aggression_pact_manipulated	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_non_aggression_pact	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_broken_non_aggression_pact	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_soft_military_access_manipulated	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_soft_military_access	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_broken_trade_dissolved	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_broken_trade_dissolved	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_trade_manipulated	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_trade	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_broken_trade	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_vassal_manipulated	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_broken_vassal	event_diplomacy_neutral.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_broken_vassal	event_diplomacy_negative.png	True	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_negotiated_defensive_alliance	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_negotiated_defensive_alliance	event_diplomacy_positive.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_negotiated_military_alliance	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_negotiated_military_alliance	event_diplomacy_positive.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_negotiated_non_aggression_pact	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_negotiated_non_aggression_pact	event_diplomacy_positive.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_negotiated_peace	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_negotiated_peace	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor_recipient	event_feed_target_diplomacy_known_to	event_feed_none
diplomacy_treaty_negotiated_peace	event_diplomacy_positive.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_negotiated_soft_military_access	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_negotiated_trade	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_treaty_negotiated_trade	event_diplomacy_positive.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor	event_feed_target_diplomacy_recipient	event_feed_none
diplomacy_treaty_negotiated_vassal	event_diplomacy_positive.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_trespassing	event_diplomacy_negative.png	False	event_feed_location_military_force_general	True	wh_event_feed_string_diplomacy_trespassing_primary_detail	event_feed_target_faction	event_feed_none
diplomacy_trespassing	event_diplomacy_negative.png	False	event_feed_location_military_force_general	True	wh_event_feed_string_diplomacy_trespassing_primary_detail	event_feed_target_military_force_faction	event_feed_none
diplomacy_war_coordination_ally_mobilisation_vs_force	event_diplomacy_positive.png	True	event_feed_none	True	wh_event_feed_string_diplomacy_war_coordination_ally_mobilisation_all_primary_detail	event_feed_target_faction	event_feed_none
diplomacy_war_coordination_ally_mobilisation_vs_region	event_diplomacy_positive.png	True	event_feed_none	True	wh_event_feed_string_diplomacy_war_coordination_ally_mobilisation_all_primary_detail	event_feed_target_faction	event_feed_none
diplomacy_war_coordination_target_available	event_diplomacy_positive.png	False	event_feed_none	False	wh_event_feed_string_diplomacy_war_coordination_target_available_primary_details	event_feed_target_faction	event_feed_none
diplomacy_war_coordination_target_not_available	event_diplomacy_negative.png	False	event_feed_none	False	wh_event_feed_string_diplomacy_war_coordination_target_unavailable_primary_details	event_feed_target_faction	event_feed_none
diplomacy_war_declared	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_recipient	event_feed_target_diplomacy_actor	event_feed_none
diplomacy_war_declared	event_diplomacy_negative.png	False	event_feed_location_faction_recipient	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor_recipient	event_feed_target_diplomacy_known_to	event_feed_none
diplomacy_war_declared	event_diplomacy_negative.png	False	event_feed_location_faction_actor	True	wh_event_feed_string_diplomacy_treaty_all_primary_detail_actor_recipient	event_feed_target_diplomacy_recipient	event_feed_none
faction_ancillary_gained_stolen	event_char_activity_positive.png	True	event_feed_none	True	wh_event_feed_string_character_ancillary_all_primary_detail	event_feed_target_faction	event_feed_none
faction_ancillary_gained	event_char_activity_positive.png	True	event_feed_none	True	wh_event_feed_string_character_ancillary_all_primary_detail	event_feed_target_faction	event_feed_none
faction_bankruptcy	event_region_neutral.png	True	event_feed_location_faction	True	wh_event_feed_string_diplomacy_faction_all_primary_detail	event_feed_target_faction	event_feed_none
faction_campaign_chapter_objective_complete	event_mission_positive.png	True	event_feed_location_mission_faction	True	wh_event_feed_string_faction_campaign_chapter_objective_complete_primary_detail	event_feed_target_mission_faction	event_feed_none
faction_campaign_lost	event_region_neutral.png	False	event_feed_location_mission_faction	True	wh_event_feed_string_all_null	event_feed_target_mission_faction	event_feed_none
faction_campaign_victory_objective_complete	event_mission_positive.png	True	event_feed_location_mission_faction	True	wh_event_feed_string_all_null	event_feed_target_mission_faction	event_feed_none
faction_civil_war_character	event_commander_activity_negative.png	True	event_feed_location_instigator	True	wh2_event_feed_string_faction_civil_war_character_primary_detail	event_feed_target_faction_instigator_faction	event_feed_none
faction_event_dilemma	event_commander_activity_neutral.png	True	event_feed_none	True	wh_event_feed_string_faction_event_dilemma_primary_detail	event_feed_target_dilemma_faction	event_feed_none
faction_event_incident	event_commander_activity_neutral.png	True	event_feed_none	True	wh_event_feed_string_faction_event_incident_primary_detail	event_feed_target_incident_faction	event_feed_none
faction_event_mission_aborted	event_mission_neutral.png	True	event_feed_none	True	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_target_mission_faction	event_feed_none
faction_event_mission_failed	event_mission_negative.png	True	event_feed_none	True	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_target_mission_faction	event_feed_none
faction_event_mission_issued	event_mission_neutral.png	True	event_feed_none	True	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_target_mission_faction	event_feed_none
faction_event_mission_success	event_mission_positive.png	True	event_feed_none	True	wh_event_feed_string_faction_event_mission_primary_detail	event_feed_target_mission_faction	event_feed_none
faction_horde_begins	event_region_neutral.png	False	event_feed_none	True	wh_event_feed_string_all_null	event_feed_target_faction	event_feed_none
faction_horde_ends	event_region_neutral.png	False	event_feed_none	True	wh_event_feed_string_all_null	event_feed_target_capital_faction	event_feed_none
faction_joins_confederation	event_diplomacy_neutral.png	True	event_feed_location_confederation_province	True	wh_event_feed_string_faction_joins_confederation_primary_detail	event_feed_target_confederation_known_to	event_feed_target_criteria_confederation_culture
faction_resource_gained	event_money_positive.png	False	event_feed_location_settlement	True	wh_event_feed_string_faction_resource_all_primary_detail	event_feed_target_settlement_faction	event_feed_target_criteria_resource
faction_resource_lost	event_money_negative.png	False	event_feed_location_settlement	True	wh_event_feed_string_faction_resource_all_primary_detail	event_feed_target_settlement_faction	event_feed_target_criteria_resource
faction_technology_researched	event_technology_positive.png	True	event_feed_none	True	wh_event_feed_string_faction_technology_researched_primary_detail	event_feed_target_faction	event_feed_none
hidden_settlement_exposed	event_diplomacy_neutral.png	True	event_feed_location_settlement	True	wh2_event_feed_string_hidden_settlement_exposed_primary_detail	event_feed_target_faction	event_feed_none
horde_building_constructed	event_buildings_positive.png	False	event_feed_none	True	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_target_building_faction	event_feed_none
horde_building_demolished	event_buildings_neutral.png	False	event_feed_none	True	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_target_building_faction	event_feed_none
horde_food_shortage_ends	event_population_positive.png	False	event_feed_none	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_military_force_faction	event_feed_none
horde_food_shortage	event_population_negative.png	False	event_feed_none	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_military_force_faction	event_feed_none
horde_unrest_imminent_disband	event_military_negative.png	True	event_feed_location_military_force_general	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_force_parent_army_faction	event_feed_none
mercenary_unit_character_level_restriction_lifted	event_military_positive.png	True	event_feed_none	False	wh_event_feed_string_all_null	event_feed_target_faction	event_feed_none
military_ambusher_discovered_yours	event_military_negative.png	True	event_feed_location_ambusher_general	False	wh_event_feed_string_military_ambusher_primary_detail	event_feed_target_ambusher_faction	event_feed_none
military_ambusher_discovered	event_military_neutral.png	True	event_feed_location_ambusher_general	False	wh_event_feed_string_military_ambusher_primary_detail	event_feed_target_discovered_by	event_feed_none
military_army_destroyed	event_military_negative.png	False	event_feed_none	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_military_force_faction	event_feed_none
military_army_disbanded	event_military_neutral.png	False	event_feed_none	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_military_force_faction	event_feed_none
military_army_founded	event_military_positive.png	False	event_feed_location_military_force_general	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_military_force_faction	event_feed_none
military_army_raised	event_military_positive.png	False	event_feed_none	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_military_force_faction	event_feed_none
military_army_withdraws	event_military_neutral.png	False	event_feed_none	True	wh_event_feed_string_military_all_force_primary_detail	event_feed_target_military_force_faction	event_feed_none
military_attrition	event_military_negative.png	False	event_feed_location_military_force_general	True	wh_event_feed_string_military_attrition_primary_detail	event_feed_target_military_force_faction	event_feed_target_criteria_attrition
military_companion_army_destroyed	event_military_negative.png	True	event_feed_none	True	wh_event_feed_string_military_companion_army_primary_detail	event_feed_target_parent_faction	event_feed_none
military_companion_army_dispands	event_military_negative.png	True	event_feed_location_parent_general	True	wh_event_feed_string_military_companion_army_primary_detail	event_feed_target_parent_faction	event_feed_none
military_companion_army_ours	event_military_positive.png	True	event_feed_location_companion_general	True	wh_event_feed_string_military_companion_army_ours_primary_detail	event_feed_target_parent_faction	event_feed_none
military_companion_army	event_military_neutral.png	True	event_feed_location_companion_general	True	wh_event_feed_string_military_companion_army_primary_detail	event_feed_target_parent_faction_known_to	event_feed_target_companion_culture
military_unit_recruited	event_military_positive.png	False	event_feed_none	True	wh_event_feed_string_military_unit_recruited_primary_detail	event_feed_target_military_unit_faction	event_feed_none
provinces_building_constructed	event_buildings_positive.png	False	event_feed_location_building	True	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_target_building_faction	event_feed_none
provinces_building_demolished	event_buildings_neutral.png	False	event_feed_location_building	True	wh_event_feed_string_provinces_building_all_primary_detail	event_feed_target_building_faction	event_feed_none
provinces_development_points_available	event_province_positive.png	False	event_feed_location_province_capital	True	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_province_faction	event_feed_none
provinces_food_shortage_ends	event_province_positive.png	False	event_feed_location_province	True	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_province_faction	event_feed_none
provinces_food_shortage	event_province_negative.png	False	event_feed_location_province	True	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_province_faction	event_feed_none
provinces_settlement_abandoned	event_region_negative.png	False	event_feed_location_settlement	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_settlement_faction	event_feed_none
provinces_settlement_looted	event_city_positive.png	False	event_feed_location_settlement	True	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_target_attacked_by_faction	event_feed_none
provinces_settlement_looted	event_city_negative.png	True	event_feed_location_settlement	True	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_target_settlement_faction	event_feed_none
provinces_settlement_razed	event_city_neutral.png	False	event_feed_location_settlement	True	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_target_attacked_by_faction	event_feed_none
provinces_settlement_razed	event_city_negative.png	True	event_feed_location_settlement	True	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_target_settlement_faction	event_feed_none
provinces_settlement_sacked	event_city_positive.png	False	event_feed_location_settlement	True	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_target_attacked_by_faction	event_feed_none
provinces_settlement_sacked	event_city_negative.png	True	event_feed_location_settlement	True	wh_event_feed_string_provinces_settlement_region_and_province_primary_detail	event_feed_target_settlement_faction	event_feed_none
provinces_settlement_treasure_hunt_failure	event_city_negative.png	True	event_feed_location_settlement	True	wh2_main_event_feed_string_provinces_settlement_treasure_hunt_failure_primary_detail	event_feed_target_character_faction	event_feed_none
provinces_slums	event_province_neutral.png	False	event_feed_location_settlement	True	wh_event_feed_string_conquest_settlement_all_primary_detail	event_feed_target_settlement_faction	event_feed_none
provinces_unrest_imminent_rebellion	event_population_negative.png	True	event_feed_location_province	True	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_province_faction	event_feed_none
provinces_unrest_rebellion	event_population_negative.png	True	event_feed_location_province	True	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_province_faction	event_feed_none
provinces_unseasonal_conditions	event_province_neutral.png	False	event_feed_location_province_capital	False	wh_event_feed_string_conquest_province_all_primary_detail	event_feed_target_province_faction	event_feed_none
ritual_failed_ours	event_ritual_negative.png	True	event_feed_target_faction	True	wh2_main_event_feed_string_ritual_all_primary_detail	event_feed_target_human_faction	event_feed_none
ritual_failed	event_ritual_positive.png	True	event_feed_target_faction	True	wh2_main_event_feed_string_ritual_theirs_primary_detail	event_feed_target_human_faction	event_feed_target_criteria_faction_culture
ritual_started_ours	event_ritual_positive.png	True	event_feed_target_faction	True	wh2_main_event_feed_string_ritual_all_primary_detail	event_feed_target_human_faction	event_feed_none
ritual_started	event_ritual_negative.png	True	event_feed_target_faction	True	wh2_main_event_feed_string_ritual_theirs_primary_detail	event_feed_target_human_faction	event_feed_target_criteria_faction_culture
ritual_succeeded_ours	event_ritual_positive.png	True	event_feed_target_faction	True	wh2_main_event_feed_string_ritual_all_primary_detail	event_feed_target_human_faction	event_feed_none
ritual_succeeded	event_ritual_negative.png	True	event_feed_target_faction	True	wh2_main_event_feed_string_ritual_theirs_primary_detail	event_feed_target_human_faction	event_feed_target_criteria_faction_culture
