battle_set_piece_armies_tables
7
unknown0	unknown1	unknown2	unknown3	unknown4	unknown5	unknown6	unknown7	unknown8	unknown9	unknown10	unknown11	unknown12
	0	high_elves_test_emblem_army_01	5549	wh2_main_qb_final_battle_ai_hef_defender_reinforcements	0	wh2_main_hef_high_elves_qb1	False	True	False	True	False	True
	0	high_elves_test_emblem_army_01	1526182934	wh2_main_qb_final_battle_ai_hef_skaven_defence	0	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	190	lizardmen_test_emblem_army_01	5702	wh2_main_qb_final_battle_ai_lzd_attacker_ally	0	wh2_main_lzd_lizardmen_qb1	True	True	False	True	False	False
	190	lizardmen_test_emblem_army_01	5702	wh2_main_qb_final_battle_ai_lzd_attacker_reinforcements	0	wh2_main_lzd_lizardmen_qb1	False	True	False	True	False	False
	0	lizardmen_test_emblem_army_01	5702	wh2_main_qb_final_battle_ai_lzd_defender	0	wh2_main_lzd_lizardmen_qb1	False	False	False	True	False	False
	0	lizardmen_test_emblem_army_01	5570	wh2_main_qb_final_battle_ai_lzd_defender_reinforcements	0	wh2_main_lzd_lizardmen_qb1	False	True	False	True	False	True
	170	skaven_test_emblem_army_01	5558	wh2_main_qb_final_battle_ai_skv_attacker_ally	0	wh2_main_skv_skaven_qb1	True	True	False	True	False	False
	0	skaven_test_emblem_army_01	5558	wh2_main_qb_final_battle_ai_skv_defender	0	wh2_main_skv_skaven_qb1	False	False	False	True	False	False
	0	skaven_test_emblem_army_01	5555	wh2_main_qb_final_battle_ai_skv_defender_reinforcements	0	wh2_main_skv_skaven_qb1	False	True	False	True	False	True
	0	skaven_test_emblem_army_01	5633	wh2_main_qb_final_battle_ai_skv_grey_seer_clan	0	wh2_main_skv_grey_seer_clan	False	False	False	True	False	False
	170	skaven_test_emblem_army_01	5633	wh2_main_qb_final_battle_ai_skv_grey_seer_clan_reinforcements	0	wh2_main_skv_grey_seer_clan	False	True	False	True	True	False
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_final_battle_def_ally	0	wh2_main_def_naggarond	True	False	False	True	False	True
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_final_battle_def_ally_morathi	0	wh2_main_def_cult_of_pleasure	True	False	False	True	False	True
	0	dark_elves_test_emblem_army_01	5530	wh2_main_qb_final_battle_def_frontend_player	0	wh2_main_def_naggarond	False	False	True	True	False	True
	0	skaven_test_emblem_army_01	5633	wh2_main_qb_final_battle_head_to_head_skv_grey_seer_clan	0	wh2_main_skv_grey_seer_clan	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5574	wh2_main_qb_final_battle_hef_ally	0	wh2_main_hef_eataine	True	False	False	True	False	True
	0	high_elves_test_emblem_army_01	5574	wh2_main_qb_final_battle_hef_ally_teclis	0	wh2_main_hef_order_of_loremasters	True	False	False	True	False	True
	0	high_elves_test_emblem_army_01	5540	wh2_main_qb_final_battle_hef_frontend_player	0	wh2_main_hef_eataine	False	False	True	True	False	True
	0	lizardmen_test_emblem_army_01	5584	wh2_main_qb_final_battle_lzd_ally	0	wh2_main_lzd_hexoatl	True	False	False	True	False	True
	0	lizardmen_test_emblem_army_01	5584	wh2_main_qb_final_battle_lzd_ally_kroq_gar	0	wh2_main_lzd_last_defenders	True	False	False	True	False	True
	0	lizardmen_test_emblem_army_01	5702	wh2_main_qb_final_battle_lzd_frontend_player	0	wh2_main_lzd_hexoatl	False	False	True	True	False	True
	0	skaven_test_emblem_army_01	5625	wh2_main_qb_final_battle_skv_ally	0	wh2_main_skv_clan_mors	True	False	False	True	False	True
	0	skaven_test_emblem_army_01	5625	wh2_main_qb_final_battle_skv_ally_lord_skrolk	0	wh2_main_skv_clan_pestilens	True	False	False	True	False	True
	0	skaven_test_emblem_army_01	5558	wh2_main_qb_final_battle_skv_frontend_player	0	wh2_main_skv_clan_mors	False	False	True	True	False	True
	0	high_elves_test_emblem_army_01	5549	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_01	0	wh2_main_hef_order_of_loremasters	False	False	True	True	False	False
	290	high_elves_test_emblem_army_01	5540	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_02	0	wh2_main_hef_high_elves_qb1	True	True	False	True	False	True
	90	high_elves_test_emblem_army_01	5574	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_attacker_03	0	wh2_main_hef_high_elves_qb1	True	True	False	True	False	True
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_01	0	wh2_main_def_dark_elves_qb1	False	False	False	True	False	False
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_02	1	wh2_main_def_dark_elves_qb2	False	False	False	True	False	False
	180	dark_elves_test_emblem_army_01	5530	wh2_main_qb_hef_teclis_sword_of_teclis_stage_3_vauls_anvil_defender_03	0	wh2_main_def_dark_elves_qb3	False	True	False	True	True	False
	0	skaven_test_emblem_army_01	5625	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_01	0	wh2_main_skv_skaven_qb1	False	False	False	True	False	False
	120	skaven_test_emblem_army_01	5625	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_02	0	wh2_main_skv_skaven_qb2	False	True	False	True	False	True
	240	skaven_test_emblem_army_01	5625	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_03	0	wh2_main_skv_skaven_qb2	False	True	False	True	False	True
	0	empire_test_emblem_army_01	3515	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_attacker_04_bat_01	0	wh_main_vmp_vampire_counts_qb1	False	True	False	True	False	True
	0	high_elves_test_emblem_army_01	5549	wh2_main_qb_hef_teclis_war_crown_of_saphery_stage_3_caverns_of_the_great_defender_01	0	wh2_main_hef_order_of_loremasters	False	False	True	True	False	False
	0	dark_elves_test_emblem_army_01	5530	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_01	0	wh2_main_def_dark_elves_qb1	False	False	False	True	False	False
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_attacker_02	1	wh2_main_def_dark_elves_qb2	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5540	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_01	0	wh2_main_hef_eataine	False	False	True	True	False	False
	270	high_elves_test_emblem_army_01	5549	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_02	0	wh2_main_hef_high_elves_qb1	True	True	False	True	False	True
	135	high_elves_test_emblem_army_01	5574	wh2_main_qb_hef_tyrion_dragon_armour_of_aenarion_stage_4_vauls_anvil_defender_03	0	wh2_main_hef_high_elves_qb1	True	True	False	True	False	True
	0	high_elves_test_emblem_army_01	5540	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_attacker_01	0	wh2_main_hef_eataine	False	False	True	True	False	False
	0	high_elves_test_emblem_army_01	5574	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_01	0	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	270	high_elves_test_emblem_army_01	5667	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_02	0	wh2_main_hef_high_elves_qb2	False	True	False	True	False	False
	270	high_elves_test_emblem_army_01	5667	wh2_main_qb_hef_tyrion_sunfang_stage_4_tower_of_hoeth_defender_03	0	wh2_main_hef_high_elves_qb2	False	True	False	True	False	False
	0	lizardmen_test_emblem_army_01	5570	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_attacker_01	0	wh2_main_lzd_last_defenders	False	False	True	True	False	False
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_01	0	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_02_ally	1	wh2_main_hef_high_elves_qb2	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_03_ally	2	wh2_main_hef_high_elves_qb3	False	False	False	True	False	False
	320	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_defender_04_ally	3	wh2_main_hef_high_elves_qb1	False	True	False	True	False	False
	0	lizardmen_test_emblem_army_01	5570	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_01	0	wh2_main_lzd_last_defenders	False	False	True	True	False	True
	160	lizardmen_test_emblem_army_01	5600	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_02_ally	0	wh2_main_lzd_last_defenders	True	True	False	True	False	True
	160	lizardmen_test_emblem_army_01	5600	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_03_ally	0	wh2_main_lzd_last_defenders	True	True	False	True	False	True
	45	lizardmen_test_emblem_army_01	5600	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_attacker_04_ally	0	wh2_main_lzd_last_defenders	True	True	False	True	False	True
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_01	0	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_02_ally	1	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_03_ally	2	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	320	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_easy_defender_04_ally	3	wh2_main_hef_high_elves_qb1	False	True	False	True	False	False
	0	lizardmen_test_emblem_army_01	5570	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_01	0	wh2_main_lzd_last_defenders	False	False	True	True	False	True
	160	lizardmen_test_emblem_army_01	5600	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_02_ally	0	wh2_main_lzd_last_defenders	True	True	False	True	False	True
	160	lizardmen_test_emblem_army_01	5600	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_03_ally	0	wh2_main_lzd_last_defenders	True	True	False	True	False	True
	45	lizardmen_test_emblem_army_01	5600	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_attacker_04_ally	0	wh2_main_lzd_last_defenders	True	True	False	True	False	True
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_01	0	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_02_ally	1	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	0	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_03_ally	2	wh2_main_hef_high_elves_qb1	False	False	False	True	False	False
	320	high_elves_test_emblem_army_01	5674	wh2_main_qb_lzd_kroqgar_hand_of_gods_stage_3_fallen_gates_e3_hard_defender_04_ally	3	wh2_main_hef_high_elves_qb1	False	True	False	True	False	False
	0	lizardmen_test_emblem_army_01	5570	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_attacker_01	0	wh2_main_lzd_last_defenders	False	False	True	True	False	False
	0	dark_elves_test_emblem_army_01	717893252	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_01	0	wh2_main_def_dark_elves_qb1	False	False	False	True	False	False
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_02	1	wh2_main_def_dark_elves_qb2	False	False	False	True	False	False
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_03	2	wh2_main_def_dark_elves_qb3	False	False	False	True	False	False
	0	dark_elves_test_emblem_army_01	5590	wh2_main_qb_lzd_kroqgar_revered_spear_of_tlanxla_stage_3_mosquito_swamps_defender_04	3	wh2_main_def_dark_elves_qb4	False	False	False	True	False	False
	0	lizardmen_test_emblem_army_01	5702	wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_attacker_01	0	wh2_main_lzd_hexoatl	False	False	True	True	False	False
	0	skaven_test_emblem_army_01	5633	wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_01	0	wh2_main_skv_skaven_qb1	False	False	False	True	False	False
	250	skaven_test_emblem_army_01	5633	wh2_main_qb_lzd_mazdamundi_cobra_mace_of_mazdamundi_stage_3_isle_of_the_crimson_skull_defender_02	0	wh2_main_skv_skaven_qb2	False	True	False	True	True	False
	0	chaos_test_emblem_army_01	3440	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_01	0	wh_main_chs_chaos_qb1	False	False	False	True	False	False
	180	chaos_test_emblem_army_01	3440	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_attacker_02	0	wh_main_chs_chaos_qb2	False	True	False	True	False	False
	0	lizardmen_test_emblem_army_01	5570	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_kroqgar	1	wh2_main_lzd_lizardmen_qb1	True	False	False	True	False	False
	0	lizardmen_test_emblem_army_01	5702	wh2_main_qb_lzd_mazdamundi_sunburst_standard_of_hexoatl_stage_4_fallen_gates_defender_mazdamundi	0	wh2_main_lzd_hexoatl	False	False	True	True	False	False
	0	dwarfs_test_emblem_army_01	3447	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_01	0	wh_main_dwf_dwarfs_seperatists_qb1	False	False	False	True	False	False
	0	dwarfs_test_emblem_army_01	3447	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_02	1	wh_main_dwf_dwarfs_seperatists_qb2	False	False	False	True	False	False
	90	dwarfs_test_emblem_army_01	3447	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_03	0	wh_main_dwf_dwarfs_seperatists_qb3	False	True	False	True	False	False
	270	dwarfs_test_emblem_army_01	3447	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_attacker_04	0	wh_main_dwf_dwarfs_seperatists_qb4	False	True	False	True	False	False
	0	skaven_test_emblem_army_01	5558	wh2_main_qb_skv_queek_dwarf_gouger_stage_4_gouger_gully_defender_01	0	wh2_main_skv_clan_mors	False	False	True	True	False	False
	0	skaven_test_emblem_army_01	5558	wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_attacker_01	0	wh2_main_skv_clan_mors	False	False	True	True	False	False
	0	skaven_test_emblem_army_01	5625	wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_01	0	wh2_main_skv_skaven_qb1	False	False	False	True	False	False
	0	skaven_test_emblem_army_01	5625	wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_02	1	wh2_main_skv_skaven_qb2	False	False	False	True	False	False
	90	skaven_test_emblem_army_01	5625	wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_03	0	wh2_main_skv_skaven_qb3	False	True	False	True	True	False
	270	skaven_test_emblem_army_01	5625	wh2_main_qb_skv_queek_headtaker_warp_shard_armour_stage_6_warp_shard_caverns_defender_04	0	wh2_main_skv_skaven_qb4	False	True	False	True	True	False
	0	lizardmen_test_emblem_army_01	5596	wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_01	0	wh2_main_lzd_lizardmen_qb1	False	False	False	True	False	False
	270	lizardmen_test_emblem_army_01	5584	wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_attacker_02_ally	0	wh2_main_lzd_lizardmen_qb2	False	True	False	True	True	False
	0	skaven_test_emblem_army_01	5555	wh2_main_qb_skv_skrolk_rod_of_corruption_stage_3_isle_of_the_crimson_skull_defender_01	0	wh2_main_skv_clan_pestilens	False	False	True	True	False	False
	0	empire_test_emblem_army_01	3587	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_01	0	wh_main_vmp_vampire_counts_qb1	False	False	False	True	False	False
	180	empire_test_emblem_army_01	3587	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_02	0	wh_main_vmp_vampire_counts_qb2	False	True	False	True	True	False
	270	empire_test_emblem_army_01	3587	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_03	0	wh_main_vmp_vampire_counts_qb3	False	True	False	True	True	False
	0	empire_test_emblem_army_01	3587	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_attacker_04	0	wh_main_vmp_vampire_counts_qb1	False	True	False	True	True	False
	0	skaven_test_emblem_army_01	5555	wh2_main_qb_skv_skrolk_the_liber_bubonicus_stage_3_mortuary_of_tzulaqua_defender_01	0	wh2_main_skv_clan_pestilens	False	False	True	True	False	False
	0	chaos_test_emblem_army_01	3258	wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_attacker_1	0	wh_main_chs_chaos_qb1	False	False	False	True	False	False
	270	chaos_test_emblem_army_01	3258	wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_attacker_2	0	wh_main_chs_chaos_qb2	False	True	False	True	False	False
	0	chaos_test_emblem_army_01	3431	wh_dlc01_qb_chs_archaon_armour_of_morkar_stage_3_player	0	wh_main_chs_chaos	False	False	True	True	False	False
	0	chaos_test_emblem_army_01	3925	wh_dlc01_qb_chs_archaon_crown_of_command_stage_2_defender_1	0	wh_main_chs_chaos_qb1	False	False	False	True	False	False
	180	chaos_test_emblem_army_01	3925	wh_dlc01_qb_chs_archaon_crown_of_command_stage_2_defender_2	1	wh_main_chs_chaos_qb2	False	True	False	True	False	False
FALSE	0	chaos_test_emblem_army_01	3431	wh_dlc01_qb_chs_archaon_crown_of_command_stage_2_player	0	wh_main_chs_chaos	False	False	True	True	False	False
	0	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_attacker_1	0	wh_main_chs_chaos_qb1	False	False	False	True	False	False
	90	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_attacker_2	0	wh_main_chs_chaos_qb2	False	True	False	True	False	False
FALSE	0	chaos_test_emblem_army_01	3431	wh_dlc01_qb_chs_archaon_eye_of_sheerian_stage_3_player	0	wh_main_chs_chaos	False	False	True	True	False	False
	0	chaos_test_emblem_army_01	3937	wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_defender_1	0	wh_main_chs_chaos_qb1	False	False	False	True	False	False
	0	chaos_test_emblem_army_01	3937	wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_defender_2	0	wh_main_chs_chaos_qb1	False	True	False	True	False	False
	67	chaos_test_emblem_army_01	3937	wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_defender_3	0	wh_main_chs_chaos_qb2	False	True	False	True	False	False
	315	chaos_test_emblem_army_01	3937	wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_defender_4	0	wh_main_chs_chaos_qb3	False	True	False	True	False	False
FALSE	0	chaos_test_emblem_army_01	3431	wh_dlc01_qb_chs_archaon_slayer_of_kings_stage_3_player	0	wh_main_chs_chaos	False	False	True	True	False	False
	0	greenskins_test_emblem_army_01	3355	wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_1	0	wh_main_grn_greenskins_qb1	False	False	False	True	False	False
	0	empire_test_emblem_army_01	3587	wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_2	0	wh_main_vmp_vampire_counts_qb1	False	True	False	True	True	False
	115	empire_test_emblem_army_01	3587	wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_3	0	wh_main_vmp_vampire_counts_qb1	False	True	False	True	True	False
	270	empire_test_emblem_army_01	3587	wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_defender_4	0	wh_main_vmp_vampire_counts_qb1	False	True	False	True	True	False
FALSE	0	chaos_test_emblem_army_01	3920	wh_dlc01_qb_chs_kholek_suneater_starcrusher_stage_3_player	0	wh_main_chs_chaos	False	False	True	True	False	False
	0	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_attacker_1	0	wh_main_chs_chaos_qb1	False	False	False	True	False	False
	90	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_attacker_2	0	wh_main_chs_chaos_qb2	False	True	False	True	False	False
	270	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_attacker_3	0	wh_main_chs_chaos_qb3	False	True	False	True	False	False
FALSE	0	chaos_test_emblem_army_01	3932	wh_dlc01_qb_chs_prince_sigvald_auric_armour_stage_3_player	0	wh_main_chs_chaos	False	False	True	True	False	False
	0	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_defender_1	0	wh_main_chs_chaos_qb1	False	False	False	True	False	False
	180	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_defender_2	0	wh_main_chs_chaos_qb2	False	True	False	True	True	False
	270	chaos_test_emblem_army_01	3440	wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_defender_3	0	wh_main_chs_chaos_qb3	False	True	False	True	True	False
FALSE	0	chaos_test_emblem_army_01	3932	wh_dlc01_qb_chs_prince_sigvald_sliverslash_stage_4_player	0	wh_main_chs_chaos	False	False	True	True	False	False
