cdir_events_incident_option_junctions_tables
2
id	unknown2	incident_key	option_key	value
137481	0	zar_sk_incident_skaven_raid_2p	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
137601	0	zar_sk_incident_skaven_raid_3p	VAR_CHANCE	5
137611	0	zar_sk_incident_skaven_raid_3p	GEN_CND_OWNS	
137621	0	zar_sk_incident_skaven_raid_3p	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
137631	0	zar_sk_incident_skaven_raid_3p	CND_FIRST_ROUND	30
137641	0	zar_sk_incident_skaven_raid_3p	CND_ROUNDS_UNTIL_NEXT	20
137651	0	zar_sk_incident_skaven_raid_3p	GEN_TARGET_REGION	
137661	0	zar_sk_incident_skaven_raid_3p	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
137671	0	zar_sk_incident_skaven_raid_3p	CND_AT_WAR_SUBCULTURE	wh2_main_sc_skv_skaven
137681	0	zar_sk_incident_skaven_raid_3p	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_sewer_patrol
137691	0	zar_sk_incident_skaven_raid_3p	GEN_CND_REGION_NOT_REBELLION	
137701	0	zar_sk_incident_skaven_raid_3p	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_2
137381	0	zar_sk_incident_skaven_raid_1p	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_2
137391	0	zar_sk_incident_skaven_raid_1p	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
137491	0	zar_sk_incident_skaven_raid_2p	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
137501	0	zar_sk_incident_skaven_raid_2p	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_raid_3
137711	0	zar_sk_incident_skaven_raid_3p	GEN_CND_NOT_REGION_HAS_EFFECT_BUNDLE	zar_sk_payload_skaven_food_theft
137511	0	zar_sk_incident_skaven_raid_2p	GEN_CND_REGION_NOT_REBELLION	
13851	0	zar_sk_incident_skavenblight_has_fallen	VAR_CHANCE	100
13852	0	zar_sk_incident_skavenblight_has_fallen	GEN_CND_NOT_SUBCULTURE	wh2_main_sc_skv_skaven
13853	0	zar_sk_incident_skavenblight_has_fallen	CND_FIRST_ROUND	2
13854	0	zar_sk_incident_skavenblight_has_fallen	GEN_TARGET_REGION	
13855	0	zar_sk_incident_skavenblight_has_fallen	GEN_CND_REGION	wh2_main_skavenblight_skavenblight
13856	0	zar_sk_incident_skavenblight_has_fallen	CND_UNIQUE	
13857	0	zar_sk_incident_skavenblight_has_fallen	CND_FACTION	wh2_main_skv_clan_pestilens
13858	0	zar_sk_incident_skavenblight_has_fallen	CND_FACTION	wh2_main_skv_clan_mors
13861	0	zar_sk_incident_skaven_lair_support	VAR_CHANCE	20
13862	0	zar_sk_incident_skaven_lair_support	GEN_CND_IN_ENEMY_REGION	
13863	0	zar_sk_incident_skaven_lair_support	CND_FIRST_ROUND	2
13864	0	zar_sk_incident_skaven_lair_support	GEN_TARGET_MILITARY_FORCE	
13865	0	zar_sk_incident_skaven_lair_support	GEN_CND_REGION_HAS_EFFECT_BUNDLE	zar_sk_region_skaven_lair
13866	0	zar_sk_incident_skaven_lair_support	CND_ROUNDS_UNTIL_NEXT	10
13867	0	zar_sk_incident_skaven_lair_support	CND_FACTION	wh2_main_skv_clan_pestilens
13868	0	zar_sk_incident_skaven_lair_support	CND_FACTION	wh2_main_skv_clan_mors
13869	0	zar_sk_incident_skaven_lair_support	GEN_CND_SUBCULTURE	wh2_main_sc_skv_skaven
13870	0	zar_sk_incident_skaven_lair_support	GEN_CND_HUMAN	
