land_units_to_unit_abilites_junctions_tables
0
ability	land_unit
chs_main1	wh_main_chs_inf_chaos_marauders_1
chs_main1	wh_main_chs_inf_chaos_warriors_0
chs_main1	wh_main_chs_inf_chaos_warriors_1
chs_main2	wh_main_chs_inf_chosen_0
chs_main2	wh_main_chs_inf_chosen_1
chs_main2	wh_dlc01_chs_cav_gorebeast_chariot
chs_main1	wh_main_chs_cav_chaos_chariot
chs_main2	wh_main_chs_cav_chaos_knights_0
chs_main2	wh_main_chs_cav_chaos_knights_1
chs_main1	wh_main_chs_cav_marauder_horsemen_0
chs_main1	wh_main_chs_cav_marauder_horsemen_1
chs_main1	wh_dlc06_chs_cav_marauder_horsemasters_0
bst_main2	wh_dlc03_bst_cav_razorgor_chariot_0
bst_main2	wh_dlc03_bst_cha_beastlord_0_qb
bst_main2	wh_dlc03_bst_cha_beastlord_0
bst_main2	wh_dlc03_bst_cha_beastlord_1
bst_main2	wh_dlc03_bst_cha_graktar_0
bst_main2	wh_dlc03_bst_cha_khazrak_one_eye_0
bst_main2	wh_dlc03_bst_cha_khazrak_one_eye_1
bst_main2	wh_dlc03_bst_inf_bestigor_herd_0
bst_main2	wh_dlc03_bst_inf_centigors_2
bst_main2	wh_pro04_bst_inf_bestigor_herd_ror_0
bst_main2	wh_pro04_bst_inf_centigors_ror_0
bst_main2	wh_pro04_bst_inf_gor_herd_ror_0
bst_main2	wh_dlc03_bst_mon_giant_0
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_0
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_12
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_13
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_0
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_10
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_12
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_13
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_fire_9
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_0
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_10
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_12
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_13
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_metal_9
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_0
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_1
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_2
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_3
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_lord_shadows_4
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_shadows_0
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_shadows_1
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_shadows_2
chs_main1	wh_dlc01_chs_cha_chaos_sorcerer_shadows_3
chs_main1	wh_dlc01_chs_cha_exalted_hero_10
chs_main1	wh_dlc01_chs_cha_prince_sigvald_the_magnificent
chs_main1	wh_dlc01_chs_cha_chaos_lord_10
chs_main1	wh_dlc01_chs_cha_chaos_lord_2
chs_main1	wh_dlc06_chs_cha_chaos_sorcerer_death_9
chs_main1	wh_dlc06_chs_cha_chaos_sorcerer_fire_9
chs_main1	wh_dlc06_chs_cha_chaos_sorcerer_metal_9
chs_main2	wh_main_chs_cha_archaon_the_everchosen_0
chs_main2	wh_main_chs_cha_archaon_the_everchosen_1
chs_main1	wh_main_chs_cha_chaos_lord_0
chs_main1	wh_main_chs_cha_chaos_lord_11
chs_main1	wh_main_chs_cha_chaos_lord_12
chs_main1	wh_main_chs_cha_chaos_sorcerer_death_0
chs_main1	wh_main_chs_cha_chaos_sorcerer_death_10
chs_main1	wh_main_chs_cha_chaos_sorcerer_death_11
chs_main1	wh_main_chs_cha_chaos_sorcerer_fire_0
chs_main1	wh_main_chs_cha_chaos_sorcerer_fire_10
chs_main1	wh_main_chs_cha_chaos_sorcerer_fire_11
chs_main1	wh_main_chs_cha_chaos_sorcerer_metal_0
chs_main1	wh_main_chs_cha_chaos_sorcerer_metal_10
chs_main1	wh_main_chs_cha_chaos_sorcerer_metal_11
chs_main1	wh_main_chs_cha_exalted_hero_0
chs_main1	wh_main_chs_cha_exalted_hero_12
chs_main1	wh_main_chs_cha_exalted_hero_13
chs_main1	chs_zelot
chs_main2	chs_marauder_mutant
wh2_main_unit_abilities_dark_fire_of_chaos	chs_chaos_dragon
wh2_main_unit_abilities_pestilential_breath	vmp_zombie_dragon
dwf_main1	wh_dlc06_dwf_art_bolt_thrower_0
dwf_main1	wh_dlc06_dwf_art_gob_lobber_0
dwf_main2	wh_dlc06_dwf_cha_belegar_ironhammer_0
dwf_main1	wh_dlc06_dwf_cha_master_engineer_ghost_0
dwf_main2	wh_dlc06_dwf_cha_runelord_0
dwf_main2	wh_dlc06_dwf_cha_runelord_1
dwf_main1	wh_dlc06_dwf_cha_runesmith_ghost_0
dwf_main1	wh_dlc06_dwf_cha_thane_ghost_0
dwf_main1	wh_dlc06_dwf_cha_thane_ghost_1
dwf_main1	wh_dlc06_dwf_inf_bugmans_rangers_0
dwf_main1	wh_dlc06_dwf_inf_ekrund_miners_0
dwf_main2	wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0
dwf_main1	wh_dlc06_dwf_inf_norgrimlings_irondrakes_0
dwf_main1	wh_dlc06_dwf_inf_old_grumblers_0
dwf_main2	wh_dlc06_dwf_inf_peak_gate_guard_0
dwf_main1	wh_dlc06_dwf_inf_rangers_0
dwf_main1	wh_dlc06_dwf_inf_rangers_1
dwf_main1	wh_dlc06_dwf_inf_ulthars_raiders_0
dwf_main1	wh_dlc06_dwf_inf_warriors_dragonfire_pass_0
dwf_main1	dwf_sniper
dwf_main1	wh_main_dwf_art_cannon
dwf_main1	wh_main_dwf_art_flame_cannon
dwf_main1	wh_main_dwf_art_grudge_thrower
dwf_main1	wh_main_dwf_art_organ_gun
dwf_main2	wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1
dwf_main2	wh_main_dwf_cha_lord_0
dwf_main1	wh_main_dwf_cha_master_engineer_0
dwf_main1	wh_main_dwf_cha_rune_smith_0
dwf_main1	wh_main_dwf_cha_thane
dwf_main2	wh_main_dwf_cha_ungrim_ironfist
dwf_main1	wh_main_dwf_inf_dwarf_warrior_0
dwf_main1	wh_main_dwf_inf_dwarf_warrior_1
dwf_main2	wh_main_dwf_inf_hammerers
dwf_main2	wh_main_dwf_inf_ironbreakers
dwf_main1	wh_main_dwf_inf_irondrakes_0
dwf_main1	wh_main_dwf_inf_irondrakes_2
dwf_main1	wh_main_dwf_inf_longbeards
dwf_main1	wh_main_dwf_inf_longbeards_1
dwf_main1	wh_main_dwf_inf_miners_0
dwf_main1	wh_main_dwf_inf_miners_1
dwf_main1	wh_main_dwf_inf_quarrellers_0
dwf_main1	wh_main_dwf_inf_quarrellers_1
dwf_main1	wh_main_dwf_inf_thunderers_0
dwf_main2	dwf_oathsworn
grn_main2	grn_black_orc_boss
grn_main2	grn_black_orc_shields
grn_main1	grn_forest_spear
grn_main1	grn_nightgoblin_spearmen
grn_main2	grn_savage_big_great
grn_main1	wh_dlc06_grn_art_hammer_of_gork_0
grn_main2	wh_dlc06_grn_cav_broken_tusks_mob_0
grn_main1	wh_dlc06_grn_cav_deff_creepers_0
grn_main1	wh_dlc06_grn_cav_durkits_squigs_0
grn_main1	wh_dlc06_grn_cav_mogrubbs_marauders_0
grn_main1	wh_dlc06_grn_cav_moon_howlers_0
grn_main1	wh_dlc06_grn_cav_squig_hoppers_0
grn_main1	wh_dlc06_grn_cav_teef_robbers_0
grn_main2	wh_dlc06_grn_cha_night_goblin_warboss_0
grn_main2	wh_dlc06_grn_cha_night_goblin_warboss_1
grn_main2	wh_dlc06_grn_cha_skarsnik_0
grn_main2	wh_dlc06_grn_cha_wurrzag_0
grn_main2	wh_dlc06_grn_cha_wurrzag_1
grn_main1	wh_dlc06_grn_inf_da_eight_peaks_loonies_0
grn_main1	wh_dlc06_grn_inf_da_rusty_arrers_0
grn_main1	wh_dlc06_grn_inf_da_warlords_boyz_0
grn_main2	wh_dlc06_grn_inf_krimson_killerz_0
grn_main1	wh_dlc06_grn_inf_nasty_skulkers_0
grn_main1	wh_main_grn_art_doom_diver_catapult
grn_main1	wh_main_grn_art_goblin_rock_lobber
grn_main1	wh_main_grn_cav_forest_goblin_spider_riders_0
grn_main1	wh_main_grn_cav_forest_goblin_spider_riders_1
grn_main1	wh_main_grn_cav_goblin_wolf_chariot
grn_main1	wh_main_grn_cav_goblin_wolf_riders_0
grn_main1	wh_main_grn_cav_goblin_wolf_riders_1
grn_main1	wh_main_grn_cav_orc_boar_boy_big_uns
grn_main1	wh_main_grn_cav_orc_boar_boyz
grn_main1	wh_main_grn_cav_orc_boar_chariot
grn_main1	wh_main_grn_cav_savage_orc_boar_boy_big_uns
grn_main1	wh_main_grn_cav_savage_orc_boar_boyz
grn_main2	wh_main_grn_cha_azhag_the_slaughterer_0
grn_main2	wh_main_grn_cha_azhag_the_slaughterer_1
grn_main1	wh_main_grn_cha_goblin_big_boss_0
grn_main1	wh_main_grn_cha_goblin_big_boss_1
grn_main1	wh_main_grn_cha_goblin_big_boss_2
grn_main2	wh_main_grn_cha_goblin_great_shaman_0
grn_main2	wh_main_grn_cha_goblin_great_shaman_1
grn_main2	wh_main_grn_cha_grimgor_ironhide
grn_main1	wh_main_grn_cha_night_goblin_shaman
grn_main1	wh_main_grn_cha_orc_shaman_0
grn_main1	wh_main_grn_cha_orc_shaman_1
grn_main2	wh_main_grn_cha_orc_warboss_0
grn_main2	wh_main_grn_cha_orc_warboss_1
grn_main2	wh_main_grn_cha_orc_warboss_2
grn_main2	wh_main_grn_inf_black_orcs
grn_main1	wh_main_grn_inf_goblin_archers
grn_main1	wh_main_grn_inf_goblin_spearmen
grn_main1	wh_main_grn_inf_night_goblin_archers
grn_main1	wh_main_grn_inf_night_goblin_fanatics
grn_main1	wh_main_grn_inf_night_goblin_fanatics_1
grn_main1	wh_main_grn_inf_night_goblins
grn_main1	wh_main_grn_inf_orc_arrer_boyz
grn_main1	wh_main_grn_inf_orc_big_uns
grn_main1	wh_main_grn_inf_orc_boyz
grn_main1	wh_main_grn_inf_savage_orc_arrer_boyz
grn_main1	wh_main_grn_inf_savage_orc_big_uns
grn_main1	wh_main_grn_inf_savage_orcs
dwf_main2	wh_pro01_dwf_cha_grombrindal_0
vmp_main1	wh_main_vmp_cha_heinrich_kemmler
vmp_main1	wh_main_vmp_cha_mannfred_von_carstein_0
vmp_main1	wh_main_vmp_cha_mannfred_von_carstein_2
vmp_main1	wh_main_vmp_cha_mannfred_von_carstein_3
vmp_main1	wh_main_vmp_cha_mannfred_von_carstein_4
vmp_main1	wh_main_vmp_cha_master_necromancer_0
vmp_main1	wh_main_vmp_cha_master_necromancer_4
vmp_main1	wh_main_vmp_cha_master_necromancer_5
vmp_main1	wh_dlc04_vmp_cha_helman_ghorst_0
vmp_main1	wh_dlc04_vmp_cha_helman_ghorst_1
vmp_main1	wh_dlc04_vmp_cha_master_necromancer_1
vmp_main1	wh_dlc04_vmp_cha_master_necromancer_2
vmp_main1	wh_dlc04_vmp_cha_master_necromancer_3
vmp_main1	wh_pro02_vmp_cha_isabella_von_carstein_0
vmp_main1	wh_pro02_vmp_cha_isabella_von_carstein_2
vmp_main1	wh_pro02_vmp_cha_isabella_von_carstein_4
vmp_main1	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
vmp_main1	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss
vmp_main1	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
vmp_main1	wh_dlc04_vmp_cha_vlad_von_carstein_0
brt_main1	wh_dlc07_brt_art_blessed_field_trebuchet_0
brt_main2	wh_dlc07_brt_cav_grail_guardians_0
brt_main2	wh_dlc07_brt_cav_knights_errant_0
brt_main2	wh_dlc07_brt_cav_questing_knights_0
brt_main2	wh_dlc07_brt_cav_royal_hippogryph_knights_0
brt_main2	wh_dlc07_brt_cav_royal_pegasus_knights_0
brt_main2	wh_dlc07_brt_cha_alberic_bordeleaux_0
brt_main2	wh_dlc07_brt_cha_alberic_bordeleaux_1
brt_main2	wh_dlc07_brt_cha_alberic_bordeleaux_2
brt_main2	wh_dlc07_brt_cha_alberic_bordeleaux_3
brt_main1	wh_dlc07_brt_inf_battle_pilgrims_0
brt_main1	wh_dlc07_brt_inf_foot_squires_0
brt_main1	wh_dlc07_brt_inf_grail_reliquae_0
brt_main1	wh_dlc07_brt_inf_men_at_arms_1
brt_main1	wh_dlc07_brt_inf_men_at_arms_2
brt_main1	wh_dlc07_brt_inf_peasant_bowmen_1
brt_main1	wh_dlc07_brt_inf_peasant_bowmen_2
brt_main1	wh_dlc07_brt_inf_peasant_mob_0
brt_main1	wh_dlc07_brt_inf_spearmen_at_arms_1
brt_main1	wh_main_brt_art_field_trebuchet
brt_main2	wh_main_brt_cav_grail_knights
brt_main2	wh_main_brt_cav_knights_of_the_realm
brt_main1	wh_main_brt_cav_mounted_yeomen_0
brt_main1	wh_main_brt_cav_mounted_yeomen_1
brt_main2	wh_main_brt_cav_pegasus_knights
brt_main2	wh_main_brt_cha_king_louen_leoncoeur_0
brt_main2	wh_main_brt_cha_king_louen_leoncoeur_1
brt_main2	wh_main_brt_cha_king_louen_leoncoeur_2
brt_main2	wh_main_brt_cha_king_louen_leoncoeur_3
brt_main2	wh_main_brt_cha_king_louen_leoncoeur_4
brt_main2	wh_main_brt_cha_lord_0
brt_main2	wh_main_brt_cha_lord_2
brt_main2	wh_main_brt_cha_lord_3
brt_main2	wh_main_brt_cha_lord_4
brt_main2	wh_main_brt_cha_paladin_0
brt_main2	wh_main_brt_cha_paladin_3
brt_main2	wh_main_brt_cha_paladin_4
brt_main1	wh_main_brt_inf_men_at_arms
brt_main1	wh_main_brt_inf_peasant_bowmen
brt_main1	wh_main_brt_inf_spearmen_at_arms
brt_main1	brt_crossbow
brt_main1	brt_macemen
brt_main2	brt_tournament
wef_main1	wh_dlc05_wef_cav_glade_riders_0
wef_main1	wh_dlc05_wef_cav_glade_riders_1
wef_main1	wh_dlc05_wef_cav_glade_riders_1_qb
wef_main1	wh_dlc05_wef_cav_hawk_riders_0
wef_main1	wh_dlc05_wef_cav_sisters_thorn_0
wef_main1	wh_dlc05_wef_cav_wild_riders_0
wef_main1	wh_dlc05_wef_cav_wild_riders_1
wef_main2	wh_dlc05_wef_cha_ancient_treeman_0
wef_main2	wh_dlc05_wef_cha_branchwraith_0
wef_main2	wh_dlc05_wef_cha_durthu_0
wef_main1	wh_dlc05_wef_cha_female_glade_lord_0
wef_main1	wh_dlc05_wef_cha_female_glade_lord_0_qb
wef_main1	wh_dlc05_wef_cha_female_glade_lord_1
wef_main1	wh_dlc05_wef_cha_female_glade_lord_2
wef_main1	wh_dlc05_wef_cha_female_glade_lord_2_qb
wef_main1	wh_dlc05_wef_cha_female_glade_lord_3
wef_main1	wh_dlc05_wef_cha_glade_lord_0
wef_main1	wh_dlc05_wef_cha_glade_lord_1
wef_main1	wh_dlc05_wef_cha_glade_lord_2
wef_main1	wh_dlc05_wef_cha_glade_lord_3
wef_main1	wh_dlc05_wef_cha_orion_0
wef_main1	wh_dlc05_wef_cha_spellsinger_beasts_0
wef_main1	wh_dlc05_wef_cha_spellsinger_beasts_1
wef_main1	wh_dlc05_wef_cha_spellsinger_beasts_2
wef_main1	wh_dlc05_wef_cha_spellsinger_beasts_3
wef_main1	wh_dlc05_wef_cha_spellsinger_life_0
wef_main1	wh_dlc05_wef_cha_spellsinger_life_1
wef_main1	wh_dlc05_wef_cha_spellsinger_life_2
wef_main1	wh_dlc05_wef_cha_spellsinger_life_3
wef_main1	wh_dlc05_wef_cha_spellsinger_shadows_0
wef_main1	wh_dlc05_wef_cha_spellsinger_shadows_1
wef_main1	wh_dlc05_wef_cha_spellsinger_shadows_2
wef_main1	wh_dlc05_wef_cha_spellsinger_shadows_3
wef_main1	wh_dlc05_wef_cha_waystalker_0
wef_main2	wh_dlc05_wef_forest_dragon_0
wef_main1	wh_dlc05_wef_inf_deepwood_scouts_0
wef_main1	wh_dlc05_wef_inf_deepwood_scouts_1
wef_main1	wh_dlc05_wef_inf_deepwood_scouts_1_qb
wef_main2	wh_dlc05_wef_inf_dryads_0
wef_main1	wh_dlc05_wef_inf_eternal_guard_0
wef_main1	wh_dlc05_wef_inf_eternal_guard_1
wef_main1	wh_dlc05_wef_inf_eternal_guard_1_qb
wef_main1	wh_dlc05_wef_inf_glade_guard_0
wef_main1	wh_dlc05_wef_inf_glade_guard_1
wef_main1	wh_dlc05_wef_inf_glade_guard_1_qb
wef_main1	wh_dlc05_wef_inf_glade_guard_2
wef_main1	wh_dlc05_wef_inf_wardancers_0
wef_main1	wh_dlc05_wef_inf_wardancers_1
wef_main1	wh_dlc05_wef_inf_waywatchers_0
wef_main1	wh_dlc05_wef_inf_wildwood_rangers_0
wef_main2	wh_dlc05_wef_mon_great_eagle_0
wef_main2	wh_dlc05_wef_mon_treekin_0
wef_main2	wh_dlc05_wef_mon_treeman_0
wef_main2	wh_dlc05_wef_cha_orion_0
wef_main1	wef_eternal_sword
wef_main1	wef_shadowdancer
wef_main1	wef_wildwood_warden
emp_main1	wh_dlc04_emp_cha_arch_lector_0
emp_main1	wh_dlc04_emp_cha_arch_lector_1
emp_main1	wh_dlc04_emp_cha_arch_lector_2
emp_main1	wh_dlc04_emp_cha_volkmar_the_grim_0
emp_main1	wh_dlc04_emp_cha_volkmar_the_grim_1
emp_main1	wh_dlc04_emp_cha_volkmar_the_grim_2
emp_main1	wh_dlc04_emp_cha_volkmar_the_grim_3
emp_main1	wh_main_emp_cha_balthasar_gelt_0
emp_main1	wh_main_emp_cha_balthasar_gelt_1
emp_main1	wh_main_emp_cha_general_0
emp_main1	wh_main_emp_cha_general_1
emp_main1	wh_main_emp_cha_general_2
emp_main1	wh_main_emp_cha_general_3
emp_main1	wh_main_emp_cha_general_4
emp_main1	wh_main_emp_cha_karl_franz_0
emp_main1	wh_main_emp_cha_karl_franz_1
emp_main1	wh_main_emp_cha_karl_franz_2
emp_main1	wh_main_emp_cha_karl_franz_3
emp_main1	wh_main_emp_cha_karl_franz_4
emp_main1	wh_dlc03_emp_cha_boris_todbringer_0
emp_main1	wh_dlc03_emp_cha_boris_todbringer_1
emp_main1	wh_dlc03_emp_cha_boris_todbringer_2
emp_main1	wh_dlc03_emp_cha_boris_todbringer_3
emp_main1	wh_main_emp_cha_captain_0
emp_main1	wh_main_emp_cha_captain_1
emp_main1	wh_main_emp_cha_captain_2
emp_main1	wh_main_emp_cha_captain_3
emp_main1	wh_main_emp_cha_warrior_priest_0
emp_main1	wh_main_emp_cha_warrior_priest_1
emp_main1	wh_main_emp_cha_warrior_priest_2
vmp_main1	wh_main_vmp_cha_necromancer_0
vmp_main1	wh_main_vmp_cha_necromancer_5
vmp_main1	wh_main_vmp_cha_vampire_0
vmp_main1	wh_main_vmp_cha_vampire_1
vmp_main1	wh_main_vmp_cha_vampire_2
vmp_main1	wh_dlc04_vmp_cha_necromancer_1
vmp_main1	wh_dlc04_vmp_cha_necromancer_2
vmp_main1	wh_dlc04_vmp_cha_necromancer_3
vmp_main1	wh_dlc05_vmp_cha_red_duke_0
vmp_main1	wh_dlc05_vmp_cha_red_duke_1
vmp_main1	wh_dlc05_vmp_cha_red_duke_2
vmp_main1	wh_dlc05_vmp_cha_red_duke_3
vmp_main1	wh_dlc05_vmp_cha_vampire_shadows_0
vmp_main1	wh_dlc05_vmp_cha_vampire_shadows_1
vmp_main1	wh_dlc05_vmp_cha_vampire_shadows_2
vmp_main1	wh_main_vmp_cha_vampire_lord_0
vmp_main1	wh_main_vmp_cha_vampire_lord_2
vmp_main1	wh_main_vmp_cha_vampire_lord_3
vmp_main1	wh_main_vmp_cha_vampire_lord_5
emp_main1	wh_main_emp_cha_witch_hunter
unit_ability_leadership_boost_aura	wh_dlc06_chs_inf_aspiring_champions_0
chs_main1	wh_dlc01_chs_cha_qb_lord_of_change_0
chs_main1	wh_main_chs_cha_lord_of_change_0
chs_main1	wh_dlc01_chs_cha_kholek
hef_phoenix_guard	wh2_main_hef_inf_phoenix_guard
skv_overcharge	wh2_main_skv_inf_warpfire_thrower
skv_overcharge	wh2_main_skv_art_warp_lightning_cannon
skv_overcharge	wh2_main_skv_veh_doomwheel
wh_main_unit_passive_grailknight_regeneration	brt_tournament
wh_main_lord_passive_the_blessing_of_the_lady	brt_tournament
unit_ability_leadership_boost_aura	brt_tournament
