land_units_to_unit_abilites_junctions_tables
0
ability	land_unit
wh_main_hero_abilities_faiths_bastion	wh_dlc04_emp_cha_arch_lector_1
wh_dlc04_hero_passive_divine_power	wh_dlc04_emp_cha_arch_lector_2
wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	wh_dlc04_emp_cha_arch_lector_2
wh_dlc04_spell_bound_shield_of_faith_upgraded	wh_dlc04_emp_cha_arch_lector_2
wh_dlc04_spell_bound_soulfire_upgraded	wh_dlc04_emp_cha_arch_lector_2
wh_main_character_passive_benediction	wh_dlc04_emp_cha_arch_lector_2
wh_main_hero_abilities_faiths_bastion	wh_dlc04_emp_cha_arch_lector_2
wh_dlc04_hero_passive_divine_power	wh_dlc04_emp_cha_volkmar_the_grim_0
wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_0
wh_dlc04_spell_bound_shield_of_faith_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_0
wh_dlc04_spell_bound_soulfire_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_0
wh_main_character_passive_benediction	wh_dlc04_emp_cha_volkmar_the_grim_0
wh_main_hero_abilities_faiths_bastion	wh_dlc04_emp_cha_volkmar_the_grim_0
wh_dlc04_hero_passive_divine_power	wh_dlc04_emp_cha_volkmar_the_grim_1
wh_dlc04_spell_bound_banishment	wh_dlc04_emp_cha_volkmar_the_grim_1
wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_1
wh_dlc04_spell_bound_shield_of_faith_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_1
wh_dlc04_spell_bound_soulfire_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_1
wh_main_character_passive_benediction	wh_dlc04_emp_cha_volkmar_the_grim_1
wh_main_hero_abilities_faiths_bastion	wh_dlc04_emp_cha_volkmar_the_grim_1
wh_dlc04_hero_passive_divine_power	wh_dlc04_emp_cha_volkmar_the_grim_2
wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_2
wh_dlc04_spell_bound_shield_of_faith_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_2
wh_dlc04_spell_bound_soulfire_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_2
wh_main_character_passive_benediction	wh_dlc04_emp_cha_volkmar_the_grim_2
wh_main_hero_abilities_faiths_bastion	wh_dlc04_emp_cha_volkmar_the_grim_2
wh_dlc04_hero_passive_divine_power	wh_dlc04_emp_cha_volkmar_the_grim_3
wh_dlc04_spell_bound_hammer_of_sigmar_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_3
wh_dlc04_spell_bound_shield_of_faith_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_3
wh_dlc04_spell_bound_soulfire_upgraded	wh_dlc04_emp_cha_volkmar_the_grim_3
wh_main_character_passive_benediction	wh_dlc04_emp_cha_volkmar_the_grim_3
wh_main_hero_abilities_faiths_bastion	wh_dlc04_emp_cha_volkmar_the_grim_3
wh_dlc04_unit_passive_strength_of_the_penitent	wh_dlc04_emp_inf_flagellants_0
wh_main_unit_passive_frenzy	wh_dlc04_emp_inf_flagellants_0
wh_dlc04_unit_passive_strength_of_the_penitent	wh_dlc04_emp_inf_tattersouls_0
wh_main_unit_passive_frenzy	wh_dlc04_emp_inf_tattersouls_0
wh_dlc04_spell_bound_net_of_amyntok	wh_dlc04_emp_veh_templehof_luminark_0
wh_main_mount_abilities_locus_of_hysh	wh_dlc04_emp_veh_templehof_luminark_0
wh_main_mount_passive_aura_of_protection	wh_dlc04_emp_veh_templehof_luminark_0
wh_dlc04_unit_passive_chilling_aura	wh_dlc04_vmp_cav_chillgheists_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_cav_chillgheists_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cav_chillgheists_0
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cav_vereks_reavers_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_cav_vereks_reavers_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cav_vereks_reavers_0
wh_main_character_abilities_undeath_resurgent	wh_dlc04_vmp_cha_helman_ghorst_0
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_helman_ghorst_0
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_helman_ghorst_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_helman_ghorst_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_helman_ghorst_0
wh_dlc04_unit_passive_the_reliquary_corruption	wh_dlc04_vmp_cha_helman_ghorst_1
wh_dlc04_unit_passive_unholy_lodestone	wh_dlc04_vmp_cha_helman_ghorst_1
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_cha_helman_ghorst_1
wh_main_character_abilities_undeath_resurgent	wh_dlc04_vmp_cha_helman_ghorst_1
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_helman_ghorst_1
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_helman_ghorst_1
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_helman_ghorst_1
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_helman_ghorst_1
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_cha_master_necromancer_1
wh_main_character_abilities_undeath_resurgent	wh_dlc04_vmp_cha_master_necromancer_1
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_master_necromancer_1
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_master_necromancer_1
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_master_necromancer_1
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_master_necromancer_1
wh_dlc04_unit_passive_balefire	wh_dlc04_vmp_cha_master_necromancer_2
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_cha_master_necromancer_2
wh_main_character_abilities_undeath_resurgent	wh_dlc04_vmp_cha_master_necromancer_2
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_master_necromancer_2
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_master_necromancer_2
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_master_necromancer_2
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_master_necromancer_2
wh_dlc04_unit_passive_unholy_lodestone	wh_dlc04_vmp_cha_master_necromancer_3
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_cha_master_necromancer_3
wh_main_character_abilities_undeath_resurgent	wh_dlc04_vmp_cha_master_necromancer_3
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_master_necromancer_3
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_master_necromancer_3
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_master_necromancer_3
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_master_necromancer_3
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_cha_necromancer_1
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_necromancer_1
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_necromancer_1
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_necromancer_1
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_necromancer_1
wh_dlc04_unit_passive_balefire	wh_dlc04_vmp_cha_necromancer_2
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_cha_necromancer_2
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_necromancer_2
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_necromancer_2
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_necromancer_2
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_necromancer_2
wh_dlc04_unit_passive_unholy_lodestone	wh_dlc04_vmp_cha_necromancer_3
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_cha_necromancer_3
wh_main_character_passive_master_of_the_dead	wh_dlc04_vmp_cha_necromancer_3
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_necromancer_3
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_necromancer_3
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_necromancer_3
wh_dlc04_quest_abilities_servant_of_nagash	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss
wh_main_character_abilities_arcane_conduit	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss
wh_main_character_abilities_blood_lust	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_strigoi_ghoul_king_0_boss
wh_main_character_abilities_blood_lust	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
wh_main_lord_passive_the_hunger	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_strigoi_ghoul_king_0
wh_main_character_abilities_blood_lust	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh_main_lord_passive_the_hunger	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh_main_unit_passive_regeneration	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_strigoi_ghoul_king_1
wh_dlc04_lord_abilities_beguile	wh_dlc04_vmp_cha_vlad_von_carstein_0
wh_dlc04_lord_passive_aura_of_dark_majesty	wh_dlc04_vmp_cha_vlad_von_carstein_0
wh_main_lord_passive_the_hunger	wh_dlc04_vmp_cha_vlad_von_carstein_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_cha_vlad_von_carstein_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_cha_vlad_von_carstein_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_inf_feasters_in_the_dusk_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_inf_feasters_in_the_dusk_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_inf_konigstein_stalkers_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_inf_konigstein_stalkers_0
wh_main_unit_passive_regeneration	wh_dlc04_vmp_inf_sternsmen_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_inf_sternsmen_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_inf_sternsmen_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_inf_tithe_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_inf_tithe_0
wh_main_unit_passive_frenzy	wh_dlc04_vmp_mon_devils_swartzhafen_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_mon_devils_swartzhafen_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_mon_devils_swartzhafen_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_mon_direpack_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_mon_direpack_0
wh_dlc04_unit_passive_blasphemous_tome	wh_dlc04_vmp_veh_claw_of_nagash_0
wh_dlc04_unit_passive_chilling_aura	wh_dlc04_vmp_veh_claw_of_nagash_0
wh_dlc04_unit_passive_the_reliquary_binding	wh_dlc04_vmp_veh_claw_of_nagash_0
wh_dlc04_unit_passive_the_reliquary_corruption	wh_dlc04_vmp_veh_claw_of_nagash_0
wh_main_unit_passive_regeneration	wh_dlc04_vmp_veh_claw_of_nagash_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_veh_claw_of_nagash_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_veh_claw_of_nagash_0
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_veh_corpse_cart_0
wh_main_unit_passive_regeneration	wh_dlc04_vmp_veh_corpse_cart_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_veh_corpse_cart_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_veh_corpse_cart_0
wh_dlc04_unit_passive_balefire	wh_dlc04_vmp_veh_corpse_cart_1
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_veh_corpse_cart_1
wh_main_unit_passive_regeneration	wh_dlc04_vmp_veh_corpse_cart_1
wh_main_unit_passive_unstable	wh_dlc04_vmp_veh_corpse_cart_1
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_veh_corpse_cart_1
wh_dlc04_unit_passive_unholy_lodestone	wh_dlc04_vmp_veh_corpse_cart_2
wh_dlc04_unit_passive_vigour_mortis	wh_dlc04_vmp_veh_corpse_cart_2
wh_main_unit_passive_regeneration	wh_dlc04_vmp_veh_corpse_cart_2
wh_main_unit_passive_unstable	wh_dlc04_vmp_veh_corpse_cart_2
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_veh_corpse_cart_2
wh_dlc04_unit_passive_blasphemous_tome	wh_dlc04_vmp_veh_mortis_engine_0
wh_dlc04_unit_passive_the_reliquary_binding	wh_dlc04_vmp_veh_mortis_engine_0
wh_dlc04_unit_passive_the_reliquary_corruption	wh_dlc04_vmp_veh_mortis_engine_0
wh_main_unit_passive_regeneration	wh_dlc04_vmp_veh_mortis_engine_0
wh_main_unit_passive_unstable	wh_dlc04_vmp_veh_mortis_engine_0
wh_main_unit_passive_unstable_mark_ii	wh_dlc04_vmp_veh_mortis_engine_0
wh_main_character_abilities_deadly_onslaught	wh_dlc05_brt_cha_armand_aquitaine_0
wh_main_character_abilities_foe_seeker	wh_dlc05_brt_cha_armand_aquitaine_0
wh_main_character_abilities_stand_your_ground	wh_dlc05_brt_cha_armand_aquitaine_0
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc05_brt_cha_armand_aquitaine_0
wh_main_character_abilities_deadly_onslaught	wh_dlc05_brt_cha_armand_aquitaine_1
wh_main_character_abilities_foe_seeker	wh_dlc05_brt_cha_armand_aquitaine_1
wh_main_character_abilities_stand_your_ground	wh_dlc05_brt_cha_armand_aquitaine_1
wh_main_lord_passive_the_blessing_of_the_lady	wh_dlc05_brt_cha_armand_aquitaine_1
wh_main_character_abilities_deadly_onslaught	wh_dlc05_brt_cha_armand_aquitaine_2
wh_main_character_abilities_foe_seeker	wh_dlc05_brt_cha_armand_aquitaine_2
